"rownum","Id","Area1","bool_24","FlavourText","Connections","f32_57","f32_61","f32_65","f32_69","f32_73","UniqueArt","StartingNode","NotOnAtlas","DivCards","DivCardsHardmode","Tier","HASH16","IsUniqueMap","Region","Node_DDSFile","IsNormalMap","RequiresSpecificItem","VoidstoneSlot","MapDeviceLayout","QuestStates","bool_200","NodeDisplayName","Area2","bool_233","bool_234","f32_235","bool_239","i32_240","i32_244","i32_248","i32_252","bool_256","i32_257"
82,"MapWorldsSunkenCity",1248,"",2197,"[23,0,2]",684.305,548.422,117.811,-3.737,-4.521,"","","","[3158,3231,3456,3515]","[3158,3231,3456,3515]",6,11215,"",2,"Art/2DItems/Maps/Atlas2Maps/New/SunkenCity.dds",1,"","",0,[],1,"",1248,1,1,1,"",0,0,0,0,"",1899
83,"MapWorldsMarshes",1104,"",2056,"[46,65,87]",462.841,414.007,80.371,-28.759,13.129,"","","","[3108,3160,3200,3511]","[3108,3160,3200,3511]",2,42115,"",0,"Art/2DItems/Maps/Atlas2Maps/New/Marshes.dds",1,"","",0,[],1,"",1104,1,1,1,"",0,0,0,0,"",1899
84,"MapWorldsResidence",1154,"",2106,"[92,9]",204.518,397.552,167.144,-2.796,12.336,"","","","[3117,3182,3202,3384]","[3117,3182,3202,3384]",13,4755,"",0,"Art/2DItems/Maps/Atlas2Maps/New/Residence.dds",1,"","",0,[],1,"",1154,1,1,1,"",0,0,0,0,"",1899
85,"MapWorldsPort",1111,"",2063,"[61,0,19,8,35]",577.02,588.009,138.368,-0.229,11.689,"","","","[3119,3519,4815,5357]","[3119,3519,4815,5357]",4,47088,"",2,"Art/2DItems/Maps/Atlas2Maps/New/Quay.dds",1,"","",0,[],1,"",1111,1,1,1,"",0,0,0,0,"",1899
86,"MapWorldsArcade",1114,"",2066,"[90,88,43]",797.17,529.565,161.768,12.299,17.519,"","","","[3305,3436,5085,5406]","[3305,3436,5085,5406]",13,44259,"",2,"Art/2DItems/Maps/Atlas2Maps/New/Arcade.dds",1,"","",0,[],1,"",1114,1,1,1,"",0,0,0,0,"",1899
87,"MapWorldsStrand",1118,"",2070,"[83,68,7,118]",434.241,392.098,102.499,-9.763,-2.66,"","","","[3223,3249,3328,3504]","[3223,3249,3328,3504]",3,10021,"",0,"Art/2DItems/Maps/Atlas2Maps/New/Strand.dds",1,"","",0,[],1,"",1118,1,1,1,"",0,0,0,0,"",1899
88,"MapWorldsMalformation",1233,"",2182,"[28,45,75,86]",777.724,616.022,171.704,-19.548,-15.927,"","","","[3279,3291,3462,5311]","[3279,3291,3462,5311]",12,3421,"",2,"Art/2DItems/Maps/Atlas2Maps/New/Malformation.dds",1,"","",0,[],1,"",1233,1,1,1,"",0,0,0,0,"",1899
89,"MapWorldsPier",1202,"",2152,"[25,56,36]",637.3,396.283,101.401,-11.435,0.202,"","","","[3106,3119,3128,4942]","[3106,3119,3128,4942]",6,60732,"",1,"Art/2DItems/Maps/Atlas2Maps/New/Pier.dds",1,"","",0,[],1,"",1202,1,1,1,"",0,0,0,0,"",1899
90,"MapWorldsTower",1183,"",2134,"[63,52,86,131]",819.169,606.399,140.568,-6.687,-13.441,"","","","[3173,3178,3219,5441]","[3173,3178,3219,5441]",14,54446,"",2,"Art/2DItems/Maps/Atlas2Maps/New/Tower.dds",1,"","",0,[],1,"",1183,1,1,1,"",0,0,0,0,"",1899
91,"MapWorldsBasilica",1247,"",2196,"[48,74,40]",302.629,484.31,112.126,-17.21,-6.744,"","","","[3269,3332,3429,3468]","[3269,3332,3429,3468]",8,27821,"",0,"Art/2DItems/Maps/Atlas2Maps/New/Basilica.dds",1,"","",0,[],1,"",1247,1,1,1,"",0,0,0,0,"",1899
92,"MapWorldsPlaza",1243,"",2192,"[11,84,73,34]",252.458,349.925,178.16,17.679,-4.792,"","","","[3117,3142,3228,3388]","[3117,3142,3228,3388]",12,35076,"",0,"Art/2DItems/Maps/Atlas2Maps/New/Plaza.dds",1,"","",0,[],1,"",1243,1,1,1,"",0,0,0,0,"",1899
93,"MapWorldsVolcano",1124,"",2076,"[50,96,150]",223.156,544.884,107.027,-0.712,19.782,"","","","[3167,3264,3494,5245]","[3167,3264,3494,5245]",11,30639,"",3,"Art/2DItems/Maps/Atlas2Maps/New/Volcano.dds",1,"","",0,[],1,"",1124,1,1,1,"",0,0,0,0,"",1899
94,"MapWorldsEstuary",1186,"",2137,"[99,19]",564.107,537.821,97.37,1.876,7.063,"",1,"","[3098,3167,3453,3494]","[3098,3167,3453,3494]",1,40753,"",2,"Art/2DItems/Maps/Atlas2Maps/New/Estuary.dds",1,"","",0,[],1,"",1186,1,1,1,"",0,0,0,0,"",1899
95,"MapWorldsPit",1216,"",2166,"[36,57,26,76]",695.632,430.167,134.498,7.833,-11.633,"","","","[3216,3286,3297,3412]","[3216,3286,3297,3412]",8,11490,"",1,"Art/2DItems/Maps/Atlas2Maps/New/Pit1.dds",1,"","",0,[],1,"",1216,1,1,1,"",0,0,0,0,"",1899
96,"MapWorldsMineralPools",1179,"",2130,"[93,1,3]",208.502,610.515,183.674,20.972,-5.56,"","","","[3105,3112,3114,3237]","[3105,3112,3114,3237]",12,44313,"",3,"Art/2DItems/Maps/Atlas2Maps/New/MineralPools.dds",1,"","",0,[],1,"",1179,1,1,1,"",0,0,0,0,"",1899
97,"MapWorldsChateau",1120,"",2072,"[5,41]",435.835,535.382,106.891,-4.51,15.583,"",1,"","[3251,3384,3429,5408]","[3251,3384,3429,5408]",1,39459,"",3,"Art/2DItems/Maps/Atlas2Maps/New/Chateau.dds",1,"","",0,[],1,"",1120,1,1,1,"",0,0,0,0,"",1899
98,"MapWorldsBeach",1096,"",2048,"[20,43,70,39]",814.375,409.334,155.032,-22.193,5.497,"","","","[3090,3463,3479,5361]","[3090,3463,3479,5361]",13,62685,"",1,"Art/2DItems/Maps/Atlas2Maps/New/Beach.dds",1,"","",0,[],1,"",1096,1,1,1,"",0,0,0,0,"",1899
99,"MapWorldsPhantasmagoria",1141,"",2093,"[12,94]",602.196,520.489,94.271,3.365,9.973,"","","","[3146,3206,3212,3290]","[3146,3206,3212,3290]",2,47634,"",2,"Art/2DItems/Maps/Atlas2Maps/New/Phantasmagoria.dds",1,"","",0,[],1,"",1141,1,1,1,"",0,0,0,0,"",1899
100,"MapWorldsChimera",1251,"",2211,"[138,145]",820.712,239.919,109.094,-0.497,8.96,"","","","[3316,3402,4943,5404]","[3316,3402,4943,5404]",16,14512,"",1,"Art/2DItems/Maps/Atlas2Maps/New/Chimera.dds",1,1,"",1,[],1,"",1251,"","",1,"",11,0,0,0,"",1899
101,"MapWorldsHydra",1252,"",2212,"[145,138]",830.223,224.679,110.343,-8.133,21.552,"","","","[3300,3506,4943,5404]","[3300,3506,4943,5404]",16,48438,"",1,"Art/2DItems/Maps/Atlas2Maps/New/Hydra.dds",1,1,"",1,[],1,"",1252,"","",1,"",11,0,0,0,"",1899
102,"MapWorldsMinotaur",1254,"",2213,"[138,145]",810.066,255.353,109.099,8.42,-3.96,"","","","[3300,3506,4943,5404]","[3300,3506,4943,5404]",16,14950,"",1,"Art/2DItems/Maps/Atlas2Maps/New/Minotaur.dds",1,1,"",1,[],1,"",1254,"","",1,"",11,0,0,0,"",1899
103,"MapWorldsPhoenix",1253,"",2214,"[145,138]",799.513,270.386,110.379,17.112,-16.202,"","","","[3300,3506,4943,5404]","[3300,3506,4943,5404]",16,17594,"",1,"Art/2DItems/Maps/Atlas2Maps/New/Phoenix.dds",1,1,"",1,[],1,"",1253,"","",1,"",11,0,0,0,"",1899
104,"MapWorldsVaalTemple",1256,"",2215,[63],871.682,530.664,44.357,-10.073,13.158,"","","","[3133,3154,3186,3212,3296,3314,3367,3407]","[3133,3154,3186,3212,3296,3314,3367,3407]",16,59850,"",2,"Art/2DItems/Maps/Atlas2Maps/New/VaalTempleBase.dds",1,1,"",2,[],1,"",1256,"","",1,"",1,0,0,0,"",1899
105,"MapWorldsSanctuary",1276,"",2868,[155],204.557,182.618,99.154,-28.961,-32.392,"","","","[3179,3229,3372,3484,5244,5312]","[3179,3229,3372,3484,5244,5312]",16,45622,"",0,"Art/2DItems/Maps/Atlas2Maps/New/UberRelicChambers.dds",1,1,"",3,[],1,"",1276,"","",1,"",16,0,0,0,1,1899
106,"MapWorldsCitadel",1277,"",2869,"[145,113,147]",817.137,164.203,128.947,4.889,18.399,"","","","[3115,3116,3153,3229,3499,5310]","[3115,3116,3153,3229,3499,5310]",16,2099,"",1,"Art/2DItems/Maps/Atlas2Maps/New/UberPrimordialBlocks.dds",1,1,"",3,[],1,"",1277,"","",1,"",16,0,0,0,1,1899
107,"MapWorldsFortress",1278,"",2870,"[113,146,147]",905.27,167.307,116.974,-15.28,15.513,"","","","[3157,3229,3497,3510,3513,5082,5359]","[3157,3229,3497,3510,3513,5082,5359]",16,52035,"",1,"Art/2DItems/Maps/Atlas2Maps/New/UberSilo.dds",1,1,"",3,[],1,"",1278,"","",1,"",16,0,0,0,1,1899
108,"MapWorldsAbomination",1279,"",2871,"[148,153]",777.449,796.208,104.86,40.082,-20.427,"","","","[3132,3194,3206,3229,3279,3321]","[3132,3194,3206,3229,3279,3321]",16,5892,"",2,"Art/2DItems/Maps/Atlas2Maps/New/UberMalformation.dds",1,1,"",3,[],1,"",1279,"","",1,"",16,0,0,0,1,1899
109,"MapWorldsZiggurat",1280,"",2872,"[152,151]",146.294,825.704,129.647,-0.136,-10.669,"","","","[3179,3229,3240,3303,3354,3474,5361]","[3179,3229,3240,3303,3354,3474,5361]",16,11408,"",3,"Art/2DItems/Maps/Atlas2Maps/New/UberMausoleum.dds",1,1,"",3,[],1,"",1280,"","",1,"",16,0,0,0,1,1899
110,"MapWorldsCourtyardOfWasting",1281,"",2217,[],0,0,10.722,0,0,"","",1,"[3355,3404,3424,3506]","[3355,3404,3424,3506]",16,65349,"",0,"Art/2DItems/Maps/Atlas2Maps/New/CourtyardofWasting.dds",1,1,"",0,[],"","",1281,"","",1,"",15,0,0,0,"",1899
111,"MapWorldsChambersOfImpurity",1282,"",2218,[],0,0,10.722,0,0,"","",1,"[3099,3255,3468,3476]","[3099,3255,3468,3476]",16,32697,"",0,"Art/2DItems/Maps/Atlas2Maps/New/ChambersofImpurity.dds",1,1,"",0,[],"","",1282,"","",1,"",15,0,0,0,"",1899
112,"MapWorldsTheatreOfLies",1283,"",2219,[],0.552,0.176,10.722,0,0,"","",1,"[3227,3311,3332,3409]","[3227,3311,3332,3409]",16,48844,"",0,"Art/2DItems/Maps/Atlas2Maps/New/TheatreofLies.dds",1,1,"",0,[],"","",1283,"","",1,"",15,0,0,0,"",1899
113,"Synthesis_MapBoss",458,"",2227,"[115,116,114,117,106,107,147]",859.581,181.33,100.457,1.404,-6.086,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/SynthesisGuardian.dds","","","[3334,3422,3482,3518]","[3334,3422,3482,3518]",0,22923,1,1,"Art/2DItems/Maps/SynthesisBossGuardianMap.dds","",1,"",6,[],1,"",458,"","",1,"",14,0,0,0,"",1899
114,"Synthesis_MapGuardian1",459,"",2223,"[113,138]",869.03,217.058,110.992,-8.613,11.979,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/SynthesisColdGuardian.dds","","","[3334,3422,3482,3518]","[3334,3422,3482,3518]",0,49939,1,1,"Art/2DItems/Maps/SynthesisColdGuardianMap.dds","",1,"",6,[],1,"",459,"","",1,"",14,0,0,0,"",1899
115,"Synthesis_MapGuardian2",460,"",2224,"[113,138]",835.815,204.7,111.313,18.629,24.26,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/SynthesisFireGuardian.dds","","","[3334,3422,3482,3518]","[3334,3422,3482,3518]",0,30035,1,1,"Art/2DItems/Maps/SynthesisFireGuardianMap.dds","",1,"",6,[],1,"",460,"","",1,"",14,0,0,0,"",1899
116,"Synthesis_MapGuardian3",461,"",2225,"[113,138]",850.622,216.489,110.977,6.832,12.498,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/SynthesisLightningGuardian.dds","","","[3334,3422,3482,3518]","[3334,3422,3482,3518]",0,14385,1,1,"Art/2DItems/Maps/SynthesisLightningGuardianMap.dds","",1,"",6,[],1,"",461,"","",1,"",14,0,0,0,"",1899
117,"Synthesis_MapGuardian4",462,"",2226,"[113,138]",884.901,203.801,111.424,-21.152,25.316,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/SynthesisGolemGuardian.dds","","","[3334,3422,3482,3518]","[3334,3422,3482,3518]",0,4082,1,1,"Art/2DItems/Maps/SynthesisGolemGuardianMap.dds","",1,"",6,[],1,"",462,"","",1,"",14,0,0,0,"",1899
118,"MapWorldsStrandUnique",1119,"",2071,[87],466.95,379.892,45.273,-15.969,5.959,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/WhakawairuaTuahu.dds","","","[3143,3159,3171,3348]","[3143,3159,3171,3348]",0,62531,1,0,"Art/2DItems/Maps/UniqueMapEye.dds","",1,"",6,[],1,"",1119,"","",1,"",0,0,0,0,"",1899
119,"MapWorldsMazeUnique",1131,"",2083,[70],794.775,480.75,48.782,-11.915,-14.608,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/DoryanisMap.dds","","","[3140,3271,3329,3490,3497,5407]","[3140,3271,3329,3490,3497,5407]",0,39980,1,1,"Art/2DItems/Maps/Doryanis.dds","",1,"",6,[],1,"",1131,"","",1,"",0,0,0,0,"",1899
120,"MapWorldsAtollUnique",1147,"",2099,[69],314.569,338.736,46.9,17.88,-0.322,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/MaelstromOfChaos.dds","","","[3113,3116,3480,3514]","[3113,3116,3480,3514]",0,11929,1,0,"Art/2DItems/Maps/MaelstromofChaos.dds","",1,"",6,[],1,"",1147,"","",1,"",0,0,0,0,"",1899
121,"MapWorldsCemeteryUnique",1149,"",2101,[72],252.651,600.255,35.868,10.286,-6.429,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/HallowedGround.dds","","","[3108,3131,3244,3501]","[3108,3131,3244,3501]",0,11313,1,3,"Art/2DItems/Maps/HallowedGround.dds","",1,"",6,[],1,"",1149,"","",1,"",0,0,0,0,"",1899
122,"MapWorldsDunesUnique",1157,"",2109,[61],556.171,670.989,43.667,-11.135,-11.785,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/PillarsOfArun.dds","","","[3392,3394,3395,3417]","[3392,3394,3395,3417]",0,19076,1,2,"Art/2DItems/Maps/PillarsOfVastiri.dds","",1,"",6,[],1,"",1157,"","",1,"",0,0,0,0,"",1899
123,"MapWorldsBoneCryptUnique",1159,"",2111,[38],733.096,606.891,37.642,-10.596,-7.648,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/OlmecsSanctum.dds","","","[3121,3130,3232,3460]","[3121,3130,3232,3460]",0,772,1,2,"Art/2DItems/Maps/olmec.dds","",1,"",6,[],1,"",1159,"","",1,"",0,0,0,0,"",1899
124,"MapWorldsUndergroundRiverUnique",1161,"",2113,[73],205.041,446.629,47.735,9.827,-15.453,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/CaerBlaiddWolfpacksDen.dds","","","[3166,3208,3213,3347]","[3166,3208,3213,3347]",0,31954,1,0,"Art/2DItems/Maps/WolfMap.dds","",1,"",6,[],1,"",1161,"","",1,"",0,0,0,0,"",1899
125,"MapWorldsVaalPyramidUnique",1169,"",2121,[57],704.187,483.749,43.828,15.244,-5.764,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/VaultsOfAtziri.dds","","","[3126,3133,3147,3296]","[3126,3133,3147,3296]",0,27401,1,1,"Art/2DItems/Maps/UniqueMap1.dds","",1,"",6,[],1,"",1169,"","",1,"",0,0,0,0,"",1899
126,"MapWorldsCourtyardUnique",1173,"",2125,[17],449.666,665.258,47.133,1.62,-17.93,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/VinktarSquareMap.dds","","","[3281,5441]","[3281,5441]",0,344,1,3,"Art/2DItems/Maps/TheVinktarSquare.dds","",1,"",6,[],1,"",1173,"","",1,"",0,0,0,0,"",1899
127,"MapWorldsShoreUnique",1176,"",2128,[66],373.662,349.567,50.578,-8.684,17.763,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/MaoKun.dds","","","[3126,3249,3348]","[3126,3249,3348]",0,61879,1,0,"Art/2DItems/Maps/FairgravesMap01.dds","",1,"",6,[],1,"",1176,"","",1,"",0,0,0,0,"",1899
128,"MapWorldsMoonTempleUnique",1181,"",2132,[3],301.51,662.575,40.581,-12.448,7.648,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/TheTwilightTemple.dds","","","[3174,3282,3298,3317]","[3174,3282,3298,3317]",0,11804,1,3,"Art/2DItems/Maps/Celestial.dds","",1,"",6,[],1,"",1181,"","",1,"",0,0,0,0,"",1899
129,"MapWorldsTempleUnique",1189,"",2140,[20],720.362,400.39,47.681,8.401,-16.241,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/PoorjoysAsylum.dds","","","[3156,3177,3298,3389]","[3156,3177,3298,3389]",0,42975,1,1,"Art/2DItems/Maps/PoorjoysAsylum.dds","",1,"",6,[],1,"",1189,"","",1,"",0,0,0,0,"",1899
130,"MapWorldsMuseumUnique",1192,"",2143,[27],214.416,648.813,38.334,-4.287,12.73,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/ThePutridCloister.dds","","","[3123,3146,3206,3435]","[3123,3146,3206,3435]",0,45939,1,3,"Art/2DItems/Maps/PutridCloister.dds","",1,"",6,[],1,"",1192,"","",1,"",0,0,0,0,"",1899
131,"MapWorldsCursedCryptUnique",1204,"",2154,[90],838.309,625.348,37.386,-9.191,-9.099,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/TheCowardsTrial.dds","","","[3124,3162,3258,3460]","[3124,3162,3258,3460]",0,21473,1,2,"Art/2DItems/Maps/UndeadSiege.dds","",1,"",6,[],1,"",1204,"","",1,"",0,0,0,0,"",1899
132,"MapWorldsPromenadeUnique",1207,"",2157,[45],704.572,696.548,42.456,3.186,-15.256,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/HallOfGrandmasters.dds","","",[],[],0,49536,1,2,"Art/2DItems/Maps/HallOfGrandmasters.dds","",1,"",6,[],1,"",1207,"","",1,"",0,0,0,0,"",1899
133,"MapWorldsOvergrownShrineUnique",1221,"",2170,[56],574.878,343.214,39.79,7.172,12.251,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/ActonsNightmare.dds","","","[3226,3262,3363,3382]","[3226,3262,3363,3382]",0,17317,1,1,"Art/2DItems/Maps/musicbox.dds","",1,"",6,[],1,"",1221,"","",1,"",0,0,0,0,"",1899
134,"MapWorldsTortureChamberUnique",1226,"",2175,[7],465.017,332.824,48.987,-17.862,6.346,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/ObasCursedTrove.dds","","","[3124,3176,3268,3489]","[3124,3176,3268,3489]",0,45353,1,0,"Art/2DItems/Maps/oba.dds","",1,"",6,[],1,"",1226,"","",1,"",0,0,0,0,"",1899
135,"MapWorldsNecropolisUnique",1228,"",2177,[1],155.527,518.225,40.239,12.686,6.878,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/DeathAndTaxes.dds","","","[3110,3147,3226,3234]","[3110,3147,3226,3234]",0,32663,1,3,"Art/2DItems/Maps/DeathandTaxes.dds","",1,"",6,[],1,"",1228,"","",1,"",0,0,0,0,"",1899
136,"CleansingFireWatchstoneSlotNode","","","","[156,24]",145.959,280.198,177.542,0.264,-79.954,"","","",[],[],0,573,"",0,"","",1,3,"",[],1,"","","","",1,"",0,0,0,0,"",1899
137,"TangledWatchstoneSlotNode","","","","[47,152,151]",148.9,722.434,177.095,-1.695,35.069,"","","",[],[],0,55192,"",3,"","",1,2,"",[],1,"","","","",1,"",0,0,0,0,"",1899
138,"ElderWatchstoneSlotNode","","","","[29,102,115,116,114,117,146,103,100,101]",858.02,276.681,213.407,-1.207,-55.773,"","","",[],[],0,26293,"",1,"","",1,1,"",[],1,"","","","",1,"",0,0,0,0,"",1899
139,"MavenWatchstoneSlotNode","","","","[153,148,80]",862.442,720.137,196.648,-1.495,34.441,"","","",[],[],0,21853,"",2,"","",1,0,"",[],1,"","","","",1,"",0,0,0,0,"",1899
140,"ReliquaryVault","","",2873,[148],945.94,755.21,98.224,-42.345,2.314,"","","",[],[],0,15638,"",2,"Art/2DItems/Maps/ReliquaryVaultMapKey.dds","",1,"",7,[],1,220,280,"","",1.3,1,8,0,0,0,"",1899
141,"ValdoMap","","",2878,[156],186.044,205.715,77.161,-20.117,24.57,"","","",[],[],0,1711,"",0,"Art/2DItems/Maps/ValdosLabMapKey.dds","",1,"",5,[],1,219,"","","",1.3,"",14,0,0,0,"",1899
142,"AtziriBoss","","",2874,[25],679.565,479.049,63.174,-15.156,-21.356,"","","",[],[],0,4221,"",1,"Art/2DItems/Maps/AtziriTempleMapKey.dds","",1,"",8,[],1,"",761,"","",1,1,1,0,0,0,"",1899
143,"LegionDomain","","",2867,[78],431.163,708.887,51.017,-15.957,-12.051,"","","",[],[],0,50774,"",3,"Art/2DItems/Maps/DomainofTimelessConflictMapKey.dds","",1,"",9,[],1,"",1328,"","",1,1,5,0,0,0,"",1899
144,"BlightedMap","","",2865,[42],321.387,511.516,45.241,16.705,3.298,"","","",[],[],0,61628,"",3,"Art/2DItems/Maps/BlightedLandsMapKey.dds","",1,"",4,[],1,218,"","","",1,"",2,0,0,0,"",1899
145,"ShaperBoss","","",2875,"[101,103,106,102,100]",780.732,223.535,117.689,27.415,-6.27,"","","",[],[],0,50450,"",1,"Art/2DItems/Maps/ShapersRealmMapKey.dds","",1,"",8,[],1,"",1255,"","",1.3,1,11,0,0,0,"",1899
146,"ElderBoss","","",2876,"[107,138]",919.504,225.816,135.361,-31.972,-1.219,"","","",[],[],0,64853,"",1,"Art/2DItems/Maps/EldersRealmMapKey.dds","",1,"",8,[],1,"",1296,"","",1.3,1,11,0,0,0,"",1899
147,"UberCortexBoss","","",2458,"[113,106,107]",861,139.469,98.272,0.25,25.074,"","","",[],[],0,18481,"",1,"Art/2DItems/Maps/SynthesisUberCortex.dds","",1,"",8,[],1,221,458,"","",1.3,1,14,0,0,0,"",1899
148,"MavenBoss","","",2452,"[108,140,139]",860.716,759.868,185.274,0.399,13.428,"","","",[],[],0,32043,"",2,"Art/2DItems/Currency/Atlas/MavenKey.dds","",1,"",8,[],1,"",1794,"","",1.3,1,8,0,0,0,"",1899
149,"InfiniteHungerBoss","","",2521,[78],366.541,706.71,50.165,15.657,-10.887,"","","",[],[],0,18119,"",3,"Art/2DItems/Currency/TangleOrbRank0.dds","",1,"",7,[],1,"",1298,"","",1.2,1,6,0,0,0,"",1899
150,"BlackStarBoss","","",2523,[93],231.375,517.611,39.64,-3.909,12.971,"","","",[],[],0,56181,"",3,"Art/2DItems/Currency/CleansingFireOrbRank0.dds","",1,"",7,[],1,"",1299,"","",1.2,1,10,0,0,0,"",1899
151,"EaterOfWorldsBoss","","",2522,"[109,137]",204.627,813.81,126.872,-40.111,-38.255,"","","",[],[],0,3805,"",3,"Art/2DItems/Currency/TangleOrbRank5.dds","",1,"",8,[],1,"",1301,"","",1.3,1,6,0,0,0,"",1899
152,"SearingExarchBoss","","",2524,"[109,137]",87.73,812.216,128.249,42.166,-37.054,"","","",[],[],0,17261,"",3,"Art/2DItems/Currency/CleansingFireOrbRank5.dds","",1,"",8,[],1,"",1300,"","",1.3,1,10,0,0,0,"",1899
153,"SirusBoss","","",2877,"[108,139]",776.354,755.457,130.239,39.603,-1.797,"","","",[],[],0,23389,"",2,"Art/2DItems/Maps/SirusRealmMapKey.dds","",1,"",8,[],1,"",1697,"","",1.3,1,13,0,0,0,"",1899
154,"FearBoss","","",2525,"[156,155]",88.982,184.259,152.236,45.719,2.028,"","","",[],[],0,13853,"",0,"Art/2DItems/Maps/AngerBossMemoryKey.dds","",1,"",8,[],1,"",1303,"","",1.3,1,15,0,0,0,"",1899
155,"BenevolenceBoss","","",2526,"[154,105]",146.415,117.589,130.98,0.301,50.314,"","","",[],[],0,53306,"",0,"Art/2DItems/Maps/BenevolenceBossMemoryKey.dds","",1,"",8,[],1,"",1307,"","",1.3,1,15,0,0,0,"",1899
156,"IgnoranceBoss","","",2527,"[136,154,141]",145.359,255.406,132.628,-12.14,-32.451,"","","",[],[],0,25081,"",0,"Art/2DItems/Maps/IgnoranceBossMemoryKey.dds","",1,"",8,[],1,"",1305,"","",1.3,1,15,0,0,0,"",1899
157,"BreachlordBoss","","",2794,[15],132.808,372.624,54.331,18.145,11.885,"","","",[],[],0,61364,"",0,"Art/2DItems/Maps/BossKeyBrequel.dds","",1,"",7,[],1,"",1922,"","",1,1,3,0,0,0,"",1899
158,"OshabiBoss","","",2879,[64],565.003,276.746,50.104,18.906,4.892,"","","",[],[],0,48291,"",1,"Art/2DItems/Maps/OshabiMap.dds","",1,"",7,[],1,"",1335,"","",1,1,9,0,0,0,"",1899
159,"CatarinaBoss","","",2704,[9],122.875,464.46,40.885,14.405,3.256,"","","",[],[],0,57808,"",0,"Art/2DItems/Maps/CatarinaToken.dds","",1,"",7,[],1,"",426,"","",1,1,4,0,0,0,"",1899
160,"KingInTheMistsBoss","","",2703,[37],440.095,283.519,39.504,3.012,13.72,"","","",[],[],0,46050,"",0,"Art/2DItems/Currency/Azmeri/VoodooKingEffigy.dds","",1,"",7,[],1,"",1911,"","",1,1,7,0,0,0,"",1899
161,"Simulacrum","","",2296,[81],136.868,569.677,44.801,8.353,14.577,"","","",[],[],0,45986,"",3,"Art/2DItems/Maps/DeliriumFragment.dds","",1,"",7,[],1,"",1535,"","",1,1,12,0,0,0,"",1899
162,"FaridunBoss","","",2858,[10],515.041,706.192,35.756,3.267,-11.619,"","","",[],[],0,64228,"",2,"Art/2DItems/Currency/Faridun/FaridunBossKey.dds","",1,"",7,[1],1,"",1923,"","",1,1,17,0,0,0,"",1899
163,"UltimatumTrial","","",2866,[43],863.5,487.671,43.672,-14.978,-6.215,"","","",[],[],0,18913,"",1,"Art/2DItems/Maps/UltimatumTrialBase.dds","",1,"",7,[],1,"",1804,"","",1,1,1,0,0,0,"",1899
164,"IncursionTemple","","",2880,[12],684.047,515.791,48.549,-17.89,5.551,"","","",[],[],0,12955,"",2,"Art/2DItems/Maps/TempleMap.dds","",1,"",7,[],1,"",300,"","",1,1,1,0,0,0,"",1899
165,"AbyssLeagueBoss3","","",2921,[53],140.095,628.229,40.995,14.656,2.237,"","","",[],[],0,54172,"",3,"Art/2DItems/Jewels/GlintingDespairCombined.dds","",1,"",10,[],1,"",1323,"","",1,1,18,0,0,0,"",1899
166,"RandomContentNamelessSeer","","",2705,[],390.227,279.926,10.722,0,0,"","","",[],[],0,36668,"",0,"Art/2DItems/Maps/NamelessSeerRandomMap.dds","",1,"",10,[],"","",1314,"","",1,1,7,0,0,0,"",1836
167,"RandomContentPerandus","","",2706,[],317.399,700.395,10.722,0,0,"","","",[],[],0,50439,"",3,"Art/2DItems/Maps/PerandusManorRandomMap.dds","",1,"",10,[],"","",1313,"","",1,1,0,0,0,0,"",1838
168,"RandomContentReflectingMist","","",2707,[],660.515,272.048,10.722,0,0,"","","",[],[],0,50408,"",1,"Art/2DItems/Maps/LakeofKalandraRandomMap.dds","",1,"",10,[],"","",1315,"","",1,1,12,0,0,0,"",1837
169,"RandomContentUniqueVaalSacrifice","","",2708,[],876.914,582.704,10.722,0,0,"","","",[],[],0,2259,"",2,"Art/2DItems/Maps/VaalSacrificeRandomMap.dds","",1,"",10,[],"","",1316,"","",1,1,1,0,0,0,"",1839
