"rownum","Item","Pack","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","i32_40","i32_44"
44,4981,528,"Pack monsters can drop Timeless Maraketh Splinters ","Les monstres du groupe peuvent céder des Esquilles intemporelles des Marakeths","Gruppenmonster können Immerwährender Splitter der Maraketh fallen lassen","パックモンスターはマラケスのタイムレススプリンターをドロップする可能性がある","무리 몬스터가 일정 확률로 무궁한 마라케스 파편을 떨어뜨림","Monstros do grupo podem derrubar Fragmentos Atemporais do Império Eterno","Из монстров группы могут выпасть вневременные осколки маракетов","Los monstruos del grupo pueden arrojar fragmentos atemporales maraketh","มอนสเตอร์ในกอง สามารถดรอป สะเก็ดมาราเค็ทเหนือกาลเวลา ได้","怪物群可能掉落永恆馬拉克斯裂片 ",0,0
45,4982,529,"Pack monsters can drop Timeless Templar Splinters ","Les monstres du groupe peuvent céder des Esquilles intemporelles des Templiers","Gruppenmonster können Immerwährender Splitter der Templer fallen lassen","パックモンスターはテンプラーのタイムレススプリンターをドロップする可能性がある","무리 몬스터가 일정 확률로 무궁한 템플러 파편을 떨어뜨림","Monstros do grupo podem derrubar Fragmentos Atemporais dos Templários","Из монстров группы могут выпасть вневременные осколки жрецов","Los monstruos del grupo pueden arrojar fragmentos atemporales templarios","มอนสเตอร์ในกอง สามารถดรอป สะเก็ดเทมพลาร์เหนือกาลเวลา ได้","怪物群可能掉落永恆聖騎士裂片 ",0,0
46,4983,530,"Pack monsters can drop Timeless Vaal Splinters ","Les monstres du groupe peuvent céder des Esquilles intemporelles des Vaal","Gruppenmonster können Immerwährender Splitter der Vaal fallen lassen","パックモンスターはヴァールのタイムレススプリンターをドロップする可能性がある","무리 몬스터가 일정 확률로 무궁한 바알 파편을 떨어뜨림","Monstros do grupo podem derrubar Fragmentos Atemporais dos Vaal","Из монстров группы могут выпасть вневременные осколки ваал","Los monstruos del grupo pueden arrojar fragmentos atemporales vaal","มอนสเตอร์ในกอง สามารถดรอป สะเก็ดวาล์เหนือกาลเวลา ได้","怪物群可能掉落永恆瓦爾裂片 ",0,0
47,5004,531,"Pack monsters can drop Contracts and Rogue's Markers\r\nPack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe peuvent céder des Contrats et des Pièces marquées\r\nLes monstres du groupe ont une chance de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster können Aufträge und Signa der Abtrünnigen fallen lassen\r\nGruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターは依頼書およびローグマーカーをドロップする可能性がある\r\nパックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 계약 및 도둑의 증표를 떨어뜨림\r\n무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo podem derrubar Contratos e Insígnias do Renegado\r\nMonstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Из монстров группы могут выпасть контракты и разбойничьи жетоны\r\nМонстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo pueden arrojar contratos y monedas del renegado\r\nLos monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง สามารถดรอป สัญญาจ้างและเหรียญกองโจร ได้\r\nมอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群可能掉落契約書和盜賊之印\n怪物群有可能留下帶有特殊工藝的屍體",0,0
48,5005,532,"Pack monsters can drop Shaper Influenced items\r\nPack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe peuvent céder des Objets influencés par le Façonneur\r\nLes monstres du groupe ont une chance de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster können Gegenstände mit Einfluss des Schöpfers fallen lassen\r\nGruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターはシェイパーインフルエンスアイテムをドロップする可能性がある\r\nパックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 쉐이퍼의 영향을 받은 아이템을 떨어뜨림\r\n무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo podem derrubar itens Influenciados pelo Criador\r\nMonstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Из монстров группы могут выпасть предметы с влиянием Создателя\r\nМонстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo pueden arrojar objetos influenciados por el Creador\r\nLos monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง สามารถดรอป ไอเทมที่มีอิทธิพลของเชปเปอร์ ได้\r\nมอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群可能掉落塑界者勢力物品\n怪物群有可能留下帶有特殊工藝的屍體",0,0
49,5006,533,"Pack monsters can drop Elder Influenced items\r\nPack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe peuvent céder des Objets influencés par l'Ancien\r\nLes monstres du groupe ont une chance de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster können Gegenstände mit Einfluss des Ältesten fallen lassen\r\nGruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターはエルダーインフルエンスアイテムをドロップする可能性がある\r\nパックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 엘더의 영향을 받은 아이템을 떨어뜨림\r\n무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo podem derrubar itens Influenciados pelo Criador\r\nMonstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Из монстров группы могут выпасть предметы с влиянием Древнего\r\nМонстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo pueden arrojar objetos influenciados por el Antiguo\r\nLos monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง สามารถดรอป ไอเทมที่มีอิทธิพลของเอลเดอร์ ได้\r\nมอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群可能掉落尊師勢力物品\n怪物群有可能留下帶有特殊工藝的屍體",0,0
50,5007,537,"Pack monsters can drop Warlord Influenced items\r\nPack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe peuvent céder des Objets influencés par le Seigneur de guerre\r\nLes monstres du groupe ont une chance de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster können Gegenstände mit Einfluss des Kriegsfürsten fallen lassen\r\nGruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターはウォーロードインフルエンスアイテムをドロップする可能性がある\r\nパックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 전쟁군주의 영향을 받은 아이템을 떨어뜨림\r\n무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo podem derrubar itens Influenciados pelo Ancião\r\nMonstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Из монстров группы могут выпасть предметы с влиянием Вождя\r\nМонстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo pueden arrojar objetos influenciados por el Jefe de guerra\r\nLos monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง สามารถดรอป ไอเทมที่มีอิทธิพลของผู้พิชิตศึก ได้\r\nมอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群可能掉落總督軍勢力物品\n怪物群有可能留下帶有特殊工藝的屍體",0,0
51,5008,535,"Pack monsters can drop Redeemer Influenced items\r\nPack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe peuvent céder des Objets influencés par la Rédemptrice\r\nLes monstres du groupe ont une chance de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster können Gegenstände mit Einfluss der Erlöserin fallen lassen\r\nGruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターはレディーマーインフルエンスアイテムをドロップする可能性がある\r\nパックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 대속자의 영향을 받은 아이템을 떨어뜨림\r\n무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo podem derrubar itens Influenciados pela Redentora\r\nMonstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Из монстров группы могут выпасть предметы с влиянием Избавительницы\r\nМонстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo pueden arrojar objetos influenciados por la Redentora\r\nLos monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง สามารถดรอป ไอเทมที่มีอิทธิพลของผู้พิชิตบาป ได้\r\nมอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群可能掉落救贖者勢力物品\n怪物群有可能留下帶有特殊工藝的屍體",0,0
52,5009,534,"Pack monsters can drop Crusader Influenced items\r\nPack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe peuvent céder des Objets influencés par le Croisé\r\nLes monstres du groupe ont une chance de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster können Gegenstände mit Einfluss des Kreuzritters fallen lassen\r\nGruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターはクルセイダーインフルエンスアイテムをドロップする可能性がある\r\nパックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 십자군의 영향을 받은 아이템을 떨어뜨림\r\n무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo podem derrubar itens Influenciados pelo Cruzado\r\nMonstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Из монстров группы могут выпасть предметы с влиянием Крестоносца\r\nМонстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo pueden arrojar objetos influenciados por el Cruzado\r\nLos monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง สามารถดรอป ไอเทมที่มีอิทธิพลของผู้พิชิตอธรรม ได้\r\nมอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群可能掉落聖戰士勢力物品\n怪物群有可能留下帶有特殊工藝的屍體",0,0
53,5010,536,"Pack monsters can drop Hunter Influenced items\r\nPack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe peuvent céder des Objets influencés par le Chasseur\r\nLes monstres du groupe ont une chance de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster können Gegenstände mit Einfluss des Jägers fallen lassen\r\nGruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターはハンターインフルエンスアイテムをドロップする可能性がある\r\nパックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 사냥꾼의 영향을 받은 아이템을 떨어뜨림\r\n무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo podem derrubar itens Influenciados pelo Caçador\r\nMonstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Из монстров группы могут выпасть предметы с влиянием Охотника\r\nМонстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo pueden arrojar objetos influenciados por el Cazador\r\nLos monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง สามารถดรอป ไอเทมที่มีอิทธิพลของผู้พิชิตเหยื่อ ได้\r\nมอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群可能掉落狩獵者勢力物品\n怪物群有可能留下帶有特殊工藝的屍體",0,0
54,5011,934,"Pack monsters can drop Omens\r\nPack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe peuvent céder des Présages\r\nLes monstres du groupe ont des chances de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster können Omen fallen lassen\r\nGruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターはお告げをドロップする可能性がある\r\nパックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 징조를 떨어뜨림\r\n무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo podem derrubar Presságios\r\nMonstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Из монстров группы могут выпасть предсказания\r\nМонстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo pueden arrojar augurios\r\nLos monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง สามารถดรอป ลางบอกเหตุ ได้\r\nมอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群可能掉落預兆\n怪物群有可能留下帶有特殊工藝的屍體",0,0
55,5012,935,"Pack monsters can drop Expedition Artifacts\r\nPack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe peuvent céder des Artéfacts d'Expédition\r\nLes monstres du groupe ont des chances de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster können Expedition-Artefakte fallen lassen\r\nGruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターはエクスペディションアーティファクトをドロップする可能性がある\r\nパックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 탐험 유물을 떨어뜨림\r\n무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo podem derrubar Artefatos da Expedição\r\nMonstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Из монстров группы могут выпасть артефакты экспедиции\r\nМонстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo pueden arrojar artefactos de expedición\r\nLos monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง สามารถดรอป โบราณวัตถุกองสำรวจ ได้\r\nมอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群可能掉落探險文物\n怪物群有可能留下帶有特殊工藝的屍體",0,0
56,5013,936,"Pack monsters can drop Abyssal Jewels\r\nPack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe peuvent céder des Joyaux abyssaux\r\nLes monstres du groupe ont des chances de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster können Abgrund-Juwelen fallen lassen\r\nGruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターはアビスジュエルをドロップする可能性がある\r\nパックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 심연 주얼을 떨어뜨림\r\n무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo podem derrubar Joias Abissais\r\nMonstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Из монстров группы могут выпасть самоцветы Бездны\r\nМонстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo pueden arrojar joyas abisales\r\nLos monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง สามารถดรอป จิวเวลอะบิส ได้\r\nมอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群可能掉落深淵珠寶\n怪物群有可能留下帶有特殊工藝的屍體",0,0
57,5014,937,"Pack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe ont des chances de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Монстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群有可能留下帶有特殊工藝的屍體",0,0
58,5015,946,"Pack monsters can drop Catalysts","Les monstres du groupe peuvent céder des Catalyseurs","Gruppenmonster können Katalysatoren fallen lassen","パックモンスターはカタリストをドロップする可能性がある","무리 몬스터가 일정 확률로 기폭제를 떨어뜨림","\r\nMonstros do Grupo podem derrubar Catalisadores","Из монстров группы могут выпасть катализаторы","Los monstruos del grupo pueden arrojar catalizadores","มอนสเตอร์ในกอง สามารถดรอป ตัวเร่งปฏิกิริยา ได้","怪物群可能掉落催化劑",0,0
59,5016,947,"Pack monsters can drop Catalysts","Les monstres du groupe peuvent céder des Catalyseurs","Gruppenmonster können Katalysatoren fallen lassen","パックモンスターはカタリストをドロップする可能性がある","무리 몬스터가 일정 확률로 기폭제를 떨어뜨림","\r\nMonstros do Grupo podem derrubar Catalisadores","Из монстров группы могут выпасть катализаторы","Los monstruos del grupo pueden arrojar catalizadores","มอนสเตอร์ในกอง สามารถดรอป ตัวเร่งปฏิกิริยา ได้","怪物群可能掉落催化劑",0,0
60,5017,938,"Pack monsters drop Currency Items","Les monstres du groupe peuvent céder des Objets monétaires","Gruppenmonster lassen Währungsgegenstände fallen","パックモンスターはカレンシーをドロップする","무리 몬스터가 화폐 아이템을 떨어뜨림","\r\nMonstros do Grupo podem derrubar Itens Monetários","Из монстров группы выпадает валюта","Los monstruos del grupo pueden arrojar objetos monetarios","มอนสเตอร์ในกอง ดรอป ไอเทมเงินตรา","怪物群會掉落通貨物品",0,0
61,5018,939,"Extra Monster drops items with +1 to number of Sockets\r\nExtra Monster drops fully Linked items","Le monstre supplémentaire cède des objets ayant +1 au nombre de Châsse\r\nLe monstre supplémentaire cède des objets complètement reliés","Extra Monster lässt Gegenstände mit +1 zur Anzahl von Fassungen fallen\r\nExtra Monster lässt vollständig verbundene Gegenstände fallen","追加モンスターはソケット数が+1されたアイテムをドロップする\r\n追加モンスターは完全にリンクしたアイテムをドロップする","추가 몬스터가 홈 개수 +1인 아이템을 떨어뜨림\r\n추가 몬스터가 완전히 연결된 아이템을 떨어뜨림","Monstros Extras derrubam itens com +1 de quantidade dos Encaixes\r\nMonstros Extras derrubam itens completamente Conectados","Из дополнительного монстра выпадают предметы с +1 гнездом\r\nИз дополнительного монстра выпадают предметы со связанными между собой гнёздами","El monstruo adicional arroja objetos con +1 a la cantidad de engarces\r\nEl monstruo adicional arroja objetos totalmente vinculados","มอนสเตอร์เพิ่มเติม ดรอป ไอเทมที่มีจำนวนรู +1 รู\r\nมอนสเตอร์เพิ่มเติม ดรอป ไอเทมที่เชื่อมรูเต็ม","額外怪物會掉落插槽相關通貨\r\n額外怪物會掉落完全連結物品",0,0
62,5019,940,"Pack is composed of a Rogue Exile","Le Groupe est composé d'un Exilé renégat","Gruppe besteht aus Abtrünnigen Verbannten","パックはローグエグザイルで構成されている","무리가 탈주 유배자로 구성됨","Grupo é composto por Exilados Renegados","Группа состоит из бродячих изгнанников","El grupo está compuesto por un exiliado renegado","กองมอนสเตอร์ ประกอบด้วย เอ็กไซล์อันธพาล 1 คน","怪物群帶有 1 名盜賊流亡者",0,0
63,5020,941,"Pack monsters can drop Scarabs","Les monstres du groupe peuvent céder des Scarabées","Gruppenmonster können Skarabäen fallen lassen","パックモンスターはスカラベをドロップする可能性がある","무리 몬스터가 일정 확률로 갑충석을 떨어뜨림","\r\nMonstros do grupo podem derrubar Escaravelhos","Из монстров группы могут выпасть скарабеи","Los monstruos del grupo pueden arrojar escarabajos","มอนสเตอร์ในกอง สามารถดรอป สคารับ ได้","怪物群可能掉落聖甲蟲",0,0
64,5021,942,"Pack monsters can drop Scarabs","Les monstres du groupe peuvent céder des Scarabées","Gruppenmonster können Skarabäen fallen lassen","パックモンスターはスカラベをドロップする可能性がある","무리 몬스터가 일정 확률로 갑충석을 떨어뜨림","\r\nMonstros do grupo podem derrubar Escaravelhos","Из монстров группы могут выпасть скарабеи","Los monstruos del grupo pueden arrojar escarabajos","มอนสเตอร์ในกอง สามารถดรอป สคารับ ได้","怪物群可能掉落聖甲蟲",0,0
65,5022,943,"Pack monsters can drop Scarabs","Les monstres du groupe peuvent céder des Scarabées","Gruppenmonster können Skarabäen fallen lassen","パックモンスターはスカラベをドロップする可能性がある","무리 몬스터가 일정 확률로 갑충석을 떨어뜨림","\r\nMonstros do grupo podem derrubar Escaravelhos","Из монстров группы могут выпасть скарабеи","Los monstruos del grupo pueden arrojar escarabajos","มอนสเตอร์ในกอง สามารถดรอป สคารับ ได้","怪物群可能掉落聖甲蟲",0,0
66,5023,944,"Pack monsters can drop Scarabs","Les monstres du groupe peuvent céder des Scarabées","Gruppenmonster können Skarabäen fallen lassen","パックモンスターはスカラベをドロップする可能性がある","무리 몬스터가 일정 확률로 갑충석을 떨어뜨림","\r\nMonstros do grupo podem derrubar Escaravelhos","Из монстров группы могут выпасть скарабеи","Los monstruos del grupo pueden arrojar escarabajos","มอนสเตอร์ในกอง สามารถดรอป สคารับ ได้","怪物群可能掉落聖甲蟲",0,0
67,5024,945,"Pack monsters can drop Fractured Items","Les monstres du groupe peuvent céder des Objets fissurés","Gruppenmonster können brüchige Gegenstände fallen lassen","パックモンスターはフラクチャーアイテムをドロップする可能性がある","무리 몬스터가 일정 확률로 분열된 아이템을 떨어뜨림","Monstros do grupo podem derrubar Itens Talhados","Из монстров группы могут выпасть расколотые предметы","Los monstruos del grupo pueden arrojar objetos fracturados","มอนสเตอร์ในกอง สามารถดรอป ไอเทมแตกร้าว ได้","怪物群可能掉落破裂之物",0,0
68,5025,949,"Pack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe ont une chance de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","Monstros do grupo têm chance de deixar corpos com uma Forja Especial","Монстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群有可能留下帶有特殊工藝的屍體",0,0
69,5026,948,"Pack monsters can drop Breach Splinters\r\nPack monsters have a chance to leave corpses with a Special Craft","Les monstres du groupe peuvent céder des Esquilles de Brèche\r\nLes monstres du groupe ont une chance de laisser des cadavres ayant une Option d'artisanat spéciale","Gruppenmonster können Riss-Splitter fallen lassen\r\nGruppenmonster haben eine Chance, Leichen mit einer speziellen Anfertigung zu hinterlassen","パックモンスターはブリーチスプリンターをドロップする可能性がある\r\nパックモンスターは特別なクラフトの死体を残す可能性がある","무리 몬스터가 일정 확률로 균열 파편을 떨어뜨림\r\n무리 몬스터가 일정 확률로 특별 제작이 있는 시신을 남김","\r\nMonstros do grupo podem derrubar Fragmentos de Fendas\r\nMonstros do grupo têm chance de deixar cadáveres com uma Forja Especial","Из монстров группы могут выпасть осколки Разлома\r\nМонстры группы могут оставить трупы с особым ремесленным свойством","Los monstruos del grupo pueden arrojar astillas de fisura\r\nLos monstruos del grupo tienen una probabilidad de dejar cadáveres con una fabricación especial","มอนสเตอร์ในกอง สามารถดรอป สะเก็ดบรีช ได้\r\nมอนสเตอร์ในกอง มีโอกาสทิ้ง ศพที่มีการคราฟท์พิเศษ","怪物群可能掉落裂痕碎片\n怪物群有可能留下帶有特殊工藝的屍體",0,0
70,5125,16,"Pack monsters are Rats","Les monstres du groupe sont des Rats","Gruppenmonster sind Ratten","パックモンスターは鼠である","무리 몬스터가 쥐로 등장","Monstros do grupo são Ratos","Группа монстров - крысы","Los monstruos del grupo son ratas","มอนสเตอร์ในกอง เป็น หนู","怪物群為老鼠",0,0
71,5126,17,"Pack monsters revive after Map Boss has been slain","Les monstres du groupe ressuscitent après que le Boss de Carte ait été vaincu","Gruppenmonster werden wiederbelebt, nachdem der Kartenboss besiegt wurde","パックモンスターはマップボスを倒した後に復活する","지도 보스가 쓰러진 후 무리 몬스터가 부활함","Monstros do grupo revivem após a morte do chefe do mapa","Монстры группы возрождаются после убийства босса карты","Los grupos de monstruos reviven una vez que el jefe del mapa ha sido derrotado","มอนสเตอร์ในกอง คืนชีพหลังจากที่ บอสประจำแผนที่ ถูกสังหาร","怪物群在地圖頭目遭擊殺後復甦",0,0
72,5127,954,"Adds Monster Packs to Area\nPack monsters do not drop items\nPack Monsters grant increased Item Rarity\nand Item Quantity when slain, up to\n200% and 100% respectively, decaying over time","Ajoute des Groupes de monstres à une Zone\nLes monstres de ces Groupes ne cèdent pas d'objets\nLes monstres de ces Groupes octroient une Augmentation de la Rareté\net de la Quantité des objets trouvés quand ils sont tués, jusqu'à\n200% et 100% respectivement, qui décroît au cours du temps","Fügt dem Gebiet Monstergruppen hinzu\nGruppenmonster lassen keine Gegenstände fallen\nGruppenmonster gewähren erhöhte Gegenstandsseltenheit\nund -menge, wenn sie getötet werden,\nbis zu 200% bzw. 100%, die mit der Zeit abnehmen","エリアにモンスターパックを追加する\nパックモンスターはアイテムをドロップしない\nパックモンスターは倒されると、プレイヤーにアイテムの\nレアリティおよび数量をそれぞれ最大200%と100%まで増加を付与する。\nこれらは時間の経過とともに減少する","지역에 몬스터 무리 추가\n무리 몬스터가 아이템을 떨어뜨리지 않음\n무리 몬스터 처치 시 아이템 희귀도가 최대 200%까지,\n아이템 수량이 최대 100%까지 증가하고\n시간이 지나면서 서서히 감소","Adiciona grupos de monstros à área\nMonstros de grupo não largam itens ao morrer\nMonstros de grupo concedem mais Raridade e Quantidade de itens ao morrer, até\n200% e 100% respectivamente, decaindo com o tempo","Добавляет группы монстров в область\nИз монстров группы не выпадают предметы\nМонстры группы, будучи убитыми, даруют повышение редкости\nи увеличение количества выпадающих предметовn\\вплоть до 200% и 100% соответственно, ослабевающее со временем","Agrega grupos de monstruos al área\nLos grupos de monstruos no arrojan objetos\nLos grupos de monstruos otorgan rareza de objetos\ny cantidad de objetos aumentadas cuando los derrotas, hasta un\n200% y un 100% respectivamente, que decae con el tiempo","เพิ่ม กองมอนสเตอร์ ให้กับในด่าน\nมอนสเตอร์ในกอง ไม่ดรอปไอเทม\nมอนสเตอร์ในกอง เพิ่มระดับความยากและจำนวนของ ไอเทม ให้กับผู้เล่น เมื่อถูกสังหาร สูงสุด 200% และ 100% ตามลำดับ โดยจะลดลงอย่างต่อเนื่อง","在區域中加入怪物群\n怪物群不會掉落物品\n怪物群遭擊殺時賦予\n增加物品稀有度以及物品數量，\n最高分別為 200% 和 100%，隨時間遞減",0,0
