"rownum","MtxTypeGameSpecific","i32_16","i32_20"
1565,407,250,229
1566,286,120,131
1567,285,180,200
1568,806,335,650
1569,143,95,131
1570,607,95,97
1571,593,70,97
1572,629,190,338
1573,592,320,480
1574,1251,160,165
1575,248,110,88
1576,611,30,97
1577,247,70,42
1578,1591,80,131
1579,246,70,42
1580,245,215,136
1581,1543,80,165
1582,5052,6,0
1583,1414,640,821
1584,1415,300,377
1585,1416,200,181
1586,1409,260,266
1587,1411,160,106
1588,1417,160,322
1589,1413,460,489
1590,1410,160,106
1591,1412,500,370
1592,79,65,97
1593,100,0,0
1594,280,160,131
1595,144,55,131
1596,804,320,0
1597,932,0,0
1598,820,80,97
1599,930,100,97
1600,934,0,0
1601,933,0,0
1602,924,0,0
1603,926,0,0
1604,925,0,0
1605,927,0,0
1606,301,0,166
1607,303,0,97
1608,302,0,97
1609,300,0,236
1610,297,0,166
1611,299,0,97
1612,298,0,97
1613,296,0,236
1614,293,0,132
1615,295,0,62
1616,294,0,62
1617,292,0,201
1618,289,0,132
1619,291,0,62
1620,290,0,62
1621,288,0,201
1622,6838,10,0
1623,6839,0,0
1624,4671,0,0
1625,6837,0,0
1626,6835,0,0
1627,6836,0,0
1628,6834,0,0
1629,6833,0,0
1630,6832,0,0
1631,6831,0,0
1632,6830,0,0
1633,19,0,0
1634,18,0,0
1635,17,0,0
1636,16,0,0
1637,44,1,0
1638,43,1,0
1639,50,0,0
1640,51,0,0
1641,49,0,0
1642,48,0,0
1643,47,0,0
1644,46,0,0
1645,45,0,0
1646,42,0,0
1647,4670,0,0
1648,1915,210,355
1649,1892,210,355
1650,1953,210,441
1651,1385,210,441
1652,1673,0,0
1653,1681,0,0
1654,855,0,0
1655,361,0,0
1656,1640,0,0
1657,715,210,355
1658,950,0,0
1659,949,0,0
1660,953,0,0
1661,952,0,0
1662,951,0,0
1663,948,0,0
1664,947,0,0
1665,946,0,0
1666,1016,0,0
1667,1015,0,0
1668,1014,0,0
1669,1013,0,0
1670,1012,0,0
1671,1011,0,0
1672,1010,0,0
1673,1009,0,0
1674,1008,0,0
1675,1007,0,0
1676,1006,0,0
1677,1005,0,0
1678,1004,0,0
1679,1003,0,0
1680,1002,0,0
1681,1001,0,0
1682,1000,0,0
1683,999,0,0
1684,998,0,0
1685,997,0,0
1686,996,0,0
1687,995,0,0
1688,994,0,0
1689,993,0,0
1690,992,0,0
1691,991,0,0
1692,990,0,0
1693,989,0,0
1694,988,0,0
1695,987,0,0
1696,986,0,0
1697,985,0,0
1698,984,0,0
1699,983,0,0
1700,982,0,0
1701,981,0,0
1702,980,0,0
1703,979,0,0
1704,978,0,0
1705,977,0,0
1706,976,0,0
1707,975,0,0
1708,974,0,0
1709,973,0,0
1710,972,0,0
1711,971,0,0
1712,970,0,0
1713,969,0,0
1714,968,0,0
1715,967,0,0
1716,966,0,0
1717,965,0,0
1718,964,0,0
1719,963,0,0
1720,962,0,0
1721,961,0,0
1722,1023,0,0
1723,1022,0,0
1724,1021,0,0
1725,1020,0,0
1726,1019,0,0
1727,1018,0,0
1728,1017,0,0
1729,960,0,0
1730,959,0,0
1731,958,0,0
1732,957,0,0
1733,956,0,0
1734,955,0,0
1735,954,0,0
1736,1156,0,0
1737,1155,0,0
1738,1154,0,0
1739,1153,0,0
1740,1152,0,0
1741,1151,0,0
1742,1150,0,0
1743,1149,0,0
1744,1148,0,0
1745,1147,0,0
1746,1146,0,0
1747,1145,0,0
1748,1144,0,0
1749,1143,0,0
1750,1142,0,0
1751,1141,0,0
1752,1140,0,0
1753,1139,0,0
1754,1138,0,0
1755,1137,0,0
1756,1136,0,0
1757,1135,0,0
1758,1134,0,0
1759,1133,0,0
1760,1132,0,0
1761,1131,0,0
1762,1130,0,0
1763,1129,0,0
1764,1128,0,0
1765,1127,0,0
1766,1126,0,0
1767,1125,0,0
1768,1124,0,0
1769,1123,0,0
1770,1122,0,0
1771,1121,0,0
1772,1120,0,0
1773,1119,0,0
1774,1118,0,0
1775,1117,0,0
1776,1116,0,0
1777,1115,0,0
1778,1114,0,0
1779,1113,0,0
1780,1112,0,0
1781,1111,0,0
1782,1110,0,0
1783,1109,0,0
1784,1108,0,0
1785,1107,0,0
1786,1106,0,0
1787,1105,0,0
1788,1104,0,0
1789,1103,0,0
1790,1102,0,0
1791,1101,0,0
1792,1163,0,0
1793,1162,0,0
1794,1161,0,0
1795,1160,0,0
1796,1159,0,0
1797,1158,0,0
1798,1157,0,0
1799,1100,0,0
1800,1099,0,0
1801,1098,0,0
1802,1097,0,0
1803,1096,0,0
1804,1095,0,0
1805,1094,0,0
1806,1747,0,0
1807,1752,0,0
1808,885,0,0
1809,548,190,338
1810,1512,0,0
1811,1631,420,0
1812,1648,0,0
1813,2070,0,441
1814,1259,210,355
1815,1513,0,0
1816,816,250,441
1817,1992,0,0
1818,1998,0,0
1819,862,0,0
1820,869,0,0
1821,2009,210,355
1822,1305,0,0
1823,877,0,0
1824,1839,190,441
1825,1741,275,0
1826,1440,210,0
1827,712,210,355
1828,446,0,0
1829,605,0,0
1830,757,0,0
1831,1874,210,0
1832,1655,0,0
1833,1663,0,0
1834,480,0,0
1835,1457,200,338
1836,639,0,0
1837,1599,210,355
1838,477,0,0
1839,1642,0,0
1840,1653,0,0
1841,1721,0,0
1842,1720,0,0
1843,1719,0,0
1844,1718,0,0
1845,1717,0,0
1846,1716,0,0
1847,1314,0,0
1848,1306,0,0
1849,1783,210,355
1850,359,0,0
1851,1841,265,0
1852,640,0,0
1853,1742,210,338
1854,944,0,0
1855,1984,0,0
1856,641,0,0
1857,644,0,0
1858,1274,210,355
1859,549,250,441
1860,850,210,355
1861,945,0,0
1862,478,0,0
1863,1797,210,355
1864,357,0,0
1865,1361,0,0
1866,1312,0,0
1867,2032,210,355
1868,756,0,0
1869,758,0,0
1870,731,0,0
1871,1366,0,0
1872,544,0,0
1873,772,200,0
1874,551,250,0
1875,1504,0,0
1876,267,0,0
1877,262,0,0
1878,263,0,0
1879,264,0,0
1880,268,0,0
1881,266,0,0
1882,261,0,0
1883,849,210,355
1884,943,0,0
1885,1483,210,355
1886,1682,0,0
1887,1691,0,0
1888,642,0,0
1889,1456,210,338
1890,1505,0,0
1891,1557,210,443
1892,1759,0,0
1893,1754,0,0
1894,893,0,0
1895,1855,0,0
1896,1857,0,0
1897,1692,0,0
1898,1701,0,0
1899,1360,0,0
1900,1363,0,0
1901,1614,210,355
1902,2063,210,441
1903,1365,0,0
1904,604,0,0
1905,591,0,0
1906,2093,0,0
1907,2081,0,0
1908,479,0,0
1909,922,220,338
1910,543,0,0
1911,755,125,0
1912,1863,0,0
1913,1870,0,0
1914,1482,210,355
1915,643,0,0
1916,533,90,0
1917,1990,0,0
1918,355,0,0
1919,366,0,0
1920,365,0,0
1921,364,0,0
1922,363,0,0
1923,1400,210,355
1924,1664,0,0
1925,1672,0,0
1926,391,0,0
1927,390,0,0
1928,389,0,0
1929,388,0,0
1930,1732,280,0
1931,550,250,441
1932,265,0,0
1933,552,260,441
1934,1315,0,0
1935,1313,0,0
1936,914,0,0
1937,913,0,0
1938,58,40,0
1939,57,40,0
1940,56,40,0
1941,59,40,0
1942,55,40,0
1943,54,40,0
1944,53,40,0
1945,6260,40,78
1946,6259,50,78
1947,6258,60,78
1948,5812,40,78
1949,5813,40,78
1950,6257,40,78
1951,6256,50,78
1952,6255,60,78
1953,5807,60,78
1954,5809,40,78
1955,6261,50,38
1956,5832,40,78
1957,5831,50,78
1958,5830,60,78
1959,5604,150,98
1960,5484,15,0
1961,5688,200,140
1962,6137,50,40
1963,5818,40,78
1964,5819,60,78
1965,5561,30,0
1966,6138,50,0
1967,5466,25,10
1968,5459,0,0
1969,5458,50,10
1970,5684,0,0
1971,5448,100,0
1972,5305,50,10
1973,6264,40,78
1974,6263,50,78
1975,6262,60,78
1976,5822,0,0
1977,5806,50,38
1978,6139,50,38
1979,5589,0,0
1980,5260,50,0
1981,5845,60,78
1982,5808,50,0
1983,5842,40,78
1984,5841,40,78
1985,5846,60,78
1986,5817,50,78
1987,5886,40,78
1988,5885,50,78
1989,5884,60,78
1990,6271,0,0
1991,6270,0,0
1992,6269,0,0
1993,6268,240,0
1994,5802,90,0
1995,6250,40,78
1996,6249,50,78
1997,6248,60,78
1998,5683,0,0
1999,5843,50,78
2000,5800,175,78
2001,5584,10,1
2002,5603,250,140
2003,5820,40,78
2004,5821,60,78
2005,5541,120,38
2006,5685,0,0
2007,5814,50,78
2008,6253,40,78
2009,6252,50,78
2010,6251,60,78
2011,6267,40,78
2012,6266,50,78
2013,6265,60,78
2014,5805,50,38
2015,5687,0,0
2016,5811,60,0
2017,5235,0,0
2018,5234,10,1
2019,5227,55,0
2020,5426,0,68
2021,5425,0,68
2022,5424,0,68
2023,5423,0,68
2024,5815,50,78
2025,5421,60,10
2026,5518,15,1
2027,5798,0,0
2028,5844,50,78
2029,5794,0,0
2030,5265,50,78
2031,5889,40,78
2032,5888,50,78
2033,5887,60,78
2034,5816,50,78
2035,5418,70,10
2036,6254,120,68
2037,5199,0,0
2038,5810,60,0
2039,5686,0,0
2040,5804,50,0
2041,5803,40,0
2042,5693,60,0
2043,5699,50,0
2044,5697,40,78
2045,5196,0,0
2046,5404,70,38
2047,5840,40,78
2048,5838,60,78
2049,5839,50,78
2050,5801,190,68
2051,5602,250,140
2052,5799,70,38
2053,39,0,17
2054,40,0,68
2055,41,0,171
2056,2073,0,166
2057,4887,0,234
2058,2068,0,338
2059,2066,0,97
2060,2067,0,97
2061,2065,0,166
2062,2069,0,303
2063,2055,0,234
2064,2071,0,200
2065,2072,0,338
2066,2179,0,114
2067,2180,0,78
2068,2181,0,45
2069,2182,0,45
2070,2183,0,159
2071,2184,0,352
2072,2185,0,210
2073,2186,0,186
2074,2187,0,186
2075,2188,0,162
2076,2189,0,138
2077,2190,0,233
2078,2191,0,233
2079,2192,0,305
2080,6272,0,78
2081,6273,0,78
2082,6274,0,78
2083,4749,0,90
2084,2193,0,114
2085,2194,0,78
2086,2195,0,45
2087,2196,0,45
2088,2197,0,159
2089,2198,0,352
2090,2199,0,210
2091,2200,0,186
2092,2201,0,186
2093,2202,0,162
2094,2203,0,138
2095,2204,0,305
2096,2205,0,233
2097,2206,0,233
2098,6275,0,78
2099,6276,0,78
2100,6277,0,78
2101,4900,0,90
2102,2238,0,333
2103,2239,0,132
2104,2240,0,132
2105,2241,0,463
2106,2242,0,1028
2107,2243,0,472
2108,2244,0,472
2109,2226,0,338
2110,2224,0,97
2111,2225,0,97
2112,2223,0,166
2113,2227,0,510
2114,2228,0,338
2115,2229,0,338
2116,2256,0,234
2117,2257,0,200
2118,2251,0,407
2119,2076,0,131
2120,2075,0,166
2121,2255,0,200
2122,1573,0,62
2123,1955,0,131
2124,2102,0,648
2125,2074,0,648
2126,1830,0,338
2127,1954,0,338
2128,1853,0,338
2129,1586,0,234
2130,2172,0,166
2131,2173,0,97
2132,1580,0,131
2133,1637,0,131
2134,1636,0,131
2135,1844,0,340
2136,2101,0,340
2137,2220,0,280
2138,2219,0,80
2139,2218,0,80
2140,2217,0,130
2141,207,0,234
2142,2253,0,441
2143,2252,0,131
2144,2254,0,200
2145,2178,0,131
2146,1846,0,269
2147,1845,0,200
2148,1575,0,200
2149,1576,0,270
2150,2258,0,648
2151,2221,0,238
2152,2222,0,238
2153,2314,0,159
2154,2315,0,352
2155,2316,0,210
2156,2318,0,186
2157,2323,0,162
2158,2317,0,233
2159,2322,0,233
2160,2321,0,305
2161,2311,0,114
2162,2310,0,78
2163,2312,0,45
2164,2313,0,45
2165,2319,0,186
2166,2320,0,138
2167,4906,0,90
2168,4907,0,90
2169,6278,0,78
2170,6279,0,78
2171,6280,0,78
2172,2295,0,159
2173,2296,0,352
2174,2297,0,210
2175,2299,0,186
2176,2304,0,162
2177,2298,0,233
2178,2303,0,233
2179,2302,0,305
2180,2292,0,114
2181,2291,0,78
2182,2293,0,45
2183,2294,0,45
2184,2300,0,186
2185,2301,0,138
2186,4908,0,90
2187,4909,0,90
2188,6281,0,78
2189,6282,0,78
2190,6283,0,78
2191,2267,0,670
2192,1438,0,653
2193,2357,0,167
2194,2360,0,340
2195,2359,0,97
2196,2358,0,97
2197,2361,0,514
2198,2362,0,340
2199,2363,0,444
2200,2364,0,236
2201,2351,0,271
2202,2354,0,271
2203,2353,0,271
2204,2352,0,271
2205,2348,0,132
2206,2350,0,201
2207,2349,0,132
2208,2341,0,167
2209,2344,0,340
2210,2343,0,97
2211,2342,0,97
2212,2345,0,514
2213,2347,0,236
2214,2346,0,271
2215,1829,0,236
2216,2305,0,271
2217,2512,0,271
2218,2377,0,236
2219,2236,0,271
2220,2234,0,271
2221,2235,0,271
2222,2340,0,271
2223,2427,0,159
2224,2429,0,352
2225,2428,0,210
2226,2436,0,186
2227,2435,0,162
2228,2430,0,233
2229,2433,0,233
2230,2432,0,305
2231,2423,0,114
2232,2424,0,78
2233,2425,0,45
2234,2426,0,45
2235,2437,0,186
2236,2434,0,138
2237,4922,0,90
2238,4921,0,90
2239,6342,0,78
2240,6343,0,78
2241,6344,0,78
2242,2411,0,159
2243,2413,0,352
2244,2412,0,210
2245,2421,0,186
2246,2420,0,162
2247,2414,0,233
2248,2418,0,233
2249,2417,0,305
2250,2407,0,114
2251,2408,0,78
2252,2409,0,45
2253,2410,0,45
2254,2422,0,186
2255,2419,0,138
2256,4920,0,90
2257,4919,0,90
2258,6339,0,78
2259,6340,0,78
2260,6341,0,78
2261,2378,0,479
2262,2233,0,444
2263,2480,0,236
2264,2232,0,340
2265,2355,0,201
2266,2324,0,271
2267,2216,0,271
2268,2385,0,220
2269,2386,0,280
2270,2384,0,330
2271,2382,0,280
2272,2379,0,130
2273,2381,0,80
2274,2380,0,80
2275,2383,0,530
2276,2237,0,201
2277,2390,0,410
2278,2391,0,340
2279,2396,0,340
2280,2395,0,97
2281,2394,0,97
2282,2393,0,167
2283,2397,0,340
2284,2399,0,653
2285,2405,0,340
2286,2404,0,97
2287,2403,0,97
2288,2402,0,167
2289,2406,0,340
2290,2088,0,0
2291,2089,0,0
2292,2092,0,0
2293,2082,0,0
2294,2084,0,0
2295,2090,0,0
2296,2087,0,0
2297,2083,0,0
2298,2085,0,0
2299,2086,0,0
2300,2091,0,0
2301,4881,0,0
2302,2486,0,0
2303,2482,0,0
2304,2484,0,0
2305,2485,0,0
2306,2491,0,0
2307,2489,0,0
2308,2490,0,0
2309,2492,0,0
2310,2498,0,0
2311,2495,0,0
2312,2496,0,0
2313,2497,0,0
2314,2501,0,0
2315,2499,0,0
2316,2500,0,0
2317,2502,0,0
2318,2487,0,0
2319,2488,0,0
2320,4938,0,0
2321,2493,0,0
2322,2370,0,280
2323,2369,0,80
2324,2368,0,80
2325,2367,0,130
2326,2375,0,190
2327,2373,0,280
2328,2372,0,280
2329,2371,0,420
2330,2464,0,250
2331,2387,0,220
2332,2525,0,220
2333,2388,0,220
2334,2550,0,358
2335,2555,0,280
2336,2554,0,80
2337,2553,0,80
2338,2552,0,130
2339,2557,0,358
2340,2562,0,280
2341,2561,0,80
2342,2560,0,80
2343,2559,0,130
2344,2589,0,280
2345,2591,0,420
2346,2590,0,250
2347,2597,0,220
2348,2596,0,190
2349,2592,0,280
2350,2594,0,280
2351,2593,0,360
2352,2585,0,130
2353,2586,0,130
2354,2587,0,80
2355,2588,0,80
2356,2598,0,220
2357,2595,0,160
2358,4944,0,570
2359,6357,0,80
2360,6358,0,80
2361,6359,0,80
2362,2575,0,280
2363,2577,0,420
2364,2576,0,250
2365,2583,0,220
2366,2582,0,190
2367,2578,0,280
2368,2580,0,280
2369,2579,0,360
2370,2571,0,130
2371,2572,0,130
2372,2573,0,80
2373,2574,0,80
2374,2584,0,220
2375,2581,0,160
2376,4943,0,340
2377,6354,0,80
2378,6355,0,80
2379,6356,0,80
2380,4942,0,340
2381,2473,0,340
2382,2472,0,340
2383,2060,0,620
2384,4916,0,190
2385,2356,0,220
2386,2511,0,220
2387,2468,0,280
2388,2466,0,280
2389,2478,0,250
2390,4917,0,280
2391,2339,0,140
2392,2365,0,160
2393,2469,0,190
2394,2366,0,160
2395,2455,0,80
2396,2454,0,80
2397,2507,0,110
2398,2506,0,110
2399,2505,0,110
2400,2504,0,110
2401,2453,0,130
2402,2546,0,220
2403,2684,0,220
2404,2649,0,220
2405,2645,0,220
2406,2644,0,220
2407,2643,0,220
2408,2642,0,220
2409,2641,0,220
2410,2524,0,220
2411,2646,0,140
2412,2527,0,280
2413,2513,0,280
2414,2526,0,280
2415,2456,0,280
2416,2462,0,280
2417,2471,0,330
2418,2461,0,330
2419,1715,0,360
2420,2685,0,360
2421,2529,0,390
2422,2732,0,160
2423,2733,0,160
2424,2734,0,110
2425,2735,0,110
2426,2736,0,310
2427,2737,0,480
2428,2738,0,250
2429,4970,0,190
2430,2740,0,160
2431,2741,0,160
2432,2742,0,110
2433,2743,0,110
2434,2744,0,330
2435,2745,0,480
2436,2746,0,250
2437,4971,0,280
2438,2748,0,160
2439,2749,0,160
2440,2750,0,110
2441,2751,0,110
2442,2752,0,360
2443,2753,0,590
2444,2754,0,480
2445,2755,0,280
2446,2757,0,160
2447,2758,0,160
2448,2759,0,110
2449,2760,0,110
2450,2761,0,390
2451,2764,0,480
2452,2765,0,480
2453,2766,0,280
2454,2794,0,280
2455,2796,0,390
2456,2795,0,280
2457,2802,0,220
2458,2800,0,190
2459,2797,0,280
2460,2798,0,280
2461,2799,0,360
2462,2791,0,130
2463,2790,0,130
2464,2792,0,80
2465,2793,0,80
2466,2803,0,220
2467,2801,0,160
2468,4963,0,280
2469,4962,0,280
2470,6363,0,80
2471,6364,0,80
2472,6365,0,80
2473,2779,0,280
2474,2781,0,390
2475,2780,0,280
2476,2787,0,220
2477,2785,0,190
2478,2782,0,280
2479,2783,0,280
2480,2784,0,360
2481,2776,0,130
2482,2775,0,130
2483,2777,0,80
2484,2778,0,80
2485,2788,0,220
2486,2786,0,160
2487,4965,0,280
2488,4964,0,5
2489,6360,0,80
2490,6361,0,80
2491,6362,0,80
2492,2706,0,280
2493,4969,0,280
2494,2708,0,130
2495,2709,0,80
2496,2710,0,80
2497,2711,0,280
2498,2712,0,250
2499,2714,0,280
2500,2715,0,360
2501,2717,0,130
2502,2718,0,80
2503,2719,0,80
2504,2720,0,280
2505,2721,0,220
2506,2474,0,130
2507,2650,0,220
2508,2683,0,220
2509,4967,0,110
2510,4968,0,110
2511,4966,0,110
2512,2516,0,130
2513,2477,0,190
2514,2476,0,190
2515,2475,0,190
2516,2515,0,190
2517,2519,0,190
2518,2518,0,190
2519,2517,0,190
2520,2514,0,190
2521,4914,0,110
2522,4913,0,110
2523,4912,0,110
2524,4911,0,110
2525,4910,0,110
2526,2376,0,160
2527,4934,0,190
2528,4915,0,190
2529,4925,0,390
2530,2817,0,160
2531,2845,0,420
2532,4924,0,280
2533,4918,0,280
2534,2853,0,220
2535,2838,0,420
2536,2837,0,360
2537,2828,0,220
2538,2528,0,280
2539,2840,0,190
2540,2839,0,280
2541,2336,0,280
2542,2833,0,280
2543,2832,0,80
2544,2831,0,80
2545,2830,0,130
2546,2829,0,130
2547,2836,0,220
2548,2835,0,280
2549,2772,0,130
2550,2666,0,540
2551,2823,0,590
2552,2821,0,280
2553,2820,0,80
2554,2819,0,80
2555,2818,0,130
2556,2826,0,190
2557,2825,0,220
2558,2824,0,280
2559,2822,0,280
2560,2549,0,220
2561,2548,0,220
2562,2647,0,220
2563,2827,0,250
2564,4961,0,190
2565,2636,0,250
2566,2635,0,250
2567,2634,0,250
2568,2633,0,250
2569,2632,0,360
2570,2631,0,360
2571,2630,0,360
2572,2629,0,360
2573,2628,0,280
2574,2627,0,80
2575,2626,0,80
2576,2625,0,130
2577,2624,0,280
2578,2623,0,80
2579,2622,0,80
2580,2621,0,130
2581,2620,0,280
2582,2619,0,80
2583,2618,0,80
2584,2617,0,130
2585,2616,0,280
2586,2615,0,80
2587,2614,0,80
2588,2613,0,130
2589,2640,0,220
2590,2639,0,220
2591,2638,0,220
2592,2637,0,220
2593,2852,0,220
2594,2851,0,220
2595,2850,0,220
2596,2849,0,160
2597,2848,0,220
2598,2510,0,160
2599,2509,0,140
2600,2508,0,160
2601,2678,0,250
2602,4923,0,190
2603,2846,0,420
2604,2834,0,280
2605,2816,0,130
2606,3041,0,220
2607,3040,0,220
2608,2688,0,220
2609,2690,0,130
2610,2691,0,80
2611,2692,0,80
2612,2693,0,280
2613,2694,0,130
2614,2695,0,280
2615,2697,0,190
2616,2702,0,280
2617,2701,0,80
2618,2700,0,80
2619,2699,0,130
2620,2703,0,130
2621,2704,0,280
2622,6366,0,80
2623,6367,0,80
2624,6368,0,80
2625,4977,0,280
2626,4976,0,280
2627,2870,0,220
2628,2869,0,220
2629,2868,0,190
2630,2867,0,160
2631,2866,0,360
2632,2865,0,280
2633,2864,0,280
2634,2863,0,130
2635,2862,0,280
2636,2861,0,390
2637,2860,0,280
2638,2859,0,80
2639,2858,0,80
2640,2857,0,130
2641,6369,0,80
2642,6370,0,80
2643,6371,0,80
2644,4979,0,280
2645,4978,0,280
2646,2886,0,220
2647,2885,0,220
2648,2884,0,190
2649,2883,0,160
2650,2882,0,360
2651,2881,0,280
2652,2880,0,280
2653,2879,0,130
2654,2878,0,280
2655,2877,0,390
2656,2876,0,280
2657,2875,0,80
2658,2874,0,80
2659,2873,0,130
2660,2928,0,0
2661,2925,0,0
2662,2926,0,0
2663,2927,0,0
2664,2935,0,0
2665,2932,0,0
2666,2936,0,0
2667,2929,0,0
2668,2930,0,0
2669,2931,0,0
2670,2933,0,0
2671,4999,0,0
2672,2934,0,0
2673,2956,0,220
2674,2955,0,190
2675,2954,0,280
2676,2953,0,280
2677,2952,0,280
2678,2951,0,80
2679,2950,0,80
2680,2949,0,130
2681,2948,0,220
2682,2946,0,160
2683,2947,0,160
2684,2945,0,360
2685,2943,0,280
2686,2944,0,280
2687,2942,0,280
2688,2941,0,280
2689,2940,0,80
2690,2939,0,80
2691,2938,0,130
2692,2903,0,330
2693,2902,0,120
2694,2901,0,120
2695,2900,0,180
2696,2904,0,540
2697,2921,0,190
2698,2906,0,220
2699,4949,0,110
2700,4950,0,110
2701,4948,0,110
2702,2463,0,220
2703,2675,0,220
2704,2231,0,160
2705,2976,0,280
2706,2978,0,130
2707,2979,0,80
2708,2980,0,80
2709,2981,0,280
2710,4986,0,280
2711,2983,0,190
2712,2984,0,280
2713,2986,0,280
2714,2988,0,130
2715,2989,0,80
2716,2990,0,80
2717,2991,0,280
2718,2992,0,540
2719,2994,0,190
2720,2995,0,280
2721,3019,0,280
2722,3020,0,540
2723,3021,0,280
2724,3028,0,220
2725,3025,0,190
2726,3022,0,280
2727,3023,0,280
2728,3024,0,360
2729,3015,0,130
2730,3016,0,130
2731,3017,0,80
2732,3018,0,80
2733,3027,0,220
2734,3026,0,160
2735,4990,0,250
2736,4989,0,250
2737,3005,0,280
2738,3007,0,280
2739,3006,0,540
2740,3014,0,220
2741,3011,0,190
2742,3008,0,280
2743,3009,0,280
2744,3010,0,360
2745,3001,0,130
2746,3002,0,130
2747,3003,0,80
2748,3004,0,80
2749,3013,0,220
2750,3012,0,160
2751,4988,0,250
2752,4987,0,250
2753,2963,0,280
2754,2964,0,540
2755,2961,0,220
2756,2972,0,220
2757,4985,0,190
2758,1818,0,540
2759,2975,0,220
2760,2974,0,220
2761,2973,0,280
2762,2970,0,220
2763,2967,0,220
2764,2969,0,220
2765,2968,0,220
2766,2965,0,220
2767,4933,0,190
2768,2962,0,220
2769,2960,0,220
2770,2959,0,140
2771,2958,0,140
2772,2957,0,140
2773,2815,0,220
2774,2844,0,160
2775,2677,0,160
2776,2971,0,160
2777,1419,0,220
2778,2814,0,280
2779,3092,0,540
2780,3094,0,280
2781,3048,0,220
2782,3130,0,220
2783,3080,0,280
2784,3079,0,280
2785,3072,0,280
2786,3071,0,280
2787,3070,0,280
2788,3069,0,280
2789,3064,0,280
2790,3063,0,80
2791,3062,0,80
2792,3061,0,130
2793,3060,0,280
2794,3059,0,80
2795,3058,0,80
2796,3057,0,130
2797,3056,0,280
2798,3055,0,80
2799,3054,0,80
2800,3053,0,130
2801,3052,0,280
2802,3051,0,80
2803,3050,0,80
2804,3049,0,130
2805,3047,0,140
2806,1420,0,140
2807,3046,0,140
2808,3088,0,130
2809,3089,0,80
2810,3090,0,80
2811,3091,0,280
2812,3093,0,360
2813,3095,0,250
2814,3085,0,220
2815,3084,0,220
2816,3124,0,140
2817,2374,0,360
2818,4991,0,280
2819,3132,0,140
2820,3119,0,540
2821,3118,0,220
2822,3115,0,280
2823,3108,0,360
2824,3114,0,140
2825,3113,0,140
2826,3112,0,140
2827,3111,0,140
2828,3086,0,220
2829,3120,0,540
2830,3256,0,220
2831,3129,0,140
2832,3125,0,130
2833,3126,0,80
2834,3127,0,80
2835,3128,0,280
2836,3133,0,280
2837,4995,0,220
2838,4994,0,220
2839,4993,0,220
2840,4992,0,220
2841,3131,0,360
2842,6393,0,80
2843,6394,0,80
2844,6395,0,80
2845,6390,0,80
2846,6391,0,80
2847,6392,0,80
2848,3116,0,280
2849,3117,0,280
2850,3177,0,280
2851,3178,0,420
2852,3179,0,280
2853,3185,0,220
2854,3184,0,190
2855,3180,0,280
2856,3181,0,280
2857,3182,0,360
2858,3173,0,130
2859,3174,0,130
2860,3175,0,80
2861,3176,0,80
2862,3186,0,220
2863,3183,0,160
2864,5006,0,190
2865,5005,0,190
2866,6419,0,80
2867,6420,0,80
2868,6421,0,80
2869,3191,0,280
2870,3192,0,420
2871,3193,0,280
2872,3199,0,220
2873,3198,0,190
2874,3194,0,280
2875,3195,0,280
2876,3196,0,360
2877,3187,0,130
2878,3188,0,130
2879,3189,0,80
2880,3190,0,80
2881,3200,0,220
2882,3197,0,160
2883,5008,0,190
2884,5007,0,190
2885,6422,0,80
2886,6423,0,80
2887,6424,0,80
2888,3141,0,280
2889,3152,0,280
2890,3162,0,130
2891,3143,0,130
2892,3154,0,130
2893,3150,0,130
2894,3145,0,80
2895,3156,0,80
2896,3160,0,190
2897,3148,0,190
2898,3146,0,280
2899,3157,0,280
2900,3144,0,80
2901,3155,0,80
2902,3161,0,280
2903,3149,0,280
2904,5002,0,280
2905,3158,0,540
2906,3234,0,540
2907,3233,0,280
2908,3232,0,80
2909,3231,0,80
2910,3230,0,130
2911,3237,0,220
2912,3236,0,280
2913,3238,0,220
2914,3235,0,280
2915,3226,0,540
2916,3225,0,280
2917,3224,0,80
2918,3223,0,80
2919,3222,0,130
2920,3221,0,130
2921,3220,0,120
2922,2914,0,250
2923,2915,0,250
2924,2916,0,250
2925,2917,0,250
2926,2907,0,250
2927,2908,0,250
2928,2909,0,250
2929,2910,0,250
2930,3227,0,280
2931,3228,0,280
2932,2905,0,250
2933,3218,0,280
2934,3217,0,280
2935,3216,0,80
2936,3215,0,80
2937,3214,0,130
2938,3110,0,140
2939,3219,0,280
2940,3172,0,360
2941,3270,0,250
2942,3109,0,140
2943,3123,0,140
2944,3387,0,0
2945,3388,0,0
2946,3389,0,0
2947,3390,0,0
2948,3391,0,0
2949,3392,0,0
2950,3393,0,0
2951,3394,0,0
2952,3395,0,0
2953,3396,0,0
2954,3397,0,0
2955,5025,0,0
2956,2665,0,280
2957,2664,0,80
2958,2663,0,80
2959,2662,0,130
2960,2667,0,280
2961,2669,0,280
2962,2668,0,280
2963,2672,0,220
2964,2671,0,190
2965,2670,0,160
2966,2676,0,220
2967,2674,0,220
2968,2654,0,280
2969,2653,0,80
2970,2652,0,80
2971,2651,0,130
2972,2655,0,420
2973,2661,0,220
2974,2660,0,220
2975,2659,0,190
2976,2658,0,360
2977,2657,0,280
2978,2656,0,280
2979,4931,0,190
