"rownum","Type","HASH32","DDSFile","Category","[i32]_32","i32_48","[i32]_52"
1073,1073,3862657461,"Art/2DItems/Effects/CNitems/CNframes/2/18.dds",12,[14],0,[17]
1074,1074,1077450424,"Art/2DItems/Effects/CNitems/CNframes/3/18.dds",12,[14],0,[17]
1075,1075,2897052905,"Art/2DItems/Effects/CNitems/CNframes/4/18.dds",12,[14],0,[17]
1076,1076,3252701947,"Art/2DItems/Effects/CNitems/CNframes/5/18.dds",12,[14],0,[17]
1077,1077,2500818492,"Art/2DItems/Effects/CNitems/CNframes/6/18.dds",12,[14],0,[17]
1078,1078,122153255,"Art/2DItems/Effects/CNitems/CNframes/7/18.dds",12,[14],0,[17]
1079,1079,2813445979,"Art/2DItems/Effects/CNitems/CNframes/1/19.dds",12,[14],0,[17]
1080,1080,3568152506,"Art/2DItems/Effects/CNitems/CNframes/2/19.dds",12,[14],0,[17]
1081,1081,3649796703,"Art/2DItems/Effects/CNitems/CNframes/3/19.dds",12,[14],0,[17]
1082,1082,714256663,"Art/2DItems/Effects/CNitems/CNframes/4/19.dds",12,[14],0,[17]
1083,1083,1548164629,"Art/2DItems/Effects/CNitems/CNframes/5/19.dds",12,[14],0,[17]
1084,1084,1550687640,"Art/2DItems/Effects/CNitems/CNframes/6/19.dds",12,[14],0,[17]
1085,1085,964363228,"Art/2DItems/Effects/CNitems/CNframes/7/19.dds",12,[14],0,[17]
1086,1086,18064112,"Art/2DItems/Effects/CNitems/CNframes/1/20.dds",12,[14],0,[17]
1087,1087,2437272342,"Art/2DItems/Effects/CNitems/CNframes/2/20.dds",12,[14],0,[17]
1088,1088,3046063163,"Art/2DItems/Effects/CNitems/CNframes/3/20.dds",12,[14],0,[17]
1089,1089,2472495187,"Art/2DItems/Effects/CNitems/CNframes/4/20.dds",12,[14],0,[17]
1090,1090,4072366338,"Art/2DItems/Effects/CNitems/CNframes/5/20.dds",12,[14],0,[17]
1091,1091,3974980582,"Art/2DItems/Effects/CNitems/CNframes/6/20.dds",12,[14],0,[17]
1092,1092,950386956,"Art/2DItems/Effects/CNitems/CNframes/7/20.dds",12,[14],0,[17]
1093,1093,2118872940,"Art/2DItems/Effects/CNitems/CNBadges/Grade_1_1.dds",15,[11],0,[14]
1094,1094,2140532345,"Art/2DItems/Effects/CNitems/CNBadges/Grade_1_2.dds",15,[11],0,[14]
1095,1095,3912475375,"Art/2DItems/Effects/CNitems/CNBadges/Grade_1_3.dds",15,[11],0,[14]
1096,1096,3974569006,"Art/2DItems/Effects/CNitems/CNBadges/Grade_1_4.dds",15,[11],0,[14]
1097,1097,3851910006,"Art/2DItems/Effects/CNitems/CNBadges/Grade_1_5.dds",15,[11],0,[14]
1098,1098,2073963150,"Art/2DItems/Effects/CNitems/CNBadges/Grade_1_6.dds",15,[11],0,[14]
1099,1099,4078022091,"Art/2DItems/Effects/CNitems/CNBadges/Grade_1_7.dds",15,[11],0,[14]
1100,1100,395095998,"Art/2DItems/Effects/CNitems/CNBadges/Grade_2_1.dds",15,[11],0,[14]
1101,1101,2096449556,"Art/2DItems/Effects/CNitems/CNBadges/Grade_2_2.dds",15,[11],0,[14]
1102,1102,1349208064,"Art/2DItems/Effects/CNitems/CNBadges/Grade_2_3.dds",15,[11],0,[14]
1103,1103,3528449715,"Art/2DItems/Effects/CNitems/CNBadges/Grade_2_4.dds",15,[11],0,[14]
1104,1104,3261674262,"Art/2DItems/Effects/CNitems/CNBadges/Grade_2_5.dds",15,[11],0,[14]
1105,1105,2187603413,"Art/2DItems/Effects/CNitems/CNBadges/Grade_2_6.dds",15,[11],0,[14]
1106,1106,4257812070,"Art/2DItems/Effects/CNitems/CNBadges/Grade_2_7.dds",15,[11],0,[14]
1107,1107,3995282630,"Art/2DItems/Effects/CNitems/CNBadges/Grade_3_1.dds",15,[11],0,[14]
1108,1108,3997807547,"Art/2DItems/Effects/CNitems/CNBadges/Grade_3_2.dds",15,[11],0,[14]
1109,1109,3046937800,"Art/2DItems/Effects/CNitems/CNBadges/Grade_3_3.dds",15,[11],0,[14]
1110,1110,2312482098,"Art/2DItems/Effects/CNitems/CNBadges/Grade_3_4.dds",15,[11],0,[14]
1111,1111,791738882,"Art/2DItems/Effects/CNitems/CNBadges/Grade_3_5.dds",15,[11],0,[14]
1112,1112,2095422145,"Art/2DItems/Effects/CNitems/CNBadges/Grade_3_6.dds",15,[11],0,[14]
1113,1113,3481449173,"Art/2DItems/Effects/CNitems/CNBadges/Grade_3_7.dds",15,[11],0,[14]
1114,1114,624841072,"Art/2DItems/Effects/CNitems/CNBadges/Grade_4_1.dds",15,[11],0,[14]
1115,1115,2839662309,"Art/2DItems/Effects/CNitems/CNBadges/Grade_4_2.dds",15,[11],0,[14]
1116,1116,156421753,"Art/2DItems/Effects/CNitems/CNBadges/Grade_4_3.dds",15,[11],0,[14]
1117,1117,3875573814,"Art/2DItems/Effects/CNitems/CNBadges/Grade_4_4.dds",15,[11],0,[14]
1118,1118,1677617169,"Art/2DItems/Effects/CNitems/CNBadges/Grade_4_5.dds",15,[11],0,[14]
1119,1119,3129977945,"Art/2DItems/Effects/CNitems/CNBadges/Grade_4_6.dds",15,[11],0,[14]
1120,1120,373025227,"Art/2DItems/Effects/CNitems/CNBadges/Grade_4_7.dds",15,[11],0,[14]
1121,1121,628408895,"Art/2DItems/Effects/CNitems/CNBadges/Grade_5_1.dds",15,[11],0,[14]
1122,1122,291477649,"Art/2DItems/Effects/CNitems/CNBadges/Grade_5_2.dds",15,[11],0,[14]
1123,1123,4074887814,"Art/2DItems/Effects/CNitems/CNBadges/Grade_5_3.dds",15,[11],0,[14]
1124,1124,1435337604,"Art/2DItems/Effects/CNitems/CNBadges/Grade_5_4.dds",15,[11],0,[14]
1125,1125,1152119840,"Art/2DItems/Effects/CNitems/CNBadges/Grade_5_5.dds",15,[11],0,[14]
1126,1126,3331294162,"Art/2DItems/Effects/CNitems/CNBadges/Grade_5_6.dds",15,[11],0,[14]
1127,1127,2071672337,"Art/2DItems/Effects/CNitems/CNBadges/Grade_5_7.dds",15,[11],0,[14]
1128,1128,1160769150,"Art/2DItems/Effects/CNitems/CNBadges/Grade_6_1.dds",15,[11],0,[14]
1129,1129,1564721230,"Art/2DItems/Effects/CNitems/CNBadges/Grade_6_2.dds",15,[11],0,[14]
1130,1130,4019799585,"Art/2DItems/Effects/CNitems/CNBadges/Grade_6_3.dds",15,[11],0,[14]
1131,1131,3249464550,"Art/2DItems/Effects/CNitems/CNBadges/Grade_6_4.dds",15,[11],0,[14]
1132,1132,3344425900,"Art/2DItems/Effects/CNitems/CNBadges/Grade_6_5.dds",15,[11],0,[14]
1133,1133,2284342266,"Art/2DItems/Effects/CNitems/CNBadges/Grade_6_6.dds",15,[11],0,[14]
1134,1134,2385278250,"Art/2DItems/Effects/CNitems/CNBadges/Grade_6_7.dds",15,[11],0,[14]
1135,1135,106117432,"Art/2DItems/Effects/CNitems/CNBadges/Grade_7_1.dds",15,[11],0,[14]
1136,1136,1727278511,"Art/2DItems/Effects/CNitems/CNBadges/Grade_7_2.dds",15,[11],0,[14]
1137,1137,1192401162,"Art/2DItems/Effects/CNitems/CNBadges/Grade_7_3.dds",15,[11],0,[14]
1138,1138,744954136,"Art/2DItems/Effects/CNitems/CNBadges/Grade_7_4.dds",15,[11],0,[14]
1139,1139,2211494621,"Art/2DItems/Effects/CNitems/CNBadges/Grade_7_5.dds",15,[11],0,[14]
1140,1140,3268636035,"Art/2DItems/Effects/CNitems/CNBadges/Grade_7_6.dds",15,[11],0,[14]
1141,1141,1679080230,"Art/2DItems/Effects/CNitems/CNBadges/Grade_7_7.dds",15,[11],0,[14]
1142,1142,2670298656,"Art/2DItems/Effects/CNitems/CNBadges/Grade_8_1.dds",15,[11],0,[14]
1143,1143,3260815730,"Art/2DItems/Effects/CNitems/CNBadges/Grade_8_2.dds",15,[11],0,[14]
1144,1144,2545006784,"Art/2DItems/Effects/CNitems/CNBadges/Grade_8_3.dds",15,[11],0,[14]
1145,1145,401224493,"Art/2DItems/Effects/CNitems/CNBadges/Grade_8_4.dds",15,[11],0,[14]
1146,1146,3827825117,"Art/2DItems/Effects/CNitems/CNBadges/Grade_8_5.dds",15,[11],0,[14]
1147,1147,1973648814,"Art/2DItems/Effects/CNitems/CNBadges/Grade_8_6.dds",15,[11],0,[14]
1148,1148,3696581992,"Art/2DItems/Effects/CNitems/CNBadges/Grade_8_7.dds",15,[11],0,[14]
1149,1149,3129417833,"Art/2DItems/Effects/CNitems/CNBadges/Grade_9_1.dds",15,[11],0,[14]
1150,1150,292960993,"Art/2DItems/Effects/CNitems/CNBadges/Grade_9_2.dds",15,[11],0,[14]
1151,1151,1735717693,"Art/2DItems/Effects/CNitems/CNBadges/Grade_9_3.dds",15,[11],0,[14]
1152,1152,1801612984,"Art/2DItems/Effects/CNitems/CNBadges/Grade_9_4.dds",15,[11],0,[14]
1153,1153,987671544,"Art/2DItems/Effects/CNitems/CNBadges/Grade_9_5.dds",15,[11],0,[14]
1154,1154,2446295920,"Art/2DItems/Effects/CNitems/CNBadges/Grade_9_6.dds",15,[11],0,[14]
1155,1155,3164515210,"Art/2DItems/Effects/CNitems/CNBadges/Grade_9_7.dds",15,[11],0,[14]
1156,1156,2259556360,"Art/2DItems/Effects/CNitems/CNBadges/Grade_10_1.dds",15,[11],0,[14]
1157,1157,3251143479,"Art/2DItems/Effects/CNitems/CNBadges/Grade_10_2.dds",15,[11],0,[14]
1158,1158,1085393018,"Art/2DItems/Effects/CNitems/CNBadges/Grade_10_3.dds",15,[11],0,[14]
1159,1159,3235069181,"Art/2DItems/Effects/CNitems/CNBadges/Grade_10_4.dds",15,[11],0,[14]
1160,1160,1531378519,"Art/2DItems/Effects/CNitems/CNBadges/Grade_10_5.dds",15,[11],0,[14]
1161,1161,1904755789,"Art/2DItems/Effects/CNitems/CNBadges/Grade_10_6.dds",15,[11],0,[14]
1162,1162,1669512169,"Art/2DItems/Effects/CNitems/CNBadges/Grade_10_7.dds",15,[11],0,[14]
1163,1163,3734829459,"Art/2DItems/Effects/CNitems/CNBadges/Grade_11_1.dds",15,[11],0,[14]
1164,1164,2116274949,"Art/2DItems/Effects/CNitems/CNBadges/Grade_11_2.dds",15,[11],0,[14]
1165,1165,2751148092,"Art/2DItems/Effects/CNitems/CNBadges/Grade_11_3.dds",15,[11],0,[14]
1166,1166,2041771244,"Art/2DItems/Effects/CNitems/CNBadges/Grade_11_4.dds",15,[11],0,[14]
1167,1167,1339290115,"Art/2DItems/Effects/CNitems/CNBadges/Grade_11_5.dds",15,[11],0,[14]
1168,1168,2344226664,"Art/2DItems/Effects/CNitems/CNBadges/Grade_11_6.dds",15,[11],0,[14]
1169,1169,2743923991,"Art/2DItems/Effects/CNitems/CNBadges/Grade_11_7.dds",15,[11],0,[14]
1170,1170,218085110,"Art/2DItems/Effects/CNitems/CNBadges/Grade_12_1.dds",15,[11],0,[14]
1171,1171,2252676264,"Art/2DItems/Effects/CNitems/CNBadges/Grade_12_2.dds",15,[11],0,[14]
1172,1172,3252747132,"Art/2DItems/Effects/CNitems/CNBadges/Grade_12_3.dds",15,[11],0,[14]
1173,1173,2229021211,"Art/2DItems/Effects/CNitems/CNBadges/Grade_12_4.dds",15,[11],0,[14]
1174,1174,735558538,"Art/2DItems/Effects/CNitems/CNBadges/Grade_12_5.dds",15,[11],0,[14]
1175,1175,3038834481,"Art/2DItems/Effects/CNitems/CNBadges/Grade_12_6.dds",15,[11],0,[14]
1176,1176,517117238,"Art/2DItems/Effects/CNitems/CNBadges/Grade_12_7.dds",15,[11],0,[14]
1177,1177,2349907361,"Art/2DItems/Effects/CNitems/CNBadges/Grade_13_1.dds",15,[11],0,[14]
1178,1178,2112544989,"Art/2DItems/Effects/CNitems/CNBadges/Grade_13_2.dds",15,[11],0,[14]
1179,1179,2798619407,"Art/2DItems/Effects/CNitems/CNBadges/Grade_13_3.dds",15,[11],0,[14]
1180,1180,1047217132,"Art/2DItems/Effects/CNitems/CNBadges/Grade_13_4.dds",15,[11],0,[14]
1181,1181,3118794471,"Art/2DItems/Effects/CNitems/CNBadges/Grade_13_5.dds",15,[11],0,[14]
1182,1182,2259749980,"Art/2DItems/Effects/CNitems/CNBadges/Grade_13_6.dds",15,[11],0,[14]
1183,1183,186087665,"Art/2DItems/Effects/CNitems/CNBadges/Grade_13_7.dds",15,[11],0,[14]
1184,1184,773898121,"Art/2DItems/Effects/CNitems/CNBadges/Grade_14_1.dds",15,[11],0,[14]
1185,1185,683705249,"Art/2DItems/Effects/CNitems/CNBadges/Grade_14_2.dds",15,[11],0,[14]
1186,1186,2690172456,"Art/2DItems/Effects/CNitems/CNBadges/Grade_14_3.dds",15,[11],0,[14]
1187,1187,3107109594,"Art/2DItems/Effects/CNitems/CNBadges/Grade_14_4.dds",15,[11],0,[14]
1188,1188,263335842,"Art/2DItems/Effects/CNitems/CNBadges/Grade_14_5.dds",15,[11],0,[14]
1189,1189,854824798,"Art/2DItems/Effects/CNitems/CNBadges/Grade_14_6.dds",15,[11],0,[14]
1190,1190,3340206650,"Art/2DItems/Effects/CNitems/CNBadges/Grade_14_7.dds",15,[11],0,[14]
1191,1191,726041781,"Art/2DItems/Effects/CNitems/CNBadges/Grade_15_1.dds",15,[11],0,[14]
1192,1192,2818856620,"Art/2DItems/Effects/CNitems/CNBadges/Grade_15_2.dds",15,[11],0,[14]
1193,1193,3955685136,"Art/2DItems/Effects/CNitems/CNBadges/Grade_15_3.dds",15,[11],0,[14]
1194,1194,2262540984,"Art/2DItems/Effects/CNitems/CNBadges/Grade_15_4.dds",15,[11],0,[14]
1195,1195,3701476745,"Art/2DItems/Effects/CNitems/CNBadges/Grade_15_5.dds",15,[11],0,[14]
1196,1196,2792589006,"Art/2DItems/Effects/CNitems/CNBadges/Grade_15_6.dds",15,[11],0,[14]
1197,1197,1545914821,"Art/2DItems/Effects/CNitems/CNBadges/Grade_15_7.dds",15,[11],0,[14]
1198,1198,2958609922,"Art/2DItems/Effects/CNitems/CNBadges/Grade_16_1.dds",15,[11],0,[14]
1199,1199,1333203781,"Art/2DItems/Effects/CNitems/CNBadges/Grade_16_2.dds",15,[11],0,[14]
1200,1200,3790478461,"Art/2DItems/Effects/CNitems/CNBadges/Grade_16_3.dds",15,[11],0,[14]
1201,1201,3845929151,"Art/2DItems/Effects/CNitems/CNBadges/Grade_16_4.dds",15,[11],0,[14]
1202,1202,371592009,"Art/2DItems/Effects/CNitems/CNBadges/Grade_16_5.dds",15,[11],0,[14]
1203,1203,4154804430,"Art/2DItems/Effects/CNitems/CNBadges/Grade_16_6.dds",15,[11],0,[14]
1204,1204,909663981,"Art/2DItems/Effects/CNitems/CNBadges/Grade_16_7.dds",15,[11],0,[14]
1205,1205,182326461,"Art/2DItems/Effects/CNitems/CNBadges/Grade_17_1.dds",15,[11],0,[14]
1206,1206,3033894629,"Art/2DItems/Effects/CNitems/CNBadges/Grade_17_2.dds",15,[11],0,[14]
1207,1207,2512855520,"Art/2DItems/Effects/CNitems/CNBadges/Grade_17_3.dds",15,[11],0,[14]
1208,1208,3459607725,"Art/2DItems/Effects/CNitems/CNBadges/Grade_17_4.dds",15,[11],0,[14]
1209,1209,3308552303,"Art/2DItems/Effects/CNitems/CNBadges/Grade_17_5.dds",15,[11],0,[14]
1210,1210,3217300595,"Art/2DItems/Effects/CNitems/CNBadges/Grade_17_6.dds",15,[11],0,[14]
1211,1211,868720276,"Art/2DItems/Effects/CNitems/CNBadges/Grade_17_7.dds",15,[11],0,[14]
1212,1212,3226346279,"Art/2DItems/Effects/CNitems/CNBadges/Grade_18_1.dds",15,[11],0,[14]
1213,1213,1057865031,"Art/2DItems/Effects/CNitems/CNBadges/Grade_18_2.dds",15,[11],0,[14]
1214,1214,3138921774,"Art/2DItems/Effects/CNitems/CNBadges/Grade_18_3.dds",15,[11],0,[14]
1215,1215,2636451289,"Art/2DItems/Effects/CNitems/CNBadges/Grade_18_4.dds",15,[11],0,[14]
1216,1216,3407812807,"Art/2DItems/Effects/CNitems/CNBadges/Grade_18_5.dds",15,[11],0,[14]
1217,1217,3015749882,"Art/2DItems/Effects/CNitems/CNBadges/Grade_18_6.dds",15,[11],0,[14]
1218,1218,3923262764,"Art/2DItems/Effects/CNitems/CNBadges/Grade_18_7.dds",15,[11],0,[14]
1219,1219,248514408,"Art/2DItems/Effects/CNitems/CNBadges/Grade_19_1.dds",15,[11],0,[14]
1220,1220,3354310747,"Art/2DItems/Effects/CNitems/CNBadges/Grade_19_2.dds",15,[11],0,[14]
1221,1221,1046538335,"Art/2DItems/Effects/CNitems/CNBadges/Grade_19_3.dds",15,[11],0,[14]
1222,1222,1135681506,"Art/2DItems/Effects/CNitems/CNBadges/Grade_19_4.dds",15,[11],0,[14]
1223,1223,1341917815,"Art/2DItems/Effects/CNitems/CNBadges/Grade_19_5.dds",15,[11],0,[14]
1224,1224,3835127087,"Art/2DItems/Effects/CNitems/CNBadges/Grade_19_6.dds",15,[11],0,[14]
1225,1225,3730869419,"Art/2DItems/Effects/CNitems/CNBadges/Grade_19_7.dds",15,[11],0,[14]
1226,1226,314994905,"Art/2DItems/Effects/CNitems/CNBadges/Grade_20_1.dds",15,[11],0,[14]
1227,1227,4084157637,"Art/2DItems/Effects/CNitems/CNBadges/Grade_20_2.dds",15,[11],0,[14]
1228,1228,1056679922,"Art/2DItems/Effects/CNitems/CNBadges/Grade_20_3.dds",15,[11],0,[14]
1229,1229,741220891,"Art/2DItems/Effects/CNitems/CNBadges/Grade_20_4.dds",15,[11],0,[14]
1230,1230,2664900387,"Art/2DItems/Effects/CNitems/CNBadges/Grade_20_5.dds",15,[11],0,[14]
1231,1231,1718969394,"Art/2DItems/Effects/CNitems/CNBadges/Grade_20_6.dds",15,[11],0,[14]
1232,1232,1309178689,"Art/2DItems/Effects/CNitems/CNBadges/Grade_20_7.dds",15,[11],0,[14]
1233,1233,2852318376,"Art/2DItems/Effects/CNitems/CNBadges/Grade_1.dds",15,[11],0,[14]
1234,1234,2337486868,"Art/2DItems/Effects/CNitems/CNBadges/Grade_2.dds",15,[11],0,[14]
1235,1235,2152477770,"Art/2DItems/Effects/CNitems/CNBadges/Grade_3.dds",15,[11],0,[14]
1236,1236,452967443,"Art/2DItems/Effects/CNitems/CNBadges/Grade_4.dds",15,[11],0,[14]
1237,1237,153372308,"Art/2DItems/Effects/CNitems/CNBadges/Grade_5.dds",15,[11],0,[14]
1238,1238,2218303904,"Art/2DItems/Effects/CNitems/CNBadges/Grade_6.dds",15,[11],0,[14]
1239,1239,551610212,"Art/2DItems/Effects/CNitems/CNBadges/Grade_7.dds",15,[11],0,[14]
1240,1240,2711932448,"Art/2DItems/Effects/SummonRagingBees.dds",17,[27],0,[49]
1241,1241,3439782349,"Art/2DItems/Effects/Hats/CelestialHelmet.dds",6,[4],0,[7]
1242,1242,4176121,"Art/2DItems/Effects/shoes/CelestialBoots.dds",9,[9],0,[12]
1243,1243,4096056900,"Art/2DItems/Effects/gloves/CelestialGloves.dds",8,[8],0,[11]
1244,1244,4033841929,"Art/2DItems/Effects/BodyArmour/CelestialBody.dds",4,[6],0,[9]
1245,1245,513443000,"Art/2DItems/Effects/Wings/GothicCloak.dds",5,[7],0,[10]
1246,1246,642300162,"Art/2DItems/Effects/Hats/GothicHelmet.dds",6,[4],0,[7]
1247,1247,2806345100,"Art/2DItems/Effects/shoes/GothicBoots.dds",9,[9],0,[12]
1248,1248,1104492022,"Art/2DItems/Effects/gloves/GothicGloves.dds",8,[8],0,[11]
1249,1249,508097763,"Art/2DItems/Effects/BodyArmour/GothicBody.dds",4,[6],0,[9]
1250,1250,1397397713,"Art/2DItems/Effects/Portals/ArcanePortal.dds",11,[16],0,[20]
1251,1251,2291547474,"Art/2DItems/Effects/Wings/SinWings.dds",5,[7],0,[10]
1252,1252,3746820836,"Art/2DItems/Effects/Wings/SinCloak.dds",5,[7],0,[10]
1253,1253,3435059579,"Art/2DItems/Effects/Hats/SinHelmet.dds",6,[4],0,[7]
1254,1254,3382108795,"Art/2DItems/Effects/shoes/SinBoots.dds",9,[9],0,[12]
1255,1255,4270663851,"Art/2DItems/Effects/gloves/SinGloves.dds",8,[8],0,[11]
1256,1256,2612401478,"Art/2DItems/Effects/BodyArmour/SinBody.dds",4,[6],0,[9]
1257,1257,3215932012,"Art/2DItems/Effects/Hats/SinHelmetAttachment.dds",7,[5],0,"[8,21]"
1258,1258,3367068773,"Art/2DItems/Effects/Character/SinCharacterEffect.dds",16,[12],0,[15]
1259,1259,1746690490,"Art/2DItems/Effects/Weapon/weapon_sin.dds",2,[2],0,"[2,5,37,40,43,46]"
1260,1260,208596078,"Art/2DItems/Effects/Weapon/Sin1HandedSword.dds",0,[1],0,"[1,4,36,39,42,45]"
1261,1261,2222504143,"Art/2DItems/Effects/Weapon/SinSword.dds",0,[1],0,"[1,4,36,39,42,45]"
1262,1262,1690342247,"Art/2DItems/Effects/Footprints/SinFootprints.dds",10,[10],0,[13]
1263,1263,3579494345,"Art/2DItems/Effects/SinLeapSlam.dds",17,[27],0,[49]
1264,1264,3331141204,"Art/2DItems/Effects/SinHerald.dds",17,[27],0,[49]
1265,1265,3923105132,"Art/2DItems/Effects/Portals/SinPortal.dds",11,[16],0,[20]
1266,1266,2799752840,"Art/2DItems/Effects/Wings/InnocenceWings.dds",5,[7],0,[10]
1267,1267,3693546617,"Art/2DItems/Effects/Wings/InnocenceCloak.dds",5,[7],0,[10]
1268,1268,2325907717,"Art/2DItems/Effects/Hats/InnocenceHelmet.dds",6,[4],0,[7]
1269,1269,2532236646,"Art/2DItems/Effects/shoes/InnocenceBoots.dds",9,[9],0,[12]
1270,1270,3396586382,"Art/2DItems/Effects/gloves/InnocenceGloves.dds",8,[8],0,[11]
1271,1271,546381649,"Art/2DItems/Effects/BodyArmour/InnocenceBody.dds",4,[6],0,[9]
1272,1272,3763161046,"Art/2DItems/Effects/Hats/InnocenceHelmitAttachment.dds",7,[5],0,"[8,21]"
1273,1273,4007309657,"Art/2DItems/Effects/Character/InnocenceCharacterEffect.dds",16,[12],0,[15]
1274,1274,2591205882,"Art/2DItems/Effects/Weapon/weapon_innocence.dds",2,[2],0,"[2,5,37,40,43,46]"
1275,1275,3835738597,"Art/2DItems/Effects/Weapon/Innocence1HandedSword.dds",0,[1],0,"[1,4,36,39,42,45]"
1276,1276,2680502667,"Art/2DItems/Effects/Weapon/InnocenceSword.dds",0,[1],0,"[1,4,36,39,42,45]"
1277,1277,1814319920,"Art/2DItems/Effects/Footprints/InnocenceFootprints.dds",10,[10],0,[13]
1278,1278,4237486055,"Art/2DItems/Effects/InnocenceLightningWarp.dds",17,[27],0,[49]
1279,1279,3101998458,"Art/2DItems/Effects/InnocenceHerald.dds",17,[27],0,[49]
1280,1280,258126845,"Art/2DItems/Effects/Portals/InnocencePortal.dds",11,[16],0,[20]
1281,1281,529117352,"Art/2DItems/Effects/Wings/SinInnocenceWings.dds",5,[7],0,[10]
1282,1282,2683004961,"Art/2DItems/Effects/Wings/SinInnocenceCloak.dds",5,[7],0,[10]
1283,1283,4276135648,"Art/2DItems/Effects/Hats/SinInnocenceHelmet.dds",6,[4],0,[7]
1284,1284,822689948,"Art/2DItems/Effects/shoes/SinInnocenceBoots.dds",9,[9],0,[12]
1285,1285,2530300037,"Art/2DItems/Effects/gloves/SinInnocenceGloves.dds",8,[8],0,[11]
1286,1286,3673966296,"Art/2DItems/Effects/BodyArmour/SinInnocenceBody.dds",4,[6],0,[9]
1287,1287,459955071,"Art/2DItems/Effects/Hats/SinInnocenceHelmetAttachment.dds",7,[5],0,"[8,21]"
1288,1288,1120084261,"Art/2DItems/Effects/Footprints/SinInnocenceFootprints.dds",10,[10],0,[13]
1289,1289,2647040481,"Art/2DItems/Effects/Portals/SinInnocencePortal.dds",11,[16],0,[20]
1290,1290,2293403079,"Art/2DItems/Effects/Weapon/SinInnocence1HandedSword.dds",0,[1],0,"[1,4,36,39,42,45]"
1291,1291,1182656046,"Art/2DItems/Effects/Weapon/SinInnocenceSword.dds",0,[1],0,"[1,4,36,39,42,45]"
1292,1292,802193806,"Art/2DItems/Effects/StygianScorchingRay.dds",17,[27],0,[49]
1293,1293,152592999,"Art/2DItems/Effects/Weapon/weapon_harpy.dds",2,[2],0,"[2,5,37,40,43,46]"
1294,1294,2376306961,"Art/2DItems/Effects/Weapon/weapon_kraken.dds",2,[2],0,"[2,5,37,40,43,46]"
1295,1295,2956749622,"Art/2DItems/Effects/Wings/BestiaryWings.dds",5,[7],0,[10]
1296,1296,1736869645,"Art/2DItems/Effects/Hats/HarpyHelmet.dds",6,[4],0,[7]
1297,1297,3844532196,"Art/2DItems/Effects/shoes/HarpyBoots.dds",9,[9],0,[12]
1298,1298,2256529233,"Art/2DItems/Effects/gloves/HarpyGloves.dds",8,[8],0,[11]
1299,1299,2334723602,"Art/2DItems/Effects/BodyArmour/HarpyBody.dds",4,[6],0,[9]
1300,1300,1691874556,"Art/2DItems/Effects/Wings/HarpyCape.dds",5,[7],0,[10]
1301,1301,1941833686,"Art/2DItems/Effects/Wings/OilDrenchedWings.dds",5,[7],0,[10]
1302,1302,2060907356,"Art/2DItems/Effects/StygianMoltenStrike.dds",17,[27],0,[49]
1303,1303,1169157097,"Art/2DItems/Effects/Weapon/weapon_manticore.dds",2,[2],0,"[2,5,37,40,43,46]"
1304,1304,3253315810,"Art/2DItems/Effects/Character/RedLanternCharacterEffect.dds",16,[12],0,[15]
1305,1305,1123094799,"Art/2DItems/Effects/Character/ManticoreCharacterEffect.dds",16,[12],0,[15]
1306,1306,3806260263,"Art/2DItems/Effects/Hats/ManticoreHelmet.dds",6,[4],0,[7]
1307,1307,2423239803,"Art/2DItems/Effects/shoes/ManticoreBoots.dds",9,[9],0,[12]
1308,1308,3118384814,"Art/2DItems/Effects/gloves/ManticoreGloves.dds",8,[8],0,[11]
1309,1309,2999326743,"Art/2DItems/Effects/BodyArmour/ManticoreBody.dds",4,[6],0,[9]
1310,1310,2906109637,"Art/2DItems/Effects/Shields/KrakenShield.dds",0,[1],0,"[1,4,36,39,42,45]"
1311,1311,748084823,"Art/2DItems/Effects/Frames/SupporterIconFrame117.dds",12,[14],0,[17]
1312,1312,3951145389,"Art/2DItems/Effects/Frames/SupporterIconFrame118.dds",12,[14],0,[17]
1313,1313,1485919986,"Art/2DItems/Effects/Frames/SupporterIconFrame119.dds",12,[14],0,[17]
1314,1314,510313190,"Art/2DItems/Effects/Frames/SupporterIconFrame120.dds",12,[14],0,[17]
1315,1315,1422149863,"Art/2DItems/Effects/Hats/BestiaryHelmet.dds",6,[4],0,[7]
1316,1316,1477640567,"Art/2DItems/Effects/Portals/BestiaryPortal.dds",11,[16],0,[20]
1317,1317,3662936444,"Art/2DItems/Effects/Hats/BestiaryHat.dds",6,[4],0,[7]
1318,1318,1462882965,"Art/2DItems/Effects/Shields/ManticoreShield.dds",0,[1],0,"[1,4,36,39,42,45]"
1319,1319,521112464,"Art/2DItems/Effects/Hats/SeawitchHelmet.dds",6,[4],0,[7]
1320,1320,1471993364,"Art/2DItems/Effects/shoes/SeawitchBoots.dds",9,[9],0,[12]
1321,1321,654072871,"Art/2DItems/Effects/gloves/SeawitchGloves.dds",8,[8],0,[11]
1322,1322,4140670832,"Art/2DItems/Effects/BodyArmour/SeawitchBody.dds",4,[6],0,[9]
1323,1323,2695027839,"Art/2DItems/Effects/ArcticFreezingPulse.dds",17,[27],0,[49]
1324,1324,3702120480,"Art/2DItems/Effects/Portals/SpiritPortal.dds",11,[16],0,[20]
1325,1325,942335883,"Art/2DItems/Effects/Shields/GhostflameShield.dds",0,[1],0,"[1,4,36,39,42,45]"
