"rownum","Id","MonsterPacksKey","Flag","Weight","MonsterVarietiesKey","string_45"
1461,"Monster1465",1444,1,60,3472,""
1462,"Monster1466",1445,1,30,3475,""
1463,"Monster1467",1445,1,50,3471,""
1464,"Monster1468",1445,1,20,3474,""
1465,"Monster1469",1446,1,50,3473,""
1466,"Monster1470",1446,1,50,3475,""
1467,"Monster1471",1447,1,100,1359,""
1468,"Monster1472",1448,1,100,1442,""
1469,"Monster1473",1448,"",2,1353,""
1470,"Monster1474",1449,1,100,1329,""
1471,"Monster1475",1450,1,40,53,""
1472,"Monster1476",1450,1,60,57,""
1473,"Monster1477",1451,1,100,4,""
1474,"Monster1478",1452,1,100,123,""
1475,"Monster1479",1453,1,60,445,""
1476,"Monster1480",1453,1,40,455,""
1477,"Monster1481",1454,"",2,378,""
1478,"Monster1482",1454,1,100,365,""
1479,"Monster1483",1455,1,100,1930,""
1480,"Monster1484",1456,1,100,394,""
1481,"Monster1485",1457,1,100,2806,""
1482,"Monster1486",1458,1,100,2845,""
1483,"Monster1487",1458,"",2,2848,""
1484,"Monster1488",1459,1,50,1993,""
1485,"Monster1489",1459,1,50,2066,""
1486,"Monster1490",1460,1,50,2013,""
1487,"Monster1491",1460,1,50,2048,""
1488,"Monster1492",1461,"",2,1474,""
1489,"Monster1493",1461,1,100,1463,""
1490,"Monster1494",1462,1,100,1442,""
1491,"Monster1495",1463,"",2,1494,""
1492,"Monster1496",1463,1,100,1474,""
1493,"Monster1497",1464,1,100,1631,""
1494,"Monster1498",1465,1,100,1622,""
1495,"Monster1499",1466,1,100,299,""
1496,"Monster1500",1467,1,100,1517,""
1497,"Monster1501",1468,1,100,1544,""
1498,"Monster1502",1469,1,100,227,""
1499,"Monster1503",1470,1,100,227,""
1500,"Monster1504",1471,"",2,2116,""
1501,"Monster1505",1471,1,50,1968,""
1502,"Monster1506",1471,1,50,2038,""
1503,"Monster1507",1472,"",2,1559,""
1504,"Monster1508",1472,1,100,1565,""
1505,"Monster1509",1473,"",2,1557,""
1506,"Monster1510",1473,1,100,1565,""
1507,"Monster1511",1474,1,100,1565,""
1508,"Monster1512",1475,1,100,1529,""
1509,"Monster1513",1476,"",1,1583,""
1510,"Monster1514",1476,1,100,1593,""
1511,"Monster1515",1477,1,100,1606,""
1512,"Monster1516",1478,1,100,338,""
1513,"Monster1517",1479,1,100,397,""
1514,"Monster1518",1480,1,30,683,""
1515,"Monster1519",1480,1,70,573,""
1516,"Monster1520",1481,"",2,1648,""
1517,"Monster1521",1481,1,50,2000,""
1518,"Monster1522",1481,1,50,2071,""
1519,"Monster1523",1482,1,100,2781,""
1520,"Monster1524",1483,1,100,507,""
1521,"Monster1525",1484,"",2,516,""
1522,"Monster1526",1484,1,100,931,""
1523,"Monster1527",1485,1,100,529,""
1524,"Monster1528",1486,1,33,798,""
1525,"Monster1529",1486,1,33,789,""
1526,"Monster1530",1486,1,34,820,""
1527,"Monster1531",1487,1,100,553,""
1528,"Monster1532",1488,1,100,918,""
1529,"Monster1533",1489,1,100,1693,""
1530,"Monster1534",1490,1,100,931,""
1531,"Monster1535",1491,1,100,998,""
1532,"Monster1536",1492,1,100,1700,""
1533,"Monster1537",1493,1,100,3191,""
1534,"Monster1538",1494,1,100,683,""
1535,"Monster1539",1495,1,100,463,""
1536,"Monster1540",1496,1,100,2128,""
1537,"Monster1541",1497,1,100,1102,""
1538,"Monster1542",1498,1,33,1251,""
1539,"Monster1543",1498,1,33,1253,""
1540,"Monster1544",1498,1,34,1255,""
1541,"Monster1545",1499,1,100,792,""
1542,"Monster1546",1500,1,60,836,""
1543,"Monster1547",1500,1,40,840,""
1544,"Monster1548",1501,1,100,170,""
1545,"Monster1549",1502,1,100,3191,""
1546,"Monster1550",1503,1,100,227,""
1547,"Monster1551",1504,1,100,164,""
1548,"Monster1552",1505,1,33,1456,""
1549,"Monster1553",1505,1,33,1460,""
1550,"Monster1554",1505,1,34,1463,""
1551,"Monster1555",1506,1,100,227,""
1552,"Monster1556",1507,"",2,776,""
1553,"Monster1557",1507,1,100,683,""
1554,"Monster1558",1508,1,100,2781,""
1555,"Monster1559",1509,1,100,1606,""
1556,"Monster1560",1510,1,100,299,""
1557,"Monster1561",1511,1,100,911,""
1558,"Monster1562",1512,1,100,1474,""
1559,"Monster1563",1513,"",2,1648,""
1560,"Monster1564",1513,1,50,2000,""
1561,"Monster1565",1513,1,50,2071,""
1562,"Monster1566",1514,1,100,365,""
1563,"Monster1567",1515,1,100,1593,""
1564,"Monster1568",1516,1,100,683,""
1565,"Monster1569",1517,1,100,995,""
1566,"Monster1570",1518,1,100,1693,""
1567,"Monster1571",1519,1,50,2806,""
1568,"Monster1572",1519,1,50,2845,""
1569,"Monster1573",1520,1,50,836,""
1570,"Monster1574",1520,1,50,840,""
1571,"Monster1575",1521,1,100,836,""
1572,"Monster1576",1522,1,25,3081,""
1573,"Monster1577",1522,1,25,3083,""
1574,"Monster1578",1522,1,25,3085,""
1575,"Monster1579",1522,1,25,3087,""
1576,"Monster1580",1523,1,100,1474,""
1577,"Monster1581",1524,1,100,1460,""
1578,"Monster1582",1525,1,100,1494,""
1579,"Monster1583",1526,1,100,935,""
1580,"Monster1584",1527,1,40,3702,""
1581,"Monster1585",1527,1,60,3719,""
1582,"Monster1586",1528,1,100,3703,""
1583,"Monster1587",1529,1,100,3704,""
1584,"Monster1588",1530,1,25,3709,""
1585,"Monster1589",1530,1,75,3710,""
1586,"Monster1590",1531,1,100,3711,""
1587,"Monster1591",1532,1,100,3712,""
1588,"Monster1592",1533,1,100,3713,""
1589,"Monster1593",1534,1,100,3716,""
1590,"Monster1594",1535,1,50,3717,""
1591,"Monster1595",1535,1,50,3718,""
1592,"Monster1596",1536,1,50,3720,""
1593,"Monster1597",1536,1,50,3722,""
1594,"Monster1598",1537,1,100,3723,""
1595,"Monster1599",1538,1,100,3195,""
1596,"Monster1600",1539,1,100,3724,""
1597,"Monster1601",1540,1,30,3633,""
1598,"Monster1602",1540,1,30,3634,""
1599,"Monster1603",1540,1,40,3635,""
1600,"Monster1604",1541,1,100,3636,""
1601,"Monster1605",1542,1,100,3637,""
1602,"Monster1606",1543,1,100,3638,""
1603,"Monster1607",1544,1,100,3639,""
1604,"Monster1608",1545,1,100,3640,""
1605,"Monster1609",1546,1,50,3641,""
1606,"Monster1610",1546,1,50,3642,""
1607,"Monster1611",1547,1,100,3643,""
1608,"Monster1612",1548,1,100,3644,""
1609,"Monster1613",1549,1,100,3645,""
1610,"Monster1614",1550,1,40,3646,""
1611,"Monster1615",1550,1,60,3647,""
1612,"Monster1616",1551,1,40,3649,""
1613,"Monster1617",1551,1,60,3650,""
1614,"Monster1618",1552,1,40,3648,""
1615,"Monster1619",1552,1,60,3647,""
1616,"Monster1620",1553,1,50,3673,""
1617,"Monster1621",1553,1,50,3674,""
1618,"Monster1622",1554,1,50,3669,""
1619,"Monster1623",1554,1,50,3670,""
1620,"Monster1624",1555,1,50,3671,""
1621,"Monster1625",1555,1,50,3672,""
1622,"Monster1626",1556,1,25,3675,""
1623,"Monster1627",1556,1,20,3677,""
1624,"Monster1628",1556,1,15,3678,""
1625,"Monster1629",1556,1,15,3679,""
1626,"Monster1630",1556,1,15,3680,""
1627,"Monster1631",1557,1,33,3678,""
1628,"Monster1632",1557,1,33,3679,""
1629,"Monster1633",1557,1,34,3680,""
1630,"Monster1634",1558,1,40,3684,""
1631,"Monster1635",1558,1,30,3685,""
1632,"Monster1636",1558,1,30,3686,""
1633,"Monster1637",1559,1,30,3683,""
1634,"Monster1638",1559,1,70,3676,""
1635,"Monster1639",1560,1,70,3677,""
1636,"Monster1640",1560,1,30,3689,""
1637,"Monster1641",1561,1,50,3688,""
1638,"Monster1642",1561,1,50,3689,""
1639,"Monster1643",1562,1,100,3687,""
1640,"Monster1644",1563,1,100,3690,""
1641,"Monster1645",1564,1,40,3681,""
1642,"Monster1646",1564,1,60,3682,""
1643,"Monster1647",1565,1,30,3691,""
1644,"Monster1648",1565,1,70,3692,""
1645,"Monster1649",1566,1,30,3693,""
1646,"Monster1650",1566,1,70,3694,""
1647,"Monster1651",1567,1,50,3695,""
1648,"Monster1652",1567,1,50,3696,""
1649,"Monster1653",1568,1,30,3697,""
1650,"Monster1654",1568,1,70,3698,""
1651,"Monster1655",1569,1,20,3699,""
1652,"Monster1656",1569,1,40,3700,""
1653,"Monster1657",1569,1,40,3701,""
1654,"Monster1658",1570,1,100,1604,""
1655,"Monster1659",1571,"",1,4474,""
1656,"Monster1660",1571,"",1,4475,""
1657,"Monster1661",1571,"",1,4480,""
1658,"Monster1662",1571,"",1,4485,""
1659,"Monster1663",1571,"",1,4488,""
1660,"Monster1664",1572,"",1,4542,""
1661,"Monster1665",1572,"",1,4538,""
1662,"Monster1666",1572,"",1,4534,""
1663,"Monster1667",1572,"",1,4528,""
1664,"Monster1668",1572,"",1,4529,""
1665,"Monster1669",1573,"",1,4545,""
1666,"Monster1670",1573,"",1,4539,""
1667,"Monster1671",1573,"",1,4535,""
1668,"Monster1672",1573,"",1,4532,""
1669,"Monster1673",1573,"",1,4533,""
1670,"Monster1674",1574,"",1,4547,""
1671,"Monster1675",1574,"",1,4540,""
1672,"Monster1676",1574,"",1,4536,""
1673,"Monster1677",1574,"",1,4530,""
1674,"Monster1678",1574,"",1,4531,""
1675,"Monster1679",1575,"",1,4549,""
1676,"Monster1680",1575,"",1,4541,""
1677,"Monster1681",1575,"",1,4537,""
1678,"Monster1682",1575,"",1,4528,""
1679,"Monster1683",1575,"",1,4532,""
1680,"Monster1684",1576,"",1,4538,""
1681,"Monster1685",1576,"",1,4536,""
1682,"Monster1686",1576,"",1,4529,""
1683,"Monster1687",1576,"",1,4531,""
1684,"Monster1688",1577,"",1,4539,""
1685,"Monster1689",1577,"",1,4537,""
1686,"Monster1690",1577,"",1,4533,""
1687,"Monster1691",1577,"",1,4530,""
1688,"Monster1692",1578,"",1,4540,""
1689,"Monster1693",1578,"",1,4534,""
1690,"Monster1694",1578,"",1,4528,""
1691,"Monster1695",1578,"",1,4533,""
1692,"Monster1696",1579,"",1,4541,""
1693,"Monster1697",1579,"",1,4535,""
1694,"Monster1698",1579,"",1,4532,""
1695,"Monster1699",1579,"",1,4531,""
1696,"Monster1700",1580,"",1,4534,""
1697,"Monster1701",1580,"",1,4532,""
1698,"Monster1702",1580,"",1,4530,""
1699,"Monster1703",1581,"",1,4535,""
1700,"Monster1704",1581,"",1,4529,""
1701,"Monster1705",1581,"",1,4531,""
1702,"Monster1706",1582,"",1,4516,""
1703,"Monster1707",1582,"",1,4511,""
1704,"Monster1708",1582,"",1,4508,""
1705,"Monster1709",1582,"",1,4503,""
1706,"Monster1710",1582,"",1,4504,""
1707,"Monster1711",1583,"",1,4519,""
1708,"Monster1712",1583,"",1,4512,""
1709,"Monster1713",1583,"",1,4510,""
1710,"Monster1714",1583,"",1,4500,""
1711,"Monster1715",1583,"",1,4502,""
1712,"Monster1716",1584,"",1,4522,""
1713,"Monster1717",1584,"",1,4514,""
1714,"Monster1718",1584,"",1,4507,""
1715,"Monster1719",1584,"",1,4501,""
1716,"Monster1720",1584,"",1,4499,""
1717,"Monster1721",1585,"",1,4516,""
1718,"Monster1722",1585,"",1,4512,""
1719,"Monster1723",1585,"",1,4510,""
1720,"Monster1724",1585,"",1,4503,""
1721,"Monster1725",1585,"",1,4502,""
1722,"Monster1726",1586,"",1,4519,""
1723,"Monster1727",1586,"",1,4513,""
1724,"Monster1728",1586,"",1,4508,""
1725,"Monster1729",1586,"",1,4499,""
1726,"Monster1730",1586,"",1,4500,""
1727,"Monster1731",1587,"",1,4522,""
1728,"Monster1732",1587,"",1,4514,""
1729,"Monster1733",1587,"",1,4509,""
1730,"Monster1734",1587,"",1,4501,""
1731,"Monster1735",1587,"",1,4504,""
1732,"Monster1736",1588,"",1,4511,""
1733,"Monster1737",1588,"",1,4508,""
1734,"Monster1738",1588,"",1,4503,""
1735,"Monster1739",1588,"",1,4504,""
1736,"Monster1740",1589,"",1,4512,""
1737,"Monster1741",1589,"",1,4510,""
1738,"Monster1742",1589,"",1,4500,""
1739,"Monster1743",1589,"",1,4502,""
1740,"Monster1744",1590,"",1,4514,""
1741,"Monster1745",1590,"",1,4507,""
1742,"Monster1746",1590,"",1,4501,""
1743,"Monster1747",1590,"",1,4499,""
1744,"Monster1748",1591,"",1,4512,""
1745,"Monster1749",1591,"",1,4510,""
1746,"Monster1750",1591,"",1,4503,""
1747,"Monster1751",1591,"",1,4502,""
1748,"Monster1752",1592,"",1,4513,""
1749,"Monster1753",1592,"",1,4508,""
1750,"Monster1754",1592,"",1,4499,""
1751,"Monster1755",1592,"",1,4500,""
1752,"Monster1756",1593,"",1,4514,""
1753,"Monster1757",1593,"",1,4509,""
1754,"Monster1758",1593,"",1,4501,""
1755,"Monster1759",1593,"",1,4504,""
1756,"Monster1760",719,1,60,4163,""
1757,"Monster1761",719,1,20,4165,""
1758,"Monster1762",719,1,20,4167,""
1759,"Monster1763",688,1,50,4454,""
1760,"Monster1764",688,1,50,4456,""
1761,"Monster1765",718,1,50,601,""
1762,"Monster1766",718,1,50,766,""
1763,"Monster1767",1594,"",5,4860,""
1764,"Monster1768",1595,"",5,4861,""
1765,"Monster1769",1596,"",5,4862,""
1766,"Monster1770",1597,"",1,4863,""
1767,"Monster1771",1598,1,35,4873,""
1768,"Monster1772",1598,1,35,4874,""
1769,"Monster1773",1598,1,30,4881,""
1770,"Monster1774",1599,1,35,4876,""
1771,"Monster1775",1599,1,35,4877,""
1772,"Monster1776",1599,1,30,4880,""
1773,"Monster1777",1600,1,35,4878,""
1774,"Monster1778",1600,1,35,4879,""
1775,"Monster1779",1600,1,30,4882,""
1776,"Monster1780",1601,"",1,4915,""
1777,"Monster1781",1602,1,35,4918,""
1778,"Monster1782",1602,1,65,4919,""
1779,"Monster1783",1603,1,100,4920,""
1780,"Monster1784",1604,1,80,4906,""
1781,"Monster1785",1604,1,20,4907,""
1782,"Monster1786",1605,1,50,4902,""
1783,"Monster1787",1605,1,50,4903,""
1784,"Monster1788",1606,"",1,4905,""
1785,"Monster1789",1607,1,50,4888,""
1786,"Monster1790",1607,1,50,4889,""
1787,"Monster1791",1608,1,25,4912,""
1788,"Monster1792",1608,1,25,4913,""
1789,"Monster1793",1608,1,50,4914,""
1790,"Monster1794",1609,1,100,4922,""
1791,"Monster1795",1610,1,100,4819,""
1792,"Monster1796",1611,1,100,4815,""
1793,"Monster1797",1612,1,100,4816,""
1794,"Monster1798",1243,1,100,322,""
1795,"Monster1799",1244,1,50,80,""
1796,"Monster1800",1244,1,50,81,""
1797,"Monster1801",1245,1,30,81,""
1798,"Monster1802",1245,1,30,80,""
1799,"Monster1803",1245,1,40,322,""
1800,"Monster1804",1246,1,30,2116,""
1801,"Monster1805",1246,1,35,1993,""
1802,"Monster1806",1246,1,35,2038,""
1803,"Monster1807",1247,1,30,2067,""
1804,"Monster1808",1247,1,30,2116,""
1805,"Monster1809",1247,1,40,1968,""
1806,"Monster1810",1248,1,35,1993,""
1807,"Monster1811",1248,1,35,2064,""
1808,"Monster1812",1248,1,30,2116,""
1809,"Monster1813",1249,"",2,2002,""
1810,"Monster1814",1249,1,100,2013,""
1811,"Monster1815",1249,"",2,2044,""
1812,"Monster1816",1249,1,100,2048,""
1813,"Monster1817",1250,1,40,1544,""
1814,"Monster1818",1250,1,30,2013,""
1815,"Monster1819",1250,1,30,2048,""
1816,"Monster1820",1613,1,100,4817,""
1817,"Monster1821",1614,1,100,4820,""
1818,"Monster1822",1615,1,100,4821,""
1819,"Monster1823",1616,1,100,4823,""
1820,"Monster1824",1617,1,100,4824,""
1821,"Monster1825",1618,1,100,4825,""
1822,"Monster1826",1619,1,100,4826,""
1823,"Monster1827",1620,1,100,4827,""
1824,"Monster1828",1621,1,100,552,""
1825,"Monster1829",1622,1,40,4843,""
1826,"Monster1830",1622,1,40,4846,""
1827,"Monster1831",1622,1,30,4844,""
1828,"Monster1832",1623,1,40,4848,""
1829,"Monster1833",1623,1,40,4850,""
1830,"Monster1834",1623,1,30,4844,""
1831,"Monster1835",1624,"",8,815,""
1832,"Monster1836",1625,1,30,66,""
1833,"Monster1837",1625,1,40,68,""
1834,"Monster1838",1625,1,40,70,""
1835,"Monster1839",1626,1,30,66,""
1836,"Monster1840",1626,1,40,68,""
1837,"Monster1841",1626,1,40,70,""
1838,"Monster1842",1627,1,30,66,""
1839,"Monster1843",1627,1,40,68,""
1840,"Monster1844",1627,1,40,70,""
1841,"Monster1845",1628,1,75,937,""
1842,"Monster1846",1628,1,25,527,""
1843,"Monster1847",1629,1,60,879,""
1844,"Monster1848",1629,1,40,882,""
1845,"Monster1849",1630,1,60,880,""
1846,"Monster1850",1630,1,40,883,""
1847,"Monster1851",1631,1,60,881,""
1848,"Monster1852",1631,1,40,884,""
1849,"Monster1853",1632,"",2,1602,""
1850,"Monster1854",1632,1,100,1603,""
1851,"Monster1855",1633,1,20,3578,""
1852,"Monster1856",1633,1,20,3579,""
1853,"Monster1857",1633,1,20,3580,""
1854,"Monster1858",1633,1,5,3581,""
1855,"Monster1859",1633,1,5,3582,""
1856,"Monster1860",1633,1,5,3583,""
1857,"Monster1861",1633,1,5,3584,""
1858,"Monster1862",1633,1,5,3585,""
1859,"Monster1863",1633,1,5,3586,""
1860,"Monster1864",1633,1,5,3587,""
1861,"Monster1865",1633,1,5,3588,""
1862,"Monster1866",1634,1,20,3578,""
1863,"Monster1867",1634,1,20,3579,""
1864,"Monster1868",1634,1,20,3580,""
1865,"Monster1869",1634,1,5,3581,""
1866,"Monster1870",1634,1,5,3582,""
1867,"Monster1871",1634,1,5,3583,""
1868,"Monster1872",1634,1,5,3584,""
1869,"Monster1873",1634,1,5,3585,""
1870,"Monster1874",1634,1,5,3586,""
1871,"Monster1875",1634,1,5,3587,""
1872,"Monster1876",1634,1,5,3588,""
1873,"Monster1877",1635,1,20,3578,""
1874,"Monster1878",1635,1,20,3579,""
1875,"Monster1879",1635,1,20,3580,""
1876,"Monster1880",1635,1,5,3581,""
1877,"Monster1881",1635,1,5,3582,""
1878,"Monster1882",1635,1,5,3583,""
1879,"Monster1883",1635,1,5,3584,""
1880,"Monster1884",1635,1,5,3585,""
1881,"Monster1885",1635,1,5,3586,""
1882,"Monster1886",1635,1,5,3587,""
1883,"Monster1887",1635,1,5,3588,""
1884,"Monster1888",1636,1,20,3578,""
1885,"Monster1889",1636,1,20,3579,""
1886,"Monster1890",1636,1,20,3580,""
1887,"Monster1891",1636,1,5,3581,""
1888,"Monster1892",1636,1,5,3582,""
1889,"Monster1893",1636,1,5,3583,""
1890,"Monster1894",1636,1,5,3584,""
1891,"Monster1895",1636,1,5,3585,""
1892,"Monster1896",1636,1,5,3586,""
1893,"Monster1897",1636,1,5,3587,""
1894,"Monster1898",1636,1,5,3588,""
1895,"Monster1899",1637,1,20,3578,""
1896,"Monster1900",1637,1,20,3579,""
1897,"Monster1901",1637,1,20,3580,""
1898,"Monster1902",1637,1,5,3581,""
1899,"Monster1903",1637,1,5,3582,""
1900,"Monster1904",1637,1,5,3583,""
1901,"Monster1905",1637,1,5,3584,""
1902,"Monster1906",1637,1,5,3585,""
1903,"Monster1907",1637,1,5,3586,""
1904,"Monster1908",1637,1,5,3587,""
1905,"Monster1909",1637,1,5,3588,""
1906,"Monster1910",1638,1,25,1450,""
1907,"Monster1911",1638,1,25,1468,""
1908,"Monster1912",1638,1,25,1488,""
1909,"Monster1913",1638,1,25,1504,""
1910,"Monster1914",1639,1,40,48,""
1911,"Monster1915",1639,1,40,49,""
1912,"Monster1916",1639,1,20,441,""
1913,"Monster1917",1640,1,25,2007,""
1914,"Monster1918",1640,1,25,2021,""
1915,"Monster1919",1640,1,25,2046,""
1916,"Monster1920",1640,1,25,2056,""
1917,"Monster1921",1641,"",4,5068,""
1918,"Monster1922",1642,1,7,2815,""
1919,"Monster1923",1642,1,7,2817,""
1920,"Monster1924",1642,1,8,2819,""
1921,"Monster1925",1642,1,8,2821,""
1922,"Monster1926",1642,1,7,2855,""
1923,"Monster1927",1642,1,7,2857,""
1924,"Monster1928",1642,1,8,2859,""
1925,"Monster1929",1642,1,8,2861,""
1926,"Monster1930",1642,1,5,2823,""
1927,"Monster1931",1642,1,5,2825,""
1928,"Monster1932",1642,1,5,2827,""
1929,"Monster1933",1642,1,5,2829,""
1930,"Monster1934",1642,1,5,2863,""
1931,"Monster1935",1642,1,5,2865,""
1932,"Monster1936",1642,1,5,2867,""
1933,"Monster1937",1642,1,5,2869,""
1934,"Monster1938",1643,1,20,753,""
1935,"Monster1939",1643,1,20,754,""
1936,"Monster1940",1643,1,20,755,""
1937,"Monster1941",1643,1,20,756,""
1938,"Monster1942",1643,1,20,757,""
1939,"Monster1943",1644,1,100,4926,""
1940,"Monster1944",1645,1,50,4939,""
1941,"Monster1945",1645,1,50,4937,""
1942,"Monster1946",1646,"",6,5064,""
1943,"Monster1947",1646,"",4,5065,""
1944,"Monster1948",1646,"",4,5066,""
1945,"Monster1949",1646,"",3,5067,""
1946,"Monster1950",1647,1,75,4908,""
1947,"Monster1951",1647,1,25,4909,""
1948,"Monster1952",1648,1,100,1415,""
1949,"Monster1953",1649,"",1,2645,""
1950,"Monster1954",1649,"",1,2689,""
1951,"Monster1955",1649,"",1,2661,""
1952,"Monster1956",1649,"",1,2676,""
1953,"Monster1957",1649,"",1,2723,""
1954,"Monster1958",1650,1,30,4947,""
1955,"Monster1959",1650,1,70,4949,""
1956,"Monster1960",1651,"",3,3121,""
1957,"Monster1961",1651,"",3,3123,""
1958,"Monster1962",1651,"",3,3125,""
1959,"Monster1963",1652,1,100,5083,""
1960,"Monster1964",1653,1,8,794,""
1961,"Monster1965",1653,1,8,807,""
1962,"Monster1966",1653,1,8,831,""
1963,"Monster1967",1653,1,25,795,""
1964,"Monster1968",1653,1,25,808,""
1965,"Monster1969",1653,1,25,832,""
1966,"Monster1970",1654,1,50,5059,""
1967,"Monster1971",1654,1,50,5060,""
1968,"Monster1972",1655,1,100,5058,""
1969,"Monster1973",1656,1,33,5059,""
1970,"Monster1974",1656,1,33,5060,""
1971,"Monster1975",1656,1,33,5058,""
1972,"Monster1976",1657,1,50,67,""
1973,"Monster1977",1657,"",2,69,""
1974,"Monster1978",1657,1,50,71,""
1975,"Monster1979",1658,1,100,4031,""
1976,"Monster1980",1659,1,100,1502,""
1977,"Monster1981",1660,1,100,1485,""
1978,"Monster1982",1661,1,50,1485,""
1979,"Monster1983",1661,1,50,1502,""
1980,"Monster1984",1662,1,75,1502,""
1981,"Monster1985",1662,1,25,2005,""
1982,"Monster1986",1663,1,20,2005,""
1983,"Monster1987",1663,1,40,1502,""
1984,"Monster1988",1663,1,40,1485,""
1985,"Monster1989",1664,1,100,1486,""
1986,"Monster1990",1665,1,50,1486,""
1987,"Monster1991",1666,1,33,1486,""
1988,"Monster1992",1665,1,5,1503,""
1989,"Monster1993",1666,1,33,1503,""
1990,"Monster1994",1666,1,34,2006,""
1991,"Monster1995",1667,1,50,1983,""
1992,"Monster1996",1667,1,50,2062,""
1993,"Monster1997",1668,1,50,1994,""
1994,"Monster1998",1668,1,50,2064,""
1995,"Monster1999",1669,1,50,1993,""
1996,"Monster2000",1669,1,50,2066,""
1997,"Monster2001",1670,1,100,2000,""
1998,"Monster2002",1671,1,50,1983,""
1999,"Monster2003",1671,1,50,2062,""
2000,"Monster2004",1672,1,100,2000,""
2001,"Monster2005",1673,1,50,1993,""
2002,"Monster2006",1673,1,50,2066,""
2003,"Monster2007",1674,1,50,4902,""
2004,"Monster2008",1674,1,50,4903,""
2005,"Monster2009",1675,1,100,4916,""
2006,"Monster2010",1676,1,100,2128,""
2007,"Monster2011",1677,1,100,2130,""
2008,"Monster2012",1678,1,100,4093,""
2009,"Monster2013",1679,1,40,3962,""
2010,"Monster2014",1679,1,40,3981,""
2011,"Monster2015",1679,1,20,3999,""
2012,"Monster2016",1680,1,100,365,""
2013,"Monster2017",1799,1,100,392,""
2014,"Monster2018",1800,1,100,394,""
2015,"Monster2019",1801,1,100,370,""
2016,"Monster2020",1783,1,100,1622,""
2017,"Monster2021",1784,1,100,1624,""
2018,"Monster2022",1681,1,30,4431,""
2019,"Monster2023",1681,1,40,4436,""
2020,"Monster2024",1681,1,30,4443,""
2021,"Monster2025",1682,1,60,4439,""
2022,"Monster2026",1682,1,40,4445,""
2023,"Monster2027",1683,1,100,1631,""
2024,"Monster2028",1684,1,100,1633,""
2025,"Monster2029",1685,1,100,1593,""
2026,"Monster2030",1686,1,100,1593,""
2027,"Monster2031",1687,1,100,1693,""
2028,"Monster2032",1688,1,30,1192,""
2029,"Monster2033",1688,1,40,1194,""
2030,"Monster2034",1688,1,30,1196,""
2031,"Monster2035",1689,1,30,1198,""
2032,"Monster2036",1689,1,40,1201,""
2033,"Monster2037",1689,1,30,1204,""
2034,"Monster2038",1690,1,30,1251,""
2035,"Monster2039",1690,1,40,1253,""
2036,"Monster2040",1690,1,30,1255,""
2037,"Monster2041",1691,1,30,1176,""
2038,"Monster2042",1691,1,40,1177,""
2039,"Monster2043",1691,1,30,1178,""
2040,"Monster2044",1692,1,30,1192,""
2041,"Monster2045",1692,1,40,1194,""
2042,"Monster2046",1692,1,30,1196,""
2043,"Monster2047",1693,1,100,3936,""
2044,"Monster2048",1694,1,50,1287,""
2045,"Monster2049",1694,1,50,1290,""
2046,"Monster2050",1695,1,60,182,""
2047,"Monster2051",1695,1,40,185,""
2048,"Monster2052",1696,1,50,185,""
2049,"Monster2053",1696,1,50,178,""
2050,"Monster2054",1697,1,100,182,""
2051,"Monster2055",1698,1,100,164,""
2052,"Monster2056",1699,1,100,3936,""
2053,"Monster2057",1700,1,100,125,""
2054,"Monster2058",1701,1,100,127,""
2055,"Monster2059",1702,1,100,131,""
2056,"Monster2060",1703,1,100,124,""
2057,"Monster2061",1704,1,100,123,""
2058,"Monster2062",1705,1,100,142,""
2059,"Monster2063",1706,1,100,107,""
2060,"Monster2064",1707,1,100,107,""
2061,"Monster2065",1708,1,60,445,""
2062,"Monster2066",1708,1,40,456,""
2063,"Monster2067",1710,1,100,468,""
2064,"Monster2068",1709,1,100,463,""
2065,"Monster2069",1711,1,100,303,""
2066,"Monster2070",1712,1,100,304,""
2067,"Monster2071",1713,1,100,299,""
2068,"Monster2072",1714,1,100,911,""
2069,"Monster2073",1715,1,100,927,""
2070,"Monster2074",1716,1,100,918,""
2071,"Monster2075",1717,1,100,908,""
2072,"Monster2076",1718,1,100,692,""
2073,"Monster2077",1719,1,60,683,""
2074,"Monster2078",1719,1,40,553,""
2075,"Monster2079",1720,1,100,800,""
2076,"Monster2080",1721,1,100,1683,""
2077,"Monster2081",1722,1,40,866,""
2078,"Monster2082",1722,1,60,840,""
2079,"Monster2083",1723,1,60,1687,""
2080,"Monster2084",1723,1,40,1686,""
2081,"Monster2085",1724,1,60,686,""
2082,"Monster2086",1724,1,20,655,""
2083,"Monster2087",1724,1,20,573,""
2084,"Monster2088",1725,1,20,776,""
2085,"Monster2089",1725,1,40,675,""
2086,"Monster2090",1725,1,40,576,""
2087,"Monster2091",1726,1,60,4873,""
2088,"Monster2092",1726,1,40,4881,""
2089,"Monster2093",1727,1,60,4876,""
2090,"Monster2094",1727,1,40,4880,""
2091,"Monster2095",1728,1,60,4878,""
2092,"Monster2096",1728,1,40,4882,""
2093,"Monster2097",1729,1,100,584,""
2094,"Monster2098",1730,1,100,618,""
2095,"Monster2099",1731,1,100,664,""
2096,"Monster2100",1732,1,100,626,""
2097,"Monster2101",1733,1,60,2148,""
2098,"Monster2102",1733,1,40,2146,""
2099,"Monster2103",1734,1,80,4906,""
2100,"Monster2104",1734,1,20,4907,""
