"rownum","Original","HASH32","Replacement"
154,"Metadata/Terrain/RuinedCity/Sewers/FlowingWater/sewerflowingwater_ledge_straight_v02_03_waterdropbig2.ao",23988169,"Metadata/Terrain/RuinedCity/Sewers/FlowingWater/sewerflowingwater_ledge_straight_v02_03_waterdropbig2_blood.ao"
155,"Metadata/Terrain/RuinedCity/Sewers/Features/infestatedvalley_sewerfall_01_waterfall.ao",113282925,"Metadata/Terrain/RuinedCity/Sewers/Features/infestatedvalley_sewerfall_01_waterfall_blood.ao"
156,"Metadata/Terrain/Beach/SwampDeepPools/updated/beachlargecliff_forestriver_waterfall_v01_01_animated_waterfall.ao",2669263584,"Metadata/Terrain/Beach/SwampDeepPools/updated/beachlargecliff_forestriver_waterfall_v01_01_animated_waterfall_blood.ao"
157,"Metadata/Terrain/Beach/SwampDeepPools/updated/largecliff_deepool_waterfall_v01_01_animated_waterfall.ao",3517752751,"Metadata/Terrain/Beach/SwampDeepPools/updated/largecliff_deepool_waterfall_v01_01_animated_waterfall_blood.ao"
158,"Metadata/Terrain/Forest/Hollows/hollows_waterfall_v01_01_waterfallhugeforest_01.ao",117402571,"Metadata/Terrain/Forest/Hollows/hollows_waterfall_v01_01_waterfallhugeforest_01_blood.ao"
159,"Metadata/Terrain/EndGame/MapForkingRiver/Tiles/ForkingRiver/waterfall.ao",3486824540,"Metadata/Terrain/EndGame/MapForkingRiver/Tiles/ForkingRiver/waterfall_blood.ao"
160,"Metadata/Terrain/EndGame/MapForkingRiver/Tiles/ForkingRiver/rocksplash.ao",2431837261,"Metadata/Terrain/EndGame/MapForkingRiver/Tiles/ForkingRiver/rocksplash_blood.ao"
161,"Metadata/Terrain/Beach/SwampStream_Test/beachwaterfall_v01_02_animated_waterfall.ao",2529880280,"Metadata/Terrain/Beach/SwampStream_Test/beachwaterfall_v01_02_animated_waterfall_blood.ao"
162,"Metadata/Effects/Environment/wisp_swarm_green_glow.ao",2620200990,"Metadata/Effects/InvisibleEffectFMT.ao"
163,"Metadata/Terrain/Doodads/Lights/lightsource_darkblue_high_intensity.ao",2002643646,"Metadata/Effects/InvisibleEffectFMT.ao"
164,"Metadata/Terrain/Doodads/Act4/Colosseum/colosseumlightbeam_01.ao",2269356846,"Metadata/Effects/InvisibleEffectFMT.ao"
165,"Metadata/Terrain/Doodads/Act4/Colosseum/colosseumlightbeam_02.ao",4247779892,"Metadata/Effects/InvisibleEffectFMT.ao"
166,"Metadata/Terrain/Doodads/Beach/mudflat_ground_fog.ao",2115651597,"Metadata/Effects/InvisibleEffectFMT.ao"
167,"Metadata/Terrain/EndGame/MapForkingRiver/Tiles/ForkingRiver/waterfall_mask.ao",3533313395,"Metadata/Terrain/EndGame/MapForkingRiver/Tiles/ForkingRiver/waterfall_mask_blood.ao"
168,"Metadata/Terrain/Doodads/Act4/Aqueduct/underground_river_flow_v01_01.ao",880983182,"Metadata/Terrain/Doodads/Act4/Aqueduct/underground_river_flow_v01_01_blood.ao"
169,"Metadata/Effects/Environment/animate_willowisp_01.ao",103578059,"Metadata/Effects/InvisibleEffectFMT.ao"
170,"Metadata/Effects/Environment/wisp_swarm.ao",4240301303,"Metadata/Effects/InvisibleEffectFMT.ao"
