"rownum","Mtx","VisualEffect","VisualIdentity","Stats","ItemClasses","BaseItemTypes","bool_96","[i32]_97","[i32]_113","bool_129","Name","bool_146","[rid]_147","Character","GrantedEffect","OnKillEffect","rid_211","bool_227","EffectSlotType","VisualEffectType","bool_260","GameObjectTask","i32_277"
1042,1368,"",5350,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1043,1369,"",5352,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1044,1370,"",5353,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1045,1371,"",5354,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1046,1372,"",5355,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1047,1378,"",5361,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1048,1379,"",5362,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1049,1380,"",5363,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1050,1381,"",5364,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1051,1382,"",5365,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1052,1383,"",5366,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1053,1384,"",5367,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1054,1385,"",5368,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1055,1386,"","",[348],[],[1874],"",[5],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1056,1387,"","",[348],[],"[1849,1850,1851]","",[8],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1057,1389,"",5369,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1058,1390,"","",[1374],[23],[],"",[36],[10],"",[],"",[],[],[],[],"","","","","","",0
1059,1391,"",5370,[],"[9,11,12,32,10]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1060,1392,"",5371,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1061,1393,81,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1062,1394,"",5372,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1063,1395,"",5373,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1064,1396,"",5374,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1065,1397,"",5375,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1066,1398,"",5376,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1067,1399,"",5377,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1068,1400,"",5378,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1069,1401,"","","[348,1308,1762]",[],"[1682,1815]","","[2,5,3]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1070,1402,"","",[348],[],"[1849,1850,1851]","",[9],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1071,1404,"",5379,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1072,1405,"","",[1374],[23],[],"",[37],[10],"",[],"",[],[],[],[],"","","","","","",0
1073,1406,"",5380,[],"[9,11,12,32,10]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1074,1407,"",5381,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1075,1408,82,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1076,1409,"",5382,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1077,1410,"",5383,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1078,1411,"",5384,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1079,1412,"",5385,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1080,1413,"",5386,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1081,1414,"",5387,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1082,1416,"",5388,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1083,1417,83,"",[1374],[23],[],"",[38],[10],"",[],"",[],[],[],[],"","","","","","",0
1084,1373,"",5356,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1085,1374,"",5357,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1086,1375,"",5358,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1087,1376,"",5359,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1088,1377,"",5360,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1089,1418,"","","[348,1308]",[],[1608],"","[1,2]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1090,1419,"","",[348],[],[1608],"",[4],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1091,1420,"","","[348,12193,2725]",[],[1938],"","[7,25,18]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1092,1421,"",5389,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1093,1422,"",5390,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1094,1423,"",5391,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1095,1424,"",5392,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1096,1425,"",5393,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1097,1426,"",5394,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1098,1427,"",5395,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1099,1428,"",5396,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1100,1429,"",5397,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1101,1430,"",5398,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1102,1431,"",5399,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1103,1433,"","",[348],[],[1846],"",[2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1104,1434,"",5400,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1105,1435,"",5401,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1106,1436,"",5402,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1107,1437,"",5403,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1108,1438,"",5404,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1109,1439,"","",[348],[],[1867],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1110,1440,"",5405,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1111,1441,"",5406,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1112,1442,"",5407,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1113,1443,"","",[348],[],"[1852,1849,1850,1853,1851]","",[10],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1114,1444,"","","[348,1308,1762]",[],"[1711,1811]","","[-4,3,3]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1115,1445,"","","[348,9314,1762,12193]",[],"[1652,1812]","","[17,49,3,14]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1116,1446,"","","[348,1308]",[],"[1652,1812]","","[18,2]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1117,1447,"",5408,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1118,1448,"",5409,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1119,1449,"",5410,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1120,1450,"",5411,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1121,1456,"",5412,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1122,1451,"",5413,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1123,1452,"",5414,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1124,1453,"",5415,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1125,1454,"",5416,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1126,1455,"",5417,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1127,1457,"",5418,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1128,1458,"",5419,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1129,1459,"",5420,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1130,1460,"",5421,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1131,1461,"",5422,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1132,1462,"",5423,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1133,1463,"",5424,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1134,1464,"",5425,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1135,1465,"",5426,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1136,1466,"",5427,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1137,1467,"",5428,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1138,1468,"",5429,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1139,1469,"",5430,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1140,1470,"",5431,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1141,1471,"",5432,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1142,1472,"",5433,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1143,1473,"",5434,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1144,1474,"",5435,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1145,1475,"",5436,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1146,1476,"",5437,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1147,1477,84,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1148,1478,85,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1149,1482,"",5438,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1150,1483,"",5439,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1151,1484,"","",[348],[],"[1852,1849,1850,1853,1851]","",[11],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1152,1485,"","",[348],[],"[1852,1849,1850,1853,1851]","",[12],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1153,1486,"",5440,[],"[9,11,12,32,10]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1154,1487,"",5441,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1155,1488,"",5442,[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1156,1489,"","","[348,1308]",[],"[1682,1815]","","[4,6]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1157,1490,"","",[348],[],[1612],"",[4],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1158,1491,"",5443,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1159,1492,"",5444,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1160,1493,"",5445,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1161,1494,"","",[1374],[23],[],"",[39],[10],"",[],"",[],[],[],[],"","","","","","",0
1162,1495,"","",[1374],[23],[],"",[40],[10],"",[],"",[],[],[],[],"","","","","","",0
1163,1496,"","",[1374],[23],[],"",[41],[10],"",[],"",[],[],[],[],"","","","","","",0
1164,1497,"",5446,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1165,1498,"",5447,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1166,1499,"",5448,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1167,1500,"",5449,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1168,1501,"",5450,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1169,1502,"",5451,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1170,1503,86,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1171,1506,"",5452,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1172,1507,"",5453,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1173,1508,"",5454,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1174,1509,"",5455,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1175,1510,87,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1176,1511,"",5456,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1177,1514,"",5457,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1178,1515,"",5458,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1179,1516,"",5459,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1180,1517,"",5460,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1181,1518,"",5461,[],"[16,17,15,14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1182,1519,"","",[348],[],[1917],"",[5],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1183,1522,"",5462,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1184,1523,"",5463,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1185,1524,"",5464,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1186,1525,"","","[348,1308]",[],"[1682,1815]","","[3,7]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1187,1526,"",5465,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1188,1527,"",5466,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1189,1528,"",5467,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1190,1529,"",5468,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1191,1530,"",5469,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1192,1531,"",5470,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1193,1532,"",5471,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1194,1533,"",5472,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1195,1534,"",5473,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1196,1535,"",5474,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1197,1536,"",5475,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1198,1538,"",5476,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1199,1539,"",5477,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1200,1540,"",5478,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1201,1541,"",5479,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1202,1542,"",5480,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1203,1543,"",5481,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1204,1544,"",5482,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1205,1545,"",5483,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1206,1546,"",5484,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1207,1547,"",5485,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1208,1548,"",5486,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1209,1549,"",5487,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1210,1550,"",5488,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1211,1551,"",5489,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1212,1552,"",5490,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1213,1553,"",5491,[],[20],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1214,1554,"",5492,[],"[9,11,12,32,10]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1215,1555,"",5493,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1216,1556,"",5494,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1217,1557,"",5495,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1218,1558,88,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1219,1559,89,"",[1374],[23],[],"",[42],[10],"",[],"",[],[],[],[],"","","","","","",0
1220,1563,"","","[348,1308]",[],[1795],"","[3,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1221,1565,"","","[348,12577]",[],[1964],"","[1,-1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1222,1566,"","","[348,4658,12577,17680]",[],"[1619,2314]","","[2,7,-1,2]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1223,1567,"","","[348,12577]",[],[1963],"","[1,-1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1224,1568,"",5496,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1225,1569,"",5497,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1226,1570,"",5498,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1227,1571,"",5499,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1228,1572,90,"",[1374],[23],[],"",[43],[10],"",[],"",[],[],[],[],"","","","","","",0
1229,1573,"","",[348],[],[1609],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1230,1574,"","","[348,1308,1762]",[],"[1711,1811]","","[-3,5,2]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1231,1575,"","",[348],[],"[1761,1818]","",[9],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1232,1576,"","","[348,1762,12193]",[],[1953],"","[1,3,14]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1233,1577,"","",[348],[],[1938],"",[4],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1234,1578,"","",[1227],[],"[1913,1960,2119]","",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1235,1580,"","",[348],[],"[1607,1828]","",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1236,1581,"",5500,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1237,1582,"",5501,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1238,1583,"",5502,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1239,1584,"",5503,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1240,1585,"",5504,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1241,1591,"","",[1374],[23],[],"",[44],[10],"",[],"",[],[],[],[],"","","","","","",0
1242,1592,"",5508,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1243,1593,"",5509,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1244,1594,"",5510,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1245,1595,"",5511,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1246,1596,"",5512,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1247,1597,"",5513,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1248,1598,"",5514,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1249,1599,"",5515,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1250,1601,"","","[348,1308]",[],"[1860,1859]","","[4,4]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1251,1602,96,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1252,1603,98,"",[1374],[23],[],"",[45],[10],"",[],"",[],[],[],[],"","","","","","",0
1253,1604,"",5516,[],"[14,15,16,17,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1254,1605,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-12],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1255,1606,"",5517,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1256,1607,"",5518,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1257,1608,"",5519,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1258,1609,"",5520,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1259,1610,"",5521,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1260,1611,"",5522,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1261,1612,"",5523,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1262,1613,"",5524,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1263,1614,"",5525,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1264,1616,"","","[348,3654,1308,2725]",[],[1874],"","[6,6,6,5]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
1265,1617,95,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
1266,1618,"","",[1374],[23],[],"",[46],[10],"",[],"",[],[],[],[],"","","","","","",0
1267,1619,"",5526,[],"[14,15,16,17,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1268,1620,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-10],[27],"",[],"",[],[],[],[],"","",0,"","","",0
1269,1621,"",5527,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1270,1622,"",5528,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1271,1623,"",5529,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1272,1624,"",5530,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1273,1625,"",5531,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1274,1626,"",5532,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1275,1628,"",5533,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1276,1629,"",5535,[],"[14,15,16,17,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
1277,1630,"","",[1374],[23],[],"",[47],[10],"",[],"",[],[],[],[],"","","","","","",0
1278,1631,"",5534,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
1279,1632,"",5538,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1280,1633,"",5539,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1281,1634,"",5540,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1282,1635,"",5541,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1283,1636,"",5542,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1284,1637,"",5543,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1285,1639,94,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1286,1641,"",5544,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1287,1643,"",5545,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1288,1644,"",5546,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1289,1645,"",5547,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1290,1646,"",5548,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1291,1649,"",5549,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1292,1650,"",5550,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1293,1651,"",5551,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1294,1652,"",5552,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1295,1654,91,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1296,1656,"",5553,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1297,1657,"",5554,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
1298,1658,"",5555,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
1299,1659,"",5556,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
1300,1660,"",5557,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
1301,1661,"",5558,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1302,1662,100,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
1303,1663,"","",[320],[4],[],"",[77],[11],"",[],"",[],[],[],[],"","","","","","",0
1304,1665,"",5559,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
1305,1666,"",5560,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
1306,1667,"",5561,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
