"rownum","Id","MtxTypeGameSpecificKey","HASH32","HASH16","i32_30","bool_34","bool_35","[rid]_36","HideoutCategory","Skills","i32_84","rid_88","bool_104","bool_105","MiscObject","DropEffect"
224,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",4913,1636953097,36248,8,"","",[1],106,[],0,112,"",1,"",""
225,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",4914,964530077,46816,8,"","",[1],106,[],0,112,"",1,"",""
226,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",4915,12711227,62970,8,"","",[1],106,[],0,112,"",1,"",""
227,"Metadata/Pet/AfterlifeCat/AfterlifeCat",4916,2822336875,55634,8,"","",[1],60,[],0,112,"",1,"",""
228,"Metadata/Pet/VoidSmall/VoidSmall",4917,3954076759,34809,8,"","",[1],43,[],0,112,"",1,"",""
229,"Metadata/Pet/VoidLarge/VoidLarge",4918,2010804744,1490,8,"","",[1],43,[],0,112,"",1,"",""
230,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",4919,1593254384,32519,8,"","",[1],113,[],0,112,"",1,"",""
231,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",4920,2479508899,56937,10,"","",[1],2,[],0,112,"",1,"",""
232,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",4921,1915204720,50775,8,"","",[1],2,[],0,112,"",1,"",""
233,"Metadata/Pet/StygianSteed/HellSteedPet",4922,1967660000,28328,10,"","",[1],2,[],0,112,"",1,"",""
234,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",4923,2991374113,3437,8,"","",[1],2,[],0,112,"",1,"",""
235,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",4924,3406349138,2138,8,"","",[1],59,[],0,112,"",1,"",""
236,"Metadata/Pet/NecroticTiger/NecroticTiger",4925,4037007868,10595,8,"","",[1],88,[],0,112,"",1,"",""
237,"Metadata/Pet/StygianSteed/StygianSteedPet",4926,3108074416,51953,11,"","",[1],107,[],0,112,"",1,"",""
238,"Metadata/Pet/TencentGirl/TencentGirl01",4927,1055490576,48377,10,1,"",[2],86,[],0,112,"",1,"",""
239,"Metadata/Pet/TencentGirl/TencentGirl02",4928,3757974245,64795,10,"",1,[2],86,[],0,112,"",1,"",""
240,"Metadata/Pet/TencentGirl/TencentGirl03",4929,2181322140,55192,10,1,"",[2],86,[],0,112,"",1,"",""
241,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremium",4930,1991057839,22274,8,"",1,[2],86,[],0,112,"",1,"",""
242,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremiumExpired",4931,2195420131,61752,8,1,"",[2],86,[],0,112,"",1,"",""
243,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",4932,468417742,26405,10,"","",[1],22,[],0,112,"",1,"",""
244,"Metadata/Pet/Corgi/Corgi",4933,2256791552,28291,8,"","",[1],3,[],0,112,"",1,"",""
245,"Metadata/Pet/PomeranianDog/PomeranianDog",4934,1389011169,61995,8,"","",[1],3,[],0,112,"",1,"",""
246,"Metadata/Pet/ThaumaturgyDogs/LabradorPet",4935,3250201273,58115,8,"","",[1],3,[],0,112,"",1,"",""
247,"Metadata/Pet/Cat/TabbyCatPet",4936,1036086800,21457,8,"","",[1],3,[],0,112,"",1,"",""
248,"Metadata/Pet/Cat/AmberCatPet",4937,1072171521,13801,8,"","",[1],3,[],0,112,"",1,"",""
249,"Metadata/Pet/Cat/CinnamonCatPet",4938,2558073417,33328,8,"","",[1],3,[],0,112,"",1,"",""
250,"Metadata/Pet/GoddessPet/GoddessPet",4939,1603540092,19432,8,1,"",[1],61,[],0,112,"",1,"",""
251,"Metadata/Pet/GoddessPet/GoddessPetPremium",4940,3127292775,2305,12,"",1,[1],61,[],0,112,"",1,"",""
252,"Metadata/Pet/GoddessPet/GoddessPetPremiumExpired",4941,4084364372,34598,12,1,"",[1],61,[],0,112,"",1,"",""
253,"Metadata/Pet/Cat/HeistCalicoCatPet",4942,740386059,18730,8,"","",[1],70,[],0,112,"",1,"",""
254,"Metadata/Pet/Twilight_SunriseOrreyPet/SunriseOrreryPet",4943,696502847,58300,8,"","",[1],112,[],0,112,"",1,"",""
255,"Metadata/Pet/Wolf/SunriseWolf",4944,2058814415,31096,10,"","",[1],112,[],0,112,"",1,"",""
256,"Metadata/Pet/Twilight_NightfallCloud/NightfallCloud",4945,134216682,64533,8,"","",[1],112,[],0,112,"",1,"",""
257,"Metadata/Pet/Dragon/TwilightNightfallDragon",4946,630517146,51214,15,1,"",[1],112,[],0,112,"",1,"",""
258,"Metadata/Pet/Dragon/TwilightNightfallDragonPremium",4947,733710925,41462,15,"",1,[1],112,[],0,112,"",1,"",""
259,"Metadata/Pet/Dragon/TwilightNightfallDragonPremiumExpired",4948,2641357822,30353,15,1,"",[1],112,[],0,112,"",1,"",""
260,"Metadata/Pet/Duck/Mallard",4949,4208924143,61232,8,"","",[1],3,[],0,112,"",1,"",""
261,"Metadata/Pet/Duck/ParadiseMale",4950,1182769078,55753,8,"","",[1],3,[],0,112,"",1,"",""
262,"Metadata/Pet/Duck/ParadiseFemale",4951,2588474156,24932,8,"","",[1],3,[],0,112,"",1,"",""
263,"Metadata/Pet/DancingSkeleton/DancingSkeleton",4952,1476960374,63614,8,"","",[2],65,[],0,112,"",1,"",""
264,"Metadata/Pet/SurvivorHound/SurvivorHound",4953,631730235,21916,8,"","",[1],3,[],0,112,"",1,"",""
265,"Metadata/Pet/SurvivorHound/SurvivorPackHound",4954,3467965389,15737,8,"","",[1],3,[],0,112,"",1,"",""
266,"Metadata/Pet/SurvivorHound/DemonicHound",4955,4276147696,11024,8,"",1,[1],3,[],0,112,"",1,"",""
267,"Metadata/Pet/SurvivorHound/DemonicHoundExpired",4956,3859333743,9319,8,1,"",[1],3,[],0,112,"",1,"",""
268,"Metadata/Pet/FreyaCompanion/Freya",4957,1678734048,5871,10,1,"",[2],60,[],0,112,"",1,"",""
269,"Metadata/Pet/FreyaCompanion/FreyaPremium",4958,3424567647,3393,10,"",1,[2],60,[],0,112,"",1,"",""
270,"Metadata/Pet/FreyaCompanion/FreyaPremiumExpired",4959,3635988090,7874,10,1,"",[2],60,[],0,112,"",1,"",""
271,"Metadata/Pet/FreyaCompanion/FreyaSummerPremium",4960,4052723394,22349,10,"",1,[2],60,[],0,112,"",1,"",""
272,"Metadata/Pet/FreyaCompanion/FreyaSummerPremiumExpired",4961,1749418984,27566,10,1,"",[2],60,[],0,112,"",1,"",""
273,"Metadata/Pet/ArcticFoxPet/ArcticFoxPet",4962,771065007,43354,8,"","",[1],8,[],0,112,"",1,"",""
274,"Metadata/Pet/MiserySmall/MiserySmall",4963,1625193225,7127,8,"","",[1],119,[],0,112,"",1,"",""
275,"Metadata/Pet/GothicHorrorGhostChild/misery/MiseryHorrorGhostChild",4964,2766404730,22681,8,"","",[1],119,[],0,112,"",1,"",""
276,"Metadata/Pet/Cockroach/CockroachWarlord",4965,4064405829,6916,8,"","",[1],119,[],0,112,"",1,"",""
277,"Metadata/Pet/SufferingSpiritPet/SufferingSpiritPet",4966,2532373608,25240,10,"","",[2],119,[],0,112,"",1,"",""
278,"Metadata/Pet/Rabbit/TintOrangeRabbit",4967,317916285,5774,8,"","",[1],3,[],0,112,"",1,"",""
279,"Metadata/Pet/Rabbit/BlackWhiteRabbit",4968,136846212,5036,8,"","",[1],3,[],0,112,"",1,"",""
280,"Metadata/Pet/Rabbit/WoolyWhiteRabbit",4969,2883755758,13580,8,"","",[1],3,[],0,112,"",1,"",""
281,"Metadata/Pet/RenegadeImp/RenegadeImp",4970,1658385947,38083,8,"","",[1],99,[],0,112,"",1,"",""
282,"Metadata/Pet/GraspingHands/BreachSpawner",4971,4077502832,12921,8,"","",[1],30,[],0,112,"",1,"",""
283,"Metadata/Pet/Cherub/AbyssCherub/AbyssCherub",4972,3730851440,38928,8,"","",[1],30,[],0,112,"",1,"",""
284,"Metadata/Pet/TwilightHorsePet/TwilightSteedPet",4973,1724231041,52036,12,1,"",[1],112,[],0,112,"",1,"",""
285,"Metadata/Pet/TwilightHorsePet/TwilightPegasus",4974,1391966147,58676,14,"",1,[1],112,[],0,112,"",1,"",""
286,"Metadata/Pet/TwilightHorsePet/TwilightPegasusPremiumExpired",4975,2379533265,17925,14,1,"",[1],112,[],0,112,"",1,"",""
287,"Metadata/Pet/VaalToucan/VaalToucan",4976,2597894649,8993,8,"","",[1],114,[],0,112,"",1,"",""
288,"Metadata/Pet/LightBringerCat/LightbringerCat",4977,688176123,37631,8,"","",[1],5,[],0,112,"",1,"",""
289,"Metadata/Pet/GryffonPets/LightBringerGryffon",4978,3468392652,46711,10,"","",[1],5,[],0,112,"",1,"",""
290,"Metadata/Pet/DarkShardFalcon/DarkShardFalcon",4979,237938,41329,8,"","",[1],5,[],0,112,"",1,"",""
291,"Metadata/Pet/GryffonPets/DarkShardGryffon",4980,2626530886,13003,10,"","",[1],5,[],0,112,"",1,"",""
292,"Metadata/Pet/Hasina/Hasina01",4981,783269251,37676,10,1,"",[2],39,[],0,112,"",1,"",""
293,"Metadata/Pet/Hasina/Hasina02",4982,3039618367,20499,10,"",1,[2],39,[],0,112,"",1,"",""
294,"Metadata/Pet/Hasina/Hasina03",4983,3403858983,3781,10,1,"",[2],39,[],0,112,"",1,"",""
295,"Metadata/Pet/HasinaSpring/HasinaSpringPremium",4984,1282019953,24091,8,"",1,[2],39,[],0,112,"",1,"",""
296,"Metadata/Pet/HasinaSpring/HasinaSpringPremiumExpired",4985,1974369172,3642,8,1,"",[2],39,[],0,112,"",1,"",""
297,"Metadata/Pet/ThaumaturgyDachshund/ThaumaturgyDachshund",4986,4249741925,5928,8,"","",[1],111,[],0,112,"",1,"",""
298,"Metadata/Pet/Cat/SoulkeeperCat",4987,1927954227,19929,8,"","",[1],49,[],0,112,"",1,"",""
299,"Metadata/Pet/ScavengerBat/ScavengerBat",4988,1265171745,46665,8,"","",[1],84,[],0,112,"",1,"",""
300,"Metadata/Pet/ScavengerLargeRat/ScavengerLargeRat",4989,909656609,29721,8,"","",[1],84,[],0,112,"",1,"",""
301,"Metadata/Pet/OverseerSmallPet/OverseerSmallPet",4990,3962786791,49108,8,"","",[1],84,[],0,112,"",1,"",""
302,"Metadata/Pet/OverseerLargeOwl/OverseerLargeOwl",4991,3817708353,30924,10,"","",[1],84,[],0,112,"",1,"",""
303,"Metadata/Pet/ParagonPet/ParagonPet",4992,1157963444,23473,8,"","",[1],86,[],0,112,"",1,"",""
304,"Metadata/Pet/EthercraftTurtle/SavageEthercraftTurtle",4993,3560768474,55271,8,"","",[1],46,[],0,112,"",1,"",""
305,"Metadata/Pet/EthercraftTurtleEnraged/EnragedEthercraftTurtle",4994,1263349367,25914,8,"","",[1],46,[],0,112,"",1,"",""
306,"Metadata/Pet/EthercraftTurtleTranquil/TranquilEthercraftTurtle",4995,2173234014,27350,8,"","",[1],46,[],0,112,"",1,"",""
307,"Metadata/Pet/EthercraftTurtleChaotic/ChaoticEthercraftTurtle",4996,2912966858,62826,8,"","",[1],46,[],0,112,"",1,"",""
308,"Metadata/Pet/DragonSerpent/DragonSerpent",4997,3897788463,24700,14,1,"",[1],12,[],0,112,"",1,"",""
309,"Metadata/Pet/DragonSerpent/DragonSerpentPremium",4998,3197607393,9078,14,"",1,[1],12,[],0,112,"",1,"",""
310,"Metadata/Pet/DragonSerpent/DragonSerpentPremiumExpired",4999,4195250001,38239,14,1,"",[1],12,[],0,112,"",1,"",""
311,"Metadata/Pet/JingweiBabyCrane/JingweiBabyCrane",5000,2665867630,30603,8,1,"",[1],77,[],0,112,"",1,"",""
312,"Metadata/Pet/JingweiCrane/JingweiCrane",5001,264279271,39719,14,"",1,[1],77,[],0,112,"",1,"",""
313,"Metadata/Pet/JingweiCrane/JingweiCraneExpired",5002,1348147187,18344,14,1,"",[1],77,[],0,112,"",1,"",""
314,"Metadata/Pet/BuccaneerPet/BuccaneerPet",5004,3488395565,32449,8,"","",[2],34,[],0,112,"",1,"",""
315,"Metadata/Pet/IntrepidDeer/IntrepidDeer",5003,3916509502,55375,8,"","",[1],103,[],0,112,"",1,"",""
316,"Metadata/Pet/Seagull/AtlantisSirenSeagull",5006,1339325001,13725,8,"","",[1],10,[],0,112,"",1,"",""
317,"Metadata/Pet/AtlantisSirenPegasus/AtlantisSirenPegasus",5007,3736073657,11030,12,"","",[1],10,[],0,112,"",1,"",""
318,"Metadata/Pet/Frog/Deepwater",5008,1460654438,34409,8,"","",[1],10,[],0,112,"",1,"",""
319,"Metadata/Pet/FishMine/FishMine",5009,2822385829,39071,8,"","",[1],10,[],0,112,"",1,"",""
320,"Metadata/Pet/HellscapePet/HellscapePet",5010,4157888198,41234,10,"","",[1],103,[],0,112,"",1,"",""
321,"Metadata/Pet/Skadi/Skadi",5011,2373152228,57495,10,1,"",[2],8,[],0,112,"",1,"",""
322,"Metadata/Pet/Skadi/SkadiPremium",5012,2894117663,6047,10,"",1,[2],8,[],0,112,"",1,"",""
323,"Metadata/Pet/Skadi/SkadiPremiumExpired",5013,160065354,28352,10,1,"",[2],8,[],0,112,"",1,"",""
324,"Metadata/Pet/CelestialTurtle/CelestialTurtle",5017,2491926731,23628,8,"","",[1],22,[],0,112,"",1,"",""
325,"Metadata/Pet/GryffonPets/DarkShardTencentGryffon",5014,1944219162,7672,10,1,"",[1],86,[],0,112,"",1,"",""
326,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremium",5015,3516290977,34359,10,"",1,[1],86,[],0,112,"",1,"",""
327,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremiumExpired",5016,110993394,39279,10,1,"",[1],86,[],0,112,"",1,"",""
328,"Metadata/Pet/WyrmCall/WyrmCallPet",5005,613723347,34887,15,"","",[1],7,[],0,112,"",1,"",""
329,"Metadata/Pet/Beetle/HeritageBeetle",5018,4208206444,55480,8,"","",[1],68,[],0,112,"",1,"",""
330,"Metadata/Pet/HummingBird/HeritageHummingBird",5019,1760391217,6364,8,"","",[1],68,[],0,112,"",1,"",""
331,"Metadata/Pet/HeritagePeacock/HeritagePeacock",5020,223614470,6994,8,"","",[1],68,[],0,112,"",1,"",""
332,"Metadata/Pet/Centipede/DivergenceCentipede",5021,4055644182,51626,8,"","",[1],68,[],0,112,"",1,"",""
333,"Metadata/Pet/DivergenceAnglerFish/DivergenceAnglerFish",5022,469700062,5665,10,"","",[1],68,[],0,112,"",1,"",""
334,"Metadata/Pet/SkadiWolfPup/SkadiWolfPup",5023,762848640,2296,8,1,"",[1],3,[],0,112,"",1,"",""
335,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpirit",5024,1886500371,50786,8,"",1,[1],3,[],0,112,"",1,"",""
336,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpiritExpired",5025,3530065156,22380,8,1,"",[1],3,[],0,112,"",1,"",""
337,"Metadata/Pet/GodOfThunderBabyTiger/GodOfThunderBabyTiger",5026,3501079947,60709,8,1,"",[1],3,[],0,112,"",1,"",""
338,"Metadata/Pet/Tiger/GodofThunderPet",5027,2542937964,45310,8,"",1,[1],3,[],0,112,"",1,"",""
339,"Metadata/Pet/Tiger/GodofThunderPremiumExpiredPet",5028,1593330702,4854,8,1,"",[1],3,[],0,112,"",1,"",""
340,"Metadata/Pet/Tiger/HarmoniousTigerPet",5032,3193360419,28277,8,"","",[1],67,[],0,112,"",1,"",""
341,"Metadata/Pet/HummingBird/HummingBird",5033,353736649,33500,8,"","",[1],3,[],0,112,"",1,"",""
342,"Metadata/Pet/FennecFox/FennecFox",5034,1351506644,2650,8,"","",[1],3,[],0,112,"",1,"",""
343,"Metadata/Pet/GiantHornet/GiantHornet",5035,1323692563,48374,8,"","",[1],3,[],0,112,"",1,"",""
344,"Metadata/Pet/Wolverine/Wolverine",5036,1373980882,6455,8,"","",[1],3,[],0,112,"",1,"",""
345,"Metadata/Pet/PoodleMoth/PoodleMoth",5037,1438685720,53208,8,"","",[1],3,[],0,112,"",1,"",""
346,"Metadata/Pet/FaridunLizardPet/FaridunLizardPet",5038,1371332229,36665,8,"","",[1],3,[],0,112,"",1,"",""
347,"Metadata/Pet/FangtoothMoray/FangtoothMoray",5039,388925269,36987,8,"","",[1],3,[],0,"","",1,"",""
348,"Metadata/Pet/Raccoon/Raccoon",5040,4145065216,23056,10,"","",[1],3,[75111],0,112,"",1,"",""
349,"Metadata/Pet/AyeAyePet/AyeAye",5041,3251219433,27168,8,"","",[1],3,[],0,112,"",1,"",""
350,"Metadata/Pet/Cat/AristocratCat",5042,1825524081,9662,8,"","",[1],3,[],0,112,"",1,"",""
351,"Metadata/Pet/CultDarkness/Aristocrat/Aristocrat",5043,2021090566,7537,10,"","",[1],3,[],0,112,"",1,"",""
352,"Metadata/Pet/BladeSoul/BladeSoulSword",5044,3240957994,55559,10,1,"",[2],11,[],0,112,"",1,"",""
353,"Metadata/Pet/BladeSoul/BladeSoulCompanion",5045,2798558064,15806,10,"",1,[2],11,[],0,112,"",1,"",""
354,"Metadata/Pet/BladeSoul/BladeSoulCompanionExpired",5046,965641055,47825,10,1,"",[2],11,[],0,112,"",1,"",""
355,"Metadata/Pet/TencentAristocratCat/TencentAristocratCat",5047,445579920,6175,8,1,"",[1],3,[],0,112,"",1,"",""
356,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremium",5048,3293920726,63875,8,"",1,[1],3,[],0,112,"",1,"",""
357,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremiumExpired",5049,2928643053,9570,8,1,"",[1],3,[],0,112,"",1,"",""
358,"Metadata/Pet/Battery/Mana/ManaBatteryOrb",5050,2452426201,40948,8,"","",[1],86,[],0,112,"",1,"",""
359,"Metadata/Pet/Battery/Life/LifeBatteryOrb",5051,222605684,48176,8,"","",[1],86,[],0,112,"",1,"",""
360,"Metadata/Pet/EmberkeepVulture/EmberkeepVulture",5054,2411675243,45524,8,"",1,[1],3,[],0,112,"",1,"",""
361,"Metadata/Pet/GolemBall/GolemBall",5052,3604393577,30911,8,"","",[1],86,[],0,112,"",1,"",""
362,"Metadata/Pet/lightningbird/LightningBird",5055,1893236370,3658,14,"","",[1],3,[],0,112,"",1,"",""
363,"Metadata/Pet/lightningbird/LightningBirdAutomaton",5056,189116957,47448,14,"","",[1],3,[],0,112,"",1,"",""
364,"Metadata/Pet/lightningbird/LightningBirdCelestial",5057,3037320490,24611,14,"","",[1],3,[],0,112,"",1,"",""
365,"Metadata/Pet/lightningbird/LightningBirdDivine",5058,1873599694,45922,14,"","",[1],3,[],0,112,"",1,"",""
366,"Metadata/Pet/Arachnomorph/ArachnomorphPetBone",5059,1790979741,17501,14,"","",[1],3,[],0,112,"",1,"",""
367,"Metadata/Pet/Arachnomorph/ArachnomorphPetBulb",5060,4164132344,26059,14,"","",[1],3,[],0,112,"",1,"",""
368,"Metadata/Pet/Arachnomorph/ArachnomorphPetSabre",5061,714117577,47961,14,"","",[1],3,[],0,112,"",1,"",""
369,"Metadata/Pet/Arachnomorph/ArachnomorphPetSpindly",5062,2613261753,44666,14,"","",[1],3,[],0,112,"",1,"",""
370,"Metadata/Pet/Arachnomorph/ArachnomorphPetPlated",5063,873921783,51425,14,"","",[1],3,[],0,112,"",1,"",""
371,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderFire",5064,2951111646,52280,1,"","",[1],3,[73570],1,112,"",1,"",""
372,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderGold",5065,479793990,4063,1,"","",[1],3,[73570],1,112,"",1,"",""
373,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderGreen",5066,4238499039,41085,1,"","",[1],3,[73570],1,112,"",1,"",""
374,"Metadata/Pet/Blob/Blob",5067,3575377009,14698,12,"","",[1],86,[],0,112,"",1,"",""
375,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion01",5068,1222432398,40530,12,1,"",[2],86,[],0,112,"",1,"",""
376,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion02",5069,3740096027,35062,12,"",1,[2],86,[],0,112,"",1,"",""
377,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion03",5070,2021643938,44765,12,1,"",[2],86,[],0,112,"",1,"",""
378,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion04",5071,2863956725,10305,12,1,"",[2],86,[],0,112,"",1,"",""
379,"Metadata/Pet/Demonling/DemonlingPetGalloping",5072,554495692,53184,8,"","",[1],38,[],0,112,"",1,"",""
380,"Metadata/Pet/Demonling/DemonlingPetHeadless",5073,1648043840,17787,8,"","",[1],38,[],0,112,"",1,"",""
381,"Metadata/Pet/Demonling/DemonlingPetScuttling",5074,2080270347,5109,12,"","",[1],38,[],0,112,"",1,"",""
382,"Metadata/Pet/Demonling/DemonlingPetSpiky",5075,150298857,26652,8,"","",[1],38,[],0,112,"",1,"",""
383,"Metadata/Pet/Demonling/DemonlingPetWinged",5076,953113821,25618,8,"","",[1],38,[],0,112,"",1,"",""
384,"Metadata/Pet/BloodlordPet/Bloodlord",5077,2556815969,29188,14,"","",[1],38,[],0,112,"",1,"",""
385,"Metadata/Pet/PetRock/PetRock",5078,4241083298,14187,14,"","",[1],87,[],0,112,"",1,"",""
386,"Metadata/Pet/PetRock/PetRockAzurite",5079,3208165520,1960,14,"","",[1],87,[],0,112,"",1,"",""
387,"Metadata/Pet/PetRock/PetRockGold",5080,3035904671,36459,14,"","",[1],87,[],0,112,"",1,"",""
388,"Metadata/Pet/PetRock/PetRockSandstone",5081,1090784880,20340,14,"","",[1],87,[],0,112,"",1,"",""
389,"Metadata/Pet/PetRock/PetRockStatues",5082,415823229,60853,14,"","",[1],87,[],0,112,"",1,"",""
390,"Metadata/Pet/PetRock/PetRockSulphur",5083,3802155653,43045,14,"","",[1],87,[],0,112,"",1,"",""
391,"Metadata/Pet/PetRock/PetRockVaal",5084,1975865415,9602,14,"","",[1],87,[],0,112,"",1,"",""
392,"Metadata/Pet/GoblinBand/GoblinBandLeader",5085,722930298,8557,8,"","",[1],86,[],1,112,1,1,"",""
393,"Metadata/Pet/ScarletMacawParrot/ScarletMacawParrot",5086,2625696327,28359,8,"","",[1],3,[],0,"","",1,"",""
394,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitSmall",5087,569454271,3918,8,1,"",[1],3,[],0,112,"",1,"",""
395,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitBig",5088,4212061781,3419,12,"",1,[1],3,[],0,112,"",1,"",""
396,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitBigExpired",5089,277262821,41315,12,1,"",[1],3,[],0,112,"",1,"",""
397,"Metadata/Pet/SandWorm/SandWorm",5090,269585402,39915,12,"","",[1],3,[],0,112,"",1,"",""
398,"Metadata/Pet/SandWorm/SandWormRed",5091,3084814469,16219,12,"","",[1],3,[],0,112,"",1,"",""
399,"Metadata/Pet/SandWorm/SandWormBlue",5092,833260144,48090,12,"","",[1],3,[],0,112,"",1,"",""
400,"Metadata/Pet/Bear/DelveBear",5093,1894209220,9763,10,"","",[1],3,[],0,112,"",1,"",""
401,"Metadata/Pet/PandemoniumSpider/BlackWidowSpider",5094,3656802532,47378,8,"","",[1],3,[],0,112,"",1,"",""
402,"Metadata/Pet/SurvivorHound/ArmouredHuntingDog",5095,1413104379,5825,8,"","",[1],3,"[77992,77993,77994,77995]",0,112,"",1,"",""
403,"Metadata/Pet/TencentGhostriderCompanion/TencentGhostriderCompanion_01",5096,2617150766,5840,12,1,"",[2],86,[],0,112,"",1,"",""
404,"Metadata/Pet/TencentGhostriderCompanion/TencentGhostriderCompanion_02",5097,4199056603,32403,12,"",1,[2],86,[],0,112,"",1,"",""
405,"Metadata/Pet/TencentGhostriderCompanion/TencentGhostriderCompanion_03",5098,3006396018,17731,12,1,"",[2],86,[],0,112,"",1,"",""
406,"Metadata/Pet/TencentGhostriderCompanion/TencentGhostriderCompanion_04",5099,918808509,53630,12,"",1,[2],86,[],0,112,"",1,"",""
407,"Metadata/Pet/TencentGhostriderCompanion/TencentGhostriderCompanion_05",5100,1972738391,60610,12,1,"",[2],86,[],0,112,"",1,"",""
408,"Metadata/Pet/CurrencyOrbCompainion/ChaosOrb",5101,3958056089,53106,8,"","",[1],86,[],0,112,"",1,"",""
409,"Metadata/Pet/CurrencyOrbCompainion/VaalOrb",5102,337167582,53446,8,"","",[1],86,[],0,112,"",1,"",""
410,"Metadata/Pet/CurrencyOrbCompainion/ExaltedOrb",5103,1025832503,51987,8,"","",[1],86,[],0,112,"",1,"",""
411,"Metadata/Pet/Mimic/Mimic",6902,238523489,39510,20,"","",[1],86,[78047],0,112,"",1,"",""
412,"Metadata/Pet/NecroticCat/NecroticCat",5104,1091672950,55911,8,1,"",[1],3,[],0,112,"",1,"",""
413,"Metadata/Pet/NecroticCat/NecroticPremiumCat",5105,1028628464,41663,8,"",1,[1],3,[],0,112,"",1,"",""
414,"Metadata/Pet/NecroticCat/NecroticPremiumExpiredCat",5106,3261260720,8658,8,1,"",[1],3,[],0,112,"",1,"",""
415,"Metadata/Pet/FlyingMorphPets/MorphingBat",5107,2939617382,44881,12,"","",[1],3,[],0,112,"",1,"",""
416,"Metadata/Pet/FlyingMorphPets/MorphingBeetle",5108,3734928955,41125,12,"","",[1],3,[],0,112,"",1,"",""
417,"Metadata/Pet/FlyingMorphPets/MorphingEyeball",5109,174935975,17866,8,"","",[1],3,[],0,112,"",1,"",""
418,"Metadata/Pet/FlyingMorphPets/MorphingFlyingToad",5110,4003846514,14295,10,"","",[1],3,[],0,112,"",1,"",""
419,"Metadata/Pet/FlyingMorphPets/MorphingJellyfish__",5111,262134321,54702,14,"","",[1],3,[],0,112,"",1,"",""
420,"Metadata/Pet/OctopusParasite/OctopusParasiteCelestial",5112,387392463,13528,14,"","",[1],3,[],0,"","",1,"",""
421,"Metadata/Pet/OctopusParasite/OctopusParasiteFlame",5113,2716753475,65453,14,"","",[1],3,[],0,"","",1,"",""
422,"Metadata/Pet/OctopusParasite/OctopusParasiteWater",5114,2832215625,34457,14,"","",[1],3,[],0,"","",1,"",""
423,"Metadata/Pet/DragonSerpent/red_DragonSerpent",5115,3295560139,34213,8,"","",[1],3,[],0,112,"",1,"",""
424,"Metadata/Pet/GodOfThunderBabyTiger_blue/GodOfThunderBabyTiger",5029,2300228633,15619,8,1,"",[1],3,[],0,112,"",1,"",""
425,"Metadata/Pet/Tiger/GodofThunderPet_blue",5030,1997427548,9298,8,"",1,[1],3,[],0,112,"",1,"",""
426,"Metadata/Pet/Tiger/GodofThunderPremiumExpiredPet_blue",5031,2331813427,11471,8,1,"",[1],3,[],0,112,"",1,"",""
427,"Metadata/Pet/DraconicCompanion/DraconicCompanion",5116,3930015541,44298,16,1,"",[2],86,[],0,112,"",1,"",""
428,"Metadata/Pet/DraconicCompanion/DraconicCompanionPremium",5117,563894644,30952,16,"",1,[2],86,[],0,112,"",1,"",""
429,"Metadata/Pet/DraconicCompanion/DraconicCompanionPremiumExpired",5118,380397384,29156,16,1,"",[2],86,[],0,112,"",1,"",""
430,"Metadata/Pet/BabyKitava/BabyKitava",5119,1693844417,26423,8,"","",[2],86,[],0,112,"",1,"",""
431,"Metadata/Pet/BabyBossesHumans/BabyBrutus/BabyBrutus",5120,1537136486,36088,8,"","",[2],86,[],0,112,"",1,"",""
432,"Metadata/Pet/BabyBossesHumans/BabyPiety/BabyPiety",5121,2340005336,11937,8,"","",[2],86,[],0,112,"",1,"",""
433,"Metadata/Pet/BabyBossesHumans/BabyDominus/BabyDominus",5122,551313896,16692,8,"","",[2],86,[],0,112,"",1,"",""
434,"Metadata/Pet/BabyBossesHumans/BabyHillock/BabyHillock",5123,3304341177,64077,8,"","",[2],86,[],0,112,"",1,"",""
