"rownum","Id","Audio","[i32]_24","VolumePercentage","QuestFlag1","QuestFlag2","i32_76","i32_80"
94,"Cassia2","[""Audio/Dialogue/NPC/Cassia/Cas_03_1A.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_1B.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_1C.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_2A.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_2B.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_2C.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_3A.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_3B.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_3C.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_4A.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_4B.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_4C.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_5A.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_5B.ogg"",""Audio/Dialogue/NPC/Cassia/Cas_03_5C.ogg""]",[],100,"","",1770,1770
95,"Tane1","[""Audio/Dialogue/NPC/Tane/TA_02_A.ogg"",""Audio/Dialogue/NPC/Tane/TA_02_B.ogg"",""Audio/Dialogue/NPC/Tane/TA_02_C.ogg""]",[],100,"","",1770,1770
96,"Tane2","[""Audio/Dialogue/NPC/Tane/TA_03_A.ogg"",""Audio/Dialogue/NPC/Tane/TA_03_B.ogg"",""Audio/Dialogue/NPC/Tane/TA_03_C.ogg""]",[],100,"","",1770,1770
97,"Kirac1","[""Audio/Dialogue/NPC/Kirac/KI_47_1A.ogg"",""Audio/Dialogue/NPC/Kirac/KI_47_1B.ogg"",""Audio/Dialogue/NPC/Kirac/KI_47_1C.ogg"",""Audio/Dialogue/NPC/Kirac/KI_47_2A.ogg"",""Audio/Dialogue/NPC/Kirac/KI_47_3A.ogg"",""Audio/Dialogue/NPC/Kirac/KI_47_3B.ogg"",""Audio/Dialogue/NPC/Kirac/KI_47_3C.ogg"",""Audio/Dialogue/NPC/Kirac/KI_47_4A.ogg"",""Audio/Dialogue/NPC/Kirac/KI_47_4B.ogg"",""Audio/Dialogue/NPC/Kirac/KI_47_4C.ogg""]",[],100,"","",1770,1770
98,"Kirac2","[""Audio/Dialogue/NPC/Kirac/KI_46_1A.ogg"",""Audio/Dialogue/NPC/Kirac/KI_46_1B.ogg"",""Audio/Dialogue/NPC/Kirac/KI_46_2A.ogg"",""Audio/Dialogue/NPC/Kirac/KI_46_2B.ogg"",""Audio/Dialogue/NPC/Kirac/KI_46_3A.ogg"",""Audio/Dialogue/NPC/Kirac/KI_46_3B.ogg""]",[],100,"","",1770,1770
99,"Adiyah1","[""Audio/Dialogue/NPC/Adiyah/Adiyah_53_1_A.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_1_B.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_1_C.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_2_A.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_2_B.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_2_C.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_3_A.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_3_B.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_3_C.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_4_A.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_4_B.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_4_C.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_5_A.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_5_B.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_53_5_C.ogg""]",[],100,"","",1770,1770
100,"Adiyah2","[""Audio/Dialogue/NPC/Adiyah/Adiyah_54_1_A.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_1_B.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_1_C.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_2_A.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_2_B.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_2_C.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_3_A.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_3_B.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_3_C.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_4_A.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_4_B.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_4_C.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_5_A.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_5_B.ogg"",""Audio/Dialogue/NPC/Adiyah/Adiyah_54_5_C.ogg""]",[],100,"","",1770,1770
101,"Kurai1","[""Audio/Dialogue/NPC/Kurai/Kurai_44_01_01.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_01_02.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_01_03.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_02_01.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_02_02.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_02_03.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_03_01.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_03_02.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_03_03.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_04_01.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_04_02.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_04_03.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_05_01.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_05_02.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_44_05_03.ogg""]",[],100,"","",1770,1770
102,"Kurai2","[""Audio/Dialogue/NPC/Kurai/Kurai_45_01_01.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_01_02.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_01_03.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_02_01.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_02_02.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_02_03.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_03_01.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_03_02.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_03_03.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_04_01.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_04_02.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_04_03.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_05_01.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_05_02.ogg"",""Audio/Dialogue/NPC/Kurai/Kurai_45_05_03.ogg""]",[],100,"","",1770,1770
103,"Tullina1","[""Audio/Dialogue/NPC/Tullina/Tullina_35_01_A.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_01_B.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_01_C.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_02_A.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_02_B.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_02_C.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_03_A.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_03_B.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_03_C.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_04_A.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_04_B.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_04_C.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_05_A.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_05_B.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_35_05_C.ogg""]",[],100,"","",1770,1770
104,"Tullina2","[""Audio/Dialogue/NPC/Tullina/Tullina_36_01A.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_01B.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_01C.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_02A.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_02B.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_02C.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_03A.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_03B.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_04A.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_04B.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_04C.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_05A.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_05B.ogg"",""Audio/Dialogue/NPC/Tullina/Tullina_36_05C.ogg""]",[],100,"","",1770,1770
105,"Tibbs1","[""Audio/Dialogue/NPC/Tibbs/Tibbs_35_A.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_34_B.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_34_C.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_34_D.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_34_E.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_34_F.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_34_G.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_34_H.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_34_I.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_34_J.ogg""]",[],100,"","",1770,1770
106,"Tibbs2","[""Audio/Dialogue/NPC/Tibbs/Tibbs_35_A.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_35_B.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_35_C.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_35_D.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_35_E.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_35_F.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_35_G.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_35_H.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_35_I.ogg"",""Audio/Dialogue/NPC/Tibbs/Tibbs_35_J.ogg""]",[],100,"","",1770,1770
107,"Karst1","[""Audio/Dialogue/NPC/Karst/Karst_36_01_A.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_01_B.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_01_C.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_02_A.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_02_B.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_02_C.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_03_A.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_03_B.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_03_C.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_04_A.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_04_B.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_04_C.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_05_A.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_05_B.ogg"",""Audio/Dialogue/NPC/Karst/Karst_36_05_C.ogg""]",[],100,"","",1770,1770
108,"Karst2","[""Audio/Dialogue/NPC/Karst/Karst_37_01_A.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_01_B.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_01_C.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_02_A.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_02_B.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_02_C.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_03_A.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_03_B.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_03_C.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_04_A.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_04_B.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_04_C.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_05_A.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_05_B.ogg"",""Audio/Dialogue/NPC/Karst/Karst_37_05_C.ogg""]",[],100,"","",1770,1770
109,"Isla1","[""Audio/Dialogue/NPC/Isla/Isla_125_01_A.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_01_B.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_01_C.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_02_A.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_02_B.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_02_C.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_03_A.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_03_B.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_03_B.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_03_C.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_04_A.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_04_B.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_04_C.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_05_A.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_05_B.ogg"",""Audio/Dialogue/NPC/Isla/Isla_125_05_C.ogg""]",[],100,"","",1770,1770
110,"Isla2","[""Audio/Dialogue/NPC/Isla/Isla_126_01_A.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_01_B.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_01_C.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_02_A.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_02_B.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_02_C.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_03_A.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_03_B.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_03_C.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_04_A.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_04_B.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_04_C.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_05_A.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_05_B.ogg"",""Audio/Dialogue/NPC/Isla/Isla_126_05_C.ogg""]",[],100,"","",1770,1770
111,"Whakano1","[""Audio/Dialogue/NPC/Whakano/Whakano_17_01_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_01_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_01_C.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_02_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_02_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_02_C.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_03_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_03_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_03_C.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_04_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_04_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_04_C.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_05_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_05_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_17_05_C.ogg""]",[],100,"","",1770,1770
112,"Whakano2","[""Audio/Dialogue/NPC/Whakano/Whakano_18_01_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_01_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_01_C.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_02_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_02_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_02_C.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_03_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_03_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_03_C.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_04_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_04_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_04_C.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_05_A.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_05_B.ogg"",""Audio/Dialogue/NPC/Whakano/Whakano_18_05_C.ogg""]",[],100,"","",1770,1770
113,"Gianna1","[""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_A.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_B.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_C.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_D.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_E.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_F.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_G.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_H.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_I.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_J.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_K.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_L.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_M.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_N.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_O.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Greeting_P.ogg""]",[],100,"","",1770,1770
114,"Gianna2","[""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_A.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_B.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_C.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_D.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_E.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_F.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_G.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_H.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_I.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_J.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_K.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_L.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_M.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_N.ogg"",""Audio/Dialogue/NPC/Gianna/Gianna_Farewell_O.ogg""]",[],100,"","",1770,1770
115,"Nenet1","[""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_01.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_02.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_03.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_04.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_05.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_06.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_07.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_08.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_09.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_10.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_11.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_12.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_13.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_14.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Greeting_15.ogg""]",[],100,"","",1770,1770
116,"Nenet2","[""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_01.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_02.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_03.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_04.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_05.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_06.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_07.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_08.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_09.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_10.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_11.ogg"",""Audio/Dialogue/NPC/Nenet/Nenet_Farewell_12.ogg""]",[],100,"","",1770,1770
117,"Vinderi1","[""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_A.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_B.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_C.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_D.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_E.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_F.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_G.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_H.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_I.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_J.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_K.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_L.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_M.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_N.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Greeting_O.ogg""]",[],100,"","",1770,1770
118,"Vinderi2","[""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_A.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_B.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_C.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_D.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_E.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_F.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_G.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_H.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_I.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_J.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_K.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_L.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_M.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_N.ogg"",""Audio/Dialogue/NPC/Vinderi/Vinderi_Farewell_O.ogg""]",[],100,"","",1770,1770
119,"Huck1","[""Audio/Dialogue/NPC/Huck/Huck_Greeting_A.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_B.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_C.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_D.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_E.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_F.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_G.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_H.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_I.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_J.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_K.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_L.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_M.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_N.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Greeting_O.ogg""]",[],100,"","",1770,1770
120,"Huck2","[""Audio/Dialogue/NPC/Huck/Huck_Farewell_A.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_B.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_C.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_D.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_E.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_F.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_G.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_H.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_I.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_J.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_K.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_L.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_M.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_N.ogg"",""Audio/Dialogue/NPC/Huck/Huck_Farewell_O.ogg""]",[],100,"","",1770,1770
121,"Niles1","[""Audio/Dialogue/NPC/Niles/Niles_Greeting_A.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_B.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_C.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_D.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_E.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_F.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_G.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_H.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_I.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_J.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_K.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_L.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_M.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_N.ogg"",""Audio/Dialogue/NPC/Niles/Niles_Greeting_O.ogg""]",[],100,"","",1770,1770
