"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[rid]_222","MonsterMetadata","MonsterKillAchievements","ArchnemesisType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool_411","CraftingItemClassRestrictions","MonsterOnDeath","i32_436","HeistAchievements","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool_524","i32_525","i32_529","i32_533","i32_537","i32_541","i32_545","i32_549","i32_553","i32_557","i32_561","i32_565","i32_569","i32_573","i32_577","i32_581","i32_585","BuffTemplate1","ArchnemesisMinionMod","HASH32","BuffTemplate2","GameMode","GrantedEffectRuthless","bool_653"
5343,"MapCorruptedSideAreaDamage",17198,755,69,1040,5240,992,"",5,"Savage","<if:MS>{Brutal}<elif:FS>{Brutale}<elif:MP>{Brutaux}<elif:FP>{Brutales}","<if:MS>{Barbarischer}<elif:FS>{Barbarische}<elif:NS>{Barbarisches}<elif:MP>{Barbarische}<elif:FP>{Barbarische}<elif:NP>{Barbarische}","獰猛な","야만적인","<if:MS>{Selvagem}<elif:FS>{Selvagem}<elif:NS>{Selvagem}<elif:MP>{Selvagens}<elif:FP>{Selvagens}<elif:NP>{Selvagens}","<if:MS>{Свирепый}<elif:FS>{Свирепая}<elif:NS>{Свирепое}<elif:MP>{Свирепые}<elif:FP>{Свирепые}<elif:NP>{Свирепые}","<if:MS>{salvaje}<elif:FS>{salvaje}<elif:MP>{salvajes}<elif:FP>{salvajes}","Savage","野蠻人的",1,[307],22,22,3,3,35,45,0,0,"[1093,116,0]","[0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[631,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3782910548,[],0,[],""
5344,"MapCorruptedSideAreaFireDamage",10568,762,69,1040,5240,1033,"",5,"Burning","<if:MS>{Brûlant}<elif:FS>{Brûlante}<elif:MP>{Brûlants}<elif:FP>{Brûlantes}","<if:MS>{Brennender}<elif:FS>{Brennende}<elif:NS>{Brennendes}<elif:MP>{Brennende}<elif:FP>{Brennende}<elif:NP>{Brennende}","燃える","불타는","<if:MS>{Ardente}<elif:FS>{Ardente}<elif:NS>{Ardente}<elif:MP>{Ardentes}<elif:FP>{Ardentes}<elif:NP>{Ardentes}","<if:MS>{Жаркий}<elif:FS>{Жаркая}<elif:NS>{Жаркое}<elif:MP>{Жаркие}<elif:FP>{Жаркие}<elif:NP>{Жаркие}","<if:MS>{candente}<elif:FS>{candente}<elif:MP>{candentes}<elif:FP>{candentes}","Burning","燃燒的",1,[308],18,18,2,2,120,160,0,0,"[1093,116,0]","[0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,657,631,312,317,308,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3299798502,[],0,[],""
5345,"MapCorruptedSideAreaColdDamage",15328,769,69,1040,5240,1034,"",5,"Freezing","<if:MS>{Gelant}<elif:FS>{Gelante}<elif:MP>{Gelants}<elif:FP>{Gelantes}","<if:MS>{Einfrierender}<elif:FS>{Einfrierende}<elif:NS>{Einfrierendes}<elif:MP>{Einfrierende}<elif:FP>{Einfrierende}<elif:NP>{Einfrierende}","凍りつく","동결의","<if:MS>{Congelante}<elif:FS>{Congelante}<elif:NS>{Congelante}<elif:MP>{Congelantes}<elif:FP>{Congelantes}<elif:NP>{Congelantes}","<if:MS>{Замораживающий}<elif:FS>{Замораживающая}<elif:NS>{Замораживающее}<elif:MP>{Замораживающие}<elif:FP>{Замораживающие}<elif:NP>{Замораживающие}","<if:MS>{congelante}<elif:FS>{congelante}<elif:MP>{congelantes}<elif:FP>{congelantes}","Freezing","急凍的",1,[308],18,18,2,2,120,160,0,0,"[1093,116,0]","[0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,657,631,312,317,309,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3528321453,[],0,[],""
5346,"MapCorruptedSideAreaLightningDamage_",16449,776,69,1040,5240,1035,"",5,"Shocking","<if:MS>{Électrocutant}<elif:FS>{Électrocutante}<elif:MP>{Électrocutants}<elif:FP>{Électrocutantes}","<if:MS>{Schockender}<elif:FS>{Schockende}<elif:NS>{Schockendes}<elif:MP>{Schockende}<elif:FP>{Schockende}<elif:NP>{Schockende}","電撃の","감전의","<if:MS>{Eletrizante}<elif:FS>{Eletrizante}<elif:NS>{Eletrizante}<elif:MP>{Eletrizantes}<elif:FP>{Eletrizantes}<elif:NP>{Eletrizantes}","<if:MS>{Шоковый}<elif:FS>{Шоковая}<elif:NS>{Шоковое}<elif:MP>{Шоковые}<elif:FP>{Шоковые}<elif:NP>{Шоковые}","<if:MS>{impactante}<elif:FS>{impactante}<elif:MP>{impactantes}<elif:FP>{impactantes}","Shocking","電震的",1,[308],18,18,2,2,120,160,0,0,"[1093,116,0]","[0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,657,631,312,317,310,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1941255156,[],0,[],""
5347,"MapCorruptedSideAreaFast",39935,781,69,1040,5240,993,994,5,"Fleet","<if:MS>{Dégourdi}<elif:FS>{Dégourdie}<elif:MP>{Dégourdis}<elif:FP>{Dégourdies}","<if:MS>{Flüchtiger}<elif:FS>{Flüchtige}<elif:NS>{Flüchtiges}<elif:MP>{Flüchtige}<elif:FP>{Flüchtige}<elif:NP>{Flüchtige}","素早い","쾌속의","<if:MS>{Célere}<elif:FS>{Célere}<elif:NS>{Célere}<elif:MP>{Céleres}<elif:FP>{Céleres}<elif:NP>{Céleres}","<if:MS>{Подвижный}<elif:FS>{Подвижная}<elif:NS>{Подвижное}<elif:MP>{Подвижные}<elif:FP>{Подвижные}<elif:NP>{Подвижные}","<if:MS>{veloz}<elif:FS>{veloz}<elif:MP>{veloces}<elif:FP>{veloces}","Fleet","飄忽的",1,[313],20,20,3,3,30,35,40,45,"[1093,116,0]","[0,800,0]",[],[],[],"",[],[],40,45,995,[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,34,323,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",982753644,[],0,[],""
5348,"MapCorruptedSideAreaDangerousBoss",24162,722,69,1040,5240,984,985,5,"Overlord's","<if:MS>{Seigneurial}<elif:FS>{Seigneuriale}<elif:MP>{Seigneuriaux}<elif:FP>{Seigneuriales}","<if:MS>{Despotischer}<elif:FS>{Despotische}<elif:NS>{Despotisches}<elif:MP>{Despotische}<elif:FP>{Despotische}<elif:NP>{Despotische}","大君の","대군주의","<if:MS>{do Suserano}<elif:FS>{da Suserana}<elif:NS>{de Suserano}<elif:MP>{dos Suseranos}<elif:FP>{das Suseranas}<elif:NP>{de Suseranos}","<if:MS>{Властный}<elif:FS>{Властная}<elif:NS>{Властное}<elif:MP>{Властные}<elif:FP>{Властные}<elif:NP>{Властные}","<if:MS>{del jefe supremo}<elif:FS>{del jefe supremo}<elif:MP>{del jefe supremo}<elif:FP>{del jefe supremo}","Overlord's","霸主的",1,[294],20,20,3,3,50,50,35,35,"[1093,116,0]","[0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,34,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",51141998,[],0,[],""
5349,"MapCorruptedSideAreaMaximumResists",43478,852,69,1040,5240,1011,"",5,"Imposing","Imposant","<if:MS>{Verhängender}<elif:FS>{Verhängende}<elif:NS>{Verhängendes}<elif:MP>{Verhängende}<elif:FP>{Verhängende}<elif:NP>{Verhängende}","強要する","인상적인","<if:MS>{Impositor}<elif:FS>{Impositora}<elif:NS>{Impositor}<elif:MP>{Impositores}<elif:FP>{Impositoras}<elif:NP>{Impositores}","<if:MS>{Внушительный}<elif:FS>{Внушительная}<elif:NS>{Внушительное}<elif:MP>{Внушительные}<elif:FP>{Внушительные}<elif:NP>{Внушительные}","<if:MS>{imponente}<elif:FS>{imponente}<elif:MP>{imponentes}<elif:FP>{imponentes}","Imposing","氣勢磅礴的",1,[332],25,25,3,3,-15,-12,0,0,"[1093,116,0]","[0,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,632,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3438110011,[],0,[],""
5350,"MapCorruptedSideAreaAllResistances",18206,890,69,1040,5240,5359,5410,5,"Resistant","<if:MS>{Résistant}<elif:FS>{Résistante}<elif:MP>{Résistants}<elif:FP>{Résistantes}","<if:MS>{Widerstandsfähiger}<elif:FS>{Widerstandsfähige}<elif:NS>{Widerstandsfähiges}<elif:MP>{Widerstandsfähige}<elif:FP>{Widerstandsfähige}<elif:NP>{Widerstandsfähige}","抵抗の","저항하는","<if:MS>{Resistente}<elif:FS>{Resistente}<elif:NS>{Resistente}<elif:MP>{Resistentes}<elif:FP>{Resistentes}<elif:NP>{Resistentes}","<if:MS>{Устойчивый}<elif:FS>{Устойчивая}<elif:NS>{Устойчивое}<elif:MP>{Устойчивые}<elif:FP>{Устойчивые}<elif:NP>{Устойчивые}","<if:MS>{resistente}<elif:FS>{resistente}<elif:MP>{resistentes}<elif:FP>{resistentes}","Resistant","抗性的",1,[357],16,16,2,2,35,35,50,50,"[1093,116,0]","[0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,311,632]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3468331428,[],0,[],""
5351,"MapCorruptedSideAreaTwoBosses",64225,714,69,983,"","","",5,"of Twinning","du Jumelage","der Zwillingsbildung","複製の","- 결부","da Geminação","двойников","<if:MS>{de duplicación}<elif:FS>{de duplicación}<elif:MP>{de duplicación}<elif:FP>{de duplicación}","of Twinning","孿生之",2,[293],1,1,0,0,0,0,0,0,"[1093,116,0]","[0,800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4069591152,[],0,[],""
5352,"MapCorruptedSideAreaRareMonsters",55916,1892,69,1027,16277,"","",5,"of Antagonism","de l'Antagonisme","der Gegensätze","敵対の","- 적대자","do Antagonismo","антагонизма","<if:MS>{del antagonismo}<elif:FS>{del antagonismo}<elif:MP>{del antagonismo}<elif:FP>{del antagonismo}","of Antagonism","對抗之",2,[1071],20,30,2,2,0,0,0,0,"[1093,116,0]","[0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3803644876,[],0,[],""
5353,"MapCorruptedSideAreaMagicMonsters",2940,1897,69,1026,"","","",5,"of Bloodlines","des Lignées","der Blutlinien","血筋の","- 혈맹","da Linhagem","родословных","<if:MS>{de líneas de sangre}<elif:FS>{de líneas de sangre}<elif:MP>{de líneas de sangre}<elif:FP>{de líneas de sangre}","of Bloodlines","血統之",2,[1072],20,30,0,0,0,0,0,0,"[1093,116,0]","[0,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2006074509,[],0,[],""
5354,"MapCorruptedSideAreaCurseElementalWeakness",56294,812,69,1040,5240,1002,"",5,"Exposing","<if:MS>{Expositif}<elif:FS>{Expositive}<elif:MP>{Expositifs}<elif:FP>{Expositives}","<if:MS>{Aufdeckender}<elif:FS>{Aufdeckende}<elif:NS>{Aufdeckendes}<elif:MP>{Aufdeckende}<elif:FP>{Aufdeckende}<elif:NP>{Aufdeckende}","暴露する","노출하는","<if:MS>{Expositor}<elif:FS>{Expositora}<elif:NS>{Expositor}<elif:MP>{Expositores}<elif:FP>{Expositoras}<elif:NP>{Expositores}","<if:MS>{Воздействующий}<elif:FS>{Воздействующая}<elif:NS>{Воздействующее}<elif:MP>{Воздействующие}<elif:FP>{Воздействующие}<elif:NP>{Воздействующие}","<if:MS>{expositivo}<elif:FS>{expositiva}<elif:MP>{expositivos}<elif:FP>{expositivas}","Exposing","暴露的",1,[322],15,15,2,2,10,10,0,0,"[1093,116,0]","[0,700,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4078381297,[],0,[],""
5355,"MapCorruptedSideAreaVulnerability",7075,818,69,1040,5240,999,"",5,"Brutal","<if:MS>{Bestial}<elif:FS>{Bestiaux}<elif:MP>{Bestiale}<elif:FP>{Bestiales}","<if:MS>{Brutaler}<elif:FS>{Brutale}<elif:NS>{Brutales}<elif:MP>{Brutale}<elif:FP>{Brutale}<elif:NP>{Brutale}","残忍な","잔인한","<if:MS>{Brutal}<elif:NS>{da Vulnerabilidade}<elif:MP>{das Vulnerabilidades}<elif:FP>{das Vulnerabilidades}<elif:NP>{das Vulnerabilidades}","<if:MS>{Жестокий}<elif:FS>{Жестокая}<elif:NS>{Жестокое}<elif:MP>{Жестокие}<elif:FP>{Жестокие}<elif:NP>{Жестокие}","<if:MS>{brutal}<elif:FS>{brutal}<elif:MP>{brutales}<elif:FP>{brutales}","Brutal","野蠻的",1,[322],15,15,2,2,10,10,0,0,"[1093,116,0]","[0,700,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1722121478,[],0,[],""
5356,"MapCorruptedSideAreaCurseEnfeeblement",40904,824,69,1040,5240,1001,"",5,"Enfeebling","<if:MS>{Affaiblissant}<elif:FS>{Affaiblissante}<elif:MP>{Affaiblissants}<elif:FP>{Affaiblissantes}","<if:MS>{Schwächender}<elif:FS>{Schwächende}<elif:NS>{Schwächendes}<elif:MP>{Schwächende}<elif:FP>{Schwächende}<elif:NP>{Schwächende}","弱体させる","쇠약화하는","<if:MS>{Enfraquecedor}<elif:FS>{Enfraquecedora}<elif:NS>{Enfraquecedor}<elif:MP>{Enfraquecedores}<elif:FP>{Enfraquecedoras}<elif:NP>{Enfraquecedores}","<if:MS>{Ослабляющий}<elif:FS>{Ослабляющая}<elif:NS>{Ослабляющее}<elif:MP>{Ослабляющие}<elif:FP>{Ослабляющие}<elif:NP>{Ослабляющие}","<if:MS>{debilitante}<elif:FS>{debilitante}<elif:MP>{debilitantes}<elif:FP>{debilitantes}","Enfeebling","衰弱的",1,[322],15,15,2,2,10,10,0,0,"[1093,116,0]","[0,700,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3205570777,[],0,[],""
5357,"MapCorruptedSideAreaCurseTemporalChains",64712,830,69,1040,5240,1003,"",5,"Temporal","<if:MS>{Temporel}<elif:FS>{Temporelle}<elif:MP>{Temporels}<elif:FP>{Temporelles}","Zeitfesseln","時の","시간의","Temporal","<if:MS>{Временной}<elif:FS>{Временная}<elif:NS>{Временное}<elif:MP>{Временные}<elif:FP>{Временные}<elif:NP>{Временные}","<if:MS>{temporal}<elif:FS>{temporal}<elif:MP>{temporales}<elif:FP>{temporales}","Temporal","時空的",1,[322],15,15,2,2,10,10,0,0,"[1093,116,0]","[0,700,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,639]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2543217502,[],0,[],""
5358,"MapCorruptedSideAreaLifeAsExtraEnergyShield",46745,12547,69,1040,5240,15679,"",5,"Buffering","<if:MS>{Amortissant}<elif:FS>{Amortissante}<elif:MP>{Amortissants}<elif:FP>{Amortissantes}","<if:MS>{Puffernder}<elif:FS>{Puffernde}<elif:NS>{Pufferndes}<elif:MP>{Puffernde}<elif:FP>{Puffernde}<elif:NP>{Puffernde}","緩衝する","완충하는","<if:MS>{Amortecedor}<elif:FS>{Amortecedora}<elif:NS>{Amortecedor}<elif:MP>{Amortecedores}<elif:FP>{Amortecedoras}<elif:NP>{Amortecedores}","<if:MS>{Барьерный}<elif:FS>{Барьерная}<elif:NS>{Барьерное}<elif:MP>{Барьерные}<elif:FP>{Барьерные}<elif:NP>{Барьерные}","<if:MS>{amortiguador}<elif:FS>{amortiguadora}<elif:MP>{amortiguadores}<elif:FP>{amortiguadoras}","Buffering","緩衝的",1,[6260],18,18,2,2,80,120,0,0,"[1093,116,0]","[0,800,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,315,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1663094307,[],0,[],""
5359,"MapCorruptedSideAreaOverwhelmPhysicalDamageReduction",61363,12548,69,1040,5240,11842,"",5,"Battering","<if:MS>{Tabasseur}<elif:FS>{Tabasseuse}<elif:MP>{Tabasseurs}<elif:FP>{Tabasseuses}","<if:MS>{Zerschlagender}<elif:FS>{Zerschlagende}<elif:NS>{Zerschlagendes}<elif:MP>{Zerschlagende}<elif:FP>{Zerschlagende}<elif:NP>{Zerschlagende}","殴打する","구타하는","<if:MS>{Espancador}<elif:FS>{Espancadora}<elif:NS>{Espancador}<elif:MP>{Espancadores}<elif:FP>{Espancadoras}<elif:NP>{Espancadores}","<if:MS>{Пробивающий}<elif:FS>{Пробивающая}<elif:NS>{Пробивающее}<elif:MP>{Пробивающие}<elif:FP>{Пробивающие}<elif:NP>{Пробивающие}","<if:MS>{golpeador}<elif:FS>{golpeadora}<elif:MP>{golpeadores}<elif:FP>{golpeadoras}","Battering","毆打的",1,[6261],20,20,3,3,35,50,0,0,"[1093,116,0]","[0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[312],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1239798147,[],0,[],""
5360,"MapCorruptedSideAreaPhysicalDamageAddedAsChaos",61695,12549,69,1040,5240,1036,"",5,"Profane","<if:MS>{Blasphématoire}<elif:FS>{Blasphématoire}<elif:MP>{Blasphématoires}<elif:FP>{Blasphématoires}","<if:MS>{Profaner}<elif:FS>{Profane}<elif:NS>{Profanes}<elif:MP>{Profane}<elif:FP>{Profane}<elif:NP>{Profane}","冒涜的な","모독적인","<if:MS>{Profano}<elif:FS>{Profana}<elif:NS>{Profano}<elif:MP>{Profanos}<elif:FP>{Profanas}<elif:NP>{Profanos}","<if:MS>{Нечестивый}<elif:FS>{Нечестивая}<elif:NS>{Нечестивое}<elif:MP>{Нечестивые}<elif:FP>{Нечестивые}<elif:NP>{Нечестивые}","<if:MS>{profano}<elif:FS>{profana}<elif:MP>{profanos}<elif:FP>{profanas}","Profane","褻瀆的",1,[6262],25,25,3,3,60,80,0,0,"[1093,116,0]","[0,600,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[312,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1743340343,[],0,[],""
5361,"MapCorruptedSideAreaAuraEffectOnSelf",61347,12550,69,1040,5240,15685,"",5,"Doubting","<if:MS>{Douteur}<elif:FS>{Douteuse}<elif:MP>{Douteurs}<elif:FP>{Douteuses}","<if:MS>{Zweifelnder}<elif:FS>{Zweifelnde}<elif:NS>{Zweifelndes}<elif:MP>{Zweifelnde}<elif:FP>{Zweifelnde}<elif:NP>{Zweifelnde}","疑う","의심하는","<if:MS>{Duvidoso}<elif:FS>{Duvidosa}<elif:NS>{Duvidoso}<elif:MP>{Duvidosos}<elif:FP>{Duvidosas}<elif:NP>{Duvidosos}","<if:MS>{Нерешительный}<elif:FS>{Нерешительная}<elif:NS>{Нерешительное}<elif:MP>{Нерешительные}<elif:FP>{Нерешительные}<elif:NP>{Нерешительные}","<if:MS>{dubitativo}<elif:FS>{dubitativa}<elif:MP>{dubitativos}<elif:FP>{dubitativas}","Doubting","懷疑的",1,[6263],24,24,3,3,-80,-60,0,0,"[1093,116,0]","[0,600,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[320],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3517359116,[],0,[],""
5362,"MapCorruptedSideAreaPlayerNoFlaskCharges",17172,12551,69,1040,5240,8242,"",5,"Thirsting","<if:MS>{Assoiffant}<elif:FS>{Assoiffante}<elif:MP>{Assoiffants}<elif:FP>{Assoiffantes}","<if:MS>{Dürstender}<elif:FS>{Dürstende}<elif:NS>{Dürstendes}<elif:MP>{Dürstende}<elif:FP>{Dürstende}<elif:NP>{Dürstende}","渇く","갈증 난","<if:MS>{Sedento}<elif:FS>{Sedenta}<elif:NS>{Sedento}<elif:MP>{Sedentos}<elif:FP>{Sedentas}<elif:NP>{Sedentos}","<if:MS>{Иссушенный}<elif:FS>{Иссушенная}<elif:NS>{Иссушенное}<elif:MP>{Иссушенные}<elif:FP>{Иссушенные}<elif:NP>{Иссушенные}","<if:MS>{sediento}<elif:FS>{sedienta}<elif:MP>{sedientos}<elif:FP>{sedientas}","Thirsting","口渴的",1,[6264],24,24,3,3,1,1,0,0,"[1093,116,0]","[0,600,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",900067441,[],0,[],""
5363,"MapCorruptedSideAreaMonsterCannotBeLeechedFrom",34527,12552,69,1040,5240,15343,"",5,"Congealing","<if:MS>{Coagulant}<elif:FS>{Coagulante}<elif:MP>{Coagulants}<elif:FP>{Coagulantes}","<if:MS>{Gerinnender}<elif:FS>{Gerinnende}<elif:NS>{Gerinnendes}<elif:MP>{Gerinnende}<elif:FP>{Gerinnende}<elif:NP>{Gerinnende}","凝固する","굳히는","Coagulante","<if:MS>{Сгущающий}<elif:FS>{Сгущающая}<elif:NS>{Сгущающее}<elif:MP>{Сгущающие}<elif:FP>{Сгущающие}<elif:NP>{Сгущающие}","<if:MS>{coagulado}<elif:FS>{coagulada}<elif:MP>{coagulados}<elif:FP>{coaguladas}","Congealing","凝結的",1,[6265],20,20,3,3,1,1,0,0,"[1093,116,0]","[0,400,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2079932033,[],0,[],""
5364,"MapCorruptedSideAreaSpellSuppression",23174,12553,69,1040,5240,15678,18460,5,"Hesitant","<if:MS>{Hésitant}<elif:FS>{Hésitante}<elif:MP>{Hésitants}<elif:FP>{Hésitantes}","<if:MS>{Zögernder}<elif:FS>{Zögernde}<elif:NS>{Zögerndes}<elif:MP>{Zögernde}<elif:FP>{Zögernde}<elif:NP>{Zögernde}","躊躇う","망설이는","Hesitante","<if:MS>{Робкий}<elif:FS>{Робкая}<elif:NS>{Робкое}<elif:MP>{Робкие}<elif:FP>{Робкие}<elif:NP>{Робкие}","<if:MS>{vacilante}<elif:FS>{vacilante}<elif:MP>{vacilantes}<elif:FP>{vacilantes}","Hesitant","猶豫不決的",1,[6266],18,18,2,2,100,100,10,15,"[1093,116,0]","[0,600,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",875625424,[],0,[],""
5365,"MapCorruptedSideAreaPlayerCannotBlockAttacksOrSpells",40505,12554,69,1040,5240,18462,18463,5,"Piercing","<if:MS>{Perçant}<elif:FS>{Perçante}<elif:MP>{Perçants}<elif:FP>{Perçantes}","<if:MS>{Durchbohrender}<elif:FS>{Durchbohrende}<elif:NS>{Durchbohrendes}<elif:MP>{Durchbohrende}<elif:FP>{Durchbohrende}<elif:NP>{Durchbohrende}","貫通する","관통하는","Perfurante","<if:MS>{Пронзающий}<elif:FS>{Пронзающая}<elif:NS>{Пронзающее}<elif:MP>{Пронзающие}<elif:FP>{Пронзающие}<elif:NP>{Пронзающие}","<if:MS>{perforador}<elif:FS>{perforadora}<elif:MP>{perforadores}<elif:FP>{perforadoras}","Piercing","穿透的",1,[6267],18,18,2,2,1,1,1,1,"[1093,116,0]","[0,400,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[634],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1385865609,[],0,[],""
5366,"MapCorruptedSideAreaPlayerCannotSuppressSpells",60993,12555,69,1040,5240,18464,"",5,"Oppressive","<if:MS>{Oppressif}<elif:FS>{Oppressive}<elif:MP>{Oppressifs}<elif:FP>{Oppressives}","<if:MS>{Unterdrückender}<elif:FS>{Unterdrückende}<elif:NS>{Unterdrückendes}<elif:MP>{Unterdrückende}<elif:FP>{Unterdrückende}<elif:NP>{Unterdrückende}","抑圧する","억제하는","Opressor","<if:MS>{Подавляющий}<elif:FS>{Подавляющая}<elif:NS>{Подавляющее}<elif:MP>{Подавляющие}<elif:FP>{Подавляющие}<elif:NP>{Подавляющие}","<if:MS>{opresivo}<elif:FS>{opresiva}<elif:MP>{opresivos}<elif:FP>{opresivas}","Oppressive","壓抑的",1,[6268],18,18,2,2,1,1,0,0,"[1093,116,0]","[0,400,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3393863702,[],0,[],""
