"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]_48","[rid]_64"
812,11905,[14272],[100000],[],[]
813,11986,[3396],[2000],[],[]
814,11987,[464],[0],[],[]
815,12007,[14447],[500],[],[]
816,12008,[14447],[500],[],[]
817,12009,[14447],[500],[],[]
818,12004,[14431],[100],[],[]
819,12005,[14431],[100],[],[]
820,12006,[14431],[100],[],[]
821,11991,[13073],[2000],[],[]
822,11992,[19530],[2500],[],[]
823,11993,[13073],[2000],[],[]
824,12347,[13073],[2000],[],[]
825,11978,[15423],[50],[],[]
826,11979,[15423],[50],[],[]
827,11980,[15423],[50],[],[]
828,12025,[19464],[1000],[],[]
829,12026,[19464],[1000],[],[]
830,12027,[19464],[1000],[],[]
831,12011,"[870,14505]","[50000,5000]",[],[]
832,12012,[358],[25000],[],[]
833,12013,[9225],[500],[],[]
834,12050,[740],[-750],[],[]
835,12051,[740],[-750],[],[]
836,12052,[740],[-750],[],[]
837,12084,[14589],[100],[],[]
838,12085,[13218],[1000],[],[]
839,12086,[13218],[750],[],[]
840,12034,[2663],[1000],[],[]
841,11976,[358],[100000],[],[]
842,11981,[14409],[250],[],[]
843,11982,[18548],[100],[],[]
844,11983,[14409],[250],[],[]
845,12015,[14627],[50],[],[]
846,12016,[14627],[100],[],[]
847,12017,[14627],[200],[],[]
848,12020,[19824],[500],[],[]
849,12021,[14839],[2000],[],[]
850,12022,[19824],[500],[],[]
851,12036,[14502],[50],[],[]
852,12037,[20690],[250],[],[]
853,12038,[21660],[1000],[],[]
854,12028,[1826],[500],[],[]
855,11988,[1826],[500],[],[]
856,12029,[3690],[1000],[],[]
857,12030,[619],[2000],[],[]
858,12031,[21654],[2000],[],[]
859,12002,[14480],[50000],[],[]
860,12121,[9911],[1000],[],[]
861,12122,[9911],[1000],[],[]
862,12123,[9911],[1000],[],[]
863,12125,[6458],[1000],[],[]
864,12128,[15180],[1000],[],[]
865,12129,[15180],[1000],[],[]
866,12130,[15180],[2000],[],[]
867,12133,[15030],[500],[],[]
868,12135,[358],[75000],[],[]
869,12137,[358],[75000],[],[]
870,12140,[358],[75000],[],[]
871,12141,[464],[0],[],[]
872,12139,[358],[75000],[],[]
873,12142,[358],[75000],[],[]
874,12138,[358],[75000],[],[]
875,10597,[1979],[250],[],[]
876,12143,[13528],[250],[],[]
877,12144,[1979],[250],[],[]
878,2742,[233],[5000],[],[]
879,3248,[233],[5000],[],[]
880,3008,[233],[5000],[],[]
881,12203,[202],[1000],[],[]
882,12212,[13528],[500],[],[]
883,12208,[8230],[1000],[],[]
884,12209,[8230],[1000],[],[]
885,12210,[8230],[1000],[],[]
886,12204,[16702],[200],[],[]
887,12205,[19346],[200],[],[]
888,12206,[16702],[200],[],[]
889,12232,[464],[0],[],[]
890,12229,[3396],[1000],[],[]
891,12230,[3396],[1000],[],[]
892,12231,[3396],[1000],[],[]
893,12237,[19273],[100],[],[]
894,12238,[17557],[50],[],[]
895,12239,[19273],[100],[],[]
896,12241,[19273],[100],[],[]
897,12247,[2119],[500],[],[]
898,12248,[17648],[200],[],[]
899,8461,[18411],[25000],[],[]
900,12368,[464],[0],[],[]
901,12369,[488],[1000],[],[]
902,11060,[11103],[50],[],[]
903,11061,[464],[0],[],[]
904,11064,[22074],[1500],[],[]
905,12367,[3396],[500],[],[]
906,12370,[18733],[1],[],[]
907,12259,[18787],[100000],[],[]
908,12253,[168],[500],[],[]
909,12377,[464],[0],[],[]
910,12261,[2020],[500],[],[]
911,12251,[4838],[4000],[],[]
912,12260,[1883],[500],[],[]
913,12262,[613],[500],[],[]
914,12263,[24],[500],[],[]
915,12255,[613],[500],[],[]
916,12252,[11925],[1000],[],[]
917,12258,[63],[500],[],[]
918,12256,[1979],[250],[],[]
919,12257,[464],[250],[],[]
920,12250,[25],[500],[],[]
921,12249,[108],[500],[],[]
922,12254,[436],[500],[],[]
923,12264,[3396],[250],[],[]
924,12266,[3396],[500],[],[]
925,12268,[2654],[500],[],[]
926,12269,[12251],[1000],[],[]
927,12270,[20801],[500],[],[]
928,12271,[556],[1000],[],[]
929,12272,[436],[500],[],[]
930,12475,[24],[500],[],[]
931,12476,[3396],[1000],[],[]
932,12477,[3396],[1000],[],[]
933,12479,[3396],[1000],[],[]
934,12480,[3396],[2000],[],[]
935,12481,[3396],[1000],[],[]
936,12482,[3396],[1000],[],[]
937,12668,[218],[500],[],[]
938,11069,[18548],[150],[],[]
939,12674,[22123],[100],[],[]
940,11065,[19273],[100],[],[]
941,11068,[19273],[100],[],[]
942,12669,[500],[500],[],[]
943,11072,[22179],[200],[],[]
944,11073,[19273],[50],[],[]
945,11075,[22359],[1000],[],[]
946,11076,[22360],[250],[],[]
947,11077,[3396],[1000],[],[]
948,12671,[2654],[500],[],[]
949,11071,[19273],[100],[],[]
950,12677,[3542],[500],[],[]
951,12273,[233],[5000],[],[]
952,12274,[488],[500],[],[]
953,12275,[25],[500],[],[]
954,12276,[1775],[1000],[],[]
955,12277,[25],[500],[],[]
956,10504,[25],[500],[],[]
957,12278,[24],[500],[],[]
958,12279,[63],[500],[],[]
959,12281,[21773],[50],[],[]
960,12283,[21756],[100],[],[]
961,12285,[21750],[100],[],[]
962,12287,[22151],[100],[],[]
963,12288,[95],[500],[],[]
964,12289,[13063],[100],[],[]
965,12290,[1367],[500],[],[]
966,12292,[17558],[50],[],[]
967,12293,[2119],[500],[],[]
968,12296,[2070],[500],[],[]
969,12297,[500],[500],[],[]
970,12298,[12007],[500],[],[]
971,12299,[3421],[500],[],[]
972,12300,[161],[1000],[],[]
973,12301,[161],[500],[],[]
974,12302,[17394],[250],[],[]
975,12303,[1775],[1000],[],[]
976,12304,"[312,1866]","[1000,1000]",[],[]
977,12305,[2654],[500],[],[]
978,12307,[3396],[250],[],[]
979,12308,[621],[500],[],[]
980,12309,[621],[500],[],[]
981,12310,[1367],[500],[],[]
982,12311,[1367],[500],[],[]
983,12312,[2119],[1000],[],[]
984,12313,[500],[500],[],[]
985,12314,[6188],[500],[],[]
986,12315,[1367],[500],[],[]
987,12316,[619],[500],[],[]
988,12317,[25],[500],[],[]
989,12318,[18785],[500],[],[]
990,12319,[1775],[1000],[],[]
991,12320,[25],[500],[],[]
992,12321,[682],[500],[],[]
993,12322,[436],[500],[],[]
994,12323,[25],[500],[],[]
995,12324,[1775],[1000],[],[]
996,12325,[24],[500],[],[]
997,12326,[25],[500],[],[]
998,12327,[14195],[500],[],[]
999,12329,[3396],[1000],[],[]
1000,12330,[1367],[500],[],[]
1001,12331,[1367],[500],[],[]
1002,12675,[26],[500],[],[]
1003,12676,[11925],[1000],[],[]
1004,11079,[22325],[250],[],[]
1005,11084,[5827],[150],[],[]
1006,11085,[5827],[150],[],[]
1007,12678,[22476],[500],[],[]
1008,12432,[14529],[100],[],[]
1009,10420,[217],[1000],[],[]
1010,12434,[3396],[500],[],[]
1011,12436,[18548],[100],[],[]
1012,1577,[358],[2500],[],[]
1013,12328,[6188],[500],[],[]
