"rownum","Id","MiscAnimated","f32_24","PreloadGroupsKeys","i32_44"
517,"GalvanicFieldBeam",6675,500,[],4
518,"CelestialGalvanicFieldBeam",6707,500,[],4
519,"AutomatonLightningTendrilsChannelledBeam",6714,1050,[],4
520,"AutomatonGalvanicFieldBeam",6755,500,[],4
521,"StarfallBloodScytheBeam",6798,400,[],4
522,"CatPolymorphWandBeam",6808,1000,[],4
523,"SanctumWallLaserBeam",6810,1000,[],4
524,"SanctumPaleEliteCasterBeam",6834,500,[],4
525,"MTXJellyfishSwarmBeam",6837,150,[],4
526,"MTXJellyfishSwarmBigBeam",6838,150,[],4
527,"MTXJellyfishSwarmProjectBeam",6839,100,[],4
528,"MTXJellyfishSwarmProjectBigBeam",6840,100,[],4
529,"MTXJellyfishSwarmSirenBeam",6841,100,[],4
530,"MTXJellyfishSwarmSirenBigBeam",6842,100,[],4
531,"MTXJellyfishSwarmVoidEmperorBeam",6843,100,[],4
532,"MTXJellyfishSwarmVoidEmperorBigBeam",6844,100,[],4
533,"SanctumLyciaTrackingBeam",6870,500,[],4
534,"MTXMasqueradePortalLaser1",6885,320,[],4
535,"MTXMasqueradePortalLaser2",6886,320,[],4
536,"MTXMasqueradePortalLaser3",6887,320,[],4
537,"MTXMasqueradePortalLaser4",6888,320,[],4
538,"SanctumGuardAzureBeam",6911,500,[],4
539,"SanctumFireBeam",6932,500,[],4
540,"MtxAtlasHideoutConnectorBeam",6961,500,[],4
541,"MTXTormentedArmourBeam",6960,475,[],4
542,"MTXPoltergeistPortalBeam",6966,175,[],4
543,"CrucibleSquidNoodleBeam1",4325,500,[],4
544,"CrucibleSquidNoodleBeam2",4326,500,[],4
545,"CrucibleSquidNoodleBeam3",4327,500,[],4
546,"CrucibleSquidNoodleBeam4",4328,500,[],4
547,"MTXPuppetMasterHandBeam",7090,600,[],4
548,"MTXClockworkItemPrinterBackAttachment",7101,200,[],4
549,"VaalRejuvenationTotemBeam",7129,475,[],4
550,"BloodGolemMaceBeam",7137,475,[],4
551,"VineBloodScytheBeam",7146,400,[],4
552,"AncestralLightningBeamCharge1",7171,450,[],4
553,"StygianWaypointChain",7176,400,[],4
554,"DemonCraftingBenchChain",7177,400,[],4
555,"ElderDiamondFlaskLaser",7189,650,[],4
556,"TawhanukuSoulrendBeam",7192,275,[],4
557,"DemonCraftingBenchCraftLaser",7194,525,[],4
558,"HinekoraHairBeam",7202,400,[],4
559,"AncestralBeamOut",7217,100,[],4
560,"AncestralBeamIn",7218,100,[],4
561,"SanctumTotemHolySkyBeamBeam",6937,500,[],4
562,"RustKingsWeapon",7241,480,[],4
563,"AncestralTrialTotemChannelBeam",7251,500,[],4
564,"RustKingsWeaponGold",7242,480,[],4
565,"RustKingsWeaponSilver",7243,480,[],4
566,"RustKingsWeaponDark",7244,480,[],4
567,"AncestralTrialDruidHeal",7269,100,[],4
568,"AncestralFieldItemSingleTotemReviveBeam",7282,1100,[],4
569,"AncestralDeathProphetWarpBeam",7298,400,[],4
570,"MTXSprayPaintBeamCelestial",7307,500,[],4
571,"MTXSprayPaintBeamMolten",7308,500,[],4
572,"MTXSprayPaintBeamBlood",7309,500,[],4
573,"MTXHarbingerInspectBeam",7310,700,[],4
574,"MTXHarbingerInspectBeamStarfall",7313,700,[],4
575,"MTXHarbingerInspectBeamSunprism",7314,700,[],4
576,"MTXHarbingerInspectBeamVoidEmperor",7315,700,[],4
577,"MtxSacrificialLifeFlaskBeam",7376,1650,[],4
578,"AzmeriDustInfuseWarden",7382,300,[],4
579,"AzmeriDustInfuseVoodoo",7383,300,[],4
580,"AzmeriDustInfusePrimalist",7384,300,[],4
581,"AzmeriTwigPodSummonBeam",7397,500,[],4
582,"AzmeriPictEffigyLinkBeam",7466,1000,[],4
583,"MicrotransactionScourgeHeraldBeam",7398,700,[],4
584,"VoodooKingSoulRendDummyBeam",7416,275,[],4
585,"MicrotransactionKalguuranCraftingBeam",7459,700,[],4
586,"MtxKaruiAncestorPortalBeam",7467,500,[],4
587,"MtxSandwraithBeam",7472,300,[],4
588,"AzmeriDustBeamWarden",7474,300,[],4
589,"AzmeriDustBeamVoodoo",7475,300,[],4
590,"AzmeriDustBeamPrimal",7476,300,[],4
591,"MtxLyciaSoulBeam",7478,700,[],4
592,"MTXVoodooKingCurseToImpBeam",7489,200,[],4
593,"MTXVoodooKingImpToEntityBeam",7490,200,[],4
594,"TempestShieldBeamFungal",7534,508.41,[],4
595,"IgnoranceSweepBeam",7732,437,[],4
596,"IgnoranceLightningMarkerBeam",7785,700,[],4
597,"IgnoranceColdMarkerBeam",7786,700,[],4
598,"NecropolisCraftBeam",7539,500,[70],4
599,"MtxConsecrateBeam",7594,500,[],4
600,"MtxRelinquaryOverlayBeam",7634,1000,[],4
601,"GauntletBossRushSpawnerBeam",7811,1000,[],4
602,"KalguurGuardBossLaser",7639,1000,[],4
603,"FarudinCartBridge01",7668,350,[],4
604,"FarudinCartBridge02",7669,600,[],4
605,"FarudinCartBridge03",7670,850,[],4
606,"FarudinCartTowChain00",7671,114,[],4
607,"FarudinCartTowChain01",7672,310,[],4
608,"FarudinCartTowChain02",7673,600,[],4
609,"FarudinCartTowChain03",7674,850,[],4
610,"DreadnoughtLizardTowChainsLong",7675,2105,[],4
611,"TorGulMapDevicePortalBeam",7684,300,[],4
612,"IgnoranceLaserBeam",7693,1750,[],4
613,"IgnoranceLaserBeam2",7738,1750,[],4
614,"IgnoranceBlastBeam",7757,1750,[],4
615,"IgnoranceBlastBeam2",7758,1750,[],4
616,"IgnoranceLightningNoDamageBeam",7794,1750,[],4
617,"IgnoranceColdNoDamageBeam",7795,1750,[],4
618,"BallLightningTargetMemoryBenevolenceBoss",7695,210,[],4
619,"BallLightningGroundMemoryBenevolenceBoss",7696,210,[],4
620,"AngerBossSolarOrbSummonBeam",7804,100,[],4
621,"SpinehailSacrifice",7984,1150,[],3
622,"AngerBossAimBeam",7708,1750,[],4
623,"MtxPhrecianMagistrateCharacterEffectBeam",7726,500,[],4
624,"MemoriesZanaInnocenceCorruptedBallLightningBolt",7730,100,[],4
625,"BenevolenceBossCentipedeBeam",7733,500,[],4
626,"ChainStrikeAttachedChain",7734,600,[],4
627,"ChainStrikeAttachedChainStygian",7753,600,[],4
628,"FragmentOfAngerUltimateBeam",7806,600,[],4
629,"ZanaHumanoidEliteFocusBeam",7790,950,[],4
630,"FragmentOfAngerHolyBlastBeam",3223,550,[],4
631,"FragmentOfAngerShieldBeam",3224,600,[],4
632,"MicrotransactionCryptkeeper",7810,300,[],4
633,"BreachFodderCorruptedRangerEyeblast",7848,500,[],4
634,"BreachEliteFallenLunarisBeam",7850,600,[],4
635,"LivingLightning",7872,500,[],4
636,"BrequelSiphonAuraBeam",7882,200,[75],4
637,"BrequelChayulaSkillAilithBeam",7884,200,[],4
638,"BrequelChayulaSkillSpawnBeam",7885,400,[75],4
639,"BreachHandMageChargeBeam",7930,250,[],4
640,"KineticFusilladeCast",7920,200,[],4
641,"BrequelSiphonAuraBeamNoDelay",7883,200,[],4
642,"BreachElitePaleLightningBeam",7934,480,[],4
643,"SareshGroundBeam",8072,480,[],4
644,"KineticFusilladeCastBreachSwarm",7939,200,[],4
645,"FaridunGolemancerChainsBeam",1801,300,[],4
646,"DiscusSlamBeam",7989,750,[],3
647,"SandMirageBeam",8018,400,[],3
648,"FaridunAstralChainSmall",8023,340,[76],4
649,"FaridunAstralChainLarge",8024,1300,[76],4
650,"DiscusSlamBeamZana",8055,750,[],4
651,"DiscusSlamBeamSirius",8059,750,[],4
652,"DiscusSlamBeamAbyssal",8063,750,[],4
653,"SareshTeleportBeam",8017,750,[],4
654,"AbyssSoulSuck",8143,250,[38],4
655,"MtxVampireWeapon",8144,100,[],4
656,"ChariotPetATopBeam",8259,118,[],4
657,"ChariotPetABotBeam",8260,90,[],4
658,"ChariotPetBTopBeam",8261,118,[],4
659,"ChariotPetBBotBeam",8262,90,[],4
660,"DeepwaterCrawlerDeathBeam",8151,200,[77],4
661,"AbyssCocoonZapBeam",8162,200,[38],4
662,"DeepwaterCollectionBeam",8181,300,[77],4
663,"RitualDirectionBeam",8188,1250,[55],4
664,"CrabMinibossTriggerBeam",8212,500,[77],4
665,"AbyssPinnacleIndicatorBeam",8213,500,[],4
666,"CoastBathysphereRopeBeam",8219,100,[],4
667,"DeepwaterTotemSpawnBeam",8227,600,[],4
668,"DeepwaterVesperBeam",8234,200,[],4
669,"DeepwaterHagBeam",8235,500,[],4
670,"FleshrendBeam",8236,300,[],4
671,"VelkaPrefightBeam",8251,500,[],4
