"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","string_210","f32_218","f32_222","bool_226","bool_227","[string]_228"
462,"exploding_storm_buff_blue","","[""Metadata/Effects/Environment/tempest_league/basic_colour/blue/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
463,"exploding_storm_buff_orange","","[""Metadata/Effects/Environment/tempest_league/basic_colour/orange/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
464,"exploding_storm_buff_pink","","[""Metadata/Effects/Environment/tempest_league/basic_colour/pink/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
465,"exploding_storm_buff_purple","","[""Metadata/Effects/Environment/tempest_league/basic_colour/purple/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
466,"exploding_storm_buff_teal","","[""Metadata/Effects/Environment/tempest_league/basic_colour/teal/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
467,"exploding_storm_buff_white","","[""Metadata/Effects/Environment/tempest_league/basic_colour/white/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
468,"righteous_fire_white_no_light","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/ri_firebot_white/bottom.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
469,"exploding_storm_buff_ice","","[""Metadata/Effects/Environment/tempest_league/elements/ice/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
470,"exploding_storm_buff_fire","","[""Metadata/Effects/Environment/tempest_league/elements/fire/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
471,"exploding_storm_buff_lightning","","[""Metadata/Effects/Environment/tempest_league/elements/lightning/stormbuff.epk""]",[],[2],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
472,"doedre_curse_zone_aura_enfeeble","Art/2DArt/SkillIcons/enfeeble.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/enfeeble.epk""]",[8],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[23],"","","",0,0,"","",[]
473,"doedre_curse_zone_aura_temporal_chains","Art/2DArt/SkillIcons/temporalchains.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/temporal_chains.epk""]",[8],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[20],"","","",0,0,"","",[]
474,"doedre_curse_zone_aura_vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/vulnerability.epk""]",[8],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[24],"","","",0,0,"","",[]
475,"map_boss_duet_enrage","","[""Metadata/Effects/StatusAilments/blood_frenzy.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
476,"ground_spores","Art/2DArt/BuffIcons/TentacleGroundDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
477,"culling_strike_aura","Art/2DArt/BuffIcons/UnholyMight.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
478,"increased_item_rarity_aura","Art/2DArt/BuffIcons/KingMaker2.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/Kingmaker/KingMakerSmlAura.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/Kingmaker/KingMaker_aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
479,"new_phase_run","Art/2DArt/SkillIcons/iconphaserun.dds","[""Metadata/Effects/Spells/phase_run/phase_run.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
480,"new_phase_run_damage","Art/2DArt/SkillIcons/iconphaserun.dds","[""Metadata/Effects/Spells/phase_run/phase2.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
481,"power_charge_art_variation","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[8],"","","",0,0,"","",[]
482,"static_tether","Art/2DArt/SkillIcons/stormcall.dds","[""Metadata/Effects/Spells/static_tether/debuff/static_tether.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
483,"cultist_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre_demonic/demonicspectre.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
484,"black_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre/shadow_mirror/shadow_mirror_EPK.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
485,"daresso_enrage","","[""Metadata/Effects/Spells/monsters_effects/act4/daresso/kneel_sheild/bloodrage_kneel_shield_combined.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
486,"frost_bomb","Art/2DArt/SkillIcons/FrostBomb.dds","[""Metadata/Effects/Spells/frost_bomb/affected_buff.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
487,"lightning_bomb","Art/2DArt/BuffIcons/LightningBomb.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
488,"ghost_fire","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/GhostFire.epk""]","[""Metadata/Effects/StatusAilments/GhostFire.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
489,"haste_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/ImpDemon/aura/aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
490,"vaal_haste_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/ImpDemon/aura/vaal_haste.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
491,"vitality_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/Demon2/Demon2_aura/Demon2_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
492,"vaal_vitality_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/Demon2/Demon2_aura/Demon2_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
493,"purity_of_elements_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/Demon/Demon_aura/Demon_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
494,"vaal_purity_of_elements_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/Demon/Demon_aura/Demon_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
495,"determination_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/ArchDemon/ArchDemonAura/ArchDemonAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
496,"righteous_lightning","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/ri_fire/bottom.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
497,"righteous_lightning_aura","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/ri_fire/player.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
498,"talisman_monster","","[""Metadata/Effects/StatusAilments/monsters/talisman_epk.epk""]",[],[0],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","","[""Talisman""]"
499,"sawblade_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/sawblade/sawblood.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
500,"inspirational","Art/2DArt/BuffIcons/Inspirational.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
501,"contagion","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Spells/contagion/contagion_buff.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
502,"contagion_arcane","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Microtransactions/Spells/arcane_contagion/arcane_contagion_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
503,"thunderbolt","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/enchantment_skills/thunderbolt/charge.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
504,"siphon","Art/2DArt/SkillIcons/Siphon.dds","[""Metadata/Effects/Spells/siphon/buff.epk"",""Metadata/Effects/Spells/siphon/buff.epk"",""Metadata/Effects/Spells/siphon/buff_large.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
505,"offering_of_judgement_fire","Art/2DArt/BuffIcons/Fire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
506,"hinder","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/StatusAilments/hinder/hindered.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/StatusAilments/Hinder.epk","","",[],[],[],"","","",0,0,"","",[]
507,"hinder_from_item","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/StatusAilments/hinder/hindered.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/StatusAilments/Hinder.epk","","",[],[],[],"","","",0,0,"","",[]
508,"wither_resistance","Art/2DArt/SkillIcons/Wither.dds","[""Metadata/Effects/Spells/wither/buff/buff.epk"",""Metadata/Effects/Spells/wither/buff/buff.epk"",""Metadata/Effects/Spells/wither/buff/buff_large.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
509,"wither_resistance_arcane","Art/2DArt/SkillIcons/Wither.dds","[""Metadata/Effects/Microtransactions/Spells/wither/buff.epk"",""Metadata/Effects/Microtransactions/Spells/wither/buff.epk"",""Metadata/Effects/Microtransactions/Spells/wither/buff_large.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
510,"offering_of_judgement_chaos","Art/2DArt/BuffIcons/Chaos.dds","[""Metadata/Effects/StatusAilments/chaosed.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
511,"her_blessing","Art/2DArt/BuffIcons/GoddessUnleasedBurningIcon.dds","[""Metadata/Effects/Microtransactions/Weapon_effects/uniques/TheGoddessUnleashed/buff.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
512,"vinktars_vessel","Art/2DArt/BuffIcons/VesselOfVinktarFlaskBuff.dds","[""Metadata/Effects/Spells/monsters_effects/Viking_Vinktars_Square/aura/aura.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
513,"lava_aura_ignited","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/StatusAilments/Ignited_player.epk","","",[],[],[],"","","",0,0,1,"",[]
514,"remove_covered_in_spiders","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ArachnidTombFire/BurningSpidersFire.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
515,"rhoomba_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/roomba/roomba.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
516,"flying_rhoomba_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/roomba/flying_roomba.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
517,"vinktars_vessel_no_epk","Art/2DArt/BuffIcons/VesselOfVinktarFlaskBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
518,"gloom_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/gloom/gloomfire.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
519,"ghost_flame_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/ghost_fire/fire_heraldghost_epk.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
520,"spinning_blades_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/spinner/spinnerblood.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
521,"nightwane_effects","","[""Metadata/Effects/Spells/monsters_effects/act4/skeletonsoldier/Nightwane/nightwane.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
522,"izaro_fire_conversion_buff_1","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/ri_fire/bottom.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
523,"vinktar_lightning_bond","Art/2DArt/BuffIcons/LightningSearingBond.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
524,"singularity_aura","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff_large.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
525,"grasping_ornaments_slow","Art/2DArt/BuffIcons/GraspingOrnaments.dds","[""Metadata/Effects/Spells/monsters_effects/GraspingOrnaments/speed_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
526,"grasping_tentacles_slow","Art/2DArt/BuffIcons/ParasiticSquidDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/GraspingOrnaments/speed_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
527,"grant_es_to_nearby_allies","Art/2DArt/BuffIcons/Ascendancy/PrayerOfGlory.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
528,"grant_strength_bonus_to_nearby_allies","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
529,"augry_of_penitence","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalDominationSmall.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_epk.epk"",""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_epk.epk"",""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_large.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
530,"alternate_ascendancy_graft_aura","Art/2DArt/SkillIcons/CommandGraftSkill.dds","[""Metadata/Effects/Spells/monsters_effects/League_Chayula/GraftSystem/GraftAura/EPK/GraftAura.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
531,"shield_defence_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
532,"ascendancy_melee_physical_damage","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
533,"avoid_stun_staff_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
534,"izaro_fire_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/fire.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
535,"izaro_cold_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/ice.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
536,"izaro_lightning_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/lightning.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
537,"izaro_physical_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
538,"talisman_totem_effects","","[""Metadata/Effects/Spells/monsters_effects/talisman/tribal_totem/monster_glow.epk""]",[],[0],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
539,"gladiator_damage_speed_stack","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliationSmall.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
540,"maim","Art/2DArt/BuffIcons/MaimBuff.dds","[""Metadata/Effects/StatusAilments/maimed/maimed_epk.epk"",""Metadata/Effects/StatusAilments/maimed/maimed_epk.epk"",""Metadata/Effects/StatusAilments/maimed/large_maimed.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
541,"lightning_eyes_effects","","[""Metadata/Effects/Spells/monsters_effects/act4/EyeSpawner/minion/lightning_eye_minion/lightning.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
542,"talisman_degen","Art/2DArt/BuffIcons/Bonespire.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[85],"","","",0,0,"","",[]
543,"blade_vortex_counter","Art/2DArt/SkillIcons/SpinningEtherealBlades.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
544,"locust_swarm_fire","Art/2DArt/BuffIcons/LocustFire.dds",[],"[""Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/fire/fire_aoe.epk""]",[0],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
545,"locust_swarm_cold","Art/2DArt/BuffIcons/LocustIce.dds",[],"[""Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/ice/ice_aoe.epk""]",[0],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
546,"locust_swarm_lightning","Art/2DArt/BuffIcons/LocustLightning.dds",[],"[""Metadata/Effects/Spells/monsters_effects/talisman/locustswarm_aoe/lightning/lightning_aoe.epk""]",[0],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
547,"petrified","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/act9/StoneEpk/StonePetrify.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
548,"lieutenant_bull_thorns","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/act4/Bull_Boss/ice_damage_reflect/ice_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
549,"izaro_elemental_fire_buff","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/fire.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
550,"izaro_elemental_cold_buff","Art/2DArt/SkillIcons/auracold.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/ice.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
551,"izaro_elemental_lightning_buff","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/lightning.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
552,"pendulum_of_destruction","","[""Metadata/Effects/Spells/ascendancy_classes/elementalist/pendulum_of_destruction/pendulum_of_destruction.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
553,"occultist_nearby_enemies_chaos_resist_life_regen","Art/2DArt/BuffIcons/Ascendancy/VoidBeacon.dds","[""Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability.epk"",""Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability.epk"",""Metadata/Effects/Spells/monsters_effects/aura/ascendancy/chaos_vulnerability/chaos_vulnerability_large.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
554,"blight","Art/2DArt/SkillIcons/Blight.dds","[""Metadata/Effects/Spells/blight/debuff/blight_debuff.epk"",""Metadata/Effects/Spells/blight/debuff/blight_debuff.epk"",""Metadata/Effects/Spells/blight/debuff/blight_debuff_large.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
555,"izaro_chronos_statue_damage_buff","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
556,"izaro_chronos_statue_speed_buff","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
557,"izaro_chronos_statue_damage_taken_buff","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
