"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","i32_218","i32_222","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool_299","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string_324","string_332","string_340","string_348","string_356","string_364","string_372","string_380","string_388","string_396","string_404","string_412","IsAtlasOfWorldsMapIcon","IsTier16Icon","KalandraAchievement","bool_438","HeistAchievement","string_455","Composition","UniqueStat1","UniqueStat2","UniqueStat3","UniqueStat4","[rid]_531","[rid]_547","bool_563","string_564","string_572","string_580","[rid]_588"
2321,"MicrotransactionChiyouGloves","Art/2DItems/Effects/gloves/ChiyouGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,42424,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2322,"MicrotransactionChiyouBodyArmour","Art/2DItems/Effects/BodyArmour/ChiyouBody.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,52246,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2323,"MicrotransactionChiyouBackAttachment","Art/2DItems/Effects/Wings/ChiyouWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,36862,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2324,"MicrotransactionChiyouCloak","Art/2DItems/Effects/Wings/ChiyouCloak.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,60008,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2325,"MicrotransactionGoldenChiyouWings","Art/2DItems/Effects/Wings/GoldChiyouWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,23822,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2326,"MicrotransactionChiyouWeaponSkin","Art/2DItems/Effects/Weapon/ChiyouWeaponskin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,40301,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2327,"MicrotransactionChiyouWeaponEffect","Art/2DItems/Effects/Weapon/Weapon_Chiyou.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,18267,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2328,"MicrotransactionChiyouFootprintsEffect_","Art/2DItems/Effects/Footprints/ChiyouFootprints.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,53153,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2329,"MicrotransactionChiyouCharacterEffect","Art/2DItems/Effects/Character/ChiyouCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,18635,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2330,"MicrotransactionChiyouPortalEffect","Art/2DItems/Effects/Portals/ChiyouPortal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,52173,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2331,"MicrotransactionChiyouPortraitFrame","Art/2DItems/Effects/Frames/TencentChiyouFrame.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,51109,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2332,"MicrotransactionArcaneRaiseSpectreSkin","Art/2DItems/Effects/ArcaneRaiseSpectre.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,2612,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2333,"MicrotransactionCelestialSummonRagingSpiritSkin","Art/2DItems/Effects/CelestialSummonRagingSpirit.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,59282,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2334,"MicrotransactionCorruptedEmperorPyroclastMineEffect","Art/2DItems/Effects/CorruptedEmperorPyroclastMineEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,50910,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2335,"MicrotransactionCorruptedEmperorHailstormMineEffect","Art/2DItems/Effects/CorruptedEmperorIcicleMineEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,19189,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2336,"MicrotransactionCorruptedEmperorStormblastMineEffect_","Art/2DItems/Effects/CorruptedEmperorStormblastMineEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,49139,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2337,"MicrotransactionCorruptedEmperorRemoteMineEffect","Art/2DItems/Effects/CorruptedEmperorBlastchainMineEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,41349,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2338,"MicrotransactionCorruptedEmperorSummonSkitterbotsSkin","Art/2DItems/Effects/CorruptedEmperorSummonSkitterbots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,64839,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2339,"MicrotransactionSteamPoweredCelestialPortalEffect","Art/2DItems/Effects/Portals/CelestialSteam-poweredPortal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1754,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2340,"MicrotransactionStygianPhoenixWings","Art/2DItems/Effects/Wings/StygianPhoenixWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,35481,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2341,"MicrotransactionEyeSocketBackAttachment","Art/2DItems/Effects/Wings/EyeSocketBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,9296,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2342,"MicrotransactionDevourerPortalEffect_","Art/2DItems/Effects/Portals/DevourerPortal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,18852,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2343,"MicrotransactionBasiliskHood","Art/2DItems/Effects/Hats/BasiliskHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,41790,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2344,"MicrotransactionBasiliskBoots","Art/2DItems/Effects/shoes/BasiliskBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,49840,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2345,"MicrotransactionBasiliskGloves","Art/2DItems/Effects/gloves/BasiliskGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,26174,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2346,"MicrotransactionBasiliskBodyArmour_","Art/2DItems/Effects/BodyArmour/BasiliskBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,36736,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2347,"MicrotransactionBasiliskHelmet","Art/2DItems/Effects/Hats/BasiliskHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,20596,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2348,"MicrotransactionBasiliskWeaponEffect_","Art/2DItems/Effects/Weapon/weapon_basilisk.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,52968,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2349,"MicrotransactionBasiliskApparitionEffect","Art/2DItems/Effects/Character/BasiliskGauntletApparition.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,5839,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2350,"MicrotransactionBasiliskPortraitFrame","Art/2DItems/Effects/Frames/Basilisk.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,16608,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2351,"MicrotransactionCrusaderHood","Art/2DItems/Effects/Hats/CrusaderHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,32980,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2352,"MicrotransactionCrusaderHelmet","Art/2DItems/Effects/Hats/CrusaderHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,43781,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2353,"MicrotransactionCrusaderBoots","Art/2DItems/Effects/shoes/CrusaderBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,63154,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2354,"MicrotransactionCrusaderGloves","Art/2DItems/Effects/gloves/CrusaderGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,38178,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2355,"MicrotransactionCrusaderBodyArmour","Art/2DItems/Effects/BodyArmour/CrusaderBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,12489,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2356,"MicrotransactionCrusaderCloak","Art/2DItems/Effects/Wings/CrusaderBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,63469,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2357,"MicrotransactionCrusaderApparitionEffect","Art/2DItems/Effects/Character/CrusaderApparition.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,59189,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2358,"MicrotransactionCrusaderWeaponEffect_","Art/2DItems/Effects/Weapon/weapon_crusader.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,49562,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2359,"MicrotransactionCrusaderPortalEffect","Art/2DItems/Effects/Portals/AbyssPortal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,40901,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2360,"MicrotransactionCrusaderPortraitFrame","Art/2DItems/Effects/Frames/SupporterIconFrame167.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,35308,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2361,"MicrotransactionEyrieHood","Art/2DItems/Effects/Hats/EyrieHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,17114,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2362,"MicrotransactionEyrieHelmet","Art/2DItems/Effects/Hats/EyrieHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,46952,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2363,"MicrotransactionEyrieBoots","Art/2DItems/Effects/shoes/Eyrieboots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,36735,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2364,"MicrotransactionEyrieGloves","Art/2DItems/Effects/gloves/EyrieGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,16578,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2365,"MicrotransactionEyrieBodyArmour","Art/2DItems/Effects/BodyArmour/EyrieBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,31804,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2366,"MicrotransactionEyrieWeaponEffect","Art/2DItems/Effects/Weapon/weapon_eyrie.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,62983,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2367,"MicrotransactionEyrieApparitionEffect_","Art/2DItems/Effects/Character/EyrieApparition.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,5663,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2368,"MicrotransactionEyriePortraitFrame","Art/2DItems/Effects/Frames/Eyrie.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,53457,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2369,"MicrotransactionJudicatorHood","Art/2DItems/Effects/Hats/JudicatorHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,58120,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2370,"MicrotransactionJudicatorHelmet_","Art/2DItems/Effects/Hats/JudicatorHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15672,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2371,"MicrotransactionJudicatorBoots","Art/2DItems/Effects/shoes/JudicatorBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,47001,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2372,"MicrotransactionJudicatorGloves","Art/2DItems/Effects/gloves/JudicatorGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,5072,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2373,"MicrotransactionJudicatorBodyArmour","Art/2DItems/Effects/BodyArmour/JudicatorBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,34830,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2374,"MicrotransactionJudicatorWeaponEffect","Art/2DItems/Effects/Weapon/weapon_judicator.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,26887,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2375,"MicrotransactionJudicatorGauntletApparitionEffect_","Art/2DItems/Effects/Character/JudicatorGauntletApparition.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,41770,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2376,"MicrotransactionJudicatorApparitionEffect","Art/2DItems/Effects/Character/JudicatorApparition.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,43601,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2377,"MicrotransactionJudicatorPortraitFrame","Art/2DItems/Effects/Frames/Judicator.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,30399,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2378,"MicrotransactionOrionHood","Art/2DItems/Effects/Hats/OrionHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,31743,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2379,"MicrotransactionOrionHelmet_","Art/2DItems/Effects/Hats/OrionHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,22049,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2380,"MicrotransactionOrionBoots","Art/2DItems/Effects/shoes/OrionBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,33049,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2381,"MicrotransactionOrionGloves","Art/2DItems/Effects/gloves/OrionGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,16904,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2382,"MicrotransactionOrionBodyArmour","Art/2DItems/Effects/BodyArmour/OrionBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,34725,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2383,"MicrotransactionOrionBackAttachment_","Art/2DItems/Effects/Wings/OrionBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,25114,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2384,"MicrotransactionOrionWings1","Art/2DItems/Effects/Wings/ArcticWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,3387,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2385,"MicrotransactionOrionWings2","Art/2DItems/Effects/Wings/ArcticWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,58713,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2386,"MicrotransactionOrionWings3","Art/2DItems/Effects/Wings/OrionWingsLevel3.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1243,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2387,"MicrotransactionOrionWeaponEffect","Art/2DItems/Effects/Weapon/weapon_orion.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,12659,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2388,"MicrotransactionOrionPortalEffect","Art/2DItems/Effects/Portals/OrionPortalEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,20014,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2389,"MicrotransactionOrionApparitionEffect","Art/2DItems/Effects/Character/OrionApparition.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,60669,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2390,"MicrotransactionOrionPortraitFrame","Art/2DItems/Effects/Frames/Orion.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15665,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2391,"MicrotransactionDamnationWeaponEffect","Art/2DItems/Effects/Weapon/weapon_damnation.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,5708,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2392,"MicrotransactionDamnationCharacterEffect","Art/2DItems/Effects/Character/DamnationCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,19390,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2393,"MicrotransactionDamnationPortraitFrame","Art/2DItems/Effects/Frames/Damnation.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,30574,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2394,"MicrotransactionEternalDamnationHood","Art/2DItems/Effects/Hats/EternalDamnationHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,26176,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2395,"MicrotransactionEternalDamnationHelmet","Art/2DItems/Effects/Hats/EternalDamnationHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,53443,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2396,"MicrotransactionEternalDamnationBoots","Art/2DItems/Effects/shoes/EternalDamnationBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,43597,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2397,"MicrotransactionEternalDamnationGloves","Art/2DItems/Effects/gloves/EternalDamnationGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,49810,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2398,"MicrotransactionEternalDamnationBodyArmour_","Art/2DItems/Effects/BodyArmour/EternalDamnationBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,51647,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2399,"MicrotransactionEternalDamnationPortraitFrame","Art/2DItems/Effects/Frames/EternalDamnation.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,55166,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2400,"MicrotransactionSanctumWeaponEffect_","Art/2DItems/Effects/Weapon/weapon_sanctum.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,48109,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2401,"MicrotransactionSanctumWings","Art/2DItems/Effects/Wings/SanctumWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,2947,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
2402,"MicrotransactionSanctumPortraitFrame","Art/2DItems/Effects/Frames/Sanctum.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,62909,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
