"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","Attribute","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32_70","[i32]_74","CannotBeSupported","i32_91","CastTime","ActiveSkill","IgnoreMinionTypes","bool_116","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_165","SupportWeaponRestrictions","RegularVariant","i32_190","i32_194","i32_198","bool_202","StatSet1","StatSet2"
4186,"ProphecySummonFallenHeroMinionMap","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4195,[]
4187,"EssenceSummonDaemonFrostBoltNova","",[],"",4,[],[],"",0,[],"",2,500,499,"","",[],"","","",[],"",0,0,0,"",4196,[]
4188,"EssenceDaemonSummonGhost","",[],"",4,[],[],"",0,[],"",2,100,499,"","",[],"","","",[],"",0,0,0,"",4197,[]
4189,"EssenceDaemonSummonTotemVortex","",[],"",4,[],[],"",0,[],"",2,200,500,"","",[],"","","",[],"",0,0,0,"",4198,[]
4190,"EssenceDaemonSummonTotemShockedGround","",[],"",4,[],[],"",0,[],"",2,200,500,"","",[],"","","",[],"",0,0,0,"",4199,[]
4191,"EssenceDaemonSummonKaruiSpirit","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4200,[]
4192,"EssenceDaemonSummonMovingKaruiSpirit","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4201,[]
4193,"OakSummonKaruiSpirit","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4202,[]
4194,"MassSkeletonSummonMinions","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4203,[]
4195,"EssenceDaemonSummonSpiders","",[],"",4,[],[],"",0,[],"",2,1000,499,"","",[],"","","",[],"",0,0,0,"",4204,[]
4196,"EssenceSummonPanickedMossMonster","",[],"",4,[],[],"",0,[],"",2,1000,499,"","",[],"","","",[],"",0,0,0,"",4205,[]
4197,"EssenceDaemonSummonChaosGolem","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4206,[]
4198,"EssenceDaemonSummonFlameGolemMeteor","",[],"",4,[],[],"",0,[],"",2,150,500,"","",[],"","","",[],"",0,0,0,"",4207,[]
4199,"EssenceDaemonStormCascadeDaemon","",[],"",4,[],[],"",0,[],"",2,150,499,"","",[],"","","",[],"",0,0,0,"",4208,[]
4200,"EssenceDaemonSummonCycloneSpirals","",[],"",4,[],[],"",0,[],"",2,150,500,"","",[],"","","",[],"",0,0,0,"",4209,[]
4201,"SummonCycloneSpiralsTotemBossTeamAAtoll_","",[],"",4,[],[],"",0,[],"",2,150,500,"","",[],"","","",[],"",0,0,0,"",4210,[]
4202,"EssenceDaemonSummonExplosiveInsect","",[],"",4,[],[],"",0,[],"",2,100,499,"","",[],"","","",[],"",0,0,0,"",4211,[]
4203,"EssenceDaemonSummonBloodCallDaemon","",[],"",4,[],[],"",0,[],"",2,50,500,"","",[],"","","",[],"",0,0,0,"",4212,[]
4204,"EssenceDaemonSummonSpectralSkull","",[],"",4,[],[],"",0,[],"",2,100,499,"","",[],"","","",[],"",0,0,0,"",4213,[]
4205,"EssenceDaemonSummonOrbOfStormsDaemon","",[],"",4,[],[],"",0,[],"",2,100,500,"","",[],"","","",[],"",0,0,0,"",4214,[]
4206,"WestSummonOrbOfStormsDaemon","",[],"",4,[],[],"",0,[],"",2,100,500,"","",[],"","","",[],"",0,0,0,"",4215,[]
4207,"TreasureGolemSummonAnimatedArmour","",[],"",4,[],[],"",0,[],"",2,1000,499,"","",[],"","","",[],"",0,0,0,"",4216,[]
4208,"TreasureGolemSummonAnimatedWeapon","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4217,[]
4209,"TreasureGolemSummonAnimatedWeaponStandalone","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4218,[]
4210,"BlightSummonAnimateWeapons","",[],"",4,[],[],"",0,[],"",2,1000,499,"","",[],"","","",[],"",0,0,0,"",4219,[]
4211,"TreasureGolemProximityShieldDaemon","",[],"",4,[],[],"",0,[],"",2,1000,499,"","",[],"","","",[],"",0,0,0,"",4220,[]
4212,"SummonRootSpiderBossMinions","",[],"",4,[],[],"",0,[],"",2,2000,499,"","",[],"","","",[],"",0,0,0,"",4221,[]
4213,"AxisBossSummonMagmaDaemon","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4222,[]
4214,"HarbingerPortalSummonHarbinger","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],"","","",[],"",0,1,0,"",4223,[]
4215,"HarbingerPortalSummonHarbinger2","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],"","","",[],"",0,1,0,"",4224,[]
4216,"HarbingerPortalSummonHarbingerUber","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],"","","",[],"",0,1,0,"",4225,[]
4217,"HarbingerPortalSummonHarbingerUber2","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],"","","",[],"",0,1,0,"",4226,[]
4218,"HarbingerPortalSummonHarbingerDelve","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],"","","",[],"",0,1,0,"",4227,[]
4219,"HarbingerPortalSummonHarbingerMemoryLine","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],"","","",[],"",0,1,0,"",4228,[]
4220,"TentaclePortalSummonAnimals1","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],"","","",[],"",0,1,0,"",4229,[]
4221,"TentaclePortalSummonHumanoids1","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],"","","",[],"",0,1,0,"",4230,[]
4222,"TentaclePortalSummonDemons1","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],"","","",[],"",0,1,0,"",4231,[]
4223,"TentaclePortalSummonFiend1","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],"","","",[],"",0,1,0,"",4232,[]
4224,"TentaclePortalSummonKitavaDemon","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],32,"","",[],"",0,1,0,"",4233,[]
4225,"TentaclePortalSummonFiendElder","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],32,"","",[],"",0,1,0,"",4234,[]
4226,"TentaclePortalSummonElderMinionLarge","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],32,"","",[],"",0,1,0,"",4235,[]
4227,"TentaclePortalSummonElderMinionSmall","",[],"",4,[],[],"",0,[],"",2,1500,794,"","",[],"","","",[],"",0,1,0,"",4236,[]
4228,"BestiaryModSummonDaemonNearTarget","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4237,[]
4229,"BestiaryModSummonSquidNearTarget","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4238,[]
4230,"BestiarySnakeBossSummonNearTarget","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4239,[]
4231,"BestiaryModSummonDaemonNearTarget2","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4240,[]
4232,"BestiaryModSummonDaemonNearTarget3","",[],"",4,[],[],"",0,[],"",2,1000,500,"","",[],"","","",[],"",0,0,0,"",4241,[]
4233,"BestiaryModSummonDaemonOnSelf","",[],"",4,[],[],"",0,[],"",2,1000,499,"","",[],"","","",[],"",0,0,0,"",4242,[]
4234,"DelvePerandusDaemonSummonDaemon","",[],"",4,[],[],"",0,[],"",2,100,499,"","",[],"","","",[],"",0,0,0,"",4243,[]
4235,"ChestSynthesisSummonNormalPack","",[],"",4,[],[],"",0,[],"",2,500,441,"","",[],"","","",[],"",1,0,0,"",4244,[]
4236,"ChestSynthesisSummonMagicPack","",[],"",4,[],[],"",0,[],"",2,500,441,"","",[],"","","",[],"",1,0,0,"",4245,[]
4237,"ChestSynthesisSummonRare","",[],"",4,[],[],"",0,[],"",2,500,441,"","",[],"","","",[],"",1,0,0,"",4246,[]
4238,"StrDexMissionFlask","",[],"",4,[],[],"",0,[],"",2,1000,507,"","",[],"","","",[],"",0,0,0,"",4247,[]
4239,"BeyondDemonBlindNova","",[],"",4,[],[],"",0,[],"",2,800,78,"","",[],"","","",[],"",0,3,0,"",4248,[]
4240,"TormentDaemonBlindNova","",[],"",4,[],[],"",0,[],"",2,800,78,"","",[],"","","",[],"",0,3,0,"",4249,[]
4241,"UniqueElementalEquilibrium",1,[],"",4,[],[],"",407772151,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",4250,[]
4242,"UniqueSecretsOfSuffering",1,[],"",4,[],[],"",960298954,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",4251,[]
4243,"LightningTendrilsOld","",[],"",3,[],[],"",530847694,[],"",2,800,508,"","",[],"","","",[],"",0,0,0,"",4252,[]
4244,"LightningTendrils","",[],"",3,[],[],"",957363309,[],"",2,200,509,"","",[],"","","",[],"",0,0,0,"",4253,[]
4245,"LightningTendrilsAltX","",[],"",3,[],[],"",-1286247138,[],"",2,200,510,"","",[],"","","",[],"",0,0,0,"",4254,[]
4246,"LightningTendrilsAltY","",[],"",3,[],[],"",-1796248080,[],"",2,300,511,"","",[],"","","",[],"",1,0,0,"",4255,[]
4247,"LightningTendrilsRoyale","",[],"",3,[],[],"",629378621,[],"",2,230,509,"","",[],"","","",[],"",0,0,0,"",4256,[]
4248,"ElderLightningTendrilsChannelled","",[],"",3,[],[],"",0,[],"",2,500,509,"","",[],"","","",[],"",0,1,0,"",4257,[]
4249,"MonsterLightningTendrils","",[],"",3,[],[],"",0,[],"",2,800,508,"","",[],"","","",[],"",0,0,0,"",4258,[]
4250,"ExileShadowLightningTendrils","",[],"",3,[],[],"",0,[],"",2,800,508,"","",[],"","","",[],"",0,0,0,"",4259,[]
4251,"WbLightningTendrilsLeader","",[],"",3,[],[],"",0,[],"",2,800,508,"","",[],"","","",[],"",0,0,0,"",4260,[]
4252,"TalismanT2EyeLightningTendrils","",[],"",3,[],[],"",0,[],"",2,1000,628,"","",[],"","","",[],"",0,0,0,"",4261,[]
4253,"LightningTendrilsShavronne","",[],"",3,[],[],"",0,[],"",2,1000,628,"","",[],"","","",[],"",0,0,0,"",4262,[]
4254,"LightningTendrilsArakaali","",[],"",3,[],[],"",0,[],"",2,4200,628,"","",[],"","","",[],"",0,1,0,"",4263,[]
4255,"LightningTendrilsArakaaliLeft","",[],"",3,[],[],"",0,[],"",2,4200,628,"","",[],"","","",[],"",0,2,0,"",4264,[]
4256,"LightningTendrilsArakaaliRight","",[],"",3,[],[],"",0,[],"",2,4200,628,"","",[],"","","",[],"",0,3,0,"",4265,[]
4257,"LightningTendrilsClockworkGolemShavronne","",[],"",3,[],[],"",0,[],"",2,1000,628,"","",[],"","","",[],"",0,0,0,"",4266,[]
4258,"FireBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,0,0,"",4267,[]
4259,"FireBeaconStrMissionDaemon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,0,0,"",4268,[]
4260,"FireBeaconChronoStatue","",[],"",4,[],[],"",0,[],"",2,1000,513,"","",[],"","","",[],"",0,6,0,"",4269,[]
4261,"ColdBeaconChronoStatue","",[],"",4,[],[],"",0,[],"",2,1000,513,"","",[],"","","",[],"",0,7,0,"",4270,[]
4262,"LightningBeaconChronoStatue","",[],"",4,[],[],"",0,[],"",2,1000,513,"","",[],"","","",[],"",0,8,0,"",4271,[]
4263,"BloodlinesBloodElementalFireBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,0,0,"",4272,[]
4264,"WbFireBeaconLeader","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,0,0,"",4273,[]
4265,"TalismanT2CataclysmicBeaconFire","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,0,0,"",4274,[]
4266,"IzaroPowerPylonBeaconFire","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,0,0,"",4275,[]
4267,"IceBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,1,0,"",4276,[]
4268,"WbIceBeaconLeader","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,1,0,"",4277,[]
4269,"PerandusIceBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,1,0,"",4278,[]
4270,"SpikerBossIceBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,1,0,"",4279,[]
4271,"TalismanT2CataclysmicBeaconIce","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,1,0,"",4280,[]
4272,"IzaroPowerPylonBeaconIce","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,1,0,"",4281,[]
4273,"FigureheadChestBossIceBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,1,0,"",4282,[]
4274,"BestiaryRootSpiderIceBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,12,0,"",4283,[]
4275,"LightningBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,2,0,"",4284,[]
4276,"TalismanDaemonLightningBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,5,0,"",4285,[]
4277,"RigwaldTalismanDaemonLightningBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,5,0,"",4286,[]
4278,"TalismanT2CataclysmicBeaconLightning","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,2,0,"",4287,[]
4279,"IzaroPowerPylonBeaconLightning","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,2,0,"",4288,[]
4280,"BestiarySandLeaperLightningBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,12,0,"",4289,[]
4281,"PhysicalBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,3,0,"",4290,[]
4282,"WbLightningBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,2,0,"",4291,[]
4283,"ProphecyLightningBeacons","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,2,0,"",4292,[]
4284,"StrMissionPhysicalBeaconTotem","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,3,0,"",4293,[]
4285,"BloodlinesMudElementalPhysicalBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,3,0,"",4294,[]
4286,"PerandusPhysicalBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,3,0,"",4295,[]
4287,"MapBossPhysicalBeacon","",[],"",4,[],[],"",0,[],"",2,1500,512,"","",[],"","","",[],"",0,9,0,"",4296,[]
4288,"PhysicalBeaconMercenary","",[],"",1,[],[],"",0,[],"",2,1200,512,"","",[],"","","",[],"",0,9,0,"",4297,[]
4289,"EssenceLightningBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,2,0,"",4298,[]
4290,"DoedreSewers2PhysicalBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,4,0,"",4299,[]
4291,"StatueFingerMageMonsterPhysicalBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,3,0,"",4300,[]
4292,"AbyssLichBossPhysicalBeacon","",[],"",4,[],[],"",0,[],"",2,1500,512,"","",[],"","","",[],"",0,14,0,"",4301,[]
4293,"BestiaryCrabPhysicalBeacon","",[],"",4,[],[],"",0,[],"",2,1330,512,"","",[],"","","",[],"",0,3,0,"",4302,[]
4294,"BestiaryGoatmanFireBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,0,0,"",4303,[]
4295,"DelveTormentColdBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,1,0,"",4304,[]
4296,"LightningCircle","",[],"",3,[],[],"",1542230289,[],"",2,500,515,"","",[],"","","",[],"",0,0,0,"",4305,[]
4297,"SupportUniqueMjolnerLightningSpellsCastOnHit",1,"[1,30,31,73,73]","",4,"[36,89]","[32,35,25,38,49]","",-314830814,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",4306,[]
4298,"DanceOnCorpse","",[],"",4,[],[],"",0,[],"",2,1000,516,"","",[],"","","",[],"",0,0,0,"",4307,[]
4299,"DanceOnCorpseFaceTarget","",[],"",4,[],[],"",0,[],"",2,1000,516,"","",[],"","","",[],"",0,1,0,"",4308,[]
4300,"ThaumaturgyRatEatCorpse","",[],"",4,[],[],"",0,[],"",2,2000,516,"","",[],"","","",[],"",0,0,0,"",4309,[]
4301,"HeistRatEatCorpse","",[],"",4,[],[],"",0,[],"",2,1100,516,"","",[],"","","",[],"",0,0,0,"",4310,[]
4302,"BatScreech","",[],"",4,[],[],"",0,[],"",2,1000,517,"","",[],"","","",[],"",0,0,0,"",4311,[]
4303,"BatScreechGeometrySpell","",[],"",4,[],[],"",0,[],"",2,1000,1242,"","",[],22,"","",[],"",398,0,0,"",4312,[]
4304,"BatScreechBoss","",[],"",4,[],[],"",0,[],"",2,1000,517,"","",[],"","","",[],"",0,0,0,"",4313,[]
4305,"BatScreechBossGeometrySpell","",[],"",4,[],[],"",0,[],"",2,1000,1242,"","",[],22,"","",[],"",398,0,0,"",4314,[]
4306,"AbyssBatLargeScreech","",[],"",4,[],[],"",0,[],"",2,1200,517,"","",[],"","","",[],"",0,3,0,"",4315,[]
4307,"AbyssBatLargeScreechGeometrySpell","",[],"",4,[],[],"",0,[],"",2,1200,1242,"","",[],22,"","",[],"",399,3,0,"",4316,[]
4308,"BatScreechRepeatCurse","",[],"",4,[],[],"",0,[],"",2,1000,517,"","",[],"","","",[],"",0,0,0,"",4317,[]
4309,"BatScreechRepeatCurseGeometrySpell","",[],"",4,[],[],"",0,[],"",2,1000,1242,"","",[],22,"","",[],"",398,0,0,"",4318,[]
4310,"BansheeScreech","",[],"",4,[],[],"",0,[],"",2,1500,517,"","",[],"","","",[],"",0,0,0,"",4319,[]
4311,"BansheeScreechGeometrySpell","",[],"",4,[],[],"",0,[],"",2,1500,1242,"","",[],22,"","",[],"",398,0,0,"",4320,[]
4312,"BansheeScreechMapBoss","",[],"",4,[],[],"",0,[],"",2,1200,517,"","",[],"","","",[],"",0,0,0,"",4321,[]
4313,"BansheeScreechMapBossGeometrySpell","",[],"",4,[],[],"",0,[],"",2,1200,1242,"","",[],22,"","",[],"",398,0,0,"",4322,[]
4314,"WraithScreechChaos","",[],"",4,[],[],"",0,[],"",2,1500,517,"","",[],"","","",[],"",0,1,0,"",4323,[]
4315,"WraithScreechChaosGeometrySpell","",[],"",4,[],[],"",0,[],"",2,1500,1242,"","",[],22,"","",[],"",400,1,0,"",4324,[]
4316,"DelveWraithScreechChaos","",[],"",4,[],[],"",0,[],"",2,1500,517,"","",[],"","","",[],"",0,1,0,"",4325,[]
4317,"DelveWraithScreechChaosGeometrySpell","",[],"",4,[],[],"",0,[],"",2,1500,1242,"","",[],22,"","",[],"",400,1,0,"",4326,[]
4318,"AbyssLichSlashConeTriggered","",[],"",4,[],[],"",0,[],"",2,1000,517,"","",[],"","","",[],"",0,3,0,"",4327,[]
4319,"AbyssLichSlashConeTriggeredGeometrySpell","",[],"",4,[],[],"",0,[],"",2,1000,1242,"","",[],22,"","",[],"",399,3,0,"",4328,[]
4320,"DjinnWaterPulse","",[],"",4,[],[],"",0,[],"",2,1383,474,"","",[],25,"","",[],"",0,0,0,"",4329,[]
4321,"Sandstorm","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,0,0,"",4330,[]
4322,"SandstormBossDexMission","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,0,0,"",4331,[]
4323,"SandstormDeshretsStorm","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,0,0,"",4332,[]
4324,"SandstormDesertCageSpider","",[],"",4,[],[],"",0,[],"",2,50,518,"","",[],"","","",[],"",0,0,0,"",4333,[]
4325,"MineBatMapSandstorm","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,0,0,"",4334,[]
4326,"ProphecySandstormDaemon","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,0,0,"",4335,[]
4327,"SandstormStrMissionDaemon","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,0,0,"",4336,[]
4328,"SandstormMapBossDaemon","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,0,0,"",4337,[]
4329,"TempestDaemonSandstorm","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,0,0,"",4338,[]
4330,"BloodlinesMudElementalSandstorm","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,0,0,"",4339,[]
4331,"SandstormChaosElementalSummoned","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,2,0,"",4340,[]
4332,"SandstormChaosElementalSummonedEmpowered","",[],"",4,[],[],"",0,[],"",2,700,518,"","",[],"","","",[],"",0,2,0,"",4341,[]
4333,"SandstormChaosElemental","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,2,0,"",4342,[]
4334,"SandstormChaosElementalMonster","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,2,0,"",4343,[]
4335,"SandstormChaosElementalMapBoss","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,2,0,"",4344,[]
4336,"SandstormChaosElementalMapBossDaemon","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,2,0,"",4345,[]
4337,"SandstormWaterMapBoss","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,3,0,"",4346,[]
4338,"SandstormChaosMercenary","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,2,0,"",4349,[]
4339,"WbSandstormChaosElemental","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,2,0,"",4347,[]
4340,"WbSandstormChaosAnimatedWeapon","",[],"",4,[],[],"",0,[],"",2,1000,518,"","",[],"","","",[],"",0,2,0,"",4348,[]
4341,"DropBearRain","",[],"",4,[],[],"",0,[],"",2,750,519,"","",[],"","","",[],"",0,0,0,"",4350,[]
4342,"DropBearRainMapBoss","",[],"",4,[],[],"",0,[],"",2,750,519,"","",[],"","","",[],"",0,0,0,"",4351,[]
4343,"DropBearEnrage","",[],"",4,[],[],"",0,[],"",2,1000,520,"","",[],"","","",[],"",0,0,0,"",4352,[]
4344,"LightningChannel","",[],"",3,[],[],"",1698091486,[],"",2,250,521,"","",[],"","","",[],"",0,0,0,"",4353,[]
4345,"VollCharge","",[],"",4,[],[],"",0,[],"",2,2750,523,"","",[],"","","",[],"",0,0,0,"",4354,[]
4346,"CorpseWheelCharge","",[],"",4,[],[],"",0,[],"",2,2750,14,"","",[],"","","",[],"",2,0,0,"",4355,[]
4347,"CorpseWheelChargeBoss","",[],"",4,[],[],"",0,[],"",2,2750,14,"","",[],"","","",[],"",2,0,0,"",4356,[]
4348,"DoomBossDrillCharge","",[],"",4,[],[],"",0,[],"",2,1500,14,"","",[],"","","",[],"",1,0,0,"",4357,[]
4349,"PitBullBossCharge","",[],"",4,[],[],"",0,[],"",2,2750,524,"","",[],"","","",[],"",0,0,0,"",4358,[]
4350,"BullCharge","",[],"",4,[],[],"",0,[],"",2,2750,522,"","",[],"","","",[],"",0,1,0,"",4359,[]
4351,"BullChargeBoulderdashEnrage","",[],"",4,[],[],"",0,[],"",2,2750,523,"","",[],"","","",[],"",0,1,0,"",4360,[]
4352,"BullChargeBoulderdash","",[],"",4,[],[],"",0,[],"",2,2750,523,"","",[],"","","",[],"",0,1,0,"",4361,[]
4353,"BestiaryBullCharge","",[],"",4,[],[],"",0,[],"",2,2750,523,"","",[],"","","",[],"",0,1,0,"",4362,[]
4354,"BlightBullCharge","",[],"",4,[],[],"",0,[],"",2,2750,523,"","",[],"","","",[],"",0,1,0,"",4363,[]
4355,"VinktarBossCharge","",[],"",4,[],[],"",0,[],"",2,2750,524,"","",[],"","","",[],"",0,0,0,"",4364,[]
4356,"LieutenantBullCharge","",[],"",4,[],[],"",0,[],"",2,2750,522,"","",[],"","","",[],"",0,1,0,"",4365,[]
4357,"LabyrinthCharge","",[],"",4,[],[],"",0,[],"",2,2750,523,"","",[],"","","",[],"",0,2,0,"",4366,[]
4358,"DropBearBossCharge","",[],"",4,[],[],"",0,[],"",2,2750,522,"","",[],"","","",[],"",0,3,0,"",4367,[]
4359,"GreustCharge","",[],"",4,[],[],"",0,[],"",2,1800,522,"","",[],"","","",[],"",0,5,0,"",4368,[]
4360,"BrineKingCharge","",[],"",4,[],[],"",0,[],"",2,1000,1106,"","",[],"","","",[],"",0,6,0,"",4369,[]
4361,"ReaperWraithChargeMarker","",[],"",4,[],[],"",0,[],"",2,1000,1106,"","",[],"","","",[],"",0,8,0,"",4370,[]
4362,"BloodlinesBearerFireBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,11,0,"",4371,[]
4363,"BloodlinesBearerColdBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,12,0,"",4372,[]
4364,"HarbingerColdBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,1,0,"",4373,[]
4365,"LionWolfColdBossColdBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,1,0,"",4374,[]
4366,"LionWolfColdBossColdBeaconAtlasUber","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,1,0,"",4375,[]
4367,"BloodlinesBearerLightningBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,13,0,"",4376,[]
4368,"GuardianBossFireBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,0,0,"",4377,[]
4369,"GuardianBossLightningBeacon","",[],"",4,[],[],"",0,[],"",2,1000,512,"","",[],"","","",[],"",0,2,0,"",4378,[]
4370,"MinerThrowFire","",[],"",4,[],[],"",0,[],"",2,1000,525,"","",[],"","","",[],"",0,0,0,"",4379,[]
4371,"MinerThrowFireMapBoss","",[],"",4,[],[],"",0,[],"",2,1000,525,"","",[],"","","",[],"",0,0,0,"",4380,[]
4372,"MinerThrowFireSpectre","",[],"",4,[],[],"",0,[],"",2,1000,525,"","",[],"","","",[],"",0,0,0,"",4381,[]
4373,"MinerThrowFireBlight","",[],"",4,[],[],"",0,[],"",2,1000,525,"","",[],"","","",[],"",0,0,0,"",4382,[]
4374,"TaniwhaSpike","",[],"",4,[],[],"",0,[],"",2,1500,112,"","",[],"","","",[],"",0,0,0,"",4383,[]
4375,"TaniwhaSpikeBlue","",[],"",4,[],[],"",0,[],"",2,1500,112,"","",[],"","","",[],"",0,0,0,"",4384,[]
