"rownum","UniqueName","Value","RuthlessValue"
1142,921,11.78,3.03
1143,305,8.51,2.62
1144,342,2.33,1.46
1145,520,1.75,1.29
1146,427,1.29,1.12
1147,679,4.73,2.01
1148,599,40.98,5.32
1149,692,25.54,4.3
1150,688,79.18,7.15
1151,872,643.79,18.36
1152,339,1.37,1.15
1153,492,2.95,1.63
1154,143,19,3.76
1155,394,12.94,3.16
1156,716,1.75,1.29
1157,550,1.75,1.29
1158,1198,1064.09,0.9
1159,974,51.91,0.9
1160,208,229.47,0.9
1161,710,1.75,1.29
1162,814,10.52,2.88
1163,250,703.49,19.11
1164,1161,181.15,10.38
1165,281,12.14,3.08
1166,151,9.3,2.73
1167,1319,28.74,4.53
1168,1320,17.91,3.66
1169,1321,20.76,3.92
1170,1322,2.61,1.54
1171,1323,43.48,5.46
1172,1324,5.72,2.19
1173,1325,43.48,5.46
1174,1326,3.51,1.76
1175,1327,3.51,1.76
1176,1328,3.51,1.76
1177,1329,7.34,2.45
1178,1330,10.5,2.88
1179,1331,8.77,2.66
1180,1332,1,1
1181,1333,1,1
1182,1334,1,1
1183,1337,1,1
1184,1340,1,1
1185,1336,1,1
1186,1335,1,1
1187,1338,1,1
1188,1339,1,1
1189,787,1.09,1.04
1190,751,1.19,1.08
1191,752,1,1
1192,753,2.5,1.51
1193,754,2.5,1.51
1194,767,1.09,1.04
1195,768,3.67,1.8
1196,770,1.27,1.11
1197,771,1.06,1.03
1198,772,1,1
1199,773,2.58,1.53
1200,774,2.29,1.45
1201,775,1.19,1.08
1202,776,1.56,1.22
1203,777,1.16,1.07
1204,778,1.43,1.17
1205,779,2.22,1.43
1206,780,1,1
1207,781,1.27,1.11
1208,782,1.6,1.24
1209,783,1.97,1.36
1210,784,1.43,1.17
1211,785,2.16,1.41
1212,1049,3.07,1.66
1213,1050,1.27,1.11
1214,1051,1.27,1.11
1215,1052,2.16,1.41
1216,1053,2.58,1.53
1217,1054,1.65,1.25
1218,1055,2.73,1.57
1219,1056,1.38,1.16
1220,1057,1.75,1.29
1221,1058,2.03,1.38
1222,1059,28.74,4.53
1223,1060,1.86,1.32
1224,1061,1.09,1.04
1225,1062,2.22,1.43
1226,1063,2.03,1.38
1227,1064,1.23,1.1
1228,1065,1.38,1.16
1229,1066,1.6,1.24
1230,1067,1.06,1.03
1231,1068,1.51,1.2
1232,1069,1.75,1.29
1233,1070,1.75,1.29
1234,1072,1.47,1.19
1235,1073,1.56,1.22
1236,1074,1.13,1.06
1237,1075,2.16,1.41
1238,1076,11.44,2.99
1239,1077,1,1
1240,1078,5.55,2.16
1241,1079,3.67,1.8
1242,1136,3.17,1.68
1243,1159,1.92,1.34
1244,1138,4.65,2
1245,1341,22.69,4.07
1246,1342,389.5,14.65
1247,1343,38.63,5.18
1248,1344,9.87,2.8
1249,1345,12.14,3.08
1250,1346,4.71,2.01
1251,1347,14.49,3.33
1252,1348,7.34,2.45
1253,1349,8.26,2.59
1254,1350,20.66,3.91
1255,1351,20.66,3.91
1256,1352,20.66,3.91
1257,1353,20.66,3.91
1258,1354,5.17,2.09
1259,1355,8.26,2.59
1260,1356,5.01,2.07
1261,1357,9.33,2.73
1262,1358,2.54,1.52
1263,1359,14.49,3.33
1264,1360,14.93,3.38
1265,1361,5.01,2.07
1266,1362,12.94,3.16
1267,1363,4.31,1.93
1268,1364,4.31,1.93
1269,1365,2.7,1.56
1270,1366,33.32,4.84
1271,1367,203.28,10.93
1272,1368,891.16,21.26
1273,1369,791.78,20.15
1274,1370,367.15,14.26
1275,1371,768.72,19.89
1276,1372,7.69,2.5
1277,1373,10.52,2.88
1278,1374,10.52,2.88
1279,1375,12.2,3.08
1280,1376,12.2,3.08
1281,1377,4.59,1.99
1282,1378,6.74,2.36
1283,1379,15.37,3.42
1284,1380,5.01,2.07
1285,1381,19.48,3.8
1286,1382,9.61,2.77
1287,1383,9.61,2.77
1288,1384,14.07,3.29
1289,1385,3.51,1.76
1290,1386,3.51,1.76
1291,1387,1.75,1.29
1292,1388,16.8,3.56
1293,1389,13.26,3.2
1294,1390,4.07,1.88
1295,1391,2.46,1.5
1296,1392,3.51,1.76
1297,1393,6,2.24
1298,1394,5.39,2.13
1299,1395,6.07,2.25
1300,1396,10.33,2.86
1301,1397,10.33,2.86
1302,1398,10.33,2.86
1303,1399,10.33,2.86
1304,1400,10.33,2.86
1305,1401,10.33,2.86
1306,1402,10.33,2.86
1307,1403,10.33,2.86
1308,1404,1.13,1.06
1309,1405,5.39,2.13
1310,1406,2.99,1.64
1311,1407,4.79,2.02
1312,1408,5.72,2.19
1313,1409,7.03,2.41
1314,1410,7.25,2.44
1315,1411,14.93,3.38
1316,1412,282.22,0.9
1317,1413,317.64,13.36
1318,1414,12.14,3.08
1319,1415,1,1
1320,1416,1,1
1321,1417,1,1
1322,1418,1,1
1323,1419,1.68,1.26
1324,1420,1.65,1.25
1325,1421,2.36,1.47
1326,1422,165.78,9.97
1327,1423,8.54,2.63
1328,1425,41.32,5.34
1329,1426,43.84,5.48
1330,1427,317.64,13.36
1331,1428,134.79,9.09
1332,1429,30.75,4.67
1333,1430,165.78,9.97
1334,1431,11.11,2.96
1335,1434,10.52,2.88
1336,1433,10.52,2.88
1337,1432,10.52,2.88
1338,1435,493.41,16.29
1339,1438,10.52,2.88
1340,1436,24.79,4.24
1341,1437,3.95,1.86
1342,1439,703.49,19.11
1343,1440,10.52,2.88
1344,1441,28.74,4.53
1345,1442,1,1
1346,1443,8.91,2.68
1347,1444,11.29,2.98
1348,1445,1,1
1349,1446,10.96,2.94
1350,1447,8.91,2.68
1351,1448,11.29,2.98
1352,1450,1,1
1353,1451,10.33,2.86
1354,1452,10.33,2.86
1355,1449,1128.89,23.64
1356,1453,6.33,2.29
1357,1454,6.72,2.36
1358,1455,10.52,2.88
1359,1456,4.59,1.99
1360,1457,2,1.37
1361,1458,1.47,1.19
1362,1459,5.17,2.09
1363,1460,3.07,1.66
1364,1461,10.52,2.88
1365,1462,29.6,4.59
1366,1463,4.46,1.96
1367,1464,5.17,2.09
1368,1465,3.96,1.86
1369,1466,3.46,1.75
1370,1467,4.52,1.97
1371,1468,5.72,2.19
1372,1469,4.73,2.01
1373,1470,10.47,2.88
1374,1471,9.03,2.69
1375,1472,768.72,19.89
1376,1473,6.35,2.3
1377,1474,6.54,2.33
1378,1475,3.56,1.77
1379,1476,2.43,1.49
1380,1477,30.49,4.65
1381,1479,27.91,4.47
1382,1480,8.26,2.59
1383,1481,891.16,21.26
1384,1482,2.19,1.42
1385,1483,10.52,2.88
1386,1487,10.52,2.88
1387,1488,1.51,1.2
1388,1489,4.13,1.89
1389,1490,5.39,2.13
1390,1491,3.51,1.76
1391,1492,2.4,1.48
1392,1493,5.32,2.12
1393,1494,3.84,1.83
1394,1495,3.51,1.76
1395,1496,11.11,2.96
1396,1497,24.79,4.24
1397,1498,10.52,2.88
1398,1499,4.31,1.93
1399,1500,39.79,5.25
1400,1501,3.51,1.76
1401,1502,3.51,1.76
1402,1503,3.51,1.76
1403,1504,3.51,1.76
1404,1505,7.13,2.42
1405,1506,16.39,3.52
1406,1507,37.5,5.11
1407,1508,28.74,4.53
1408,1509,43.48,5.46
1409,1510,21.39,3.97
1410,1511,50.4,5.84
1411,1512,27.91,4.47
1412,1513,151.26,9.57
1413,1514,3.51,1.76
1414,1515,5,2.06
1415,1516,3.32,1.72
1416,1517,2.54,1.52
1417,1518,1,1
1418,1519,1,1
1419,1520,1,1
1420,1521,1,1
1421,1522,1,1
1422,1523,14.14,3.29
1423,1524,43.48,5.46
1424,1525,7.25,2.44
1425,1526,7.25,2.44
1426,1527,1,1
1427,1528,26.3,4.35
1428,1529,11.78,3.03
1429,1530,6.15,2.26
1430,1531,7.36,2.46
1431,1532,8.02,2.55
1432,1533,9.03,2.69
1433,1534,5.81,2.21
1434,1535,1.65,1.25
1435,1536,3.31,1.71
1436,1537,3.31,1.71
1437,1538,5,2.06
1438,1539,11.44,2.99
1439,1540,9.03,2.69
1440,3130,139.53,9.23
1441,3131,59.7,6.3
1442,3132,53.47,5.99
1443,3133,139.53,9.23
1444,3134,51.91,5.91
1445,3135,46.51,5.63
1446,3136,50,5.81
1447,3137,139.53,9.23
1448,3138,58.43,6.24
1449,3139,12.14,3.08
1450,3145,21.22,3.95
1451,3155,43.48,5.46
1452,3156,9.06,2.7
1453,3157,14.49,3.33
1454,3158,100.8,7.97
1455,3159,116.86,8.52
1456,3162,61.99,6.41
1457,3163,58.43,6.24
1458,3167,6.25,2.28
1459,3859,52.61,5.95
1460,3862,14.69,3.35
1461,3881,49.34,5.78
1462,3884,60,6.31
1463,3146,2.95,1.63
1464,3153,12.88,3.16
1465,3166,4.71,2.01
1466,3856,683,18.86
1467,3882,40.98,5.32
1468,3883,3.13,1.67
1469,4043,10.52,2.88
1470,4044,16.8,3.56
1471,3154,12.14,3.08
1472,3863,19.48,3.8
1473,3864,19.48,3.8
1474,3880,130.43,8.95
1475,3871,119.36,8.6
1476,3879,19.48,3.8
1477,3878,17.3,3.61
1478,3877,6.15,2.26
1479,3874,122.94,8.72
1480,3169,25.54,4.3
1481,3170,15.45,3.43
1482,3865,3.96,1.86
1483,3866,3.96,1.86
1484,3867,3.96,1.86
1485,3868,3.96,1.86
1486,3869,3.96,1.86
1487,3870,31.67,4.73
1488,153,2.36,1.47
1489,997,33.32,4.84
1490,440,3.95,1.86
1491,125,5.46,2.15
1492,494,3.51,1.76
1493,4046,46.12,5.61
1494,3144,9.33,2.73
1495,3143,9.33,2.73
1496,3873,15.37,3.42
1497,3872,15.37,3.42
1498,4049,29.6,4.59
1499,4047,9.87,2.8
1500,3141,5.64,2.18
1501,4048,5.64,2.18
1502,3161,1.97,1.36
1503,4045,1.97,1.36
1504,3876,9.9,2.81
1505,3875,9.9,2.81
1506,4051,32.35,4.78
1507,4076,9.87,2.8
1508,4078,122.94,8.72
1509,4089,13.26,3.2
1510,1478,30.49,4.65
1511,4082,50.4,5.84
1512,4093,222.79,11.39
1513,4084,14.49,3.33
1514,4091,5.46,2.15
1515,4083,46.12,5.61
1516,4094,851.24,20.82
1517,4050,59.8,6.3
1518,4077,5.63,2.18
1519,4090,34.32,4.91
1520,4081,10,2.82
1521,4085,10,2.82
1522,4086,10,2.82
1523,4087,10,2.82
1524,4088,40,5.26
1525,4075,9.87,2.8
