"rownum","Id","DisplayedName","DisplayedName (French)","DisplayedName (German)","DisplayedName (Japanese)","DisplayedName (Korean)","DisplayedName (Portuguese)","DisplayedName (Russian)","DisplayedName (Spanish)","DisplayedName (Thai)","DisplayedName (Traditional Chinese)","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool_112","string_113","bool_121","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool_175","bool_176","[rid]_177","i32_193","AlternateSkillTargetingBehavioursKey","bool_213","AIFile","[rid]_222","bool_238","bool_239","bool_240","TransfigureBase"
1069,"blood_offering","Blood Offering","Offrande de sang","Blutopfer","ブラッドオファリング","피의 공물","Oferenda de Sangue","Подношение крови","Ofrenda de sangre","เซ่นไหว้ด้วยเลือด (Blood Offering)","鮮血奉獻","Consumes a corpse, and sacrifices a portion of your life, granting your minions life regeneration based on the life sacrificed, and a bonus to damage. The skill consumes other nearby corpses, increasing the duration and life regeneration for each corpse consumed.","Un sort qui consomme un cadavre et sacrifie une partie de votre vie afin d'octroyer à vos créatures de la régénération de vie en fonction de la vie sacrifiée et un bonus de dégâts. Cette aptitude consomme les autres cadavres à proximité, augmentant sa durée et la régénération de vie octroyée pour chaque cadavre consommé.","Verbraucht einen Leichnam und einen Teil Eures Lebens, um Euren Kreaturen Lebensregeneration, basierend auf Eurem geopferten Leben, und einen Schadensbonus zu gewähren. Die Fertigkeit verbraucht auch andere Leichname im Umkreis, und die Dauer sowie die Lebensregeneration werden durch jeden verbrauchten Leichnam erhöht.","死体を消費し、使用者のライフの一部を犠牲にすることで、捧げたライフ量に応じたライフ自動回復をミニオンに付与するとともにミニオンのダメージにボーナスを付与する。このスキルは他の近くの死体も消費し、消費された死体ごとに、持続時間とライフの自動回復量を増加させる。","시체를 소모하고 플레이어의 생명력 일부를 희생하여, 희생된 생명력에 비례해 소환수의 생명력을 재생시키고 피해에 보너스를 적용합니다. 주변의 다른 시체를 소모할 때마다 지속시간과 생명력 재생이 증가합니다.","Consome um cadáver e sacrifica uma porção da sua vida, fornecendo regeneração de vida aos seus lacaios baseada na vida sacrificada, e um bônus de dano. A habilidade consome outros cadáveres próximos, aumentando a duração e regeneração de vida por cada cadáver consumido.","Поглощает труп и отнимает часть здоровья героя, даруя приспешникам регенерацию здоровья на основании количества отнятого здоровья и увеличение урона. Умение поглощает трупы рядом с основной целью и увеличивает длительность и регенерацию здоровья за каждый поглощённый труп.","Consume un cadáver y sacrifica una parte de tu vida, lo que otorga regeneración de vida a tus esbirros basada en la vida sacrificada, además de una bonificación al daño. La habilidad consume otros cadáveres cercanos, lo que aumenta la duración y regeneración de vida de cada cadáver consumido.","กลืนกินศพหนึ่งและ สละพลังชีวิต ส่วนหนึ่งของคุณเพื่อให้ มิเนียน ของคุณ ฟื้นฟูพลังชีวิต ตามพลังชีวิตที่คุณสละไป และเพิ่มความเสียหาย สกิลนี้กลืนกินศพอื่นที่อยู่ใกล้และมีระยะเวลาเพิ่มขึ้นตามจำนวนศพที่กลืนกิน","消耗一個屍體和獻祭你的部分生命，根據獻祭的生命給與召喚物生命回復和傷害加成。技能會消耗附近其他屍體，每消耗一個屍體會增加持續時間和生命回復。",681,"Art/2DArt/SkillIcons/BloodOffering.dds","[6,20]","[1,4,8,31,5,13,15,14,124]",[],"","",1,"","",22,1,[10642],[217],[],1,1,[],8,"","","",[],"","",1,""
1070,"teleport_strike","","","","","","","","","","","","","","","","","","","","",682,"Art/2DArt/SkillIcons/iconblinkstrike.dds","[1,2]","[0,19,20,23,33]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1071,"shavronne_empower_beam","","","","","","","","","","","","","","","","","","","","",683,"",[3],[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1072,"main_hand_attack","","","","","","","","","","","","","","","","","","","","",684,"","[1,2]","[0,40,2,20,23,19,56]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1073,"off_hand_attack","","","","","","","","","","","","","","","","","","","","",685,"","[1,2]","[0,40,2,20,23,19,56]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1074,"blackguard_zombie_enrage","","","","","","","","","","","","","","","","","","","","",686,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1075,"shavronne_projectile_barrage","","","","","","","","","","","","","","","","","","","","",687,"",[1],"[1,2,6]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1076,"create_lesser_shrine","Create Lesser Shrine","Création d'Autel mineur","Niederen Schrein zaubern","クリエイトレッサーシュライン","하위 성소 창조","Criar Altar Menor","Создание малого алтаря","Crear santuario menor","สร้างแท่นบูชาองค์รอง (Create Lesser Shrine)","產生低階神殿","Creates a Lesser Shrine, which will grant a bonus when touched. The Lesser Shrine will disappear after a short duration, or when used. This skill starts on cooldown.","Crée un Autel mineur, qui octroie un bonus à celui qui le touche. L'Autel mineur disparaît après une courte durée, ou à l'utilisation. Cette aptitude doit être rechargée avant sa première utilisation.","Zaubert einen niederen Schrein, der Euch bei Berührung einen Bonus gewährt. Der Schrein verschwindet nach kurzer Dauer oder nach Berührung. Diese Fertigkeit startet nach der Abklingzeit.","触れた際にボーナスを付与する小さなシュラインを作り出す。小さなシュラインは短い持続時間後または、使用後に消える。このスキルはクールダウン状態で始まる。","하위 성소를 만들어 접촉 시 보너스가 적용됩니다. 짧은 지속시간이 지나거나 사용하고 나면 하위 성소는 사라집니다. 스킬 사용 시 재사용 대기시간이 있습니다.","Cria um Altar Menor, o que concederá um bônus quando tocado. O Altar Menor desaparecerá depois de uma pequena duração ou depois de usado.","Создаёт малый алтарь, дарующий положительный эффект при прикосновении к нему. Малый алтарь исчезает через короткий промежуток времени или после использования.","Crea un Santuario menor que otorga una bonificación cuando lo tocas. El Santuario menor desaparece después de una duración corta o cuando lo usas. Esta habilidad comienza en tiempo de recarga.","สร้าง แท่นบูชาองค์รอง ซึ่งจะให้โบนัสเมื่อสัมผัส แท่นนี้จะหายไปหลังจากสักพักหนึ่งหรือว่าถูกใช้ สกิลนี้มีคูลดาวน์ก่อนเริ่มทำงาน","產生一座低階神殿，處碰後獲得其效果。神殿會在使用後，或時間經過後消失。此技能有初始冷卻時間。",688,"Art/2DArt/SkillIcons/SummonLesserShrine.dds","[1,2]","[1,31,36,49,8]",[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","",[],"","",1,""
1077,"figurehead_incinerate","FigureHead Incinerate","Incinération FigureProue","Figurenkopf-Verbrennen","船首像のインシネレート","선수상 소각","Incinerar da Figura de Proa"," ","Incineración temporal","เผาให้สิ้นของแม่ย่านางเรือ (FigureHead Incinerate)","頭像燒毀","","","","","","","","","","",689,"","[1,2]","[1,2,56,6,28]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1078,"solaris_lunaris_transform","","","","","","","","","","","","","","","","","","","","",690,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1079,"summoning_arrow","","","","","","","","","","","","","","","","","","","","",691,"","[1,2]","[10,0,5,40,57,8,76]",[13],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1080,"kitava_x_blast","","","","","","","","","","","","","","","","","","","","",692,"","[1,2]",[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1081,"kitava_x_nuke","","","","","","","","","","","","","","","","","","","","",693,"","[1,2]",[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1082,"kitava_swipe","","","","","","","","","","","","","","","","","","","","",694,"","[1,2]",[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1083,"kitava_slam","","","","","","","","","","","","","","","","","","","","",695,"","[1,2]",[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1084,"kitava_devouring_darkness","","","","","","","","","","","","","","","","","","","","",696,"","[1,2]",[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1,""
1085,"kitava_throw_debris","","","","","","","","","","","","","","","","","","","","",697,"","[1,2]","[0,2,81]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1086,"kitava_heart_summon","","","","","","","","","","","","","","","","","","","","",698,"",[10],[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1087,"doedre_empty_cauldron","","","","","","","","","","","","","","","","","","","","",699,"","[15,8]",[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
1088,"abberaths_fury","","Furie d'Abberath","Abberaths Wut","アバラスの怒り","아버라스의 광분","Fúria de Abberath","Ярость Абберата","La furia de Abberath","ความเดือดดาลของแอ็บเบอร์แรธ (Abberath's Fury)","艾貝拉斯之怒","","Tandis que vous courez, cette aptitude provoque une petite explosion à chaque pas, infligeant des dégâts de feu dans une zone autour de vous.","Ihr erzeugt mit jedem Eurer Schritte eine kleine Explosion, die im Bereich um Euch herum Feuerschaden verursacht.","使用者が走っている間、一歩ごとに小さな爆発が起き、プレーヤーの周囲に火ダメージを与える。","달리는 동안 매 걸음마다 작은 폭발을 일으켜, 주변 지역에 화염 피해를 줍니다.","Enquanto você corre, essa habilidade cria uma pequena explosão com cada passo, causando dano de fogo em uma área ao seu redor.","Во время передвижения с каждым шагом герой создаёт небольшие взрывы, наносящие урон от огня в области вокруг героя.","Mientras corres, esta habilidad crea una pequeña explosión con cada paso, que inflige daño de fuego en un área a tu alrededor.","ขณะที่คุณวิ่ง สกิลนี้จะสร้างระเบิดเล็กๆ ทุกย่างก้าว สร้างความเสียหาย ไฟ ในพื้นที่รอบตัวคุณ","此技能在你移動中仍然會持續釋放衝擊波",700,"",[4],"[1,6,28]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1089,"abberath_meteor_upheaval","","","","","","","","","","","","","","","","","","","","",701,"","[2,1]","[1,6,28,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1090,"abberath_fireball_combo","","","","","","","","","","","","","","","","","","","","",702,"","[2,1]","[2,1,6,28]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
1091,"abberath_emerge","","","","","","","","","","","","","","","","","","","","",703,"",[1],"[0,19,33,7,6]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1092,"abberath_hide","","","","","","","","","","","","","","","","","","","","",704,"",[15],"[0,19,33,7,6]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1093,"charged_dash_old","Charged Dash","Charge fulgurante","Geladener Sprint","チャージドダッシュ","충전 질주","Avanço Fantasma","Заряженный рывок","Embestida cargada","ชาร์จพลังพุ่งตัว (Charged Dash)","雷霆衝鋒","Channel to project a mirage forward in the direction you're facing, based on your movement speed. Release to teleport to the mirage dealing area of effect damage multiple times along the way. Travelling further applies a bonus to the damage as well as dealing damage in larger areas. Faster attack speed and lower movement speed will both cause damage to be dealt more frequently along the path.","Une canalisation qui projette un mirage ayant votre vitesse de déplacement dans la direction à laquelle vous faites face. Lorsque la canalisation cesse, vous êtes téléporté jusqu'au mirage en infligeant à multiples reprises des dégâts de zone le long du trajet. Vous déplacer plus loin applique un bons aux dégâts et permet d'infliger des dégâts dans des zones plus grandes. Une vitesse d'attaque élevée et une vitesse de déplacement faible contribuent toutes deux à infliger des dégâts plus fréquemment le long du trajet.","Kanalisiert, um eine Illusion in Eure Blickrichtung voranzutreiben, die auf Eurer Bewegungsgeschwindigkeit basiert. Lasst los, um Euch zur Position der Illusion zu teleportieren und entlang der zurückgelegten Distanz mehrfach Schaden im Wirkungsbereich zu verursachen. Je weiter die Reisedistanz oder je größer der Bereich, desto größer fällt der Schaden aus. Die Anzahl von Effekten erhöht sich bei schnellerer Angriffsgeschwindigkeit und niedriger Bewegungsgeschwindigkeit.","チャネリングをしてプレイヤーの向いている方向にムーブメントスピードに応じた速度で鏡像を投射する。チャネリングをやめると鏡像の位置にテレポートして通り道に複数回範囲ダメージを与える。より遠くに移動すると、ダメージボーナスを獲得するとともに効果範囲がより広くなる。アタックスピードを上げることとムーブメントスピードを遅くすることの両方により移動経路上への攻撃頻度が増える。","집중 유지로 이동 속도에 비례하는 신기루를 전방으로 투영합니다. 집중 유지를 종료하면 신기루를 따라 순간이동하면서 경로를 따라 여러 차례의 범위 피해를 줍니다. 더 멀리 이동하면 피해 범위와 피해가 커집니다. 빠른 공격 속도와 느린 이동 속도를 통해 경로에 가해지는 피해와 빈도수를 증가시킬 수 있습니다.","Canalize para projetar uma miragem na direção em que estiver olhando, baseado na sua velocidade de movimento. Solte para teleportar até a miragem e causar dano em área múltiplas vezes pelo caminho. Viajar adiante aplica um bônus ao dano, assim como causar dano em áreas maiores. Velocidade de ataque rápida e velocidade de movimento baixa farão com que dano seja causado mais frequentemente pelo caminho.","При поддержании выпускает мираж вперёд себя. При прекращении поддержания герой переместится в местоположение миража, по пути несколько раз нанеся урон по области. Чем дальше перемещается герой, тем больше урона он нанесёт и тем больше будет область действия умения. Повышение скорости атаки и снижение скорости передвижения увеличит количество ударов, наносимых при перемещении.","Canaliza para proyectar una ilusión en la dirección que miras, basada en tu velocidad de movimiento. Libera para teletransportarte a la ilusión e infligir daño de área de efecto varias veces en el recorrido. Si te desplazas más lejos, se aplica un extra al daño y se inflige daño en áreas más grandes. Tanto una mayor velocidad de ataque como una menor velocidad de movimiento causan que se inflija daño más frecuentemente en el recorrido.","แชนเนลเพื่อสร้างภาพลวงตาไปข้างหน้าคุณตามความเร็วในการเคลื่อนที่ของคุณ ปล่อยเพื่อเทเลพอร์ตไปหาภาพลวงตาแล้วสร้างความเสียหายไปตลอดทาง ยิ่งเดินทางไกลยิ่งเพิ่มความเสียหายรวมถึงพื้นที่ส่งผลอีกด้วย ยิ่งมีความเร็วในการโจมตีมากและมีความเร็วในการเคลื่อนที่น้อยเท่าไร ก็ยิ่งเพิ่มความถี่ในการสร้างความเสียหายไปตามทาง","引導一個幻象根據你的移動速度往你面向的方向前進。施放傳送至幻象並對路徑上造成多次範圍傷害。範圍效果隨著你傳送的距離越遠越大。更快的攻擊速度和較慢的移動速度都可以讓路徑上造成更多次傷害。",705,"Art/2DArt/SkillIcons/ChargedDash.dds",[1],"[33,7,6,47,0,19,30]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",22,1,"[6520,8009,17978,17979,18610]","[24,8008,17980,17981,18611]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1094,"charged_dash","Charged Dash","Charge fulgurante","Geladener Sprint","チャージドダッシュ","충전 질주","Avanço Fantasma","Заряженный рывок","Embestida cargada","ชาร์จพลังพุ่งตัว (Charged Dash)","雷霆衝鋒","Channel to project an illusion which you steer. You gain stages while it moves, until it stops at a maximum total distance. Waves of area damage frequently pulse along its path, based on your attack speed. Stop channelling to teleport to the illusion, dealing a final wave of damage. Requires a Melee Weapon.","Une canalisation qui projette une illusion de vous que vous pouvez diriger. Vous gagnez des paliers pendant le déplacement de l'illusion, jusqu'à ce qu'elle atteigne la distance maximale possible. Des pulsations infligeant des dégâts de zone sont libérées le long du trajet, à une fréquence dépendant de votre vitesse d'attaque. Lorsque la canalisation prend fin, vous êtes téléporté jusqu'à l'illusion, infligeant une vague de dégâts finale. Nécessite une arme de mêlée.","Kanalisiert, um eine Illusion zu projizieren, die Ihr lenkt. Während sich die Illusion bewegt, erhaltet Ihr Phasen, bis die Illusion bei einer maximalen Gesamtdistanz zum Stillstand kommt. Entlang des Wegs pulsieren Wellen von Flächenschaden, der auf Eurer Angriffsgeschwindigkeit basiert. Beendet das Kanalisieren, um Euch zur Illusion zu teleportieren und eine letzte Welle an Schaden zu verursachen. Erfordert eine Nahkampfwaffe.","チャネリングをして操作できる幻影を投影する。幻影が動いて最大距離に到達するまでの間、ステージを獲得する。使用者のアタックスピードに応じた頻度で幻影の通り道に範囲ダメージのパルスが発生する。チャネリングをやめると、幻影の位置に使用者がテレポートし最後のダメージの波動を与える。使用には近接武器が必要である。","집중 유지로 플레이어가 조종하는 환상을 투영합니다. 최대 거리에 도달해 멈출 때까지, 환상이 움직이는 동안 단계를 획득합니다. 공격 속도에 비례해, 경로를 따라 범위 피해의 파도가 수시로 파동을 치게 됩니다. 집중 유지를 멈추면 환상이 있는 곳으로 순간이동하며, 마지막으로 피해의 파도를 방출합니다. 근접 무기로만 사용할 수 있습니다.","Canalize para projetar uma miragem controlada por você. Você ganha estágios enquanto ela se move, até que ela pare no máximo de distância total. Ondas de dano em área pulsam com frequência pelo seu caminho, baseado na sua velocidade de ataque. Pare de canalizar para teleportar até a ilusão, causando uma onda final de dano. Requer uma Arma Corpo a Corpo.","Создаёт управляемую иллюзию при поддержании. Пока иллюзия движется, герой получает заряды, до достижения ею максимального расстояния. На пути её движения регулярно наносится урон волнами, с частотой, зависящей от скорости атаки героя. При прекращении поддержания переносит героя к иллюзии, нанося финальную волну урона. Требует оружие ближнего боя.","Canaliza para proyectar una ilusión que puedes dirigir. Ganas fases mientras se mueve, hasta que se detiene al alcanzar la distancia total máxima. Oleadas de daño en área pulsan frecuentemente a lo largo de su recorrido, en función de tu velocidad de ataque. Deja de canalizar para teletransportarte a la ilusión e infligir una oleada final de daño. Requiere un arma cuerpo a cuerpo.","แชนเนลเพื่อสร้างภาพลวงตาที่คุณควบคุมทิศทางได้ คุณจะได้รับสเตจเพิ่มขึ้นขณะที่ภาพลวงตาเคลื่อนไหวจนกระทั่งมันไปสุดระยะทาง มันจะสร้างความเสียหาย พื้นที่ ออกมาเป็นระลอกอย่างต่อเนื่องไปตามเส้นทางของมันตามความเร็วในการโจมตีของคุณ โดยคุณจะเทเลพอร์ตไปยังภาพลวงตาเมื่อคุณหยุดแชนเนล พร้อมกับสร้างความเสียหายระลอกสุดท้าย ต้องใช้กับ อาวุธประชิด เท่านั้น","引導一個你駕馭的幻象。當它移動時你獲得層數，直到到達最大距離。你和幻影之間會根據你的攻擊速度不斷釋放脈衝傷害。停止引導後將會傳送至幻影位置，並造成最後一波傷害。限定近戰武器。",706,"Art/2DArt/SkillIcons/ChargedDash.dds",[1],"[33,7,6,47,0,19,30]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",22,1,"[6520,8009,17978,17979,18610]","[24,8008,17980,17981,18611]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
1095,"charged_dash_alt_x","[DNT] ChargedDashAltX","Charge fulgurante de la Projection","Geladener Sprint der Projektion","投影のチャージドダッシュ","투영의 충전 질주","Impulso Energizado da Projeção","Заряженный рывок проекции","Embestida cargada de proyección","ชาร์จพลังพุ่งตัวแห่งการถอดจิต (Charged Dash)","雷霆衝鋒．投射","Channel to project an illusion which you steer. You gain stages while it moves, until it stops at a maximum total distance. Waves of area damage frequently pulse along its path, based on your attack speed. Stop channelling to teleport to the illusion, dealing a final wave of damage. Requires a Melee Weapon.","Une canalisation qui projette une illusion de vous que vous pouvez diriger. Vous gagnez des paliers pendant le déplacement de l'illusion, jusqu'à ce qu'elle atteigne la distance maximale possible. Des pulsations infligeant des dégâts de zone sont libérées le long du trajet, à une fréquence dépendant de votre vitesse d'attaque. Lorsque la canalisation prend fin, vous êtes téléporté jusqu'à l'illusion, infligeant une vague de dégâts finale. Nécessite une arme de mêlée.","Kanalisiert, um eine Illusion zu projizieren, die Ihr lenkt. Während sich die Illusion bewegt, erhaltet Ihr Phasen, bis die Illusion bei einer maximalen Gesamtdistanz zum Stillstand kommt. Entlang des Wegs pulsieren Wellen von Flächenschaden, der auf Eurer Angriffsgeschwindigkeit basiert. Beendet das Kanalisieren, um Euch zur Illusion zu teleportieren und eine letzte Welle an Schaden zu verursachen. Erfordert eine Nahkampfwaffe.","チャネリングをして操作できる幻影を投影する。幻影が動いて最大距離に到達するまでの間、ステージを獲得する。使用者のアタックスピードに応じた頻度で幻影の通り道に範囲ダメージのパルスが発生する。チャネリングをやめると、幻影の位置に使用者がテレポートし最後のダメージの波動を与える。使用には近接武器が必要である。","집중 유지로 플레이어가 조종하는 환상을 투영합니다. 최대 거리에 도달해 멈출 때까지, 환상이 움직이는 동안 단계를 획득합니다. 공격 속도에 비례해, 경로를 따라 범위 피해의 파도가 수시로 파동을 치게 됩니다. 집중 유지를 멈추면 환상이 있는 곳으로 순간이동하며, 마지막으로 피해의 파도를 방출합니다. 근접 무기로만 사용할 수 있습니다.","Canalize para projetar uma miragem controlada por você. Você ganha estágios enquanto ela se move, até que ela pare no máximo de distância total. Ondas de dano em área pulsam com frequência pelo seu caminho, baseado na sua velocidade de ataque. Pare de canalizar para teleportar até a ilusão, causando uma onda final de dano. Requer uma Arma Corpo a Corpo.","Создаёт управляемую иллюзию при поддержании. Пока иллюзия движется, герой получает заряды, до достижения ею максимального расстояния. На пути её движения регулярно наносится урон волнами, с частотой, зависящей от скорости атаки героя. При прекращении поддержания переносит героя к иллюзии, нанося финальную волну урона. Требует оружие ближнего боя.","Canaliza para proyectar una ilusión que puedes dirigir. Ganas fases mientras se mueve, hasta que se detiene al alcanzar la distancia total máxima. Oleadas de daño en área pulsan frecuentemente a lo largo de su recorrido, en función de tu velocidad de ataque. Deja de canalizar para teletransportarte a la ilusión e infligir una oleada final de daño. Requiere un arma cuerpo a cuerpo.","แชนเนลเพื่อสร้างภาพลวงตาที่คุณควบคุมทิศทางได้ คุณจะได้รับสเตจเพิ่มขึ้นขณะที่ภาพลวงตาเคลื่อนไหวจนกระทั่งมันไปสุดระยะทาง มันจะสร้างความเสียหาย พื้นที่ ออกมาเป็นระลอกอย่างต่อเนื่องไปตามเส้นทางของมันตามความเร็วในการโจมตีของคุณ โดยคุณจะเทเลพอร์ตไปยังภาพลวงตาเมื่อคุณหยุดแชนเนล พร้อมกับสร้างความเสียหายระลอกสุดท้าย ต้องใช้กับ อาวุธประชิด เท่านั้น","引導一個你駕馭的幻象。當它移動時你獲得層數，直到到達最大距離。你和幻影之間會根據你的攻擊速度不斷釋放脈衝傷害。停止引導後將會傳送至幻影位置，並造成最後一波傷害。限定近戰武器。",706,"Art/2DArt/SkillIcons/ChargedDash.dds",[1],"[33,7,6,47,0,19,30]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",22,1,"[6520,8009,17978,17979,18610]","[24,8008,17980,17981,18611]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,1094
