"rownum","Id","MonsterVarietiesKey","GameObjectRegisterKey","SummonEffect","bool_40","bool_41","i32_42","i32_46","bool_50","BuffDefinition","BuffVisual","i32_83","bool_87","i32_88","string_92","bool_100","bool_101","i32_102"
384,400,731,147,65,1,1,0,0,"","","",0,"",0,"","",1,0
385,401,7942,147,3498,1,1,0,0,"","","",0,"",0,"","",1,0
386,402,7943,147,3498,1,1,0,0,"","","",0,"",0,"","",1,0
387,403,7944,147,3498,1,1,0,0,"","","",0,"",0,"","",1,0
388,404,7945,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
389,405,7946,147,3500,1,1,0,0,"","","",0,"",0,"","",1,0
390,406,1629,147,959,1,1,0,0,"","","",0,"",0,"","",1,0
391,407,8035,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
392,408,2190,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
393,409,6082,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
394,410,8030,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
395,411,"",88,"",1,1,0,0,"","","",0,"",0,"","",1,0
396,412,7957,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
397,413,8055,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
398,414,8110,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
399,415,8020,147,340,1,1,0,0,"","","",0,"",0,"","",1,0
400,416,8141,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
401,417,8119,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
402,418,8131,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
403,419,8030,147,1916,1,1,0,0,"","","",0,"",0,"","",1,0
404,420,8236,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
405,421,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
406,422,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
407,423,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
408,424,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
409,425,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
410,426,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
411,427,8296,147,"","",1,0,0,"","","",0,"",0,"","",1,0
412,428,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
413,429,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
414,430,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
415,431,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
416,432,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
417,433,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
418,434,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
419,435,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
420,436,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
421,437,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
422,438,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
423,439,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
424,440,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
425,441,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
426,442,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
427,443,8270,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
428,444,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
429,445,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
430,446,7727,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
431,447,4821,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
432,448,"",90,"",1,1,0,0,"","","",0,"",0,"","",1,0
433,449,8418,147,"","",1,0,0,"","","",0,"",0,"","",1,0
434,450,3287,147,"","",1,0,0,"","","",0,"",0,"","",1,0
435,451,8462,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
436,452,8463,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
437,453,8464,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
438,454,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
439,455,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
440,456,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
441,457,1629,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
442,458,8469,147,"","",1,0,0,"","","",0,"",0,"","",1,0
443,459,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
444,460,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
445,461,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
446,462,8471,147,"","",1,0,0,"","","",0,"",0,"","",1,0
447,463,8465,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
448,464,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
449,465,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
450,466,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
451,467,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
452,468,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
453,469,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
454,470,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
455,471,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
456,472,1629,147,"","",1,0,0,"","","",0,"",0,"","",1,0
457,473,"",92,"","",1,0,0,"","","",0,"",0,"","",1,0
458,474,8473,147,"","",1,0,0,"","","",0,"",0,"","",1,0
459,475,8495,147,"","",1,0,0,"","","",0,"",0,"","",1,0
460,476,8466,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
461,477,8484,147,"","",1,0,0,"","","",0,"",0,"","",1,0
462,478,8485,147,"","",1,0,0,"","","",0,"",0,"","",1,0
463,479,8486,147,"","",1,0,0,"","","",0,"",0,"","",1,0
464,480,8474,147,"",1,"",0,0,"","","",0,"",0,"","",1,0
465,481,"",93,"","",1,0,0,"","","",0,"",0,"","",1,0
466,482,"",94,"","",1,0,0,"","","",0,"",0,"","",1,0
467,483,"",95,"","",1,0,0,"","","",0,"",0,"","",1,0
468,484,8448,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
469,485,8449,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
470,486,3288,147,"","",1,0,0,"","","",0,"",0,"","",1,0
471,487,8470,147,"","",1,0,0,"","","",0,"",0,"","",1,0
472,488,8447,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
473,489,5455,147,"","",1,0,0,"","","",0,"",0,"","",1,0
474,490,8524,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
475,491,8677,147,"","","",0,0,"","","",0,"",0,"","",1,0
476,492,8568,147,"",1,"",0,0,"","","",0,"",0,"","",1,0
477,493,8639,147,"","",1,0,0,"","","",0,"",0,"","",1,0
478,494,"",102,"",1,"",0,0,"","","",0,"",0,"","",1,0
479,495,"",96,"",1,"",0,0,"","","",0,"",0,"","",1,0
480,496,"",99,"",1,"",0,0,"","","",0,"",0,"","",1,0
481,497,"",103,"",1,"",0,0,"","","",0,"",0,"","",1,0
482,498,"",97,"",1,"",0,0,"","","",0,"",0,"","",1,0
483,499,"",100,"",1,"",0,0,"","","",0,"",0,"","",1,0
484,500,"",104,"",1,"",0,0,"","","",0,"",0,"","",1,0
485,501,"",98,"",1,"",0,0,"","","",0,"",0,"","",1,0
486,502,"",101,"",1,"",0,0,"","","",0,"",0,"","",1,0
487,503,8660,147,"","",1,0,15,1,"","",0,"",0,"","",1,0
488,504,8678,147,"","","",0,0,"","","",0,"",0,"","",1,0
489,505,8680,147,"","",1,0,0,"","","",0,"",0,"","",1,0
490,507,8596,147,"",1,"",0,0,"","","",0,"",0,"","",1,0
491,508,8562,147,"","","",0,0,"","","",0,"",0,"","",1,0
492,509,8661,147,"","",1,0,0,"","","",0,"",0,"","",1,0
493,510,8665,147,"","",1,0,0,"","","",0,"",0,"","",1,0
494,511,8666,147,"","",1,0,0,1,"","",0,1,0,"","",1,0
495,512,8663,147,"","","",0,0,"","","",0,"",0,"","",1,0
496,513,8671,147,"","",1,0,0,"","","",0,"",0,"","",1,0
497,514,8661,147,"","",1,15,0,"","","",0,"",0,"","",1,0
498,515,8661,147,"","",1,-15,0,"","","",0,"",0,"","",1,0
499,516,8679,147,"","","",0,0,"","","",0,"",0,"","",1,0
500,517,8660,147,"","",1,0,-30,1,"","",0,"",0,"","",1,0
501,518,8664,147,"","","",0,0,1,"","",0,"",0,"","",1,0
502,519,8662,147,"","",1,0,0,1,"","",0,"",0,"","",1,0
503,520,1316,147,"","",1,0,0,"","","",0,"",0,"","",1,0
504,521,8707,147,"","",1,0,0,"","","",0,"",0,"","",1,0
505,522,8875,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
506,523,8930,147,"","","",0,0,"","","",0,"",12,"","",1,0
507,524,8799,147,"",1,1,0,0,"","","",0,"",12,"","",1,0
508,525,8800,147,"",1,1,0,0,"","","",0,"",12,"","",1,0
509,526,3272,147,"","",1,0,0,"","","",0,"",30,"","",1,0
510,527,"",117,"",1,"",0,0,"","","",0,"",10,"","",1,0
511,528,8756,147,"","","",0,0,1,"","",0,1,0,"","",1,0
512,529,"",118,"",1,"",0,0,"","","",0,"",15,"","",1,0
513,530,9016,147,"","",1,0,0,"","","",0,"",0,"","",1,0
514,531,5791,147,"",1,1,8,8,"","","",0,"",0,"","",1,0
515,532,5794,147,"",1,1,0,0,"","","",0,"",45,"","",1,0
516,533,6078,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
517,534,6138,147,"","",1,0,0,"","","",0,"",0,"","",1,0
518,535,"",119,"",1,1,0,0,"","","",0,"",40,"","",1,0
519,536,5651,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
520,537,5675,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
521,538,8732,147,5122,"",1,0,0,"","","",0,"",0,"","",1,0
522,539,8757,147,"","","",0,0,1,"","",0,1,40,"","",1,0
523,540,8714,147,"","",1,0,0,1,"","",0,"",0,"","",1,0
524,541,5254,147,"","","",0,0,1,"","",0,"",0,"","",1,0
525,542,6482,147,"","","",0,0,"","","",0,"",0,"","",1,0
526,543,7602,147,"","",1,0,0,"","","",0,1,0,"","",1,0
527,544,9036,147,"","","",0,0,"","","",0,"",0,"","",1,0
528,545,9037,147,"","","",0,0,"","","",0,"",0,"","",1,0
529,546,9038,147,"","","",0,0,"","","",0,"",0,"","",1,0
530,547,9039,147,"","","",0,0,"","","",0,"",0,"","",1,0
531,548,8727,147,"","","",0,0,"","","",0,"",0,"","",1,0
532,549,9040,147,"","","",0,0,"","","",0,"",20,"","",1,0
533,550,9174,147,"","",1,0,0,"","","",0,"",0,"","",1,0
534,551,9175,147,"","",1,0,0,"","","",0,"",0,"","",1,0
535,552,9191,147,"","",1,0,0,"","","",0,"",0,"","",1,0
536,553,9178,147,"","",1,0,0,"","","",0,"",0,"","",1,0
537,554,9179,147,"","",1,0,0,"","","",0,"",0,"","",1,0
538,555,9192,147,"","",1,0,0,"","","",0,"",0,"","",1,0
539,556,9103,147,"","",1,0,0,1,"","",0,"",0,"clones",1,1,0
540,557,9104,147,"","",1,0,0,1,"","",0,"",0,"clones",1,1,0
541,558,9194,147,"","","",0,0,1,"","",0,"",0,"","","",0
542,559,9195,147,"","","",0,0,1,"","",0,"",0,"","","",0
543,560,9196,147,"","","",0,0,1,"","",0,"",0,"","","",0
544,561,"",120,"",1,1,0,12,1,"","",0,"",0,"squad",1,1,0
545,562,9056,147,"","",1,0,0,"","","",0,1,0,"","",1,0
546,563,9320,147,"","",1,0,0,"","","",0,1,0,"voidzone",1,1,0
547,564,9265,147,"","",1,0,0,"","","",0,"",0,"","",1,0
548,565,2395,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
549,566,969,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
550,567,"",121,"",1,1,0,0,1,"","",0,1,0,"temp_minion","",1,0
551,568,529,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
552,569,9310,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
553,570,9311,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
554,571,9312,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
555,572,9342,147,"","",1,0,8,1,"","",0,"",0,"","",1,0
556,573,9245,147,"","",1,0,0,1,"","",0,1,0,"","",1,0
557,574,9350,147,"",1,1,0,0,"","","",0,1,0,"","",1,0
558,575,7046,147,"","",1,0,0,1,"","",0,1,0,"","",1,0
559,576,9442,147,"","","",0,0,"","","",0,"",0,"","",1,0
560,577,9530,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
561,578,5647,147,"","",1,0,0,1,"","",0,1,15,"","",1,0
562,579,8290,147,"","","",0,0,"","","",0,"",30,"my_ranged_snakes",1,1,0
563,580,5671,147,"","",1,0,0,1,"","",0,1,10,"","",1,0
564,581,5745,147,"","",1,0,0,1,"","",0,1,15,"","",1,0
565,582,5498,147,"","",1,0,0,1,"","",0,1,15,"","",1,0
566,583,5787,147,"","",1,0,0,1,"","",0,1,10,"","",1,0
567,584,6017,147,"","",1,0,0,1,"","",0,1,10,"","",1,0
568,585,6107,147,"","",1,0,0,1,"","",0,1,10,"","",1,0
569,586,6282,147,"","",1,0,0,1,"","",0,1,10,"","",1,0
570,587,5479,147,"","",1,0,0,1,"","",0,1,10,"","",1,0
571,588,5761,147,"","",1,0,0,1,"","",0,1,15,"","",1,0
572,589,9565,147,"",1,1,0,0,"","","",0,"",10,"","",1,1000
573,590,9592,147,"","",1,0,0,"","","",0,"",0,"tentacles",1,1,0
574,591,8375,147,"","",1,0,0,"","","",0,"",0,"inert_banners",1,1,0
575,592,9532,147,"","",1,0,0,1,"","",0,1,15,"","",1,0
576,593,4858,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
577,594,4859,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
578,595,4857,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
579,596,4854,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
580,597,4851,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
581,598,"",122,"","",1,0,0,1,"","",0,1,0,"","",1,0
582,599,9533,147,"",1,1,0,0,"","","",0,"",0,"voodoo_doll","",1,0
583,600,9534,147,"",1,1,0,0,1,"","",0,1,0,"crystals",1,1,0
584,601,5271,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
585,602,9596,147,"","",1,0,0,"","","",0,"",0,"tentacles",1,1,0
586,603,5447,147,"","","",0,0,"","","",0,"",0,"","",1,0
587,604,5448,147,"","","",0,0,"","","",0,"",0,"","",1,0
588,605,5449,147,"","","",0,0,"","","",0,"",0,"","",1,0
589,606,5450,147,"","","",0,0,"","","",0,"",0,"","",1,0
590,607,5451,147,"","","",0,0,"","","",0,"",0,"","",1,0
591,608,9593,147,"","",1,0,0,"","","",0,"",0,"mega_tentacles",1,1,0
592,609,9529,147,"",1,"",0,0,"","","",0,"",0,"","",1,0
593,610,9550,147,"",1,1,0,0,"","","",0,"",0,"minotaur","",1,0
594,611,3284,147,"","",1,0,0,1,"","",0,1,0,"","",1,0
595,612,3117,147,"","",1,0,0,"","","",0,"",0,"","",1,0
596,613,5486,147,"","",1,0,0,"","","",0,"",10,"","",1,0
597,614,4493,147,486,1,1,0,0,"","","",0,"",0,"","",1,0
598,615,6191,147,"","",1,0,0,1,"","",0,"",0,"","",1,0
599,616,5719,147,"",1,1,0,0,1,"","",0,1,0,"","",1,0
600,617,9794,147,"",1,1,0,0,"","","",0,"",0,"volatiles",1,1,0
601,618,9791,147,"",1,1,0,0,1,"","",0,"",0,"volatiles",1,1,0
602,619,9792,147,"",1,1,0,0,"","","",0,"",0,"vortexes",1,1,0
603,620,9748,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
604,621,4848,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
605,622,4836,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
606,623,9772,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
607,624,9765,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
608,625,9017,147,"","",1,0,0,"","","",0,"",10,"","",1,0
609,626,9862,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
610,627,9863,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
611,628,9864,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
612,629,9531,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
613,630,9927,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
614,631,9926,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
615,632,10007,147,"","",1,10,0,"","","",0,"",0,"","",1,0
616,633,10006,147,"","",1,0,0,"","","",0,1,0,"","",1,500
617,634,9894,147,"","",1,0,0,"","","",0,1,0,"clones",1,1,0
618,635,7531,147,"",1,1,0,0,"","","",0,"",0,"jade_rocks",1,1,0
619,636,10110,147,"","",1,0,0,1,"","",0,"",0,"","",1,0
620,637,9197,147,"","","",0,0,1,"","",0,"",0,"","","",0
621,638,5518,147,"",1,1,0,0,"","","",0,"",20,"","",1,500
622,639,"",138,1992,"",1,0,0,"","","",0,"",0,"","",1,0
623,640,10149,147,"",1,1,0,0,"","","",0,1,0,"orbs",1,1,0
624,641,"",139,"",1,1,0,0,"","","",0,"",0,"","",1,0
625,642,10296,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
626,643,10289,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
627,644,10291,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
628,645,10293,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
629,646,10290,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
630,647,10292,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
631,648,10294,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
632,649,10297,147,"","","",0,0,"","","",0,"",12,"","",1,0
633,650,"",140,"",1,1,0,0,"","","",0,"",0,"fabrications",1,1,0
634,651,1317,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
635,652,6072,147,1402,1,1,0,0,"","","",0,"",0,"","",1,0
636,653,10307,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
637,654,9246,147,"",1,1,0,0,"","","",0,"",0,"volatiles",1,1,0
638,655,6268,147,"","",1,0,0,"","","",0,"",0,"","",1,0
639,656,10344,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
640,657,10441,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
641,658,10438,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
642,659,10440,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
643,660,10439,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
644,661,9007,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
645,662,"",144,"",1,1,0,0,"","","",0,"",0,"","",1,0
646,663,2889,147,959,1,1,0,0,"","","",0,"",0,"","",1,0
647,664,8195,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
648,665,6081,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
649,666,10389,147,"",1,1,0,0,"","","",0,"",0,"my_volatiles",1,1,0
650,667,10399,147,"",1,1,0,0,"","","",0,"",0,"my_orbs",1,1,0
651,668,2675,147,"",1,1,0,0,"","","",0,"",300,"","",1,1500
652,669,2676,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
653,670,5613,147,"","",1,0,0,"",61,"",0,"",20,"","",1,500
654,671,2403,147,"","",1,0,0,"",61,"",0,"",0,"","",1,0
655,672,4100,147,"","",1,0,0,"",61,"",0,"",0,"","",1,0
656,673,3596,147,"","",1,0,0,"",61,"",0,"",0,"","",1,0
657,674,8318,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
658,675,8231,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
659,676,8288,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
660,677,8262,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
661,678,10533,147,"","",1,0,0,"","","",0,"",3,"","",1,150
662,679,10498,147,"",1,1,0,0,"","","",0,"",0,"","",1,300
663,680,4377,147,"",1,1,0,0,"","","",0,"",0,"","",1,150
664,681,4675,147,7966,"",1,0,0,"","","",0,"",0,"","",1,150
665,682,10499,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
666,683,10537,147,"",1,1,0,0,"","","",0,"",8,"flesh_pillar","",1,400
667,684,"",145,8067,"",1,0,0,"","","",0,"",0,"","",1,0
668,685,10489,147,8067,"",1,0,0,"","","",0,"",0,"","",1,0
669,686,"",146,1078,"",1,0,0,"","","",0,"",0,"","",1,0
670,687,1691,147,"","",1,0,0,"","","",0,"",0,"","",1,0
671,688,"",40,1085,1,1,0,0,"","","",0,"",0,"","",1,0
672,689,"",143,"","",1,0,0,"","","",0,"",0,"my_atlas_minion","",1,0
673,690,10615,147,"",1,1,0,0,"","","",0,"",0,"my_undead",1,1,0
674,691,2929,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
675,692,2931,147,"",1,1,0,0,"","","",0,"",0,"","",1,0
676,693,10648,147,"",1,1,0,0,"","","",0,"",0,"my_skeletons",1,1,0
