"rownum","BaseItemTypesKey","rid_16","rid_32","rid_48","rid_64","rid_80","rid_96","rid_112","rid_128","rid_144","rid_160","rid_176","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","HASH32","DropLevel","Monster_ModsKeys","EssenceTypeKey","Level","[i32]_424","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","MemoryLines","[i32]_957","Level2"
76,174,"","","","","","","","","","","","","",3183,3183,3195,3754,3195,9880,"","",8173,2676798626,[48],"[13336,13352]",13,4,[612],4239,"","","","",6979,"",6979,6979,9880,3195,4239,4239,4239,4239,4239,4239,4239,4239,4239,4239,4239,4239,4239,13231,75,3754,3183,3195,"",8173,"","",[13344],[553],[48]
77,175,"","","","","","","","","","","","","",3184,3184,3196,3755,3196,9881,"","",8174,2236092347,[68],"[13337,13353]",13,5,[673],4240,"","","","",6980,"",6980,6980,9881,3196,4240,4240,4240,4240,4240,4240,4240,4240,4240,4240,4240,4240,4240,13232,0,3755,3184,3196,"",8174,"",1,[13345],[37],[68]
78,176,"","","","","","","","","","","","","",3185,3185,3197,3756,3197,9882,"","",8175,3597015138,"[73,77]","[13338,13354]",13,6,"[135,269]",4241,"","","","",6981,"",6981,6981,9882,3197,4241,4241,4241,4241,4241,4241,4241,4241,4241,4241,4241,4241,4241,13233,0,3756,3185,3197,"",8175,"","",[13346],[0],[]
79,177,"","","","","","","","","","","","","",3194,3194,3198,3757,3198,9883,"","",8176,3877066393,[],"[13339,13355]",13,7,[0],4242,"","","","",6982,"",6982,6982,9883,3198,4242,4242,4242,4242,4242,4242,4242,4242,4242,4242,4242,4242,4242,13234,0,3757,3194,3198,"",8176,"","",[13347],[0],[]
80,178,"","","","","","","","","","","","","",188,"","","","","","","","",2222268756,[48],"[13336,13358,13352]",14,4,[612],"","",9424,9428,"",188,"",188,188,188,188,9428,9424,9428,9428,9428,9428,9424,9424,9424,9424,9424,9424,9424,13288,75,188,188,188,188,188,188,"","[13344,13358]",[553],[48]
81,179,"","","","","","","","","","","","","",189,"","","","","","","","",4275013435,[68],"[13337,13358,13353]",14,5,[673],"","",9425,9429,"",189,"",189,189,189,189,9429,9425,9429,9429,9429,9429,9425,9425,9425,9425,9425,9425,9425,13289,0,189,189,189,189,189,189,1,"[13345,13358]",[37],[68]
82,180,"","","","","","","","","","","","","",191,"","","","","","","","",2752600931,"[73,77]","[13338,13358,13354]",14,6,"[135,269]","","",9426,9430,"",191,"",191,191,191,191,9430,9426,9430,9430,9430,9430,9426,9426,9426,9426,9426,9426,9426,13290,0,191,191,191,191,191,191,"","[13346,13358]",[0],[]
83,181,"","","","","","","","","","","","","",194,"","","","","","","","",473094408,[],"[13339,13358,13355]",14,7,[0],"","",9427,9431,"",194,"",194,194,194,194,9431,9427,9431,9431,9431,9431,9427,9427,9427,9427,9427,9427,9427,13291,0,194,194,194,194,194,194,"","[13347,13358]",[0],[]
84,182,"","","","","","","","","","","","","",2964,2747,2747,21400,2955,2273,10378,22292,3729,3939582157,[48],"[13336,13352]",15,4,[612],"",2839,"","","",3729,2843,22292,10378,2273,2955,2843,2843,2839,2839,2839,2839,2839,2839,2839,2839,2839,2839,2839,13227,75,21400,2747,2747,"",3729,"","",[13344],[553],[48]
85,183,"","","","","","","","","","","","","",2965,2748,2748,21401,2957,2274,10379,22293,3730,839378797,[68],"[13337,13353]",15,5,[673],"",2840,"","","",3730,2844,22293,10379,2274,2957,2844,2844,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,13228,0,21401,2748,2748,"",3730,"",1,[13345],[37],[68]
86,184,"","","","","","","","","","","","","",2966,2750,2766,21402,2958,2275,10380,22294,3731,2472405090,"[73,77]","[13338,13354]",15,6,"[135,269]","",2841,"","","",3731,2845,22294,10380,2275,2958,2845,2845,2841,2841,2841,2841,2841,2841,2841,2841,2841,2841,2841,13229,0,21402,2750,2766,"",3731,"","",[13346],[0],[]
87,185,"","","","","","","","","","","","","",2967,2751,2767,21403,2959,2277,10381,22295,3732,1492393166,[],"[13339,13355]",15,7,[0],"",2842,"","","",3732,2846,22295,10381,2277,2959,2846,2846,2842,2842,2842,2842,2842,2842,2842,2842,2842,2842,2842,13230,0,21403,2751,2767,"",3732,"","",[13347],[0],[]
88,186,"","","","","","","","","","","","","",2651,"","",5012,"","","","",3103,3534886895,[68],"[13337,13353]",16,5,[586],"","",2752,2760,"",577,"",577,577,577,577,2760,2752,2760,2760,2760,2760,2752,2752,2752,2752,2752,2752,2752,13196,0,5012,3103,3103,3103,3103,"",1,[13345],[32],[68]
89,187,"","","","","","","","","","","","","",2652,"","",5013,"","","","",3104,557934500,"[73,77]","[13338,13354]",16,6,"[117,234]","","",2753,2761,"",579,"",579,579,579,579,2761,2753,2761,2761,2761,2761,2753,2753,2753,2753,2753,2753,2753,13197,0,5013,3104,3104,3104,3104,"","",[13346],[0],[]
90,188,"","","","","","","","","","","","","",2654,"","",5014,"","","","",3111,2321905335,[],"[13339,13355]",16,7,[0],"","",2754,2762,"",582,"",582,582,582,582,2762,2754,2762,2762,2762,2762,2754,2754,2754,2754,2754,2754,2754,13198,0,5014,3111,3111,3111,3111,"","",[13347],[0],[]
91,189,"","","","","","","","","","","",3802,4577,3802,2078,2177,2173,"","",2204,2209,2215,2086905859,[68],"[13337,13353]",17,5,[586],"","",24830,"",24833,2212,"",2209,2204,2212,2212,4577,3802,24833,24833,24833,24833,24830,24830,24830,24830,24830,24830,24830,13266,0,2173,2078,2177,"",2215,"",1,[13345],[32],[68]
92,190,"","","","","","","","","","","",3803,4578,3803,2081,2178,2174,"","",2206,2210,2216,330229883,"[73,77]","[13338,13354]",17,6,"[117,234]","","",24831,"",24834,2213,"",2210,2206,2213,2213,4578,3803,24834,24834,24834,24834,24831,24831,24831,24831,24831,24831,24831,13267,0,2174,2081,2178,"",2216,"","",[13346],[0],[]
93,191,"","","","","","","","","","","",3804,4578,3804,2082,2179,2176,"","",2208,2211,2217,1669260288,[],"[13339,13355]",17,7,[0],"","",24832,"",24835,2214,"",2211,2208,2214,2214,4578,3804,24835,24835,24835,24835,24832,24832,24832,24832,24832,24832,24832,13268,0,2176,2082,2179,"",2217,"","",[13347],[0],[]
94,192,"","","","","","","","","","","","","",3688,3688,3698,3159,"","",10398,"",3777,122642368,[68],"[13337,13353]",18,5,[586],3777,"","","","",10395,"",10395,10398,10395,10395,3777,3777,3777,3777,3777,3777,3777,3777,3777,3777,3777,3777,3777,13235,0,3159,3688,3698,"",3777,"",1,[13345],[32],[68]
95,193,"","","","","","","","","","","","","",3689,3689,3699,3160,"","",10399,"",3778,3278760887,"[73,77]","[13338,13354]",18,6,"[117,234]",3778,"","","","",10396,"",10396,10399,10396,10396,3778,3778,3778,3778,3778,3778,3778,3778,3778,3778,3778,3778,3778,13236,0,3160,3689,3699,"",3778,"","",[13346],[0],[]
96,194,"","","","","","","","","","","","","",3697,3697,3700,3161,"","",10400,"",3779,1247641969,[],"[13339,13355]",18,7,[0],"","",3779,3786,"",10397,"",10397,10400,10397,10397,3786,3779,3786,3786,3786,3786,3779,3779,3779,3779,3779,3779,3779,13237,0,3161,3697,3700,"",3779,"","",[13347],[0],[]
97,195,"","","","","","","","","","","","","",13044,"","",3517,"","","","","",2603765672,[68],"[13337,4066,13353]",19,5,[586],"","",10500,10504,"",3517,"",3517,3517,3517,3517,10504,10500,10504,10504,10504,10504,10500,10500,10500,10500,10500,10500,10500,13224,0,3517,8904,8904,8904,3517,"",1,"[13345,4066]",[32],[68]
98,196,"","","","","","","","","","","","","",13045,"","",3518,"","","","","",3576503971,"[73,77]","[13338,4066,13354]",19,6,"[117,234]","","",10501,10505,"",3518,"",3518,3518,3518,3518,10505,10501,10505,10505,10505,10505,10501,10501,10501,10501,10501,10501,10501,13225,0,3518,8905,8905,8905,3518,"","","[13346,4066]",[0],[]
99,197,"","","","","","","","","","","","","",13046,"","",3519,"","","","","",692127728,[],"[13339,4066,13355]",19,7,[0],"","",10502,10506,"",3519,"",3519,3519,3519,3519,10506,10502,10506,10506,10506,10506,10502,10502,10502,10502,10502,10502,10502,13226,0,3519,8906,8906,8906,3519,"","","[13347,4066]",[0],[]
100,198,"","","","","","","","","","","","","",13317,8914,13316,13360,13306,13312,13389,13332,13330,3987977499,[],"[13340,13356]",20,8,[0],13380,"","","","","","",13332,13389,13312,13306,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13294,0,13360,8914,13316,"",13330,"","",[13348],[0],[]
101,199,"","","","","","","","","","","","","",10797,13367,13363,13327,13308,13401,13391,13309,13364,2840020225,[],"[13340,13388,13356]",21,8,[0],13387,"","","","","","",13309,13391,13401,13308,13387,13387,13387,13387,13387,13387,13387,13387,13387,13387,13387,13387,13387,13295,0,13327,13367,13363,"",13364,"","","[13348,13388]",[0],[]
102,200,"","","","","","","","","","","","","",13329,13369,13328,13370,13325,13311,13315,13310,13365,2284462609,[],"[13340,13299,13356]",22,8,[0],13376,"","","","","","",13310,13315,13311,13325,13376,13376,13376,13376,13376,13376,13376,13376,13376,13376,13376,13376,13376,13296,0,13370,13369,13328,"",13365,"","","[13348,13299]",[0],[]
103,201,"","","","","","","","","","","","","",13396,13398,19088,7844,13392,12757,13323,13379,13393,2795119631,[],"[13340,13260,13399,13356]",23,8,[0],13397,"","","","","","",13379,13323,12757,13392,13397,13397,13397,13397,13397,13397,13397,13397,13397,13397,13397,13397,13397,13297,0,7844,13398,19088,"",13393,"","","[13348,13260,13399]",[0],[]
104,203,"","","","","","","","","","","","","","","","","","","","","","",411361590,[32],"[13382,13383,13384]",25,0,[0],"","","","","","","","","","","","","","","","","","","","","","","","",13201,0,"","","","","","","","[13382,13383,13384]",[0],[32]
105,202,"","","","","","","","","","","","","",13409,13410,13411,13412,13405,13406,13407,13408,13413,680122008,[68],"[13340,13356]",24,0,[0],"","",13403,13404,"","","",13408,13407,13406,13405,13404,13403,13404,13404,13404,13404,13403,13403,13403,13403,13403,13403,13403,13301,15,13412,13410,13411,"",13413,"","",[13348],[0],[68]
