"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool_40","PlayerConditionsKeys","MonsterDeathConditionsKeys","Area","i32_89","i32_93","bool_97","bool_98","Stats","MultiPartAchievement1","MapAchievement","MultiPartAchievement2","MultiPartAchievement3","i32_179","NearbyMonsterConditionsKeys","bool_199","MultiPartAchievementConditionsKeys","[i32]_216","bool_232","LeagueArea","Stat","bool_265"
175,"KillOshabiWithoutBeingHitByVolatileOrchard",[8647],[7194],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[33],[],"",[],[],""
176,"KillIncursionOmnitect",[6705],[4204],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
177,"KillPossessedUniqueMonster",[0],[9326],"",[],"[13,3]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
178,"KillHallowedHuskAfter3BloodRainsAndWithoutStandingInProximityShield",[1690],[7418],"",[],[],[1245],1,1,1,"",[],[],[],[],"",0,[],"","[34,35]",[],"",[],[],""
179,"KillVaalTempleBossesInReverse",[3417],[7419],"",[],[],[1256],1,1,1,"",[],[],[],[],"",0,[],"",[36],[],"",[],[],""
180,"KillAulenGreychainWhileHimAndYouHaveImmortalCall",[2525],[7420],"",[33],[37],[1107],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
181,"KillChayulaWithoutBeingHitByChaosCycloneProjectilesAndAfter3Cyclones",[5436],[9112],"",[],[],[],81,81,1,"",[],[],[],[],"",0,[],"",[37],[],"",[],[],""
182,"KillMerveilWithSapphireRingEquipped",[164],[7201],"",[34],[],[20],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
183,"KillVaalOversoulWithTopazRingEquipped",[158],[7202],"",[35],[],[39],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
184,"KillPietyWithSapphireRingAndTopazRingEquipped",[1419],[7203],"",[36],[],[54],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
185,"KillLeifTheSwiftHandedWhileBlinded",[2497],[7272],"",[37],[],[1222],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
186,"KillHighTemplarWithoutBeingAffectedByColdBeam",[1678],[7273],"",[],[],[1224],1,1,"","",[],[],[],[],"",0,[],"",[39],[],"",[],[],""
187,"KillOakTheMightyWhileTaunted",[2522],[7274],"",[38],[],[1215],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
188,"KillJorusWhileHeIsChannellingScorchingRay",[5676],[7275],"",[],[38],[1188],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
189,"KillAdmiralDarnawWithoutBeingHitByOceansWave",[8780],[7423],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[40],[],"",[],[],""
190,"KillUnbreakableMk1WithoutBeingAffectedByMagneticStorm",[8768],[7424],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[41],[],"",[],[],""
191,"KillNashtaTheUsurperWithoutDetonatingVolatileEmberstormsAndWhileAffectedByEmberstorm",[8773],[7425],"",[39],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[42],[],"",[],[],""
192,"KillVoxTwinsWithoutBecomingImmobilised","[8785,8786]",[7426],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[43,44]",[],"",[],[],""
193,"KillVoxTwinsWithoutTwinsSwappingPositions","[8785,8786]",[7427],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[45,44]",[],"",[],[],""
194,"KillVoxTwinsByKillingVixVoxFirst",[8786],[7428],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[44],[],"",[],[],""
195,"KillVoxTwinsByKillingVinnyVoxFirst",[8785],[7429],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[44],[],"",[],[],""
196,"KillWarband","[4547,4550,4552,4575,4578,4581,4601,4604,4606,4608,4614,4617,4626,4628,4631,4633,4635,4637]",[7542],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
197,"KillBeyondBoss",[0],"[7547,9922]","",[],[15],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
198,"KillHeistBossNoTwins","[8780,8768,8773,8775]",[7561],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
199,"KillHeistBossTwins80","[8785,8786]","[10995,11280]","",[],[],[],80,80,"","",[],[],[],[],"",0,[],"",[44],[],"",[],[],""
200,"KillMavenBuffedBoss",[0],"[9464,9528,10537,10523]","",[],"[7,39]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
201,"KillAbaxoth",[3647],[7665],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
202,"KillShaper",[5269],[8351],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
203,"KillSirusAwakeningLevel8",[8365],[8223],"",[],[],[],1,1,"","",[10839],[],[],[],"",0,[],"",[],[8],"",[],[],""
204,"KillOshabi",[8647],"[11056,11369]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
205,"KillTheMaven",[9008],"[8222,7630]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
206,"KillCaptainClayborneWithoutDefeatingDrownedCrew",[8739],[7491],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[46],[],"",[],[],""
207,"KillOrmudFiendOfTheFloodWithoutBeingHitByWaterVortexOrCollapsingOrb",[8972],[7492],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[47],[],"",[],[],""
208,"KillLyciusMidnightsHowlWhileHeIsUsingWolfBarrage",[4900],[7493],"",[],[40],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
209,"KillBramblefallBossesWithoutBeingHitBySlamScreechSpikes","[8670,8674,8678]",[7632],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[48,49]",[],"",[],[],""
210,"KillBurtokConjurerOfBonesWhileAffectedByBoneRoilAndWhileHeIsBleeding",[3587],[7633],"",[40],[36],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
211,"KillDoedreTheDefilerWhileYouHave5StacksOfDoedresSufferingTormentWithering","[6152,6156]",[7634],"","[41,42,43]",[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
212,"KillFoundryMapBossesWithinThreeSecondsOfOneAnotherAndWithoutBeingHitByCorpseRain","[9000,8731]",[7631],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[50,51]",[],"",[],[],""
213,"DefeatTheMavenWithoutMoreThan16VolatilesEver",[9008],[7660],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[52],[],"",[],[],""
214,"DefeatTheMavenWithoutFailingMemoryGame",[9008],"[7662,9723]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[53],[],"",[],[],""
215,"DefeatTheMavenWithoutBeingHitByElasticBeams",[9008],[7663],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[54],[],"",[],[],""
216,"KillLegionGeneral","[7695,7714,7745,7774,7807]",[7730],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
217,"KillBaranTheCrusaderWith80QuantityInArea","[8221,8222]","[10829,11427]","",[],[],[],1,1,"",1,[1040],[],[],[],"",0,[],"",[],[100],"",[],[],""
218,"KillVeritaniaTheRedeemerWith80QuantityInArea","[8247,8248]","[10829,11427]","",[],[],[],1,1,"",1,[1040],[],[],[],"",0,[],"",[],[100],"",[],[],""
219,"KillAlHezminTheHunterWith80QuantityInArea","[8273,8274]","[10829,11427]","",[],[],[],1,1,"",1,[1040],[],[],[],"",0,[],"",[],[100],"",[],[],""
220,"KillDroxTheWarlordWith80QuantityInArea","[8303,8304]","[10829,11427]","",[],[],[],1,1,"",1,[1040],[],[],[],"",0,[],"",[],[100],"",[],[],""
221,"KillBaranTheCrusaderWith40QuantityInArea","[8221,8222]",[10855],"",[],[],[],1,1,"",1,[1040],[],[],[],"",0,[],"",[],[40],"",[],[],""
222,"KillVeritaniaTheRedeemerWith40QuantityInArea","[8247,8248]",[10855],"",[],[],[],1,1,"",1,[1040],[],[],[],"",0,[],"",[],[40],"",[],[],""
223,"KillAlHezminTheHunterWith40QuantityInArea","[8273,8274]",[10855],"",[],[],[],1,1,"",1,[1040],[],[],[],"",0,[],"",[],[40],"",[],[],""
224,"KillDroxTheWarlordWith40QuantityInArea","[8303,8304]",[10855],"",[],[],[],1,1,"",1,[1040],[],[],[],"",0,[],"",[],[40],"",[],[],""
225,"KillTrialmaster",[9044],"[11054,11367]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
226,"KillSanguineSirenWhileAffectedByTemporalChains",[6018],[7744],"",[46],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],1,[],[],""
227,"KillPromenadeBossRanged",[2564],[],"",[],[],[],1,1,"","",[],[],[],[],127,1,[],"",[],[],"",[],[],""
228,"KillPromenadeBossMelee",[2561],[],"",[],[],[],1,1,"","",[],[],[],[],127,1,[],"",[],[],"",[],[],""
229,"KillPromenadeBossesWhileAffectedByConductivity","[2561,2564]",[7745],"",[47],[],[],1,1,"","",[],[],[],[],"",0,[],"",[55],[],1,[],[],""
230,"KillOlofSonOfTheHeadsmansWhileBothHeAndAllPlayersAreTaunted",[4303],[7902],"",[38],[41],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
231,"KillTyrantWhileBotheAndAllPlayersAreAffectedByMoltenShell",[2588],[7903],"",[48],[42],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],1,[],[],""
232,"KillThePrimalOneWhileHeIsChannellingSunderAndWithoutBeingHitBySunder",[2543],[7904],"",[],[43],[],1,1,1,"",[],[],[],[],"",0,[],"",[58],[],"",[],[],""
233,"KillUulNetolLevel81OrHigherAfterActivatingAll4Portals",[5433],[7905],"",[],[],[],81,81,1,"",[],[],[],[],"",0,[],"",[59],[],"",[],[],""
234,"KillTrialmasterWithoutBeingHitByBloodOrb",[9044],[7921],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[60],[],"",[],[],""
235,"KillTrialmasterWithoutBeingHitBySpearPulse",[9044],[7922],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[61],[],"",[],[],""
236,"KillTrialmasterAfterCollectingAllCurrencyFromShrines",[9044],[9449],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[62],[],"",[],[],""
237,"KillTrialmasterWhileAffectedByTetherAndWithoutBeingHitByHeart",[9044],[7924],"",[49],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[63],[],1,[],[],""
238,"KillTheReaverWhileAffectedByBearTrap",[2558],[8006],"",[50],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
239,"KillStonebeakAfterGnarAndWithoutDamagingGnarBeforeStonebeakDeath",[4288],[8007],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[64,65]",[],"",[],[],""
240,"KillStoneOfTheCurrentsWhileVolatileSurgeIsActiveAnd15FloodOrbsAreAlive",[4482],[8008],"",[],[44],[],1,1,1,"",[],[],[],[],"",0,[],"",[79],[],"",[],[],""
241,"KillMurgethBogsongWhileAffectedByToxicSwamp",[8698],[8194],"",[51],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
242,"DefeatMerveilUndergroundSeaMapWhileAffectedByFourStacksOfScreech",[2487],[8195],"",[52],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
243,"DefeatTrioCrystalOreMapWhileAffectedByRighteousFire","[4152,4174,4197]",[8197],"",[53],[],[],1,1,"","",[],[],[],[],"",0,[],"",[66],[],"",[],[],""
244,"KillUhtredWithoutBeingAffectedByGlimpseOfInfinityOrIndifferenceOfTheCosmos",[9229],[8206],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[67],[],"",[],[],""
245,"KillUthredWhileAffectedByGlimpseOfInfinity",[9229],[8207],"",[54],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
246,"KillUhtredWhileAffectedByIndifferenceOfTheCosmos",[9229],[8208],"",[55],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
247,"KillUhtredWithoutTriggeringSeekingStar",[9229],[8209],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[68],[],"",[],[],""
248,"KillMedvedWhilePoisoned",[9297],[8198],"",[56],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
249,"KillMedvedAfterFiveArachnidFamiliarSummons",[9297],[8199],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[69],[],"",[],[],""
250,"KillMedvedAfterKilling3CultistsWithin5Seconds",[9297],[8200],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[70],[],"",[],[],""
251,"KillMedvedWithoutKillingAnyCultists",[9297],[8201],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[71],[],"",[],[],""
252,"KillVoranaWhileAffectedByTheBlackReaping",[9232],[8202],"",[57],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
253,"KillVoranaWithoutCausingAnyOrbitingStarsToCollapse",[9232],[8203],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[72],[],"",[],[],""
254,"KillVoranaAfterCausingAtLeast25OrbitingStarsToCollapse",[9232],[8204],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[73],[],"",[],[],""
255,"KillVoranaWithoutBeingHitByCollapsingOrbitingStarsOrTheirProjectiles",[9232],[8205],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[74],[],"",[],[],""
256,"KillOlrothWhileBothRunicGatewaysAreActive",[9303],[8210],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[75],[],"",[],[],""
257,"KillOlrothWhileBothCrystalStarsAreActive",[9303],[8211],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[76],[],"",[],[],""
258,"KillOlrothWithoutBeingHitByCageOfLightOrAffectedByExterminatingFlames",[9303],[8212],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[77,78]",[],"",[],[],""
259,"KillOlrothWhileAffectedByEnervation",[9303],[8213],"",[58],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
260,"KillExpeditionBossesNotOlroth80","[9229,9297,9232]","[10997,11282]","",[],[],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
261,"KillOlroth",[9303],"[11059,11372]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
262,"KillAul",[7064],"[4205,11058,11371]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
263,"KillFarrul","[6548,6549]","[4206,11061,11374]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
264,"FlawlessBreachstoneBreachlord","[5433,5436,5424,5427,5430]","[9577,10016]","",[],[],[],84,84,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
265,"KillAulWithoutBeingHitByAbyssSlam81plus",[7064],[9109],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[80],[],"",[],[],""
266,"KillUberElderWithoutBeingHitByBeamOrTentacles",[6375],[8404],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[81],[],"",[],[],""
267,"KillUberAtziriWithoutBeingHitByStormCall",[3593],[9450],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[82],[],"",[],[],""
268,"KillSirus8WithoutBeingHitByEndlessFire",[8365],[8406],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[83],[],"",[],[],""
269,"KillMavenWithoutBeingHitByCascade",[9010],[8407],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[84],[],"",[],[],""
270,"KillCrusaderWithoutBeingHitBySlam","[8221,8222]",[8343],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[85],[],"",[],[],""
271,"KillHunterWithoutBeingHitByStabSlam","[8273,8274]",[8344],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[86],[],"",[],[],""
272,"KillRedeemerWithoutBeingHitByTornadoes","[8247,8248]",[8345],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[87],[],"",[],[],""
273,"KillWarlordWithoutBeingHitByBanners","[8303,8304]",[8346],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[88],[],"",[],[],""
274,"KillTheBlackStar",[9573],"[8422,8518]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
275,"KillTheInfiniteHunger",[9586],"[8423,8519]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
276,"KillTheSearingExarch",[9576],"[8424,8568]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
277,"KillTheEaterOfWorlds",[9578],"[8425,8567]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
278,"KillOlroth83OrHigher",[9303],[9702],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
279,"KillKurgal81OrHigher",[6354],[8573],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
280,"KillUulNetol81OrHigher",[5433],[8572],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
281,"DefeatAmanamu81OrHigher",[6352],[8571],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
282,"DefeatMastermind83OrHigher",[7346],"[10235,9227]","",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
283,"KillBlackStarWithoutBeingHitByMeteors",[9573],[8629],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[89],[],"",[],[],""
284,"KillBlackStarWithMonsterFleet",[9573],[8630],"",[],[],[],1,1,"","",[993],[],[],[],"",0,[],"",[],[],"",[],[],""
285,"KillInfiniteHungerWithoutBeingTeleported",[9586],[8631],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[90],[],"",[],[],""
286,"KillInfiniteHungerWithMonsterLife",[9586],[8632],"",[],[],[],1,1,"","",[991],[],[],[],"",0,[],"",[],[],"",[],[],""
287,"KillEaterOfWorldsWithoutDrowning",[9578],[10267],"",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[91],[],"",[],[],""
288,"KillEaterOfWorldsWithChilledGround",[9578],[8634],"",[],[],[],1,1,"","",[10933],[],[],[],"",0,[],"",[],[],"",[],[],""
289,"KillSearingExarchWithoutBeingHitByRollingMeteors",[9576],[8635],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[92],[],"",[],[],""
290,"KillSearingExarchWithPhysicalAsFire",[9576],[8636],"",[],[],[],1,1,"","",[1033],[],[],[],"",0,[],"",[],[],"",[],[],""
291,"KillMapBossWhileAffectedByCovetousShrine",[0],[8766],"",[45],[7],[],1,1,"",1,[],[],[],[],"",0,[],"",[],[],"",[],[],""
292,"KillEssenceBossWhileAffectedByCovetousShrine",[0],[8768],"",[45],[21],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
293,"KillDeliriumBossWhileAffectedByCovetousShrine","[8431,8434]",[8770],"",[45],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
294,"KillShaperOrElderGuardianWhileAffectedByCovetousShrine","[5175,5162,5169,5180,6356,6359,6362,6366]",[8771],"",[45],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
295,"KillHarvestBoss81","[8626,8643,8645]",[11243],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
296,"DefeatRareMonsterTaggedBySentinel",[0],[8653],"",[],"[2,45]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
297,"DefeatRogueExileTaggedBySentinel","[2691,2696,2699,2721,2723,2728,2731,2675,2680,2685,2772,2776,2778,2755,2760,2763,2742,2746,2749,2707,2709,2714,2688,2701,2733,2767,2751,2716,2738,2718,2753,2769,2704,2740,2780,2781,2782,2783,2784,2785]",[8654],"",[],[45],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
298,"DefeatActBossTaggedBySentinel","[164,158,1686,4402,5739,5486,5732,5635,5659,6183,5748]",[8655],"",[],[45],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
299,"KillMapBossInRareMapAfterActivating6SearingExarchAltarsWithWrathOfTheCosmosAllocated",[0],[8790],"",[59],[7],[],83,83,"",1,[1989],[],[],[],"",0,[],"",[],[2],"",[],[],""
300,"KillUberShaper",[5269],"[11122,11151,11423,11484]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
301,"KillUberSirus",[8365],"[11116,11145,11417,11478]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
302,"KillUberUberElder",[6375],"[11117,11146,11418,11479]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
303,"KillUberMaven",[9008],"[11118,11147,11419,11480]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
304,"KillUberSearingExarch",[9576],"[11119,11148,11420,11481]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
305,"KillUberEaterOfWorlds",[9578],"[11120,11149,11421,11482]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
306,"DefeatEssenceBossWithAtLeast5RareModifiers",[0],[8759],"",[],[47],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
307,"DefeatAnEssenceBossWhichHasACorruptOnlyEssences",[0],[9352],"",[],"[21,49]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
308,"KillShaperWithMavenWitness",[5269],[8835],"",[],[39],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
309,"KillShaperWithoutBeingAffectedByShaperBeam",[5269],[10262],"",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[93],[],"",[],[],""
310,"KillShaperWithoutDetonatingAnomaly",[5269],[8837],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[94],[],"",[],[],""
311,"KillShaperWhileHimAndYouAreChilled",[5269],[8838],"",[60],[50],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
312,"KillBlackStarWith80ItemQuantity",[9573],[8843],"",[],[],[],1,1,1,"",[1040],[],[],[],"",0,[],"",[],[80],"",[],[],""
313,"KillBlackStarWithoutGainingMoreThan5StacksOfCrushingDarknessOrAnnihilatingLight",[9573],[8844],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[97],[],"",[],[],""
314,"KillBlackStarWith30StacksOfAnnihilatingLightAndWithoutGainingStacksOfCrushingDarkness",[9573],[8845],"",[61],[],[],1,1,"","",[],[],[],[],"",0,[],"",[95],[],"",[],[],""
315,"KillBlackStarWith30StacksOfCrushingDarknessAndWithoutGainingStacksOfAnnihilatingLight",[9573],[8846],"",[62],[],[],1,1,"","",[],[],[],[],"",0,[],"",[96],[],"",[],[],""
316,"KillInfiniteHungerWith80ItemQuantity",[9586],[8847],"",[],[],[],1,1,1,"",[1040],[],[],[],"",0,[],"",[],[80],"",[],[],""
317,"KillInfiniteHungerWithoutBeingHitByVomit",[9586],[8848],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[98],[],"",[],[],""
318,"KillInfiniteHungerWith50StacksOfCorrosiveHunger",[9586],[8849],"",[63],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
319,"KillInfiniteHungerWithoutGainingMoreThan20StacksOfCorrosiveHungerAndAfterBeingPulledUnder3Times",[9586],[8850],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[99,100]",[],"",[],[],""
320,"KillSearingExarchWith80ItemQuantity",[9576],[8851],"",[],[],[],1,1,1,"",[1040],[],[],[],"",0,[],"",[],[80],"",[],[],""
321,"KillSearingExarchWithoutBeingAffectedByCauterisedFlesh",[9576],[10266],"",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[101],[],"",[],[],""
322,"KillSearingExarchWithoutBeingHitByAnnihilation",[9576],[8854],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[102],[],"",[],[],""
323,"KillEaterOfWorldsWith80ItemQuantity",[9578],[8855],"",[],[],[],1,1,1,"",[1040],[],[],[],"",0,[],"",[],[80],"",[],[],""
324,"KillEaterOfWorldsAfterBeginningToDrownAtLeast10Times",[9578],[8856],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[103],[],"",[],[],""
325,"KillEaterOfWorldsWithoutBeingAffectedByMoreThan10StacksOfInescapableDoom",[9578],[8857],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[104],[],"",[],[],""
326,"KillUberElderAfterDefeating3MadnessPropagatorsWithin5Seconds",[6375],[8863],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[105],[],"",[],[],""
327,"KillUberElderWithoutTakingDamageFromShaperBeam",[6375],[8864],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[106],[],"",[],[],""
328,"KillUberElderWithoutDetonatingVolatileAnomalies",[6375],[8865],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[107],[],"",[],[],""
329,"KillUberElderAfterDetonatingAtLeast20VolatileAnomalies",[6375],[8866],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[108],[],"",[],[],""
330,"KillMavenWithoutBeingHitByCascadeOfPain",[9008],[8867],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[109],[],"",[],[],""
331,"KillMavenAfterCompleting5MemoryGames",[9008],[10268],"",[],[],[],85,85,1,"",[],[],[],[],"",0,[],"",[110],[],"",[],[],""
332,"KillMavenWhileAffectedByMavensPunishment",[9008],"[8869,9251]","",[64],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],"",[],[],""
333,"KillMavenWithoutBeingAffectedByGravityWell",[9008],[8870],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[111],[],"",[],[],""
334,"KillRareMonsterInT16MapWith5ArchnemesisMods",[0],[9466],"",[],"[2,48]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
335,"KillMapBossT16With50Empowerment",[0],[8876],"",[],"[7,52]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
336,"KillMapBossLevel80With50Empowerment",[0],[8826],"",[],"[7,52]",[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
337,"KillDeliriumBossLevel80With50Empowerment","[8431,8434]",[8827],"",[],[52],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
338,"KillBreachBossInDomainLevel80With50Empowerment","[5433,5436,5424,5427,5430]",[8828],"",[],[52],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],"",[],[],""
339,"KillSuncallerAshaIn8ModT16MapWhileEmpoweredByUniqueSentinel",[1048],[8859],"",[],[46],[],83,83,"","",[4560],[],[],[],"",0,[],"",[],[8],"",[],[],""
340,"KillMaligaroTheMutilatorIn8ModT16MapWhileEmpoweredByUniqueSentinel",[6168],[8860],"",[],[46],[],83,83,"","",[4560],[],[],[],"",0,[],"",[],[8],"",[],[],""
