"rownum","Id","Tier","Mod","NodeSpawnLocation","Tags","Icon","Type","Achievements"
538,"SpellDamageLowEnergyShield",5,33922,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
539,"SpellDamage2hLowEnergyShield",1,33923,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
540,"SpellDamage2hLowEnergyShield",2,33924,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
541,"SpellDamage2hLowEnergyShield",3,33925,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
542,"SpellDamage2hLowEnergyShield",4,33926,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
543,"SpellDamage2hLowEnergyShield",5,33927,[1],[3],"Art/2DArt/SkillIcons/passives/SavantPath.dds",0,[]
544,"DamageOverTimeHighLifeRecoveryRate",1,33928,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
545,"DamageOverTimeHighLifeRecoveryRate",2,33929,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
546,"DamageOverTimeHighLifeRecoveryRate",3,33930,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
547,"DamageOverTimeHighLifeRecoveryRate",4,33931,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
548,"DamageOverTimeHighLifeRecoveryRate",5,33932,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
549,"DamageOverTime2hHighLifeRecoveryRate",1,33933,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
550,"DamageOverTime2hHighLifeRecoveryRate",2,33934,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
551,"DamageOverTime2hHighLifeRecoveryRate",3,33935,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
552,"DamageOverTime2hHighLifeRecoveryRate",4,33936,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
553,"DamageOverTime2hHighLifeRecoveryRate",5,33937,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
554,"DamageOverTime",1,33938,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
555,"DamageOverTime",2,33939,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
556,"DamageOverTime",3,33940,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
557,"DamageOverTime",4,33941,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
558,"DamageOverTime",5,33942,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
559,"DamageOverTime2h",1,33943,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
560,"DamageOverTime2h",2,33944,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
561,"DamageOverTime2h",3,33945,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
562,"DamageOverTime2h",4,33946,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
563,"DamageOverTime2h",5,33947,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
564,"DamageOverTimeLowSkillEffectDuration",1,33948,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
565,"DamageOverTimeLowSkillEffectDuration",2,33949,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
566,"DamageOverTimeLowSkillEffectDuration",3,33950,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
567,"DamageOverTimeLowSkillEffectDuration",4,33951,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
568,"DamageOverTimeLowSkillEffectDuration",5,33952,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
569,"DamageOverTime2hLowSkillEffectDuration",1,33953,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
570,"DamageOverTime2hLowSkillEffectDuration",2,33954,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
571,"DamageOverTime2hLowSkillEffectDuration",3,33955,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
572,"DamageOverTime2hLowSkillEffectDuration",4,33956,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
573,"DamageOverTime2hLowSkillEffectDuration",5,33957,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
574,"DamageOverTimeLowAilmentDurationOnYou",1,33958,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
575,"DamageOverTimeLowAilmentDurationOnYou",2,33959,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
576,"DamageOverTimeLowAilmentDurationOnYou",3,33960,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
577,"DamageOverTimeLowAilmentDurationOnYou",4,33961,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
578,"DamageOverTimeLowAilmentDurationOnYou",5,33962,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
579,"DamageOverTime2hLowAilmentDurationOnYou",1,33963,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
580,"DamageOverTime2hLowAilmentDurationOnYou",2,33964,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
581,"DamageOverTime2hLowAilmentDurationOnYou",3,33965,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
582,"DamageOverTime2hLowAilmentDurationOnYou",4,33966,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
583,"DamageOverTime2hLowAilmentDurationOnYou",5,33967,[1],[4],"Art/2DArt/SkillIcons/passives/GrowthandDecay.dds",0,[]
584,"MinionAddedPhysicalHighMinionReducedAttackAndCastSpeed",1,33968,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
585,"MinionAddedPhysicalHighMinionReducedAttackAndCastSpeed",2,33969,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
586,"MinionAddedPhysicalHighMinionReducedAttackAndCastSpeed",3,33970,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
587,"MinionAddedPhysicalHighMinionReducedAttackAndCastSpeed",4,33971,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
588,"MinionAddedPhysicalHighMinionReducedAttackAndCastSpeed",5,33972,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
589,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",1,33973,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
590,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",2,33974,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
591,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",3,33975,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
592,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",4,33976,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
593,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",5,33977,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
594,"MinionAddedPhysical",1,33978,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
595,"MinionAddedPhysical",2,33979,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
596,"MinionAddedPhysical",3,33980,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
597,"MinionAddedPhysical",4,33981,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
598,"MinionAddedPhysical",5,33982,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
599,"MinionAddedPhysical2h",1,33983,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
600,"MinionAddedPhysical2h",2,33984,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
601,"MinionAddedPhysical2h",3,33985,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
602,"MinionAddedPhysical2h",4,33986,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
603,"MinionAddedPhysical2h",5,33987,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
604,"MinionAddedPhysicalLowMinionFireConversion",1,33988,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
605,"MinionAddedPhysicalLowMinionFireConversion",2,33989,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
606,"MinionAddedPhysicalLowMinionFireConversion",3,33990,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
607,"MinionAddedPhysicalLowMinionFireConversion",4,33991,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
608,"MinionAddedPhysicalLowMinionFireConversion",5,33992,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
609,"MinionAddedPhysical2hLowMinionFireConversion",1,33993,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
610,"MinionAddedPhysical2hLowMinionFireConversion",2,33994,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
611,"MinionAddedPhysical2hLowMinionFireConversion",3,33995,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
612,"MinionAddedPhysical2hLowMinionFireConversion",4,33996,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
613,"MinionAddedPhysical2hLowMinionFireConversion",5,33997,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
614,"MinionAddedPhysicalLowMinionColdConversion",1,33998,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
615,"MinionAddedPhysicalLowMinionColdConversion",2,33999,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
616,"MinionAddedPhysicalLowMinionColdConversion",3,34000,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
617,"MinionAddedPhysicalLowMinionColdConversion",4,34001,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
618,"MinionAddedPhysicalLowMinionColdConversion",5,34002,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
619,"MinionAddedPhysical2hLowMinionColdConversion",1,34003,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
620,"MinionAddedPhysical2hLowMinionColdConversion",2,34004,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
621,"MinionAddedPhysical2hLowMinionColdConversion",3,34005,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
622,"MinionAddedPhysical2hLowMinionColdConversion",4,34006,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
623,"MinionAddedPhysical2hLowMinionColdConversion",5,34007,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
624,"MinionAddedPhysicalLowMinionLightningConversion",1,34008,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
625,"MinionAddedPhysicalLowMinionLightningConversion",2,34009,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
626,"MinionAddedPhysicalLowMinionLightningConversion",3,34010,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
627,"MinionAddedPhysicalLowMinionLightningConversion",4,34011,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
628,"MinionAddedPhysicalLowMinionLightningConversion",5,34012,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
629,"MinionAddedPhysical2hLowMinionLightningConversion",1,34013,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
630,"MinionAddedPhysical2hLowMinionLightningConversion",2,34014,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
631,"MinionAddedPhysical2hLowMinionLightningConversion",3,34015,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
632,"MinionAddedPhysical2hLowMinionLightningConversion",4,34016,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
633,"MinionAddedPhysical2hLowMinionLightningConversion",5,34017,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
634,"MinionAddedPhysicalLowMinionChaosConversion",1,34018,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
635,"MinionAddedPhysicalLowMinionChaosConversion",2,34019,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
636,"MinionAddedPhysicalLowMinionChaosConversion",3,34020,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
637,"MinionAddedPhysicalLowMinionChaosConversion",4,34021,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
638,"MinionAddedPhysicalLowMinionChaosConversion",5,34022,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
639,"MinionAddedPhysical2hLowMinionChaosConversion",1,34023,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
640,"MinionAddedPhysical2hLowMinionChaosConversion",2,34024,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
641,"MinionAddedPhysical2hLowMinionChaosConversion",3,34025,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
642,"MinionAddedPhysical2hLowMinionChaosConversion",4,34026,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
643,"MinionAddedPhysical2hLowMinionChaosConversion",5,34027,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
644,"MinionAddedPhysicalLowMinionOverwhelm",1,34028,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
645,"MinionAddedPhysicalLowMinionOverwhelm",2,34029,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
646,"MinionAddedPhysicalLowMinionOverwhelm",3,34030,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
647,"MinionAddedPhysicalLowMinionOverwhelm",4,34031,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
648,"MinionAddedPhysicalLowMinionOverwhelm",5,34032,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
649,"MinionAddedPhysical2hLowMinionOverwhelm",1,34033,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
650,"MinionAddedPhysical2hLowMinionOverwhelm",2,34034,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
651,"MinionAddedPhysical2hLowMinionOverwhelm",3,34035,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
652,"MinionAddedPhysical2hLowMinionOverwhelm",4,34036,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
653,"MinionAddedPhysical2hLowMinionOverwhelm",5,34037,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
654,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",1,34038,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
655,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",2,34039,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
656,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",3,34040,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
657,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",4,34041,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
658,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",5,34042,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
659,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",1,34043,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
660,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",2,34044,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
661,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",3,34045,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
662,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",4,34046,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
663,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",5,34047,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
664,"MinionAddedFire",1,34048,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
665,"MinionAddedFire",2,34049,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
666,"MinionAddedFire",3,34050,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
667,"MinionAddedFire",4,34051,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
668,"MinionAddedFire",5,34052,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
669,"MinionAddedFire2h",1,34053,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
670,"MinionAddedFire2h",2,34054,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
671,"MinionAddedFire2h",3,34055,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
672,"MinionAddedFire2h",4,34056,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
673,"MinionAddedFire2h",5,34057,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
674,"MinionAddedFireLowMinionIgniteChance",1,34058,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
675,"MinionAddedFireLowMinionIgniteChance",2,34059,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
676,"MinionAddedFireLowMinionIgniteChance",3,34060,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
677,"MinionAddedFireLowMinionIgniteChance",4,34061,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
678,"MinionAddedFireLowMinionIgniteChance",5,34062,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
679,"MinionAddedFire2hLowMinionIgniteChance",1,34063,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
680,"MinionAddedFire2hLowMinionIgniteChance",2,34064,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
681,"MinionAddedFire2hLowMinionIgniteChance",3,34065,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
682,"MinionAddedFire2hLowMinionIgniteChance",4,34066,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
683,"MinionAddedFire2hLowMinionIgniteChance",5,34067,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
684,"MinionAddedFireLowImplicitEffect",1,34068,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
685,"MinionAddedFireLowImplicitEffect",2,34069,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
686,"MinionAddedFireLowImplicitEffect",3,34070,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
687,"MinionAddedFireLowImplicitEffect",4,34071,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
688,"MinionAddedFireLowImplicitEffect",5,34072,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
689,"MinionAddedFire2hLowImplicitEffect",1,34073,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
690,"MinionAddedFire2hLowImplicitEffect",2,34074,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
691,"MinionAddedFire2hLowImplicitEffect",3,34075,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
692,"MinionAddedFire2hLowImplicitEffect",4,34076,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
693,"MinionAddedFire2hLowImplicitEffect",5,34077,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
694,"MinionAddedColdHighMinionReducedCriticalStrikeChance",1,34078,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
695,"MinionAddedColdHighMinionReducedCriticalStrikeChance",2,34079,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
696,"MinionAddedColdHighMinionReducedCriticalStrikeChance",3,34080,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
697,"MinionAddedColdHighMinionReducedCriticalStrikeChance",4,34081,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
698,"MinionAddedColdHighMinionReducedCriticalStrikeChance",5,34082,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
699,"MinionAddedCold2hHighMinionReducedCriticalStrikeChance",1,34083,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
700,"MinionAddedCold2hHighMinionReducedCriticalStrikeChance",2,34084,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
701,"MinionAddedCold2hHighMinionReducedCriticalStrikeChance",3,34085,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
702,"MinionAddedCold2hHighMinionReducedCriticalStrikeChance",4,34086,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
703,"MinionAddedCold2hHighMinionReducedCriticalStrikeChance",5,34087,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
704,"MinionAddedCold",1,34088,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
705,"MinionAddedCold",2,34089,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
706,"MinionAddedCold",3,34090,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
707,"MinionAddedCold",4,34091,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
708,"MinionAddedCold",5,34092,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
709,"MinionAddedCold2h",1,34093,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
710,"MinionAddedCold2h",2,34094,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
711,"MinionAddedCold2h",3,34095,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
712,"MinionAddedCold2h",4,34096,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
713,"MinionAddedCold2h",5,34097,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
714,"MinionAddedColdLowMinionFreezeChance",1,34098,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
715,"MinionAddedColdLowMinionFreezeChance",2,34099,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
716,"MinionAddedColdLowMinionFreezeChance",3,34100,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
717,"MinionAddedColdLowMinionFreezeChance",4,34101,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
718,"MinionAddedColdLowMinionFreezeChance",5,34102,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
719,"MinionAddedCold2hLowMinionFreezeChance",1,34103,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
720,"MinionAddedCold2hLowMinionFreezeChance",2,34104,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
721,"MinionAddedCold2hLowMinionFreezeChance",3,34105,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
722,"MinionAddedCold2hLowMinionFreezeChance",4,34106,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
723,"MinionAddedCold2hLowMinionFreezeChance",5,34107,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
724,"MinionAddedColdLowMinionAttackAndCastSpeed",1,34108,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
725,"MinionAddedColdLowMinionAttackAndCastSpeed",2,34109,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
726,"MinionAddedColdLowMinionAttackAndCastSpeed",3,34110,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
727,"MinionAddedColdLowMinionAttackAndCastSpeed",4,34111,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
728,"MinionAddedColdLowMinionAttackAndCastSpeed",5,34112,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
729,"MinionAddedCold2hLowMinionAttackAndCastSpeed",1,34113,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
730,"MinionAddedCold2hLowMinionAttackAndCastSpeed",2,34114,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
731,"MinionAddedCold2hLowMinionAttackAndCastSpeed",3,34115,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
732,"MinionAddedCold2hLowMinionAttackAndCastSpeed",4,34116,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
733,"MinionAddedCold2hLowMinionAttackAndCastSpeed",5,34117,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
734,"MinionAddedLightningHighDamageTaken",1,34118,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
735,"MinionAddedLightningHighDamageTaken",2,34119,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
736,"MinionAddedLightningHighDamageTaken",3,34120,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
737,"MinionAddedLightningHighDamageTaken",4,34121,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
