"rownum","i32_0","string_4","rid_12"
312,320,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionWeaponBarrel03_01.ao",167
313,321,"Metadata/Terrain/Doodads/Itemracks/Blacksmith_Rack_02.ao",167
314,322,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionWeaponBarrel02_01.ao",167
315,323,"Metadata/Terrain/Doodads/Act4/Town/weaponrack_small_1.ao",167
316,324,"Metadata/Terrain/Doodads/Leagues/Bestiary/InfoBoard_v01_03.ao",167
317,325,"Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCage_v03_01.ao",167
318,326,"Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCrate_v02_01.ao",167
319,327,"Metadata/Terrain/Doodads/Leagues/Bestiary/Crossbow.ao",167
320,328,"Metadata/Terrain/Doodads/EndGame/Marshes/Sandspitter_Dead1.ao",167
321,329,"Metadata/Terrain/Doodads/EndGame/Marshes/Rhoa_Dead2.ao",167
322,330,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionTable01_01.ao",167
323,331,"Metadata/Terrain/Doodads/Itemracks/EngraverBench_02.ao",167
324,332,"Metadata/Terrain/Doodads/Itemracks/EngraverBench_03.ao",167
325,333,"Metadata/Terrain/Doodads/Itemracks/Armourstand_Basic_02.ao",167
326,334,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionArmourRacks01_01.ao",167
327,335,"Metadata/Terrain/Doodads/Itemracks/Armourstand_Fancy_05.ao",167
328,336,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionArmourRacks02_01.ao",167
329,337,"Metadata/Terrain/Doodads/Itemracks/Shieldstand_03.ao",167
330,338,"Metadata/Terrain/Doodads/Itemracks/Antlertable_03.ao",167
331,339,"Metadata/Terrain/Doodads/RuinedCity/AxisSupplies/axis_supply_crate_v03_05.ao",167
332,340,"Metadata/Terrain/Doodads/RuinedCity/AxisSupplies/axis_supply_crate_v03_03.ao",167
333,341,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/BlackSmith02.ao",167
334,342,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/Blacksmith01.ao",167
335,343,"Metadata/Terrain/Doodads/Act11/arms_supply_crate_v04_03.ao",167
336,344,"Metadata/Terrain/Doodads/Act11/arms_supply_crate_v04_01.ao",167
337,345,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/Crate_v01_02.ao",167
338,346,"Metadata/Terrain/Doodads/Act5/Theopolis/Scaffold/woodprops1.ao",167
339,347,"Metadata/Terrain/Doodads/Leagues/Heist/HeistAlertWallLamp01.ao",167
340,348,"Metadata/Terrain/Doodads/Act5/Theopolis/Scaffold/Aged_woodbox_v01_01.ao",167
341,349,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/Crate_v01_01.ao",167
342,350,"Metadata/Terrain/Doodads/Leagues/Heist/BanditMinesProps/HeistBarrel_01.ao",167
343,351,"Metadata/Terrain/Doodads/Act5/Theopolis/BurlapSack2.ao",167
344,352,"Metadata/Terrain/Doodads/Act5/Theopolis/BurlapSack4.ao",167
345,353,"Metadata/Terrain/Doodads/Act5/Theopolis/BurlapSack3.ao",167
346,354,"Metadata/Terrain/Doodads/Leagues/Heist/BanditMinesProps/HeistWoodStack_02.ao",167
347,355,"Metadata/Chests/LeagueDelve/SulphiteMineral2.ao",167
348,356,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionCratesFieldTools01_01.ao",167
349,357,"Metadata/Terrain/Doodads/Leagues/Heist/BanditMinesProps/HeistCartRubble_01.ao",167
350,358,"Metadata/Terrain/Doodads/Leagues/Delve/YellowMineral01.ao",167
351,359,"Metadata/Terrain/Doodads/Hideouts/AtlantisMysteryBox/DeepwaterCurios/DeepCurio06.ao",167
352,360,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/MozartBustStand.ao",167
353,361,"Metadata/Terrain/Doodads/Mtx/ScientistBuildingSupplies/Bench_03.ao",167
354,362,"Metadata/Terrain/Doodads/Mtx/ScientistBuildingSupplies/Coil_02.ao",167
355,363,"Metadata/Terrain/Doodads/Mtx/ScientistBuildingSupplies/Cauldron_05.ao",167
356,364,"Metadata/Terrain/Doodads/Mtx/ScientistBuildingSupplies/Coil_01.ao",167
357,365,"Metadata/Terrain/Doodads/Mtx/ScientistBuildingSupplies/Coil_03.ao",167
358,366,"Metadata/Terrain/Doodads/Mtx/ScientistBuildingSupplies/Bench_01.ao",167
359,367,"Metadata/Terrain/Doodads/Leagues/Synthesis/LoseParts_07.ao",167
360,368,"Metadata/Terrain/Doodads/Leagues/Synthesis/MapDesk_05.ao",167
361,369,"Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_press.ao",167
362,370,"Metadata/Terrain/Doodads/Leagues/Heist/ControlPanels/Military_ControlPanel.ao",167
363,371,"Metadata/Terrain/Doodads/Act11/BlightPumpProp_01.ao",167
364,372,"Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_machine_v01_04.ao",167
365,373,"Metadata/Terrain/Doodads/Act11/BlightTowerProp_04.ao",167
366,374,"Metadata/Terrain/Doodads/Leagues/Synthesis/SynthesisBasket.ao",167
367,375,"Metadata/Terrain/Doodads/Act11/BlightTowerProp_02.ao",167
368,376,"Metadata/Terrain/Doodads/Leagues/Metamorphosis/FieldTable_03.ao",167
369,377,"Metadata/Terrain/Doodads/Act11/BlightTowerProp_03.ao",167
370,378,"Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/vilenta_totem_v01_02.ao",167
371,379,"Metadata/Terrain/Doodads/Mtx/ScientistBuildingSupplies/Bench_02.ao",167
372,380,"Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_tank_1.ao",167
373,381,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templar_bookshelf_v01_04.ao",167
374,382,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templar_bookshelf_v01_03.ao",167
375,383,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templar_bookshelf_v01_02.ao",167
376,384,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templar_wirting_desk_v01_02.ao",167
377,385,"Metadata/Terrain/Doodads/Act5/Ascent/incomplet_part_05.ao",167
378,386,"Metadata/Terrain/Doodads/Mtx/ProjectBuildingSupplies/ProjectWall_05.ao",167
379,387,"Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassCylinder_02.ao",167
380,388,"Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassCylinder_04.ao",167
381,389,"Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperDrawers_01.ao",167
382,390,"Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassDistiller_03.ao",167
383,391,"Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassShelf_01.ao",167
384,392,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templar_desk_v01_01.ao",167
385,393,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/map_pile_v02_02.ao",167
386,394,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/map_board_v02_01.ao",167
387,395,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/bookpile_v01_03.ao",167
388,396,"Metadata/Terrain/Doodads/Act11/KaruiShoreAtlasWarTable.ao",167
389,397,"Metadata/Terrain/Doodads/Vaal/VaalGoldProps02_01_3.ao",167
390,398,"Metadata/Terrain/Doodads/IncaDungeon/tabletpile_v01_03.ao",167
391,399,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/RoyalTable.ao",167
392,400,"Metadata/Terrain/Doodads/Act11/Guards/MilitiaWarriorStaff.ao",167
393,401,"Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/candle_rig.ao",167
394,402,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templarcourts_coffeetable_v01_02.ao",167
395,403,"Metadata/Chests/LegionChests/TemplarChestEpicNoCrystal.ao",167
396,404,"Metadata/Terrain/Doodads/IncaDungeon/vaal_armourrack_5.ao",167
397,405,"Metadata/Terrain/Doodads/IncaDungeon/vaal_ArmourRack_9.ao",167
398,406,"Metadata/Terrain/Doodads/IncaDungeon/ReadingStand_03.ao",167
399,407,"Metadata/Terrain/Doodads/IncaDungeon/circlething01.ao",167
400,408,"Metadata/Terrain/Doodads/IncaDungeon/TreasureShelf_03.ao",167
401,409,"Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_ShieldRack_05.ao",167
402,410,"Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_ShieldRack_04.ao",167
403,411,"Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/KalguurRuins_ArmourStand_01.ao",167
404,412,"Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_ShieldRack_02.ao",167
405,413,"Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/Kalguur_ShieldRack_03.ao",167
406,414,"Metadata/Terrain/Doodads/Leagues/Expedition/KalguurRuins/KalguurRuins_Sarcophagus_01.ao",167
407,415,"Metadata/Terrain/Doodads/Hideouts/WeaponDisplayRack/WeaponDisplayAntler03_1.ao",167
408,416,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/relic_display_v01_08.ao",167
409,417,"Metadata/Terrain/Doodads/Leagues/Synthesis/SynthesisGlobes.ao",167
410,418,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/relic_stand_v01_03.ao",167
411,419,"Metadata/Terrain/Doodads/Itemracks/DisplaycaseLarge_02.ao",167
412,420,"Metadata/Terrain/Doodads/Hideouts/HarmonyMysteryBox/HeritageCurios/HeritageCuriosB01_2.ao",167
413,421,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/relic_display_v01_02.ao",167
414,422,"Metadata/Terrain/Doodads/Itemracks/Armourstand_Karui_06.ao",167
415,423,"Metadata/Terrain/Doodads/Itemracks/Armourstand_Karui_02.ao",167
416,424,"Metadata/Terrain/Doodads/Itemracks/Armourstand_Basic_02.ao",167
417,425,"Metadata/Terrain/Doodads/Itemracks/Armourstand_Fancy_04.ao",167
418,426,"Metadata/Terrain/Doodads/Hideouts/WeaponDisplayRack/WeaponDisplay01_3.ao",167
419,427,"Metadata/Terrain/Doodads/Itemracks/Shieldstand_01.ao",167
420,428,"Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao",167
421,429,"Metadata/Chests/StrongBoxes/MalachaisBox.ao",167
422,430,"Metadata/Chests/SynthesisChests/SynthesisVaseMedium.ao",167
423,431,"Metadata/Terrain/Doodads/Leagues/Synthesis/SynthesisGlobe_02.ao",167
424,432,"Metadata/Terrain/Doodads/Leagues/Legion/Crystal09.ao",167
425,433,"Metadata/Terrain/Doodads/Leagues/Legion/CrystalCluster_06.ao",167
426,434,"Metadata/Terrain/Doodads/Leagues/Delve/BlueMineral05.ao",167
427,435,"Metadata/Terrain/Doodads/Leagues/Delve/MinerDross_v04.ao",167
428,436,"Metadata/Terrain/Doodads/Leagues/Delve/Contraption04.ao",167
429,437,"Metadata/Terrain/Doodads/Leagues/Delve/BlueMineral04.ao",167
430,438,"Metadata/Terrain/Doodads/Hideouts/WeaponDisplayCases/HideoutDisplayCase_DarkMagic_1HSword_02.ao",167
431,439,"Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallObjects/CrystalCluster_04.ao",167
432,440,"Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Column_01.ao",167
433,441,"Metadata/Terrain/Doodads/Hideouts/TwilightMysteryBox/NightfallBuildingSupplies/Column_03.ao",167
434,442,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/relic_display_empty_v01_06.ao",167
435,443,"Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_fireplace_1.ao",167
436,444,"Metadata/Effects/Environment/AtlasInvaders/TangleInfluenceDoodads/TangleRoots_02.ao",167
437,445,"Metadata/Chests/LeagueHeist/SmugglersCoinCache/CoinCache_01_Rusty.ao",167
438,446,"Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier2_closed.ao",167
439,447,"Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao",167
440,448,"Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier2.ao",167
441,449,"Metadata/Chests/LegionChests/EternalEmpireChestNoCrystal.ao",167
442,450,"Metadata/Terrain/Doodads/Act5/Theopolis/BurlapSack2.ao",167
443,451,"Metadata/Terrain/Doodads/SarnTown/act3town_rug03.ao",167
444,452,"Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male1_2.ao",167
445,453,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/templarcourt_bookset_v01_02.ao",167
446,454,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/aLamp.ao",167
447,455,"Metadata/Terrain/Doodads/Act5/Theopolis/BurlapSack3.ao",167
448,456,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/Crate_v01_03.ao",167
449,457,"Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Children/Girl2_2.ao",167
450,458,"Metadata/Terrain/Doodads/SarnTown/act3town_stall08.ao",167
451,459,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/basketBunch_v02.ao",167
452,460,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/Blacksmith01.ao",167
453,461,"Metadata/Terrain/Doodads/Beach/Rocks/newbeach_stones9.ao",167
454,462,"Metadata/Terrain/Doodads/SarnTown/AgedTable_01.ao",167
455,463,"Metadata/Terrain/Doodads/Act5/Theopolis/Food/Incursion_PapayaBasket01.ao",167
456,464,"Metadata/Terrain/Doodads/Act11/chicken_idle.ao",167
457,465,"Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalBed_v01_01.ao",167
458,466,"Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCage_v03_02.ao",167
459,467,"Metadata/Terrain/Doodads/Act5/Theopolis/Food/dinnerware_v01_04.ao",167
460,468,"Metadata/Terrain/Doodads/Hideouts/MarakethOctTableLow01.ao",167
461,469,"Metadata/Terrain/Doodads/Hideouts/Hasina/OyunPillow.ao",167
462,470,"Metadata/Critters/Pukeko/Pukeko.ao",167
463,471,"Metadata/Terrain/Doodads/Act11/Guards/Unarmed2Female.ao",167
464,472,"Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/templedoodads_tea.ao",167
465,473,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionBuckets02_01.ao",167
466,474,"Metadata/Terrain/Doodads/Forest/Groundplants/forest_plant8_v01_01.ao",167
467,475,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/WoodenBucket.ao",167
468,476,"Metadata/Terrain/Doodads/Leagues/Heist/BanditMinesProps/HeistBucketWagon_01.ao",167
469,477,"Metadata/Terrain/Doodads/Act5/Theopolis/Food/Bread_v02_01.ao",167
470,478,"Metadata/Terrain/Doodads/Act5/Theopolis/Food/Bread_v04_01.ao",167
471,479,"Metadata/Terrain/Doodads/Act5/Theopolis/Food/Bread_v03_02.ao",167
472,480,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionJollySack01_01.ao",167
473,481,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionCratesUtensils01_01.ao",167
474,482,"Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v01_06.ao",167
475,483,"Metadata/Terrain/Doodads/SarnTown/act3town_stall07.ao",167
476,484,"Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v02_05.ao",167
477,485,"Metadata/Critters/Seagull/Seagull.ao",167
478,486,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionSwords01_01.ao",167
479,487,"Metadata/Terrain/Doodads/Hideouts/FirePits/HideoutFirePit02_3.ao",167
480,488,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/AnvilandHammer.ao",167
481,489,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionWagon03_01.ao",167
482,490,"Metadata/Terrain/Doodads/Act11/BeachLog01_01.ao",167
483,491,"Metadata/Terrain/Doodads/Encampment/lobstercrate_v01_01.ao",167
484,492,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionBarrels01_01.ao",167
485,493,"Metadata/Terrain/Doodads/Act11/BeachStick01_01.ao",167
486,494,"Metadata/Terrain/Doodads/Forest/Groundplants/forest_plant8_v01_01.ao",167
487,495,"Metadata/Terrain/Doodads/Itemracks/WeaponRack_Medium_08.ao",167
488,496,"Metadata/Terrain/Doodads/Encampment/fishstand_v01_01.ao",167
489,497,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionPot03_01.ao",167
490,498,"Metadata/Terrain/Doodads/Leagues/Expedition/CampProps/ExpeditionFirepit01_01.ao",167
491,499,"Metadata/Terrain/Doodads/Act11/KaruiShoreTent01_01.ao",167
492,500,"Metadata/Terrain/Doodads/Encampment/guildstash_v01_01.ao",1669
493,501,"Metadata/Terrain/Doodads/Encampment/chest_v01_01.ao",1669
494,502,"Metadata/Terrain/Doodads/Leagues/Heist/HeistStash.ao",1669
495,503,"Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/burner01.ao",1669
496,504,"Metadata/Terrain/Doodads/RuinedCity/ElegantHouse/bathhouse_doodads_mat2_broken_02.ao",1669
497,505,"Metadata/Terrain/Doodads/Leagues/Heist/HeistHub/State1_Shelf_01.ao",1669
498,506,"Metadata/Terrain/Doodads/Leagues/Heist/BasicToolkit.ao",1669
499,507,"Metadata/Terrain/Doodads/Leagues/Heist/StolenProps/BallFallen01.ao",1669
500,508,"Metadata/Terrain/Doodads/Itemracks/Mannequin_06.ao",1669
501,509,"Metadata/Terrain/Doodads/Leagues/Heist/HeistStandingLamp.ao",1669
502,510,"Metadata/Terrain/Doodads/TempleDungeon/templedoodads_orbit.ao",1669
503,511,"Metadata/Terrain/Doodads/Act5/Theopolis/LootedReliquary/looted_large_dome_display_v01_01.ao",1669
504,512,"Metadata/Terrain/Doodads/Leagues/Heist/StolenProps/Container01.ao",1669
505,513,"Metadata/Terrain/Doodads/SarnTown/act3town_ancient_table01.ao",1669
506,514,"Metadata/Terrain/Doodads/SarnTown/act3town_rug04.ao",1669
507,515,"Metadata/Terrain/Doodads/Leagues/Heist/BanditMinesProps/HeistWagon_02.ao",1669
508,516,"Metadata/Terrain/Doodads/SarnTown/AgedTable_01.ao",1669
509,517,"Metadata/Terrain/Doodads/SarnTown/AgedStool.ao",1669
510,518,"Metadata/Terrain/Doodads/Leagues/Heist/HeistSafeClosed.ao",1669
511,519,"Metadata/Terrain/Doodads/Act4/Colosseum/FlowerPot.ao",1669
512,520,"Metadata/Terrain/Doodads/Act5/Theopolis/LootedReliquary/looted_rellic_pile_v01_01.ao",1669
513,521,"Metadata/Terrain/Doodads/Vaal/VaalGoldProps02_01_6.ao",1669
514,522,"Metadata/Chests/LeagueHeist/RegularChest/Heist_RegularChest_01.ao",1669
515,523,"Metadata/Terrain/Doodads/EndGame/AtlasExiles/Adjudicator/Roman4_tfraegpda.ao",1669
516,524,"Metadata/Terrain/Doodads/IncaDungeon/vaal_armourrack_7.ao",1669
517,525,"Metadata/Terrain/Doodads/Act5/Theopolis/LootedReliquary/looted_relic_display_v02_02.ao",1669
518,526,"Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/candle_holder_v02_01.ao",1669
519,527,"Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/candle_alter_putout_v01_01.ao",1669
520,528,"Metadata/Terrain/Doodads/LabyrinthSetDressing/RailPost.ao",1669
521,529,"Metadata/Terrain/Doodads/Leagues/Heist/StolenProps/RoundTablePopulated.ao",1669
522,530,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/large_dome_display_v01_02.ao",1669
523,531,"Metadata/Terrain/Doodads/LabyrinthSetDressing/GargoyleGold_02.ao",1669
524,532,"Metadata/Terrain/Doodads/Act4/Plateau/plate_of_gems.ao",1669
525,533,"Metadata/Terrain/Doodads/RuinedCity/Statues/goldstatue_Male01.ao",1669
526,534,"Metadata/Chests/Sarcophagi/act3church_ChurchSarcophagus2.ao",1669
527,535,"Metadata/Chests/LeagueHeist/RobotChests/RobotChestTier1.ao",1669
528,536,"Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/candle_alter_nolight_v01_04.ao",1669
529,537,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/sheet_furniture_v01_01.ao",1669
530,538,"Metadata/Terrain/Doodads/Hideouts/Thaumaturgy/Thaumaturgy_Pillar_Light_01.ao",1669
531,539,"Metadata/Terrain/Doodads/Act4/Colosseum/FlowerPot.ao",1669
532,540,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/relic_display_v02_04.ao",1669
533,541,"Metadata/Terrain/Doodads/Leagues/Heist/HeistSafeOpen.ao",1669
534,542,"Metadata/Terrain/Doodads/RuinedCity/WarehouseTrash/warehouse_trash_v01_05.ao",1669
535,543,"Metadata/Terrain/Doodads/Leagues/Heist/JourneyMansToolkit.ao",1669
536,544,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/sheet_pile_v01_02.ao",1669
537,545,"Metadata/Terrain/Doodads/Leagues/Heist/BanditMinesProps/HeistBarrelSide_01.ao",1669
538,546,"Metadata/Terrain/Doodads/TempleDungeon/templedoodads_stool.ao",1669
539,547,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/stove.ao",1669
540,548,"Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_bottle_1.ao",1669
541,549,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/basketBunch_v01.ao",1669
542,550,"Metadata/Terrain/Doodads/Act5/Theopolis/Food/fruitBox_v01_04.ao",1669
543,551,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/BlackSmith02.ao",1669
544,552,"Metadata/Terrain/Doodads/Leagues/Heist/BanditMinesProps/HeistBarrel_01.ao",1669
545,553,"Metadata/Terrain/Doodads/IncaDungeon/TreasureShelf_06.ao",1669
546,554,"Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_05.ao",1669
547,555,"Metadata/Terrain/Doodads/Act5/Theopolis/Innocence/burner02.ao",1669
548,556,"Metadata/Terrain/Doodads/Leagues/Heist/StolenProps/HexTable01.ao",1669
549,557,"Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/distiller.ao",1669
550,558,"Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_flask_tower_1.ao",1669
551,559,"Metadata/Terrain/Doodads/Leagues/Synthesis/MapDesk_02.ao",1669
552,560,"Metadata/Terrain/Doodads/GolemParts/golem_sphere.ao",1669
553,561,"Metadata/Terrain/Doodads/RuinedCity/Library/library_book_pile_v02_01.ao",1669
554,562,"Metadata/Terrain/Doodads/Act5/Theopolis/BurlapSack3.ao",1669
555,563,"Metadata/Terrain/Doodads/RuinedCity/ElegantHouse/bathhouse_doodads_mat3_broken_03.ao",1669
556,564,"Metadata/Terrain/Doodads/Leagues/Synthesis/LionStatue_02.ao",1669
557,565,"Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_press.ao",1669
558,566,"Metadata/Terrain/Doodads/Leagues/Heist/BanditMinesProps/HeistCartRocks_01.ao",1669
559,567,"Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCage_v01_04.ao",1669
560,568,"Metadata/Terrain/Doodads/Leagues/Synthesis/DeviceKit_02.ao",1669
561,569,"Metadata/Terrain/Doodads/TempleDungeon/templedoodads_torture_device_06.ao",1669
562,570,"Metadata/Terrain/Doodads/IncaDungeon/IncaBlock_04.ao",1669
563,571,"Metadata/Terrain/Doodads/IncaDungeon/ornate_cage.ao",1669
564,572,"Metadata/NPC/League/Heist/DobermanHub_Idle1.ao",1669
565,573,"Metadata/Terrain/Doodads/Act4/Colosseum/Pits/animal_cage_v01_01.ao",1669
566,574,"Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/woodplatform_02.ao",1669
567,575,"Metadata/Terrain/Doodads/IncaDungeon/IncaBlock_05.ao",1669
568,576,"Metadata/Terrain/Doodads/Leagues/Heist/BanditMinesProps/HeistRockBucket_01.ao",1669
569,577,"Metadata/Terrain/Doodads/Leagues/Heist/BasicToolkit.ao",1669
570,578,"Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CabinetTall_v01_01.ao",1669
571,579,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/relic_display_empty_v01_06.ao",1669
572,580,"Metadata/Terrain/Doodads/RuinedCity/Market_debris/market_shelves_v02_01.ao",1669
573,581,"Metadata/Terrain/Doodads/Hideouts/PandemoniumMysteryBox/AngelicObjects/AngelicStatue08.ao",1669
574,582,"Metadata/Terrain/Doodads/Leagues/Heist/BanditMinesProps/HeistBucketWagon_01.ao",1669
575,583,"Metadata/Terrain/Doodads/Leagues/Heist/SmallBags_01.ao",1669
576,584,"Metadata/Terrain/Doodads/Beach/nest01.ao",1669
577,585,"Metadata/Terrain/Doodads/Leagues/Betrayal/Evidence_Drawers_02.ao",1669
578,586,"Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/candle_rig.ao",1669
579,587,"Metadata/Terrain/Doodads/Leagues/Heist/HeistHub/HeistDrillOps.ao",1669
580,588,"Metadata/Terrain/Doodads/LabyrinthSetDressing/GargoyleGold_01.ao",1669
581,589,"Metadata/Terrain/Doodads/Act4/Town/armourrack_small_8.ao",1669
582,590,"Metadata/Terrain/Doodads/Leagues/Betrayal/Evidence_Shelf_01.ao",1669
583,591,"Metadata/Terrain/Doodads/Leagues/Heist/OverPricedToolkit.ao",1669
584,592,"Metadata/Terrain/Doodads/Leagues/Heist/HeistHub/HeistTriBox.ao",1669
585,593,"Metadata/Terrain/Doodads/Act4/Town/Divider_04.ao",1669
586,594,"Metadata/Terrain/Doodads/Leagues/Heist/BespokeToolKit.ao",1669
587,595,"Metadata/Terrain/Doodads/Act4/Town/Divider_09.ao",1669
588,596,"Metadata/Terrain/Doodads/Act5/Theopolis/Reliquary/ZanaCosmic_Piece_02.ao",1669
589,597,"Metadata/NPC/League/Heist/Adiyah/attachments/AdiyahStaffHeld.ao",1669
590,598,"Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_couch_01_07.ao",1669
591,599,"Metadata/Terrain/Doodads/Act4/Town/RedBush.ao",1669
592,600,"Metadata/Terrain/Doodads/Act4/Town/armourrack_small_6.ao",1669
593,601,"Metadata/Terrain/Doodads/Leagues/Heist/HeistHub/HeistHand.ao",1669
594,602,"Metadata/Terrain/Doodads/Leagues/Betrayal/DjinnRelicCase_04.ao",1669
595,603,"Metadata/Terrain/Doodads/Act5/Theopolis/TemplarCourt/RoyalChair.ao",1669
596,604,"Metadata/Chests/LeagueHeist/ScienceChests/ScienceChestTier3.ao",1669
597,605,"Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/tablecandlestick_rig.ao",1669
598,606,"",""
