"rownum","Id","HASH16","bool_10","bool_11"
711,"DespairBearRoar",47309,1,""
712,"EarthquakeCascade",12538,1,""
713,"UtulaRemoteSlam",37605,1,""
714,"MonsterStormBurst",52693,1,""
715,"AnimatedThrownWeaponProjectile",10549,1,""
716,"FrogGodSplit",12713,1,""
717,"ConeStrike",48039,1,""
718,"RighteousFireSacrifice",52736,1,""
719,"Teleport",31245,1,""
720,"AddBuffToTarget",28130,1,""
721,"KaruiElderDropArrow",39845,1,""
722,"SpiderGodActivateLaser",62164,1,""
723,"StormWhip",52665,1,""
724,"ArakaaliHide",9111,1,""
725,"BrutusLevitationSlam",31313,1,""
726,"SpellNova",29195,1,""
727,"SpawnArakaaliHatchling",17314,1,""
728,"AttackVortex",58243,1,""
729,"DelayedSkillTrigger",30677,1,""
730,"TriggerCharge",54760,1,""
731,"LightningSlam",54962,1,""
732,"EmptyActionSpell",18594,1,""
733,"TriggerCascade",41807,1,""
734,"GarukhanComboAttack",12003,1,""
735,"GarukhanTornado",5874,1,""
736,"RyslathaSlide",16181,1,""
737,"RalakeshBlessing",5238,1,""
738,"TriggerProjectileSpell",57680,1,""
739,"SummonBeastCompanion",30508,1,""
740,"Ambush",13312,1,""
741,"Plague",32091,1,""
742,"MonsterChargedDash",21266,1,""
743,"SplitSpellProjectile",3186,1,""
744,"TituciusComboAttack",18091,1,""
745,"SpecialBeamCannon",55820,1,""
746,"SolarisSuperSkyBeam",53290,1,""
747,"LunarisSuperDarkProjectile",6580,1,""
748,"KitavaBeamSweep",5491,1,""
749,"KitavaDeathBreath",27155,1,""
750,"ShavronneGhostBrutusSlam",41871,1,""
751,"ShavronneBallLightning",2548,1,""
752,"CarpetBombProjectile",25049,1,""
753,"MortarInRectangle",58959,1,""
754,"UnholyTrioHide",27867,1,""
755,"SummonHarbinger",6585,1,""
756,"UpheavalToTarget",43197,1,""
757,"DarktongueKiss",5188,1,""
758,"MoveDaemon",35726,1,""
759,"RotateDaemon",7138,1,""
760,"RotateObject",28669,1,""
761,"HarbingerSummonMonsters",15456,1,""
762,"KitavaBeamOrb",39975,1,""
763,"KitavaUltimateDeathBreath",57662,1,""
764,"VoidGaze",64507,1,""
765,"DoedreScreech",63599,1,""
766,"AttachedVaalChargedBlast",58415,1,""
767,"HarbingerWarp",61590,1,""
768,"HarbingerAilmentArc",25224,1,""
769,"TrioAddDoedreStack",59304,1,""
770,"IguanaFlamethrower",54549,1,""
771,"HarbingerLightningOrb",46701,1,""
772,"VolatileDead",50732,1,""
773,"VolatileDeadDetonate",57391,1,""
774,"CreateSmokeCloud",51855,1,""
775,"WalkEmerge",969,1,""
776,"DiscorectangleSlam",63984,1,""
777,"BoneLance",25110,1,""
778,"ShakariTailStrike",18468,1,""
779,"ShakariUpheaval",50943,1,""
780,"InfernalSweep",18790,1,""
781,"ShakariBurrow",11034,1,""
782,"CorpseErruption",40831,1,""
783,"ShakariQuicksand",15232,1,""
784,"CorpseMortar",40511,1,""
785,"GarukhanStationaryTornado",60086,1,""
786,"CorpseWarp",16946,1,""
787,"ShakariTrailBurrow",7439,1,""
788,"UnholyTrioBallLightning",57814,1,""
789,"DeceleratingProjectile",1063,1,""
790,"VilentaReflection",16675,1,""
791,"VilentaGasMortar",59708,1,""
792,"SpectralSpinningWeapon",41260,1,""
793,"VilentaPillarHop",22081,1,""
794,"TriggerWave",29882,1,""
795,"Aegis",57439,1,""
796,"AbyssTeleportStrike",17491,1,""
797,"ImpurityAura",50860,1,""
798,"CursePillar",45125,1,""
799,"LightningElderTeleportSpark",36768,1,""
800,"EnduranceChargeSlam",47657,1,""
801,"LightningElderBolt",30401,1,""
802,"LightningElderTendrils",18913,1,""
803,"SlideEmerge",2178,1,""
804,"LightningElderBouncingOrb",21118,1,""
805,"BeamOrb",19524,1,""
806,"GeometryAttack",55741,1,""
807,"GeometrySpell",52470,1,""
808,"GeometryThruster",55056,1,""
809,"ElderCloneShot",43529,1,""
810,"DeathWalk",37661,1,""
811,"EmptyActionSpell2",7582,1,""
812,"EmptyActionSpell3",7583,1,""
813,"EmptyActionSpell4",7576,1,""
814,"EmptyActionSpell5",7577,1,""
815,"ElderSiphon",19321,1,""
816,"ElderSlammingTentacles",11270,1,""
817,"ElderDoomProjectile",652,1,""
818,"ElderExpandingNova",13246,1,""
819,"SpiritBurst",18658,1,""
820,"ChaosWeakness",1343,1,""
821,"ShadeForm",34663,1,""
822,"SummonPetrificationStatue",34832,1,""
823,"RyslathaParasiteGround",28836,1,""
824,"IceFlower",55927,1,""
825,"VoidShot",32251,1,""
826,"TentacleSmash",25469,1,""
827,"TemporalAnomalySkill",58038,1,""
828,"SummonVoidSphere",64323,1,""
829,"EmptyActionSpellLoop",643,1,""
830,"EmptyActionSpellLoop2",56008,1,""
831,"EmptyActionSpellLoop3",56009,1,""
832,"EmptyActionSpellLoop4",56014,1,""
833,"EmptyActionSpellLoop5",56015,1,""
834,"MassSpecialBeamCannon",16741,1,""
835,"Stampede",4925,1,""
836,"TigerSpiritFangs",39673,1,""
837,"TigerSpiritLacerate",62702,1,""
838,"TigerSpiritTeleportSlam",65505,1,""
839,"ToraMonsterTrap",59032,1,1
840,"IntimidatingCry",15947,1,""
841,"MonsterDetonateDeadArea",53616,1,""
842,"CatAspect",46359,1,""
843,"BirdAspect",37824,1,""
844,"SpiderAspect",6132,1,""
845,"CrabAspect",65096,1,""
846,"VilentaBombToss",54456,1,""
847,"CrabSpiritBurrowPath",6965,1,""
848,"CrabSpiritCharge",38483,1,""
849,"FireProjectileRetaliation",4114,1,""
850,"PhysicalProjectileRetaliation",2779,1,""
851,"MasterGrantBuff",25554,1,""
852,"MonsterFadingProjectileSpell",32720,1,""
853,"EmptyActionAttack",8750,1,""
854,"EmptyActionAttack2",33496,1,""
855,"EmptyActionAttack3",33497,1,""
856,"EmptyActionAttack4",33502,1,""
857,"EmptyActionAttack5",33503,1,""
858,"EmptyActionAttackLoop",223,1,""
859,"EmptyActionAttackLoop2",47527,1,""
860,"EmptyActionAttackLoop3",47526,1,""
861,"EmptyActionAttackLoop4",47521,1,""
862,"EmptyActionAttackLoop5",47520,1,""
863,"BestiarySpiderGroundStab",14791,1,""
864,"BestiarySpiderHallucinate",8334,1,""
865,"LightningCloneRetaliation",12531,1,""
866,"CaptureMonster",47422,1,""
867,"ColdBeamRetaliation",24885,1,""
868,"RabbitSummonTiger",39735,1,""
869,"GroundCrab",56016,1,""
870,"AnimateGuardianWeapon",49589,1,""
871,"CastAuraBlinding",13866,1,""
872,"ShrapnelTrap",19278,1,""
873,"LightningTowerTrap",20526,1,""
874,"FlamethrowerTrap",3093,1,""
875,"IceSiphonTrap",22551,1,""
876,"PhysCascadeTrap",978,1,""
877,"ExpandingPulse",62263,1,""
878,"TriggerBeam",18547,1,""
879,"MultiTriggerBeam",57871,1,""
880,"DelayedSpellProjectile",42720,1,""
881,"ChannelledGroundLaser",44333,1,""
882,"ArchitectHealingBeam",12704,1,""
883,"MonsterTornado",50646,1,""
884,"ArchitectComboStomp",6896,1,""
885,"ArchitectBloodExplosion",8378,1,""
886,"ArchitectBloodBeam",17186,1,""
887,"TranslateRotate",19080,1,""
888,"TranslateRotate2_",40367,1,""
889,"TranslateRotate3",64671,1,""
890,"TranslateRotate4",64664,1,""
891,"TranslateRotate5",64665,1,""
892,"FrontalFlamethrower",29859,1,""
893,"FrontalDamageWave",61376,1,""
894,"SummonPhantasm",38300,1,""
895,"HolyPath",26328,1,""
896,"Smite",20669,1,""
897,"DelveFlareMortar",56659,1,""
898,"ExecuteGEAL",53025,1,""
899,"DelveDynamiteMortar",33589,1,""
900,"VirulentArrow",53076,1,""
901,"Dynamite",24726,1,""
902,"Flare",17593,1,""
903,"RainOfSpores",153,1,""
904,"SummonRelic",33096,1,""
905,"ChampionTeleport",6762,1,""
906,"ProtoPizzaSlam",53040,1,""
907,"ProtoAbyssSlam",27243,1,""
908,"ProtoPizzaSlice",40729,1,""
909,"ProtoProjectileShield",41066,1,""
910,"SpawnObject",46169,1,""
911,"RelicHolyNova",45401,1,""
912,"SingleGroundLaser",29230,1,""
913,"EpicChestPulse",44889,1,""
914,"CreateExpandingRing",22378,1,""
915,"ReverseExpandingRing",30878,1,""
916,"SpawnBloodMeteors",43863,1,""
917,"FireBloodMeteors",44280,1,""
918,"SpiritBomb",40196,1,""
919,"PlaceObjectsAlongPath",38669,1,""
920,"CreateCutoutCircle",51612,1,""
921,"DetonateCutoutCircle",31508,1,""
922,"TransitionBeam",30844,1,""
923,"QiongqiTornadoes",44511,1,""
924,"FrostFury",1875,1,""
925,"FlickerThrust",51409,1,""
926,"RendingSteel",63556,1,""
927,"LancingSteel",4476,1,""
928,"ConduitSigil",11186,1,""
929,"ZanaPlayerBubble",26565,1,""
930,"Focus",20779,1,""
931,"BloodstainedBanner",22178,1,""
932,"PuresteelBanner",60618,1,""
933,"BetrayalSiegeCannon",31458,1,""
934,"FeastOfFlesh",7259,1,""
935,"ShatteringSteel",6060,1,""
936,"DonutCircle",61713,1,""
937,"ReviveMonstersInCone",31205,1,""
938,"CreateMonsterFromCorpses",53819,1,""
939,"CataclysmSigil",42198,1,""
940,"MultiReflectionBeam",18618,1,""
941,"SigilRecall",53476,1,""
942,"MonsterFrostFury",46744,1,""
943,"GeometryProjectiles",38147,1,""
944,"GeometryProjectilesAttack",19393,1,""
945,"DeathClap",5707,1,""
946,"RikerBombShot",42852,1,""
947,"CatarinaCarpetMortar",14658,1,""
948,"HandSlam",16961,1,""
949,"SpikyDonut",57617,1,""
950,"ReaperSlam",51440,1,""
951,"BoneSlam",42038,1,""
952,"CatarinaSidewaysCarpetBomb",7213,1,""
953,"CatarinaRollout_",27543,1,""
954,"CatarinaScythe",18681,1,""
955,"CatarinaBarrage",60040,1,""
956,"MonkeyThrow",65180,1,""
957,"EffectDrivenAttack",48783,1,""
958,"EffectDrivenSpell",57096,1,""
959,"GeometryTrigger",10221,1,""
960,"VolatileWormholeSlam",60448,1,""
961,"Sanctify",4718,1,""
962,"MultiTeleportBlackholeProjectile",3113,1,""
963,"RectangleMortarWithRotatingOrbs",5259,1,""
964,"CameraLensExpandingDonut",17899,1,""
965,"Soulrend",4702,1,""
966,"DarkRitual",31438,1,""
967,"Purge",45215,1,""
968,"CastAuraSpellDamage",61503,1,""
969,"StormBurstNew",13226,1,""
970,"DivineTempest",31171,1,""
971,"CastAuraDamageOverTime",13827,1,""
972,"CascadingTriangleSlam",11709,1,""
973,"SynthesisBeamRefraction",13385,1,""
974,"SequentialWifiArcs",56704,1,""
975,"DashToTarget",9978,1,""
976,"SpinningGroundLaser",5087,1,""
977,"MonsterSoulrend",13680,1,""
978,"FlameTotemChannelled",61190,1,""
979,"SynthesisTurretChargeProjectile",58062,1,""
980,"MassBeamBarrage",10256,1,""
981,"ConcentratedBeam",50336,1,""
982,"ShockRifleDisco",39957,1,""
983,"ExpandingConeWaves",9613,1,""
984,"ExpandingEffect",18376,1,""
985,"QuickGuard",43069,1,""
986,"QuickDodge",51741,1,""
987,"QuickBlock",44124,1,""
988,"Replicate",53411,1,""
989,"Bladestorm",31175,1,""
990,"BloodSandStance",33162,1,""
991,"Berserk",31012,1,""
992,"BloodSpears",27052,1,""
993,"ChainStrike",48497,1,""
994,"TormentedSpiritTether",54227,1,""
995,"Blitz",17364,1,""
996,"LegionBreakout",55550,1,1
997,"SupportBluntShockwave",51452,1,""
998,"IceDash",9220,1,""
999,"BloodSandArmour",7483,1,""
1000,"MonsterIceSpearAttack",19547,1,""
1001,"SliceAndDice",16660,1,""
1002,"CastAuraPhysicalDamage",2054,1,""
1003,"DelayedAreaBarrage",19746,1,""
1004,"FlaskDrainingLasso",17296,1,""
1005,"RetractArrowNuke",54323,1,""
1006,"MultiSplittingProjectile",55432,1,""
1007,"LegionRevive",54682,1,1
1008,"ScreechSnipe",29235,1,""
1009,"FireWakeArrowCombo",59433,1,""
1010,"SummonBoneGolem",64907,1,""
1011,"BoneGolemCascade",44972,1,""
1012,"BoneGolemMultiAttack",54108,1,""
1013,"Slither",60918,1,""
1014,"CorrosiveShroud",13729,1,""
1015,"BoneArmour",42439,1,""
1016,"MinionFocusFire",8183,1,""
1017,"SerpentStrike",61506,1,""
1018,"CoilingAssault",156,1,""
1019,"MortarBarrageMine",34327,1,""
1020,"MineLightningExplosion",3445,1,""
1021,"ColdProjectileMine",25151,1,""
1022,"Skitterbots",14721,1,""
1023,"BlightTowerAura",51520,1,""
1024,"BlightTowerPetrify",21197,1,""
1025,"MambaStrike",60829,1,""
1026,"SnappingAdder",24873,1,""
1027,"CreateFungalGround",5547,1,""
1028,"SkitterbotDetonateMines",17671,1,""
1029,"TotemShotgun",56684,1,""
1030,"TetheringArrow",51262,1,""
1031,"TotemMortar",13443,1,""
1032,"EyrieBarrage",2997,1,""
1033,"Transform",8792,1,""
1034,"OrionBeamSweep",19042,1,""
1035,"OrionMeteor",28504,1,""
1036,"OrionCorridorBlast",40973,1,""
1037,"OrionCircleMazeBlast",42185,1,""
1038,"SummonDoubleOnCrit",63028,1,""
1039,"OrionBeamBomb",13449,1,""
1040,"ArcaneCloak",62643,1,""
1041,"ProjectilePortal",47400,1,""
1042,"RunePaint",7019,1,""
1043,"RuneDetonate",54677,1,""
1044,"ZigZagProjectile",60318,1,""
1045,"BladeBurst",56694,1,""
1046,"BloodWhirl",32902,1,""
1047,"AfflictionBossFinalGrowBeam",12868,1,""
1048,"AfflictionSplit",46185,1,""
1049,"ChannelledSnipe",55768,1,""
1050,"PackTeleport",46211,1,""
1051,"TeleportExplodeKill",6482,1,""
1052,"AfflictionDaemonDestroyCorpseProjectileCascade",54519,1,""
1053,"AfflictionDaemonDestroyCorpseSummonMonster",45946,1,""
1054,"Spellslinger",46717,1,""
1055,"EmbraceMadness",33279,1,""
1056,"TriggerSigil",1440,1,""
1057,"RallyingCryNew",38857,1,""
1058,"InfernalCry",57987,1,""
1059,"SigilDetonate",40830,1,""
1060,"SeismicCry",46700,1,""
1061,"AncestralCry",8419,1,""
1062,"InfernalCryOnHitExplosion",59969,1,""
1063,"MagmaSigil",692,1,""
1064,"ImmolationSigil",24200,1,""
1065,"SpikeSlam",46076,1,""
1066,"DoubleCry",55725,1,""
1067,"CreateBlockingWall",61837,1,""
1068,"SummonMirageChieftain",21013,1,""
1069,"HarvestCatBossProwl",15853,1,""
1070,"OshabiOrbProjectile",9000,1,""
1071,"HeistLockPick",12782,1,""
1072,"Ember",47212,1,""
1073,"DoNothing",926,1,1
1074,"BlackHole",19490,1,""
1075,"Disintegrate",37984,1,""
1076,"FrostGlobe",49355,1,""
1077,"ImpactingSteel",12639,1,""
1078,"CircleOfPower",241,1,""
1079,"Firewall",35806,1,""
1080,"HeistMindControl",46861,1,""
1081,"SteelSteal",56528,1,""
1082,"ViciousHexExplosion",39135,1,""
1083,"HeistBouncingSawblade",44062,1,""
1084,"LancingSteelNew_",17437,1,""
1085,"CorpseWalk",17643,1,""
1086,"GlacialCascadeNew",31779,1,""
1087,"DeathWish",6379,1,""
1088,"DoomBlast",9980,1,""
1089,"HeistAttachSnipe",41621,1,""
1090,"HiddenBlade",30167,1,""
1091,"ShieldShatter",14459,1,""
1092,"SummonTauntingContraption",38613,1,""
1093,"OilArrow",61143,1,""
1094,"WaterSphere",11294,1,""
1095,"TrackingSlam",35668,1,""
1096,"BeamAura",42858,1,""
1097,"ToggleBuff",27820,1,""
1098,"MavenBrainChargeBeam",6037,1,""
1099,"MavenRotatingBeams",54131,1,""
1100,"MavenMemoryGame",61822,1,""
1101,"ChainGrab",17258,1,""
1102,"BloodTendrils",23676,1,""
1103,"BloodSurge",7819,1,""
1104,"TrialmasterTetherSpike",62635,1,""
1105,"TrialmasterChaosShrine",3222,1,""
1106,"TrialmasterTimestop",33947,1,""
1107,"BloodScythe",18895,1,""
1108,"VaalBloodScythe",50338,1,""
1109,"QueensDemand",22776,1,""
1110,"AddSpecialBuffToTarget",10163,1,""
1111,"GeometryMortars",54362,1,""
1112,"GeometryMortarsAttack",51590,1,""
1113,"ArmourEvasionBanner",46755,1,""
1114,"Voidburst",44951,1,""
1115,"RageSlash",12522,1,""
1116,"DivineCry",23538,1,""
1117,"AbsolutionBlast",43303,1,""
1118,"VanishingAmbush",28760,1,""
1119,"WeaponTrap",4994,1,""
1120,"Soulfeast",23619,1,""
1121,"ManaVoid",32173,1,""
1122,"PrismaticRain",56636,1,""
1123,"ShieldWaves",3811,1,""
1124,"SummonReaper",49464,1,""
1125,"ReaperConsumeMinion",5399,1,""
1126,"TraumaStrike",2898,1,""
1127,"IonCannonCage",16003,1,""
1128,"ThrowFlask",30890,1,""
1129,"FrozenSphere",36111,1,""
1130,"ReaperSlashDash",55821,1,""
1131,"SummonArbalists",63353,1,""
1132,"GroundSearingLaser",7687,1,""
1133,"ThrowFlaskPoison",7410,1,""
1134,"SummonStupidBeast",34172,1,""
1135,"Chronomancer",24357,1,""
1136,"HellscapeDemonBossBloodDrain",8460,1,""
1137,"Tornado",58247,1,""
1138,"StormBlade",62696,1,""
1139,"SoulLink",41045,1,""
1140,"FlameLink",54582,1,""
1141,"RemoraLink",55800,1,""
1142,"BulwarkLink",32184,1,""
1143,"TriggerLink",18754,1,""
1144,"CriticalLink",33933,1,""
1145,"HellscapeDemonBossFissureSlam",48767,1,""
1146,"HellscapeTentacleGrab",23143,1,""
1147,"BubbleShield",15646,1,""
1148,"CleansingFireWall",56418,1,""
1149,"SummonMovingFlameWall",8899,1,""
1150,"PushMovingFlameWall",57221,1,""
1151,"BlackStarCometBarrage",52646,1,""
1152,"BlackStarLaserSpears",35147,1,""
1153,"SentinelTagBeam",7382,1,""
1154,"ShockEnergyRelease",53505,1,""
1155,"TeslaSphere",16531,1,""
1156,"AlchemistsMark",19748,1,""
1157,"DirectLineOfAnts",29991,1,""
1158,"MTXPolymorphPlayer",31640,1,""
1159,"MTXQuicksilverBestiaryStampede",60667,1,""
1160,"RingOfIce",36525,1,""
1161,"RingOfIceSweep",37883,1,""
1162,"VolcanicSlam",24298,1,""
1163,"CrucibleChannel",24361,1,""
1164,"Triggerbots",2884,1,""
1165,"MtxCoinFlip",13278,1,""
1166,"BloodSandTriggered",25472,1,""
1167,"BoneCorpses",58359,1,""
1168,"MtxRaccoonTrash",6239,1,""
1169,"PrismaticBurst",22424,1,""
1170,"HardQuickDodge",8337,1,""
1171,"SummonRadiantSentinel",61698,1,""
1172,"SummonGuardianRelic",46491,1,""
1173,"InfernalBolt",988,1,""
1174,"MtxHuntingDogCommand",8729,1,""
1175,"AncestralEmbrace",56732,1,""
1176,"SprayPaint",36605,1,""
1177,"Advance",64630,"",1
1178,"BlightPath",26554,"",1
1179,"StrafeLeft",23457,"",1
1180,"StrafeLeftFaceTarget",22896,"",1
1181,"StrafeRight",15809,"",1
1182,"StrafeRightFaceTarget",54933,"",1
1183,"AbsolutionBlastBlastHandler",25358,"",""
1184,"AbsolutionBlastCounter",17074,"",""
1185,"AfflictionDaemonDestroyCorpseProjectileCascadeProjectile",14926,"",""
1186,"AvariusSuperProjectileProjectile",50132,"",""
1187,"CorpseErruptionProjectile",38210,"",""
1188,"DeployAction",31556,"",""
1189,"ElementalStrikeCold",42306,"",""
1190,"ElementalStrikeFire",50704,"",""
1191,"ElementalStrikeLightning",13073,"",""
1192,"GroundBladeHandler",13017,"",""
1193,"IceStrikeProjectile",27711,"",""
1194,"LightingStrikeProjectile",23914,"",""
1195,"ManaVoidRuneHandler",32823,"",""
1196,"MoltenStrikeProjectile",1790,"",""
1197,"SoulfeastCraterHandler",48455,"",""
1198,"StaticStrikeBeam",64638,"",""
1199,"StormWhipProjectile",50630,"",""
1200,"SummonMirageArcher",9951,"",""
1201,"SummonSupportGhost",38041,"",""
1202,"TempestShieldArc",34595,"",""
1203,"ThrownShieldProjectileProjectile",46697,"",""
1204,"VolcanicSlamProjectile",63424,"",""
1205,"AncestorTotemActivate",58642,1,1
1206,"AncestorTotemDeactivate",4120,1,1
1207,"AncestralTrialDestroyTotem",22617,1,1
1208,"AreaTransitionAnimation",65044,1,1
1209,"Arm",45374,1,1
1210,"BeThrown",3727,1,1
1211,"BlightSuicide",15499,1,1
1212,"BloodVortexGetUp",43165,1,1
1213,"CaptureMonsterRope",41487,1,1
1214,"Dance",47921,1,1
1215,"DelveSpawnObject",47132,1,1
1216,"EinharCaptureMonster",49330,1,1
1217,"ElderGuardianChangeArena",61317,1,1
1218,"ElderImprison",35121,1,1
1219,"Emerge",16641,1,1
1220,"Emerge2",9115,1,1
1221,"Emerge3",9114,1,1
1222,"EpilogueKnockdown",2378,1,1
1223,"FakeDeath",38085,1,1
1224,"FireHarpoon",15856,1,1
1225,"Flee",57769,1,1
1226,"FleeFaceLeft",41207,1,1
1227,"FleeFaceRight",8722,1,1
1228,"FleeFaceTarget",60285,1,1
1229,"FollowPath",54564,1,1
1230,"FrogJump",20513,1,1
1231,"Interaction",49766,1,1
1232,"InteractionChannelled",53839,1,1
1233,"KillKitava",5775,1,1
1234,"KitavaDestroySign",33034,1,1
1235,"KitavaGrabInnocence",39515,1,1
1236,"KitavaGrabSin",38927,1,1
1237,"KitavaRelease",59397,1,1
1238,"MasterOpenChest",11665,1,1
1239,"MasterPortalEscape",38476,1,1
1240,"MineDetonate",56294,1,1
1241,"MonsterPickup",14001,1,1
1242,"Move",10505,1,1
1243,"MoveForced",16159,1,1
1244,"MoveSpecial",33981,1,1
1245,"PortalEscape",31371,1,1
1246,"RaiseSpawnLegion",4742,1,1
1247,"Revive",11857,1,1
1248,"ScaledMove",21355,1,1
1249,"ShavronnePossess",21154,1,1
1250,"SignWeakenKitava",9281,1,1
1251,"SinPickup",24199,1,1
1252,"TormentSpiritFlee",45514,1,1
1253,"WashedUp",47065,1,1
1254,"MaligaroBladeFlurry",60046,1,""
1255,"BloodMeteor",1813,1,""
1256,"SummonVoodooDoll",49,1,""
1257,"MtxMimicTransform",19172,1,""
1258,"Barkskin",46368,1,""
1259,"PenanceMark",52409,1,""
1260,"MinionSacrifice",44548,1,""
1261,"Quieten",47854,1,""
1262,"Ravenous",1769,1,""
1263,"StrafeRandom",6760,"",1
1264,"InstantSpell",331,1,""
1265,"Automation",46529,1,""
1266,"CallToArms",57739,1,""
1267,"SummonSacredWisp",18184,1,""
1268,"MtxChannelledBeam",49137,1,""
1269,"AilmentBearer",45805,1,""
1270,"RetaliationWeaponStorm",568,1,""
1271,"RetaliationShieldEvisceration",24340,1,""
1272,"RetaliationHandOfJustice",4593,1,""
1273,"RetaliationIceWave",50983,1,""
1274,"RetaliationRageWarcry",25642,1,""
1275,"RetaliationHolySpell",37789,1,""
1276,"MtxPlayerDieBeam",6316,1,""
1277,"MtxDisguise",958,1,""
1278,"MtxSitOnTheThrone",19185,1,""
1279,"PilotRowBoat",62741,1,""
1280,"SummonVoidSpawn",64895,1,""
1281,"SummonShaperApparition",60916,1,""
1282,"IgnitionBlast",22909,1,""
1283,"ZanaInfluenceNova",45489,1,""
1284,"UnleashPower",61340,1,""
1285,"RighteousBlades",13536,1,""
1286,"CallMercenary",53500,1,""
1287,"MtxCrueltyKillerBirdConsume",47977,1,""
1288,"MtxCommandCrueltyKillerBird",33030,1,""
1289,"ManualGraftTrigger",46556,1,""
1290,"GraftSkillEshLightningRing",41309,1,""
1291,"GraftSkillUulNetolGraftHandSlam",64197,1,""
1292,"GraftXophFireShieldProjectile",59045,1,""
1293,"GraftTulTornadoProjectile",62779,1,""
1294,"GraftSkillApplyBuffToOwner",37902,1,""
1295,"GraftSkillTulIceMortar",33375,1,""
1296,"GraftSkillXophFlamePillars",27542,1,""
1297,"GraftXophFireGeysers",64674,1,""
1298,"GraftXophGeyserProjectile",44687,1,""
1299,"GraftEshLightningClones",63267,1,""
1300,"GraftSkillEshLightningHands",58054,1,""
1301,"TrapBreachPhysical",31983,1,""
1302,"GraftUulNetolBoneSpires",63756,1,""
1303,"BrequelPath",12860,"",1
1304,"ArrowSwarm",3191,1,""
1305,"GraftSkillTulSummonSpiderHands",11898,1,""
1306,"TriggeredLivingLightning",28275,1,""
1307,"LivingLightningZap_",35698,1,""
1308,"KineticBarrier",23771,1,""
1309,"Windstorm",24743,1,""
1310,"NapalmArrows",950,1,""
1311,"MiniTornadoes",15744,1,""
1312,"KineticFusillade",17286,1,""
1313,"KineticRain",4181,1,""
1314,"KineticInstability_",26030,1,""
1315,"KineticShell",26498,1,""
1316,"MtxSeveredArmSlap",56660,1,""
1317,"MistyReflection_",40138,1,""
1318,"AnimatedGoTo",2448,1,""
1319,"SitOnDoodad",32999,1,1
1320,"MtxAfkPodium",64149,1,""
1321,"MtxEncaseInCrystal",539,1,""
1322,"SimpleNovaSpell",64944,1,""
1323,"HolyHammers",45325,1,""
1324,"RetaliationLightningWave",35450,1,""
1325,"HolyStrike",4961,1,""
1326,"RaiseRestlessDead",22216,1,""
1327,"ExplodingPoisonToad",40675,1,""
1328,"DiscusSlam",44833,1,""
1329,"CollapsingRing",54643,1,""
1330,"CreateSandMirage",9399,1,""
1331,"MiragePortalReturn",62214,1,""
1332,"MtxCommandPiedPiperPet",50790,1,""
1333,"MtxPiedPiperPetHypnotize",28425,1,""
1334,"MtxCommandLandShark",42484,1,""
1335,"MtxLandSharkConsume",48902,1,""
