"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","f32_60","IncrementalEffectiveness"
2122,"FireTrapAltX","[620,1822,2042,331,19657]","[870,1185,4227]","[4000,22,50]",0.8516,0,0.0573
2123,"FireTrapAltY","[620,1822,2042,3733,331,19657]","[870,358,1185]","[4000,1750,22]",2.1289,0,0.0573
2124,"BreachHandTrap","[620,1822,2042,331,19657]","[870,1185,18548,15524,15525,15526,15527]","[4000,23,16,25,25,25,25]",1.1,0,0.047
2125,"FireTrapRoyale","[620,1822,2042,3733,331]","[870,358,1185]","[15000,1750,22]",2.7022,0,0.0483
2126,"VaalFireTrap","[620,1822,2042,331,20742]","[870,358,1814,951,2335]","[30000,8000,9,10,30]",1.7222,0,0.0455
2127,"ExileFireTrap","[620,1822,8075,331]","[358,2748,1185]","[8000,-25,12]",1,0,0.06
2128,"DarkExileFireTrap","[620,1822,331,5968,8075]","[870,358,1814,1185]","[3000,2000,3,12]",1.5556,0,0.06
2129,"DarkExileIceTrap","[620,1822,331,5968,8075]","[870,358,1814,1185]","[3000,4000,3,12]",1,0,0.06
2130,"IceElementalMapBossIceTrap","[620,1822,331,8075]","[870,358,1185]","[7000,12000,4]",0.8182,0,0.06
2131,"ChaosLeaderIceTrap","[620,1822,331,8075]","[870,358,1185,5869]","[3000,12000,4,35]",0.8182,0,0.06
2132,"MonsterFireTrapInvasion","[620,1822,8075,331]","[870,358,1185,2748]","[30000,8000,1,-25]",1.7222,0,0.048
2133,"MonsterFireTrap","[620,1822,8075,331]","[870,358,2748,5869]","[30000,8000,-30,100]",1.7222,0,0.048
2134,"MonsterFireTrapMapBoss","[620,1822,331,8075]","[1185,870,358,2748,5869]","[1,30000,8000,-30,100]",1.7222,0,0.048
2135,"IzaroDaemonFiretrap","[620,1822,331,8075]","[2335,870,358,1814,5869]","[20,30000,6000,2,100]",1.7222,0,0.048
2136,"MonsterFireTrapStrDexMasterAlly","[620,1822,8075,331]","[870,358,2748,5869]","[30000,8000,-25,-20]",1.7222,0,0.048
2137,"AutonomousFireTrap",[620],"[358,5869]","[12000,-20]",1.7222,0,0.048
2138,"MonsterFireBomb","[331,620,1822,8075]","[870,358,1185,2748]","[2500,4500,1,-25]",1.8889,0,0.052
2139,"BanditLeaderSmokeBombMapBoss","[620,1822,331,8075]","[870,358,1185]","[2500,10000,13]",1.254,0,0.052
2140,"MonsterFireBombInvasion","[331,620,1822,8075]","[870,358,1185,2748]","[2500,4500,1,-25]",1.8889,0,0.052
2141,"MonsterFireBombBossSideArea","[331,620,1822,8075]","[870,358,1185,2748]","[2500,4500,1,-25]",2.0556,0,0.052
2142,"FireWitchFireBomb","[331,620,1822,8075]","[870,358,1185,2748,5869]","[2500,4500,1,-25,50]",1.8889,0,0.04
2143,"WbFireBomb","[331,620,1822,8075]","[870,358,1185,5869]","[2500,4500,1,20]",2.8333,0,0.04
2144,"ProphecyFireBomb","[331,620,1822,8075]","[870,358,1185,2335]","[2500,4500,1,30]",2.3889,0,0.052
2145,"ProphecyBanditFireBomb","[331,620,1822,8075]","[870,358,1185,2335]","[2500,4500,1,15]",2.0556,0,0.052
2146,"MalachaiRuneTrap","[331,620,1822,2608,8075]","[1185,314,5869]","[6,-60,50]",4.4444,0,0.045
2147,"MalachaiMultiRuneTrap","[331,620,1822,2608,8075]","[1185,314,1814,2335,5869]","[6,-60,2,42,50]",4.4444,0,0.045
2148,"MaligaroVaalFireTrap","[620,1822,2042,331,8075]","[870,1814,2335,1185,648,1493]","[30000,6,40,7,30,30]",1.7222,0,0.05
2149,"ProphecyPurpleFireBomb","[331,620,1822,8075]","[870,1185,1493,5869]","[5000,7,50,20]",1.7222,0,0.05
2150,"PerandusFireTrapCluster","[620,1822,331,8075]","[870,1814,2335,358,1185]","[30000,4,40,5000,1]",1.7222,0,0.05
2151,"EssenceDaemonFireRuneTrapCluster","[331,620,1822,2608,8075]","[870,1185,314,5869]","[10000,11,-60,80]",3.7889,0,0.042
2152,"MonsterCausticBomb","[331,620,1822,8075]","[870,358,1185,2748,4664]","[2500,4000,2,-25,2]",2.2667,0,0.0385
2153,"BestiaryScorpionCausticBomb","[331,620,1822,8075]","[870,358,1185,2748,4664]","[2500,4000,2,-25,2]",2.2667,0,0.0385
2154,"TormentDaemonCausticBomb","[331,620,1822,8075,5968,2608]","[870,358,1185,4664]","[1000,4000,8,2]",2.2667,0,0.0385
2155,"TormentDaemonCausticMultiBomb","[331,620,1822,8075,5968,2608]","[870,358,1814,1185,4664]","[2000,4000,2,8,2]",2.2667,0,0.0385
2156,"WbCausticBomb","[331,620,1822,8075]","[870,358,2748,4664]","[2000,4000,-25,2]",2.2667,0,0.0385
2157,"ProphecyCausticBomb","[331,620,1822,8075]","[870,358,2748,1185,4664]","[2000,4000,-25,2,2]",2.2667,0,0.0385
2158,"WbChaosLeaderCausticBomb","[331,620,1822,8075]","[870,358,1185,4664]","[3000,12000,2,2]",1.1333,0,0.0385
2159,"WbCausticBomb2NoTrigger","[331,620,1822,8075]","[870,1185,2335,313,4664]","[1750,2,14,-99,2]",0.8667,0,0.0385
2160,"UltimatumGuardCausticBomb","[331,620,1822,8075]","[870,358,1185,2748,4664,314]","[2500,4000,2,-25,2,-67]",2.2667,0,0.0385
2161,"SanctumCausticBomb","[331,620,1822,8075]","[870,358,1185,2748,4664,314,1814,2335,17185]","[2500,100,2,-25,2,-67,2,30,20]",1.2,0,0.0385
2162,"WbFireBomb2NoTrigger","[331,620,1822,8075]","[870,1185,2335,313]","[1750,1,14,-99]",2.4444,0,0.04
2163,"BloodlinesYellowElementalCausticBomb","[331,620,1822,8075]","[358,662,1185,4664]","[4000,100,2,2]",1.8667,0,0.037
2164,"MonsterCausticBombLegends","[331,620,1822,8075,5968,2608]","[870,358,1185,2748,4664]","[2500,6000,8,-25,2]",1.6776,0,0.0385
2165,"PoisonGolemCausticBomb","[331,620,1822,8075]","[870,358,1185,2748,4664]","[2500,4000,2,-25,2]",6,0,0.0237
2166,"BestiarySpiderPlagueCausticBomb","[331,620,1822,8075]","[870,358,1185,2748,4664]","[2500,4000,2,-25,2]",6,0,0.0237
2167,"MonsterGroundCaustic",[620],"[358,662,2748,4664]","[2500,-80,-25,2]",2.2667,0,0.03
2168,"MonsterGroundCausticOnHit",[620],"[358,2440,2748,4664]","[2500,33,-25,2]",2.2667,0,0.03
2169,"MonsterGroundCausticInvasion",[620],"[662,2748,4664]","[-80,-25,2]",2.0667,0,0.03
2170,"TempestDaemonGroundCaustic",[620],"[2748,4664]","[-25,2]",2,0,0.05
2171,"MonsterGroundFire",[620],"[358,2748]","[8000,-25]",1.3222,0,0.04
2172,"MonsterGroundFireMapBoss",[620],"[358,352,2748]","[20000,120000,-50]",1.3222,0,0.04
2173,"MonsterGroundFireDescentBoss",[620],"[358,2748]","[8000,-25]",1.3222,0,0.04
2174,"MonsterGroundFireInvasion",[620],[2748],[-25],1.3222,0,0.0585
2175,"MonsterGroundFireSelfDaemon",[620],"[358,2748,5869]","[5000,-25,-40]",1.3222,0,0.04
2176,"AxisGeneralGroundFireMapBoss",[620],"[358,2748]","[20000,-50]",2.6,0,0.04
2177,"StrMissionGroundFireSelfDaemon",[620],"[358,218,2748,5869]","[20000,200,-25,50]",2,0,0.039
2178,"LionWolfFireBossDaemonGroundFire",[620],"[358,218,2748,5869]","[20000,100,-25,50]",2,0,0.039
2179,"TempestDaemonGroundFireSelf",[620],"[358,218,5869]","[20000,200,50]",3.3333,0,0.048
2180,"MonsterGroundFireDescent2",[620],"[358,2748]","[8000,-25]",1.3222,0,0.04
2181,"MonsterGroundFireGeometryTrigger",[],[],[],1.3222,0,0.04
2182,"DecoyTotemMercenary","[1824,3026,5323,5414,857]","[863,865]","[8000,60]",1,0,0
2183,"DecoyTotem","[1824,3026,5323,5414,857]","[863,865]","[8000,60]",1,0,0
2184,"DevouringTotem","[1824,3026,857]","[863,865]","[8000,60]",0.7,0,0.03
2185,"Devour",[],[886],[200],1,0,0
2186,"BossDevour",[],[],[],1,0,0
2187,"TormentCannibalDevour",[],[],[],1,0,0
2188,"TormentCannibalHauntedMonsterDevour",[],[],[],1,0,0
2189,"TempestDevour",[],[],[],1,0,0
2190,"TalismanDaemonDevour",[],"[885,358]","[1,60000]",1,0,0
2191,"BloodlinesMarkOfCannibalismDevour",[2573],[],[],1,0,0
2192,"BossDevourDexMission",[],[],[],1,0,0
2193,"BossDevourInvasion",[],[],[],1,0,0
2194,"BetrayalModUpgradeDevour",[],[],[],1,0,0
2195,"NecromancerReviveSkeleton",[],[],[],1.87,0,0
2196,"NecromancerReviveSkeletonIsMinion",[2510],[],[],1.87,0,0
2197,"NecromancerReviveSkeletonInvasion",[],[],[],1.87,0,0
2198,"WarcasterReviveGhost",[],[],[],1.87,0,0
2199,"SpawnSuicideExplosion",[620],"[662,5869]","[100,-20]",3.7444,0,0.032
2200,"BlightSpawnSuicideExplosion",[620],[],[],5.5,0,0.032
2201,"BanditSuicideExplosion",[620],[636],[11],4.5,0,0.04
2202,"MapDemonSuicideExplosion",[620],[6430],[19],4.675,0,0.04
2203,"InsectSuicideExplosion",[620],[662],[200],2.3667,0,0.03
2204,"InsectSuicideExplosionLarge",[620],"[662,5869]","[100,25]",6.6667,0,0.032
2205,"InsectSuicideExplosionHuge",[620],"[662,5869]","[100,100]",8.8889,0,0.034
2206,"ProphecyZombieSuicideExplosion",[620],[],[],4.4444,0,0.036
2207,"ProphecyZombieSuicideExplosionMap",[620],[],[],6.6667,0,0.036
2208,"ProphecyZombieSuicideExplosionSelf",[620],[],[],5.5556,0,0.036
2209,"ProphecyZombieSuicideExplosionSelfMap",[620],[],[],7.7778,0,0.036
2210,"PyroSuicideExplosion","[1306,620,1306]",[],[],2.2667,0,0.05
2211,"PyroSuicideExplosionBlightBoss","[1306,620]",[],[],3,0,0.05
2212,"BetrayalZombieSuicideExplosion","[1306,620]",[],[],2.2667,0,0.05
2213,"BlightZombieSuicideExplosion","[1306,620]",[],[],2.2667,0,0.05
2214,"ModularDemonPhysicalSuicideExplosion",[620],"[662,5869]","[100,-20]",6.6667,0,0.032
2215,"ModularDemonFireSuicideExplosion",[620],"[662,5869]","[100,-20]",6.6667,0,0.032
2216,"ModularDemonColdSuicideExplosion",[620],"[662,5869]","[100,-20]",6.6667,0,0.032
2217,"ModularDemonLightningSuicideExplosion",[620],"[662,5869]","[100,-20]",6.6667,0,0.032
2218,"BlightSuicideExplosion",[620],[],[],2.3667,0,0.03
2219,"BlightCorpseWheelSuicideExplosion","[620,1306]",[5869],[-25],6,0,0.04
2220,"HarvestSpitterSuicideExplosion","[620,1306]",[662],[200],6,0,0.042
2221,"HeistRobotSkitterSuicideExplode","[620,1306]","[1105,1107]","[25,25]",1.875,0,0.04
2222,"HeistFreidrichMinionSuicideExplode","[620,1306]",[],[],3.5,0,0.04
2223,"BloodApeSuicideExplosion","[620,7428,7429,7430]",[1105],[50],2.3,0,0.04
2224,"BloodApeSuicideExplosionRuin","[620,14056,620,7428,7429,7430]",[1105],[50],2.3,0,0.04
2225,"MartyrExplosion",[620],"[15691,1820]","[1,100]",1,0,0.04
2226,"AtlasInvadersConsumeFodder2DeathExplodeSmall",[620],[],[],1,0,0.04
2227,"AzmeriBabySuicideExplode",[3026],[662],[100],2.5,0,0.04
2228,"AzmeriTendrilSentinelVolatileExplosion","[620,12730]","[1106,1107,457,661]","[50,50,25,25]",0.813,0,0.0375
2229,"SummonSpawn",[],[],[],1.87,0,0
2230,"SummonExplodingSpawn",[],[885],[1],1.87,0,0
2231,"EtherealKnivesMercenary","[501,9756]",[7218],[50],3.038,0,0.0436
2232,"EtherealKnivesMercenaryEncounter","[501,9756]",[7218],[50],2.1717,0,0.0436
2233,"EtherealKnives","[501,9756,19602]",[7218],[50],2.35,0,0.0447
2234,"EtherealKnivesAltX","[501,9756,19602]","[7218,11025,11101,358]","[50,40,1,6000]",2.35,0,0.0447
2235,"EtherealKnivesAltY","[501,9756,19602,1816]",[7218],[50],2.1717,0,0.0436
2236,"EtherealKnivesRoyale","[501,9756]","[19273,11025,11101,7218,11879,358]","[10,40,3,50,-50,6000]",1.6847,0,0.0374
2237,"MonsterEtherealKnives",[501],"[175,1217]","[9,-20]",1.7,0,0.038
2238,"AutonomousEtherealKnivesTrap","[501,1816]","[175,1217]","[9,-20]",1.7,0,0.038
2239,"WraithEtherealKnives",[501],"[175,218,636,177,1900]","[9,-25,-15,25,20]",1.7,0,0.038
2240,"ScarecrowBossEtherealKnives",[501],"[175,1217,2748,177]","[9,-60,-25,50]",1.7,0,0.038
2241,"EtherealKnivesWbChaosLeader4","[501,2349]","[175,1217,177]","[9,-20,50]",1.7,0,0.04
2242,"EtherealKnivesWbChaosLeader4Nova","[501,2349]","[175,1217,2166,2167,2168]","[20,50,80,4000,4000]",0.85,0,0.04
2243,"PerandusEtherealKnives1",[501],"[175,1217,177,216]","[9,50,50,1]",1.24,0,0.04
2244,"MonsterEtherealKnivesBossDescent",[501],"[175,1217]","[9,-20]",1.7,0,0.04
2245,"MonsterEtherealKnivesSideArea","[501,857,12602]","[175,1108,863,865]","[9,50,20000,80]",1.24,0,0.04
2246,"DarkExileEtherealKnivesTrap","[501,331,8075,12602]","[175,1108,870,1814,314]","[14,50,7000,3,30]",0.85,0,0.04
2247,"SecretPoliceEtherealKnivesTrap","[501,331,1816,2608,8075,12602]","[175,1108,870,314,1185]","[9,20,7000,-30,14]",0.85,0,0.04
2248,"MonsterEtherealKnivesInvasion",[501],[175],[9],1.7,0,0.04
2249,"MonsterEtherealKnivesLegends",[501],"[175,177,1108,1217]","[6,175,50,-20]",1.1,0,0.04
2250,"ExileEtherealKnives",[501],[175],[9],1,0,0.037
2251,"ExileEtherealKnives2","[501,857]","[863,865,175]","[30000,80,9]",1.28,0,0.029
2252,"DaemonEtherealKnives",[501],[175],[23],0.85,0,0.037
2253,"SpiderBossEtherealKnives","[501,12602]","[218,1217]","[20,-20]",1.05,0,0.043
2254,"SpiderBossEtherealKnivesUniqueMap","[501,12602]","[175,177,218,1217]","[6,120,20,-20]",1.05,0,0.045
2255,"IzaroDaemonEtherealKnives",[501],[],[],0.85,0,0.037
2256,"SpiderBossEtherealKnivesDescent",[501],"[175,177,218,1217]","[6,80,20,-20]",1.05,0,0.043
2257,"DemonBossEtherealKnives",[501],"[175,177,218,1217]","[6,120,20,-20]",1.05,0,0.043
2258,"SpiderBossEtherealKnivesSideArea","[501,1975]","[175,177,216,1217]","[10,150,4,-35]",1.528,0,0.0355
2259,"IguanaBossEtherealKnives",[501],"[175,177,218,1217,2748]","[6,200,40,-20,-40]",0.85,0,0.043
2260,"MaligaroEtherealKnives",[501],[785],[1],1.2,0,0.042
2261,"MaligaroEtherealKnivesMapBoss",[501],"[175,785]","[9,1]",1.02,0,0.042
2262,"TalismanT2TrapEtherealKnives","[501,331,1822,2608,8075]","[175,870,1185,216,2335,1217]","[40,8000,8,3,18,140]",0.5,0,0.042
2263,"TalismanRigwaldTrapEtherealKnives","[501,331,1822,2608,8075]","[175,870,1185,216,2335,1217]","[40,8000,8,3,18,140]",0.5,0,0.042
2264,"ScavengerThrowFire","[620,501,4655,6956,7213]","[1105,3266,325]","[75,15,70]",4.1556,0,0.04
2265,"ScavengerThrowFireGround",[],[],[],4.1556,0,0.04
2266,"SupportBlind",[],[976],[10],1,0,0
2267,"SupportBlindRoyale",[],[976],[10],1,0,0
2268,"IceShotMercenary",[851],"[1106,18548]","[60,24]",1,0,0
2269,"IceShot",[851],"[1106,18548]","[60,24]",1,0,0
2270,"IceShotAltX","[851,18136]","[1106,18548,6360]","[60,26,3]",1,0,0
2271,"IceShotAltY",[851],"[1106,18548]","[60,24]",1,0,0
2272,"IceShotRoyale",[851],[1106],[60],0.67,0,0.023
2273,"PietyIceShot","[851,7213,501]","[1106,358,175,177,2748]","[50,2500,6,-60,-25]",0.85,0,0
2274,"MonsterIceShot","[851,4655,7213]","[1106,358]","[50,2500]",0.85,0,0
2275,"VaalGuardIceShot","[851,4655,7213,12730]","[1106,358]","[50,2500]",0.85,0,0
2276,"HydraIceShot",[851],"[1106,358]","[50,2500]",0.85,0,0
2277,"MonsterIceShotTotemCockerelBoss","[851,1824,857]","[1106,358,1348,1761,863,865]","[50,2500,-60,2,8000,70]",0.85,0,0
2278,"MonsterIceShotStrDexMasterAlly",[851],"[1106,358,26,636,177]","[50,3500,29,20,-65]",0.85,0,0
2279,"WbIceShotElite",[851],"[1106,175]","[50,4]",0.85,0,0
2280,"WbIceShotBurst",[851],[1106],[50],0.85,0,0
2281,"ExileIceShot",[851],"[1106,175]","[50,2]",0.85,0,0
2282,"DarkExileIceShot",[851],"[1106,358,26,175,70,177]","[50,6000,44,12,40,-90]",0.85,0,0
2283,"CreepingFrostTrapMercenary","[3733,501,331,1822,8075]","[8630,2569,7218,358,18548,18551,870]","[10,200,60,5000,15,18,4000]",1.1954,0,0.0471
2284,"CreepingFrostTrapMercenaryEncounter","[3733,501,331,1822,8075]","[8630,2569,7218,358,18548,18551,870]","[10,200,60,5000,15,18,4000]",1.1,0,0.04
2285,"CreepingFrost","[3733,501]","[8630,2569,7218,358,18548]","[10,200,60,5000,15]",0.75,0,0.0471
2286,"CreepingFrostAltX","[3733,501,18136]","[8630,2569,7218,358,18548,18551]","[5,200,60,5000,15,4]",0.75,0,0.0471
2287,"CreepingFrostAltY","[3733,501]","[8630,2569,7218,358,18548]","[10,200,60,5000,15]",0.75,0,0.0471
2288,"CreepingFrostRoyale","[3733,501]","[8630,2569,7218,358,18548,18551]","[5,200,60,5000,15,18]",0.9,0,0.0399
2289,"WaterElementalArcticBreath",[501],"[358,18548,18551]","[1650,15,15]",1.5091,0,0.05
2290,"DarkSeawitchArcticBreath","[1816,501]","[358,177,175,18548,18551]","[15000,-70,8,15,15]",1.9364,0,0.05
2291,"MonsterArcticBreathLegends","[4624,501]","[358,177,175,18548,18551]","[1500,25,1,15,15]",1.023,0,0.05
2292,"MonsterArcticBreathLegendsMulti",[501],"[358,177,175,6360,18548,18551]","[1500,25,3,1,15,15]",0.8715,0,0.05
2293,"MonsterArcticBreath",[501],"[358,177,18548,18551]","[3500,-50,15,15]",2.3909,0,0.04
2294,"ChromeArcticBreath",[501],"[358,177,6320,18548,18551]","[3500,-50,2,15,15]",2.3909,0,0.04
2295,"IzaroDaemonArcticBreath",[501],"[358,177,18548,18551]","[3500,-50,15,15]",2.3909,0,0.05
2296,"MonsterArcticBreathSideArea","[857,501]","[863,865,18548,18551]","[20000,80,15,15]",1.9127,0,0.05
2297,"MonsterArcticBreathInvasion",[501],"[177,18548,18551]","[-50,15,15]",1.5727,0,0.05
2298,"MonkeyArcticBreathInvasion",[501],"[177,18548,18551]","[-50,15,15]",1.5727,0,0.05
2299,"MonsterArcticBreathInvasionSingle",[501],"[18548,18551]","[15,15]",1.9882,0,0.045
2300,"MonsterArcticBreathSingleStrMission",[501],"[18548,18551]","[15,15]",1.9882,0,0.045
2301,"HailrakeArcticBreath",[501],"[358,5869,18548,18551]","[6000,100,15,15]",1,0,0.04
2302,"MonsterFlameBreath",[501],"[358,177,18548,18551]","[6000,-50,15,15]",1.9444,0,0.045
2303,"ChimeralFlameBreath",[501],"[358,177,218,18548,18551]","[6000,-20,20,15,15]",1.9444,0,0.045
2304,"LionWolfFireBossFlameBreath",[501],"[358,177,175,18548,18551]","[6000,-50,3,15,15]",1.9444,0,0.045
2305,"WbArcticBreathNova","[1816,501]","[18548,18551]","[15,15]",1.9882,0,0.045
2306,"EssenceArcticBreathNova","[1816,501]","[175,4891,5869,18548,18551]","[15,100,-60,15,15]",4.1345,0,0.0365
2307,"TalismanMonkeyArcticBreath",[501],"[358,177,18548,18551]","[6000,-50,15,15]",1.5909,0,0.048
2308,"TalismanBeastFlameBreath",[501],"[358,177,18548,18551]","[6000,20,15,15]",1.9444,0,0.048
2309,"EssenceTriggeredFlameBreath","[501,1816,2502,197]","[177,175,4891,3267,5869,18548,18551]","[-20,17,100,60,-80,15,15]",4.4,0,0.0365
2310,"AncestralIkiahoArcticBreath","[3733,501,17079]","[8630,2569,7218,358,662,18548,18551]","[10,200,60,5000,-45,15,15]",1.5,0,0.0375
2311,"ArcAltMercenary",[19685],"[8975,19688]","[20,150]",3.05,0,0.0395
2312,"ArcMercenary","[8095,9462]","[8053,8975]","[15,35]",1.5849,0,0.0395
2313,"ArcMercenaryEncounter",[9462],[8975],[20],1,0,0.05
2314,"Arc","[8095,9462]","[8053,8975]","[15,35]",1.5849,0,0.0395
2315,"ArcAltX","[9462,19685]","[8975,19688]","[55,150]",3.05,0,0.0395
2316,"ArcAltY","[8095,9462]","[8053,8975]","[50,35]",0.75,0,0.0395
2317,"ArcBossSideArea",[],"[661,318]","[10,-50]",0.8125,0,0.0375
2318,"VaalArcBossSideArea",[],"[661,318]","[10,-50]",0.3125,0,0.052
2319,"MonsterArc",[],"[661,174,318]","[10,1,-50]",0.9,0,0.046
2320,"ExileArc",[],[318],[-50],0.6875,0,0.044
2321,"PietyArc",[],"[661,174]","[10,2]",0.63,0,0.0565
2322,"GuardianArc",[],"[661,1217,662]","[5,-80,-50]",0.85,0,0.03
2323,"ShrineArc",[],"[661,174]","[10,3]",0.6875,0,0.044
2324,"ShrineArcPlayer",[],"[661,174]","[10,2]",0.6875,0,0.044
2325,"TotemBossArc","[695,1975]","[1217,216]","[40,6]",0.85,0,0.03
2326,"EssenceTotemArc",[],"[661,318]","[10,-50]",1.08,0,0.046
2327,"BreachArc",[],"[661,662]","[10,-65]",0.825,0,0.044
2328,"BookArc",[],"[661,662]","[10,-70]",1.08,0,0.046
2329,"ClockworkGolemArc",[],[661],[10],1.0625,0,0.03
2330,"BetrayalScientistArc",[],"[661,5107]","[10,100]",1.2,0,0.044
2331,"AxisCasterArc",[],"[661,174,318]","[10,1,-50]",0.9,0,0.046
2332,"AxisCasterArcBlight",[],"[661,174,318]","[10,1,-50]",1.4,0,0.046
2333,"BlightTowerArc",[9462],"[661,174]","[10,6]",25,0,0.06
2334,"BlightTowerArc_buff1",[9462],"[661,174]","[10,8]",25,0,0.06
2335,"BlightTowerArc_buff2",[9462],"[661,174]","[10,10]",25,0,0.06
2336,"BlightTowerArc_buff3",[9462],"[661,174]","[10,12]",25,0,0.06
2337,"HellscapeFleshFodderArc",[9462],"[661,662,1763]","[10,-50,2]",1.35,0,0.045
2338,"AtlasInvadersConsumeFodder2Arc","[8095,9462]","[661,174,8975,662,15690]","[20,7,35,-60,5571]",2,0,0.043
2339,"VaalSkitterbotLeap","[1118,3026]",[1236],[30],1,0,0
2340,"GSVaalSkitterbotLeapImpact",[620],[],[],0.8356,0,0.0591
2341,"ArcticArmourMercenary",[5007],"[6457,6320]","[500,6]",1,0,0.03
2342,"ArcticArmour",[5007],"[6457,6320]","[500,6]",1,0,0.03
2343,"HailrakeArcticArmour",[],"[3106,3118,3119,358]","[500,-5,-5,2000]",0.85,0,0.03
2344,"AzmeriHailrakeArcticArmour",[],"[3106,3118,3119,358]","[500,-5,-5,2000]",0.85,0,0.03
2345,"MonsterIceShield",[],"[3106,3118,3119,358]","[500,-10,-10,3000]",0.85,0,0.03
2346,"MonsterIceShieldTriggered",[],"[3106,3118,3119,358,3248]","[500,-10,-10,3000,6000]",0.85,0,0.03
2347,"MonsterIceShieldDaemon",[],[358],[600],0.85,0,0.03
2348,"MonsterIceShieldDemonBoss",[],"[3106,3118,3119,358]","[500,-10,-10,3000]",0.85,0,0.03
2349,"TormentArcticArmourDaemon",[],[358],[3000],0.85,0,0.03
2350,"ExileArcticArmour",[],"[3106,3118,3119,358]","[500,-10,-10,3000]",0.85,0,0.03
2351,"AxisCasterArcitcArmour",[],"[3106,3118,3119,358]","[500,-10,-10,3000]",0.85,0,0.03
2352,"WbArcticArmour",[],"[3106,3118,3119,358]","[500,-10,-10,3000]",0.85,0,0.03
2353,"StrDexMissionArcticArmour",[],"[3106,3118,3119,358]","[500,-10,-10,3000]",0.85,0,0.03
2354,"HolyFlameTotemMercenary","[857,1824,501,4624,9035,9226]","[863,865,19273,1105,2728,7218]","[8000,100,3,50,7,30]",0.7492,0,0.0322
2355,"HolyFlameTotem","[857,1824,501,4624,9035,9226,19602]","[863,865,1105,2728,7218]","[8000,100,50,7,30]",0.7492,0,0.0322
2356,"HolyFlameTotemAltX","[857,1824,501,4624,9035,9226,19602,18136]","[863,865,1105,2728]","[8000,100,50,7]",0.899,0,0.0322
2357,"HolyFlameTotemAltY","[857,1824,501,4624,9035,9226,19602]","[863,865,1105,2728,7218]","[8000,100,50,7,30]",0.7492,0,0.0322
2358,"HolyFlameTotemRoyale","[857,1824,501,4624,9035,9226]","[863,865,19273,1105,2728,7218]","[8000,100,3,50,7,30]",0.819,0,0.0289
2359,"WbFlameTotem","[857,1824,501,4624]","[863,865,175,1227]","[8000,100,3,-2]",0.3383,0,0.041
2360,"ProphecyFlameNovaTotem","[857,1824,501,4624,1816]","[863,865,175,1227]","[8000,100,7,-2]",0.4833,0,0.041
2361,"VaalMechanicalTotemFireSpray","[501,4624]",[175],[3],0.7,0,0.05
2362,"FlameTotemBossSideArea","[857,1824,501,4624]","[863,865,1227]","[8000,100,-2]",0.2267,0,0.041
2363,"WestFlameTotem","[501,1824,1816,857,4624]","[177,863,865,884,175,2748,1227]","[-35,8000,100,89,5,-25,-2]",0.95,0,0.041
2364,"FlamebearerFlameBlue","[501,4624]","[216,1217,2748]","[9,25,-25]",0.17,0,0.041
2365,"FlamebearerFlameGold","[501,4624]","[216,1217,2748]","[9,25,-25]",0.17,0,0.041
2366,"FlamebearerFlameBlueInvasion","[501,4624]","[216,2748]","[9,-25]",0.24,0,0.041
2367,"MonsterFlameRed","[501,4624,4655]","[216,662,1217,2748]","[8,-75,25,-25]",0.3333,0,0.042
2368,"MonsterFlameRedCannibal","[501,4655,4624,7213]","[216,662,2748,175]","[2,-75,-25,3]",1.4,0,0.037
2369,"MonsterFlameRedCannibalAtlasUber","[501,4655,4624,7213]","[216,662,2748,175,177]","[2,-85,-25,2,30]",1.4,0,0.037
2370,"MonsterFlameRedCannibalBlight","[501,4655,4624]","[216,662,2748,175]","[8,-75,-25,3]",2.1,0,0.037
2371,"MonsterFlameRedCannibalBlightBoss","[501,4655,4624,7213,1975]","[216,2748,175,177]","[8,-25,3,50]",1,0,0.037
2372,"MonsterFlameRedCannibalBlightBossTotem","[501,4655,4624,7213]","[2748,175,177]","[-25,2,40]",0.6,0,0.037
2373,"MonsterLightningSprayDexMissionBoss","[501,4624]","[216,662,2748]","[8,-75,-25]",0.375,0,0.042
2374,"MonsterLightningSpraySideAreaBoss","[501,1816,4624,6662]","[662,175,177,1887,1888]","[-75,6,50,25,1]",1.5,0,0.042
2375,"MonsterLightningSpraySideAreaBoss2","[501,1816,4624,6662]","[662,175,177,1887,1888]","[-75,4,30,25,1]",1.5,0,0.042
2376,"LightningThornsLightningSpray","[501,1816,4624,6998]","[175,177,6999]","[5,40,100]",1.3875,0,0.034
2377,"LightningThornsLightningSprayMapBoss","[501,1816,4624,6998]","[175,177,6999]","[5,40,100]",4.65,0,0.0375
2378,"EssenceMonsterLightningSpray","[501,4624]","[175,177,216]","[1,-30,5]",0.6,0,0.04
2379,"DelveMonsterLightningSpray","[501,4624]","[175,177,216]","[1,-30,5]",0.3,0,0.045
2380,"MonsterFlameRedSideArea","[501,857,4624]","[863,865,2748,1227]","[20000,80,-25,-2]",0.2778,0,0.042
2381,"MonsterFlameRedKaomsChest","[501,4624]",[2748],[-25],0.3333,0,0.042
2382,"MonsterFlameRedLegends","[501,4624]","[216,177,1217,2748]","[7,125,25,-25]",0.4231,0,0.042
