"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","NodeIcon","Stats","StatValues","HASH16","PassiveBG","Effect","Type","Limit","RequiresAdjacent","MaxAdjacent","AllocatedPassiveSkill","[rid]_140"
46,"Ramako5","Tattoo of the Ramako Shaman","Tatouage du Chaman de Ramako","Tätowierung des Ramako-Schamanen","ラマコのシャーマンのタトゥー","라마코 주술사의 문신","Tatuagem do Xamã de Ramako","Татуировка Шамана Рамако","Tatuaje de chamán de Ramako","ลายสัก คนทรงรามาโค","雷默科薩滿的紋身","Art/2DArt/SkillIcons/passives/SpellSuppresionNode.dds",[14960],[2],28792,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RamakoTribePassiveBG","",8,"",0,0,"",[]
47,"Ramako6","Loyalty Tattoo of Ahuana","Tatouage de Loyauté de Ahuana","Stammestätowierung von Ahuana","アフアナの忠誠のタトゥー","아후아나의 충성 문신","Tatuagem de Lealdade a Ahuana","Татуировка верности Ахване","Tatuaje de lealtad a Ahuana","ลายสักภักดี อะฮัวนา","阿呼阿娜的忠誠紋身","Art/2DArt/SkillIcons/RamakoTribeSkill.dds","[19051,19083]","[1,1]",36328,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RamakoTribePassiveBG",78017,1,0,0,0,"",[]
48,"Ramako7","Tattoo of the Ramako Makanga","Tatouage du Makanga de Ramako","Tätowierung des Ramako-Makangas","ラマコのマカンガのタトゥー","라마코 마캉가의 문신","Tatuagem da Makanga de Ramako","Татуировка Маканги Рамако","Tatuaje de makanga de Ramako","ลายสัก มาคันกะรามาโค","雷默科鑄造的紋身","Art/2DArt/SkillIcons/passives/IncreasedProjectileSpeedNode.dds",[175],[1],3279,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/RamakoTribePassiveBG","",8,"",7,0,"",[]
49,"Hinekora1","Tattoo of the Hinekora Warrior","Tatouage du Guerrier d'Hinekora","Tätowierung des Hinekora-Kriegers","ヒネコラの戦士のタトゥー","히네코라 전사의 문신","Tatuagem do Guerreiro de Hinekora","Татуировка Воина Хинекоры","Tatuaje de guerrero de Hinekora","ลายนัก นักรบฮิเนโครา","悉妮蔻拉戰士的紋身","Art/2DArt/SkillIcons/passives/energyshield.dds",[135],[3],3136,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",0,0,"",[]
50,"Hinekora2","Tattoo of the Hinekora Deathwarden","Tatouage du Garde-mort d'Hinekora","Tätowierung des Hinekora-Totenwächters","ヒネコラの死の番人のタトゥー","히네코라 죽음의 간수의 문신","Tatuagem do Guarda Mortal de Hinekora","Татуировка Стража смерти Хинекоры","Tatuaje de guardián de la muerte de Hinekora","ลายสัก ผู้คุมความตายฮิเนโครา","悉妮蔻拉死護衛的紋身","Art/2DArt/SkillIcons/passives/CursemitigationclusterNode.dds",[1283],[-6],17010,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",0,0,"",[]
51,"Hinekora3","Tattoo of the Hinekora Shaman","Tatouage du Chaman d'Hinekora","Tätowierung des Hinekora-Schamanen","ヒネコラのシャーマンのタトゥー","히네코라 주술사의 문신","Tatuagem do Xamã de Hinekora","Татуировка Шамана Хинекоры","Tatuaje de chamán de Hinekora","ลายสัก คนทรงฮิเนโครา","悉妮蔻拉薩滿的紋身","Art/2DArt/SkillIcons/passives/mana.dds",[131],[8],28702,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",0,0,"",[]
52,"Hinekora4","Tattoo of the Hinekora Storyteller","Tatouage du Conteur d'Hinekora","Tätowierung des Hinekora-Geschichtenerzählers","ヒネコラの語り部のタトゥー","히네코라 이야기꾼의 문신","Tatuagem do Orador de Hinekora","Татуировка Сказителя Хинекоры","Tatuaje de cuentacuentos de Hinekora","ลายสัก นักเล่าเรื่องฮิเนโครา","悉妮蔻拉說書人的紋身","Art/2DArt/SkillIcons/passives/skillduration.dds",[152],[3],2876,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",0,0,"",[]
53,"Hinekora5","Tattoo of the Hinekora Warmonger","Tatouage du Belliciste d'Hinekora","Tätowierung des Hinekora-Kriegstreibers","ヒネコラのウォーモンガーのタトゥー","히네코라 전쟁광의 문신","Tatuagem do Guerrilheiro de Hinekora","Татуировка Зачинщика войны Хинекоры","Tatuaje de belicista de Hinekora","ลายสัก ผู้ก่อศึกฮิเนโครา","悉妮蔻拉戰鬥王的紋身","Art/2DArt/SkillIcons/passives/minionlife.dds",[161],[5],31061,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",0,0,"",[]
54,"Hinekora6","Loyalty Tattoo of Tawhanuku","Tatouage de Loyauté de Tawhanuku","Stammestätowierung von Tawhanuku","タウハヌクの忠誠のタトゥー","타하누쿠의 충성 문신","Tatuagem de Lealdade a Tawhanuku","Татуировка верности Тавануку","Tatuaje de lealtad a Tawhanuku","ลายสักภักดี ทาฟาทูคู","塔瓦努庫的忠誠紋身","Art/2DArt/SkillIcons/HinekoraTribeSkill.dds","[19052,19084]","[1,1]",26385,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG",78020,1,0,0,0,"",[]
55,"Hinekora7","Tattoo of the Hinekora Makanga","Tatouage du Makanga d'Hinekora","Tätowierung des Hinekora-Makangas","ヒネコラのマカンガのタトゥー","히네코라 마캉가의 문신","Tatuagem da Makanga de Hinekora","Татуировка Маканги Хинекоры","Tatuaje de makanga de Hinekora","ลายสัก มาคันกะฮิเนโครา","悉妮蔻拉鑄造的紋身","Art/2DArt/SkillIcons/passives/CurseEffectNode.dds",[1393],[8],27325,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraTribePassiveBG","",9,"",7,0,"",[]
56,"Tawhoa1","Tattoo of the Tawhoa Naturalist","Tatouage du Naturaliste de Tawhoa","Tätowierung des Tawhoa-Naturalisten","タウホアの自然主義者のタトゥー","타호아 박물학자의 문신","Tatuagem do Naturalista de Tawhoa","Татуировка Натуралиста Тахоа","Tatuaje de naturalista de Tawhoa","ลายสัก นักธรรมชาติวิทยาทาฟัว","塔赫亞自然的紋身","Art/2DArt/SkillIcons/passives/flaskstr.dds",[401],[8],53606,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",0,0,"",[]
57,"Tawhoa2","Tattoo of the Tawhoa Scout","Tatouage de l'Éclaireur de Tawhoa","Tätowierung des Tawhoa-Spähers","タウホアの偵察者のタトゥー","타호아 정찰병의 문신","Tatuagem do Batedor de Tawhoa","Татуировка Разведчика Тахоа","Tatuaje de explorador de Tawhoa","ลายสัก นักสอดแนมทาฟัว","塔赫亞哨兵的紋身","Art/2DArt/SkillIcons/passives/Poison.dds",[5361],[10],26520,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",0,0,"",[]
58,"Tawhoa3","Tattoo of the Tawhoa Warrior","Tatouage du Guerrier de Tawhoa","Tätowierung des Tawhoa-Kriegers","タウホアの戦士のタトゥー","타호아 전사의 문신","Tatuagem do Guerreiro de Tawhoa","Татуировка Воина Тахоа","Tatuaje de guerrero de Tawhoa","ลายสัก นักรบทาฟัว","塔赫亞戰士的紋身","Art/2DArt/SkillIcons/passives/Poison.dds",[63],[5],31973,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",0,0,"",[]
59,"Tawhoa4","Tattoo of the Tawhoa Herbalist","Tatouage de l'Herboriste de Tawhoa","Tätowierung des Tawhoa-Kräutersammlers","タウホアの薬草師のタトゥー","타호아 약초상의 문신","Tatuagem do Herbalista de Tawhoa","Татуировка Травника Тахоа","Tatuaje de herbolario de Tawhoa","ลายสัก นักสมุนไพรทาฟัว","塔赫亞藥草師的紋身","Art/2DArt/SkillIcons/passives/flaskdex.dds",[741],[4],18209,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",0,0,"",[]
60,"Tawhoa5","Tattoo of the Tawhoa Shaman","Tatouage du Chaman de Tawhoa","Tätowierung des Tawhoa-Schamanen","タウホアシャーマンのタトゥー","타호아 주술사의 문신","Tatuagem do Xamã de Tawhoa","Татуировка Шамана Тахоа","Tatuaje de chamán de Tawhoa","ลายสัก คนทรงทาฟัว","塔赫亞薩滿的紋身","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds",[3425],[5],59941,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",0,0,"",[]
61,"Tawhoa6","Loyalty Tattoo of Maata","Tatouage de Loyauté de Maata","Stammestätowierung von Maata","マアタの忠誠のタトゥー","마아타의 충성 문신","Tatuagem de Lealdade a Maata","Татуировка верности Маате","Tatuaje de lealtad a Maata","ลายสักภักดี มาอ์ตา","瑪塔的忠誠紋身","Art/2DArt/SkillIcons/TawhoaTribeSkill.dds","[19053,19085]","[1,1]",57367,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG",78023,1,0,0,0,"",[]
62,"Tawhoa7","Tattoo of the Tawhoa Makanga","Tatouage du Makanga de Tawhoa","Tätowierung des Tawhoa-Makangas","タウホアのマカンガのタトゥー","타호아 마캉가의 문신","Tatuagem da Makanga de Tawhoa","Татуировка Маканги Тахоа","Tatuaje de makanga de Tawhoa","ลายสัก มาคันกะทาฟัว","塔赫亞鑄造的紋身","Art/2DArt/SkillIcons/passives/flaskdex.dds",[1783],[8],64308,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/TawhoaTribePassiveBG","",10,"",7,0,"",[]
63,"Valako1","Tattoo of the Valako Stormrider","Tatouage du Chevauche-foudre de Valako","Tätowierung des Valako-Sturmreiters","ヴァラコのストームライダーのタトゥー","발라코 태풍의 기수의 문신","Tatuagem do Tempestuoso de Valako","Татуировка Наездника бури Валако","Tatuaje de caminante de la tormenta de Valako","ลายสัก ผู้ขี่วายุวาลาโค","瓦拉庫風暴馭者的紋身","Art/2DArt/SkillIcons/passives/LightningResistNode.dds",[150],[6],65068,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,0,"",[]
64,"Valako2","Tattoo of the Valako Scout","Tatouage de l'Éclaireur de Valako","Tätowierung des Valako-Spähers","ヴァラコの偵察者のタトゥー","발라코 정찰병의 문신","Tatuagem do Batedor de Valako","Татуировка Разведчика Валако","Tatuaje de explorador de Valako","ลายสัก นักสอดแนมวาลาโค","瓦拉庫哨兵的紋身","Art/2DArt/SkillIcons/passives/LightningResistNode.dds",[3651],[-10],4315,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,0,"",[]
65,"Valako3","Tattoo of the Valako Warrior","Tatouage du Guerrier de Valako","Tätowierung des Valako-Kriegers","ヴァラコの戦士のタトゥー","발라코 전사의 문신","Tatuagem do Guerreiro de Valako","Татуировка Воина Валако","Tatuaje de guerrero de Valako","ลายสัก นักรบวาลาโค","瓦拉庫戰士的紋身","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],[5],8012,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,0,"",[]
66,"Valako4","Tattoo of the Valako Shieldbearer","Tatouage du Porte-bouclier de Valako","Tätowierung des Valako-Schildknappen","ヴァラコのシールドベアラーのタトゥー","발라코 방패 운반자의 문신","Tatuagem do Escudeiro de Valako","Татуировка Щитоносца Валако","Tatuaje de portador de escudo de Valako","ลายสัก ผู้ถือโล่วาลาโค","瓦拉庫護盾大師的紋身","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",[1085],[1],18857,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,0,"",[]
67,"Valako5","Tattoo of the Valako Shaman","Tatouage du Chaman de Valako","Tätowierung des Valako-Schamanen","ヴァラコのシャーマンのタトゥー","발라코 주술사의 문신","Tatuagem do Xamã de Valako","Татуировка Шамана Валако","Tatuaje de chamán de Valako","ลายสัก คนทรงวาลาโค","瓦拉庫薩滿的紋身","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds",[661],[5],56078,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,0,"",[]
68,"Valako6","Loyalty Tattoo of Kiloava","Tatouage de Loyauté de Kiloava","Stammestätowierung von Kiloava","キロアヴァの忠誠のタトゥー","킬로아바의 충성 문신","Tatuagem de Lealdade a Kiloava","Татуировка верности Килоаве","Tatuaje de lealtad a Kiloava","ลายสักภักดี คีโลอาวา","基洛阿瓦的忠誠紋身","Art/2DArt/SkillIcons/ValakoTribeSkill.dds","[19054,19086]","[1,1]",15342,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG",78026,1,0,0,0,"",[]
69,"Valako7","Tattoo of the Valako Makanga","Tatouage du Makanga de Valako","Tätowierung des Valako-Makangas","ヴァラコのマカンガのタトゥー","발라코 마캉가의 문신","Tatuagem da Makanga de Valako","Татуировка Маканги Валако","Tatuaje de makanga de Valako","ลายสัก มาคันกะวาลาโค","瓦拉庫鑄造的紋身","Art/2DArt/SkillIcons/passives/LightningResistNode.dds",[946],[1],24452,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/ValakoTribePassiveBG","",11,"",0,1,"",[]
70,"SpecialSmallNode1","Honoured Tattoo of the Dove","Tatouage honorifique de la Colombe","Ehrenvolle Tätowierung der Taube","鳩の誇り高きタトゥー","비둘기의 명예로운 문신","Tatuagem Honrada do Pássaro","Почётная татуировка голубя","Tatuaje distinguido de la paloma","ลายสักทรงเกียรติ พิราบ","鴿子的尊榮紋身","Art/2DArt/SkillIcons/passives/ChaosResistNode.dds",[152],[4],31953,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,"",[]
71,"SpecialSmallNode2","Honoured Tattoo of the Sky","Tatouage honorifique du Ciel","Ehrenvolle Tätowierung des Himmels","空の誇り高きタトゥー","하늘의 명예로운 문신","Tatuagem Honrada do Céu","Почётная татуировка неба","Tatuaje distinguido del cielo","ลายสักทรงเกียรติ นภา","天際的尊榮紋身","Art/2DArt/SkillIcons/passives/ElementalResistance2.dds",[142],[3],27006,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,"",[]
72,"SpecialSmallNode3","Honoured Tattoo of the Tuatara","Tatouage honorifique du Tuatara","Ehrenvolle Tätowierung des Tuatara","トゥアタラの誇り高きタトゥー","투아타라의 명예로운 문신","Tatuagem Honrada da Tuatara","Почётная татуировка туатары","Tatuaje distinguido del tuátara","ลายสักทรงเกียรติ ทัวทารา","蜥蜴人的尊榮紋身","Art/2DArt/SkillIcons/passives/accuracyint.dds",[607],[4],2922,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,"",[]
73,"SpecialSmallNode4","Honoured Tattoo of the Pillager","Tatouage honorifique du Pillard","Ehrenvolle Tätowierung des Plünderers","略奪者の誇り高きタトゥー","약탈꾼의 명예로운 문신","Tatuagem Honrada do Saqueador","Почётная татуировка грабителя","Tatuaje distinguido del saqueador","ลายสักทรงเกียรติ นักปล้นสะดม","劫掠者的尊榮紋身","Art/2DArt/SkillIcons/passives/accuracyint.dds",[155],[3],54016,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,"",[]
74,"SpecialSmallNode5","Honoured Tattoo of the Turtle","Tatouage honorifique de la Tortue","Ehrenvolle Tätowierung der Schildkröte","亀の誇り高きタトゥー","거북이의 명예로운 문신","Tatuagem Honrada da Tartaruga","Почётная татуировка черепахи","Tatuaje distinguido de la tortuga","ลายสักทรงเกียรติ เต่า","巨龜的尊榮紋身","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds",[2050],[3],7433,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,"",[]
75,"SpecialSmallNode6","Honoured Tattoo of the Oak","Tatouage honorifique du Chêne","Ehrenvolle Tätowierung der Eiche","樫の木の誇り高きタトゥー","참나무의 명예로운 문신","Tatuagem Honrada do Carvalho","Почётная татуировка дуба","Tatuaje distinguido del roble","ลายสักทรงเกียรติ โอ๊ค","歐克的尊榮紋身","Art/2DArt/SkillIcons/passives/life1.dds",[125],[2],32815,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,"",[]
76,"SpecialSmallNode7","Honoured Tattoo of the Hatungo","Tatouage honorifique de l'Hatungo","Ehrenvolle Tätowierung der Hatungo","ハトゥンゴの誇り高きタトゥー","하툰고의 명예로운 문신","Tatuagem Honrada de Hatungo","Почётная татуировка хатанго","Tatuaje distinguido de las hatungo","ลายสักทรงเกียรติ ฮาทุนโก","靈語者的尊榮紋身","Art/2DArt/SkillIcons/passives/manareservationreduction.dds",[14923],[1],22940,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,"",[]
77,"SpecialSmallNode8","Honoured Tattoo of the Flock","Tatouage honorifique du Troupeau","Ehrenvolle Tätowierung der Herde","群れの誇り高きタトゥー","무리의 명예로운 문신","Tatuagem Honrada do Rebanho","Почётная татуировка стаи","Tatuaje distinguido del rebaño","ลายสักทรงเกียรติ ฝูงสัตว์","群的尊榮紋身","Art/2DArt/SkillIcons/passives/auraeffect.dds",[3899],[1],3143,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",0,0,"",[]
78,"SpecialNotableStr1","Honoured Tattoo of the Warlord","Tatouage honorifique du Seigneur de guerre","Ehrenvolle Tätowierung des Kriegsfürsten","将軍の誇り高きタトゥー","전쟁군주의 명예로운 문신","Tatuagem Honrada do Comandante","Почётная татуировка военачальника","Tatuaje distinguido del señor de la guerra","ลายสักทรงเกียรติ ขุนศึก","戰爭君王的尊榮紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon1.dds",[10853],[1],51442,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,"",[]
79,"SpecialNotableStr2","Honoured Tattoo of the Mountain","Tatouage honorifique de la Montagne","Ehrenvolle Tätowierung des Berges","山の誇り高きタトゥー","산맥의 명예로운 문신","Tatuagem Honrada da Montanha","Почётная татуировка горы","Tatuaje distinguido de la montaña","ลายสักทรงเกียรติ ภูเขา","山巒的尊榮紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon1.dds","[944,181]","[1,1]",64478,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,"",[]
80,"SpecialNotableStr3","Honoured Tattoo of the Pa","Tatouage honorifique du Pa","Ehrenvolle Tätowierung des Pa","パの誇り高きタトゥー","파의 명예로운 문신","Tatuagem Honrada de Pa","Почётная татуировка Па","Tatuaje distinguido del padre","ลายสักทรงเกียรติ ปา","帕的尊榮紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon1.dds",[5514],[1],11859,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,"",[]
81,"SpecialNotableDex1","Honoured Tattoo of the Hunter","Tatouage honorifique du Chasseur","Ehrenvolle Tätowierung des Jägers","狩人の誇り高きタトゥー","사냥꾼의 명예로운 문신","Tatuagem Honrada do Caçador","Почётная татуировка охотника","Tatuaje distinguido del cazador","ลายสักทรงเกียรติ นักล่า","獵人的尊榮紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon2.dds",[10854],[1],9911,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,"",[]
82,"SpecialNotableDex2","Honoured Tattoo of the Barbarian","Tatouage honorifique du Barbare","Ehrenvolle Tätowierung des Barbaren","蛮族の誇り高きタトゥー","야만인의 명예로운 문신","Tatuagem Honrada do Bárbaro","Почётная татуировка варвара","Tatuaje distinguido del bárbaro","ลายสักทรงเกียรติ คนเถื่อน","野蠻人的尊榮紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon2.dds","[945,182]","[1,1]",31565,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,"",[]
83,"SpecialNotableDex3","Honoured Tattoo of the Berserker","Tatouage honorifique du Berserker","Ehrenvolle Tätowierung des Berserkers","狂人の誇り高きタトゥー","광전사의 명예로운 문신","Tatuagem Honrada do Berserker","Почётная татуировка берсерка","Tatuaje distinguido del berserker","ลายสักทรงเกียรติ คนคลั่ง","暴徒的尊榮紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon2.dds",[9328],[4000],39768,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,"",[]
84,"SpecialNotableInt1","Honoured Tattoo of the Wise","Tatouage honorifique du Sage","Ehrenvolle Tätowierung des Weisen","賢人の誇り高きタトゥー","현명한 자의 명예로운 문신","Tatuagem Honrada do Sábio","Почётная татуировка мудреца","Tatuaje distinguido del sabio","ลายสักทรงเกียรติ ผู้รอบรู้","智者的尊榮紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon3.dds",[10855],[1],2870,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,"",[]
85,"SpecialNotableInt2","Honoured Tattoo of the Storm","Tatouage honorifique de la Tempête","Ehrenvolle Tätowierung des Sturms","嵐の誇り高きタトゥー","폭풍의 명예로운 문신","Tatuagem Honrada da Tormenta","Почётная татуировка бури","Tatuaje distinguido de la tormenta","ลายสักทรงเกียรติ วายุ","風暴的尊榮紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon3.dds","[946,183]","[1,1]",46040,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,"",[]
86,"SpecialNotableInt3","Honoured Tattoo of the Flood","Tatouage honorifique du Déluge","Ehrenvolle Tätowierung der Flut","洪水の誇り高きタトゥー","홍수의 명예로운 문신","Tatuagem Honrada da Inundação","Почётная татуировка потопа","Tatuaje distinguido de la inundación","ลายสักทรงเกียรติ อุทกภัย","水難的尊榮紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon3.dds",[8259],[100],3903,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,4,0,0,"",[]
87,"UniqueSmallNode1","Ancestral Tattoo of Bloodlines","Tatouage ancestral des Lignées","Ahnen-Tätowierung der Blutlinien","血統の先祖のタトゥー","혈맹의 선조 문신","Tatuagem Ancestral da Linhagem","Татуировка кровных уз предков","Tatuaje ancestral de líneas de sangre","ลายสักบรรพชน สายเลือด","血族的祖靈紋身","Art/2DArt/SkillIcons/passives/lifemana.dds",[19222],[2],57304,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,5,0,0,"",[]
88,"UniqueSmallNode2","Honoured Tattoo of the Makanga","Tatouage honorifique du Makanga","Ehrenvolle Tätowierung des Makanga","マカンガの誇り高きタトゥー","마캉가의 명예로운 문신","Tatuagem Honrada do Makanga","Почётная татуировка маканги","Tatuaje distinguido del makanga","ลายสักทรงเกียรติ มาคันกะ","馬坎加的尊榮紋身","Art/2DArt/SkillIcons/passives/ElementalResistance2.dds",[948],[2],26553,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",1,"",8,0,"",[]
89,"UniqueNotableStr1","Journey Tattoo of the Body","Tatouage initiatique du Corps","Reisetätowierung des Körpers","肉体の旅のタトゥー","육신의 여정 문신","Tatuagem da Jornada do Corpo ","Татуировка странствия тела","Tatuaje de viaje del cuerpo","ลายสักสัญจร ร่างกาย","軀體的歷練紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon1.dds",[19226],[25],5364,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",12,"",0,0,"",[]
90,"UniqueNotableDex1","Journey Tattoo of the Mind","Tatouage initiatique de l'Esprit","Reisetätowierung des Geists","精神の旅のタトゥー","정신의 여정 문신","Tatuagem da Jornada da Mente","Татуировка странствия разума","Tatuaje de viaje de la mente","ลายสักสัญจร จิตใจ","心智的歷練紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon2.dds",[19227],[30],5962,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",13,"",0,0,"",[]
91,"UniqueNotableInt1","Journey Tattoo of the Soul","Tatouage initiatique de l'Âme","Reisetätowierung der Seele","魂の旅のタトゥー","영혼의 여정 문신","Tatuagem da Jornada da Alma","Татуировка странствия души","Tatuaje de viaje del alma","ลายสักสัญจร วิญญาณ","靈魂的歷練紋身","Art/2DArt/SkillIcons/passives/HinekoraPassiveIcon3.dds",[19228],[40],36414,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/HinekoraPassiveBG","",14,"",0,0,"",[]
92,"DisplayRandomKeystone","","","","","","","","","","","",[19229],[1],10419,"","",1,6,0,0,"",[]
93,"DisplayRandomAscendancyNotableRanger","","","","","","","","","","","",[23063],[1],45155,"","",1,40,0,0,"",[]
94,"DisplayRandomAscendancyNotableDuelist","","","","","","","","","","","",[23063],[2],41281,"","",1,40,0,0,"",[]
95,"DisplayRandomAscendancyNotableMarauder","","","","","","","","","","","",[23063],[3],27225,"","",1,40,0,0,"",[]
96,"DisplayRandomAscendancyNotableTemplar","","","","","","","","","","","",[23063],[4],39828,"","",1,40,0,0,"",[]
97,"DisplayRandomAscendancyNotableWitch","","","","","","","","","","","",[23063],[5],47934,"","",1,40,0,0,"",[]
98,"DisplayRandomAscendancyNotableShadow","","","","","","","","","","","",[23063],[6],25165,"","",1,40,0,0,"",[]
99,"DisplayRandomAscendancyNotableScion","","","","","","","","","","","",[23063],[7],18826,"","",1,40,0,0,"",[]
100,"minion_instability1133","","","","","","","","","","","",[],[],18663,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,708,[]
101,"conduit1135","","","","","","","","","","","",[],[],23540,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,709,[]
102,"acrobatics1136","","","","","","","","","","","",[],[],54307,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,710,[]
