"rownum","Id","Area1","i32_24","i32_28","NotOnAtlas","IsUniqueMap","Node_DDSFile","IsNormalMap","RequiresSpecificItem","VoidstoneSlot","MapDeviceLayout","QuestStates","bool_92","NodeDisplayName","Area2","bool_125","Header"
183,"TangledWatchstoneSlotNode","",0,0,"","","","",1,2,"",[],1,"","","",""
184,"ElderWatchstoneSlotNode","",0,0,"","","","",1,1,"",[],1,"","","",""
185,"MavenWatchstoneSlotNode","",0,0,"","","","",1,0,"",[],1,"","","",""
186,"ReliquaryVault","",0,0,"","","Art/2DItems/Maps/ReliquaryVaultMapKey.dds","",1,"",7,[],1,220,280,"",8
187,"ValdoMap","",0,0,"","","Art/2DItems/Maps/ValdosLabMapKey.dds","",1,"",5,[],1,219,"","",14
188,"AtziriBoss","",0,0,"","","Art/2DItems/Maps/AtziriTempleMapKey.dds","",1,"",8,[],1,"",761,"",1
189,"LegionDomain","",0,0,"","","Art/2DItems/Maps/DomainofTimelessConflictMapKey.dds","",1,"",9,[],1,"",1322,"",5
190,"BlightedMap","",0,0,"","","Art/2DItems/Maps/BlightedLandsMapKey.dds","",1,"",4,[],1,218,"","",2
191,"ShaperBoss","",0,0,"","","Art/2DItems/Maps/ShapersRealmMapKey.dds","",1,"",8,[],1,"",1255,"",11
192,"ElderBoss","",0,0,"","","Art/2DItems/Maps/EldersRealmMapKey.dds","",1,"",8,[],1,"",1296,"",11
193,"UberCortexBoss","",0,0,"","","Art/2DItems/Maps/SynthesisUberCortex.dds","",1,"",8,[],1,221,458,"",14
194,"MavenBoss","",0,0,"","","Art/2DItems/Currency/Atlas/MavenKey.dds","",1,"",8,[],1,"",1785,"",8
195,"InfiniteHungerBoss","",0,0,"","","Art/2DItems/Currency/TangleOrbRank0.dds","",1,"",7,[],1,"",1298,"",6
196,"BlackStarBoss","",0,0,"","","Art/2DItems/Currency/CleansingFireOrbRank0.dds","",1,"",7,[],1,"",1299,"",10
197,"EaterOfWorldsBoss","",0,0,"","","Art/2DItems/Currency/TangleOrbRank5.dds","",1,"",8,[],1,"",1301,"",6
198,"SearingExarchBoss","",0,0,"","","Art/2DItems/Currency/CleansingFireOrbRank5.dds","",1,"",8,[],1,"",1300,"",10
199,"SirusBoss","",0,0,"","","Art/2DItems/Maps/SirusRealmMapKey.dds","",1,"",8,[],1,"",1688,"",13
200,"FearBoss","",0,0,"","","Art/2DItems/Maps/AngerBossMemoryKey.dds","",1,"",8,[],1,"",1303,"",15
201,"BenevolenceBoss","",0,0,"","","Art/2DItems/Maps/BenevolenceBossMemoryKey.dds","",1,"",8,[],1,"",1307,"",15
202,"IgnoranceBoss","",0,0,"","","Art/2DItems/Maps/IgnoranceBossMemoryKey.dds","",1,"",8,[],1,"",1305,"",15
203,"BreachlordBoss","",0,0,"","","Art/2DItems/Maps/BossKeyBrequel.dds","",1,"",7,[],1,"",1913,"",3
204,"OshabiBoss","",0,0,"","","Art/2DItems/Maps/OshabiMap.dds","",1,"",7,[],1,"",1329,"",9
205,"CatarinaBoss","",0,0,"","","Art/2DItems/Maps/CatarinaToken.dds","",1,"",7,[],1,"",426,"",4
206,"KingInTheMistsBoss","",0,0,"","","Art/2DItems/Currency/Azmeri/VoodooKingEffigy.dds","",1,"",7,[],1,"",1902,"",7
207,"Simulacrum","",0,0,"","","Art/2DItems/Maps/DeliriumFragment.dds","",1,"",7,[],1,"",1529,"",12
208,"FaridunBoss","",0,0,"","","Art/2DItems/Currency/Faridun/FaridunBossKey.dds","",1,"",7,[58],1,"",1914,"",17
209,"UltimatumTrial","",0,0,"","","Art/2DItems/Maps/UltimatumTrialBase.dds","",1,"",7,[],1,"",1795,"",1
210,"IncursionTemple","",0,0,"","","Art/2DItems/Maps/TempleMap.dds","",1,"",7,[],1,"",300,"",1
