"rownum","MonsterVarietiesKey","BestiaryGroupsKey","BestiaryEncountersKey","bool_48","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool_97","BestiaryCapturableMonstersKey","IsDisabled","i32_107","bool_111"
338,4299,4,12,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Boulderback","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Boulderback","",27,1,"",1,1646,""
339,6104,6,20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBasilisk","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBasilisk","",14,1,"",1,1646,""
340,3519,3,10,"","","","",0,1,"",1,1646,""
341,3520,5,16,"","","","",6,1,"",1,1646,""
342,3521,1,4,"","","","",28,1,"",1,1646,""
343,3523,1,5,"","","","",5,1,"",1,1646,""
344,3524,1,5,"","","","",5,1,"",1,1646,""
345,3535,11,35,"","","","",13,1,"",1,1646,""
346,3536,11,36,"","","","",40,1,"",1,1646,""
347,3537,1,6,"","","","",1,1,"",1,1646,""
348,3538,1,6,"","","","",2,1,"",1,1646,""
349,3545,6,20,"","","","",14,1,"",1,1646,""
350,3546,7,21,"","","","",15,1,"",1,1646,""
351,3547,5,14,"","","","",17,1,"",1,1646,""
352,3553,8,23,"","","","",19,1,"",1,1646,""
353,3554,10,31,"","","","",7,1,"",1,1646,""
354,3555,9,29,"","","","",8,1,"",1,1646,""
355,3556,10,32,"","","","",9,1,"",1,1646,""
356,3562,6,19,"","","","",10,1,"",1,1646,""
357,3563,9,29,"","","","",11,1,"",1,1646,""
358,3564,8,26,"","","","",12,1,"",1,1646,""
359,3565,4,13,"","","","",18,1,"",1,1646,""
360,3566,9,30,"","","","",20,1,"",1,1646,""
361,3568,5,16,"","","","",6,1,"",1,1646,""
362,142,3,10,"","","",143,0,1,"",1,1646,""
363,112,3,10,"","","","",0,"","",1,1646,""
364,113,3,10,"","","","",0,1,"",1,1646,""
365,388,1,5,"","","","",28,"","",1,1646,""
366,1542,11,35,"","","","",13,"","",1,1646,""
367,4974,11,36,"","","","",41,"","",1,1646,""
368,4976,11,36,"","","","",41,"","",1,1646,""
369,4978,11,36,"","","","",41,"","",1,1646,""
370,1557,6,20,"","","","",14,"","",1,1646,""
371,1625,7,21,"","","","",16,"","",1,1646,""
372,1624,7,21,"","","","",15,"","",1,1646,""
373,399,1,5,"","","","",5,"","",1,1646,""
374,4880,1,5,"","","","",5,"","",1,1646,""
375,5423,7,41,"","","","",29,"",243,1,1646,""
376,5057,7,41,"","","","",29,"",249,1,1646,""
377,5125,2,43,"","","","",31,"",250,1,1646,""
378,5126,2,43,"","","","",31,1,"",1,1646,""
379,5127,2,43,"","","","",31,1,"",1,1646,""
380,481,5,16,"","","","",6,1,"",1,1646,""
381,455,5,16,"","","","",6,"","",1,1646,""
382,2829,8,23,"","","","",19,"","",1,1646,""
383,4952,8,23,"","","","",19,"",180,1,1646,""
384,2822,8,23,"","","","",19,"",180,1,1646,""
385,2816,8,23,"","","","",19,"","",1,1646,""
386,2805,8,23,"","","","",19,"",180,1,1646,""
387,4885,7,22,"","","","",23,"","",1,1646,""
388,486,10,31,"","","","",7,"","",1,1646,""
389,6103,8,27,"","","","",35,1,"",1,1646,""
390,6099,8,27,"","","","",35,1,"",1,1646,""
391,534,9,29,"","","","",8,"","",1,1646,""
392,4881,6,19,"","","","",10,"","",1,1646,""
393,4956,6,18,"","","","",10,"","",1,1646,""
394,949,9,29,"","","","",11,"","",1,1646,""
395,4883,8,26,"","","","",12,"","",1,1646,""
396,1004,8,26,"","","","",12,"","","",1646,1
397,4923,8,26,"","","","",12,"","",1,1646,""
398,4924,8,26,"","","","",12,"","",1,1646,""
399,4955,4,13,"","","","",18,"","",1,1646,""
400,2509,1,5,"","","",2510,5,1,"",1,1646,""
401,2507,1,5,"","","",2508,5,1,"",1,1646,""
402,979,8,26,"","","","",12,1,"",1,1646,""
403,4542,0,3,"","","","",36,"","",1,1646,""
404,4887,5,15,"","","","",22,"","",1,1646,""
405,3490,10,31,"","","",3492,7,1,"",1,1646,""
406,3436,9,30,"","","","",20,1,"",1,1646,""
407,3439,1,6,"","","","",1,1,"",1,1646,""
408,3447,1,6,"","","","",2,1,"",1,1646,""
409,3451,8,23,"","","","",19,1,"",1,1646,""
410,3463,1,4,"","","","",28,1,"",1,1646,""
411,3470,8,26,"","","","",12,1,"",1,1646,""
412,3472,6,19,"","","","",10,1,"",1,1646,""
413,3466,7,21,"","","","",15,1,"",1,1646,""
414,3493,9,29,"","","","",8,1,"",1,1646,""
415,3453,5,14,"","","","",17,1,"",1,1646,""
416,3498,7,22,"","","","",23,1,"",1,1646,""
417,3437,9,30,"","","","",20,1,406,1,1646,""
418,3440,1,6,"","","","",1,1,407,1,1646,""
419,3448,1,6,"","","","",2,1,408,1,1646,""
420,3452,7,23,"","","","",19,1,409,1,1646,""
421,3454,5,14,"","","","",17,1,415,1,1646,""
422,3464,1,4,"","","","",28,1,410,1,1646,""
423,3467,7,21,"","","","",15,1,413,1,1646,""
424,3471,8,26,"","","","",12,1,411,1,1646,""
425,3473,6,19,"","","","",10,1,412,1,1646,""
426,3494,9,29,"","","","",8,1,414,1,1646,""
427,3764,1,5,"","","","",28,1,"",1,1646,""
428,3742,1,5,"","","","",28,"","",1,1646,""
429,3744,3,11,"","","","",21,"","",1,1646,""
430,3746,3,11,"","","","",21,1,"",1,1646,""
431,3745,3,11,"","","","",21,"","",1,1646,""
432,3754,11,35,"","","","",13,"","",1,1646,""
433,3767,11,35,"","","","",13,1,"",1,1646,""
434,3759,11,36,"","","","",40,1,"",1,1646,""
435,3743,6,20,"","","","",14,"","",1,1646,""
436,3761,6,20,"","","","",14,1,"",1,1646,""
437,3740,7,21,"","","","",15,"","",1,1646,""
438,3758,7,21,"","","","",15,1,"",1,1646,""
439,3741,7,21,"","","","",15,"","",1,1646,""
440,3748,5,16,"","","","",6,"","",1,1646,""
441,3749,5,16,"","","","",6,"","",1,1646,""
442,3765,5,16,"","","","",6,1,"",1,1646,""
443,3755,10,32,"","","","",9,"","",1,1646,""
444,3763,10,32,"","","","",9,1,"",1,1646,""
445,3766,6,19,"","","","",10,1,"",1,1646,""
446,3751,6,19,"","","","",10,"","",1,1646,""
447,3753,6,19,"","","","",10,"","",1,1646,""
448,3760,8,26,"","","","",12,1,"",1,1646,""
449,3750,8,26,"","","","",12,"","",1,1646,""
450,3733,8,26,"","","","",12,"","",1,1646,""
451,3734,4,13,"","","","",18,"","",1,1646,""
452,3225,9,30,"","","","",20,"","",1,1646,""
453,3757,9,30,"","","","",20,1,"",1,1646,""
454,3735,3,11,"","","","",0,"","",1,1646,""
455,3737,3,11,"","","",3738,0,1,"",1,1646,""
456,3762,0,1,"","","","",3,1,"",1,1646,""
457,3747,0,1,"","","","",3,"","",1,1646,""
458,3549,0,1,"","","","",3,1,"",1,1646,""
459,7031,4,13,"","","","",18,"","",1,1646,""
460,7055,4,13,"","","","",18,"","",1,1646,""
461,7057,4,13,"","","","",18,"","",1,1646,""
462,7036,1,5,"","","","",5,"","",1,1646,""
463,7038,1,5,"","","","",5,"","",1,1646,""
464,7048,4,13,"","","","",18,"","",1,1646,""
465,7019,7,22,"","","","",23,"","",1,1646,""
466,7021,7,22,"","","","",23,"","",1,1646,""
467,6986,8,26,"","","","",12,"","",1,1646,""
468,6991,8,26,"","","","",12,"","",1,1646,""
469,6994,8,26,"","","","",12,"","",1,1646,""
470,8477,3,53,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedBeastTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedBeastTier3","",0,"","","",1646,""
471,8480,0,54,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedHellionTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedHellionTier3","",3,"","","",1646,""
472,8485,4,55,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedBrambleHulkTier","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedBrambleHulkTier3","",28,"","","",1646,""
473,8518,9,56,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenSquidTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenSquidTier3","",20,"","","",1646,""
474,8521,5,57,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenVultureParasiteTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenVultureParasiteTier3","",22,"","","",1646,""
475,8525,8,58,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenPlatedScorpionTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenPlatedScorpionTier3","",33,"","","",1646,""
476,8552,2,59,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueRhexLargeTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueRhexLargeTier3","",24,"","","",1646,""
477,8555,10,60,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueNessaCrabTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueNessaCrabTier3","",30,"","","",1646,""
478,8560,1,61,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueGoatmanTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueGoatmanTier3","",1,"","","",1646,""
479,10050,4,63,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GullGoliath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GullGoliath","",18,"","","",1646,""
