"rownum","StatSet","GemLevel","PlayerLevelReq","SpellCritChance","AttackCritChance","BaseMultiplier","DamageEffectiveness","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues"
14227,1393,22,69,500,0,0,0,"[713,1070]","[3500,-58]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14228,1393,23,70,500,0,0,0,"[760,1140]","[3500,-59]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14229,1393,24,71,500,0,0,0,"[809,1214]","[3500,-61]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14230,1393,25,72,500,0,0,0,"[862,1293]","[3500,-62]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14231,1393,26,73,500,0,0,0,"[918,1377]","[3500,-65]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14232,1393,27,74,500,0,0,0,"[977,1466]","[3500,-66]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14233,1393,28,75,500,0,0,0,"[1040,1560]","[3500,-67]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14234,1393,29,76,500,0,0,0,"[1107,1661]","[3500,-69]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14235,1393,30,77,500,0,0,0,"[1178,1768]","[3500,-70]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14236,1393,31,78,500,0,0,0,"[1254,1881]","[3500,-72]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14237,1393,32,79,500,0,0,0,"[1334,2001]","[3500,-73]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14238,1393,33,80,500,0,0,0,"[1420,2129]","[3500,-75]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14239,1393,34,81,500,0,0,0,"[1510,2265]","[3500,-76]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14240,1393,35,82,500,0,0,0,"[1606,2409]","[3500,-78]",[1388],[],"[1474,1475]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14241,1391,1,70,500,0,0,0,"[738,1353]",[],[1386],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.3,0.55]"
14242,1394,1,4,500,0,0,0,"[3,4]",[],[1389],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.4,0.6]"
14243,1395,1,4,500,0,0,0,"[3,5]",[],[1390],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.4,0.6]"
14244,1396,1,70,500,0,0,0,"[1125,1687]",[],[1391],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.4,0.6]"
14245,1397,1,70,500,0,0,0,"[337,506]",[70],[1392],[],"[1478,1479]","[0,0]",[614],"[3,3,1]","[0.4,0.6]"
14246,1397,2,80,500,0,0,0,"[667,1001]",[55],[1392],[],"[1478,1479]","[0,0]",[614],"[3,3,1]","[0.4,0.6]"
14247,1398,1,3,500,0,0,0,"[1,2]",[],[1393],[],"[1478,1479]","[0,0]",[],"[3,3]","[0.4,0.6]"
14248,1399,1,3,500,0,0,0,"[3,4]","[5000,34]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14249,1399,2,5,500,0,0,0,"[4,5]","[3000,45]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14250,1399,3,6,500,0,0,0,"[4,6]","[3000,47]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14251,1399,4,8,500,0,0,0,"[5,8]","[3000,44]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14252,1399,5,10,500,0,0,0,"[6,9]","[3000,38]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14253,1399,6,13,500,0,0,0,"[9,13]","[3000,26]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14254,1399,7,17,500,0,0,0,"[13,19]","[3000,9]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14255,1399,8,20,500,0,0,0,"[17,25]","[3000,-3]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14256,1399,9,24,500,0,0,0,"[23,35]","[3000,-17]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14257,1399,10,27,500,0,0,0,"[30,45]","[3000,-25]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14258,1399,11,29,500,0,0,0,"[36,54]","[3000,-32]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14259,1399,12,35,500,0,0,0,"[58,87]","[3000,-46]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14260,1399,13,42,500,0,0,0,"[99,149]","[3000,-39]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14261,1399,14,49,500,0,0,0,"[167,251]","[3000,-53]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14262,1399,15,51,500,0,0,0,"[194,290]","[3000,-57]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14263,1399,16,58,500,0,0,0,"[320,480]","[3000,-34]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14264,1399,17,64,500,0,0,0,"[489,733]","[3000,-50]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14265,1399,18,66,500,0,0,0,"[562,843]","[3000,-53]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14266,1399,19,67,500,0,0,0,"[603,904]","[3000,-54]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14267,1399,20,68,500,0,0,0,"[646,969]","[3000,-56]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14268,1399,21,69,500,0,0,0,"[692,1038]","[3000,-58]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14269,1399,22,70,500,0,0,0,"[741,1112]","[3000,-59]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14270,1399,23,71,500,0,0,0,"[794,1191]","[3000,-61]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14271,1399,24,72,500,0,0,0,"[851,1276]","[3000,-62]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14272,1399,25,73,500,0,0,0,"[911,1367]","[3000,-65]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14273,1399,26,74,500,0,0,0,"[976,1463]","[3000,-66]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14274,1399,27,75,500,0,0,0,"[1044,1567]","[3000,-67]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14275,1399,28,76,500,0,0,0,"[1118,1677]","[3000,-69]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14276,1399,29,77,500,0,0,0,"[1197,1795]","[3000,-70]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14277,1399,30,78,500,0,0,0,"[1281,1921]","[3000,-72]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14278,1399,31,79,500,0,0,0,"[1370,2056]","[3000,-73]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14279,1399,32,80,500,0,0,0,"[1466,2199]","[3000,-75]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14280,1399,33,81,500,0,0,0,"[1569,2353]","[3000,-76]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14281,1399,34,82,500,0,0,0,"[1678,2517]","[3000,-78]",[1394],[],"[1478,1479]","[0,0]","[358,3243]","[3,3,1,1]","[0.4,0.6]"
14282,1400,1,15,0,0,0,0,"[9,12]","[-35,1400]",[1395],[],"[1478,1479]","[0,0]","[1864,2155]","[3,3,1,1]","[0.6,0.75]"
14283,1400,2,40,0,0,0,0,"[51,63]","[-58,1400]",[1395],[],"[1478,1479]","[0,0]","[1864,2155]","[3,3,1,1]","[0.4,0.5]"
14284,1400,3,57,0,0,0,0,"[178,222]","[-58,2000]",[1395],[],"[1478,1479]","[0,0]","[1864,2155]","[3,3,1,1]","[0.4,0.5]"
14285,1400,4,66,0,0,0,0,"[335,419]","[-58,3000]",[1395],[],"[1478,1479]","[0,0]","[1864,2155]","[3,3,1,1]","[0.4,0.5]"
14286,1400,5,67,0,0,0,0,"[359,449]","[-58,3600]",[1395],[],"[1478,1479]","[0,0]","[1864,2155]","[3,3,1,1]","[0.4,0.5]"
14287,1401,1,66,0,0,0,0,"[217,271]",[],[1396],[],"[1478,1479]","[0,0]",[],"[3,3]","[0.4,0.5]"
14288,1402,1,3,0,0,0,0,"[1,2]",[],[1397],[],"[1478,1479]","[0,0]",[],"[3,3]","[0.4,0.5]"
14289,1403,1,3,0,0,0,0,"[1,2]",[],[1398],[],"[1478,1479]","[0,0]",[],"[3,3]","[0.4,0.5]"
14290,1403,2,5,0,0,0,0,"[2,2]",[],[1398],[],"[1478,1479]","[0,0]",[],"[3,3]","[0.4,0.5]"
14291,1404,1,79,0,0,0,0,"[294,441]",[],[1399],[],"[1478,1479]","[0,0]",[],"[3,3]","[0.4,0.6]"
14292,1405,1,3,500,0,0,0,"[1,2]",[],[1400],[],"[1478,1479]","[0,0]",[],"[3,3]","[0.4,0.6]"
14293,1406,1,0,500,0,0,0,"[2,3]",[],[1401],[],"[1478,1479]","[0,0]",[],"[3,3]","[0.4,0.6]"
14294,1408,1,73,500,0,0,0,"[121,181]",[],[1403],[],"[1482,1483]","[0,0]",[],"[3,3]","[0.4,0.6]"
14295,1409,1,3,500,0,0,0,"[1,1]",[],[1404],[],"[1482,1483]","[0,0]",[],"[3,3]","[0.4,0.6]"
14296,1410,1,3,500,0,0,0,"[1,1]",[],[1405],[],"[1482,1483]","[0,0]",[],"[3,3]","[0.4,0.6]"
14297,1413,1,3,0,0,0,0,"[4,6]","[200,50,10]",[1408],[],"[1474,1475]","[0,0]","[614,1864,5858]","[3,3,1,1,1]","[0.4,0.6]"
14298,1413,2,12,0,0,0,0,"[10,15]","[200,48,15]",[1408],[],"[1474,1475]","[0,0]","[614,1864,5858]","[3,3,1,1,1]","[0.4,0.6]"
14299,1413,3,21,0,0,0,0,"[21,31]","[150,45,20]",[1408],[],"[1474,1475]","[0,0]","[614,1864,5858]","[3,3,1,1,1]","[0.4,0.6]"
14300,1413,4,30,0,0,0,0,"[40,59]","[150,88,20]",[1408],[],"[1474,1475]","[0,0]","[614,1864,5858]","[3,3,1,1,1]","[0.4,0.6]"
14301,1413,5,43,0,0,0,0,"[91,137]","[150,84,25]",[1408],[],"[1474,1475]","[0,0]","[614,1864,5858]","[3,3,1,1,1]","[0.4,0.6]"
14302,1413,6,63,0,0,0,0,"[296,444]","[100,81,30]",[1408],[],"[1474,1475]","[0,0]","[614,1864,5858]","[3,3,1,1,1]","[0.4,0.6]"
14303,1413,7,69,0,0,0,0,"[413,620]","[100,124,30]",[1408],[],"[1474,1475]","[0,0]","[614,1864,5858]","[3,3,1,1,1]","[0.4,0.6]"
14304,1413,8,71,0,0,0,0,"[462,693]","[100,119,35]",[1408],[],"[1474,1475]","[0,0]","[614,1864,5858]","[3,3,1,1,1]","[0.4,0.6]"
14305,1414,1,1,500,0,0,0,"[3,5]",[],[1409],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.4,0.6]"
14306,1415,1,1,0,0,0,0,"[2,3]",[],[1410],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.4,0.6]"
14307,1416,1,1,500,0,0,0,"[6,17]",[],[1411],[],"[1480,1481]","[0,0]",[],"[3,3]","[0.5,1.5]"
14308,1417,1,1,500,0,0,0,"[6,19]",[],[1412],[],"[1480,1481]","[0,0]",[],"[3,3]","[0.5,1.5]"
14309,1418,1,1,500,0,0,0,"[11,17]",[],[1413],[],"[1476,1477]","[0,0]",[],"[3,3]","[0.8,1.2]"
14310,1419,1,1,500,0,0,0,"[4,6]",[],[1414],[],"[1476,1477]","[0,0]",[],"[3,3]","[0.8,1.2]"
14311,1420,1,1,500,0,0,0,"[6,19]",[],[1415],[],"[1480,1481]","[0,0]",[],"[3,3]","[0.5,1.5]"
14312,1421,1,1,500,0,0,0,"[6,8]",[],[1416],[],"[1476,1477]","[0,0]",[],"[3,3]","[0.8,1.2]"
14313,1412,1,3,0,0,0,0,"[4,6]",[],[1407],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.4,0.6]"
14314,1411,1,3,0,0,0,0,"[6,9]",[],[1406],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.4,0.6]"
14315,1368,1,73,500,0,0,0,"[100,149]",[],[1363],[],"[1482,1483]","[0,0]",[],"[3,3]","[0.4,0.6]"
14316,1369,1,66,500,0,0,0,"[78,117]",[],[1364],[],"[1482,1483]","[0,0]",[],"[3,3]","[0.36,0.54]"
14317,1369,2,71,500,0,0,0,"[117,176]",[],[1364],[],"[1482,1483]","[0,0]",[],"[3,3]","[0.4,0.6]"
14318,1370,1,4,500,0,0,0,"[1,1]",[2000],[1365],[],"[1482,1483]","[0,0]",[358],"[3,3,1]","[0.4,0.6]"
14319,1370,2,36,500,0,0,0,"[8,12]",[2500],[1365],[],"[1482,1483]","[0,0]",[358],"[3,3,1]","[0.4,0.6]"
14320,1370,3,70,500,0,0,0,"[64,96]",[3000],[1365],[],"[1482,1483]","[0,0]",[358],"[3,3,1]","[0.4,0.6]"
14321,1466,1,1,0,0,0,0,"[3,5]",[],[1461],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.8,1.2]"
14322,1467,1,1,0,0,0,0,"[2,3]",[],[1462],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.8,1.2]"
14323,1468,1,1,0,0,0,0,"[4,6]",[],[1463],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.8,1.2]"
14324,1469,1,1,0,0,0,0,"[3,5]",[],[1464],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.8,1.2]"
14325,1470,1,1,0,0,0,0,"[2,2]",[],[1465],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.8,1.2]"
14326,1471,1,1,0,0,0,0,"[7,10]",[],[1466],[],"[1476,1477]","[0,0]",[],"[3,3]","[0.8,1.2]"
14327,1472,1,1,0,0,0,0,"[14,21]",[],[1467],[],"[1476,1477]","[0,0]",[],"[3,3]","[0.8,1.2]"
14328,1473,1,1,0,0,0,0,"[14,21]",[],[1468],[],"[1476,1477]","[0,0]",[],"[3,3]","[0.8,1.2]"
14329,1474,1,1,500,0,0,0,"[5,7]",[],[1469],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.8,1.2]"
14330,1475,1,1,500,0,0,0,"[7,10]",[],[1470],[],"[1476,1477]","[0,0]",[],"[3,3]","[0.8,1.2]"
14331,1476,1,1,500,0,0,0,"[12,19]",[],[1471],[],"[1476,1477]","[0,0]",[],"[3,3]","[0.8,1.2]"
14332,1477,1,1,500,0,0,0,"[16,23]",[],[1472],[],"[1476,1477]","[0,0]",[],"[3,3]","[0.8,1.2]"
14333,1478,1,1,500,0,0,0,"[4,5]",[],[1473],[],"[1474,1475]","[0,0]",[],"[3,3]","[0.8,1.2]"
14334,1479,1,1,500,0,0,0,"[466,699,971]",[],[1474],[],"[1476,1477,352]","[0,0,1]",[],"[3,3,3]","[0.8,1.2,0.1]"
14335,1480,1,1,500,0,0,0,"[466,699,971]",[],[1475],[],"[1476,1477,352]","[0,0,1]",[],"[3,3,3]","[0.8,1.2,0.1]"
14336,1481,1,1,500,0,0,0,"[466,699,971]",[],[1476],[],"[1476,1477,352]","[0,0,1]",[],"[3,3,3]","[0.8,1.2,0.1]"
14337,1482,1,1,500,0,0,0,"[466,699,971]",[],[1477],[],"[1476,1477,352]","[0,0,1]",[],"[3,3,3]","[0.8,1.2,0.1]"
14338,1483,1,1,500,0,0,0,"[37,56]",[],[1478],[],"[1480,1481]","[0,0]",[],"[3,3]","[0.8,1.2]"
14339,1484,1,1,500,0,0,0,"[37,56]",[],[1479],[],"[1480,1481]","[0,0]",[],"[3,3]","[0.8,1.2]"
14340,1485,1,1,500,0,0,0,"[37,56]",[],[1480],[],"[1480,1481]","[0,0]",[],"[3,3]","[0.8,1.2]"
14341,1486,1,1,500,0,0,0,"[37,56]",[],[1481],[],"[1480,1481]","[0,0]",[],"[3,3]","[0.8,1.2]"
14342,1487,1,1,500,0,0,0,"[19,28]",[],[1482],[],"[1480,1481]","[0,0]",[],"[3,3]","[0.8,1.2]"
14343,1488,1,1,500,0,0,0,"[4,7]",[250],[1483],[],"[1474,1475]","[0,0]",[614],"[3,3,1]","[0.8,1.2]"
14344,1422,1,2,500,0,0,0,"[1,2]",[],[1417],[],"[1478,1479]","[0,0]",[],"[3,3]","[0.8,1.2]"
14345,1423,1,0,500,0,0,0,"[14,20]",[],[1418],[],"[1478,1479]","[0,0]",[],"[3,3]","[0.8,1.2]"
14346,1489,1,12,0,0,9850,9850,[],[3],[1484],[],[],[],[19225],[1],[]
14347,1489,2,15,0,0,10740,10740,[],[3],[1484],[],[],[],[19225],[1],[]
14348,1489,3,19,0,0,11710,11710,[],[3],[1484],[],[],[],[19225],[1],[]
14349,1489,4,23,0,0,12730,12730,[],[3],[1484],[],[],[],[19225],[1],[]
14350,1489,5,27,0,0,13780,13780,[],[3],[1484],[],[],[],[19225],[1],[]
14351,1489,6,31,0,0,14890,14890,[],[3],[1484],[],[],[],[19225],[1],[]
14352,1489,7,35,0,0,16050,16050,[],[3],[1484],[],[],[],[19225],[1],[]
14353,1489,8,38,0,0,17210,17210,[],[3],[1484],[],[],[],[19225],[1],[]
14354,1489,9,41,0,0,18430,18430,[],[3],[1484],[],[],[],[19225],[1],[]
14355,1489,10,44,0,0,19700,19700,[],[3],[1484],[],[],[],[19225],[1],[]
14356,1489,11,47,0,0,21020,21020,[],[3],[1484],[],[],[],[19225],[1],[]
14357,1489,12,50,0,0,22410,22410,[],[3],[1484],[],[],[],[19225],[1],[]
14358,1489,13,53,0,0,23850,23850,[],[3],[1484],[],[],[],[19225],[1],[]
14359,1489,14,56,0,0,25370,25370,[],[3],[1484],[],[],[],[19225],[1],[]
14360,1489,15,59,0,0,26940,26940,[],[3],[1484],[],[],[],[19225],[1],[]
14361,1489,16,62,0,0,28580,28580,[],[3],[1484],[],[],[],[19225],[1],[]
14362,1489,17,64,0,0,30230,30230,[],[3],[1484],[],[],[],[19225],[1],[]
14363,1489,18,66,0,0,31940,31940,[],[3],[1484],[],[],[],[19225],[1],[]
14364,1489,19,68,0,0,33730,33730,[],[3],[1484],[],[],[],[19225],[1],[]
14365,1489,20,70,0,0,35600,35600,[],[3],[1484],[],[],[],[19225],[1],[]
14366,1489,21,72,0,0,37550,37550,[],[3],[1484],[],[],[],[19225],[1],[]
14367,1489,22,74,0,0,39580,39580,[],[3],[1484],[],[],[],[19225],[1],[]
14368,1489,23,76,0,0,41690,41690,[],[3],[1484],[],[],[],[19225],[1],[]
14369,1489,24,78,0,0,43900,43900,[],[3],[1484],[],[],[],[19225],[1],[]
14370,1489,25,80,0,0,46200,46200,[],[3],[1484],[],[],[],[19225],[1],[]
14371,1489,26,82,0,0,48600,48600,[],[3],[1484],[],[],[],[19225],[1],[]
14372,1489,27,84,0,0,51090,51090,[],[3],[1484],[],[],[],[19225],[1],[]
14373,1489,28,86,0,0,53700,53700,[],[3],[1484],[],[],[],[19225],[1],[]
14374,1489,29,88,0,0,56410,56410,[],[3],[1484],[],[],[],[19225],[1],[]
14375,1489,30,90,0,0,59230,59230,[],[3],[1484],[],[],[],[19225],[1],[]
14376,1489,31,91,0,0,63480,63480,[],[3],[1484],[],[],[],[19225],[1],[]
14377,1489,32,92,0,0,65040,65040,[],[3],[1484],[],[],[],[19225],[1],[]
14378,1489,33,93,0,0,66640,66640,[],[3],[1484],[],[],[],[19225],[1],[]
14379,1489,34,94,0,0,68260,68260,[],[3],[1484],[],[],[],[19225],[1],[]
14380,1489,35,95,0,0,69930,69930,[],[3],[1484],[],[],[],[19225],[1],[]
14381,1489,36,96,0,0,71620,71620,[],[3],[1484],[],[],[],[19225],[1],[]
14382,1489,37,97,0,0,73360,73360,[],[3],[1484],[],[],[],[19225],[1],[]
14383,1489,38,98,0,0,75130,75130,[],[3],[1484],[],[],[],[19225],[1],[]
14384,1489,39,99,0,0,76930,76930,[],[3],[1484],[],[],[],[19225],[1],[]
14385,1489,40,100,0,0,78780,78780,[],[3],[1484],[],[],[],[19225],[1],[]
14386,1490,1,12,0,0,9850,9850,[],[3],[1485],[],[],[],[19225],[1],[]
14387,1490,2,15,0,0,10740,10740,[],[3],[1485],[],[],[],[19225],[1],[]
14388,1490,3,19,0,0,11710,11710,[],[3],[1485],[],[],[],[19225],[1],[]
14389,1490,4,23,0,0,12730,12730,[],[3],[1485],[],[],[],[19225],[1],[]
14390,1490,5,27,0,0,13780,13780,[],[3],[1485],[],[],[],[19225],[1],[]
14391,1490,6,31,0,0,14890,14890,[],[3],[1485],[],[],[],[19225],[1],[]
14392,1490,7,35,0,0,16050,16050,[],[3],[1485],[],[],[],[19225],[1],[]
14393,1490,8,38,0,0,17210,17210,[],[3],[1485],[],[],[],[19225],[1],[]
14394,1490,9,41,0,0,18430,18430,[],[3],[1485],[],[],[],[19225],[1],[]
14395,1490,10,44,0,0,19700,19700,[],[3],[1485],[],[],[],[19225],[1],[]
14396,1490,11,47,0,0,21020,21020,[],[3],[1485],[],[],[],[19225],[1],[]
14397,1490,12,50,0,0,22410,22410,[],[3],[1485],[],[],[],[19225],[1],[]
14398,1490,13,53,0,0,23850,23850,[],[3],[1485],[],[],[],[19225],[1],[]
14399,1490,14,56,0,0,25370,25370,[],[3],[1485],[],[],[],[19225],[1],[]
14400,1490,15,59,0,0,26940,26940,[],[3],[1485],[],[],[],[19225],[1],[]
14401,1490,16,62,0,0,28580,28580,[],[3],[1485],[],[],[],[19225],[1],[]
14402,1490,17,64,0,0,30230,30230,[],[3],[1485],[],[],[],[19225],[1],[]
14403,1490,18,66,0,0,31940,31940,[],[3],[1485],[],[],[],[19225],[1],[]
14404,1490,19,68,0,0,33730,33730,[],[3],[1485],[],[],[],[19225],[1],[]
14405,1490,20,70,0,0,35600,35600,[],[3],[1485],[],[],[],[19225],[1],[]
14406,1490,21,72,0,0,37550,37550,[],[3],[1485],[],[],[],[19225],[1],[]
14407,1490,22,74,0,0,39580,39580,[],[3],[1485],[],[],[],[19225],[1],[]
14408,1490,23,76,0,0,41690,41690,[],[3],[1485],[],[],[],[19225],[1],[]
14409,1490,24,78,0,0,43900,43900,[],[3],[1485],[],[],[],[19225],[1],[]
14410,1490,25,80,0,0,46200,46200,[],[3],[1485],[],[],[],[19225],[1],[]
14411,1490,26,82,0,0,48600,48600,[],[3],[1485],[],[],[],[19225],[1],[]
14412,1490,27,84,0,0,51090,51090,[],[3],[1485],[],[],[],[19225],[1],[]
14413,1490,28,86,0,0,53700,53700,[],[3],[1485],[],[],[],[19225],[1],[]
14414,1490,29,88,0,0,56410,56410,[],[3],[1485],[],[],[],[19225],[1],[]
14415,1490,30,90,0,0,59230,59230,[],[3],[1485],[],[],[],[19225],[1],[]
14416,1490,31,91,0,0,63480,63480,[],[3],[1485],[],[],[],[19225],[1],[]
14417,1490,32,92,0,0,65040,65040,[],[3],[1485],[],[],[],[19225],[1],[]
14418,1490,33,93,0,0,66640,66640,[],[3],[1485],[],[],[],[19225],[1],[]
14419,1490,34,94,0,0,68260,68260,[],[3],[1485],[],[],[],[19225],[1],[]
14420,1490,35,95,0,0,69930,69930,[],[3],[1485],[],[],[],[19225],[1],[]
14421,1490,36,96,0,0,71620,71620,[],[3],[1485],[],[],[],[19225],[1],[]
14422,1490,37,97,0,0,73360,73360,[],[3],[1485],[],[],[],[19225],[1],[]
14423,1490,38,98,0,0,75130,75130,[],[3],[1485],[],[],[],[19225],[1],[]
14424,1490,39,99,0,0,76930,76930,[],[3],[1485],[],[],[],[19225],[1],[]
14425,1490,40,100,0,0,78780,78780,[],[3],[1485],[],[],[],[19225],[1],[]
14426,1491,1,12,0,0,6430,6430,[],[4],[1486],[],[],[],[174],[1],[]
14427,1491,2,15,0,0,7160,7160,[],[4],[1486],[],[],[],[174],[1],[]
14428,1491,3,19,0,0,7970,7970,[],[4],[1486],[],[],[],[174],[1],[]
14429,1491,4,23,0,0,8810,8810,[],[4],[1486],[],[],[],[174],[1],[]
14430,1491,5,27,0,0,9680,9680,[],[4],[1486],[],[],[],[174],[1],[]
14431,1491,6,31,0,0,10600,10600,[],[5],[1486],[],[],[],[174],[1],[]
14432,1491,7,35,0,0,11560,11560,[],[5],[1486],[],[],[],[174],[1],[]
14433,1491,8,38,0,0,12520,12520,[],[5],[1486],[],[],[],[174],[1],[]
14434,1491,9,41,0,0,13530,13530,[],[5],[1486],[],[],[],[174],[1],[]
14435,1491,10,44,0,0,14580,14580,[],[5],[1486],[],[],[],[174],[1],[]
14436,1491,11,47,0,0,15670,15670,[],[6],[1486],[],[],[],[174],[1],[]
14437,1491,12,50,0,0,16820,16820,[],[6],[1486],[],[],[],[174],[1],[]
14438,1491,13,53,0,0,18020,18020,[],[6],[1486],[],[],[],[174],[1],[]
14439,1491,14,56,0,0,19260,19260,[],[6],[1486],[],[],[],[174],[1],[]
14440,1491,15,59,0,0,20570,20570,[],[6],[1486],[],[],[],[174],[1],[]
14441,1491,16,62,0,0,21930,21930,[],[7],[1486],[],[],[],[174],[1],[]
14442,1491,17,64,0,0,23300,23300,[],[7],[1486],[],[],[],[174],[1],[]
14443,1491,18,66,0,0,24720,24720,[],[7],[1486],[],[],[],[174],[1],[]
14444,1491,19,68,0,0,26190,26190,[],[7],[1486],[],[],[],[174],[1],[]
14445,1491,20,70,0,0,27740,27740,[],[7],[1486],[],[],[],[174],[1],[]
14446,1491,21,72,0,0,29350,29350,[],[8],[1486],[],[],[],[174],[1],[]
14447,1491,22,74,0,0,31030,31030,[],[8],[1486],[],[],[],[174],[1],[]
14448,1491,23,76,0,0,32780,32780,[],[8],[1486],[],[],[],[174],[1],[]
14449,1491,24,78,0,0,34600,34600,[],[8],[1486],[],[],[],[174],[1],[]
14450,1491,25,80,0,0,36510,36510,[],[8],[1486],[],[],[],[174],[1],[]
14451,1491,26,82,0,0,38490,38490,[],[9],[1486],[],[],[],[174],[1],[]
