"rownum","BaseItem","Level","Cost","CostHardmode"
1284,4168,1,102,""
1285,4169,1,103,""
1286,4170,1,104,""
1287,4171,1,105,""
1288,4073,1,111,""
1289,1,1,140,""
1290,3028,1,140,""
1291,4883,1,66,120
1292,4884,1,66,120
1293,4885,1,66,120
1294,4886,1,66,120
1295,4887,1,66,120
1296,4888,1,66,120
1297,4889,1,66,120
1298,4890,1,66,120
1299,4891,1,66,120
1300,4892,1,66,120
1301,5247,1,141,""
1302,5293,1,142,158
1303,5294,1,143,159
1304,5295,1,144,160
1305,5296,1,145,161
1306,5297,1,146,162
1307,5298,1,147,163
1308,5299,1,148,164
1309,5300,1,149,165
1310,5301,1,150,166
1311,5302,1,151,167
1312,5303,1,152,168
1313,5304,1,153,169
1314,5305,1,154,170
1315,5306,1,155,171
1316,5307,1,156,172
1317,5308,1,157,173
1318,5310,1,97,""
1319,5311,1,157,173
1320,5312,1,157,173
