"rownum","Id","BuffDefinitionsKey","Buff_StatValues","AuraRadius","[i32]_44","[i32]_60","BuffVisualsKey","f32_92","bool_96","StatsKey","i32_113","i32_117","bool_121","rid_122"
251,"EnemyElementalDamageTakenAuraUber1",1524,[0],60,[3],[],"",0,1,[3549],1,0,"",""
252,"PowerChargeOnManaSpentUber1",931,[],0,[],[],"",0,1,[],1,0,"",""
253,"GainCriticalStrikeChanceOnManaSpentUnique__1",970,[],0,[],[],"",0,1,[],1,0,"",""
254,"GainReducedManaCostOnManaSpentUnique__1",972,[],0,[],[],"",0,1,[],1,0,"",""
255,"MaximumVoidArrowsUnique__1",1027,[],0,[],[],"",0,1,[],1,0,"",""
256,"BestiaryModAgileRhexAura1_",1096,"[0,0]",0,[],[],"",0,1,"[7507,179]",1,0,"",""
257,"BestiaryModUrsaeAura1",1099,"[0,0,0]",0,[],[],"",0,1,"[3440,703,24]",1,0,"",""
258,"BestiaryModLynxAura1",1102,"[0,0,0]",0,[],[],"",0,1,"[70,84,556]",1,0,"",""
259,"BestiaryModCrabAura1",1105,"[0,0]",50,"[1,2,24]",[],"",0,1,"[479,450]",1,0,"",""
260,"BestiaryModSquidAura1",1106,"[0,0]",50,"[1,2,24]",[],"",0,1,"[451,976]",1,0,"",""
261,"BestiaryModSpiderAura1",1107,"[0,0]",50,"[1,2,24]",[],"",0,1,"[2347,7239]",1,0,"",""
262,"BestiaryModTigerSpiritBossMinions",1108,"[0,0,0,0]",50,"[1,2]",[],"",0,1,"[70,84,556,95]",1,0,"",""
263,"UniqueNearbyAlliesAreLucky",1170,[0],50,"[2,10]",[],"",0,1,[8252],1,0,"",""
264,"NearbyEnemiesReducedStunRecoveryUnique__1",1193,[0],60,[3],[],"",0,1,[223],1,0,"",""
265,"NearbyEnemiesGrantIncreasedFlaskChargesUnique__1",1194,[0],60,[3],[],"",0,1,[461],1,0,"",""
266,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__1",1196,[0],60,[3],[],"",0,1,[9171],1,0,"",""
267,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__2",1195,[0],60,[3],[],"",0,1,[9167],1,0,"",""
268,"NearbyEnemiesHaveReducedAllResistancesUnique__1",1197,[0],60,[3],[],"",0,1,[7761],1,0,"",""
269,"DelveHelmetEnemyFireResistanceAura1",1183,[0],60,[3],[],"",0,1,[146],1,0,"",""
270,"DelveHelmetEnemyColdResistanceAura1",1184,[0],60,[3],[],"",0,1,[148],1,0,"",""
271,"DelveHelmetEnemyLightningResistanceAura1",1185,[0],60,[3],[],"",0,1,[150],1,0,"",""
272,"DelveHelmetEnemyPhysicalDamageTakenAura1",1187,[0],60,[3],[],"",0,1,[547],1,0,"",""
273,"DelveHelmetEnemyChaosResistanceAura1",1186,[0],60,[3],[],"",0,1,[152],1,0,"",""
274,"HellscapeEnemyFireResistanceAura1",1188,[0],60,[3],[],"",0,1,[146],1,0,"",""
275,"HellscapeEnemyColdResistanceAura1",1189,[0],60,[3],[],"",0,1,[148],1,0,"",""
276,"HellscapeEnemyLightningResistanceAura1",1190,[0],60,[3],[],"",0,1,[150],1,0,"",""
277,"HellscapeEnemyPhysicalDamageTakenAura1",1192,[0],60,[3],[],"",0,1,[547],1,0,"",""
278,"HellscapeEnemyChaosResistanceAura1",1191,[0],60,[3],[],"",0,1,[152],1,0,"",""
279,"UniqueEnemyNoChaosResistanceAura1",2158,[0],60,[3],[],"",0,1,[14214],1,0,"",""
280,"TriggerFeastOfFleshSkillUnique__1_",1221,[0],0,[],[],"",0,1,[5012],1,0,"",""
281,"TriggerRandomOfferingSkillUnique__1",1221,[0],0,[],[],"",0,1,[5012],1,0,"",""
282,"TriggerRestlessDeadSkillUnique",1221,[0],0,[],[],"",0,1,[5012],1,0,"",""
283,"BetrayalBannerAuraMod",1247,"[0,0,0]",24,[2],[],0,0,1,"[24,453,479]",1,0,"",""
284,"NearbyEnemiesCannotCritUnique__1",1285,[0],60,[3],[],"",0,1,[695],1,0,"",""
285,"NearbyAlliesCannotBeSlowedUnique__1",1286,[0],50,"[2,10]",[],"",0,1,[3440],1,0,"",""
286,"ElementalAilmentsOnYouInsteadOfAlliesUnique__1",1331,[0],60,[2],[],"",0,1,[9740],1,0,"",""
287,"RareMonsterPack",386,[],0,[],[],1134,0,1,[],1,0,"",""
288,"BlightDaemonDeathEPKFireVolatiles_",386,[],0,[],[],1166,0,1,[],1,0,"",""
289,"BlightDaemonDeathEPKColdSnaps",386,[],0,[],[],1167,0,1,[],1,0,"",""
290,"BlightDaemonDeathEPKLightningZaps",386,[],0,[],[],1168,0,1,[],1,0,"",""
291,"BlightDaemonDeathEPKPhysicalBlood_",386,[],0,[],[],1169,0,1,[],1,0,"",""
292,"BlightDaemonDeathEPKChaosGhosts",386,[],0,[],[],1170,0,1,[],1,0,"",""
293,"AtlasCrusaderClericAura",1434,"[0,0]",21,[2],[],"",0,1,"[451,661]",1,0,"",""
294,"AtlasCrusaderClericAuraSpectre",1434,"[0,0]",21,[2],[],"",0,1,"[451,661]",1,0,"",""
295,"NearbyEnemiesIncreasedFireColdResistUnique__1_",1454,"[0,0]",30,[3],[],"",0,1,"[10439,10440]",1,0,"",""
296,"EnemyLightningResistanceAuraInfluence1_",1185,[0],60,[3],[],"",0,1,[150],1,0,"",""
297,"EnemyFireResistanceAuraInfluence1",1183,[0],60,[3],[],"",0,1,[146],1,0,"",""
298,"EnemyColdResistanceAuraInfluence1__",1184,[0],60,[3],[],"",0,1,[148],1,0,"",""
299,"EnemyChaosResistanceAuraInfluence1_",1186,[0],60,[3],[],"",0,1,[152],1,0,"",""
300,"NearbyEnemiesAreBlindedInfluence1_",1516,[],35,[3],[9],"",0,1,[],1,0,"",""
301,"MonsterAfflictionMagicRandomPackTeleport",386,[],0,[],[],1307,0,1,[],1,0,"",""
302,"MonsterAfflictionMagicRewardLightningBolt",386,[],0,[],[],1307,0,1,[],1,0,"",""
303,"MonsterAfflictionMagicRewardFireSnap",386,[],0,[],[],1305,0,1,[],1,0,"",""
304,"MonsterAfflictionMagicRewardFrostOrbs_",386,[],0,[],[],1306,0,1,[],1,0,"",""
305,"MonsterAfflictionMagicRewardSlamma",386,[],0,[],[],1308,0,1,[],1,0,"",""
306,"MonsterAfflictionMagicRewardSoulMortarOnDeath",386,[],0,[],[],1302,0,1,[],1,0,"",""
307,"MonsterAfflictionMagicRewardSpineCascadeOnDeath",386,[],0,[],[],1303,0,1,[],1,0,"",""
308,"MonsterAfflictionMagicRewardDebuffRecoveryRate__",386,[],0,[],[],1304,0,1,[],1,0,"",""
309,"MonsterAfflictionMagicRewardDebuffActionSpeed",386,[],0,[],[],1304,0,1,[],1,0,"",""
310,"MonsterAfflictionMagicRewardDebuffDamageTaken",386,[],0,[],[],1304,0,1,[],1,0,"",""
311,"MonsterAfflictionMagicRewardDebuffFlaskEffect_",386,[],0,[],[],1304,0,1,[],1,0,"",""
312,"MonsterAfflictionHasDestroyCorpseSummonMonsterDaemon",386,[],0,[],[],1309,0,1,[],1,0,"",""
313,"MonsterAfflictionHasDestroyCorpseProjectileCascadeDaemon",386,[],0,[],[],1309,0,1,[],1,0,"",""
314,"MonsterAfflictionHasDestroyCorpseDegenZoneDaemon",386,[],0,[],[],1309,0,1,[],1,0,"",""
315,"MonsterAfflictionHasTeleportAndExplodeOnDeathDaemon",386,[],0,[],[],1301,0,1,[],1,0,"",""
316,"MonsterAfflictionFlameblastOnDeath",386,[],0,[],[],1300,0,1,[],1,0,"",""
317,"MonsterAfflictionVolatileOnDeath",386,[],0,[],[],1303,0,1,[],1,0,"",""
318,"MonsterAfflictionAnomalyOnDeath",386,[],0,[],[],1299,0,1,[],1,0,"",""
319,"MonsterAfflictionSpawnDemonPackOnDeath__",386,[],0,[],[],1304,0,1,[],1,0,"",""
320,"MonsterAfflictionSpawnDemonPackOnDeathMagic",386,[],0,[],[],1304,0,1,[],1,0,"",""
321,"MonsterAfflictionFirestormOnDeath",386,[],0,[],[],1303,0,1,[],1,0,"",""
322,"ShockedGroundWhileMovingUnique__1_",1551,[],0,[],[],"",0,1,[],1,0,"",""
323,"GrantsUnholyMightUnique__1",295,[0],0,[],[],"",0,1,[5742],1,0,"",""
324,"NearbyEnemiesAreChilledUnique__1",1516,[],30,[3],[1],"",0,1,[],1,0,"",""
325,"GainAreaOfEffectPluspercentOnManaSpentUnique__1",1618,[],0,[],[],"",0,1,[],1,0,"",""
326,"UniqueSecretBladeGrantHiddenBlade",1627,[],0,[],"[500,1]","",0,1,[],1,0,"",""
327,"ManaRegenerationAuraUnique__1",1650,[0],75,"[1,2,10]",[],"",0,1,[131],1,0,"",""
328,"FortifyEffectCrushed1",1595,[0],0,[],[],"",0,1,[1037],1,0,"",""
329,"FortifyEffectCrushed2_",1595,[0],0,[],[],"",0,1,[1037],1,0,"",""
330,"FortifyEffectCrushed3_",1595,[0],0,[],[],"",0,1,[1037],1,0,"",""
331,"NearbyEnemiesAreBlindedInfluenceMaven",1516,[],35,[3],[9],"",0,1,[],1,0,"",""
332,"EnemyPhysicalDamageTakenAuraUberMaven",1187,[0],60,[3],[],"",0,1,[547],1,0,"",""
333,"EnemyElementalDamageTakenAuraUberMaven_",1524,[0],60,[3],[],"",0,1,[3549],1,0,"",""
334,"EnemyLightningResistanceAuraInfluenceMaven",1185,[0],60,[3],[],"",0,1,[150],1,0,"",""
335,"EnemyFireResistanceAuraInfluenceMaven",1183,[0],60,[3],[],"",0,1,[146],1,0,"",""
336,"EnemyColdResistanceAuraInfluenceMaven",1184,[0],60,[3],[],"",0,1,[148],1,0,"",""
337,"EnemyChaosResistanceAuraInfluenceMaven",1186,[0],60,[3],[],"",0,1,[152],1,0,"",""
338,"ScorchedGroundWhileMovingUnique__1",1551,[],0,[],[1],"",0,1,[],1,0,"",""
339,"LocalDisplayYouAndNearbyAlliesHaveIncreasedItemRarityUnique__1",1750,[0],60,"[10,2,1]",[],"",0,1,[155],1,0,"",""
340,"MonsterSirusInfluenced",1773,"[0,0,0,0,0]",0,[],[],"",0,1,"[719,179,1947,7239,24]",1,0,"",""
341,"UltimatumAcceleratingMonsters",1808,"[0,0,0]",0,[],"[-100,5,0]","",0,1,"[70,218,179]",1,0,"",""
342,"UltimatumDaemonGraveyard_",1836,[],28,"[2,11]",[],"",0,1,[],1,0,"",""
343,"UltimatumDaemonGraveyardRuin",1838,[],28,"[2,11]",[],"",0,1,[],1,0,"",""
344,"NemesisAlliesTakeNoDamagePulse_",386,[],0,[],[],1584,0,1,[],1,0,"",""
345,"HearbyEnemiesAreHinderedUltimatum_",1518,[0],28,"[3,5]",[],502,0,1,[11639],1,0,"",""
346,"NearbyEnemiesCannotRecoverLifeOrEnergyShieldUltimatum",2308,[],28,"[3,5]",[],"",0,1,[],1,0,"",""
347,"MonsterChilledAura",1516,[],30,[3],"[15,25]",1626,0,1,[],1,0,"",""
348,"MonsterChilledAuraSkitterbot",1516,[],20,[3],[1],368,0,1,[],1,0,"",""
349,"MonsterShockedAuraSkitterbot",1516,[],20,[3],[2],369,0,1,[],1,0,"",""
350,"ExpeditionDamageTakenLerp",915,"[-98,0,7000]",0,[],[],"",7,"",[],1,0,"",""
351,"ExpeditionOlrothRighteousFire",13,[975000],16,"[3,5]",[],1641,0,1,[],1,0,"",""
352,"ExpeditionOlrothBlind",178,"[-30,-30]",16,"[3,5]",[],"",0,1,[],1,0,"",""
353,"MonsterTotemAuraSlow1",135,[0],50,[3],[],"",0,1,[179],1,0,"",""
354,"MonsterTotemAuraLifeRegen1",89,[0],60,"[1,2]",[],"",0,1,[453],1,0,"",""
355,"MonsterTotemAuraDamage1",87,[0],60,"[1,2]",[],"",0,1,[26],1,0,"",""
356,"MonsterTotemAuraSpeed1",88,"[0,0,0]",60,"[1,2]",[],"",0,1,"[70,218,179]",1,0,"",""
357,"MonsterTotemAuraResists1",90,[0],60,"[1,2]",[],"",0,1,[142],1,0,"",""
358,"MonsterTotemAuraEnemyLifeDegen1",94,[0],60,[3],[],"",0,1,[454],1,0,"",""
359,"MonsterTotemAuraEvasion1",180,[0],60,"[1,2]",[],"",0,1,[119],1,0,"",""
360,"MonsterTotemAuraAddedFireDamage1",174,[0],60,"[1,2]",[],"",0,1,[449],1,0,"",""
361,"MonsterTotemAuraAddedColdDamage1",173,[0],60,"[1,2]",[],"",0,1,[450],1,0,"",""
362,"MonsterTotemAuraAddedLightningDamage1",175,[0],60,"[1,2]",[],"",0,1,[451],1,0,"",""
363,"CorpseSinkEffect",1900,[],0,[],"[10,1500,1500]","",2.5,"",[],1,0,"",""
364,"DeathGripAura",1909,[],40,[3],[],"",0,1,[],1,0,"",""
365,"InjectedLiquid",1913,[],0,[],[],"",0,1,[],1,0,"",""
366,"TornadoMovement",1938,[200],0,[],"[750,4,20]","",0,1,[],1,0,"",""
367,"GraftTornadoMovement",1938,[120],0,[],"[750,4,20]","",0,1,[],1,0,"",""
368,"HellscapeTentacleGrab",1957,[-50],0,[],[],"",0,1,[],1,0,"",""
369,"ArchnemesisBerserker",1985,"[0,0,0,0,0,0]",0,[],[],"",0,1,"[24,179,479,719,70,218]",1,0,"",""
370,"ArchnemesisExecutioner",1987,[0],30,"[3,11]",[],"",0,1,[15627],1,0,"",""
371,"ArchnemesisArcaneEnchanted",1988,[],0,[],[],"",0,1,[],1,0,"",""
372,"ArchnemesisDamageTakenLerp",915,"[-90,0,6000]",0,[],[],"",6,"",[],1,0,"",""
373,"ArchnemesisUnionOfSouls",1989,[0],0,[],[],"",0,1,[5012],1,0,"",""
374,"ArchnemesisSplitting",1991,"[0,0,0]",0,[],[2],"",0,1,"[653,179,719]",1,0,"",""
375,"ArchnemesisBloodletter",1516,[],30,[3],[10],1719,0,1,[],1,0,"",""
376,"ArchnemesisOppressor",2001,"[0,0,0]",50,[3],[],"",0,1,"[15418,479,179]",1,0,"",""
377,"ArchnemesisTimeBubble",2000,"[0,0,0]",32,[3],[],"",0,1,"[347,6447,3393]",1,0,"",""
378,"CrucibleTimeBubble",2000,"[20,-30,-40]",32,[3],[],"",0,1,[],1,0,"",""
379,"ArchnemesisFlaskDrain",1998,[0],50,"[3,5]",[],"",0,1,[3785],1,0,"",""
380,"ArchnemesisDivineTouchedMinion",2013,[0],0,[],[],"",0,1,[141],1,0,"",""
381,"MonsterModHinderAura",1516,[],30,[3],"[6,-30]",1718,0,1,[],1,0,"",""
382,"acceleration_player",240,"[-50,80,1]",0,[],[],"",0,1,[],1,0,"",""
383,"acceleration_monster",240,"[-60,100,1]",0,[],[],269,0,1,[],1,0,"",""
384,"regen_player",244,"[200,400,1]",0,[],[],"",0,1,[],1,0,"",""
385,"regen_monster",244,"[200,400,1]",0,[],[],269,0,1,[],1,0,"",""
386,"brutal_player",241,"[50,1,30,1,1]",0,[],[],"",0,1,[],1,0,"",""
387,"brutal_monster",241,"[50,1,30,1,1]",0,[],[],269,0,1,[],1,0,"",""
388,"thorns_player",243,"[18,18,1]",0,[],[],"",0,1,[],1,0,"",""
389,"thorns_monster",243,"[18,18,1]",0,[],[],269,0,1,[],1,0,"",""
390,"diamond_player",245,"[1,1]",0,[],[],"",0,1,[],1,0,"",""
391,"diamond_monster",245,"[1,1]",0,[],[],269,0,1,[],1,0,"",""
392,"fire_player",246,[1],0,[],[],"",0,1,[],1,0,"",""
393,"cold_player",249,[1],0,[],[],"",0,1,[],1,0,"",""
394,"cold_greater_player",250,"[1,30]",0,[],[],"",0,1,[],1,0,"",""
395,"lightning_player",247,[1],0,[],[],"",0,1,[],1,0,"",""
396,"lightning_greater_player",248,"[1,30]",0,[],[],"",0,1,[],1,0,"",""
397,"arc_player",251,[1],0,[],[],"",0,1,[],1,0,"",""
398,"skeleton_player",253,[1],0,[],[],"",0,1,[],1,0,"",""
399,"skeleton_greater_player",254,"[1,30]",0,[],[],"",0,1,[],1,0,"",""
400,"faridun_shrine",2667,"[100,25,20,1]",0,[],[],"",0,1,[],1,0,"",""
401,"smoke_player",252,[1],0,[],[],"",0,1,[],1,0,"",""
402,"shrine_echoing_monster",255,"[100,100,1,1]",0,[],[],269,0,1,[],1,0,"",""
403,"shrine_echoing_player",255,"[100,100,1,1]",0,[],[],"",0,1,[],1,0,"",""
404,"curses_monster",256,"[100,1,1]",0,[],[],269,0,1,[],1,0,"",""
405,"curses_player",256,"[0,0,1]",0,[],[],"",0,1,[],1,0,"",""
406,"massive_player",257,"[30,40,40,1]",0,[],[],"",0,1,[],1,0,"",""
407,"massive_monster",257,"[20,155,60,1]",0,[],[],269,0,1,[],1,0,"",""
408,"defence_player",259,"[100,100,100,0,0,0,1]",0,[],[],"",0,1,[],1,0,"",""
409,"defence_monster",259,"[0,0,0,-20,20,20,1]",0,[],[],269,0,1,[],1,0,"",""
410,"resistance_player",261,"[50,10,1]",0,[],[],"",0,1,[],1,0,"",""
411,"resistance_monster",261,"[50,10,1]",0,[],[],269,0,1,[],1,0,"",""
412,"godmode_player",260,"[1,1]",0,[],[],"",0,1,[],1,0,"",""
413,"godmode_monster",260,"[1,1]",0,[],[],269,0,1,[],1,0,"",""
414,"rare_monsters_drop_uniques",564,"[1,1]",0,[],[],"",0,1,[],1,0,"",""
415,"acceleration_lesser",240,"[-10,30,1]",0,[],[],"",0,1,[],1,0,"",""
416,"brutal_lesser",242,"[20,1,20,0,1]",0,[],[],"",0,1,[],1,0,"",""
417,"regen_lesser",244,"[100,200,1]",0,[],[],"",0,1,[],1,0,"",""
418,"massive_lesser",258,"[10,20,20,1]",0,[],[],"",0,1,[],1,0,"",""
419,"resistance_lesser",261,"[25,2,1]",0,[],[],"",0,1,[],1,0,"",""
420,"defence_lesser",259,"[50,50,50,0,0,0,1]",0,[],[],"",0,1,[],1,0,"",""
421,"resonating_player",1307,"[20,60,1,1,1,1]",0,[],[],"",0,1,[],1,0,"",""
422,"resonating_monster",1307,"[100,0,1,0,0,0]",0,[],[],269,0,1,[],1,0,"",""
423,"gloom_player",1308,"[10,40,1]",0,[],[],"",0,1,[],1,0,"",""
424,"gloom_monster",1308,"[10,0,1]",0,[],[],269,0,1,[],1,0,"",""
425,"shrine_warlord_monster",1309,[15],0,[],[],"",0,1,[],1,0,"",""
426,"shrine_redeemer_monster",1310,[15],0,[],[],"",0,1,[],1,0,"",""
427,"shrine_crusader_monster",1311,[15],0,[],[],"",0,1,[],1,0,"",""
428,"shrine_hunter_monster",1312,[15],0,[],[],"",0,1,[],1,0,"",""
429,"shrine_vaal_monster",1313,"[1,4000,120]",0,[],[],"",0,1,[],1,0,"",""
430,"shrine_evolution_monster",1314,[50],0,[],[],"",0,1,[],1,0,"",""
431,"shrine_faridun_monster",2686,[50],0,[],[],269,0,1,[],1,0,"",""
432,"RoyaleShrineAccelerating",240,"[-40,50,1]",0,[],[],"",20,"",[],1,0,"",""
433,"RoyaleShrineBrutal",241,"[40,1,30,1,1]",0,[],[],"",20,"",[],1,0,"",""
434,"RoyaleShrineBurning",246,[1],0,[],[],"",20,"",[],1,0,"",""
435,"RoyaleShrineCharged",1307,"[20,60,1,1,1,1]",0,[],[],"",20,"",[],1,0,"",""
436,"RoyaleShrineDiamond",1994,"[500,1]",0,[],[],"",20,"",[],1,0,"",""
437,"RoyaleShrineEchoing",255,"[100,100,1,1]",0,[],[],"",20,"",[],1,0,"",""
438,"RoyaleShrineFreezing",249,[1],0,[],[],"",20,"",[],1,0,"",""
439,"RoyaleShrineGloom",1308,"[10,25,1]",0,[],[],"",20,"",[],1,0,"",""
440,"RoyaleShrineHexing",256,"[100,1,1]",0,[],[],"",20,"",[],1,0,"",""
441,"RoyaleShrineImpenetrable",259,"[100,100,100,0,0,0,1]",0,[],[],"",20,"",[],1,0,"",""
442,"RoyaleShrineLightning",247,[1],0,[],[],"",20,"",[],1,0,"",""
443,"RoyaleShrineMassive",257,"[30,40,30,1]",0,[],[],"",20,"",[],1,0,"",""
444,"RoyaleShrineReplenishing",244,"[150,300,1]",0,[],[],"",20,"",[],1,0,"",""
445,"RoyaleShrineResistance",261,"[30,0,1]",0,[],[],"",20,"",[],1,0,"",""
446,"RoyaleShrineShrouded",252,[1],0,[],[],"",20,"",[],1,0,"",""
447,"RoyaleShrineStatic",251,[1],0,[],[],"",20,"",[],1,0,"",""
448,"ArchnemesisLivingCrystals",1996,[],0,[],[],"",0,1,[],1,0,"",""
449,"ArchnemesisDefender",2034,[],0,[],[],"",0,1,[],1,0,"",""
450,"InfiniteHungerSideArenaDebuff",2004,"[6500,3500,-8]",0,[],[],"",0,1,[],1,0,"",""
451,"shrine_greed_monster",2005,"[2500,1000,0,0,-70,1]",0,[],[],269,0,1,[],1,0,"",""
452,"shrine_greed_player",2005,"[0,0,50,15,20,1]",0,[],[],"",0,1,[],1,0,"",""
453,"NearbyStationaryEnemiesGainGraspingVineUnique",975,[],60,[3],"[1000,6]","",0,1,[],1,0,"",""
454,"InfiniteHungerDrowningDebuff",2020,[9],0,[],[150],"",0,1,[],1,0,"",""
455,"InfluenceStatConditionPresenceUniqueMonster",2031,[],0,[],[],"",0,1,[],1,0,1,""
456,"InfluenceStatConditionPresenceCelestialBoss",2032,[],0,[],[],"",0,1,[],1,0,1,""
457,"TangleDrowning",1516,[],8,"[10,3,11,6]","[17,75,2500]","",0,1,[],1,0,"",""
458,"TangleDrowningGauntlet",1516,[],8,"[10,3,11,6]","[17,60,2500]","",0,1,[],1,0,"",""
459,"InfiniteHungerTeleportImmobilise",2045,[100],0,[],[],"",1.25,"",[],1,0,"",""
460,"TangleTentacleOrbZapped",2029,"[240,-5]",0,[],[],"",5,"",[],1,0,"",""
461,"TangleTentacleOrbZappedExplosion",2029,"[240,-5]",0,[],[],"",5,"",[],10,0,"",""
462,"AltarDownsidePhysToFireConvertAura",2039,[100],40,[3],[],"",0,1,[],1,0,"",""
463,"AltarDownsidePhysToColdConvertAura",2040,[100],40,[3],[],"",0,1,[],1,0,"",""
464,"AltarDownsidePhysToLightningConvertAura",2041,[100],40,[3],[],"",0,1,[],1,0,"",""
465,"AltarDownsidePhysToChaosConvertAura",2042,[100],40,[3],[],"",0,1,[],1,0,"",""
466,"AltarDownsideNearbyEnemiesAreHindered",1518,[1],28,[3],[],502,0,1,[11639],1,0,"",""
467,"TangledAltarDownsidePlayerTaintedFrenzy",2049,[-4],0,[],[],"",0,1,[],1,0,"",""
468,"TangledAltarDownsidePlayerTaintedEndurance",2050,[-4],0,[],[],"",0,1,[],1,0,"",""
469,"TangledAltarDownsidePlayerTaintedPower",2051,[-4],0,[],[],"",0,1,[],1,0,"",""
470,"NearbyEnemiesAreScorchedUnique__1",1516,[],30,[3],[16],"",0,1,[],1,0,"",""
471,"CleansingFireSnakeSecondaryDebuff",2055,"[-5,-50]",0,[],[],"",10,"",[],1,0,"",""
472,"SentinelTagA",2060,[],0,[],[],"",0,1,[],1,0,"",""
473,"SentinelTagB",2061,[],0,[],[],"",0,1,[],1,0,"",""
474,"SentinelTagC",2062,[],0,[],[],"",0,1,[],1,0,"",""
475,"SentinelPetrify",609,"[1,5]",0,[],[],"",0,"",[],1,0,"",16412
476,"SentinelPlayerUnholyMight",295,[1],0,[],[],"",0,"",[],1,0,"",16411
477,"SentinelPlayerTailwind",1089,[-10],0,[],[],"",0,"",[],1,0,"",16420
478,"SentinelDebilatate",1579,"[-10,-10]",0,[],[],"",0,"",[],1,0,"",16419
479,"PhylacteralLinkInvulnerable",382,[],0,[],[],"",0,1,[],1,0,"",""
480,"PhylacteralLinkVulnerable",383,[],0,[],[],"",7,"",[],1,0,"",""
481,"SentinelAngerAura",148,"[1,109,155,109,155,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
482,"SentinelDeterminationAura",141,"[1,2051,49,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
483,"SentinelFireResistAura",144,"[1,4,41,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
484,"SentinelPurityAura",143,"[1,34,0,0,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
485,"SentinelHatredAura",149,"[1,25,18,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
486,"SentinelGraceAura",142,"[1,2575,29,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
487,"SentinelColdResistAura",145,"[1,4,41,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
488,"SentinelHasteAura",151,"[1,16,16,9,0,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
489,"SentinelWrathAura",150,"[1,16,248,21,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
490,"SentinelDisciplineAura",147,"[1,217,30,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
491,"SentinelLightningResistAura",146,"[1,4,41,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
492,"SentinelZealotryAura",1267,"[1,15,39,10,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
493,"SentinelMalevolenceAura",1269,"[1,20,19,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
494,"SentinelAccelerating",240,"[-50,80,1]",0,[],[],"",0,"",[],1,0,"",16553
495,"SentinelResonating",1307,"[20,60,1,1,1,1]",0,[],[],"",0,"",[],1,0,"",16554
496,"SentinelDiamond",245,"[1,1]",0,[],[],"",0,"",[],1,0,"",16555
497,"SentinelGloom",1308,"[10,40,1]",0,[],[],"",0,"",[],1,0,"",16556
498,"SentinelResistance",261,"[50,10,1]",0,[],[],"",0,"",[],1,0,"",16557
499,"SentinelMassive",257,"[30,40,40,1]",0,[],[],"",0,"",[],1,0,"",16558
500,"SentinelEchoing",255,"[100,100,1,1]",0,[],[],"",0,"",[],1,0,"",16559
501,"SentinelImpenetrable",259,"[100,100,100,0,0,0,1]",0,[],[],"",0,"",[],1,0,"",16560
502,"SentinelAdrenaline",1085,"[1,100,25,25,25,10]",0,[],[],"",0,"",[],1,0,"",16561
503,"SentinelEnduranceCharge",28,[],0,[],[],"",0,"",[],3,0,"",16562
504,"SentinelPowerCharge",29,[],0,[],[],"",0,"",[],3,0,"",16563
505,"SentinelFrenzyCharge",27,[],0,[],[],"",0,"",[],3,0,"",16564
506,"SentinelMalediction",1086,"[-10,10]",0,[],[],"",0,"",[],1,0,"",""
507,"SentinelWarlord",2485,"[80,5]",0,[],[],"",0,"",[],1,0,"",20963
508,"SentinelCrusader",2486,"[80,5]",0,[],[],"",0,"",[],1,0,"",20966
509,"SentinelRedeemer",2487,"[80,5]",0,[],[],"",0,"",[],1,0,"",20964
510,"SentinelHunter",2488,"[80,5]",0,[],[],"",0,"",[],1,0,"",20965
511,"SentinelVaal",2489,[15],0,[],[],"",0,"",[],1,0,"",20967
512,"SentinelEvolution",2490,[2500],0,[],[],"",0,"",[],1,0,"",20968
513,"LoseSoulEaterWhileNoUniqueInPresence",2077,[0],0,[],[],"",0,1,[16646],1,0,"",""
514,"TouchOfFire",2080,[],0,[],[],"",0,1,[],1,0,"",""
515,"TricksterAlternatingLessDamageTaken",2088,"[-50,-50]",0,[],[],"",0,1,[],1,0,"",""
516,"TricksterNearbyEnemyActionSpeedCap",2091,[],60,"[3,4]",[],"",0,1,[],1,0,"",""
517,"shrine_brineking_player",2092,"[0,100,100,1,20,0,0,0,1]",0,[],[],"",0,1,[],1,0,"",""
518,"shrine_brineking_monster",2092,"[50,100,100,0,0,10,50,10,1]",0,[],[],269,0,1,[],1,0,"",""
519,"shrine_lunaris_player",2093,"[50,2,2,100,0,1]",0,[],[],"",0,1,[],1,0,"",""
520,"shrine_lunaris_monster",2093,"[50,2,0,50,-50,1]",0,[],[],269,0,1,[],1,0,"",""
