"rownum","Id","DGRFile","i32_16","i32_20","i32_24","[i32]_28","i32_44"
544,"ChurchRuins1","Metadata/Terrain/Act2/Area15/Subgraph/Graphs/fellshrine_reaper_shrine_1.dgr",140,100,100,[0],60
545,"ChurchRuins2","Metadata/Terrain/Act2/Area15/Subgraph/Graphs/fellshrine_reaper_shrine_2.dgr",140,100,100,[0],60
546,"ChurchRuins3","Metadata/Terrain/Act2/Area15/Subgraph/Graphs/fellshrine_reaper_shrine_3.dgr",140,100,100,[0],60
547,"CityTown","Metadata/Terrain/Act3/Town/Graphs/city_town.dgr",105,100,100,[0],60
548,"CityIntro1_1","Metadata/Terrain/Act3/Area1/Graphs/intro_1_1.tgr",110,100,100,[0],60
549,"CitySlums1_1","Metadata/Terrain/Act3/Area2/Graphs/slum_dungeon_1_1.dgr",120,100,50,[0],60
550,"CitySlums1_2","Metadata/Terrain/Act3/Area2/Graphs/slum_dungeon_1_2.dgr",120,100,50,[0],60
551,"CitySlums1_3","Metadata/Terrain/Act3/Area2/Graphs/slum_dungeon_1_3.dgr",120,100,50,[0],60
552,"CitySlums2_1","Metadata/Terrain/Act3/Area2/Graphs/slum_dungeon_2_1.dgr",120,100,50,[0],60
553,"CitySlums2_2","Metadata/Terrain/Act3/Area2/Graphs/slum_dungeon_2_2.dgr",120,100,50,[0],60
554,"CitySlums2_3","Metadata/Terrain/Act3/Area2/Graphs/slum_dungeon_2_3.dgr",120,100,50,[0],60
555,"CityWareHouses1a","Metadata/Terrain/Act3/Area4/Graphs/warehouses_1a.dgr",100,100,100,[0],60
556,"CityWareHouses1b","Metadata/Terrain/Act3/Area4/Graphs/warehouses_1b.dgr",100,100,100,[0],60
557,"CityWareHouses1c","Metadata/Terrain/Act3/Area4/Graphs/warehouses_1c.dgr",100,100,100,[0],60
558,"CityWareHouses2a","Metadata/Terrain/Act3/Area4/Graphs/warehouses_2a.dgr",100,100,100,[0],60
559,"CityWareHouses2b","Metadata/Terrain/Act3/Area4/Graphs/warehouses_2b.dgr",100,100,100,[0],60
560,"CityWareHouses2c","Metadata/Terrain/Act3/Area4/Graphs/warehouses_2c.dgr",100,100,100,[0],60
561,"CityBattleFront1a","Metadata/Terrain/Act3/Area7/Graphs/battlefront_1a.dgr",125,100,100,[0],60
562,"CityBattleFront1b","Metadata/Terrain/Act3/Area7/Graphs/battlefront_1b.dgr",125,100,100,[0],60
563,"CityBattleFront1c","Metadata/Terrain/Act3/Area7/Graphs/battlefront_1c.dgr",125,100,100,[0],60
564,"CityBattleFront2a","Metadata/Terrain/Act3/Area7/Graphs/battlefront_2a.dgr",125,100,100,[0],60
565,"CityBattleFront2b","Metadata/Terrain/Act3/Area7/Graphs/battlefront_2b.dgr",125,100,100,[0],60
566,"CityBattleFront2c","Metadata/Terrain/Act3/Area7/Graphs/battlefront_2c.dgr",125,100,100,[0],60
567,"CitySewers0f1","Metadata/Terrain/Act3/Area10Level0/Graphs/sewers_1.dgr",105,100,50,[0],60
568,"CitySewers0f2","Metadata/Terrain/Act3/Area10Level0/Graphs/sewers_2.dgr",105,100,50,[0],60
569,"CitySewers0f3","Metadata/Terrain/Act3/Area10Level0/Graphs/sewers_3.dgr",105,100,50,[0],60
570,"CitySewers0f4","Metadata/Terrain/Act3/Area10Level0/Graphs/sewers_4.dgr",105,100,50,[0],60
571,"CitySewers0f5","Metadata/Terrain/Act3/Area10Level0/Graphs/sewers_5.dgr",105,100,50,[0],60
572,"CitySewers0f6","Metadata/Terrain/Act3/Area10Level0/Graphs/sewers_6.dgr",105,100,50,[0],60
573,"CitySewers0f7","Metadata/Terrain/Act3/Area10Level0/Graphs/sewers_7.dgr",105,100,50,[0],60
574,"CitySewers1f1","Metadata/Terrain/Act3/Area10Level1/Graphs/sewers_1.dgr",105,100,50,[0],60
575,"CitySewers1f2","Metadata/Terrain/Act3/Area10Level1/Graphs/sewers_2.dgr",105,100,50,[0],60
576,"CitySewers1f3","Metadata/Terrain/Act3/Area10Level1/Graphs/sewers_3.dgr",105,100,50,[0],60
577,"CitySewers2f1","Metadata/Terrain/Act3/Area10Level2/Graphs/sewers_1.dgr",105,100,50,[0],60
578,"CitySewers2f2","Metadata/Terrain/Act3/Area10Level2/Graphs/sewers_2.dgr",105,100,50,[0],60
579,"CitySewers2f3","Metadata/Terrain/Act3/Area10Level2/Graphs/sewers_3.dgr",105,100,50,[0],60
580,"CitySewers2f4","Metadata/Terrain/Act3/Area10Level2/Graphs/sewers_4.dgr",105,100,50,[0],60
581,"CitySewers2f5","Metadata/Terrain/Act3/Area10Level2/Graphs/sewers_5.dgr",105,100,50,[0],60
582,"CitySewers2f6","Metadata/Terrain/Act3/Area10Level2/Graphs/sewers_6.dgr",105,100,50,[0],60
583,"CitySewers2f7","Metadata/Terrain/Act3/Area10Level2/Graphs/sewers_7.dgr",105,100,50,[0],60
584,"CitySewers2f9","Metadata/Terrain/Act3/Area10Level2/Graphs/sewers_9.dgr",105,100,50,[0],60
585,"CitySewers2f10","Metadata/Terrain/Act3/Area10Level2/Graphs/sewers_11.dgr",105,100,50,[0],60
586,"CityIvoryTemple1f1_1","Metadata/Terrain/Act3/Area8Level1/Graphs/templeclean_1_1.dgr",105,100,50,[0],60
587,"CityIvoryTemple1f1_2","Metadata/Terrain/Act3/Area8Level1/Graphs/templeclean_1_2.dgr",105,100,50,[0],60
588,"CityIvoryTemple1f1_3","Metadata/Terrain/Act3/Area8Level1/Graphs/templeclean_1_3.dgr",105,100,50,[0],60
589,"CityIvoryTemple1f2_1","Metadata/Terrain/Act3/Area8Level1/Graphs/templeclean_2_1.dgr",105,100,50,[0],60
590,"CityIvoryTemple1f2_2","Metadata/Terrain/Act3/Area8Level1/Graphs/templeclean_2_2.dgr",105,100,50,[0],60
591,"CityIvoryTemple1f2_3","Metadata/Terrain/Act3/Area8Level1/Graphs/templeclean_2_3.dgr",105,100,50,[0],60
592,"CityIvoryTemple2f1_1","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_1_1.dgr",105,100,50,[0],60
593,"CityIvoryTemple2f1_2","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_1_2.dgr",105,100,50,[0],60
594,"CityIvoryTemple2f1_3","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_1_3.dgr",105,100,50,[0],60
595,"CityIvoryTemple2f2_1","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_2_1.dgr",105,100,50,[0],60
596,"CityIvoryTemple2f2_2","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_2_2.dgr",105,100,50,[0],60
597,"CityIvoryTemple2f2_3","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_2_3.dgr",105,100,50,[0],60
598,"CityIvoryTemple2f1_1Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_1_1.dgr",105,100,50,[0],60
599,"CityIvoryTemple2f1_2Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_1_2.dgr",105,100,50,[0],60
600,"CityIvoryTemple2f1_3Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_1_3.dgr",105,100,50,[0],60
601,"CityIvoryTemple2f2_1Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_2_1.dgr",105,100,50,[0],60
602,"CityIvoryTemple2f2_2Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_2_2.dgr",105,100,50,[0],60
603,"CityIvoryTemple2f2_3Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_2_3.dgr",105,100,50,[0],60
604,"CityMarketPlace1_1","Metadata/Terrain/Act3/Area5/Graphs/market_1_1.dgr",130,125,100,[0],60
605,"CityMarketPlace1_2","Metadata/Terrain/Act3/Area5/Graphs/market_1_2.dgr",130,125,100,[0],60
606,"CityMarketPlace1_3","Metadata/Terrain/Act3/Area5/Graphs/market_1_3.dgr",130,125,100,[0],60
607,"CityMarketPlace1_4","Metadata/Terrain/Act3/Area5/Graphs/market_1_4.dgr",130,125,100,[0],60
608,"CityMarketPlace2_1","Metadata/Terrain/Act3/Area5/Graphs/market_2_1.dgr",130,125,100,[0],60
609,"CityMarketPlace2_2","Metadata/Terrain/Act3/Area5/Graphs/market_2_2.dgr",130,125,100,[0],60
610,"CityMarketPlace2_3","Metadata/Terrain/Act3/Area5/Graphs/market_2_3.dgr",130,125,100,[0],60
611,"CityMarketPlace3_1","Metadata/Terrain/Act3/Area5/Graphs/market_3_1.dgr",130,125,100,[0],60
612,"CityMarketPlace3_2","Metadata/Terrain/Act3/Area5/Graphs/market_3_2.dgr",130,125,100,[0],60
613,"CityMarketPlace3_3","Metadata/Terrain/Act3/Area5/Graphs/market_3_3.dgr",130,125,100,[0],60
614,"CityMarketPlace3_4","Metadata/Terrain/Act3/Area5/Graphs/market_3_4.dgr",130,125,100,[0],60
615,"CityMarketPlace4_1","Metadata/Terrain/Act3/Area5/Graphs/market_4_1.dgr",130,125,100,[0],60
616,"CityMarketPlace4_2","Metadata/Terrain/Act3/Area5/Graphs/market_4_2.dgr",130,125,100,[0],60
617,"CityMarketPlace4_3","Metadata/Terrain/Act3/Area5/Graphs/market_4_3.dgr",130,125,100,[0],60
618,"CityMarketPlace4_4","Metadata/Terrain/Act3/Area5/Graphs/market_4_4.dgr",130,125,100,[0],60
619,"CityChurch1","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon1_1.dgr",105,100,50,[0],60
620,"CityChurch2","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon1_2.dgr",105,100,50,[0],60
621,"CityChurch3","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon1_3.dgr",105,100,50,[0],60
622,"CityChurch4","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon1_4.dgr",105,100,50,[0],60
623,"CityChurch5","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon2_1.dgr",105,100,50,[0],60
624,"CityChurch6","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon2_2.dgr",105,100,50,[0],60
625,"CityChurch7","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon2_3.dgr",105,100,50,[0],60
626,"CityChurch8","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon2_4.dgr",105,100,50,[0],60
627,"CityIndustrial1","Metadata/Terrain/Act3/Area9/Graphs/docks_dungeon_1.dgr",105,100,50,[0],60
628,"CityIndustrial2","Metadata/Terrain/Act3/Area9/Graphs/docks_dungeon_2.dgr",105,100,50,[0],60
629,"CityIndustrial3","Metadata/Terrain/Act3/Area9/Graphs/docks_dungeon_3.dgr",105,100,50,[0],60
630,"CityBarracks1","Metadata/Terrain/Act3/Area13/Graphs/barracks_1.dgr",125,100,100,[0],60
631,"CityEbonyTemple1f1_1","Metadata/Terrain/Act3/Area14Level1/Graphs/templeclean_1_1.dgr",105,100,50,[0],60
632,"CityEbonyTemple1f1_2","Metadata/Terrain/Act3/Area14Level1/Graphs/templeclean_1_2.dgr",105,100,50,[0],60
633,"CityEbonyTemple1f2_1","Metadata/Terrain/Act3/Area14Level1/Graphs/templeclean_2_1.dgr",105,100,50,[0],60
634,"CityEbonyTemple1f2_2","Metadata/Terrain/Act3/Area14Level1/Graphs/templeclean_2_2.dgr",105,100,50,[0],60
635,"CityEbonyTemple3f1_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_1.dgr",105,100,50,[0],60
636,"CityEbonyTemple3f1_2","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_2.dgr",105,100,50,[0],60
637,"CityEbonyTemple3f1_3","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_3.dgr",105,100,50,[0],60
638,"CityEbonyTemple3f1_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_4.dgr",105,100,50,[0],60
639,"CityEbonyTemple3f2_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_2_1.dgr",105,100,50,[0],60
640,"CityEbonyTemple3f2_2","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_2_2.dgr",105,100,50,[0],60
641,"CityEbonyTemple3f2_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_2_4.dgr",105,100,50,[0],60
642,"CityEbonyTemple3f3_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_3_1.dgr",105,100,50,[0],60
643,"CityEbonyTemple3f3_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_3_4.dgr",105,100,50,[0],60
644,"CityEbonyTemple3f4_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_4_1.dgr",105,100,50,[0],60
645,"CityEbonyTemple3f4_3","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_4_3.dgr",105,100,50,[0],60
646,"CityEbonyTemple3f4_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_4_4.dgr",105,100,50,[0],60
647,"CityTower1_1","Metadata/Terrain/Act3/Area18Level1/Graphs/tower_main.dgr",105,100,50,[0],60
648,"CityTower2_1","Metadata/Terrain/Act3/Area18Level2/Graphs/tower_main.dgr",105,100,50,[0],60
649,"CityJail1f1","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_1.dgr",105,100,50,[0],60
650,"CityJail1f2","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_2.dgr",105,100,50,[0],60
651,"CityJail1f3","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_3.dgr",105,100,50,[0],60
652,"CityJail1f4","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_4.dgr",105,100,50,[0],60
653,"CityJail1f5","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_1.dgr",105,100,50,[0],60
654,"CityJail1f6","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_2.dgr",105,100,50,[0],60
655,"CityJail1f7","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_3.dgr",105,100,50,[0],60
656,"CityJail1f8","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_4.dgr",105,100,50,[0],60
657,"CityJail1f9","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_5.dgr",105,100,50,[0],60
658,"CityGardens1","Metadata/Terrain/Act3/Area15/Graphs/gardens_1_1.dgr",100,100,100,[0],60
659,"CityGardens2","Metadata/Terrain/Act3/Area15/Graphs/gardens_1_2.dgr",100,100,100,[0],60
660,"CityGardens3","Metadata/Terrain/Act3/Area15/Graphs/gardens_1_3.dgr",100,100,100,[0],60
661,"CityGardens4","Metadata/Terrain/Act3/Area15/Graphs/gardens_2_1.dgr",100,100,100,[0],60
662,"CityGardens5","Metadata/Terrain/Act3/Area15/Graphs/gardens_3_1.dgr",100,100,100,[0],60
663,"CityGardens6","Metadata/Terrain/Act3/Area15/Graphs/gardens_3_2.dgr",100,100,100,[0],60
664,"CityGardens7","Metadata/Terrain/Act3/Area15/Graphs/gardens_3_3.dgr",100,100,100,[0],60
665,"CityLibrary_1","Metadata/Terrain/Act3/Area17Level1/Graphs/city_library_1.dgr",100,50,50,[0],60
666,"CityLibrary_2","Metadata/Terrain/Act3/Area17Level1/Graphs/city_library_2.dgr",100,50,50,[0],60
667,"CityLibrary_3","Metadata/Terrain/Act3/Area17Level1/Graphs/city_library_3.dgr",100,50,50,[0],60
668,"CityArchives_1","Metadata/Terrain/Act3/Area17Level2/Graphs/city_archives_1.dgr",100,50,50,[0],60
669,"MountAqueduct1","Metadata/Terrain/Act4/Area1/Graphs/intro_1_1.dgr",100,50,30,[0],60
670,"MountDriedLake1","Metadata/Terrain/Act4/Area2/Graphs/driedlake.dgr",100,50,100,[0],60
671,"MountDriedLake2","Metadata/Terrain/Act4/Area2/Graphs/driedlake2.dgr",100,50,100,[0],60
672,"MountDriedLake3","Metadata/Terrain/Act4/Area2/Graphs/driedlake3.dgr",100,50,100,[0],60
673,"MountDriedLake4","Metadata/Terrain/Act4/Area2/Graphs/driedlake4.dgr",100,50,100,[0],60
674,"MountDriedLake5","Metadata/Terrain/Act4/Area2/Graphs/driedlake5.dgr",100,50,100,[0],60
675,"MountDriedLake6","Metadata/Terrain/Act4/Area2/Graphs/driedlake6.dgr",100,50,100,[0],60
676,"MountDriedLake7","Metadata/Terrain/Act4/Area2/Graphs/driedlake7.dgr",100,50,100,[0],60
677,"MountDriedLake8","Metadata/Terrain/Act4/Area2/Graphs/driedlake8.dgr",100,50,100,[0],60
678,"MountTown1","Metadata/Terrain/Act4/Town/Graphs/town.dgr",100,50,100,[0],60
679,"MountMine1_1","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_1_1.dgr",100,50,50,[0],60
680,"MountMine1_2","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_1_2.dgr",100,50,50,[0],60
681,"MountMine1_3","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_2_1.dgr",100,50,50,[0],60
682,"MountMine1_4","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_2_2.dgr",100,50,50,[0],60
683,"MountMine1_5","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_3_1.dgr",100,50,50,[0],60
684,"MountMine1_6","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_3_2.dgr",100,50,50,[0],60
685,"MountMine2_1","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_1_1.dgr",100,50,50,[0],60
686,"MountMine2_2","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_1_2.dgr",100,50,50,[0],60
687,"MountMine2_3","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_2_1.dgr",100,50,50,[0],60
688,"MountMine2_4","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_2_2.dgr",100,50,50,[0],60
689,"MountMine2_5","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_3_1.dgr",100,50,50,[0],60
690,"MountMine2_6","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_3_2.dgr",100,50,50,[0],60
691,"MountMine3_1","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_1_1.dgr",100,50,50,[0],60
692,"MountMine3_2","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_1_2.dgr",100,50,50,[0],60
693,"MountMine3_3","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_2_1.dgr",100,50,50,[0],60
694,"MountMine3_4","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_2_2.dgr",100,50,50,[0],60
695,"MountMine3_5","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_3_1.dgr",100,50,50,[0],60
696,"MountMine3_6","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_3_2.dgr",100,50,50,[0],60
697,"MountKaom1_1","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_1.tgr",90,50,100,[0],60
698,"MountKaom1_2","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_2.tgr",90,50,100,[0],60
699,"MountKaom1_3","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_3.tgr",90,50,100,[0],60
700,"MountKaom1_4","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_4.tgr",90,50,100,[0],60
701,"MountKaom3_1","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_1.tgr",90,50,100,[0],60
702,"MountKaom3_2","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_2.tgr",90,50,100,[0],60
703,"MountKaom3_3","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_3.tgr",90,50,100,[0],60
704,"MountKaom3_4","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_4.tgr",90,50,100,[0],60
705,"MountArena1_1","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso.dgr",100,50,50,[0],60
706,"MountArena1_2","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso2.dgr",100,50,50,[0],60
707,"MountArena1_3","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso3.dgr",100,50,50,[0],60
708,"MountArena1_4","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso4.dgr",100,50,50,[0],60
709,"MountArena1_5","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso5.dgr",100,50,50,[0],60
710,"MountArena2_1","Metadata/Terrain/Act4/Area5Level2/Graphs/daresso.dgr",100,50,50,[0],60
711,"MountArena2_2","Metadata/Terrain/Act4/Area5Level2/Graphs/daresso2.dgr",100,50,50,[0],60
712,"MountArena2_3","Metadata/Terrain/Act4/Area5Level2/Graphs/daresso3.dgr",100,50,50,[0],60
713,"MountBelly1_1","Metadata/Terrain/Act4/Area6Level1/Graphs/belly.dgr",100,50,50,[0],60
714,"MountBelly1_2","Metadata/Terrain/Act4/Area6Level1/Graphs/belly2.dgr",100,50,50,[0],60
715,"MountBelly1_3","Metadata/Terrain/Act4/Area6Level1/Graphs/belly3.dgr",100,50,50,[0],60
716,"MountBelly1_4","Metadata/Terrain/Act4/Area6Level1/Graphs/belly4.dgr",100,50,50,[0],60
717,"MountBelly1_5","Metadata/Terrain/Act4/Area6Level1/Graphs/belly5.dgr",100,50,50,[0],60
718,"MountBelly1_6","Metadata/Terrain/Act4/Area6Level1/Graphs/belly6.dgr",100,50,50,[0],60
719,"MountBelly2_1","Metadata/Terrain/Act4/Area6Level2/Graphs/belly1.dgr",100,50,50,[0],60
720,"MountBelly2_2","Metadata/Terrain/Act4/Area6Level2/Graphs/belly2.dgr",100,50,50,[0],60
721,"MountBelly2_3","Metadata/Terrain/Act4/Area6Level2/Graphs/belly3.dgr",100,50,50,[0],60
722,"MountBelly2_4","Metadata/Terrain/Act4/Area6Level2/Graphs/belly4.dgr",100,50,50,[0],60
723,"MountBelly2_5","Metadata/Terrain/Act4/Area6Level2/Graphs/belly5.dgr",100,50,50,[0],60
724,"MountBelly3_1","Metadata/Terrain/Act4/Area6Level3/Graphs/harvest1.dgr",100,50,50,[0],60
725,"MountBelly3_2","Metadata/Terrain/Act4/Area6Level3/Graphs/harvest2.dgr",100,50,50,[0],60
726,"MountBelly3_3","Metadata/Terrain/Act4/Area6Level3/Graphs/harvest3.dgr",100,50,50,[0],60
727,"MountAscent1_1","Metadata/Terrain/Act4/Area7/Graphs/ascent1.tgr",100,50,100,[0],60
728,"MountAscent1_2","Metadata/Terrain/Act4/Area7/Graphs/ascent2.tgr",100,50,100,[0],60
729,"Act5_town","Metadata/Terrain/Act5/Town/Graphs/1_5_town.dgr",100,50,100,[0],60
730,"Act5_Area1_1","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v1.dgr",100,50,50,[0],60
731,"Act5_Area1_2","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v2.dgr",100,50,50,[0],60
732,"Act5_Area1_3","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v3.dgr",100,50,50,[0],60
733,"Act5_Area1_4","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v4.dgr",100,50,50,[0],60
734,"Act5_Area2_1","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v1.dgr",100,50,50,[0],60
735,"Act5_Area2_2","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v2.dgr",100,50,50,[0],60
736,"Act5_Area2_3","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v3.dgr",100,50,50,[0],60
737,"Act5_Area2_4","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v4.dgr",100,50,50,[0],60
738,"Act5_Area3_1","Metadata/Terrain/Act5/Area3/Graphs/1_5_3_v1.dgr",100,50,60,[0],60
739,"Act5_Area4_1","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v1.dgr",100,50,50,[0],60
740,"Act5_Area4_2","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v2.dgr",100,50,50,[0],60
741,"Act5_Area4_3","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v3.dgr",100,50,50,[0],60
742,"Act5_Area4_4","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v4.dgr",100,50,50,[0],60
743,"Act5_Area4b_1","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v1.dgr",100,50,50,[0],60
744,"Act5_Area4b_2","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v2.dgr",100,50,50,[0],60
745,"Act5_Area4b_3","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v3.dgr",100,50,50,[0],60
746,"Act5_Area4b_4","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v4.dgr",100,50,50,[0],60
747,"Act5_Area5_1","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v1.dgr",100,50,50,[0],60
748,"Act5_Area5_2","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v2.dgr",100,50,50,[0],60
749,"Act5_Area5_3","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v3.dgr",100,50,50,[0],60
750,"Act5_Area5_4","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v4.dgr",100,50,50,[0],60
751,"Act5_Area3b_1","Metadata/Terrain/Act5/Area3b/Graphs/1_5_3b_v1.dgr",100,50,50,[0],60
752,"Act5_Area6_1","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v1.dgr",100,50,50,[0],60
753,"Act5_Area6_2","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v2.dgr",100,50,50,[0],60
754,"Act5_Area6_3","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v3.dgr",100,50,50,[0],60
755,"Act5_Area6_4","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v4.dgr",100,50,50,[0],60
756,"Act5_Area7_1","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v1.dgr",100,50,50,[0],60
757,"Act5_Area7_2","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v2.dgr",100,50,50,[0],60
758,"Act5_Area7_3","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v3.dgr",100,50,50,[0],60
759,"Act5_Area7_4","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v4.dgr",100,50,50,[0],60
760,"Act5_Area8_1","Metadata/Terrain/Act5/Area8/Graphs/1_5_8_v1.dgr",100,50,50,[0],60
761,"Epilogue_Town","Metadata/Terrain/Act11/Town/Graphs/epilogue.dgr",100,50,100,[0],60
762,"Epilogue_Lab","Metadata/Terrain/Act11/ShaperLab/Graphs/shaper_lab.dgr",100,50,100,[0],60
763,"Epilogue_Lab_Trailer","Metadata/Terrain/Act11/ShaperLabTrailer/Graphs/shaper_lab.dgr",100,50,100,[0],60
764,"Epilogue_Square_Courts","Metadata/Terrain/Act11/Area1/OriathSquare/Graphs/ravaged_square_1.dgr",100,50,100,[0],60
765,"Epilogue_Courts_1","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v1.dgr",100,50,100,[0],60
766,"Epilogue_Courts_2","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v2.dgr",100,50,100,[0],60
767,"Epilogue_Courts_3","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v3.dgr",100,50,100,[0],60
768,"Epilogue_Courts_4","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v4.dgr",100,50,100,[0],60
769,"Epilogue_Square_Reliquary","Metadata/Terrain/Act11/Area2/OriathSquare/Graphs/ravaged_square_1.dgr",100,50,100,[0],60
770,"Epilogue_Reliquary_1","Metadata/Terrain/Act11/Area2/Reliquary/Graphs/reliquary_1.dgr",100,50,100,[0],60
