"rownum","BattlePass","RewardTier","i32_20","i32_24","bool_28","Id","RewardedMTX","i32_53","RewardDescription","RewardDescription (French)","RewardDescription (German)","RewardDescription (Japanese)","RewardDescription (Korean)","RewardDescription (Portuguese)","RewardDescription (Russian)","RewardDescription (Spanish)","RewardDescription (Thai)","RewardDescription (Traditional Chinese)","string_65","i32_73","i32_77","bool_81","RewardTitle","RewardTitle (French)","RewardTitle (German)","RewardTitle (Japanese)","RewardTitle (Korean)","RewardTitle (Portuguese)","RewardTitle (Russian)","RewardTitle (Spanish)","RewardTitle (Thai)","RewardTitle (Traditional Chinese)","rid_90","bool_106","i32_107","i32_111","i32_115","i32_119","i32_123","i32_127","i32_131","i32_135","bool_139","bool_140","bool_141"
54,4,6,0,80,"","MysteryPackMidnightPactBox",[6768],0,"Receive a random prize with a Midnight theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique du Pacte de minuit! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Mitternachtspakt-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","ミッドナイトテーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","심야 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema da Meia-Noite! Ele aparecerá no seu baú de MTX, aguardando ser desembrulhado.","Получите случайную микротранзакцию на тему полуночи! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Medianoche! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Midnight แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個血夜冥約主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",381,1300,"","Midnight Pact Mystery Box","Boîte mystère du Pacte de minuit","Mitternachtspakt-Überraschungskiste","ミッドナイトパクトミステリーボックス","심야의 서약 미스터리 박스","Caixa Misteriosa do Pacto da Meia-Noite","Загадочная коробка Полночной сделки","Caja misteriosa del Pacto de medianoche","กล่องปริศนา Midnight Pact","血夜冥約神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
55,4,6,1,80,"","",[],0,"Contains 5 Awakened Sextants","Contient 5 Sextant éveillés","Enthält 5 Erweckte Sextanten","5x 覚醒した六分儀","각성한 육분의 5개 포함","Contém 5 Sextantes Despertos","Содержит 5 пробуждённых секстантов","Contiene 5 Sextantes despertados","ประกอบด้วย เครื่องวัดแดดจุติ 5 ชิ้น","包含 5 個製圖六分儀．覺醒","",381,405,"","Awakened Sextant","Sextant éveillé","Erweckter Sextant","覚醒した六分儀","각성한 육분의","Sextante Desperto","Пробуждённый секстант","Sextante despertado","เครื่องวัดแดดจุติ","製圖六分儀．覺醒",5,"",0,0,0,-889192448,0,0,0,83886080,"","",""
56,4,7,0,115,"","IgneousEmperorHelmet",[3974],0,"","","","","","","","","","","",382,1301,"","Igneous Emperor Helmet","Casque de l'Empereur igné","Feuerfürst-Helm","イグニアスエンペラーヘルメット","화성의 황제 투구","Elmo do Imperador Ígneo","Шлем императора огня","Casco de Emperador ígneo","หมวกจักรพรรดิอัคนี","頭部外觀：火炎帝王","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
57,4,7,1,115,"","",[],0,"Contains a Xoph, Esh or Tul Breachstone","Contient une Pierre de Brèche de Xoph, Esh ou Tul","Enthält einen Xoph-, Esh- oder Tul-Riss-Stein","ゾフ、エシュまたはトゥルのブリーチストーン","조프, 에쉬 또는 툴 균열석 1개 포함","Contém uma Pedra de Fenda de Xoph, Esh ou Tul","Содержит камень Разлома Ксофа, Иш или Тул","Contiene una Piedra de fisura de Xoph, Esh o Tul","ประกอบด้วย ศิลาบรีชแห่งซอปห์, เอ็ช หรือ ทุล 1 ก้อน","包含 1 個索伏、艾許或托沃裂痕石","Art/2DItems/Currency/Breach/VaultPassRandomBreach.dds",382,406,"","Breachstone","Pierre de Brèche","Riss-Stein","ブリーチストーン","균열석","Pedra de Fenda","Камень Разлома","Piedra de fisura","ศิลาบรีช","裂痕石",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
58,5,0,0,1,"","MysteryPackAngelsAndDemonsBox",[6756],0,"Receive a random prize with an Angels and Demons theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Anges et Démons » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem 'Engel und Dämonen'-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","天使と悪魔テーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","천사와 악마 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba uma premiação aleatória com o tema Anjos e Demônios! Ela aparecerá dentro do seu baú de MTX, aguardando para ser desembrulhada.","Получите случайную микротранзакцию на тему Ангелов и Демонов! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Ángeles y demonios! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต เทวากับอสูร แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個天使惡魔主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",375,1294,"","Angels and Demons Mystery Box","Boîte mystère Anges et Démons","Engel und Dämonen Überraschungskiste","天使と悪魔のミステリーボックス","천사와 악마 미스터리 박스","Caixa Misteriosa dos Anjos e Demônios","Загадочная коробка Ангелов и Демонов","Caja misteriosa de Ángeles y demonios","กล่องปริศนา เทวากับอสูร","天使惡魔神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
59,5,0,1,1,"","",[],0,"Contains 10 Cartographer's Chisels","Contient 10 Burins de cartographe","Enthält 10 Meißel des Kartographen","10x 地図職人のチゼル","지도제작자의 끌 10개 포함","Contém 10 Cinzéis do Cartógrafo","Содержит 10 резцов картографа","Contiene 10 cinceles del cartógrafo","ประกอบด้วย Cartograhper's Chisel 10 ชิ้น","包含 10 個製圖釘","",375,399,"","Cartographer's Chisels","Burins de cartographe","Meißel des Kartographen","地図職人のチゼル","지도제작자의 끌","Cinzél do Cartógrafo","Резцы картографа","Cinceles del cartógrafo","Cartographer's Chisel","製圖釘",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
60,5,1,0,8,"","AtlasPassOracleBoots",[4054],0,"","","","","","","","","","","",376,1295,"","Oracle Boots","Bottes de l'Oracle","Orakel-Stiefel","神託のブーツ","신탁 장화","Botas do Oráculo","Сапоги оракула","Botas de Oráculo","รองเท้าเทพพยากรณ์","腳部外觀：先知","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
61,5,1,1,8,"","",[],0,"Contains 3 Random Rusted Scarabs","Contient 3 Scarabées rouillés aléatoires","Enthält 3 zufällige Verrostete Skarabäen","3x ランダムな錆びたスカラベ","무작위 녹슨 갑충석 3개 포함","Contém 3 Escaravelhos Enferrujados Aleatórios","Содержит 3 случайных ржавых скарабеев","Contiene 3 escarabajos oxidados aleatorios","ประกอบด้วย สคารับขึ้นสนิมแบบสุ่ม 3 ตัว","包含 3 個隨機生鏽聖甲蟲","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandom.dds",376,400,"","Rusted Scarabs","Scarabées rouillés","Verrostete Skarabäen","錆びたスカラベ","녹슨 갑충석","Escaravelhos Enferrujados","Ржавые скарабеи","Escarabajos oxidados","สคารับขึ้นสนิม","生鏽聖甲蟲",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
62,5,2,0,17,"","MysteryPackApollyonBox",[6765],0,"Receive a random prize with an Apollyon theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Apollyon » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Apollyon-Überraschungskiste-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","アポリオンテーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","지옥 악마 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba uma premiação aleatória com o tema Apollyon! Ela aparecerá dentro do seu baú de MTX, aguardando para ser desembrulhada.","Получите случайную микротранзакцию на тему Аполлиона! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Abadón! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Apollyon แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個天啟主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",377,1296,"","Apollyon Mystery Box","Boîte mystère Apollyon","Apollyon-Überraschungskiste","アポリオンミステリーボックス","지옥 악마 미스터리 박스","Caixa Misteriosa de Apollyon","Загадочная коробка Аполлиона","Caja misteriosa de Abadón","กล่องปริศนา Apollyon","天啟神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
63,5,2,1,17,"","",[],0,"Contains 3 Orbs of Unmaking","Contient 3 Orbes de démantelement","Enthält 3 Sphären der Umkehr","3x 解除のオーブ","취소의 오브 3개 포함","Contém 3 Orbes da Destruição","Содержит 3 сферы небытия","Contiene 3 orbes de destrucción","ประกอบด้วย Orb of Unmaking 3 ชิ้น","包含 3 顆撤銷石","",377,401,"","Orb of Unmaking","Orbe de démantelement","Sphäre der Umkehr","解除のオーブ","취소의 오브","Orbe da Destruição","Сфера небытия","Orbe de destrucción","Orb of Unmaking","撤銷石",5,"",0,0,0,167772160,0,0,0,50331648,"","",""
64,5,3,0,27,"","AtlasPassOracleGloves",[4055],0,"","","","","","","","","","","",378,1297,"","Oracle Gloves","Gants de l'Oracle","Orakel-Handschuhe","神託のグローブ","신탁 장갑","Luvas do Oráculo","Перчатки оракула","Guantes de Oráculo","ถุงมือเทพพยากรณ์","手部外觀：先知","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
65,5,3,1,27,"","",[],0,"Contains 3 Singular Scouting Reports","Contient 3 Rapports de reconnaissance singuliers","Enthält 3 Einmalige Kundschafterberichte","3x 特異な偵察報告書","비범한 정찰 보고서 3개 포함","Contém 3 Relatórios Singulares do Batedor","Содержит 3 необычных доклада разведки","Contiene 3 informes de exploración singulares","ประกอบด้วย รายงานสำรวจเอกเทศ 3 ชิ้น","包含 3 個卓越偵查報告","",378,402,"","Singular Scouting Report","Rapport de reconnaissance singulier","Einmaliger Kundschafterbericht","特異な偵察報告書","비범한 정찰 보고서","Relatório do Batedor Singular ","Необычный доклад разведки","Informe de exploración singular","รายงานสำรวจเอกเทศ","卓越偵查報告",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
66,5,4,0,40,"","MysteryPackOriathanBox",[6726],0,"Receive a random prize with an Oriath theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Oriath » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Oriath-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","オリアステーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","오리아스 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba uma premiação aleatória com o tema Oriath! Ela aparecerá dentro do seu baú  MTX, aguardando para ser desembrulhada.","Получите случайную микротранзакцию на тему Ориата! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Oriath! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Oriath แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個奧瑞亞主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",379,1298,"","Oriath Mystery Box","Boîte mystère d'Oriath","Oriath-Überraschungskiste","オリアスミステリーボックス","오리아스 미스터리 박스","Caixa Misteriosa de Oriath","Загадочная коробка Ориата","Caja misteriosa de Oriath","กล่องปริศนา Oriath","奧瑞亞神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
67,5,4,1,40,"","",[],0,"Contains a Blighted Map","Contient une Carte infestée","Enthält eine Befallene Karte","ブライトマップ","역병 걸린 지도 포함","Contém um Mapa Infestado","Содержит заражённую карту","Contiene un mapa infestado","ประกอบด้วย แผนที่ไบล์ท 1 ชิ้น","包含 1 個凋落地圖","Art/2DItems/Maps/BattlePassBlightedMap.dds",379,403,"","Blighted Map","Carte infestée","Befallene Karte","ブライトマップ","역병 걸린 지도","Mapa Infestado","Заражённая карта","Mapa infestado","แผนที่ไบล์ท","凋落地圖",0,"",0,0,0,-1241513984,20,0,0,16777216,"","",""
68,5,5,0,57,"","AtlasPassOracleBodyArmour",[4056],0,"","","","","","","","","","","",380,1299,"","Oracle Body Armour","Armure de l'Oracle","Orakel-Körperrüstung","神託のアーマー","신탁 갑옷","Peitoral do Oráculo","Нательный доспех оракула","Armadura de Oráculo","เสื้อเกราะเทพพยากรณ์","身體外觀：先知","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
69,5,5,1,57,"","",[],0,"Contains Niko's Charged Compass","Contient une Boussole chargée de Niko","Enthält Nikos geladenen Kompass","ニコの充填されたコンパス","니코의 충전된 나침반 포함","Contém um Compasso Carregado do Niko","Содержит заряженный компас Нико","Contiene una brújula cargada de Niko","ประกอบด้วย เข็มทิศเพิ่มพลังของนิโค้","包含尼科的充能羅盤","",380,404,"","Niko's Charged Compass","Boussole chargée de Niko","Nikos geladener Kompass","ニコの充填されたコンパス","니코의 충전된 나침반","Compasso Carregado do Niko","Заряженный компас Нико","Brújula cargada de Niko","เข็มทิศเพิ่มพลังของนิโค้","尼科的充能羅盤",0,"",0,0,0,973078528,0,0,0,16777216,"","",""
70,5,6,0,80,"","MysteryPackTwilightBox",[6759],0,"Receive a random prize with a Twilight theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Crépuscule » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Zwielicht-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","トワイライトテーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","황혼 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba uma premiação aleatória com o tema do Crepúsculo! Ela aparecerá dentro do seu baú e MTX, aguardando para ser desembrulhada.","Получите случайную микротранзакцию на тему Сумрака! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática del Crepúsculo! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต แดนสนธยา แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個傾城暮光主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",381,1300,"","Twilight Mystery Box","Boîte mystère du Crépuscule","Zwielicht-Überraschungskiste","トワイライトミステリーボックス","황혼 미스터리 박스","Caixa Misteriosa do Crepúsculo","Загадочная коробка Сумрака","Caja misteriosa del Crepúsculo","กล่องปริศนาแดนสนธยา","傾城暮光神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
71,5,6,1,80,"","",[],0,"Contains a Random Shaper Guardian Map","Contient une Carte de Gardien du Façonneur aléatoire","Enthält eine zufällige Wächterkarte des Schöpfers","ランダムなシェイパーの守護者のマップ","무작위 쉐이퍼 수호자 지도 포함","Contém um Mapa de Guardião do Criador Aleatório","Содержит случайную карту хранителя Создателя","Contiene un mapa de guardián del Creador aleatorio","ประกอบด้วย แผนที่องค์รักษ์เชปเปอร์แบบสุ่ม 1 ชิ้น","包含 1 個隨機塑者守護者地圖","Art/2DItems/Maps/BattlePassGuardianMap.dds",381,405,"","Shaper Guardian Map","Carte de Gardien du Façonneur","Wächterkarte des Schöpfers","シェイパーの守護者のマップ","쉐이퍼 수호자 지도","Mapa de Guardião do Criador","Карта хранителя Создателя","Mapa de guardián del Creador","แผนที่องครักษ์เชปเปอร์","塑者守護者地圖",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
72,5,7,0,115,"","AtlasPassOracleHelmet",[4053],0,"","","","","","","","","","","",382,1301,"","Oracle Helmet","Casque de l'Oracle","Orakel-Helm","神託のヘルメット","신탁 투구","Elmo do Oráculo","Шлем оракула","Casco de Oráculo","หมวกเทพพยากรณ์","頭部外觀：先知","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
73,5,7,1,115,"","",[],0,"Contains a Random Master's Memory","Contient un Souvenir de Maître aléatoire","Enthält eine zufällige Erinnerung eines Meisters","ランダムなマスターの記憶","무작위 대가의 기억 포함","Contém uma Memória de Mestre Aleatória","Содержит случайное воспоминание Мастера","Contiene un recuerdo de un maestro aleatorio","ประกอบด้วย ความทรงจำของมาสเตอร์แบบสุ่ม 1 ชิ้น","包含 1 個隨機大師的記憶","Art/2DItems/Currency/MemoryLine/BattlePassMemoryLine.dds",382,406,"","Random Memory","Souvenir aléatoire","Zufällige Erinnerung","ランダムな記憶","무작위 기억","Memória Aleatória","Случайное воспоминание","Recuerdo aleatorio","ความทรงจำแบบสุ่ม","隨機記憶",1,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
74,6,0,0,1,"","MysteryPackMidnightPactBox",[6768],0,"Receive a random prize with a Midnight Pact theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Pacte de minuit » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Mitternachtspakt-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","ミッドナイトパクトテーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","심야의 서약 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema da Meia-noite! Ele aparecerá em seu baú de MTX, pronto para ser aberto.","Получите случайную микротранзакцию на тему Полночной сделки! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática del Pacto de medianoche! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Midnight Pact แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個血夜冥約主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",375,1294,"","Midnight Pact Mystery Box","Boîte mystère du Pacte de minuit","Mitternachtspakt-Überraschungskiste","ミッドナイトパクトミステリーボックス","심야의 서약 미스터리 박스","Caia Misteriosa da Meia-Noite","Загадочная коробка Полночной сделки","Caja misteriosa del Pacto de medianoche","กล่องปริศนา Midnight Pact","血夜冥約神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
75,6,0,1,1,"","",[],0,"Contains a Random Tier 2 Kirac's Map","Contient une Carte de Kirac de Palier 2 aléatoire","Enthält eine zufällige Kirac-Karte des Levels 2","ランダムなティア2キラックマップ","무작위 2등급 키락의 지도 1개 포함","Contém um Mapa de Kirac Aleatório de Tier 2","Содержит случайную карту Кирака 2 уровня","Contiene un mapa de Kirac de grado 2 aleatorio","ประกอบด้วย แผนที่คิรัคระดับ 2 แบบสุ่ม 1 ชิ้น","包含 1 個隨機階級 2 的基拉克地圖","Art/2DItems/Maps/BattlePassRandomNormalMap.dds",375,399,"","Contains a Tier 2 Kirac's Map","Contient une Carte de Kirac de Palier 2","Enthält eine Kirac-Karte des Levels 2","ティア2キラックマップ","2등급 키락의 지도 1개 포함","Contém um Mapa de Kirac Tier 2","Содержит карту Кирака 2 уровня","Contiene un mapa de Kirac de grado 2","แผนที่คิรัคระดับ 2","包含 1 個階級 2 的基拉克地圖",2,"",0,0,0,-1375731712,20,0,0,16777216,"","",""
76,6,1,0,8,"","CursebringerBoots",[4179],0,"","","","","","","","","","","",376,1295,"","Cursebringer Boots","Bottes du Maudisseur","Fluchbringer-Stiefel","カースブリンガーブーツ","저주 인도자 장화","Botas do Amaldiçoado","Сапоги Несущего проклятия","Botas de Portador de maldiciones","รองเท้าผู้บังเกิดคำสาป","頭部外觀：咒能先鋒","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
77,6,1,1,8,"","",[],0,"Contains 3 Orbs of Unmaking","Contient 3 Orbes de démantelement","Enthält 3 Sphären der Umkehr","3x 解除のオーブ","취소의 오브 3개 포함","Contém 3 Orbes da Destruição","Содержит 3 сферы небытия","Contiene 3 Orbes de destrucción","ประกอบด้วย Orb of Unmaking 3 ชิ้น","包含 3 顆撤銷石","",376,400,"","Orb of Unmaking","Orbe de démantelement","Sphäre der Umkehr","解除のオーブ","취소의 오브","Orbe da Destruição","Сфера небытия","Orbe de destrucción","Orb of Unmaking","撤銷石",5,"",0,0,0,167772160,0,0,0,50331648,"","",""
78,6,2,0,17,"","MysteryPackAtlantisBox",[6771],0,"Receive a random prize with an Atlantis theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Atlantide » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Atlantis-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","アトランティステーマのランダム賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","아틀란티스 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema de Atlantis! Ele aparecerá em seu baú de MTX, pronto para ser aberto.","Получите случайную микротранзакцию на тему Атлантиды! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Atlantis! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Atlantis แบบสุ่ม! มันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個亞特蘭提斯主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",377,1296,"","Atlantis Mystery Box","Boîte mystère de l'Atlantide","Atlantis-Überraschungskiste","アトランティスミステリーボックス","아틀란티스 미스터리 박스","Caixa Misteriosa de Atlantis","Загадочная коробка Атлантиды","Caja misteriosa de Atlantis","กล่องปริศนา Atlantis","亞特蘭提斯神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
79,6,2,1,17,"","",[],0,"Grants 3 Kirac Master Missions","Octroie 3 Missions de Maître de Kirac","Enthält 3 Kirac-Meistermissionen","3x キラックマスターミッション","키락 대가 임무 3개 부여","Contém 3 Missões de Mestres do Kirac","Содержит 3 задания Кирака","Otorga 3 misiones de maestro de Kirac","มอบ ภารกิจมาสเตอร์คิรัค 3 ภารกิจ","給予 3 個基拉克大師任務","Art/2DItems/Maps/BattlePassKiracMasterMissionIcon.dds",377,401,"","Kirac Master Missions","Missions de Maître de Kirac","Kirac-Meistermissionen","キラックマスターミッション","키락 대가 임무","Missões de Mestre do Kirac","Задания Кирака","Misiones de maestro de Kirac","ภารกิจมาสเตอร์คิรัค","基拉克大師任務",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
80,6,3,0,27,"","CursebringerGloves",[4180],0,"","","","","","","","","","","",378,1297,"","Cursebringer Gloves","Gants du Maudisseur","Fluchbringer-Handschuhe","カースブリンガーグローブ","저주 인도자 장갑","Luvas do Amaldiçoado","Перчатки Несущего проклятия","Guantes de Portador de maldiciones","ถุงมือผู้บังเกิดคำสาป","手部外觀：咒能先鋒","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
81,6,3,1,27,"","",[],0,"Contains a Random Unique Map up to Tier 5","Contient une Carte Unique aléatoire (Palier 5 maximum)","Enthält eine zufällige einzigartige Karte bis Level 5","ティア5までのランダムなユニークマップ","최대 5등급의 무작위 고유 지도 1개 포함","Contém um Mapa Único Aleatório até o tier 5","Содержит случайную уникальную карту не выше 5 уровня","Contiene un mapa único aleatorio de hasta grado 5","ประกอบด้วย แผนที่ยูนิคแบบสุ่ม 1 ชิ้น ที่มีระดับสูงสุด 5","包含 1 張階級最高 5 的傳奇地圖","Art/2DItems/Maps/VaultPassRandomMap.dds",378,402,"","Unique Map","Carte unique","Einzigartige Karte","ユニークマップ","고유 지도","Mapa Único","Уникальная карта","Mapa único","แผนที่ยูนิค","傳奇地圖",3,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
