"rownum","Metadata","AreaLevel","SpawnsMonsters","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","bool_60","bool_61","bool_62","bool_63","bool_64","bool_65","i32_66","i32_70","i32_74","i32_78","rid_82","bool_98","bool_99","Script1","bool_108","bool_109","Script2","[i32]_118","i32_134","i32_138","i32_142","i32_146","i32_150","i32_154","i32_158","i32_162"
404,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems3",73,[7959],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,17,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
405,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems3",78,[7959],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,18,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
406,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems3",80,[7959],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,19,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
407,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems3",83,[7959],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
408,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_icegolems_boss",1,[7958],0,0,0,200,300,0,0,65792,"",1,"","","","",0,0,0,0,3,1,"","","","","",[],0,0,0,0,1,1,1,1
409,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",1,[7961],0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,20,20,1,1
410,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",4,[7961],0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,20,20,1,1
411,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",9,[7961],0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","",[],0,0,0,0,20,20,1,1
412,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",13,[7961],0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,10,3,"",1,"","","","","",[],0,0,0,0,20,20,1,1
413,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",25,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,13,4,"",1,"","","","","",[],0,0,0,0,20,20,1,1
414,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",40,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
415,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",55,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
416,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",68,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,16,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
417,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",73,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,17,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
418,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",78,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,18,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
419,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",80,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,19,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
420,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves2",83,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
421,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",1,[7961],0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
422,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",4,[7961],0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
423,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",9,[7961],0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
424,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",13,[7961],0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,10,3,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
425,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",25,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,13,4,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
426,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",40,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
427,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",55,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
428,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",68,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,16,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
429,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",73,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,17,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
430,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",78,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,18,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
431,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",80,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,19,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
432,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves3",83,[7961],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
433,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_wolves_boss",1,[7962],0,0,0,200,300,0,0,65792,"",1,"","","","",0,0,0,0,3,1,"","","","","",[],0,0,0,0,1,1,1,1
434,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",1,[7960],0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
435,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",4,[7960],0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
436,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",9,[7960],0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,8,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
437,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",13,[7960],0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,11,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
438,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",25,[7960],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,14,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
439,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",40,[7960],0,0,0,567,903,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
440,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",55,[7960],0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
441,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",68,[7960],0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
442,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",73,[7960],0,0,0,285,440,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
443,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",78,[7960],0,0,0,243,370,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
444,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",80,[7960],0,0,0,226,342,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
445,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern",83,[7960],0,0,0,200,300,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,10,10,1,1
446,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",1,[7960],0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
447,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",4,[7960],0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
448,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",9,[7960],0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,11,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
449,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",13,[7960],0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
450,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",25,[7960],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
451,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",40,[7960],0,0,0,567,903,0,0,65792,"",1,"","","","",0,0,23,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
452,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",55,[7960],0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,23,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
453,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",68,[7960],0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,24,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
454,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",73,[7960],0,0,0,285,440,0,0,65792,"",1,"","","","",0,0,26,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
455,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",78,[7960],0,0,0,243,370,0,0,65792,"",1,"","","","",0,0,27,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
456,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",80,[7960],0,0,0,226,342,0,0,65792,"",1,"","","","",0,0,29,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
457,"Metadata/Monsters/LeagueBlight/Spawners/ColdEncounterWave_coldwyvern2",83,[7960],0,0,0,200,300,0,0,65792,"",1,"","","","",0,0,30,0,"",1,"","","","","",[],0,0,0,0,16,16,1,1
458,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",1,"[7963,7964,7965]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
459,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",4,"[7963,7964,7965]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
460,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",9,"[7963,7964,7965]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,5,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
461,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",13,"[7963,7964,7965]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
462,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",25,"[7963,7964,7965]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,9,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
463,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",40,"[7963,7964,7965]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
464,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",55,"[7963,7964,7965]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
465,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",68,"[7963,7964,7965]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
466,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",73,"[7963,7964,7965]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
467,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",78,"[7963,7964,7965]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
468,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",80,"[7963,7964,7965]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
469,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_slow",83,"[7963,7964,7965]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
470,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",1,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
471,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",4,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
472,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",9,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,5,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
473,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",13,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
474,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",25,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,9,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
475,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",40,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
476,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",55,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
477,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",68,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
478,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",73,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
479,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",78,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
480,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",80,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
481,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed",83,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,15,15,1,1
482,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",1,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
483,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",4,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
484,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",9,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
485,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",13,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,10,3,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
486,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",25,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,13,4,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
487,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",40,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
488,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",55,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
489,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",68,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,16,5,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
490,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",73,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,17,5,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
491,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",78,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,18,5,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
492,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",80,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,19,5,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
493,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed2",83,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,5,"",1,"","","","","","[3,3,3,1,1,1,3]",0,0,0,0,20,20,1,1
494,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",1,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
495,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",4,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
496,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",9,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
497,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",13,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,10,3,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
498,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",25,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,13,4,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
499,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",40,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
500,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",55,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
501,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",68,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,16,5,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
502,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",73,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,17,5,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
503,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",78,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,18,5,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
504,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",80,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,19,5,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
505,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed3",83,"[7963,7964,7965,7966,7967,7968,7969]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,5,"",1,"","ModifyState( spawn_count, +1 );","","","","[3,3,3,1,1,1,3]",0,0,0,0,25,25,1,1
506,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_mixed_boss",1,[7972],0,0,0,200,300,0,0,65792,"",1,"","","","",0,0,0,0,3,1,"","","","","",[],0,0,0,0,1,1,1,1
507,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_fast",1,"[7963,7976]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[3,1]",0,0,0,0,15,15,1,1
508,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_fast",4,"[7963,7976]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","","[3,1]",0,0,0,0,15,15,1,1
509,"Metadata/Monsters/LeagueBlight/Spawners/LightningEncounterWave_skeleton_fast",9,"[7963,7976]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,8,0,"",1,"","","","","","[3,1]",0,0,0,0,15,15,1,1
