"rownum","string_0","MapStatConditionsKeys","StatsKeys","AchievementItemsKeys","MapTierAchievementsKeys","bool_72","WorldAreasKeys","Ruleset"
350,"ChayulaStalkCompletionsNoBoss",[],[],[11069],[],1,[1921],[]
351,"ChayulaStalkCompletionsBoss",[],[],[11069],[],1,[1922],[]
352,"RareTier1Map","[169,1]",[],[11220],[],1,[0],[]
353,"RareTier2Map","[170,1]",[],[11431],[],1,[0],[]
354,"RareTier3Map","[171,1]",[],[11432],[],1,[0],[]
355,"RareTier4Map","[172,1]",[],[11433],[],1,[0],[]
356,"RareTier5Map","[173,1]",[],[11434],[],1,[0],[]
357,"RareTier6Map","[174,1]",[],[11435],[],1,[0],[]
358,"RareTier7Map","[175,1]",[],[11436],[],1,[0],[]
359,"RareTier8Map","[176,1]",[],[11437],[],1,[0],[]
360,"RareTier9Map","[177,1]",[],[11438],[],1,[0],[]
361,"RareTier10Map","[178,1]",[],[11439],[],1,[0],[]
362,"RareTier11Map","[179,1]",[],[11440],[],1,[0],[]
363,"RareTier12Map","[180,1]",[],[11441],[],1,[0],[]
364,"RareTier13Map","[181,1]",[],[11442],[],1,[0],[]
365,"RareTier14Map","[182,1]",[],[11443],[],1,[0],[]
366,"RareTier15Map","[183,1]",[],[11444],[],1,[0],[]
367,"RareTier16Map","[184,1]",[],[11445],[],1,[0],[]
368,"MapZanaInfluenceQuantity","[158,1]",[1040],[11390],[],1,[0],[]
369,"Abomination150Q5ScarabMaxDeliCorrupted","[168,166,5,58]",[],[11674],[],1,[1279],[]
370,"Citadel150Q5ScarabMaxDeliCorrupted","[168,166,5,58]",[],[11675],[],1,[1277],[]
371,"Fortress150Q5ScarabMaxDeliCorrupted","[168,166,5,58]",[],[11676],[],1,[1278],[]
372,"Sanctuary150Q5ScarabMaxDeliCorrupted","[168,166,5,58]",[],[11677],[],1,[1276],[]
373,"Ziggurat150Q5ScarabMaxDeliCorrupted","[168,166,5,58]",[],[11678],[],1,[1280],[]
374,"Abomination150Q",[167],[],[11407],[],1,[1279],[]
375,"Citadel150Q",[167],[],[11408],[],1,[1277],[]
376,"Fortress150Q",[167],[],[11409],[],1,[1278],[]
377,"Sanctuary150Q",[167],[],[11410],[],1,[1276],[]
378,"Ziggurat150Q",[167],[],[11411],[],1,[1280],[]
379,"AtLeast1DivinationScarabMapRareTier11","[186,1,18]",[],[11573],[],1,[0],[]
380,"AtLeast1CartograhpyScarabMapRareTier14","[185,1,75]",[20484],[11311],[],1,[0],[]
381,"AtLeast1DivinationScarabMapRareTier14","[186,1,75]",[20486],[11312],[],1,[0],[]
382,"AtLeast1TitanicScarabMapRareTier14","[187,1,75]",[20485],[11313],[],1,[0],[]
383,"AtLeast1BestiaryScarabMapRareTier14","[188,1,75]",[20482],[11314],[],1,[0],[]
384,"AtLeast1BetrayalScarabMapRareTier14","[189,1,75]",[20502],[11315],[],1,[0],[]
385,"AtLeast1DelveScarabMapRareTier14","[190,1,75]",[20491],[11316],[],1,[0],[]
386,"AtLeast1IncursionScarabMapRareTier14","[191,1,75]",[20506],[11317],[],1,[0],[]
387,"AtLeast1AnarchyScarabMapRareTier14","[192,1,75]",[20495],[11318],[],1,[0],[]
388,"AtLeast1DominationScarabMapRareTier14","[193,1,75]",[20501],[11319],[],1,[0],[]
389,"AtLeast1EssenceScarabMapRareTier14","[194,1,75]",[20504],[11320],[],1,[0],[]
390,"AtLeast1StrongboxScarabMapRareTier14","[195,1,75]",[20488],[11321],[],1,[0],[]
391,"AtLeast1TormentScarabMapRareTier14","[196,1,75]",[20487],[11322],[],1,[0],[]
392,"AtLeast1InfluenceScarabMapRareTier14","[197,1,75]",[20494],[11323],[],1,[0],[]
393,"AtLeast1AbyssScarabMapRareTier14","[198,1,75]",[20493],[11324],[],1,[0],[]
394,"AtLeast1BeyondScarabMapRareTier14","[199,1,75]",[20498],[11325],[],1,[0],[]
395,"AtLeast1BlightScarabMapRareTier14","[200,1,75]",[20492],[11326],[],1,[0],[]
396,"AtLeast1BreachScarabMapRareTier14","[201,1,75]",[20483],[11327],[],1,[0],[]
397,"AtLeast1DeliriumScarabMapRareTier14","[202,1,75]",[20497],[11328],[],1,[0],[]
398,"AtLeast1ExpeditionScarabMapRareTier14","[203,1,75]",[20505],[11329],[],1,[0],[]
399,"AtLeast1HarvestScarabMapRareTier14","[204,1,75]",[20500],[11330],[],1,[0],[]
400,"AtLeast1KalguuranScarabMapRareTier14","[205,1,75]",[21215],[11331],[],1,[0],[]
401,"AtLeast1LegionScarabMapRareTier14","[206,1,75]",[20490],[11332],[],1,[0],[]
402,"AtLeast1RitualScarabMapRareTier14","[207,1,75]",[20499],[11333],[],1,[0],[]
403,"AtLeast1UltimatumScarabMapRareTier14","[208,1,75]",[20503],[11334],[],1,[0],[]
404,"AtLeast1MiscScarabMapRareTier14","[209,1,75]",[20496],[11335],[],1,[0],[]
405,"AtLeast1HornedScarabMapRareTier14","[210,1,75]",[20507],[11336],[],1,[0],[]
406,"MapScarabTiers16PlusRare","[1,134]",[18656],"[11426,11471]",[],1,[0],[]
407,"templarAstrolabeMapTier14Rare","[211,1,75]",[],[11378],[],1,[0],[]
408,"fruitingAstrolabeMapTier14Rare","[212,1,75]",[],[11379],[],1,[0],[]
409,"lightlessAstrolabeMapTier14Rare","[213,1,75]",[],[11380],[],1,[0],[]
410,"graspingAstrolabeMapTier14Rare","[214,1,75]",[],[11381],[],1,[0],[]
411,"namelessAstrolabeMapTier14Rare","[215,1,75]",[],[11382],[],1,[0],[]
412,"fungalAstrolabeMapTier14Rare","[216,1,75]",[],[11383],[],1,[0],[]
413,"chaoticAstrolabeMapTier14Rare","[217,1,75]",[],[11384],[],1,[0],[]
414,"enshroudedAstrolabeMapTier14Rare","[218,1,75]",[],[11385],[],1,[0],[]
415,"timelessAstrolabeMapTier14Rare","[219,1,75]",[],[11386],[],1,[0],[]
416,"runicAstrolabeMapTier14Rare","[220,1,75]",[],[11387],[],1,[0],[]
417,"prospectingAstrolabeMapTier14Rare","[221,1,75]",[],[11388],[],1,[0],[]
418,"AstrolabeJuicedMap","[222,21,168,1]",[],[11416],[],1,[0],[]
419,"OriginatorRareMapTier1670ItemQuantity","[158,134,104]",[],[11473],[],1,[0],[]
420,"BlightedMap",[61],[],[11536],[],1,[0],[]
421,"UberBlightedMap",[62],[],[11536],[],1,[0],[]
422,"templarAstrolabeMapTier16Rare5Scarabs","[211,1,134,166]",[],[11629],[],1,[0],[]
423,"fruitingAstrolabeMapTier16Rare5Scarabs","[212,1,134,166]",[],[11630],[],1,[0],[]
424,"lightlessAstrolabeMapTier16Rare5Scarabs","[213,1,134,166]",[],[11631],[],1,[0],[]
425,"graspingAstrolabeMapTier16Rare5Scarabs","[214,1,134,166]",[],[11632],[],1,[0],[]
426,"namelessAstrolabeMapTier16Rare5Scarabs","[215,1,134,166]",[],[11633],[],1,[0],[]
427,"fungalAstrolabeMapTier16Rare5Scarabs","[216,1,134,166]",[],[11634],[],1,[0],[]
428,"chaoticAstrolabeMapTier16Rare5Scarabs","[217,1,134,166]",[],[11635],[],1,[0],[]
429,"enshroudedAstrolabeMapTier16Rare5Scarabs","[218,1,134,166]",[],[11636],[],1,[0],[]
430,"timelessAstrolabeMapTier16Rare5Scarabs","[219,1,134,166]",[],[11637],[],1,[0],[]
431,"runicAstrolabeMapTier16Rare5Scarabs","[220,1,134,166]",[],[11638],[],1,[0],[]
432,"AtLeast1MercenaryScarab","[223,224]",[],[11548],[],"",[0],[]
433,"OriginatorAndAstrolabeMap","[222,158]",[],[11612],[],1,[0],[]
434,"CompleteT16ZanaMapsExplicitMods","[158,21,1]",[4566],[11702],[],1,[0],[]
435,"AbominationExplicitMods",[1],[4566],[11702],[],1,[1279],[]
436,"CitadelExplicitMods",[1],[4566],[11702],[],1,[1277],[]
437,"FortressExplicitMods",[1],[4566],[11702],[],1,[1278],[]
438,"SanctuaryExplicitMods",[1],[4566],[11702],[],1,[1276],[]
439,"ZigguratExplicitMods",[1],[4566],[11702],[],1,[1280],[]
440,"UntaintedParadiseAtlasNodeComplete",[],[],[11725],[],1,"[1000,848,771,1178]",[]
