"rownum","rid_0","rid_16","i32_32","TextAudio","rid_52","i32_68","i32_72","i32_76","i32_80","i32_84","i32_88","i32_92","i32_96","bool_100","bool_101","bool_102"
385,7,0,12,[15233],"",0,3,0,0,0,0,0,0,"",1,""
386,7,0,13,[15362],"",0,3,0,0,0,0,0,0,"",1,""
387,7,0,14,[15501],"",0,3,0,0,0,0,0,0,"",1,""
388,7,0,15,[15622],"",0,3,0,0,0,0,0,0,"",1,""
389,7,0,16,[15855],"",0,3,0,0,0,0,0,0,"",1,""
390,7,0,17,[15980],"",0,3,0,0,0,0,0,0,"",1,""
391,7,1,0,[15746],"",2,3,0,0,0,0,0,0,"",1,1
392,7,1,1,[15747],"",3,3,0,0,0,0,0,0,"",1,1
393,7,1,2,[15748],"",0,3,1,0,0,0,0,0,"",1,1
394,7,1,3,[15749],"",0,3,2,0,0,0,0,0,"",1,1
395,7,1,4,[15750],"",0,3,0,1,0,0,0,0,"",1,1
396,7,1,5,[15751],"",0,3,0,2,0,0,0,0,"",1,1
397,7,1,6,[15752],"",0,3,0,0,1,0,0,0,"",1,1
398,7,1,7,[15753],"",0,3,0,0,2,0,0,0,"",1,1
399,7,2,0,[15754],"",0,3,0,0,0,0,0,0,"",1,1
400,7,2,1,[15755],"",0,3,0,0,0,0,0,0,"",1,1
401,7,2,2,[15756],"",0,3,0,0,0,0,0,0,"",1,1
402,7,2,3,[15757],"",0,3,0,0,0,0,0,0,"",1,1
403,7,2,4,[15758],"",0,3,0,0,0,0,0,0,"",1,1
404,7,2,5,[15759],"",0,3,0,0,0,0,0,0,"",1,1
405,7,4,0,[15760],"",0,3,0,0,0,0,0,0,"",1,1
406,7,4,1,[15761],"",0,3,0,0,0,0,0,0,"",1,1
407,7,4,2,[15762],"",0,3,0,0,0,0,0,0,"",1,1
408,7,5,0,[15766],"",0,3,0,0,0,0,0,0,"",1,1
409,7,5,1,[15767],"",0,3,0,0,0,0,0,0,"",1,1
410,7,5,2,[15768],"",0,3,0,0,0,0,0,0,"",1,1
411,7,6,0,[15772],"",0,3,0,0,0,0,0,0,"",1,1
412,7,6,1,[15773],"",0,3,0,0,0,0,0,0,"",1,1
413,7,6,2,[15774],"",0,3,0,0,0,0,0,0,"",1,1
414,7,7,0,[15778],"",0,3,0,0,0,0,0,0,"",1,1
415,7,7,1,[15779],"",0,3,0,0,0,0,0,0,"",1,1
416,7,7,2,[15780],"",0,3,0,0,0,0,0,0,"",1,1
417,7,3,0,[15784],"",0,3,0,0,0,2,0,0,"",1,1
418,7,3,1,[15785],"",0,3,0,0,0,1,0,0,"",1,1
419,7,3,2,[15786],"",0,3,0,0,0,1,0,0,"",1,1
420,9,0,0,[14986],"",2,1,0,0,0,0,0,0,"",1,1
421,9,0,1,[14987],"",2,0,0,0,0,0,0,0,"",1,1
422,9,0,2,[14988],"",2,2,0,0,0,0,0,0,"",1,1
423,9,0,3,[14989],"",3,1,0,0,0,0,0,0,"",1,1
424,9,0,4,[14990],"",3,0,0,0,0,0,0,0,"",1,1
425,9,0,5,[14991],"",3,2,0,0,0,0,0,0,"",1,1
426,9,0,6,[14992],"",1,1,0,0,0,0,0,0,"",1,1
427,9,0,7,[14993],"",1,0,0,0,0,0,0,0,"",1,1
428,9,0,8,[14994],"",1,2,0,0,0,0,0,0,"",1,1
429,9,0,9,[14904],"",0,3,0,0,0,0,0,0,"",1,1
430,9,0,10,[15110],"",0,3,0,0,0,0,0,0,"",1,""
431,9,0,11,[15225],"",0,3,0,0,0,0,0,0,"",1,""
432,9,0,12,[15364],"",0,3,0,0,0,0,0,0,"",1,""
433,9,0,13,[15503],"",0,3,0,0,0,0,0,0,"",1,""
434,9,0,14,[15615],"",0,3,0,0,0,0,0,0,"",1,""
435,9,0,15,[15737],"",0,3,0,0,0,0,0,0,"",1,""
436,9,0,16,[15857],"",0,3,0,0,0,0,0,0,"",1,""
437,9,0,17,[15973],"",0,3,0,0,0,0,0,0,"",1,""
438,9,1,0,[15004],"",2,3,0,0,0,0,0,0,"",1,1
439,9,1,1,[15005],"",3,3,0,0,0,0,0,0,"",1,1
440,9,1,2,[15006],"",0,3,1,0,0,0,0,0,"",1,1
441,9,1,3,[15007],"",0,3,2,0,0,0,0,0,"",1,1
442,9,1,4,[15008],"",0,3,0,1,0,0,0,0,"",1,1
443,9,1,5,[15009],"",0,3,0,2,0,0,0,0,"",1,1
444,9,1,6,[15010],"",0,3,0,0,1,0,0,0,"",1,1
445,9,1,7,[15011],"",0,3,0,0,2,0,0,0,"",1,1
446,9,2,0,[15012],"",0,3,0,0,0,0,0,0,"",1,1
447,9,2,1,[15013],"",0,3,0,0,0,0,0,0,"",1,1
448,9,2,2,[15014],"",0,3,0,0,0,0,0,0,"",1,1
449,9,2,458,[15015],"",0,3,0,0,0,0,0,0,"",1,1
450,9,2,457,[15016],"",0,3,0,0,0,0,0,0,"",1,1
451,9,2,456,[15017],"",0,3,0,0,0,0,0,0,"",1,1
452,9,4,0,[15018],"",0,3,0,0,0,0,0,0,"",1,1
453,9,4,1,[15019],"",0,3,0,0,0,0,0,0,"",1,1
454,9,4,2,[15020],"",0,3,0,0,0,0,0,0,"",1,1
455,9,5,0,[15024],"",0,3,0,0,0,0,0,0,"",1,1
456,9,5,1,[15025],"",0,3,0,0,0,0,0,0,"",1,1
457,9,5,2,[15026],"",0,3,0,0,0,0,0,0,"",1,1
458,9,6,0,[15030],"",0,3,0,0,0,0,0,0,"",1,1
459,9,6,1,[15031],"",0,3,0,0,0,0,0,0,"",1,1
460,9,6,2,[15032],"",0,3,0,0,0,0,0,0,"",1,1
461,9,7,0,[15036],"",0,3,0,0,0,0,0,0,"",1,1
462,9,7,1,[15037],"",0,3,0,0,0,0,0,0,"",1,1
463,9,7,2,[15038],"",0,3,0,0,0,0,0,0,"",1,1
464,9,3,0,[15042],"",0,3,0,0,0,2,0,0,"",1,1
465,9,3,1,[15043],"",0,3,0,0,0,2,0,0,"",1,1
466,9,3,2,[15044],"",0,3,0,0,0,1,0,0,"",1,1
467,9,3,3,[15045],"",0,3,0,0,0,1,0,0,"",1,1
468,3,0,0,[15606],"",2,1,0,0,0,0,0,0,"",1,1
469,3,0,1,[15607],"",2,0,0,0,0,0,0,0,"",1,1
470,3,0,2,[15608],"",2,2,0,0,0,0,0,0,"",1,1
471,3,0,3,[15609],"",3,1,0,0,0,0,0,0,"",1,1
472,3,0,4,[15610],"",3,0,0,0,0,0,0,0,"",1,1
473,3,0,5,[15611],"",3,2,0,0,0,0,0,0,"",1,1
474,3,0,6,[15612],"",1,1,0,0,0,0,0,0,"",1,1
475,3,0,7,[15613],"",1,0,0,0,0,0,0,0,"",1,1
476,3,0,8,[15614],"",1,2,0,0,0,0,0,0,"",1,1
477,3,0,9,[14905],"",0,3,0,0,0,0,0,0,"",1,1
478,3,0,10,[14996],"",0,3,0,0,0,0,0,0,"",1,""
479,3,0,11,[15111],"",0,3,0,0,0,0,0,0,"",1,""
480,3,0,12,[15226],"",0,3,0,0,0,0,0,0,"",1,""
481,3,0,13,[15358],"",0,3,0,0,0,0,0,0,"",1,""
482,3,0,14,[15497],"",0,3,0,0,0,0,0,0,"",1,""
483,3,0,15,[15738],"",0,3,0,0,0,0,0,0,"",1,""
484,3,0,16,[15851],"",0,3,0,0,0,0,0,0,"",1,""
485,3,0,17,[15974],"",0,3,0,0,0,0,0,0,"",1,""
486,3,1,0,[15624],"",2,3,0,0,0,0,0,0,"",1,1
487,3,1,1,[15626],"",3,3,0,0,0,0,0,0,"",1,1
488,3,1,2,[15628],"",0,3,1,0,0,0,0,0,"",1,1
489,3,1,3,[15630],"",0,3,2,0,0,0,0,0,"",1,1
490,3,1,4,[15632],"",0,3,0,1,0,0,0,0,"",1,1
491,3,1,5,[15634],"",0,3,0,2,0,0,0,0,"",1,1
492,3,1,6,[15636],"",0,3,0,0,1,0,0,0,"",1,1
493,3,1,7,[15638],"",0,3,0,0,2,0,0,0,"",1,1
494,3,2,0,[15640],"",0,3,0,0,0,0,0,0,"",1,1
495,3,2,1,[15641],"",0,3,0,0,0,0,0,0,"",1,1
496,3,2,2,[15642],"",0,3,0,0,0,0,0,0,"",1,1
497,3,2,3,[15643],"",0,3,0,0,0,0,0,0,"",1,1
498,3,2,4,[15644],"",0,3,0,0,0,0,0,0,"",1,1
499,3,2,5,[15645],"",0,3,0,0,0,0,0,0,"",1,1
500,3,4,0,[15646],"",0,3,0,0,0,0,0,0,"",1,1
501,3,4,1,[15647],"",0,3,0,0,0,0,0,0,"",1,1
502,3,4,2,[15648],"",0,3,0,0,0,0,0,0,"",1,1
503,3,5,0,[15652],"",0,3,0,0,0,0,0,0,"",1,1
504,3,5,1,[15653],"",0,3,0,0,0,0,0,0,"",1,1
505,3,5,2,[15654],"",0,3,0,0,0,0,0,0,"",1,1
506,3,6,0,[15658],"",0,3,0,0,0,0,0,0,"",1,1
507,3,6,1,[15659],"",0,3,0,0,0,0,0,0,"",1,1
508,3,6,2,[15660],"",0,3,0,0,0,0,0,0,"",1,1
509,3,7,0,[15664],"",0,3,0,0,0,0,0,0,"",1,1
510,3,7,1,[15665],"",0,3,0,0,0,0,0,0,"",1,1
511,3,7,2,[15666],"",0,3,0,0,0,0,0,0,"",1,1
512,3,3,0,[15670],"",0,3,0,0,0,2,0,0,"",1,1
513,3,3,1,[15671],"",0,3,0,0,0,2,0,0,"",1,1
514,3,3,2,[15672],"",0,3,0,0,0,1,0,0,"",1,1
515,3,3,3,[15673],"",0,3,0,0,0,1,0,0,"",1,1
516,6,0,0,[15487],"",2,1,0,0,0,0,0,0,"",1,1
517,6,0,1,[15488],"",2,0,0,0,0,0,0,0,"",1,1
518,6,0,2,[15489],"",2,2,0,0,0,0,0,0,"",1,1
519,6,0,3,[15490],"",3,1,0,0,0,0,0,0,"",1,1
520,6,0,4,[15491],"",3,0,0,0,0,0,0,0,"",1,1
521,6,0,5,[15492],"",3,2,0,0,0,0,0,0,"",1,1
522,6,0,6,[15493],"",1,1,0,0,0,0,0,0,"",1,1
523,6,0,7,[15494],"",1,0,0,0,0,0,0,0,"",1,1
524,6,0,8,[15495],"",1,2,0,0,0,0,0,0,"",1,1
525,6,0,9,[14909],"",0,3,0,0,0,0,0,0,"",1,1
526,6,0,10,[15000],"",0,3,0,0,0,0,0,0,"",1,""
527,6,0,11,[15115],"",0,3,0,0,0,0,0,0,"",1,""
528,6,0,12,[15230],"",0,3,0,0,0,0,0,0,"",1,""
529,6,0,13,[15361],"",0,3,0,0,0,0,0,0,"",1,""
530,6,0,14,[15619],"",0,3,0,0,0,0,0,0,"",1,""
531,6,0,15,[15742],"",0,3,0,0,0,0,0,0,"",1,""
532,6,0,16,[15854],"",0,3,0,0,0,0,0,0,"",1,""
533,6,0,17,[15977],"",0,3,0,0,0,0,0,0,"",1,""
534,6,1,0,[15505],"",2,3,0,0,0,0,0,0,"",1,1
535,6,1,1,[15507],"",3,3,0,0,0,0,0,0,"",1,1
536,6,1,2,[15509],"",0,3,1,0,0,0,0,0,"",1,1
537,6,1,3,[15511],"",0,3,2,0,0,0,0,0,"",1,1
538,6,1,4,[15513],"",0,3,0,1,0,0,0,0,"",1,1
539,6,1,5,[15515],"",0,3,0,2,0,0,0,0,"",1,1
540,6,1,6,[15517],"",0,3,0,0,1,0,0,0,"",1,1
541,6,1,7,[15519],"",0,3,0,0,2,0,0,0,"",1,1
542,6,2,0,[15521],"",0,3,0,0,0,0,0,0,"",1,1
543,6,2,1,[15522],"",0,3,0,0,0,0,0,0,"",1,1
544,6,2,2,[15523],"",0,3,0,0,0,0,0,0,"",1,1
545,6,2,3,[15524],"",0,3,0,0,0,0,0,0,"",1,1
546,6,2,4,[15525],"",0,3,0,0,0,0,0,0,"",1,1
547,6,2,5,[15526],"",0,3,0,0,0,0,0,0,"",1,1
548,6,4,0,[15529],"",0,3,0,0,0,0,0,0,"",1,1
549,6,4,1,[15530],"",0,3,0,0,0,0,0,0,"",1,1
550,6,4,2,[15531],"",0,3,0,0,0,0,0,0,"",1,1
551,6,5,0,[15535],"",0,3,0,0,0,0,0,0,"",1,1
552,6,5,1,[15536],"",0,3,0,0,0,0,0,0,"",1,1
553,6,5,2,[15537],"",0,3,0,0,0,0,0,0,"",1,1
554,6,6,0,[15541],"",0,3,0,0,0,0,0,0,"",1,1
555,6,6,1,[15542],"",0,3,0,0,0,0,0,0,"",1,1
556,6,6,2,[15543],"",0,3,0,0,0,0,0,0,"",1,1
557,6,7,0,[15547],"",0,3,0,0,0,0,0,0,"",1,1
558,6,7,1,[15548],"",0,3,0,0,0,0,0,0,"",1,1
559,6,7,2,[15549],"",0,3,0,0,0,0,0,0,"",1,1
560,6,3,0,[15553],"",0,3,0,0,0,2,0,0,"",1,1
561,6,3,1,[15554],"",0,3,0,0,0,2,0,0,"",1,1
562,6,3,2,[15555],"",0,3,0,0,0,2,0,0,"",1,1
563,6,3,3,[15556],"",0,3,0,0,0,2,0,0,"",1,1
564,6,3,4,[15557],"",0,3,0,0,0,1,0,0,"",1,1
565,2,8,0,[14944],"",0,3,0,0,0,0,0,0,"",1,1
566,2,8,1,[14945],"",0,3,0,0,0,0,0,0,"",1,""
567,9,8,2,[15048],"",0,3,0,0,0,0,0,0,"",1,""
568,9,8,3,[15049],"",0,3,0,0,0,0,0,0,"",1,""
569,9,8,4,[15050],"",0,3,0,0,0,0,0,0,"",1,""
570,9,8,5,[15051],"",0,3,0,0,0,0,0,0,"",1,""
571,5,8,6,[15166],"",0,3,0,0,0,0,0,0,"",1,""
572,5,8,7,[15167],"",0,3,0,0,0,0,0,0,"",1,""
573,5,8,8,[15168],"",0,3,0,0,0,0,0,0,"",1,""
574,5,8,9,[15169],"",0,3,0,0,0,0,0,0,"",1,""
575,8,8,10,[15284],"",0,3,0,0,0,0,0,0,"",1,""
576,8,8,11,[15285],"",0,3,0,0,0,0,0,0,"",1,""
577,8,8,12,[15286],"",0,3,0,0,0,0,0,0,"",1,""
578,8,8,13,[15287],"",0,3,0,0,0,0,0,0,"",1,""
579,10,8,14,[15419],"",0,3,0,0,0,0,0,0,"",1,""
580,10,8,15,[15420],"",0,3,0,0,0,0,0,0,"",1,""
581,10,8,16,[15421],"",0,3,0,0,0,0,0,0,"",1,""
582,10,8,17,[15422],"",0,3,0,0,0,0,0,0,"",1,""
583,6,8,18,[15558],"",0,3,0,0,0,0,0,0,"",1,""
584,6,8,19,[15559],"",0,3,0,0,0,0,0,0,"",1,""
585,6,8,20,[15560],"",0,3,0,0,0,0,0,0,"",1,""
586,6,8,21,[15561],"",0,3,0,0,0,0,0,0,"",1,""
587,3,8,22,[15676],"",0,3,0,0,0,0,0,0,"",1,""
588,3,8,23,[15677],"",0,3,0,0,0,0,0,0,"",1,""
589,3,8,24,[15678],"",0,3,0,0,0,0,0,0,"",1,""
590,3,8,25,[15679],"",0,3,0,0,0,0,0,0,"",1,""
591,7,8,26,[15788],"",0,3,0,0,0,0,0,0,"",1,""
592,7,8,27,[15789],"",0,3,0,0,0,0,0,0,"",1,""
593,7,8,28,[15790],"",0,3,0,0,0,0,0,0,"",1,""
594,7,8,29,[15791],"",0,3,0,0,0,0,0,0,"",1,""
595,1,8,30,[15900],"",0,3,0,0,0,0,0,0,"",1,""
596,1,8,31,[15901],"",0,3,0,0,0,0,0,0,"",1,""
597,1,8,32,[15902],"",0,3,0,0,0,0,0,0,"",1,""
598,1,8,33,[15903],"",0,3,0,0,0,0,0,0,"",1,""
599,4,8,34,[16029],"",0,3,0,0,0,0,0,0,"",1,""
600,4,8,35,[16030],"",0,3,0,0,0,0,0,0,"",1,""
601,4,8,36,[16031],"",0,3,0,0,0,0,0,0,"",1,""
602,4,8,37,[16032],"",0,3,0,0,0,0,0,0,"",1,""
603,3,8,38,[14970],"",0,3,0,0,0,0,0,0,"",1,""
604,8,8,39,[15080],"",0,3,0,0,0,0,0,0,"",1,""
605,4,8,40,[15081],"",0,3,0,0,0,0,0,0,"",1,""
606,6,8,41,[15196],"",0,3,0,0,0,0,0,0,"",1,""
607,1,8,42,[15197],"",0,3,0,0,0,0,0,0,"",1,""
608,9,8,43,[15326],"",0,3,0,0,0,0,0,0,"",1,""
609,4,8,44,[15327],"",0,3,0,0,0,0,0,0,"",1,""
610,3,8,45,[15460],"",0,3,0,0,0,0,0,0,"",1,""
611,7,8,46,[15586],"",0,3,0,0,0,0,0,0,"",1,""
612,10,8,47,[15711],"",0,3,0,0,0,0,0,0,"",1,""
613,2,8,48,[15712],"",0,3,0,0,0,0,0,0,"",1,""
614,1,8,49,[15825],"",0,3,0,0,0,0,0,0,"",1,""
615,6,8,50,[15942],"",0,3,0,0,0,0,0,0,"",1,""
616,9,8,51,[16059],"",0,3,0,0,0,0,0,0,"",1,""
617,8,8,52,[16060],"",0,3,0,0,0,0,0,0,"",1,""
618,2,9,0,[14946],"",0,3,0,0,0,0,0,0,"",1,""
619,2,9,1,[14947],"",0,3,0,0,0,0,0,0,"",1,""
620,9,9,2,[15052],"",0,3,0,0,0,0,0,0,"",1,""
621,9,9,3,[15053],"",0,3,0,0,0,0,0,0,"",1,""
622,9,9,4,[15054],"",0,3,0,0,0,0,0,0,"",1,""
623,9,9,5,[15055],"",0,3,0,0,0,0,0,0,"",1,""
624,5,9,6,[15170],"",0,3,0,0,0,0,0,0,"",1,""
625,5,9,7,[15171],"",0,3,0,0,0,0,0,0,"",1,""
626,5,9,8,[15172],"",0,3,0,0,0,0,0,0,"",1,""
627,5,9,9,[15173],"",0,3,0,0,0,0,0,0,"",1,""
628,8,9,10,[15288],"",0,3,0,0,0,0,0,0,"",1,""
629,8,9,11,[15289],"",0,3,0,0,0,0,0,0,"",1,""
630,8,9,12,[15290],"",0,3,0,0,0,0,0,0,"",1,""
631,8,9,13,[15291],"",0,3,0,0,0,0,0,0,"",1,""
632,10,9,14,[15423],"",0,3,0,0,0,0,0,0,"",1,""
633,10,9,15,[15424],"",0,3,0,0,0,0,0,0,"",1,""
634,10,9,16,[15425],"",0,3,0,0,0,0,0,0,"",1,""
635,10,9,17,[15426],"",0,3,0,0,0,0,0,0,"",1,""
636,6,9,18,[15562],"",0,3,0,0,0,0,0,0,"",1,""
637,6,9,19,[15563],"",0,3,0,0,0,0,0,0,"",1,""
638,6,9,20,[15564],"",0,3,0,0,0,0,0,0,"",1,""
639,6,9,21,[15565],"",0,3,0,0,0,0,0,0,"",1,""
640,3,9,22,[15680],"",0,3,0,0,0,0,0,0,"",1,""
641,3,9,23,[15681],"",0,3,0,0,0,0,0,0,"",1,""
642,3,9,24,[15682],"",0,3,0,0,0,0,0,0,"",1,""
643,3,9,25,[15683],"",0,3,0,0,0,0,0,0,"",1,""
644,7,9,26,[15792],"",0,3,0,0,0,0,0,0,"",1,""
645,7,9,27,[15793],"",0,3,0,0,0,0,0,0,"",1,""
646,7,9,28,[15794],"",0,3,0,0,0,0,0,0,"",1,""
647,7,9,29,[15795],"",0,3,0,0,0,0,0,0,"",1,""
648,1,9,30,[15904],"",0,3,0,0,0,0,0,0,"",1,""
649,1,9,31,[15905],"",0,3,0,0,0,0,0,0,"",1,""
650,1,9,32,[15906],"",0,3,0,0,0,0,0,0,"",1,""
651,1,9,33,[15907],"",0,3,0,0,0,0,0,0,"",1,""
652,4,9,34,[16033],"",0,3,0,0,0,0,0,0,"",1,""
653,4,9,35,[16034],"",0,3,0,0,0,0,0,0,"",1,""
654,4,9,36,[16035],"",0,3,0,0,0,0,0,0,"",1,""
655,4,9,37,[16036],"",0,3,0,0,0,0,0,0,"",1,""
656,2,10,0,[14950],"",0,3,0,0,0,0,0,0,"",1,""
657,2,10,1,[14951],"",0,3,0,0,0,0,0,0,"",1,""
658,9,10,2,[15062],"",0,3,0,0,0,0,0,0,"",1,""
659,9,10,3,[15063],"",0,3,0,0,0,0,0,0,"",1,""
660,9,10,4,[15064],"",0,3,0,0,0,0,0,0,"",1,""
661,9,10,5,[15065],"",0,3,0,0,0,0,0,0,"",1,""
662,5,10,6,[15178],"",0,3,0,0,0,0,0,0,"",1,""
663,5,10,7,[15179],"",0,3,0,0,0,0,0,0,"",1,""
664,5,10,8,[15180],"",0,3,0,0,0,0,0,0,"",1,""
665,5,10,9,[15181],"",0,3,0,0,0,0,0,0,"",1,""
666,8,10,10,[15298],"",0,3,0,0,0,0,0,0,"",1,""
667,8,10,11,[15299],"",0,3,0,0,0,0,0,0,"",1,""
668,8,10,12,[15300],"",0,3,0,0,0,0,0,0,"",1,""
669,8,10,13,[15301],"",0,3,0,0,0,0,0,0,"",1,""
670,8,10,14,[15302],"",0,3,0,0,0,0,0,0,"",1,""
671,8,10,15,[15303],"",0,3,0,0,0,0,0,0,"",1,""
672,10,10,16,[15435],"",0,3,0,0,0,0,0,0,"",1,""
673,10,10,17,[15436],"",0,3,0,0,0,0,0,0,"",1,""
674,10,10,18,[15437],"",0,3,0,0,0,0,0,0,"",1,""
675,10,10,19,[15438],"",0,3,0,0,0,0,0,0,"",1,""
676,10,10,20,[15439],"",0,3,0,0,0,0,0,0,"",1,""
677,10,10,21,[15440],"",0,3,0,0,0,0,0,0,"",1,""
678,6,10,22,[15572],"",0,3,0,0,0,0,0,0,"",1,""
679,6,10,23,[15573],"",0,3,0,0,0,0,0,0,"",1,""
680,6,10,24,[15574],"",0,3,0,0,0,0,0,0,"",1,""
681,6,10,25,[15575],"",0,3,0,0,0,0,0,0,"",1,""
682,6,10,26,[15576],"",0,3,0,0,0,0,0,0,"",1,""
683,6,10,27,[15577],"",0,3,0,0,0,0,0,0,"",1,""
684,3,10,28,[15688],"",0,3,0,0,0,0,0,0,"",1,""
685,3,10,29,[15689],"",0,3,0,0,0,0,0,0,"",1,""
686,3,10,30,[15690],"",0,3,0,0,0,0,0,0,"",1,""
687,3,10,31,[15691],"",0,3,0,0,0,0,0,0,"",1,""
688,7,10,32,[15799],"",0,3,0,0,0,0,0,0,"",1,""
689,7,10,33,[15800],"",0,3,0,0,0,0,0,0,"",1,""
690,7,10,34,[15801],"",0,3,0,0,0,0,0,0,"",1,""
691,7,10,35,[15802],"",0,3,0,0,0,0,0,0,"",1,""
692,1,10,36,[15914],"",0,3,0,0,0,0,0,0,"",1,""
693,1,10,37,[15915],"",0,3,0,0,0,0,0,0,"",1,""
694,1,10,38,[15916],"",0,3,0,0,0,0,0,0,"",1,""
695,1,10,39,[15917],"",0,3,0,0,0,0,0,0,"",1,""
696,1,10,40,[15918],"",0,3,0,0,0,0,0,0,"",1,""
697,1,10,41,[15919],"",0,3,0,0,0,0,0,0,"",1,""
698,4,10,42,[16041],"",0,3,0,0,0,0,0,0,"",1,""
699,4,10,43,[16042],"",0,3,0,0,0,0,0,0,"",1,""
700,4,10,44,[16043],"",0,3,0,0,0,0,0,0,"",1,""
701,4,10,45,[16044],"",0,3,0,0,0,0,0,0,"",1,""
702,3,10,46,[14971],"",0,3,0,0,0,0,0,0,"",1,""
703,8,10,47,[15082],"",0,3,0,0,0,0,0,0,"",1,""
704,4,10,48,[15083],"",0,3,0,0,0,0,0,0,"",1,""
705,6,10,49,[15198],"",0,3,0,0,0,0,0,0,"",1,""
706,4,10,50,[15328],"",0,3,0,0,0,0,0,0,"",1,""
707,9,10,52,[15329],"",0,3,0,0,0,0,0,0,"",1,""
708,6,10,53,[15461],"",0,3,0,0,0,0,0,0,"",1,""
709,7,10,54,[15462],"",0,3,0,0,0,0,0,0,"",1,""
710,1,10,55,[15463],"",0,3,0,0,0,0,0,0,"",1,""
711,9,10,56,[15587],"",0,3,0,0,0,0,0,0,"",1,""
712,7,10,57,[15588],"",0,3,0,0,0,0,0,0,"",1,""
713,10,10,58,[15713],"",0,3,0,0,0,0,0,0,"",1,""
714,2,10,59,[15714],"",0,3,0,0,0,0,0,0,"",1,""
715,1,10,60,[15826],"",0,3,0,0,0,0,0,0,"",1,""
716,8,10,61,[15943],"",0,3,0,0,0,0,0,0,"",1,""
717,9,10,62,[15944],"",0,3,0,0,0,0,0,0,"",1,""
718,4,10,63,[15945],"",0,3,0,0,0,0,0,0,"",1,""
719,9,10,64,[16061],"",0,3,0,0,0,0,0,0,"",1,""
720,8,10,65,[16062],"",0,3,0,0,0,0,0,0,"",1,""
721,2,11,0,[14948],"",0,3,0,0,0,0,0,0,"",1,""
722,2,11,1,[14949],"",0,3,0,0,0,0,0,0,"",1,""
723,9,11,2,[15056],"",0,3,0,0,0,0,0,0,"",1,""
724,9,11,3,[15057],"",0,3,0,0,0,0,0,0,"",1,""
725,9,11,4,[15058],"",0,3,0,0,0,0,0,0,"",1,""
726,9,11,5,[15059],"",0,3,0,0,0,0,0,0,"",1,""
727,9,11,6,[15060],"",0,3,0,0,0,0,0,0,"",1,""
728,9,11,7,[15061],"",0,3,0,0,0,0,0,0,"",1,""
729,5,11,8,[15174],"",0,3,0,0,0,0,0,0,"",1,""
730,5,11,9,[15175],"",0,3,0,0,0,0,0,0,"",1,""
731,5,11,10,[15176],"",0,3,0,0,0,0,0,0,"",1,""
732,5,11,11,[15177],"",0,3,0,0,0,0,0,0,"",1,""
733,8,11,12,[15292],"",0,3,0,0,0,0,0,0,"",1,""
734,8,11,13,[15293],"",0,3,0,0,0,0,0,0,"",1,""
735,8,11,14,[15294],"",0,3,0,0,0,0,0,0,"",1,""
736,8,11,15,[15295],"",0,3,0,0,0,0,0,0,"",1,""
737,8,11,16,[15296],"",0,3,0,0,0,0,0,0,"",1,""
738,8,11,17,[15297],"",0,3,0,0,0,0,0,0,"",1,""
739,10,11,18,[15427],"",0,3,0,0,0,0,0,0,"",1,""
740,10,11,19,[15428],"",0,3,0,0,0,0,0,0,"",1,""
741,10,11,20,[15429],"",0,3,0,0,0,0,0,0,"",1,""
742,10,11,21,[15430],"",0,3,0,0,0,0,0,0,"",1,""
743,10,11,22,[15431],"",0,3,0,0,0,0,0,0,"",1,""
744,10,11,23,[15432],"",0,3,0,0,0,0,0,0,"",1,""
745,10,11,24,[15433],"",0,3,0,0,0,0,0,0,"",1,""
746,10,11,25,[15434],"",0,3,0,0,0,0,0,0,"",1,""
747,6,11,26,[15566],"",0,3,0,0,0,0,0,0,"",1,""
748,6,11,27,[15567],"",0,3,0,0,0,0,0,0,"",1,""
749,6,11,28,[15568],"",0,3,0,0,0,0,0,0,"",1,""
750,6,11,29,[15569],"",0,3,0,0,0,0,0,0,"",1,""
751,6,11,30,[15570],"",0,3,0,0,0,0,0,0,"",1,""
752,6,11,31,[15571],"",0,3,0,0,0,0,0,0,"",1,""
753,3,11,32,[15684],"",0,3,0,0,0,0,0,0,"",1,""
754,3,11,33,[15685],"",0,3,0,0,0,0,0,0,"",1,""
755,3,11,34,[15686],"",0,3,0,0,0,0,0,0,"",1,""
756,3,11,35,[15687],"",0,3,0,0,0,0,0,0,"",1,""
757,7,11,36,[15796],"",0,3,0,0,0,0,0,0,"",1,""
758,7,11,37,[15797],"",0,3,0,0,0,0,0,0,"",1,""
759,7,11,38,[15798],"",0,3,0,0,0,0,0,0,"",1,""
760,1,11,39,[15908],"",0,3,0,0,0,0,0,0,"",1,""
761,1,11,40,[15909],"",0,3,0,0,0,0,0,0,"",1,""
762,1,11,41,[15910],"",0,3,0,0,0,0,0,0,"",1,""
763,1,11,42,[15911],"",0,3,0,0,0,0,0,0,"",1,""
764,1,11,43,[15912],"",0,3,0,0,0,0,0,0,"",1,""
765,1,11,44,[15913],"",0,3,0,0,0,0,0,0,"",1,""
766,4,11,45,[16037],"",0,3,0,0,0,0,0,0,"",1,""
767,4,11,46,[16038],"",0,3,0,0,0,0,0,0,"",1,""
768,4,11,47,[16039],"",0,3,0,0,0,0,0,0,"",1,""
769,4,11,48,[16040],"",0,3,0,0,0,0,0,0,"",1,""
