"rownum","Id","AOFile","PreloadGroupsKeys","EffectCategory","i32_36","HASH32"
1881,"FireBeamStartStygian","Metadata/Effects/Microtransactions/Spells/fire_beam/black_flame/blackbeam_start.ao",[],4,0,845250265
1882,"FireBeamEndStygian","Metadata/Effects/Microtransactions/Spells/fire_beam/black_flame/blackbeam_end.ao",[],4,0,1395490874
1883,"FireBeamSurgeStygian","Metadata/Effects/Microtransactions/Spells/fire_beam/black_flame/blackbeam_surge.ao",[],4,0,1790060066
1884,"BestiaryCrabBossBurrowTravel","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/burrow/sand/travel.ao",[],4,0,187556643
1885,"BestiaryCrabBossBurrowSubmerge","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/burrow/sand/submerge.ao",[],4,0,1552732627
1886,"BestiaryCrabBossBurrowEmerge","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/burrow/sand/emerge.ao",[],4,0,1163892001
1887,"BestiaryCrabBossRoar","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/roar/roar.ao",[],4,0,867405567
1888,"BestiaryCrabBossRoarWave","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/roar/roar_wave.ao",[],4,0,3325507187
1889,"BestiaryCrabBossRoll","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/roll/rollattack.ao",[],4,0,987745063
1890,"BestiaryCrabBossRollImpact","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/roll/rollimpact.ao",[],4,0,2971660203
1891,"TigerSpiritLacerateSlash","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Tiger_Boss/spirit_swipe_01/claw_slash.ao",[],4,0,4144618382
1892,"TigerSpiritLacerateShockwave","Metadata/Effects/Spells/double_slash/shockwave/rig.ao",[],4,950,3979707896
1893,"FlameBileMortarImpact","Metadata/Effects/Spells/monsters_effects/League_Bestiary/diverse_effects/flame_bile/mortarimpact.ao",[],4,100,3634936168
1894,"EnduranceChargeSlamCore","Metadata/Effects/Spells/EnduranceSlam/core_cracks.ao",[],4,90,1351026748
1895,"EnduranceChargeSlamCore2","Metadata/Effects/Spells/EnduranceSlam/core_cracks_02.ao",[],4,90,3081889511
1896,"EnduranceChargeSlamEdge","Metadata/Effects/Spells/EnduranceSlam/edge_cracks.ao",[],4,100,1256149783
1897,"EnduranceChargeSlamEdge2","Metadata/Effects/Spells/EnduranceSlam/edge_cracks_02.ao",[],4,100,2308925806
1898,"EnduranceChargeSlamEdge3","Metadata/Effects/Spells/EnduranceSlam/edge_cracks_03.ao",[],4,100,2441059293
1899,"EnduranceChargeSlamEdge4","Metadata/Effects/Spells/EnduranceSlam/edge_cracks_04.ao",[],4,100,122327246
1900,"EnduranceChargeSlamWaveScaled","Metadata/Effects/Spells/EnduranceSlam/wave.ao",[],4,340,3933446142
1901,"EnduranceChargeSlamExplode","Metadata/Effects/Spells/EnduranceSlam/impact.ao",[],4,0,1803374173
1902,"VulconusAvatarOfFire","Metadata/Effects/Spells/player_buff_effects/elder_guardian_weapons/subjulgator/avataroffire.ao",[],3,0,3806873364
1903,"ArborixIronReflexes","Metadata/Effects/Spells/player_buff_effects/elder_guardian_weapons/redeemer/epk/iron_blank/ironblank.ao",[],3,0,2636805968
1904,"ArborixIronReflexes2","Metadata/Effects/Spells/player_buff_effects/elder_guardian_weapons/redeemer/iron_blank.ao",[],3,0,2621349544
1905,"ArborixFarShot","Metadata/Effects/Spells/player_buff_effects/elder_guardian_weapons/redeemer/zephyr.ao",[],3,0,569944262
1906,"AugyreElementalOverload","Metadata/Effects/Spells/player_buff_effects/elder_guardian_weapons/dominator/epk/elemental_overload/elemental_overload.ao",[],3,0,2344171397
1907,"AugyreElementalOverload2","Metadata/Effects/Spells/player_buff_effects/elder_guardian_weapons/dominator/eleoverload.ao",[],3,0,3447155108
1908,"AugyreResoluteTechnique","Metadata/Effects/Spells/player_buff_effects/elder_guardian_weapons/dominator/resolutetech.ao",[],3,0,952175431
1909,"VolatileDeadAreaStygian","Metadata/Effects/Microtransactions/Spells/volatile_dead/stygian/summon_circle_playerskill.ao",[],4,300,307843052
1910,"VolatileDeadConsumeStygian","Metadata/Effects/Microtransactions/Spells/volatile_dead/stygian/stygian_corpse_playerskill.ao",[],4,200,2866370931
1911,"VolatileDeadExplodeStygian","Metadata/Effects/Microtransactions/Spells/volatile_dead/stygian/second_explode_playerskill.ao",[],4,200,1787155967
1912,"BestiarySpiderBossSpitMortar","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/gooey_projectile/mortarimpact.ao",[],4,90,2856349607
1913,"BestiarySpiderBossTailStrike","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/tail_strike/strikeground.ao",[],4,75,2782414354
1914,"BestiarySpiderBossVenomBeamEffect","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/venom_beam/venom_beam.ao",[],4,0,2778755909
1915,"BestiarySpiderBossWebCocoon","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/web_coat/web_cocoon.ao",[],4,0,245446623
1916,"BestiarySpiderBossWebBurst","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/web_coat/web_burst.ao",[],4,0,3932552149
1917,"VilentaBeam","Metadata/Effects/Spells/monsters_effects/act10/Vilenta/ReflectBeam.ao",[],4,0,1400004224
1918,"MaddeningPresenceEnd","Metadata/Effects/Spells/player_buff_effects/debilitating_presence/fadeout.ao",[],3,0,3853994330
1919,"MoltenStrikeMeleeImpactStygian","Metadata/Effects/Microtransactions/Spells/molten_strike/black_flame/heavy_molten_strike_hit.ao",[],4,0,1142117276
1920,"MoltenStrikeProjectileImpactStygian","Metadata/Effects/Microtransactions/Spells/molten_strike/black_flame/moltenchunk_impact.ao",[],4,110,2762705498
1921,"VilentaSlam","Metadata/Effects/Spells/monsters_effects/act10/Vilenta/VilentaGroundSlam.ao",[],4,210,2935610411
1922,"KitavaDeathBreath","Metadata/Effects/Spells/monsters_effects/act10/Kitava/death_breath/rig.ao",[],4,0,1987851384
1923,"KitavaDeathBreathGround","Metadata/Effects/Spells/monsters_effects/act10/Kitava/DB_burning_grd/DB_burning_grd.ao",[],4,0,1944143863
1924,"KitavaUltimateDeathBreath","Metadata/Effects/Spells/monsters_effects/act10/Kitava/death_breath_ultimate/rig.ao",[],4,0,3914341422
1925,"MonsterDetonateDeadAreaBlast","Metadata/Effects/Spells/detonate_dead_v2/chaos/blast.ao",[],4,200,752420956
1926,"MonsterDetonateDeadAreaBlastScalable","Metadata/Effects/Spells/detonate_dead_v2/chaos/blast_scalable.ao",[],4,250,1488577084
1927,"VilentaGasMortarProjectileImpact","Metadata/Effects/Spells/monsters_effects/act10/Vilenta/GasMortar/VilGasMortarExplode.ao",[],4,220,4029452641
1928,"VilentaGasMortarExplode","Metadata/Effects/Spells/monsters_effects/act10/Vilenta/GasMortar/VilGasMortarGasExplode.ao",[],4,50,3987253035
1929,"VilentaGasEffect","Metadata/Effects/Spells/monsters_effects/act10/Vilenta/GasMortar/VilGasMortarGas.ao",[],4,50,3578073056
1930,"VilentaRageBeam","Metadata/Effects/Spells/monsters_effects/act10/Vilenta/VilentaRageBeam.ao",[],4,0,2962597178
1931,"BestiaryMammalRoar","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Tiger_Boss/spirit_roar/spirit_roar.ao",[],4,0,21179397
1932,"BestiaryMammalRoarPulse","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Tiger_Boss/spirit_roar/roarpulse.ao",[],4,0,1393955571
1933,"BestiaryTigerTeleportOut","Metadata/Effects/Environment/League_Bestiary/Tiger_Boss/player_transition/player_transition_out.ao",[],4,0,3179604143
1934,"BestiaryTigerTeleportIn","Metadata/Effects/Environment/League_Bestiary/Tiger_Boss/player_transition/player_transition.ao",[],4,0,4249568916
1935,"VilentaBombTossBomb","Metadata/Effects/Spells/monsters_effects/act10/Vilenta/VilentaBombingProjectile.ao",[],4,0,3092733568
1936,"VilentaBombTossImpact","Metadata/Effects/Spells/monsters_effects/act10/Vilenta/VilentaBombingAoE.ao",[],4,60,3200838034
1937,"NemesisConstrictingGraspVine","Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/retaliation/vines/vineattach.ao",[],4,0,3298652540
1938,"SpectralShieldThrowChainImpact","Metadata/Effects/Spells/spectral_shield_throw/ShieldImpact.ao",[],4,0,4290557413
1939,"SpectralShieldThrowChainImpactStygian","Metadata/Effects/Microtransactions/Spells/spectral_shield_throw/stygian/ShieldImpact.ao",[],4,0,3338045951
1940,"HeraldOfAshSinExplosion","Metadata/Effects/Microtransactions/Spells/heralds/sin/fire/sinfire_explode.ao",[],4,300,2331908430
1941,"HeraldOfIceSinExplosion","Metadata/Effects/Microtransactions/Spells/heralds/sin/ice/sinice_explode.ao",[],4,175,284969692
1942,"HeraldOfThunderSinExplosion","Metadata/Effects/Microtransactions/Spells/heralds/sin/lightning/sinlightning_strike.ao",[],4,0,1798572756
1943,"VilentaXMortarImpact","Metadata/Effects/Spells/monsters_effects/act10/Vilenta/VilComboMortarExplode.ao",[],4,130,3529940002
1944,"HeraldOfAshInnocenceExplosion","Metadata/Effects/Microtransactions/Spells/heralds/innocence/fire_explode.ao",[],4,225,3459887228
1945,"HeraldOfIceInnocenceExplosion","Metadata/Effects/Microtransactions/Spells/heralds/innocence/ice_explode.ao",[],4,125,1689294358
1946,"HeraldOfThunderInnocenceExplosion","Metadata/Effects/Microtransactions/Spells/heralds/innocence/lightning_strike.ao",[],4,0,3675309350
1947,"ColdBeamRetaliationMarker","Metadata/Effects/Spells/monsters_effects/harbinger_special_beam_cannon/marker_retaliation.ao",[],4,0,1252389248
1948,"ColdBeamRetaliationArea","Metadata/Effects/Spells/monsters_effects/harbinger_special_beam_cannon/coldbeamnova.ao",[],4,0,2429768179
1949,"TigerRabbitSwipe1","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Tiger_Slash/Rslash_decal.ao",[],4,390,2966711321
1950,"TigerRabbitSwipe2","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Tiger_Slash/Lslash_decal.ao",[],4,390,1408353466
1951,"RavenStorm1","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/RavenStorm.ao",[],4,0,1599477027
1952,"RavenStorm2","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/RavenStorm.ao",[],4,0,561592756
1953,"CrabAmbushEffect1","Metadata/Monsters/CrabMonsters/CrabCoconutAmbush.ao",[],4,0,1706793728
1954,"CrabAmbushEffect2","Metadata/Effects/Spells/spectral_shield_throw/ShieldImpact.ao",[],4,0,1840012126
1955,"RavenStormImpactEffect","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/RavenStorm/impact/impact.ao",[],4,120,2788134515
1956,"WebCocoon1","Metadata/Effects/Microtransactions/Spells/molten_strike/black_flame/moltenimpact.ao",[],4,0,2040506093
1957,"WebCocoonExplode","Metadata/Effects/Microtransactions/Spells/molten_strike/black_flame/moltenchunk_impact.ao",[],4,0,2225934316
1958,"FireProjectileRetaliationImpact","Metadata/Effects/Spells/monsters_effects/nemesis_mods/fire_mod/explosion/nemesis_explode.ao",[],4,0,1113703784
1959,"BestiaryShockwaveNovaEffect","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Totem_pulse/TalismanTotemMinionShockwave.ao",[],4,900,3389491648
1960,"BestiaryShockwaveConeEffect","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Totem_pulse/totemnova.ao",[],4,150,1761422493
1961,"LightningCloneSuicideExplosion","Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/static_discharge/discharge/lightningblast.ao",[],4,0,1226101524
1962,"BestiaryCrabBossWaterGeyser","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/geysers/geyser_extra.ao",[],4,140,1615657554
1963,"CrabBossEnduranceChargeSlamCore","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/slam/core_cracks.ao",[],4,90,3874233985
1964,"CrabBossEnduranceChargeSlamCore2","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/slam/core_cracks.ao",[],4,90,2387373860
1965,"CrabBossEnduranceChargeSlamEdge","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/slam/edge_cracks.ao",[],4,110,4280363407
1966,"CrabBossEnduranceChargeSlamEdge2","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/slam/edge_cracks_02.ao",[],4,110,1193587389
1967,"CrabBossEnduranceChargeSlamWaveScaled","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/slam/impact.ao",[],4,340,618139335
1968,"CrabBossEnduranceChargeSlamExplode","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/slam/impact.ao",[],4,0,1796647410
1969,"ShakariScorpionThrustAttack","Metadata/Effects/Spells/monsters_effects/act9/Shakari/minibosses/yellow/tail_strike/sting/stingtail.ao",[],4,0,1605097091
1970,"BestiaryModSpiritSlam","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Pouncing_shade/spiritslam.ao",[],4,280,1201111347
1971,"LightningWarpTargetInnocence","Metadata/Effects/Microtransactions/Spells/lightning_warp/innocence/target.ao",[],4,0,3337492904
1972,"LightningWarpUpInnocence","Metadata/Effects/Microtransactions/Spells/lightning_warp/innocence/explode_UP.ao",[],4,0,1559476501
1973,"LightningWarpDownInnocence","Metadata/Effects/Microtransactions/Spells/lightning_warp/innocence/explode_DOWN.ao",[],4,0,3575382642
1974,"LightningWarpTargetBloodGuard","Metadata/Effects/Microtransactions/Spells/lightning_warp/blood/target.ao",[],4,0,635515488
1975,"LightningWarpUpBloodGuard","Metadata/Effects/Microtransactions/Spells/lightning_warp/blood/explode1_UP.ao",[],4,0,1364522547
1976,"LightningWarpDownBloodGuard","Metadata/Effects/Microtransactions/Spells/lightning_warp/blood/explode2_DN.ao",[],4,0,2349582857
1977,"GraspingOrnamentsCrab1","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/CrabPincers/crabpincer01.ao",[],4,0,4194587450
1978,"GraspingOrnamentsCrab2","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/CrabPincers/crabpincer02.ao",[],4,0,2532530345
1979,"BestiarySnakeSpiritSubBossMinionMortar","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Monkey_minionSkills/mortar/mortarimpact.ao",[],4,150,2183106215
1980,"VultureBestiaryBombTossBomb","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/VultureBombing/projectile.ao",[],4,0,1559369664
1981,"VultureBestiaryBombTossImpact","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/VultureBombing/blast.ao",[],4,60,3692027630
1982,"ChargedDashDesertMarker","Metadata/Effects/Microtransactions/Spells/desert_charged_dash/desert_shadows/desert_shadow_run.ao",[],4,0,512945493
1983,"ChargedDashDesertStrike1","Metadata/Effects/Microtransactions/Spells/desert_charged_dash/desert_shadows/desert_shadow1.ao",[],4,0,3896342252
1984,"ChargedDashDesertStrike2","Metadata/Effects/Microtransactions/Spells/desert_charged_dash/desert_shadows/desert_shadow2.ao",[],4,0,1171834800
1985,"ChargedDashDesertStrike3","Metadata/Effects/Microtransactions/Spells/desert_charged_dash/desert_shadows/desert_shadow3.ao",[],4,0,1380895846
1986,"ChargedDashDesertStrike4","Metadata/Effects/Microtransactions/Spells/desert_charged_dash/desert_shadows/desert_shadow4.ao",[],4,0,1064436011
1987,"ChargedDashDesertStrikeScaled","Metadata/Effects/Microtransactions/Spells/desert_charged_dash/desert_aoe/Desert_aoe.ao",[],4,0,2957309284
1988,"ChargedDashDesertChannel","Metadata/Effects/Microtransactions/Spells/desert_charged_dash/desert_channelling/Desert_channelling.ao",[],4,0,1258801872
1989,"ChargedDashDesertTeleport","Metadata/Effects/Microtransactions/Spells/desert_charged_dash/desert_charge_end/desert_charge_end.ao",[],4,0,2348844314
1990,"EinharTeleportEffect","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Einhar/transition/disappear.ao",[41],4,0,3421593781
1991,"SpidersWebStartEffect","Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/spider/EPKs/webapply.ao",[],4,0,1442472786
1992,"EinharTeleportEffectOut","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Einhar/transition/disappear.ao",[41],4,0,1216723798
1993,"BestiaryLeagueIguanaProjectileNova","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Iguana/iceShard_projectile/nova.ao",[],4,0,4043778424
1994,"MenagerieCorpseCleanup","Metadata/Effects/Spells/monsters_effects/League_Bestiary/MenagerieAltar/monster_death/rig_bloodVariation.ao",[],4,0,2663964334
1995,"RaptorLeapSlamImpact","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Avian_boss/Slam_ground/smallslam.ao",[],4,100,934753873
1996,"BestiarySpiderBossTeleportSlam","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/ambush/spiderambush.ao",[],4,200,1292215146
1997,"BestiaryCrabRockfall1","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/rockfall/rockdrop_01.ao",[],4,0,1233525370
1998,"BestiaryCrabRockfall2","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/rockfall/rockdrop_02.ao",[],4,0,2805024483
1999,"BestiaryCrabRockfall3","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/rockfall/rockdrop_03.ao",[],4,0,1433377380
2000,"BestiaryCrabRockfall4","Metadata/Effects/Spells/monsters_effects/League_Bestiary/Crab_Boss/rockfall/rockdrop_04.ao",[],4,0,284761466
2001,"AspectAvianCastEffect","Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/avian/activate/avianaspect.ao",[],4,0,2313519296
2002,"AspectCatCastEffect","Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/cat/activate/cataspect.ao",[],4,0,1607759662
2003,"AspectCrabCastEffect","Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/crab/activate/crabaspect.ao",[],4,0,3416210140
2004,"AspectSpiderCastEffect","Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/spider/activate/spideraspect.ao",[],4,0,3684676467
2005,"FrostBladesHitStygian","Metadata/Effects/Microtransactions/Spells/ice_strike/stygian/icepierce.ao",[],4,0,3494778771
2006,"FrostBladesBurstStygian","Metadata/Effects/Microtransactions/Spells/ice_strike/stygian/iceburst.ao",[],4,0,1927463463
2007,"FrostBladesBladeStygian","Metadata/Effects/Microtransactions/Spells/ice_strike/stygian/ice_blade.ao",[],4,0,3404633083
2008,"CausticMortarImpactSmall","Metadata/Effects/Spells/monsters_effects/act8/PusElementalMortar/mortarimpact_smaller.ao",[],4,0,2952276008
2009,"ChargedAttackSlash1Gloom","Metadata/Effects/Microtransactions/Spells/bladeflurry_gloom/slash01.ao",[],4,0,1910512722
2010,"ChargedAttackSlash2Gloom","Metadata/Effects/Microtransactions/Spells/bladeflurry_gloom/slash02.ao",[],4,0,696200231
2011,"ChargedAttackSlash3Gloom","Metadata/Effects/Microtransactions/Spells/bladeflurry_gloom/slash03.ao",[],4,0,4278945753
2012,"ChargedAttackSlash4Gloom","Metadata/Effects/Microtransactions/Spells/bladeflurry_gloom/slash04.ao",[],4,0,1733104773
2013,"ChargedAttackHit1Gloom","Metadata/Effects/Microtransactions/Spells/bladeflurry_gloom/slash_hit.ao",[],4,120,830694630
2014,"ChargedAttackChannelGloom","Metadata/Effects/Microtransactions/Spells/bladeflurry_gloom/charge_up.ao",[],4,0,1451388447
2015,"ChargedAttackSurgeGloom","Metadata/Effects/Microtransactions/Spells/bladeflurry_gloom/surge.ao",[],4,0,1805810071
2016,"ChargedAttackReleaseGloom","Metadata/Effects/Microtransactions/Spells/bladeflurry_gloom/release.ao",[],4,0,2519613001
2017,"ChargedAttackReleaseAtMaxGloom","Metadata/Effects/Microtransactions/Spells/bladeflurry_gloom/release_max.ao",[],4,0,1141142025
2018,"ChargedAttackSlash1Demonic","Metadata/Effects/Microtransactions/Spells/bladeflurry_demonic/slash01.ao",[],4,0,3875226536
2019,"ChargedAttackSlash2Demonic","Metadata/Effects/Microtransactions/Spells/bladeflurry_demonic/slash02.ao",[],4,0,2352791980
2020,"ChargedAttackSlash3Demonic","Metadata/Effects/Microtransactions/Spells/bladeflurry_demonic/slash03.ao",[],4,0,4121130145
2021,"ChargedAttackSlash4Demonic","Metadata/Effects/Microtransactions/Spells/bladeflurry_demonic/slash04.ao",[],4,0,840987267
2022,"ChargedAttackHit1Demonic","Metadata/Effects/Microtransactions/Spells/bladeflurry_demonic/slash_hit.ao",[],4,120,1646191418
2023,"ChargedAttackChannelDemonic","Metadata/Effects/Microtransactions/Spells/bladeflurry_demonic/charge_up.ao",[],4,0,1193485031
2024,"ChargedAttackSurgeDemonic","Metadata/Effects/Microtransactions/Spells/bladeflurry_demonic/surge.ao",[],4,0,357009341
2025,"ChargedAttackReleaseDemonic","Metadata/Effects/Microtransactions/Spells/bladeflurry_demonic/release.ao",[],4,0,435320482
2026,"ChargedAttackReleaseAtMaxDemonic","Metadata/Effects/Microtransactions/Spells/bladeflurry_demonic/release_max.ao",[],4,0,3589106686
2027,"ShrapnelTrapBaseExplosion","Metadata/Effects/Spells/trap_02/shrapnel/main_explosion/mainexplosion.ao",[],4,150,2891858462
2028,"ShrapnelTrapSecondaryExplosion","Metadata/Effects/Spells/trap_02/shrapnel/secondary_explosion/secondaryexplosion.ao",[],4,100,670263661
2029,"FlamethrowerTrapFire","Metadata/Effects/Spells/trap_02/fire/flame_thrower/rig.ao",[],4,450,3807589908
2030,"FlamethrowerTrapEmitter","Metadata/Effects/Spells/trap_02/mechanism/fire.ao",[],4,0,4034463130
2031,"LightningTowerTrapBeamEffect","Metadata/Effects/Spells/trap_02/lightning/beam.ao",[],4,0,445574622
2032,"LightningTowerTrapBeamImpact","Metadata/Effects/Spells/trap_02/lightning/impact.ao",[],4,175,2590266945
2033,"LightningTowerTrapEmitter","Metadata/Effects/Spells/trap_02/mechanism/lightning.ao",[],4,0,3982504602
2034,"AutomatonLightningTowerTrapBeamEffect","Metadata/Effects/Microtransactions/Spells/lightning_spire/automaton/beam.ao",[],4,0,328894182
2035,"AutomatonLightningTowerTrapBeamImpact","Metadata/Effects/Microtransactions/Spells/lightning_spire/automaton/impact.ao",[],4,175,1757040727
2036,"AutomatonLightningTowerTrapEmitter","Metadata/Effects/Microtransactions/Spells/lightning_spire/automaton/lightning.ao",[],4,0,4113484243
2037,"PhysCascadeTrapExplosion","Metadata/Effects/Spells/trap_02/subterranean/explosion.ao",[],4,120,176047761
2038,"PhysCascadeTrapGround","Metadata/Effects/Spells/trap_02/subterranean/cascade01.ao",[],4,75,261789531
2039,"PhysCascadeTrapGround2","Metadata/Effects/Spells/trap_02/subterranean/cascade02.ao",[],4,75,1853080322
2040,"PhysCascadeTrapEmitter","Metadata/Effects/Spells/trap_02/mechanism/physical.ao",[],4,0,606428440
2041,"IncursionFireballImpact","Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/projectiles/fire/explode.ao",[],4,75,1496649040
2042,"IncursionFireballImpactLightning","Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/projectiles/lightning/lightning_aoe.ao",[],4,65,2723669574
2043,"RoyaleDamageEffect","Metadata/Effects/Spells/Events/royale/out_area.ao",[],4,0,2585785571
2044,"RoyaleIndicatorEffect","Metadata/Effects/Spells/Events/royale/safe_area.ao",[],4,0,2983711732
2045,"IceSiphonTrapEmitter","Metadata/Effects/Spells/trap_02/mechanism/cold.ao",[],4,0,1918831333
2046,"IceSiphonTrapBeamEffect","Metadata/Effects/Spells/trap_02/ice_siphon/siphon_beam.ao",[],4,0,1736575258
2047,"ColdSnapExpandingArea","Metadata/Effects/Spells/coldsnap/chillnova.ao",[],4,325,995698841
2048,"ChargedAttackMaxStacksGloom","Metadata/Effects/Microtransactions/Spells/bladeflurry_gloom/charge_maxout.ao",[],4,0,1092619939
2049,"ChargedAttackRangeIndicatorGloom","Metadata/Effects/Microtransactions/Spells/bladeflurry_gloom/channel.ao",[],4,478,1928949624
2050,"ChargedAttackMaxStacksDemonic","Metadata/Effects/Microtransactions/Spells/bladeflurry_demonic/charge_maxout.ao",[],4,0,3006642779
2051,"ChargedAttackRangeIndicatorDemonic","Metadata/Effects/Microtransactions/Spells/bladeflurry_demonic/channel.ao",[],4,478,3361599475
2052,"VaalFirestormIncursion1","Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/spells/vaal_call/vaalcall_01.ao",[],4,0,3105652028
2053,"VaalFirestormIncursion2","Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/spells/vaal_call/vaalcall_02.ao",[],4,0,3552986065
2054,"VaalFirestormIncursion3","Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/spells/vaal_call/vaalcall_03.ao",[],4,0,2985021379
2055,"VaalFirestormIncursion4","Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/spells/vaal_call/vaalcall_04.ao",[],4,0,901155331
2056,"IncursionRunicMarkAppear","Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/spells/lightning_fireworks/marker/appear.ao",[],4,0,613943663
2057,"IncursionRunicMarkLoop","Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/spells/lightning_fireworks/marker/runic_marker.ao",[],4,0,1899647303
2058,"IncursionVaalMortarPhysicalImpact","Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/mortars/physical/vaal_physimpact.ao",[],4,60,3410698278
2059,"ColdBeamRetaliationBeam","Metadata/Effects/Spells/monsters_effects/harbinger_special_beam_cannon/cold_beam.ao",[],4,0,1892373013
2060,"DelayedTriggerSkillAoELightning","Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/spells/lightning_fireworks/marker/appear.ao",[],4,0,4230705180
2061,"VaalLightningStrikeOrb","Metadata/Effects/Spells/lightning_strike/vaalorb.ao",[],4,0,3641046524
2062,"VaalExpandingPulse1","Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/ultimate_spells/point_blank_blast/cascade_explosion/vaal_blast_01.ao",[],4,217,1121562541
2063,"VaalExpandingPulse2","Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/ultimate_spells/point_blank_blast/cascade_explosion/vaal_blast_02.ao",[],4,304,195471002
2064,"VaalExpandingPulse3","Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/ultimate_spells/point_blank_blast/cascade_explosion/vaal_blast_03.ao",[],4,388,3873862784
2065,"VaalExpandingPulse4","Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/ultimate_spells/point_blank_blast/cascade_explosion/vaal_blast_04.ao",[],4,472,4292066147
2066,"SawBladeVortex1","Metadata/Effects/Microtransactions/Spells/blade_vortex/Sawblades/01.ao",[],4,0,1451183311
2067,"SawBladeVortex2","Metadata/Effects/Microtransactions/Spells/blade_vortex/Sawblades/02.ao",[],4,0,2873876013
2068,"SawBladeVortex3","Metadata/Effects/Microtransactions/Spells/blade_vortex/Sawblades/03.ao",[],4,0,4039874964
2069,"SawBladeVortex4","Metadata/Effects/Microtransactions/Spells/blade_vortex/Sawblades/04.ao",[],4,0,2390713396
2070,"SawBladeVortex5","Metadata/Effects/Microtransactions/Spells/blade_vortex/Sawblades/05.ao",[],4,0,354477841
