"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantics","bool_15","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool_33","HASH32","BelongsActiveSkillsKey","Category","bool_70","bool_71","IsScalable","ContextFlags","DotFlag"
4507,"current_number_of_ice_golems",1,"","",3,"","","","","",1916105722,[],"","","",1,[],[]
4508,"current_number_of_lightning_golems",1,"","",3,"","","","","",-561065012,[],"","","",1,[],[]
4509,"current_number_of_stone_golems",1,"","",3,"","","","","",520643561,[],"","","",1,[],[]
4510,"current_number_of_chaos_golems",1,"","",3,"","","","","",835156463,[],"","","",1,[],[]
4511,"base_cold_immunity",1,"","",4,"","","","","",-223740554,[],"","","","",[],[]
4512,"base_lightning_immunity",1,"","",4,"","","","","",1160584474,[],"","","","",[],[]
4513,"gain_elemental_penetration_for_4_seconds_on_mine_detonation",1,"","",1,"","","","","",-550509240,[],"","","",1,[],[]
4514,"display_can_take_character_start_point","","","",3,"","","","","",726031715,[],"","","","",[],[]
4515,"fire_damage_immunity",1,"","",4,"",1,"","",1,-252049728,[],"","","","",[0],[]
4516,"cold_damage_immunity",1,"","",4,"",1,"","",1,-1654865747,[],"","","","",[0],[]
4517,"lightning_damage_immunity",1,"","",4,"",1,"","",1,1563065583,[],"","","","",[0],[]
4518,"chaos_damage_immunity",1,"","",4,"",1,"","",1,1198822964,[],"","","","",[0],[]
4519,"elemental_damage_immunity","","","",4,"","","","","",849993701,[],"","","","",[],[]
4520,"intermediate_global_total_minimum_added_lightning_damage","","","",3,"",1,"","","",1713734595,[],"","","","",[29],[]
4521,"global_total_minimum_added_lightning_damage","","","",3,"",1,"","","",-22022249,[],"","","","",[29],[]
4522,"intermediate_global_total_maximum_added_lightning_damage","","","",3,"",1,"","","",404865578,[],"","","","",[29],[]
4523,"global_total_maximum_added_lightning_damage","","","",3,"",1,"","","",-1869505691,[],"","","","",[29],[]
4524,"have_killed_recently","","","",4,"","","","","",1557132459,[],"","","","",[],[]
4525,"track_have_killed_recently","","","",4,"",1,"","","",-1997486029,[],"","","","",[36],[]
4526,"number_of_times_have_been_hit_recently",1,"","",3,1,"","","",1,574549640,[],"","","",1,[],[]
4527,"number_of_times_have_been_hit_by_enemy_recently",1,"","",3,1,"","","",1,-1843249385,[],"","","",1,[],[]
4528,"track_have_been_hit_recently","","","",4,"",1,"","","",1431357189,[],"","","","",[36],[]
4529,"track_have_been_hit_by_enemy_recently","","","",4,"",1,"","","",-791694559,[],"","","","",[36],[]
4530,"have_crit_recently","","","",4,"","","","","",461390919,[],"","","","",[],[]
4531,"track_have_crit_recently",1,"","",4,"",1,"","","",1653324357,[],"","","","",[36],[]
4532,"number_of_attack_crit_recently","","","",3,"","","","","",-2101638342,[],"","","","",[],[]
4533,"track_attack_crit_recently",1,"","",4,"","","","","",1231561649,[],"","","",1,[],[]
4534,"base_body_armour_physical_damage_reduction_rating",1,"","",3,"","","","",1,122129026,[],"","","",1,[],[]
4535,"chance_to_grant_power_charge_to_nearby_allies_on_kill_%",1,"","",1,"","","","",1,-1154453924,[],"","","",1,[],[]
4536,"chance_to_grant_frenzy_charge_to_nearby_allies_on_hit_%",1,"","",1,"","","","",1,629282236,[],"","","",1,[],[]
4537,"blood_rage_grants_additional_attack_speed_+%",1,"","",1,"","","","","",414907726,"[""blood_rage""]","","","",1,[],[]
4538,"blood_rage_grants_additional_%_chance_to_gain_frenzy_on_kill",1,"","",1,"","","","","",-765790786,"[""blood_rage""]","","","",1,[],[]
4539,"play_tempestuous_steel_sounds",1,"","",4,"","","","",1,-1560525178,[],"","","","",[],[]
4540,"from_totem_aura_damage_+%_final",1,"","",1,"","","","","",294648436,[],"","","",1,[],[]
4541,"explode_enemies_for_25%_life_as_chaos_on_kill_chance_%","","","",1,"","","","","",-2082054223,[],18,"","",1,[],[]
4542,"explode_cursed_enemies_for_25%_life_as_chaos_on_kill_chance_%",1,"","",1,"","","","","",-1840026285,[],"","","",1,[],[]
4543,"base_minion_duration_+%","","","",1,"","","","","",72268054,[],12,"","",1,[],[]
4544,"skill_specific_minion_duration_+%_final","","","",1,"","","","","",359005996,[],"",1,"",1,[],[]
4545,"base_chaos_golem_granted_buff_effect_+%",1,"","",1,"","","","","",-1526292044,[],"","","",1,[],[]
4546,"base_stone_golem_granted_buff_effect_+%",1,"","",1,"","","","","",1447435730,[],"","","",1,[],[]
4547,"base_fire_golem_granted_buff_effect_+%",1,"","",1,"","","","","",667868309,[],"","","",1,[],[]
4548,"base_ice_golem_granted_buff_effect_+%",1,"","",1,"","","","","",-548357589,[],"","","",1,[],[]
4549,"base_lightning_golem_granted_buff_effect_+%",1,"","",1,"","","","","",-898362898,[],"","","",1,[],[]
4550,"stone_golem_elemental_resistances_%",1,"","",1,"","","","","",329894637,[],"","","",1,[],[]
4551,"dominating_blow_minion_damage_+%",1,"","",1,"","","","","",995573707,[],"","","",1,[],[]
4552,"dominating_blow_skill_attack_damage_+%",1,"","",1,"","","","","",411969819,"[""dominating_blow"",""dominating_blow_alt_x"",""dominating_blow_alt_y"",""vaal_dominating_blow""]","","","",1,[],[]
4553,"lightning_golem_elemental_resistances_%",1,"","",1,"","","","","",-1984652907,[],"","","",1,[],[]
4554,"lightning_golem_damage_+%",1,"","",1,"","","","","",-823675068,[],"","","",1,[],[]
4555,"is_hindered",1,"","",4,"","","","","",-1417561726,[],"","","","",[],[]
4556,"damage_+%_vs_hindered_enemies",1,"","",1,"","","","","",609168858,[],"","","",1,[],[]
4557,"blast_rain_number_of_blasts",1,"","",3,1,"","","",1,-315094088,"[""blast_rain"",""blast_rain_alt_x"",""blast_rain_alt_y""]","","","",1,[],[]
4558,"local_display_socketed_curse_gems_have_mana_reservation_+%","",1,"",1,"","","","","",695962681,[],"","","","",[],[]
4559,"bone_offering_block_chance_+%",1,"","",1,"","","","","",1103019433,"[""bone_offering""]","","","",1,[],[]
4560,"map_number_of_explicit_mods",1,"","",4,"","","","","",1034667441,[],"","","","",[],[]
4561,"curse_orb_additional_height",1,"","",3,1,"","","",1,-1132170535,[],"","","",1,[],[]
4562,"curse_orb_additional_radius",1,"","",3,1,"","","",1,319359774,[],"","","",1,[],[]
4563,"phase_run_skill_effect_duration_+%",1,"","",1,"","","","","",-2076771524,"[""phase_run_old"",""phase_run""]","","","",1,[],[]
4564,"lightning_tendrils_critical_strike_chance_+%",1,"","",1,"","","","","",-2097620368,"[""lightning_tendrils_old"",""lightning_tendrils"",""lightning_tendrils_alt_x"",""lightning_tendrils_alt_y""]","","","",1,[],[]
4565,"searing_totem_elemental_resistance_+%",1,"","",1,"","","","","",1781234669,"[""searing_bond"",""searing_bond_alt_x"",""searing_bond_alt_y""]","","","",1,[],[]
4566,"flesh_offering_attack_speed_+%",1,"","",1,"","","","","",99774734,"[""flesh_offering"",""vaal_flesh_offering""]","","","",1,[],[]
4567,"smoke_mine_base_movement_velocity_+%",1,"","",1,"","","","",1,775499033,"[""smoke_mine""]","","","",1,[],[]
4568,"convocation_buff_effect_+%",1,"","",1,"","","","","",-771355935,"[""convocation""]","","","",1,[],[]
4569,"molten_shell_buff_effect_+%",1,"","",1,"","","","","",-149783574,"[""molten_shell_monster"",""molten_shell"",""vaal_molten_shell"",""monster_vaal_molten_shell""]","","","",1,[],[]
4570,"enduring_cry_buff_effect_+%",1,"","",1,"","","","","",1619742928,"[""enduring_cry""]","","","",1,[],[]
4571,"righteous_fire_spell_damage_+%",1,"","",1,"","","","","",-70895080,"[""righteous_fire"",""righteous_fire_alt_x"",""righteous_fire_alt_y"",""vaal_righteous_fire"",""righteous_fire_sacrifice""]","","","",1,[],[]
4572,"rallying_cry_buff_effect_+%",1,"","",1,"","","","","",-1715961139,"[""inspiring_cry"",""rallying_cry""]","","","",1,[],[]
4573,"attack_trigger_when_critically_hit_%",1,"","",1,"","","","",1,2093904954,[],"",1,"",1,[],[]
4574,"cast_when_hit_%",1,"","",1,"","","","",1,940060961,[],"",1,"",1,[],[]
4575,"attack_trigger_when_hit_%",1,"","",1,"","","","",1,270413027,[],"",1,"",1,[],[]
4576,"attack_trigger_on_kill_%",1,"","",1,"","","","",1,1013269191,[],"",1,"",1,[],[]
4577,"decrement_parent_counter_on_death",1,"","",4,"","","","","",-724461345,[],"","","","",[],[]
4578,"minions_explode_on_death_for_%_max_life_at_end_of_duration",1,"","",1,"","","","","",457150294,[],"","","",1,[],[]
4579,"explode_on_death_for_%_max_life_at_end_of_duration",1,"","",1,"","","","","",1827146864,[],"","","",1,[],[]
4580,"melee_ancestor_totem_damage_+%",1,"","",1,"","","","","",-1127754259,"[""ancestral_protector"",""ancestral_protector_alt_x"",""ancestral_protector_alt_y""]","","","",1,[],[]
4581,"melee_ancestor_totem_placement_speed_+%",1,"","",1,"","","","","",-376520171,"[""ancestral_protector"",""ancestral_protector_alt_x"",""ancestral_protector_alt_y""]","","","",1,[],[]
4582,"melee_ancestor_totem_elemental_resistance_%",1,"","",1,"","","","","",670986195,"[""ancestral_protector"",""ancestral_protector_alt_x"",""ancestral_protector_alt_y""]","","","",1,[],[]
4583,"blast_rain_%_chance_for_additional_blast",1,"","",1,1,"","","",1,1779186660,[],"","","",1,[],[]
4584,"perandus_chest_revive_targeted_monster",1,"","",4,"","","","","",-26038499,[],"","","","",[],[]
4585,"current_difficulty","","","",3,"","","","","",-93364156,[],"","","",1,[],[]
4586,"base_fire_damage_%_of_maximum_life_plus_maximum_ES_taken_per_minute_in_cruel","","","",1,"","","","","",-914839333,[],"","","",1,[],[]
4587,"base_fire_damage_%_of_maximum_life_plus_maximum_ES_taken_per_minute_in_merciless","","","",1,"","","","","",1453071962,[],"","","",1,[],[]
4588,"kinetic_blast_%_chance_for_additional_blast",1,"","",1,1,"","","",1,-1551724708,[],"","","",1,[],[]
4589,"share_charges_with_party_members_in_aura",1,"","",4,"","","","","",-1636685299,[],"","","","",[],[]
4590,"guardian_nearby_allies_share_charges",1,"","",4,"","","","","",837265575,[],"","","","",[],[]
4591,"bleed_duration_+%",1,"","",1,"",1,"","","",-885045722,[],"","","","",[2],[]
4592,"summoned_monsters_are_parented_to_my_parent",1,"","",4,"","","","","",40491494,[],"","","","",[],[]
4593,"monster_grants_no_experience_after_x_revives",1,"","",3,"","","","","",1540875197,[],"","","",1,[],[]
4594,"consecrate_ground_on_shatter_%_chance_for_3_seconds",1,"","",1,"","","","","",1310763416,[],"","","","",[],[]
4595,"summoned_monsters_decrement_parent_counter",1,"","",4,"","","","","",1115320760,[],"","","","",[],[]
4596,"skill_buff_effect_+%",1,"","",1,"","","","",1,2068851980,[],"","","",1,[],[]
4597,"glows_in_area_with_unique_fish",1,"","",4,"","","","","",2007913644,[],"","","","",[],[]
4598,"local_display_summon_raging_spirit_on_kill_%",1,"","",1,"","","","","",1282758997,[],"","","","",[],[]
4599,"attacks_num_of_additional_chains","","","",3,"","","","","",-319555298,[],"","","",1,[],[]
4600,"monster_do_not_give_soul_to_soul_eater",1,"","",4,"","","","","",1110721692,[],"","","","",[],[]
4601,"monster_grants_no_flask_charges",1,"","",4,"","","","",1,-8898688,[],"","","","",[],[]
4602,"used_teleports",1,"","",3,1,"","","",1,1716358659,[],"","","",1,[],[]
4603,"explosive_arrow_attack_speed_+%",1,"","",1,"","","","",1,-927141161,"[""explosive_arrow_old"",""explosive_arrow"",""explosive_arrow_alt_x"",""explosive_arrow_alt_y""]","","","",1,[],[]
4604,"slam_ancestor_totem_grant_owner_melee_damage_+%_final",1,"","",1,"","","","",1,830965819,[],"","","",1,[],[]
4605,"slash_ancestor_totem_grant_owner_physical_damage_added_as_fire_+%",1,"","",1,"","","","",1,-1372507419,[],"","","",1,[],[]
4606,"slam_ancestor_totem_granted_melee_damage_+%_final",1,"","",1,"","","","","",-828414691,[],"","","",1,[],[]
4607,"perandus_chest_spawned_bosses",1,"","",4,"","","","","",-1997261373,[],"","","","",[],[]
4608,"lightning_damage_+%_per_10_intelligence","",1,"",1,"","","","","",1773447722,[],"","","",1,[],[]
4609,"shield_charge_range_+%",1,"","",1,1,"","","",1,367109810,[],"","","",1,[],[]
4610,"local_maim_on_hit","",1,1,4,"","",4611,4612,"",-355352386,[],"","","","",[],[]
4611,"main_hand_maim_on_hit","","","",4,"","","","","",612025115,[],"","","","",[],[]
4612,"off_hand_maim_on_hit","","","",4,"","","","","",636451294,[],"","","","",[],[]
4613,"warcries_cost_no_mana","","","",4,"","","","",1,1565790676,[],18,"","","",[],[]
4614,"is_on_ground_maelstrom","","","",4,"","","","","",1526866695,[],"","","","",[],[]
4615,"gain_a_power_charge_when_you_or_your_totems_kill_%_chance",1,"","",1,"","","","","",102048069,[],"","","",1,[],[]
4616,"give_parent_power_charge_on_kill_%_chance",1,"","",1,"","","","","",-1181778585,[],"","","",1,[],[]
4617,"buff_visuals_show_while_hidden_override",1,"","",4,1,"","","",1,5791343,[],"","","","",[],[]
4618,"always_pierce","","","",4,"","","","","",-1518426969,[],"","","","",[],[]
4619,"always_crit_shocked_enemies",1,"","",4,"","","","","",-294285395,[],"","","","",[],[]
4620,"cannot_crit_non_shocked_enemies",1,"","",4,"","","","","",-1480246957,[],"","","","",[],[]
4621,"map_prophecy",1,"","",4,"","","","","",2092203777,[],"","","","",[],[]
4622,"frost_bolt_damage_+%",1,"","",1,"","","","","",-273471861,"[""frost_bolt"",""frost_bolt_alt_x"",""frost_bolt_alt_y""]","","","",1,[],[]
4623,"frost_bolt_nova_damage_+%",1,"","",1,"","","","","",-1929586714,"[""vortex"",""vortex_alt_x"",""vortex_alt_y""]","","","",1,[],[]
4624,"double_slash_damage_+%",1,"","",1,"","","","","",520162514,"[""lacerate"",""lacerate_alt_x"",""lacerate_alt_y"",""walking_double_slash""]","","","",1,[],[]
4625,"charged_attack_damage_+%",1,"","",1,"","","","","",-766239548,"[""charged_attack"",""blade_flurry"",""blade_flurry_alt_x"",""blade_flurry_alt_y"",""vaal_blade_flurry""]","","","",1,[],[]
4626,"slam_ancestor_totem_damage_+%",1,"","",1,"","","","","",-70809367,"[""ancestral_warchief"",""ancestral_warchief_alt_x"",""ancestral_warchief_alt_y"",""vaal_ancestral_warchief""]","","","",1,[],[]
4627,"slash_ancestor_totem_damage_+%",1,"","",1,"","","","","",-1278453287,"[""ancestor_totem_slash""]","","","",1,[],[]
4628,"slash_ancestor_totem_radius_+%",1,"","",1,"","","","","",-2025445619,"[""ancestor_totem_slash""]","","","",1,[],[]
4629,"slam_ancestor_totem_radius_+%",1,"","",1,"","","","","",1003730844,"[""ancestral_warchief"",""ancestral_warchief_alt_x"",""ancestral_warchief_alt_y"",""vaal_ancestral_warchief""]","","","",1,[],[]
4630,"frost_bolt_nova_radius_+%",1,"","",1,"","","","","",1945071099,"[""vortex"",""vortex_alt_x"",""vortex_alt_y""]","","","",1,[],[]
4631,"double_slash_critical_strike_chance_+%",1,"","",1,"","","","","",-1717684588,"[""lacerate"",""lacerate_alt_x"",""lacerate_alt_y"",""walking_double_slash""]","","","",1,[],[]
4632,"charged_attack_radius_+%",1,"","",1,"","","","","",393984120,"[""charged_attack"",""blade_flurry"",""blade_flurry_alt_x"",""blade_flurry_alt_y"",""vaal_blade_flurry""]","","","",1,[],[]
4633,"double_slash_radius_+%",1,"","",1,"","","","","",-432634608,"[""lacerate"",""lacerate_alt_x"",""lacerate_alt_y"",""walking_double_slash""]","","","",1,[],[]
4634,"charged_attack_damage_per_stack_+%_final",1,"","",1,"","","","",1,1682056105,[],"","","",1,[],[]
4635,"%_of_life_and_energy_shield_to_take_as_damage_on_using_a_movement_skill",1,"","",1,"","","","","",-309686206,[],"","","",1,[],[]
4636,"remove_%_of_targets_current_flask_charges_on_hit",1,"","",1,1,"","","",1,-261345614,[],"","","",1,[],[]
4637,"virtual_reduce_enemy_cold_resistance_with_weapons_%",1,"","",1,"",1,"","","",-751655015,[],"","","","",[2],[]
4638,"virtual_reduce_enemy_fire_resistance_with_weapons_%",1,"","",1,"",1,"","","",-308801188,[],"","","","",[2],[]
4639,"virtual_reduce_enemy_lightning_resistance_with_weapons_%",1,"","",1,"",1,"","","",1054983085,[],"","","","",[2],[]
4640,"minions_%_chance_to_blind_on_hit",1,"","",1,"","","","","",-1867959772,[],"","","",1,[],[]
4641,"minions_cannot_be_blinded",1,"","",4,"","","","","",1844144033,[],"","","","",[],[]
4642,"display_socketed_minion_gems_supported_by_level_X_life_leech","","","",3,"","","","","",1042481062,[],"","","","",[],[]
4643,"magic_items_drop_identified","",1,"",4,"","","","","",-250993718,[],"","","","",[],[]
4644,"number_of_stackable_unique_jewels","","","",3,"","","","","",-1805061746,[],"","","",1,[],[]
4645,"X_mana_per_stackable_unique_jewel","","","",3,"","","","","",-743797885,[],"","","",1,[],[]
4646,"X_armour_per_stackable_unique_jewel","","","",3,"","","","","",1015267010,[],"","","",1,[],[]
4647,"elemental_damage_+%_per_stackable_unique_jewel","","","",1,"","","","","",-470532317,[],"","","",1,[],[]
4648,"base_fire_damage_%_of_maximum_life_plus_maximum_ES_taken_per_minute_in_normal","","","",1,"","","","","",1828916985,[],"","","",1,[],[]
4649,"projectile_uses_contact_position",1,"","",4,1,"","","",1,2092954104,[],"","","","",[],[]
4650,"skeletal_chains_aoe_%_health_dealt_as_chaos_damage",1,"","",1,"","","","",1,1665328434,[],"","","",1,[],[]
4651,"virtual_number_of_inca_minions_allowed",1,"","",3,1,1,"","",1,-1480340512,[],"","","","",[33],[]
4652,"virtual_number_of_insects_allowed",1,"","",3,1,1,"","",1,-1026622133,[],"","","","",[33],[]
4653,"virtual_number_of_taniwha_tails_allowed",1,"","",3,1,1,"","",1,-1572460670,[],"","","","",[33],[]
4654,"virtual_number_of_wolves_allowed",1,"","",3,1,1,"","",1,-10490749,[],"","","","",[33],[]
4655,"you_cannot_have_non_golem_minions",1,"","",4,"","","","","",1397945178,[],"","","","",[],[]
4656,"lightning_damage_%_taken_from_mana_before_life",1,"","",1,"","","","","",-586245246,[],"","","",1,[],[]
4657,"recover_%_maximum_mana_when_enemy_shocked",1,"","",1,"","","","","",1398246661,[],8,"","",1,[],[]
4658,"ground_caustic_art_variation",1,"","",3,1,"","","",1,1303648937,[],"","","","",[],[]
4659,"global_life_leech_from_physical_attack_damage_per_red_socket_on_item_permyriad",1,"","",1,"","","","","",-1067627900,[],"","","",1,[],[]
4660,"quantity_of_items_dropped_by_maimed_enemies_+%",1,"","",1,"","","","","",-1550150132,[],"","","",1,[],[]
4661,"rarity_of_items_dropped_by_maimed_enemies_+%",1,"","",1,"","","","","",-319278917,[],"","","",1,[],[]
4662,"damage_taken_+%_if_you_have_taken_a_savage_hit_recently",1,"","",1,"","","","","",-986823835,[],"","","",1,[],[]
4663,"is_maimed",1,"","",4,"","","","","",252907360,[],"","","","",[],[]
4664,"track_have_been_savage_hit_recently",1,"","",4,"",1,"","","",-261185583,[],"","","","",[36],[]
4665,"have_been_savage_hit_recently","","","",4,1,"","","",1,453513299,[],"","","","",[],[]
4666,"track_have_taken_attack_damage_recently",1,"","",4,"",1,"","","",949025952,[],"","","","",[36],[]
4667,"have_taken_attack_damage_recently","","","",4,"","","","","",-1404501618,[],"","","","",[],[]
4668,"track_have_taken_spell_damage_recently",1,"","",4,"",1,"","","",849706770,[],"","","","",[36],[]
4669,"have_taken_spell_damage_recently","","","",4,"","","","","",-954744357,[],"","","","",[],[]
4670,"stun_duration_on_self_+%",1,"","",1,"","","","","",1152510981,[],11,"","",1,[],[]
4671,"melee_damage_+%_per_endurance_charge",1,"","",1,"","","","",1,1469650466,[],"","","",1,[],[]
4672,"totems_resist_all_elements_+%_per_active_totem","","","",3,"","","","","",-882504261,[],"","","",1,[],[]
4673,"summon_your_maximum_number_of_totems_in_formation",1,"","",4,1,"","","",1,-1292705841,[],"","","","",[],[]
4674,"gain_life_regeneration_%_per_second_for_1_second_if_taken_savage_hit",1,"","",4,"","","","","",-1611146038,[],"","","","",[],[]
4675,"maximum_life_%_to_add_as_maximum_energy_shield","","","",1,"","","","","",2014062531,[],9,"","",1,[],[]
4676,"total_base_maximum_life","","","",3,"",1,"","","",-1851695453,[],"","","","",[0],[]
4677,"combined_life_+%",1,"","",1,1,1,"","",1,1815174577,[],"","","","",[0],[]
4678,"combined_life_+%_final","","","",1,"",1,"","","",-1455664350,[],"","","","",[0],[]
4679,"cannot_be_shocked_while_at_maximum_endurance_charges","","","",4,"","","","","",598764549,[],"","","","",[],[]
4680,"movement_speed_+%_if_used_a_warcry_recently",1,"","",1,"","","","","",1096164602,[],"","","",1,[],[]
4681,"mana_leech_from_attack_damage_permyriad_vs_poisoned_enemies",1,"","",6,"","","","","",-1339820975,[],"","","",1,[],[]
4682,"num_warcries_used_recently","","","",4,1,"","","",1,1075236772,[],"","","","",[],[]
4683,"track_have_used_a_warcry_recently",1,"","",4,"",1,"","","",1109439783,[],"","","","",[36],[]
4684,"totems_spells_cast_speed_+%_per_active_totem","","","",1,"","","","","",-1367851401,[],"","","",1,[],[]
4685,"movement_skills_mana_cost_+%",1,"","",1,"","","","","",452795051,[],"","","",1,[],[]
4686,"global_critical_strike_mulitplier_+_per_green_socket_on_item",1,"","",1,"","","","","",-361810874,[],"","","",1,[],[]
4687,"additional_block_chance_%_when_in_off_hand","","",1,1,"","","",1085,"",-187460634,[],"","","",1,[],[]
4688,"critical_strike_chance_+%_when_in_main_hand","","",1,1,"","",556,"","",-1141413575,[],"","","",1,[],[]
4689,"spirit_offering_duration_+%",1,"","",1,"","","","","",168507599,"[""spirit_offering""]","","","",1,[],[]
4690,"spirit_offering_physical_damage_%_to_add_as_chaos",1,"","",1,"","","","","",1399117044,"[""spirit_offering""]","","","",1,[],[]
4691,"base_fire_damage_%_of_maximum_life_taken_per_minute_in_normal",1,"","",1,"","","","","",-1007548738,[],"","","",1,[],[]
4692,"base_fire_damage_%_of_maximum_es_taken_per_minute_in_normal",1,"","",1,"","","","","",-522444239,[],"","","",1,[],[]
4693,"base_fire_damage_%_of_maximum_life_taken_per_minute_in_cruel",1,"","",1,"","","","","",-803778162,[],"","","",1,[],[]
4694,"base_fire_damage_%_of_maximum_es_taken_per_minute_in_cruel",1,"","",1,"","","","","",-918163943,[],"","","",1,[],[]
4695,"base_fire_damage_%_of_maximum_life_taken_per_minute_in_merciless",1,"","",1,"","","","","",-815862643,[],"","","",1,[],[]
4696,"base_fire_damage_%_of_maximum_es_taken_per_minute_in_merciless",1,"","",1,"","","","","",-194703265,[],"","","",1,[],[]
4697,"%_of_life_to_deal_as_damage",1,"","",1,"","","","","",1705117343,[],"","","",1,[],[]
4698,"%_of_es_to_deal_as_damage",1,"","",1,"","","","","",-2035565086,[],"","","",1,[],[]
4699,"%_of_life_to_take_as_damage_on_using_a_movement_skill",1,"","",1,"","","","","",1156640458,[],"","","",1,[],[]
4700,"%_of_energy_shield_to_take_as_damage_on_using_a_movement_skill",1,"","",1,"","","","","",-1498373472,[],"","","",1,[],[]
4701,"%_of_life_to_deal_as_damage_on_using_a_movement_skill",1,"","",1,"","","","","",-364209753,[],"","","",1,[],[]
4702,"%_of_energy_shield_to_deal_as_damage_on_using_a_movement_skill",1,"","",1,"","","","","",586447007,[],"","","",1,[],[]
4703,"local_unique_overflowing_chalice_flask_cannot_gain_flask_charges_during_flask_effect",1,1,"",4,"","","","",1,412919083,[],"","","","",[],[]
4704,"using_flask_overflowing_chalice",1,"","",4,"","","","","",-657700993,[],"","","","",[],[]
4705,"cannot_be_chained_from",1,"","",4,1,"","","",1,86465865,[],"","","","",[],[]
4706,"damage_taken_+%_if_not_hit_recently_final",1,"","",1,"","","","","",-2099414041,[],"","","",1,[],[]
4707,"evasion_+%_if_hit_recently",1,"","",1,"","","","","",1315804247,[],"","","",1,[],[]
4708,"cast_socketed_spells_on_X_mana_spent",1,"","",3,"","","","","",2087987327,[],"",1,"",1,[],[]
4709,"cast_socketed_spells_on_mana_spent_%_chance",1,"","",1,"","","","","",-223110929,[],"",1,"",1,[],[]
4710,"cast_socketed_spells_on_X_life_spent",1,"","",3,"","","","","",1451263869,[],"",1,"",1,[],[]
4711,"cast_socketed_spells_on_life_spent_%_chance",1,"","",1,"","","","","",72646396,[],"",1,"",1,[],[]
4712,"block_chance_%_vs_taunted_enemies",1,"","",1,"","","","","",1145566101,[],"","","",1,[],[]
4713,"minion_cold_damage_resistance_%",1,"","",1,"","","","","",1910369803,[],"","","",1,[],[]
4714,"minion_physical_damage_%_to_add_as_cold",1,"","",1,"","","","","",-1657121186,[],"","","",1,[],[]
4715,"armour_and_evasion_rating_+%_if_killed_a_taunted_enemy_recently",1,"","",1,"","","","","",1388935758,[],"","","",1,[],[]
4716,"have_killed_a_taunted_enemy_recently","","","",4,"","","","","",88756817,[],"","","","",[],[]
4717,"map_owner_master_exp_favour_+%",1,"","",1,"","","","","",-800804963,[],"","","",1,[],[]
4718,"support_cast_on_mana_spent",1,"","",4,"","","","","",-801623919,[],"",1,"","",[],[]
4719,"support_cast_on_life_spent",1,"","",4,"","","","","",480579717,[],"",1,"","",[],[]
4720,"num_of_additional_chains_at_max_frenzy_charges","","","",3,"","","","","",1916874721,[],"","","",1,[],[]
4721,"critical_strikes_do_not_always_freeze",1,"","",4,"","","","","",1507421871,[],"","","","",[],[]
4722,"damage_+%_for_each_level_the_enemy_is_higher_than_you",1,"","",1,"","","","","",1882344044,[],"","","",1,[],[]
4723,"local_unique_flask_charges_gained_+%_during_flask_effect",1,1,"",1,"","","","",1,-391326757,[],"","","",1,[],[]
4724,"gain_phasing_for_4_seconds_on_begin_es_recharge",1,"","",4,"","","","","",1960953481,[],"","","","",[],[]
4725,"evasion_rating_+%_while_phasing","","","",1,"","","","","",-672127075,[],11,"","",1,[],[]
4726,"item_found_rarity_+%_while_phasing","","","",1,"","","","","",503345381,[],"","","",1,[],[]
4727,"hexproof","","","",4,"","","","","",-947539766,[],"","","","",[],[]
4728,"map_monsters_are_hexproof",1,"","",4,"","","","","",1175354252,[],"","","","",[],[]
4729,"ignore_hexproof",1,"","",4,"","","","","",1115688390,[],18,"","","",[],[]
4730,"totems_attack_speed_+%_per_active_totem","","","",1,"","","","","",-745785994,[],"","","",1,[],[]
4731,"attacks_num_of_additional_chains_when_in_main_hand","",1,1,3,"","",4599,"","",-1182518027,[],"","","",1,[],[]
4732,"attacks_number_of_additional_projectiles","","","",3,"","","","","",2079989692,[],18,"","",1,[],[]
4733,"attacks_number_of_additional_projectiles_when_in_off_hand","",1,1,3,"","","",4732,"",1416046929,[],"","","",1,[],[]
4734,"counter_attacks_minimum_added_physical_damage","","","",3,"","","","","",1785945217,[],"","","",1,[],[]
4735,"counter_attacks_maximum_added_physical_damage","","","",3,"","","","","",-2095875320,[],"","","",1,[],[]
4736,"golem_damage_+%_per_active_golem_type",1,"","",1,"","","","","",748788013,[],"","","",1,[],[]
4737,"life_+%_with_no_corrupted_equipped_items","","","",1,"","","","","",-653897628,[],"","","",1,[],[]
4738,"maximum_life_%_to_add_as_maximum_energy_shield_with_no_corrupted_equipped_items","","","",1,"","","","","",-2143259838,[],"","","",1,[],[]
4739,"life_regeneration_per_minute_with_no_corrupted_equipped_items","","","",3,"","","","","",612095754,[],"","","",1,[],[]
4740,"energy_shield_recharge_rate_per_minute_with_all_corrupted_equipped_items","","","",3,"","","","","",-1724954046,[],"","","",1,[],[]
4741,"local_display_nearby_enemies_take_X_chaos_damage_per_minute","",1,"",3,"","","","","",-772064712,[],"","","","",[],[]
4742,"number_of_equipped_items",1,"","",3,"","","","","",908346054,[],"","","",1,[],[]
4743,"virtual_mana_leech_from_any_damage_permyriad","","","",1,"",1,"","","",-294538869,[],"","","","",[19],[]
4744,"virtual_current_number_of_golem_types",1,"","",3,"",1,"","","",1994730389,[],"","","","",[0],[]
