"rownum","Id","XOffset","YOffset","FirstSlotIndex","Width","Height","bool_28","Tab","SlotSize","HideIfEmpty","Subtab","StoredItems","bool_58","string_59","i32_67","bool_71"
153,"Metadata/Items/MapFragments/CurrencyUberBossKeySirus",27,831,152,1,1,"",0,66,"",0,[4119],"","",0,""
154,"Metadata/Items/MapFragments/CurrencyUberBossKeyShaper",117,831,153,1,1,"",0,66,"",0,[4117],"","",0,""
155,"Metadata/Items/MapFragments/CurrencyUberBossKeyExarch",209,831,154,1,1,"",0,66,"",0,[4123],"","",0,""
156,"Metadata/Items/MapFragments/CurrencyUberBossKeyMaven",300,831,155,1,1,"",0,66,"",0,[4121],"","",0,""
157,"Metadata/Items/MapFragments/CurrencyUberBossKeyUberElder",390,831,156,1,1,"",0,66,"",0,[4118],"","",0,""
158,"Metadata/Items/MapFragments/CurrencyUberBossKeyEater",480,831,157,1,1,"",0,66,"",0,[4122],"","",0,""
159,"Metadata/Items/MapFragments/CurrencyUberBossKeyCortex",572,831,158,1,1,"",0,66,"",0,[4120],"","",0,""
160,"Metadata/Items/Scarabs/ScarabBreachNew1",420,360,159,1,1,"",2,54,"",0,[3605],"","",0,""
161,"Metadata/Items/Scarabs/ScarabBreachNew2",720,360,160,1,1,"",2,54,"",0,[3606],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BreachScarabStandardSlot",0,1
162,"Metadata/Items/Scarabs/ScarabBreachNew3",480,360,161,1,1,"",2,54,"",0,[3607],"","",0,""
163,"Metadata/Items/Scarabs/ScarabBreachNew4",540,360,162,1,1,"",2,54,"",0,[3608],"","",0,""
164,"Metadata/Items/Scarabs/ScarabBreachNew5",600,360,163,1,1,"",2,54,"",0,[3609],"","",0,""
165,"Metadata/Items/Scarabs/ScarabMapsNew1",60,80,164,1,1,"",2,54,"",0,[3615],"","",0,""
166,"Metadata/Items/Scarabs/ScarabMapsNew2",120,80,165,1,1,"",2,54,"",0,[3616],"","",0,""
167,"Metadata/Items/Scarabs/ScarabMapsNew3",300,80,166,1,1,"",2,54,"",0,[3617],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/MapsScarabStandardSlot",0,1
168,"Metadata/Items/Scarabs/ScarabMapsNew4",240,80,167,1,1,"",2,54,"",0,[3618],"","",0,""
169,"Metadata/Items/Scarabs/ScarabMapsNew5",180,80,168,1,1,"",2,54,"",0,[3619],"","",0,""
170,"Metadata/Items/Scarabs/ScarabUniquesNew1",420,150,169,1,1,"",2,54,"",0,[3624],"","",0,""
171,"Metadata/Items/Scarabs/ScarabUniquesNew2",480,150,170,1,1,"",2,54,"",0,[3625],"","",0,""
172,"Metadata/Items/Scarabs/ScarabUniquesNew3",540,150,171,1,1,"",2,54,"",0,[3626],"","",0,""
173,"Metadata/Items/Scarabs/ScarabBeastsNew1",60,220,172,1,1,"",2,54,"",0,[3635],"","",0,""
174,"Metadata/Items/Scarabs/ScarabBeastsNew2",120,220,173,1,1,"",2,54,"",0,[3636],"","",0,""
175,"Metadata/Items/Scarabs/ScarabBeastsNew3",180,220,174,1,1,"",2,54,"",0,[3637],"","",0,""
176,"Metadata/Items/Scarabs/ScarabBeastsNew4",240,220,175,1,1,"",2,54,"",0,[3638],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BestiaryScarabStandardSlot",0,1
177,"Metadata/Items/Scarabs/ScarabInfluenceNew1",420,80,176,1,1,"",2,54,"",0,[3647],"","",0,""
178,"Metadata/Items/Scarabs/ScarabInfluenceNew2",480,80,177,1,1,"",2,54,"",0,[3648],"","",0,""
179,"Metadata/Items/Scarabs/ScarabInfluenceNew3",540,80,178,1,1,"",2,54,"",0,[3649],"","",0,""
180,"Metadata/Items/Scarabs/ScarabInfluenceNew4",600,80,179,1,1,"",2,54,"",0,[3650],"","",0,""
181,"Metadata/Items/Scarabs/ScarabSulphiteNew1",60,430,180,1,1,"",2,54,"",0,[3655],"","",0,""
182,"Metadata/Items/Scarabs/ScarabSulphiteNew2",180,430,181,1,1,"",2,54,"",0,[3656],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/DelveScarabStandardSlot",0,1
183,"Metadata/Items/Scarabs/ScarabSulphiteNew3",120,430,182,1,1,"",2,54,"",0,[3657],"","",0,""
184,"Metadata/Items/Scarabs/ScarabDivinationCardsNew1",60,150,183,1,1,"",2,54,"",0,[3662],"","",0,""
185,"Metadata/Items/Scarabs/ScarabDivinationCardsNew2",120,150,184,1,1,"",2,54,"",0,[3663],"","",0,""
186,"Metadata/Items/Scarabs/ScarabDivinationCardsNew3",180,150,185,1,1,"",2,54,"",0,[3664],"","",0,""
187,"Metadata/Items/Scarabs/ScarabTormentNew1",60,850,186,1,1,"",2,54,"",0,[3669],"","",0,""
188,"Metadata/Items/Scarabs/ScarabTormentNew2",120,850,187,1,1,"",2,54,"",0,[3670],"","",0,""
189,"Metadata/Items/Scarabs/ScarabTormentNew3",240,850,188,1,1,"",2,54,"",0,[3671],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/TormentScarabStandardSlot",0,1
190,"Metadata/Items/Scarabs/ScarabStrongboxNew1",60,500,189,1,1,"",2,54,"",0,[3677],"","",0,""
191,"Metadata/Items/Scarabs/ScarabStrongboxNew2",120,500,190,1,1,"",2,54,"",0,[3678],"","",0,""
192,"Metadata/Items/Scarabs/ScarabStrongboxNew3",180,500,191,1,1,"",2,54,"",0,[3679],"","",0,""
193,"Metadata/Items/Scarabs/ScarabStrongboxNew4",240,500,192,1,1,"",2,54,"",0,[3680],"","",0,""
194,"Metadata/Items/Scarabs/ScarabStrongboxNew5",300,500,193,1,1,"",2,54,"",0,[3681],"","",0,""
195,"Metadata/Items/Scarabs/ScarabHarbingerNew1",628,237,194,1,1,"",2,54,"",0,[3686],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
196,"Metadata/Items/Scarabs/ScarabHarbingerNew2",685,237,195,1,1,"",2,54,"",0,[3687],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
197,"Metadata/Items/Scarabs/ScarabHarbingerNew3",742,237,196,1,1,"",2,54,"",0,[3688],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
198,"Metadata/Items/Scarabs/ScarabHarbingerNew4",799,237,197,1,1,"",2,54,"",0,[3689],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
199,"Metadata/Items/Scarabs/ScarabExpedition1",420,500,198,1,1,"",2,54,"",0,[3694],"","",0,""
200,"Metadata/Items/Scarabs/ScarabExpedition2",480,500,199,1,1,"",2,54,"",0,[3695],"","",0,""
201,"Metadata/Items/Scarabs/ScarabExpedition3",540,500,200,1,1,"",2,54,"",0,[3696],"","",0,""
202,"Metadata/Items/Scarabs/ScarabExpedition4",600,500,201,1,1,"",2,54,"",0,[3697],"","",0,""
203,"Metadata/Items/Scarabs/ScarabExpedition5",660,500,202,1,1,"",2,54,"",0,[3698],"","",0,""
204,"Metadata/Items/Scarabs/ScarabLegionNew1",420,710,203,1,1,"",2,54,"",0,[3703],"","",0,""
205,"Metadata/Items/Scarabs/ScarabLegionNew2",480,710,204,1,1,"",2,54,"",0,[3704],"","",0,""
206,"Metadata/Items/Scarabs/ScarabLegionNew3",540,710,205,1,1,"",2,54,"",0,[3705],"","",0,""
207,"Metadata/Items/Scarabs/ScarabLegionNew4",660,710,206,1,1,"",2,54,"",0,[3706],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/LegionScarabStandardSlot",0,1
208,"Metadata/Items/Scarabs/ScarabLegionNew5",600,710,207,1,1,"",2,54,"",0,[3707],"","",0,""
209,"Metadata/Items/Scarabs/ScarabAbyssNew1",420,220,208,1,1,"",2,54,"",0,[3720],"","",0,""
210,"Metadata/Items/Scarabs/ScarabAbyssNew2",480,220,209,1,1,"",2,54,"",0,[3721],"","",0,""
211,"Metadata/Items/Scarabs/ScarabAbyssNew3",600,220,210,1,1,"",2,54,"",0,[3723],"","",0,""
212,"Metadata/Items/Scarabs/ScarabAbyssNew4",540,220,211,1,1,"",2,54,"",0,[3722],"","",0,""
213,"Metadata/Items/Scarabs/ScarabAnarchy1",60,570,212,1,1,"",2,54,"",0,[3725],"","",0,""
214,"Metadata/Items/Scarabs/ScarabAnarchy2",120,570,213,1,1,"",2,54,"",0,[3726],"","",0,""
215,"Metadata/Items/Scarabs/ScarabAnarchy3",180,570,214,1,1,"",2,54,"",0,[3727],"","",0,""
216,"Metadata/Items/Scarabs/ScarabEssence1",60,780,215,1,1,"",2,54,"",0,[3729],"","",0,""
217,"Metadata/Items/Scarabs/ScarabEssence2",120,780,216,1,1,"",2,54,"",0,[3730],"","",0,""
218,"Metadata/Items/Scarabs/ScarabEssence3",180,780,217,1,1,"",2,54,"",0,[3731],"","",0,""
219,"Metadata/Items/Scarabs/ScarabEssence4",240,780,218,1,1,"",2,54,"",0,[3732],"","",0,""
220,"Metadata/Items/Scarabs/ScarabDomination1",60,710,219,1,1,"",2,54,"",0,[3734],"","",0,""
221,"Metadata/Items/Scarabs/ScarabDomination2",120,710,220,1,1,"",2,54,"",0,[3735],"","",0,""
222,"Metadata/Items/Scarabs/ScarabDomination3",180,710,221,1,1,"",2,54,"",0,[3736],"","",0,""
223,"Metadata/Items/Scarabs/ScarabDomination4",240,710,222,1,1,"",2,54,"",0,[3737],"","",0,""
224,"Metadata/Items/Scarabs/ScarabRitual1",420,780,223,1,1,"",2,54,"",0,[3738],"","",0,""
225,"Metadata/Items/Scarabs/ScarabRitual2",480,780,224,1,1,"",2,54,"",0,[3739],"","",0,""
226,"Metadata/Items/Scarabs/ScarabRitual3",540,780,225,1,1,"",2,54,"",0,[3740],"","",0,""
227,"Metadata/Items/Scarabs/ScarabHarvest1",420,570,226,1,1,"",2,54,"",0,[3742],"","",0,""
228,"Metadata/Items/Scarabs/ScarabHarvest2",480,570,227,1,1,"",2,54,"",0,[3743],"","",0,""
229,"Metadata/Items/Scarabs/ScarabHarvest3",540,570,228,1,1,"",2,54,"",0,[3744],"","",0,""
230,"Metadata/Items/Scarabs/ScarabIncursion1",60,360,229,1,1,"",2,54,"",0,[3745],"","",0,""
231,"Metadata/Items/Scarabs/ScarabIncursion2",120,360,230,1,1,"",2,54,"",0,[3746],"","",0,""
232,"Metadata/Items/Scarabs/ScarabIncursion3",180,360,231,1,1,"",2,54,"",0,[3747],"","",0,""
233,"Metadata/Items/Scarabs/ScarabIncursion4",240,360,232,1,1,"",2,54,"",0,[3748],"","",0,""
234,"Metadata/Items/Scarabs/ScarabBetrayal1",60,290,233,1,1,"",2,54,"",0,[3749],"","",0,""
235,"Metadata/Items/Scarabs/ScarabBetrayal2",120,290,234,1,1,"",2,54,"",0,[3750],"","",0,""
236,"Metadata/Items/Scarabs/ScarabBetrayal3",180,290,235,1,1,"",2,54,"",0,[3751],"","",0,""
237,"Metadata/Items/Scarabs/ScarabBetrayal4",240,290,236,1,1,"",2,54,"",0,[3752],"","",0,""
238,"Metadata/Items/Scarabs/ScarabBeyond1",60,640,237,1,1,"",2,54,"",0,[3753],"","",0,""
239,"Metadata/Items/Scarabs/ScarabBeyond2",120,640,238,1,1,"",2,54,"",0,[3755],"","",0,""
240,"Metadata/Items/Scarabs/ScarabBeyond3",300,640,239,1,1,"",2,54,"",0,[3754],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BeyondScarabStandardSlot",0,1
241,"Metadata/Items/Scarabs/ScarabBeyond4",180,640,240,1,1,"",2,54,"",0,[3756],"","",0,""
242,"Metadata/Items/Scarabs/ScarabBeyond5",240,640,241,1,1,"",2,54,"",0,[3757],"","",0,""
243,"Metadata/Items/Scarabs/ScarabUltimatum1",420,850,242,1,1,"",2,54,"",0,[3758],"","",0,""
244,"Metadata/Items/Scarabs/ScarabUltimatum2",480,850,243,1,1,"",2,54,"",0,[3759],"","",0,""
245,"Metadata/Items/Scarabs/ScarabUltimatum3",540,850,244,1,1,"",2,54,"",0,[3760],"","",0,""
246,"Metadata/Items/Scarabs/ScarabUltimatum4",600,850,245,1,1,"",2,54,"",0,[3761],"","",0,""
247,"Metadata/Items/Scarabs/ScarabUltimatum5",660,850,246,1,1,"",2,54,"",0,[3762],"","",0,""
248,"Metadata/Items/Scarabs/ScarabDelirium1",420,430,247,1,1,"",2,54,"",0,[3763],"","",0,""
249,"Metadata/Items/Scarabs/ScarabDelirium2",480,430,248,1,1,"",2,54,"",0,[3764],"","",0,""
250,"Metadata/Items/Scarabs/ScarabDelirium3",540,430,249,1,1,"",2,54,"",0,[3765],"","",0,""
251,"Metadata/Items/Scarabs/ScarabDelirium4",600,430,250,1,1,"",2,54,"",0,[3766],"","",0,""
252,"Metadata/Items/Scarabs/ScarabDelirium5",660,430,251,1,1,"",2,54,"",0,[3767],"","",0,""
253,"Metadata/Items/Scarabs/ScarabBlightNew1",420,290,252,1,1,"",2,54,"",0,[3768],"","",0,""
254,"Metadata/Items/Scarabs/ScarabBlightNew2",540,290,253,1,1,"",2,54,"",0,[3769],"","Art/2DArt/UIImages/InGame/MTX/FragmentTab/BlightScarabStandardSlot",0,1
255,"Metadata/Items/Scarabs/ScarabBlightNew3",480,290,254,1,1,"",2,54,"",0,[3770],"","",0,""
256,"Metadata/Items/Scarabs/ScarabBlightNew4",540,290,254,1,1,"",2,54,"",1,[3771],"","",0,""
257,"Metadata/Items/Scarabs/ScarabMisc1",776,255,253,1,1,"",2,54,"",1,[3777],"","",0,""
258,"Metadata/Items/Scarabs/ScarabMisc2",776,315,252,1,1,"",2,54,"",1,[3778],"","",0,""
259,"Metadata/Items/Scarabs/ScarabMisc3",776,375,251,1,1,"",2,54,"",1,[3779],"","",0,""
260,"Metadata/Items/Scarabs/ScarabMisc4",776,435,250,1,1,"",2,54,"",1,[3780],1,"Art/2DArt/UIImages/InGame/MTX/FragmentTab/FragmentTabScarabsStackedSlot",0,""
261,"Metadata/Items/Scarabs/ScarabMisc5",776,675,249,1,1,"",2,54,"",1,[3781],"","",0,""
262,"Metadata/Items/Scarabs/ScarabUber1",846,285,248,1,1,"",2,54,"",1,[3788],"","",0,""
263,"Metadata/Items/Scarabs/ScarabUber2",846,345,247,1,1,"",2,54,"",1,[3789],"","",0,""
264,"Metadata/Items/Scarabs/ScarabUber3",846,405,246,1,1,"",2,54,"",1,[3790],"","",0,""
265,"Metadata/Items/Scarabs/ScarabUber4",846,465,245,1,1,"",2,54,"",1,[3791],"","",0,""
266,"Metadata/Items/Scarabs/ScarabUber5",846,525,244,1,1,"",2,54,"",1,[3792],"","",0,""
267,"Metadata/Items/Scarabs/ScarabUber6",846,585,243,1,1,"",2,54,"",1,[3793],"","",0,""
268,"Metadata/Items/Scarabs/ScarabUber7",846,645,242,1,1,"",2,54,"",1,[3794],"","",0,""
269,"Metadata/Items/Scarabs/ScarabTormentNew4",180,850,188,1,1,"",2,54,"",1,[3672],"","",0,""
270,"Metadata/Items/Scarabs/ScarabMisc8",776,555,239,1,1,"",2,54,"",1,[3784],"","",0,""
271,"Metadata/Items/Scarabs/ScarabMisc11",776,615,236,1,1,"",2,54,"",1,[3787],"","",0,""
272,"Metadata/Items/Scarabs/ScarabBlightNew5",600,290,253,1,1,"",2,54,"",2,[3772],"","",0,""
273,"Metadata/Items/Scarabs/ScarabAbyssNew5",660,220,211,1,1,"",2,54,"",1,[3724],"","",0,""
274,"Metadata/Items/Scarabs/ScarabEssence5",300,780,218,1,1,"",2,54,"",1,[3733],"","",0,""
275,"Metadata/Items/Scarabs/ScarabBreachNew6",660,360,163,1,1,"",2,54,"",1,[3610],"","",0,""
276,"Metadata/Items/MapFragments/RitualBossFragment",147,456,159,1,1,"",0,66,"",1,[5173],"","",0,""
277,"Metadata/Items/Scarabs/ScarabMisc9",776,495,241,1,1,"",2,54,"",1,[3785],"","",0,""
278,"Metadata/Items/MapFragments/CurrencyMastermindsLair",430,203,160,1,1,"",4,75,"",1,[5179],"","",0,""
279,"Metadata/Items/MapFragments/AtlasMemory/CurrencyFearKey",320,553,161,1,1,"",0,66,"",1,[4620],"","",0,""
280,"Metadata/Items/MapFragments/AtlasMemory/CurrencyIgnoranceKey",435,553,162,1,1,"",0,66,"",1,[4624],"","",0,""
281,"Metadata/Items/MapFragments/AtlasMemory/CurrencyBenevolenceKey",551,553,164,1,1,"",0,66,"",1,[4622],"","",0,""
282,"Metadata/Items/Scarabs/ScarabSettlers1",420,640,252,1,1,"",2,54,"",3,[3773],"","",0,""
283,"Metadata/Items/Scarabs/ScarabSettlers2",480,640,253,1,1,"",2,54,"",3,[3774],"","",0,""
284,"Metadata/Items/Scarabs/ScarabSettlers3",540,640,254,1,1,"",2,54,"",4,[3775],"","",0,""
285,"Metadata/Items/MapFragments/CurrencyUberBossKeyBenevolence",844,831,0,1,1,"",0,66,"",1,[5286],"","",0,""
286,"Metadata/Items/MapFragments/CurrencyUberBossKeyAnger",753,831,1,1,1,"",0,66,"",1,[5285],"","",0,""
287,"Metadata/Items/MapFragments/CurrencyUberBossKeyIgnorance",662,831,2,1,1,"",0,66,"",1,[5287],"","",0,""
288,"Metadata/Items/MapFragments/ResplendenceAllflamePack",278,401,3,1,1,"",4,75,"",1,[5218],"","",0,""
289,"Metadata/Items/MapFragments/BetrayalAllflamePack",379,402,4,1,1,"",4,75,"",1,[5217],"","",0,""
290,"Metadata/Items/MapFragments/CleansedAllflamePack",480,402,5,1,1,"",4,75,"",1,[5222],"","",0,""
291,"Metadata/Items/MapFragments/PropagationAllflamePack",581,402,6,1,1,"",4,75,"",1,[5219],"","",0,""
292,"Metadata/Items/MapFragments/GoldAllflamePack",278,521,7,1,1,"",4,75,"",1,[5223],"","",0,""
293,"Metadata/Items/MapFragments/MeatSackAllflamePack",379,521,8,1,1,"",4,75,"",1,[5220],"","",0,""
294,"Metadata/Items/MapFragments/WildwoodAllflamePack",480,521,9,1,1,"",4,75,"",1,[5221],"","",0,""
295,"Metadata/Items/MapFragments/ToadAllflamePack",581,521,10,1,1,"",4,75,"",1,[5224],"","",0,""
296,"Metadata/Items/MapFragments/CurrencyBrequelBossKey",725,456,165,1,1,"",0,66,"",1,[4151],"","",0,""
297,"Metadata/Items/Scarabs/ScarabAnarchy4",240,570,254,1,1,"",2,54,"",5,[3728],"","",0,""
298,"Metadata/Items/Scarabs/ScarabSettlers4",600,640,254,1,1,"",2,54,"",6,[3776],"","",0,""
299,"Metadata/Items/Scarabs/ScarabRitual4",600,780,254,1,1,"",2,54,"",7,[3741],"","",0,""
300,"Metadata/Items/Scarabs/ScarabMisc10",776,435,254,1,1,"",2,54,"",8,[3786],"","",0,""
