"rownum","Id","i32_8","WorldAreasKeys","MinCount","MaxCount","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool_60","[i32]_61","Grounds","Tags","MinLevel","MaxLevel","WorldAreas2","i32_133","PackFormation","i32_153","bool_157","[string]_158","bool_174","bool_175","bool_176","bool_177","[string]_178","NecropolisPack"
542,"Act9-BlackScorpion",0,[139],3,9,100,1,[6137],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],394
543,"Act9-YellowScorpionGrass",0,[140],4,10,0,0,[],"",[100],"[""ForestGrass""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],430
544,"Act9-BlackScorpionGrass",0,[140],3,9,100,1,[6137],"",[100],"[""ForestGrass""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],394
545,"Act9-SandLeaper5",0,[139],5,14,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],111
546,"Act9-ZombieMummy2",0,[139],4,12,100,1,[5525],"",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],431
547,"Act9-MarakethRider_",0,"[139,140]",3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],410
548,"Act9-GemFrog3",0,[140],4,10,0,0,[],"",[100],"[""GenericAlternate"",""Knoll"",""ForestRiverBank""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],188
549,"Act9-Iguana3",0,[140],3,9,0,0,[],"",[100],"[""GenericAlternate"",""Knoll"",""ForestRiverBank""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],196
550,"Act9-SkeletonMelee14",0,[140],4,10,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],28
551,"Act9-SkeletonBow6",0,[140],4,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],38
552,"Act9-BullNoArmour",0,[141],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],452
553,"Act9-VultureParasite3",0,[141],4,10,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],254
554,"Act9-MountainGoatmanLeapSlam2",0,[141],3,8,100,1,[299],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],50
555,"Act9-SkeletonSoldierFoothills",0,[141],4,9,50,1,[4110],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],29
556,"Act9-SkeletonSoldierRanged",0,[141],4,8,50,1,[4110],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],39
557,"Act9-MossMonsterStandingFoothills",0,[141],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],102
558,"Act9-LionWolf2",0,[141],4,11,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],428
559,"Act9-SkeletonSoldierBleached",0,[142],4,10,50,1,[4117],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],395
560,"Act9-SkeletonSoldierRangedBleached",0,[142],4,8,50,1,[4117],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],396
561,"Act9-WaterElementalSulphurHidden",0,[142],4,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],425
562,"Act9-BrineKingMinionBleached",0,[142],4,11,100,1,[5998],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],423
563,"Act9-CrabParasiteBleached",0,[142],4,12,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],399
564,"Act9-ShieldCrabBleached",0,[142],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],400
565,"Act9-WhiteScorpion",0,[142],4,11,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],427
566,"Act9-SkeletonSoldierCrystallised",0,"[143,144]",4,11,50,1,[4204],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],419
567,"Act9-SkeletonSoldierRangedTornadoShotCrystallised",0,"[143,144]",4,10,50,1,[4204],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],422
568,"Act9-Miner2",0,"[143,144]",4,8,50,1,"[4189,4179]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],251
569,"Act9-MineBat3",0,[143],4,10,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],89
570,"Act9-Wraith",0,[143],4,9,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],352
571,"Act9-SpiderPlague2",0,[143],4,9,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],344
572,"Act9-SpiderHair3",0,[143],4,11,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],194
573,"Act9-SkeletonMeleeBellyOfTheBeastCrawl1",0,[144],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],239
574,"Act9-CityStalkerMaleWorkerCold2",0,[145],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],168
575,"Act9-CityStalkerMaleWorkerLightning",0,[145],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],167
576,"Act9-GrapplerRefinery",0,[145],4,11,100,1,[6209],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],191
577,"Act9-SkeletonMelee15",0,[145],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],30
578,"Act9-SkeletonBow5",0,[145],4,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],37
579,"Act9-HalfSkeletonRangedPart2",0,[147],4,8,50,1,[4668],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],406
580,"Act9-HalfSkeletonPart2",0,[147],4,8,50,1,[4668],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],405
581,"Act9-TasterPart2_",0,[147],4,8,50,1,[4350],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],424
582,"Act9-HalfSkeletonRangedPart2Intro",0,[148],4,8,50,1,[4668],"",[100],"[""IntroGround""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],406
583,"Act9-HalfSkeletonPart2Intro",0,[148],4,8,50,1,[4668],"",[100],"[""IntroGround""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],405
584,"Act9-TasterPart2_Intro",0,[148],4,8,50,1,[4350],"",[100],"[""IntroGround""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],424
585,"Act9-WraithDoedre",0,[148],4,9,100,1,[3879],"",[100],"[""DoedreGround""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],401
586,"Act9-FlameBearerBlight",0,[148],3,7,0,0,[],"",[100],"[""MaligaroGround""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],402
587,"Act9-ClockworkGolemShavronne",0,[148],3,7,0,0,[],"",[100],"[""ShavronneGround""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],416
588,"Act9-DemonModularLightningShavronne_",0,[148],4,11,0,0,[],"",[100],"[""ShavronneGround""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],415
589,"Act9-BloodElementalDoedre",0,[148],4,8,0,0,[],"",[100],"[""DoedreGround""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],158
590,"Act9-SpiderHairMaligaro",0,[148],6,16,100,1,[5700],"",[100],"[""MaligaroGround""]",[],0,100,[],100,"",0,"",[],1,"","",1,[],345
591,"Act9-CityStalkeFemaleShavronne",0,[148],4,11,0,0,[],"",[100],"[""ShavronneGround""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],414
592,"Act10-Banshee2",0,[150],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],269
593,"Act10-KitavaSkeleton",0,"[150,154,155]",4,8,30,1,[5510],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],436
594,"Act10-KitavaCultist",0,"[150,152,154,155]",6,9,30,1,[5510],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],285
595,"Act10-Mauler",0,[151],4,7,100,1,[5317],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],437
596,"Act10-Regurgitator1",0,"[151,154,155]",4,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],440
597,"Act10-WickerMan",0,"[151,154,155]",3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],445
598,"Act10-SlaveCatcherKitava",0,"[151,156]",4,11,70,1,[5622],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],288
599,"Act10-OriathBlackguardKitava",0,"[151,156]",4,11,70,1,[5622],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],432
600,"Act10-PurgeHoundKitavaSpawn",0,"[151,156]",3,6,70,1,[5622],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],439
601,"Act10-ReligiousTemplarKitava",0,"[151,152,153]",3,7,70,1,[5332],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],287
602,"Act10-BlackguardInquisitorKitava",0,[153],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],281
603,"Act10-BlackguardClericKitava1",0,[153],4,10,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],280
604,"Act10-KitavaCultistSpearCandle",0,[153],3,9,70,1,[5332],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],442
605,"Act10-IceElementalGlassShard",0,[153],4,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],434
606,"Act10-TemplarSlaveDriverKitava",0,[156],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],441
607,"Act10-IndoctrinatedConvertKitava",0,[156],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],435
608,"Act10-OriathanCitizenZombieMale",0,[156],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],323
609,"Act10-BlackguardTorturerKitava",0,[156],4,11,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],444
610,"Act10-SkeletonMelee11",0,[157],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],292
611,"Act10-OriathCivilianGhostMale",0,[157],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],294
612,"Act10-AnimatedBustMelee",0,[157],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],268
613,"Act10-OriathCivilianGhostMaleRanged",0,[157],4,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],295
614,"Act10-SkeletonCasterGold",0,[157],4,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],276
615,"Act10-SkeletonMelee2Black",0,[158],4,9,80,1,"[6078,791,6198]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],275
616,"Act10-SkeletonCasterBlack",0,[158],4,8,80,1,"[6078,791,6198]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],274
617,"Act10-SpectralPauper1",0,[158],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],296
618,"1_1_2a-cannibalfire",0,[7],1,3,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],9
619,"1_1_2a-bosspack",0,[7],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
620,"1_1_2-cannibalfire",0,[6],2,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],9
621,"1_1_2-bosspack",0,[6],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
622,"1_1_3a-bosspack",0,[9],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
623,"1_1_3-nestpack",0,[8],3,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],10
624,"1_1_3-bosspack",0,[8],3,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
625,"1_1_4_0-bosspack",0,[10],6,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
626,"1_1_5-bosspackmain",0,[12],2,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
627,"1_1_5-totembosspack",0,[12],2,5,100,1,"[1066,1067,1068,1069]","",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
628,"1_1_6-corpsewheels",0,[13],3,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],56
629,"1_1_6-bosspack",0,[13],5,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
630,"1_1_7_1-bosspack",0,[14],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
631,"1_1_7_2-bosspack",0,[15],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
632,"1_1_7_2-sawbonesskeletons",0,[15],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],32
633,"1_1_8-goatmanshamanbosspack",0,[16],4,4,100,1,[301],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
634,"1_1_8-houndbosspack",0,[16],3,6,100,1,[361],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
635,"1_1_11_1-bosspack",12,[19],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
636,"1_1_11_2-bosspack",12,[20],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
637,"1_1_11_2-merveilstatues",2,[20],1,1,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
638,"1_2_2a-bosspack",0,[24],8,14,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
639,"1_2_3-mossmonsteremerge",0,[25],1,1,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],103
640,"1_2_3-bosspack",0,[25],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
641,"1_2_3-bandits",0,[25],2,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],85
642,"1_2_3-beast",0,[25],1,3,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],72
643,"1_2_4-bandits",0,[30],2,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],85
644,"1_2_5_1-bosspack",0,[26],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
645,"1_2_6_1-bosspack",0,[28],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
646,"1_2_6_2-bosspack",0,[29],8,12,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
647,"1_2_8-bosspack",0,[32],3,5,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
648,"1_2_7-bandits",0,[31],2,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],69
649,"1_2_8-snakeboss",0,[32],4,4,100,1,[936],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
650,"1_2_7-bosspack",0,[31],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
651,"1_2_7-banditbowboss",0,[31],4,4,100,1,[14],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
652,"1_2_9-spiders",0,[33],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],120
653,"1_2_9-axis1",0,[33],8,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
654,"1_2_11_1-bosspack",0,[35],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
655,"1_2_12-bandits",0,[36],2,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],104
656,"1_2_15-bosspack",0,[40],4,6,100,1,[1047],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
657,"1_3_1-axisguards",0,[42],6,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
658,"1_3_3_1-bosspack",2,[44],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
659,"1_3_7-axisbosspack",0,[47],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
660,"1_3_7-infightpackribbons",0,[47],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
661,"1_3_7-infightpackaxis",0,[47],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
662,"1_3_8_1-bosspack1",0,[48],5,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
663,"1_3_8_1-bosspack2",0,[48],5,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
664,"1_3_8_2-waterelementals1",0,[49],2,5,0,0,[],"",[0],"[""TempleWaterBottom""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],221
665,"1_3_8_2-bosspack",0,[49],3,3,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
666,"1_3_8_2-bosspack2",0,[49],3,3,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
667,"1_3_9-flamebearerbosspack",0,[50],4,4,100,1,[1648],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
668,"1_3_10_0-frogbosspack",0,[51],4,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
669,"1_3_14_1-bosspack1",0,[53],7,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
670,"1_3_14_1-bosspack2",0,[53],3,3,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
671,"1_3_14_2-bosspack",0,[54],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
672,"1_3_15-bosspack",0,[55],2,4,100,1,[1742],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
673,"1_3_17_2-bosspack",7,[57],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
674,"1_3_18_1-bosspack",0,[58],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
675,"1_3_18_2-bosspack",0,[59],4,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
676,"1_3_18_2-bosspacktower",3,[59],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
677,"1_3_18_2-dominusportal",7,[59],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
678,"1_4_2-bosspack",0,[62],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
679,"1_4_2-vollpack",0,[62],4,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],264
680,"1_4_5_1-pitpack",1,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],230
681,"1_4_3_1-bosspack",0,[63],6,8,100,1,[4136],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
682,"1_4_3_1-minerhammerbosspack",0,[64],4,6,100,1,[4151],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
683,"1_4_3_3-minerlanternbosspack",0,[64],2,4,100,1,[4172],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
684,"1_4_3_2-minehandfingerbosspack",0,[65],1,2,100,1,[4182],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
685,"1_4_5_1-pitbullpitfight",1,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],257
686,"1_4_5_1-cockerelpitfight",1,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],230
687,"1_4_5_1-cockerelbowpitfight",3,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],231
688,"1_4_6_3-malachaiflayedpack",0,[72],1,1,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],"","","",1,[],""
689,"1_5_1-karuislaves",0,[74],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
690,"1_5_2-karuirebels",0,[76],2,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
691,"1_5_3-KaruiRevolt",0,[77],3,5,100,2,"[5627,5629]","",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
692,"1_5_3-TemplarElite",9,[77],2,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],293
693,"2_6_6-corpsewheels",1,[91],4,5,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],56
694,"2_6_9-blackguardzombie",0,[95],8,12,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
695,"2_6_9-cauldronzombie",0,[95],8,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
696,"2_6_9-arakaalispiders",0,[95],8,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],195
697,"2_6_14-bowskeleton",8,[100],8,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],33
698,"2_7_5_2-plagueretchzombies",0,[108],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],91
699,"2_7_5_2-blackguardzombies",0,[108],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
700,"2_8_3-bosspack",8,[122],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
701,"2_8_5-bosspack",0,[124],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
702,"2_8_6-bosspack",2,[125],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
703,"2_8_8-boatpack",0,[128],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],166
704,"2_8_8-boatpack2",1,[128],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],175
705,"2_8_10-bosspack",0,[130],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
706,"2_8_10-solarispack1",0,[130],6,10,100,1,"[1585,1582]","",[0],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],212
707,"2_8_10-solarispack2",0,[130],6,10,100,1,[1951],"",[0],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],387
708,"2_8_13-ribbonfight",8,[134],8,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
709,"2_8_13-ribbonfight_lightning",7,[134],7,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
710,"2_8_13-ribbonfight_fire",7,[134],7,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
711,"2_8_13-lunaris_axis",6,[134],6,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],369
712,"2_8_13-solaris_axis",6,[134],6,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],385
713,"2_9_5-voll_camp",1,[141],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],39
714,"2_9_5-bosspack",0,[141],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
715,"2_9_4-camppack",0,[140],3,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],410
716,"2_9_6-voll_camp",1,[142],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],396
717,"2_9_10_1-bonewarped",0,[147],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
718,"bellyskeletonspawnpack",0,[72],1,1,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],"","","",1,[],""
719,"kaomwarriorpack",0,[67],4,4,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
720,"chaos-dominusportal",5,[168],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],201
721,"chaos-dominusportal2",8,[168],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],201
722,"palace-bosspacktower",3,[59],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
723,"chaos-ghouls",0,[168],5,7,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],538
724,"chaos-cellcrawlers",0,[168],5,8,0,0,[],"",[100],[],"[63,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],539
725,"chaos-bandits",0,[168],3,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],540
726,"chaos-bandits2",0,[168],3,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],541
727,"chaos-bandits3",0,[168],3,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],542
728,"chaos-bandits4",0,[168],4,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],543
729,"chaos-bandits5",0,[168],5,11,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],544
730,"chaos-bandits6",0,[168],4,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],545
731,"chaos-bandits7",0,[168],4,8,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],546
732,"chaos-bandits8",0,[168],4,8,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],547
733,"chaos-beasts1",0,[168],3,6,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],548
734,"chaos-beasts2",0,[168],3,6,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],550
735,"chaos-beasts3",0,[168],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],551
736,"chaos-beasts4",0,[168],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],552
737,"chaos-beasts5",0,[168],3,11,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],553
