"rownum","Id","Accuracy","IsPlayerMinion","Armour","Evasion","EnergyShield","DamageSpread","Resistances","AltLife1","AltLife2","BaseDamageIgnoresAttackSpeed"
823,"MonsterTotemBossSideArea",100,"",100,0,0,0,0,"","",""
824,"MonsterTotemBossDescent2",100,"",100,0,0,0,0,"","",""
825,"MonsterTotemBossEndlessLedge",100,"",100,0,0,0,0,"","",""
826,"MonsterTotemMapBoss",100,"",100,0,0,0,35,"","",""
827,"MonsterTotemMapBossLegends",100,"",100,0,0,0,35,"","",""
828,"MonsterTotemMapMidBossLegends",100,"",100,0,0,0,35,"","",""
829,"MonsterTotemMapSubBossLegends",100,"",100,0,0,0,35,"","",""
830,"MonsterTotemStrMission",100,"",100,0,0,0,0,"","",""
831,"MonsterTotemBloodlinesGhostTotem",100,"",100,0,0,0,0,"","",""
832,"MonsterTotemArchnemesisObelisk",100,"",100,0,0,0,0,"","",""
833,"MonsterTotemBeacon",100,"",100,0,0,0,0,"","",""
834,"MonsterTotemAbyss",100,"",100,0,0,0,35,"","",""
835,"MonsterTotemAbyssDelve",100,"",100,0,0,0,35,1,"",""
836,"MonsterTotemAbyssLich",100,"",100,0,0,0,35,"","",""
837,"MonsterTotemAbyssFragile",100,"",100,0,0,0,35,"","",""
838,"MonsterTotemShockAndHorror",100,"",100,0,0,0,40,"","",""
839,"MonsterTotemRitualBleed",100,"",100,0,0,0,40,1,"",""
840,"MonsterTotemRitualBleedUber",100,"",100,0,0,0,40,1,"",""
841,"MonsterTotemRitualFortify",100,"",100,0,0,0,40,1,"",""
842,"UltimatumTotem",100,"",100,0,0,0,40,1,"",""
843,"Effigy",100,"",100,0,0,0,0,"","",""
844,"EssenceTotem",100,"",100,0,0,0,8,"","",""
845,"Pope",100,"",25,20,50,24,39,"","",""
846,"PopeMapBoss",100,"",25,20,50,24,35,"","",""
847,"DominusDemon",100,"",0,20,0,30,39,"","",""
848,"DominusDemonClone",100,"",0,20,0,30,39,"","",""
849,"DominusDemonMapBoss",100,"",0,20,0,30,35,"","",""
850,"InsectMinion",100,"",0,0,0,20,0,"","",1
851,"InsectWild2",100,"",0,0,0,20,0,"","",1
852,"InsectWildBurrow",100,"",0,0,0,20,0,"","",1
853,"InsectMinionDescent",100,"",0,0,0,20,0,"","",1
854,"InsectWildChampion",100,"",0,0,0,20,0,"","",1
855,"InsectSpawner",100,"",0,0,0,20,0,"","",1
856,"Ryslatha",100,"",0,0,0,20,39,"","",""
857,"RyslathaMap",100,"",0,0,0,20,35,"","",""
858,"RyslathaMapAtlasUber",100,"",0,0,0,20,35,"","",""
859,"InsectSpawnerDexMissionBoss",100,"",0,0,0,20,38,"","",1
860,"InsectSpawnerBossInvasion",100,"",0,0,0,20,38,"","",1
861,"InsectSpawnerBossSideArea",100,"",0,0,0,20,38,"","",1
862,"InsectWild",100,"",0,0,0,20,0,"","",""
863,"ProphecyInsectSpawner",100,"",0,0,0,20,0,"","",1
864,"ProphecyInsectMinion",100,"",0,0,0,20,0,"","",1
865,"InsectTest",100,"",0,0,0,0,0,"","",""
866,"InsectTestLoot",100,"",0,0,0,0,0,"","",""
867,"Necromancer",100,"",0,0,100,20,20,"","",1
868,"NecromancerBoss",100,"",0,0,100,20,28,"","",1
869,"Necromancer2",100,"",0,0,100,20,20,"","",1
870,"NecromancerWhite",100,"",0,0,100,20,20,"","",1
871,"NecromancerKadavrus",100,"",0,0,100,20,20,"","",1
872,"NecromancerSawbones",100,"",0,0,100,20,20,"","",1
873,"NecromancerBossDescent",100,"",0,0,100,20,0,"","",1
874,"NecromancerMapBoss",100,"",0,0,100,20,35,"","",1
875,"NecromancerMapBossAtlasUber",100,"",0,0,100,20,35,"","",1
876,"NecromancerMapBossActon",100,"",0,0,100,20,35,"","",1
877,"NecromancerMapBossTrial",100,"",0,0,100,20,35,"","",1
878,"NecromancerBossInvasion",100,"",0,0,100,20,38,"","",1
879,"NecromancerBossStrMission",100,"",0,0,100,20,0,"","",1
880,"NecromancerRaisedSkeleton",100,"",0,0,0,20,8,"","",""
881,"NecromancerRaisedZombie",100,"",0,0,0,20,8,"","",""
882,"NecromancerRaisedZombieProject",100,"",0,0,0,20,2,"","",""
883,"ZombieCauldronZerg",100,"",0,0,0,20,8,"","",""
884,"NecromancerRaisedZombieMapBoss",100,"",0,0,0,20,35,"","",""
885,"NecromancerRaisedZombieSewerBoss",100,"",0,0,0,20,24,"","",""
886,"NecromancerRaisedZombiePack",100,"",0,0,0,20,8,"","",""
887,"Statue",100,"",50,0,0,20,0,"","",""
888,"AvariusStatue",100,"",50,0,0,20,0,"","",""
889,"TemplarLegionStatue",100,"",50,0,0,20,0,"","",""
890,"StatueMapBoss",100,"",50,0,0,20,35,"","",""
891,"StatueMapBossAtlasUber",100,"",50,0,0,20,35,"","",""
892,"StatueMapBossVastiri",100,"",50,0,0,20,35,"","",""
893,"TormentStatue",100,"",50,0,0,20,0,"","",""
894,"StatueMerveil",100,"",50,0,0,20,0,"","",""
895,"StatueBrittle",100,"",50,0,0,20,0,"","",""
896,"StatueBow",100,"",50,10,0,20,0,"","",""
897,"StatueBowBrittle",100,"",50,10,0,20,0,"","",""
898,"StatueLarge",100,"",100,0,0,20,0,"","",""
899,"StatueLargeGauntlet",100,"",100,0,0,0,0,"","",""
900,"StatueLargeSpectre",100,"",100,0,0,20,0,"","",""
901,"StatueLargeGuardian",100,"",100,0,0,20,48,"","",""
902,"StatueLargeGuardianSpectre",100,"",100,0,0,20,48,"","",""
903,"StatueBoss",100,"",100,0,0,20,0,"","",""
904,"StatueBossMarketplace",100,"",100,0,0,20,0,"","",""
905,"StatueBossDescent",100,"",100,0,0,20,0,"","",""
906,"StatueLion",100,"",50,50,0,10,0,"","",""
907,"StatueLionSolaris",100,"",50,50,0,10,1,"","",""
908,"IzaroGargoyle",100,"",100,0,0,20,0,"","",""
909,"IzaroGargoylePhase2",100,"",100,0,0,20,0,"","",""
910,"Gargoyle",100,"",100,0,0,20,2,"","",""
911,"GargoyleAtlasUber",100,"",100,0,0,20,2,"","",""
912,"MossMonsterStanding",100,"",50,0,0,20,0,"","",1
913,"MossMonsterUnique",100,"",50,0,0,20,0,"","",1
914,"RubbleGolem",100,"",50,0,0,20,0,"","",1
915,"MossMonsterMapBoss",100,"",50,0,0,20,35,"","",1
916,"MossMonsterBossInvasion",100,"",50,0,0,20,38,"","",1
917,"FireMonster",100,"",50,0,0,20,1,"","",1
918,"MossMonsterMapBossFire",100,"",50,0,0,20,35,"","",1
919,"MossMonsterMapBossCold",100,"",50,0,0,20,35,"","",1
920,"MossMonsterMapBossChaos",100,"",50,0,0,20,35,"","",1
921,"FireMonsterBoss",100,"",50,0,0,20,26,"","",1
922,"FireMonsterBossInvasion",100,"",50,0,0,20,38,"","",1
923,"FireMonsterBossDescent2",100,"",50,0,0,20,38,"","",1
924,"FireMonsterMapBoss",100,"",50,0,0,20,35,"","",1
925,"FireMonsterBossEndlessLedge",100,"",50,0,0,20,0,"","",1
926,"UndeadRhoa",100,"",25,0,0,20,2,"","",""
927,"UndeadRhoaDelve",100,"",25,0,0,20,2,"","",""
928,"UndeadRhoaDelveSmall",100,"",25,0,0,20,2,"","",""
929,"UndeadRhoaDelveLarge",100,"",25,0,0,20,19,"","",""
930,"UndeadRhoaMap",100,"",25,0,0,20,2,"","",""
931,"IntMissionUndeadRhoa",100,"",25,0,0,20,24,"","",""
932,"UndeadRhoaWeak",100,"",25,0,0,20,2,"","",""
933,"UndeadRhoaBoss",100,"",20,0,0,20,2,"","",""
934,"UndeadRhoaBossInvasion",100,"",25,0,0,20,2,"","",""
935,"UndeadRhoaMapBoss",100,"",25,0,0,20,35,"","",""
936,"UndeadRhoaTalisman",100,"",25,0,0,20,2,"","",""
937,"BoneRhoaTalisman",100,"",25,0,0,20,2,"","",""
938,"ZombieRhoa",100,"",25,0,0,20,2,"","",""
939,"Frog",100,"",0,20,0,20,3,"","",""
940,"FrogRyslathaMinion",100,"",0,20,0,20,3,"","",""
941,"FrogUntaintedBoss",100,"",0,20,0,20,35,"","",""
942,"FrogTalisman",100,"",0,20,0,20,3,"","",""
943,"FrogBossInvasion",100,"",0,20,0,20,38,"","",""
944,"FrogBossLake",100,"",0,20,0,20,38,"","",""
945,"FrogBossDexMission",100,"",0,20,0,20,28,"","",""
946,"FrogBossSewers",100,"",0,20,0,20,28,"","",""
947,"SilverFrog",100,"",50,50,0,20,39,"","",""
948,"SilverFrogMap",100,"",50,50,0,20,35,"","",""
949,"SilverFrogImage",100,"",50,50,0,20,39,"","",""
950,"SilverFrogImageMap",100,"",50,50,0,20,35,"","",""
951,"SilverOrb",100,"",0,0,0,20,0,"","",""
952,"SilverOrbMap",100,"",0,0,0,20,0,"","",""
953,"Iguana",100,"",0,20,50,20,22,"","",1
954,"IguanaFire",100,"",0,20,50,20,5,"","",1
955,"IguanaChrometouched",100,"",0,20,50,20,22,"","",1
956,"IguanaChrome",100,"",0,20,50,20,22,"","",1
957,"IguanaUntaintedBoss",100,"",0,20,50,20,35,"","",1
958,"IguanaTalisman",100,"",0,20,50,20,22,"","",1
959,"IguanaBoss",100,"",0,20,50,20,30,"","",1
960,"IguanaBossInvasion",100,"",0,20,50,20,38,"","",1
961,"IguanaBossDexMission",100,"",0,20,50,20,38,"","",1
962,"IguanaMapBoss",100,"",0,20,50,20,35,"","",1
963,"IguanaPhoenixBoss",100,"",0,20,50,20,39,"","",1
964,"IguanaPhoenixBossMap",100,"",0,20,50,20,35,"","",1
965,"IguanaPhoenixBossMapAtlasUber",100,"",0,20,50,20,35,"","",1
966,"GemFrog",100,"",0,50,0,20,6,"","",1
967,"GemFrogChrometouched",100,"",0,50,0,20,6,"","",1
968,"GemFrogChrome",100,"",0,50,0,20,6,"","",1
969,"GemFrogMaps",100,"",0,50,0,20,6,"","",1
970,"GemFrogBossInvasion",100,"",0,50,0,20,38,"","",1
971,"GemFrogBossDexMission",100,"",0,50,0,20,38,"","",1
972,"PietyBoss",100,"",0,0,100,20,39,"","",""
973,"PietyBossMap",100,"",0,0,100,20,35,"","",""
974,"PietyEscape",100,"",0,0,100,20,39,"","",""
975,"PietyEscapeMapBoss",100,"",0,0,100,20,35,"","",""
976,"PietyFormChangePortal",100,"",0,0,0,0,0,"","",""
977,"PietyFireBoss",100,"",25,0,100,20,39,"","",""
978,"PietyBeastBoss",100,"",0,0,100,20,39,"","",""
979,"PietyBeastBossMalachaiConverted",100,"",0,0,100,20,39,"","",""
980,"PietyBeastMapBoss",100,"",0,0,100,20,35,"","",""
981,"MercenaryWitch1",100,"",0,0,0,20,0,"","",1
982,"MercenaryWitch2",100,"",0,0,0,20,0,"","",1
983,"MercenaryShadow1",100,"",0,0,0,20,0,"","",1
984,"MercenaryShadow2",100,"",0,0,0,20,0,"","",1
985,"MercenaryMarauder1",100,"",0,0,0,20,0,"","",1
986,"MercenaryMarauder2",100,"",0,0,0,20,0,"","",1
987,"MercenaryScion1",100,"",0,0,0,20,0,"","",1
988,"MercenaryTemplar1",100,"",0,0,0,20,0,"","",1
989,"MercenaryTemplar2",100,"",0,0,0,20,0,"","",1
990,"MercenaryRanger1",100,"",0,0,0,20,0,"","",1
991,"MercenaryRanger2",100,"",0,0,0,20,0,"","",1
992,"MercenaryDuelist1",100,"",0,0,0,20,0,"","",1
993,"MercenaryDuelist2",100,"",0,0,0,20,0,"","",1
994,"MercenaryUnholyRelic",100,"",0,0,0,20,0,"","",""
995,"ExileFaridunRanger1",100,"",0,100,0,20,37,"","",""
996,"ExileRanger1",100,"",0,100,0,20,37,"","",""
997,"ExileRanger1MapBoss",100,"",0,100,0,20,35,"","",""
998,"ExileRanger2",100,"",20,80,0,20,37,"","",""
999,"ExileRanger2MapBoss",100,"",20,80,0,20,35,"","",""
1000,"ExileRanger3",100,"",0,100,0,20,37,"","",""
1001,"ExileRanger4",100,"",0,100,0,20,37,"","",""
1002,"ExileRanger5",100,"",0,100,0,20,37,"","",""
1003,"ExileRanger5Clone",100,"",0,100,0,20,37,"","",""
1004,"ExileDuelist1",100,"",60,40,0,20,37,"","",""
1005,"ExileDuelist1MapBoss",100,"",60,40,0,20,35,"","",""
1006,"ExileDuelist2",100,"",50,50,0,20,37,"","",""
1007,"ExileDuelist3",100,"",50,50,0,20,37,"","",""
1008,"ExileDuelist4",100,"",50,50,0,20,37,"","",""
1009,"ExileDuelist5",100,"",50,50,0,20,37,"","",""
1010,"ExileDuelist5Clone",100,"",50,50,0,20,37,"","",""
1011,"ExileDuelist6",100,"",50,50,0,20,37,"","",""
1012,"ExileFaridunWitch1",100,"",0,0,100,20,37,"","",""
1013,"ExileWitch1",100,"",0,0,100,20,37,"","",""
1014,"ExileWitch2",100,"",10,0,100,20,37,"","",""
1015,"ExileWitch2MapBoss",100,"",10,0,100,20,35,"","",""
1016,"ExileWitch3",100,"",0,0,100,20,37,"","",""
1017,"ExileWitch4",100,"",0,0,100,20,37,"","",""
1018,"ExileWitch5",100,"",0,0,100,20,37,"","",""
1019,"ExileWitch6",100,"",0,0,100,20,37,"","",""
1020,"ExileWitch7",100,"",0,0,100,20,37,"","",""
1021,"ExileFaridunMarauder1",100,"",80,20,0,20,37,"","",""
1022,"ExileMarauder1",100,"",80,20,0,20,37,"","",""
1023,"ExileMarauder2",100,"",100,0,0,20,37,"","",""
1024,"ExileMarauder2MapBoss",100,"",100,0,0,20,35,"","",""
1025,"ExileMarauder3",100,"",100,0,0,20,37,"","",""
1026,"ExileMarauder4",100,"",100,0,0,20,37,"","",""
1027,"ExileMarauder5",100,"",100,0,0,20,37,"","",""
1028,"ExileMarauder6",100,"",100,0,0,20,37,"","",""
1029,"ExileMarauder6MapBoss",100,"",100,0,0,20,35,"","",""
1030,"ExileMarauder7",100,"",100,0,0,20,37,"","",""
1031,"ExileMarauder8",100,"",100,0,0,20,37,"","",""
1032,"ExileTemplar1",100,"",50,20,30,20,37,"","",""
1033,"ExileTemplar1MapBoss",100,"",50,20,30,20,35,"","",""
1034,"ExileTemplar2",100,"",60,0,40,20,37,"","",""
1035,"ExileTemplar3",100,"",50,0,50,20,37,"","",""
1036,"ExileTemplar4",100,"",50,0,50,20,37,"","",""
1037,"ExileTemplar5",100,"",50,0,50,20,37,"","",""
1038,"ExileTemplar6",100,"",50,0,50,20,37,"","",""
1039,"ExileShadow1",100,"",0,60,40,20,37,"","",""
1040,"ExileShadow1MapBoss",100,"",0,60,40,20,35,"","",""
1041,"ExileShadow2",100,"",0,40,60,20,37,"","",""
1042,"ExileShadow3",100,"",0,40,60,20,37,"","",""
1043,"ExileShadow4",100,"",0,40,60,20,37,"","",""
1044,"ExileShadow4MapBoss",100,"",0,40,60,20,35,"","",""
1045,"ExileShadow5",100,"",0,40,60,20,37,"","",""
1046,"ExileShadow6",100,"",0,40,60,20,37,"","",""
1047,"ExileScion1",100,"",33,33,34,20,37,"","",""
1048,"ExileScion2",100,"",33,33,34,20,37,"","",""
1049,"ExileScion2MapBoss",100,"",33,33,34,20,35,"","",""
1050,"ExileScion3",100,"",33,33,34,20,37,"","",""
1051,"ExileScion4",100,"",33,33,34,20,37,"","",""
1052,"ExileDuelistDelve1",100,"",60,40,0,20,37,"","",""
1053,"ExileWitchDelve1",100,"",0,0,100,20,37,"","",""
1054,"ExileMarauderDelve1",100,"",80,20,0,20,37,"","",""
1055,"ExileRangerDelve1",100,"",0,100,0,20,37,"","",""
1056,"ExileShadowDelve1",100,"",0,60,40,20,37,"","",""
1057,"ExileTemplarDelve1",100,"",50,20,30,20,37,"","",""
1058,"ScionProphecy",100,"",33,33,34,20,24,"","",""
1059,"WitchProphecy",100,"",0,0,100,20,24,"","",""
1060,"RangerProphecy",100,"",0,100,0,20,24,"","",""
1061,"TemplarProphecy",100,"",50,0,50,20,24,"","",""
1062,"UniqueMapExileScion",100,"",33,33,34,20,35,"","",""
1063,"UniqueMapExileTwin",100,"",33,33,34,20,35,"","",""
1064,"UniqueMapExileTwinBow",100,"",33,33,34,20,35,"","",""
1065,"WolfKingTalisman",100,"",50,50,0,20,39,"","",""
1066,"WolfKingTalismanMapBoss",100,"",50,50,0,20,35,"","",""
1067,"WolfKingTalismanWolfForm",100,"",0,50,0,20,0,"","",""
1068,"WolfKingTalismanWolfFormMapBoss",100,"",0,50,0,20,0,"","",""
1069,"WbLightningGrunt",100,"",50,0,50,20,3,"","",""
1070,"WbLightningSupport",100,"",0,0,100,20,3,"","",""
1071,"WbLightningElite",100,"",25,33,33,20,20,"","",""
1072,"WbLightningLeader",100,"",25,33,33,20,35,"","",""
1073,"WbColdLeaderClone1",100,"",33,33,34,20,35,"","",""
1074,"WbFireGrunt",100,"",100,0,0,20,1,"","",""
1075,"WbFireGruntPhysical",100,"",100,0,0,20,1,"","",""
1076,"WbFireSupport",100,"",50,0,50,20,1,"","",""
1077,"WbFireElite",100,"",25,33,33,20,18,"","",""
1078,"WbFireEliteGroundSlammer",100,"",25,33,33,20,18,"","",""
1079,"WbFireLeader",100,"",100,33,33,20,35,"","",""
1080,"WbFireLeader1",100,"",100,33,33,20,35,"","",""
1081,"WbColdGrunt",100,"",0,100,0,20,2,"","",""
1082,"WbColdLynx",100,"",0,100,0,20,2,"","",""
1083,"WbColdSupport",100,"",0,50,50,20,2,"","",""
1084,"WbColdElite",100,"",50,33,33,20,19,"","",""
1085,"WbColdLeader",100,"",50,33,33,20,35,"","",""
1086,"WbChaosLeader",100,"",50,33,33,20,35,"","",""
1087,"WbChaosLeader1",100,"",100,33,33,20,35,"","",""
1088,"WbChaosLeader2",100,"",0,33,33,20,35,"","",""
1089,"WbChaosSkeleton",100,"",25,33,33,20,35,"","",""
1090,"WbChaosLeader4",100,"",25,33,33,20,35,"","",""
1091,"WbChaosLeader4Minion",100,"",25,33,33,20,35,"","",""
1092,"WbChaosLeader5",100,"",25,33,33,20,35,"","",""
1093,"WbChaosLeader6",100,"",100,33,33,20,35,"","",""
1094,"WbChaosLeader7",100,"",25,33,33,20,35,"","",""
1095,"WbChaosLeader8",100,"",50,33,33,20,35,"","",""
1096,"DarkExileScion1",100,"",33,33,34,20,35,"","",""
1097,"DarkExileTemplar1",100,"",50,0,50,20,35,"","",""
1098,"DarkExileShadow1",100,"",0,50,50,20,35,"","",""
1099,"DarkExileMarauder1",100,"",100,0,0,20,35,"","",""
1100,"DarkExileRanger1",100,"",0,100,0,20,35,"","",""
1101,"DarkExileWitch1",100,"",0,0,100,20,35,"","",""
1102,"DarkExileDuelist1",100,"",50,50,0,20,35,"","",""
1103,"PerandusMapBoss1",100,"",25,33,33,20,35,"","",""
1104,"PerandusMapBoss2",100,"",25,33,33,20,35,"","",""
1105,"PerandusMapBoss3",100,"",25,33,33,20,35,"","",""
1106,"PerandusMapBoss4",100,"",33,33,33,20,35,"","",""
1107,"PerandusMapBoss5",100,"",25,33,33,20,35,"","",""
1108,"PerandusMapBoss6",100,"",25,33,33,20,35,"","",""
1109,"PerandusMapBoss7",100,"",25,33,33,20,35,"","",""
1110,"VinktarSquareBoss1",100,"",25,0,0,20,35,"","",""
1111,"VinktarSquareBoss2",100,"",25,0,0,20,35,"","",""
1112,"VinktarSquareBoss3",100,"",50,0,0,20,35,"","",""
1113,"VinktarSquareBoss4",100,"",50,0,0,20,35,"","",""
1114,"VinktarSquareBoss1Revived",100,"",25,0,0,20,35,"","",""
1115,"VinktarSquareBoss2Revived",100,"",25,0,0,20,35,"","",""
1116,"VinktarSquareBoss3Revived",100,"",50,0,0,20,35,"","",""
1117,"VinktarSquareBoss4Revived",100,"",50,0,0,20,35,"","",""
1118,"Kiweth",100,"",0,20,50,20,2,"","",""
1119,"KiwethAtlasUber",100,"",0,20,50,20,2,"","",""
1120,"KiwethTalisman",100,"",0,20,50,20,2,"","",""
1121,"KiwethBossStrIntMission",100,"",0,20,50,20,27,"","",""
1122,"KiwethBossTalisman",100,"",0,20,50,20,34,"","",""
1123,"KiwethBossMinion",100,"",0,20,50,20,2,"","",""
1124,"KiwethBossInvasion",100,"",0,20,50,20,38,"","",""
1125,"KiwethBossSideArea",100,"",0,20,50,20,38,"","",""
1126,"KiwethCoves",100,"",0,20,30,20,2,"","",""
1127,"KiwethLocustCallersCold",100,"",0,20,50,20,24,"","",""
1128,"KiwethLocustCallersFire",100,"",0,20,50,20,24,"","",""
1129,"KiwethLocustCallersLightning",100,"",0,20,50,20,24,"","",""
1130,"LocustSwarm",100,"",0,0,0,0,0,"","",""
1131,"LocustSwarmHarmless",100,"",0,0,0,0,0,"","",""
1132,"CannibalMale",100,"",0,15,0,20,0,"","",""
1133,"CannibalFemale",100,"",0,15,0,20,0,"","",""
1134,"CannibalFemaleAtlasUber",100,"",0,15,0,20,0,"","",""
1135,"Cannibal2",100,"",0,15,0,20,7,"","",""
1136,"Cannibal2Cold",100,"",0,15,0,20,7,"","",""
1137,"Cannibal2Lightning",100,"",0,15,0,20,12,"","",""
1138,"Cannibal2Champion",100,"",0,15,0,20,7,"","",""
1139,"CannibalProphecyMale",100,"",0,15,0,20,4,"","",""
1140,"CannibalProphecyFemale",100,"",0,15,0,20,4,"","",""
1141,"CannibalChampion",100,"",0,15,0,20,0,"","",""
1142,"CannibalChampionAtlasUber",100,"",0,15,0,20,0,"","",""
1143,"CannibalBossFireFury",100,"",0,15,0,20,0,"","",""
1144,"CannibalBossFireFuryAltasUber",100,"",0,15,0,20,0,"","",""
1145,"CannibalBossFireFuryBossLake",100,"",0,15,0,20,38,"","",""
1146,"CannibalFemaleBossInvasion",100,"",0,15,0,20,38,"","",""
1147,"CannibalBossFireFuryEndlessLedge",100,"",0,15,0,20,0,"","",""
1148,"CannibalBossHailrake",100,"",0,15,0,20,0,"","",""
1149,"CannibalMaleBossInvasion",100,"",0,15,0,20,38,"","",""
1150,"CannibalMapBossHailrake",100,"",0,15,0,20,35,"","",""
1151,"CannibalBossHailrakeEndlessLedge",100,"",0,15,0,20,0,"","",""
1152,"CannibalMapBossFireFury",100,"",0,15,0,20,35,"","",""
1153,"CannibalBossSideArea",100,"",0,15,0,20,38,"","",""
1154,"CannibalBossSideAreaLowbie",100,"",0,15,0,20,38,"","",""
1155,"Daemon",100,1,0,0,0,0,0,"","",""
1156,"GraftDaemon",100,1,0,0,0,20,0,"","",1
1157,"RitualWispDaemon",100,"",0,0,0,0,0,"","",""
1158,"VaalBladeVortexDaemon",100,1,0,0,0,0,0,"","",""
1159,"DaemonDamageRange",100,1,0,0,0,20,0,"","",""
1160,"DaemonBlastRainBoss",100,1,0,0,0,20,0,"","",""
1161,"DaemonUseSkillOnce",100,1,0,0,0,0,0,"","",""
1162,"DaemonUseSkillOnceVaalChest",100,1,0,0,0,0,0,"","",""
1163,"DaemonUseSkillOnceNoDeleteAfterPerformingAction",100,1,0,0,0,0,0,"","",""
1164,"DaemonUseSkillOnceDamageRange",100,1,0,0,0,20,0,"","",""
1165,"DaemonUseSkillOnceLegionLioneyeSiegeDaemon",100,1,0,0,0,20,0,"","",""
1166,"DaemonBlight",100,1,0,0,0,20,0,"","",""
1167,"DaemonWind",100,1,0,0,0,0,0,"","",""
1168,"AnimatedArmour",340,1,50,0,0,0,42,"","",""
1169,"AnimatedArmourBossSideArea",100,"",50,0,0,20,38,"","",""
1170,"AnimatedArmourBloodlinesGuardian",100,"",50,0,0,20,38,"","",""
1171,"AnimatedArmourMonster",100,"",100,0,0,20,8,"","",""
1172,"AnimatedArmourMonsterTreasure",100,"",100,0,0,20,8,"","",""
1173,"AnimatedArmourDelve",100,"",100,0,0,20,8,"",1,""
1174,"AnimatedArmourProphecyBossSummon",100,"",0,0,0,20,8,"","",""
1175,"AnimatedArmourWestBoss",100,"",25,0,0,20,35,"","",""
1176,"AnimatedArmourWestBossFinal",100,"",25,0,0,20,35,"","",""
1177,"HolyStrikeAnimatedWeapon",100,1,0,0,0,20,42,"","",1
1178,"AnimatedWeapon",340,1,0,0,0,0,42,"","",""
1179,"AnimatedWeaponEclipse",100,"",0,0,0,0,0,"","",""
1180,"AnimatedWeaponMonster",100,"",0,0,0,20,0,"","",""
1181,"AniamtedWeaponMonsterHolyElder",100,"",0,0,0,20,0,"","",""
1182,"AnimatedWeaponMonsterArchitect",100,"",0,0,0,20,0,"","",""
1183,"AniamtedWeaponMonsterHolyElderAttached",100,"",0,0,0,20,0,"","",""
1184,"AniamtedWeaponMonsterUtula",100,"",0,0,0,20,0,"","",""
1185,"AnimatedWeaponMonsterTreasure",100,"",0,0,0,20,0,"","",""
1186,"AnimatedWeaponMapBossMinion",100,"",0,0,0,20,0,"","",""
1187,"AnimatedWeaponMapBossMinion4",100,"",0,0,0,20,0,"","",""
1188,"AnimatedWeaponMapBossMinion5",100,"",0,0,0,20,0,"","",""
1189,"AnimatedWeaponDelveEncounter1",100,"",0,0,0,20,0,"",1,""
1190,"AnimatedWeaponDelveEncounter2",100,"",0,0,0,20,0,"",1,""
1191,"AnimatedWeaponDelveEncounter3",100,"",0,0,0,20,0,"",1,""
1192,"AnimatedWeaponMonsterMapBoss",100,"",0,0,0,20,35,"","",""
1193,"AnimatedWeaponMerveil",100,"",0,0,0,20,0,"","",""
1194,"AnimatedWeaponMonsterWest",100,"",0,0,0,20,0,"","",""
1195,"AnimatedWeaponMonsterSideArea",100,"",0,0,0,20,0,"","",""
1196,"AnimatedWeaponMonsterRanged",100,"",0,20,0,20,0,"","",""
1197,"AnimatedWeaponMonsterRangedWest",100,"",0,20,0,20,0,"","",""
1198,"AnimatedWeaponRampage",100,"",0,0,0,20,0,"","",""
1199,"AnimatedWeaponRampageRanged",100,"",0,0,0,20,0,"","",""
1200,"AnimatedWeaponRampageLeaguestone",100,"",0,0,0,20,0,"","",""
1201,"AnimatedWeaponRampageRangedLeaguestone",100,"",0,0,0,20,0,"","",""
1202,"AnimatedWeaponRampageLeaguestoneBoss",100,"",0,0,0,20,39,"","",""
1203,"AnimatedWeaponRampageRangedLeaguestoneBoss",100,"",0,0,0,20,39,"","",""
1204,"AnimatedWeaponWbAxe",100,"",0,0,0,10,0,"","",""
1205,"AnimatedWeaponWbBow",100,"",0,0,0,10,0,"","",""
1206,"AnimatedWeaponWbStaff",100,"",0,0,0,0,0,"","",""
1207,"ProphecyAnimatedWeapon",100,"",0,0,0,20,0,"","",""
1208,"AnimatedWeaponMapBoss",100,"",0,0,0,20,0,"","",""
1209,"AnimatedWeaponReliquary1",100,"",0,0,0,20,0,"","",""
1210,"AnimatedWeaponReliquary2",100,"",0,0,0,20,0,"","",""
1211,"AnimatedWeaponReliquary3",100,"",0,0,0,20,0,"","",""
1212,"AnimatedWeaponRangedReliquary",100,"",0,0,0,20,0,"","",""
1213,"AnimatedShieldReliquary",100,"",0,0,0,20,0,"","",""
1214,"Squid",100,"",0,40,60,20,3,"","",1
1215,"SquidTalisman",100,"",0,40,60,20,3,"","",1
1216,"SquidDexMission",100,"",0,40,60,20,3,"","",1
1217,"SquidBossInvasion",100,"",0,40,60,20,38,"","",1
1218,"SquidBossDexMission",100,"",0,40,60,20,38,"","",1
1219,"SquidBossSideArea",100,"",0,40,60,20,38,"","",1
1220,"SquidBossSideAreaLowbie",100,"",0,40,60,20,38,"","",""
1221,"SummonedElementalFire",340,1,0,0,0,20,42,"","",""
1222,"SummonedSkull",340,1,0,0,0,20,42,"","",""
1223,"SummonedSkullIcy",340,1,0,0,0,20,42,"","",""
1224,"DoedreSummonedSkullIcy",100,"",0,0,0,20,42,"","",""
1225,"MonsterSummonedSkull",100,"",0,0,0,20,42,"","",""
1226,"MonsterSummonedSkullDelve",100,"",0,0,0,20,42,"","",""
1227,"SummonedSkullKaom",100,"",0,0,0,20,1,"","",""
1228,"SummonedSkullBanshee",100,"",0,0,0,20,0,"","",""
1229,"SummonedSkullSpiritBoss",100,"",0,0,0,20,0,"","",""
