"rownum","RewardOffer","i32_16","Characters","Reward","RewardLevel","rid_56","i32_72","string_76","[rid]_84","RewardStack","bool_104","bool_105","[rid]_106","i32_122","i32_126","[rid]_130","i32_146","rid_150","i32_166","[rid]_170"
305,13,60,[5],2063,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
306,13,61,[2],1840,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
307,13,62,[2],1841,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
308,13,63,[2],1842,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
309,13,64,[2],1604,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
310,13,65,[2],1735,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
311,13,66,[2],2099,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
312,15,0,[1],1662,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
313,15,1,[1],1690,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
314,15,2,[1],1685,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
315,15,3,[1],1895,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
316,15,4,[1],1905,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
317,15,5,[1],2007,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
318,15,6,[1],2093,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
319,15,7,[1],2103,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
320,15,8,[1],2139,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
321,15,9,[1],2329,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
322,15,10,[1],2342,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
323,15,11,[1],5139,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
324,15,12,[1],5140,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
325,15,13,[6],1662,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
326,15,14,[6],1685,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
327,15,15,[6],1692,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
328,15,16,[6],1659,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
329,15,17,[6],1895,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
330,15,18,[6],1905,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
331,15,19,[6],1993,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
332,15,20,[6],2103,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
333,15,21,[0],1659,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
334,15,22,[0],1692,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
335,15,23,[0],1993,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
336,15,24,[0],1992,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
337,15,25,[0],2001,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
338,15,26,[0],2103,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
339,15,27,[0],2339,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
340,15,28,[4],1659,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
341,15,29,[4],1692,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
342,15,30,[4],1790,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
343,15,31,[4],1992,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
344,15,32,[4],2001,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
345,15,33,[4],2103,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
346,15,34,[4],2337,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
347,15,35,[3],1790,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
348,15,36,[3],1692,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
349,15,37,[3],1992,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
350,15,38,[3],2093,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
351,15,39,[5],1662,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
352,15,40,[5],1659,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
353,15,41,[5],1873,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
354,15,42,[5],1905,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
355,15,43,[5],1914,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
356,15,44,[5],2009,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
357,15,45,[5],2093,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
358,15,46,[2],1659,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
359,15,47,[2],1692,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
360,15,48,[2],1662,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
361,15,49,[2],1685,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
362,15,50,[2],1790,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
363,15,51,[2],1914,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
364,15,52,[2],2103,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
365,15,53,[2],2337,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
366,15,54,[],840,18,1,0,"",[],1,"","",[],1646,0,[],2,"",0,[]
367,15,55,[],841,18,1,0,"",[],1,"","",[],1646,0,[],2,"",0,[]
368,15,56,[],842,18,1,0,"",[],1,"","",[],1646,0,[],2,"",0,[]
369,15,57,[],843,18,1,0,"",[],1,"","",[],1646,0,[],2,"",0,[]
370,14,0,[],1340,15,1,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
371,14,1,[],1355,15,1,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
372,14,2,[],1375,15,1,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
373,14,3,[],1384,15,1,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
374,14,4,[],841,15,2,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
375,14,5,[],842,15,2,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
376,14,6,[],843,15,2,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
377,14,7,[],840,15,2,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
378,14,8,[],1340,15,0,0,"",[],1,"","",[],1646,0,[],2,"",0,[]
379,14,9,[],1355,15,0,0,"",[],1,"","",[],1646,0,[],2,"",0,[]
380,14,10,[],1384,15,0,0,"",[],1,"","",[],1646,0,[],2,"",0,[]
381,18,0,[1],1748,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
382,18,1,[1],1750,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
383,18,2,[1],1749,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
384,18,3,[1],1665,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
385,18,4,[1],1672,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
386,18,5,[1],1669,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
387,18,6,[1],1664,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
388,18,7,[1],1706,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
389,18,8,[1],1704,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
390,18,9,[1],1978,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
391,18,10,[1],1976,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
392,18,11,[1],1971,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
393,18,12,[1],2062,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
394,18,13,[6],1748,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
395,18,14,[6],1750,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
396,18,15,[6],1749,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
397,18,16,[6],1665,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
398,18,17,[6],1939,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
399,18,18,[6],1669,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
400,18,19,[6],1667,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
401,18,20,[6],1976,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
402,18,21,[6],2109,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
403,18,22,[0],1709,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
404,18,23,[0],1708,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
405,18,24,[0],1667,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
406,18,25,[0],1939,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
407,18,26,[0],1999,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
408,18,27,[0],1862,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
409,18,28,[0],2078,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
410,18,29,[0],2102,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
411,18,30,[0],1681,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
412,18,31,[4],1710,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
413,18,32,[4],1707,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
414,18,33,[4],1964,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
415,18,34,[4],1999,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
416,18,35,[4],1861,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
417,18,36,[4],2102,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
418,18,37,[3],1710,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
419,18,38,[3],1707,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
420,18,39,[3],1672,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
421,18,40,[3],2298,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
422,18,41,[5],1748,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
423,18,42,[5],1750,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
424,18,43,[5],1749,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
425,18,44,[5],1665,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
426,18,45,[5],1672,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
427,18,46,[5],1669,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
428,18,47,[5],1664,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
429,18,48,[5],1711,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
430,18,49,[5],1710,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
431,18,50,[5],1971,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
432,18,51,[5],1978,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
433,18,52,[5],2005,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
434,18,53,[2],1748,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
435,18,54,[2],1750,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
436,18,55,[2],1749,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
437,18,56,[2],1665,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
438,18,57,[2],1939,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
439,18,58,[2],1664,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
440,18,59,[2],1667,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
441,18,60,[2],1709,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
442,18,61,[2],1711,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
443,18,62,[2],1710,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
444,18,63,[2],1971,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
445,18,64,[2],1978,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
446,18,65,[2],1976,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
447,18,66,[2],2102,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
448,21,0,[],787,28,2,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
449,21,1,[],788,28,2,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
450,21,2,[],789,28,2,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
451,21,3,[],790,28,2,0,"",[],1,"","",[],1646,0,[],1,"",0,[]
452,21,4,[],787,28,1,0,"",[],1,"","",[],1646,0,[],2,"",0,[]
453,21,5,[],788,28,1,0,"",[],1,"","",[],1646,0,[],2,"",0,[]
454,21,6,[],789,28,1,0,"",[],1,"","",[],1646,0,[],2,"",0,[]
455,23,0,[1],1798,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
456,23,1,[1],1785,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
457,23,2,[1],1695,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
458,23,3,[1],1787,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
459,23,4,[1],2083,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
460,23,5,[1],1648,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
461,23,6,[1],1852,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
462,23,7,[1],2323,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
463,23,8,[1],2322,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
464,23,9,[1],1929,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
465,23,10,[1],1970,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
466,23,11,[1],1972,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
467,23,12,[1],2089,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
468,23,13,[1],2122,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
469,23,14,[1],2124,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
470,23,15,[1],2296,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
471,23,16,[6],1860,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
472,23,17,[6],1972,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
473,23,18,[6],1785,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
474,23,19,[6],1695,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
475,23,20,[6],1654,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
476,23,21,[6],1724,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
477,23,22,[6],1952,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
478,23,23,[6],1683,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
479,23,24,[6],1967,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
480,23,25,[6],1973,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
481,23,26,[6],2075,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
482,23,27,[0],1752,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
483,23,28,[0],1860,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
484,23,29,[0],1889,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
485,23,30,[0],1932,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
486,23,31,[0],2107,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
487,23,32,[4],1752,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
488,23,33,[4],1860,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
489,23,34,[4],1877,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
490,23,35,[4],2324,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
491,23,36,[4],1590,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
492,23,37,[4],1961,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
493,23,38,[4],1986,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
494,23,39,[4],1586,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
495,23,40,[3],1954,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
496,23,41,[3],2321,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
497,23,42,[3],2324,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
498,23,43,[3],1837,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
499,23,44,[3],1877,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
500,23,45,[3],1875,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
501,23,46,[3],1591,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
502,23,47,[3],1590,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
503,23,48,[3],2021,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
504,23,49,[3],2116,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
505,23,50,[3],2123,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
506,23,51,[5],1836,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
507,23,52,[5],1787,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
508,23,53,[5],1943,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
509,23,54,[5],1944,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
510,23,55,[5],1945,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
511,23,56,[5],1878,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
512,23,57,[5],1591,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
513,23,58,[5],1590,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
514,23,59,[5],1929,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
515,23,60,[5],1970,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
516,23,61,[5],2014,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
517,23,62,[5],2089,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
518,23,63,[2],1752,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
519,23,64,[2],1837,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
520,23,65,[2],1785,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
521,23,66,[2],1878,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
522,23,67,[2],1591,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
523,23,68,[2],1590,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
524,23,69,[2],1932,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
525,23,70,[2],1973,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
526,23,71,[2],1970,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
527,23,72,[2],2089,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
528,23,73,[2],2101,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
529,1,0,[],1338,4,0,0,"",[],1,"","",[],1646,0,[],0,"",0,[]
530,1,1,[],1353,4,0,0,"",[],1,"","",[],1646,0,[],0,"",0,[]
531,1,2,[],1375,4,0,0,"",[],1,"","",[],1646,0,[],0,"",0,[]
532,2,0,[1],1713,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
533,2,1,[1],1935,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
534,2,2,[1],1933,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
535,2,3,[1],1913,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
536,2,4,[1],1937,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
537,2,5,[6],1925,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
538,2,6,[6],1923,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
539,2,7,[6],1912,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
540,2,8,[6],1935,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
541,2,9,[6],1933,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
542,2,10,[6],1936,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
543,2,11,[0],1912,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
544,2,12,[0],1924,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
545,2,13,[0],1936,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
546,2,14,[4],1923,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
547,2,15,[4],1913,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
548,2,16,[4],1646,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
549,2,17,[4],1924,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
550,2,18,[4],1934,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
551,2,19,[4],1938,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
552,2,20,[4],1936,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
553,2,21,[3],1646,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
554,2,22,[3],1913,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
555,2,23,[3],1938,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
556,2,24,[3],1934,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
557,2,25,[5],2016,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
558,2,26,[5],1713,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
559,2,27,[5],1646,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
560,2,28,[5],1924,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
561,2,29,[5],1934,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
562,2,30,[5],1935,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
563,2,31,[5],1933,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
564,2,32,[2],1923,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
565,2,33,[2],1713,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
566,2,34,[2],1925,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
567,2,35,[2],1913,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
568,2,36,[2],1646,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
569,2,37,[2],1912,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
570,2,38,[2],1936,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
571,2,39,[2],1935,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
572,2,40,[2],1924,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
573,2,41,[2],1934,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
574,2,42,[2],1937,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
575,17,0,[],1482,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
576,19,0,[],1490,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
577,22,0,[],1491,1,"",0,"",[],1,"","",[],1646,0,[],0,"",0,[]
578,24,0,[1],1740,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
579,24,1,[1],1741,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
580,24,2,[1],1742,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
581,24,3,[1],1758,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
582,24,4,[1],1859,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
583,24,5,[1],1896,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
584,24,6,[1],1975,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
585,24,7,[1],1979,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
586,24,8,[1],2090,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
587,24,9,[1],2006,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
588,24,10,[1],2010,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
589,24,11,[1],2069,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
590,24,12,[1],2088,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
591,24,13,[1],2334,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
592,24,14,[1],5137,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
593,24,15,[6],1740,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
594,24,16,[6],1741,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
595,24,17,[6],1742,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
596,24,18,[6],1868,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
597,24,19,[6],1758,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
598,24,20,[6],1859,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
599,24,21,[6],1975,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
600,24,22,[6],1979,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
601,24,23,[6],2000,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
602,24,24,[6],2069,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
603,24,25,[6],2079,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
604,24,26,[6],1714,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
605,24,27,[6],2333,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
606,24,28,[0],1637,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
607,24,29,[0],1868,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
608,24,30,[0],1714,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
609,24,31,[0],1687,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
610,24,32,[0],2000,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
611,24,33,[0],1997,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
612,24,34,[0],2080,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
613,24,35,[0],2100,1,"",0,"",[],1,"","",[],1646,0,[],1,"",0,[]
