"rownum","Id","MonsterTypesKey","i32_24","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","i32_128","i32_132","i32_136","TagsKeys","ExperienceMultiplier","[i32]_160","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","BloodType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32_376","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool_428","i32_429","i32_433","i32_437","i32_441","i32_445","i32_449","HASH16","bool_455","string_456","string_456 (French)","string_456 (German)","string_456 (Japanese)","string_456 (Korean)","string_456 (Portuguese)","string_456 (Russian)","string_456 (Spanish)","string_456 (Thai)","string_456 (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid_576","i32_592","i32_596","Achievement","MultiPartAchievement","i32_632","SinkAnimation_AOFile","bool_644","[rid]_645","bool_661","bool_662","bool_663","i32_664","i32_668","f32_672","AilmentThreshold","EPKFile","i32_688","MonsterConditionalEffectPacksKey","bool_708","bool_709","i32_710","bool_714","i32_715","i32_719","i32_723","i32_727","i32_731","i32_735","AddonMonsterTypeIndex","i32_755","i32_759","i32_763","i32_767","i32_771","bool_775","BossHealthBar","bool_777","MonsterCategory"
1961,"Metadata/Monsters/BloodElemental/BloodElementalBellyHellscape_",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElemental",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Aggravated Wound","Blessure aggravée","Schlimme Wunde","アグルヴェイティドウンド","가중된 상처","Ferimento Grave","Тяжёлая рана","Herida agravada","แผลลุกลาม","惡化傷口",153,102,1500,[],[],"","","","",0,[],[],[719],"",1,6,100,0,0,100,56980,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","","",2
1962,"Metadata/Monsters/BloodElemental/BloodElementalBellyStandalone",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Aggravated Wound","Blessure aggravée","Schlimme Wunde","アグルヴェイティドウンド","가중된 상처","Ferimento Grave","Тяжёлая рана","Herida agravada","แผลลุกลาม","惡化傷口",153,102,1500,[],[],"","","","",0,[],[],[719],"",1,6,100,0,0,100,17343,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1963,"Metadata/Monsters/BloodElemental/BloodElementalSewer",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalSunder",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,796,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,"[403,5633]","Metadata/Monsters/BloodElemental/BloodElementalSunder.ais",[],"",1,"Crimson Ichor","Ichor pourpre","Blutrotes Sekret","深紅のイコル","진홍색 영액","Pus Escarlate","Багровый ихор","Icor carmesí","หนองสีเลือด","血靈",153,102,1500,[],[],"","","","",0,[],[],[719],"",1,6,100,0,0,100,28222,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1964,"Metadata/Monsters/BloodElemental/BloodElementalSewerStandalone",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalSunderStandalone",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,"[403,5633]","Metadata/Monsters/BloodElemental/BloodElementalSunder.ais",[],"",1,"Crimson Ichor","Ichor pourpre","Blutrotes Sekret","深紅のイコル","진홍색 영액","Pus Escarlate","Багровый ихор","Icor carmesí","หนองสีเลือด","血靈",153,102,1500,[],[],"","","","",0,[],[],[719],"",1,6,100,0,0,100,3910,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1965,"Metadata/Monsters/BloodElemental/BloodElementalEmerge",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,796,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Blood Elemental","Élémentaire de sang","Blutelementar","ブラッドエレメンタル","피의 정령","Elemental de Sangue","Элементаль крови","Elemental de sangre","ธาตุโลหิต","血元素",153,102,1500,[],[],"","","","",0,[],[],[719],"",1,6,100,0,0,100,43684,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1966,"Metadata/Monsters/BloodElemental/BloodElementalEmergeMaps",450,16,3,6,9,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,796,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Blood Elemental","Élémentaire de sang","Blutelementar","ブラッドエレメンタル","피의 정령","Elemental de Sangue","Элементаль крови","Elemental de sangre","ธาตุโลหิต","血元素",184,102,1500,[],[],"","","","",0,[],[],[719],"",1,6,100,0,0,100,37101,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1967,"Metadata/Monsters/BloodElemental/BloodElementalEmergeEarthquake",451,22,3,6,9,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",110,3,6,1,11,0,"[175,819,74,780,774,126,816,796,764,30,29,765,118,802,125,55]",120,[],105,105,700,500,0,"[402,5477]","Metadata/Monsters/BloodElemental/BloodElementalEarthquake.ais",[],"",1,"Coagulated Elemental","Élémentaire coagulé","Geronnenes Elementar","コアギュレーティドエレメンタル","응고된 정령","Elemental Coagulado","Элементаль-сгусток","Elemental coagulado","ธาตุเลือดแข็งตัว","凝結血靈",184,144,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,56787,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,144,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1968,"Metadata/Monsters/BloodElemental/BloodElementalAqueduct",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalAqueduct",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,796,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Fevered Clot","Caillot de sang enfiévré","Fiebriger Klumpen","熱を持つ凝血","흥분한 응고","Coágulo Fervente","Лихорадочный сгусток","Coágulo febril","ก้อนเลือดกระสับกระส่าย","灼燒血塊",153,102,1500,[],[],"","","","",0,[],[],[],"",1,1,100,0,0,71,55571,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1969,"Metadata/Monsters/BloodElemental/BloodElementalAqueductHellscape",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalAqueduct",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Fevered Clot","Caillot de sang enfiévré","Fiebriger Klumpen","熱を持つ凝血","흥분한 응고","Coágulo Fervente","Лихорадочный сгусток","Coágulo febril","ก้อนเลือดกระสับกระส่าย","灼燒血塊",153,102,1500,[],[],"","","","",0,[],[],[],"",1,1,100,0,0,71,15255,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","","",2
1970,"Metadata/Monsters/BloodElemental/BloodElementalAqueductStandalone",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalAqueductStandalone",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Fevered Clot","Caillot de sang enfiévré","Fiebriger Klumpen","熱を持つ凝血","흥분한 응고","Coágulo Fervente","Лихорадочный сгусток","Coágulo febril","ก้อนเลือดกระสับกระส่าย","灼燒血塊",153,102,1500,[],[],"","","","",0,[],[],[],"",1,1,100,0,0,71,52612,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1971,"Metadata/Monsters/BloodElemental/BloodElementalDoedre",447,16,3,6,9,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",115,4,6,1,11,0,"[175,819,74,780,774,126,816,796,764,30,29,765,118,125,801,55]",140,[],105,105,700,500,0,"[403,6772]","Metadata/Monsters/BloodElemental/BloodElementalEarthquakeCascade.ais",[],"",1,"Doedre's Ichor","Ichor de Doedre","Sekret Doedres","ドードリのイコル","도이드리의 영액","Ícore da Doedre","Сгусток Доэдре","Icor de Doedre","หนองของโดเอดรี","德瑞的血靈",179,168,1500,[],[],"","","","",0,[],[],[],"",1,4,71,0,0,71,26691,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,168,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1972,"Metadata/Monsters/BloodElemental/BloodElementalDoedreHellscape",447,16,3,6,9,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",115,4,6,1,11,0,"[175,819,74,780,774,126,816,764,30,29,765,118,125,801,55]",140,[],105,105,700,500,0,"[403,6772]","Metadata/Monsters/BloodElemental/BloodElementalEarthquakeCascade.ais",[],"",1,"Doedre's Ichor","Ichor de Doedre","Sekret Doedres","ドードリのイコル","도이드리의 영액","Ícore da Doedre","Сгусток Доэдре","Icor de Doedre","หนองของโดเอดรี","德瑞的血靈",179,168,1500,[],[],"","","","",0,[],[],[],"",1,4,71,0,0,71,49555,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,168,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","","",2
1973,"Metadata/Monsters/BloodElemental/BloodElementalDoedre2",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,796,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElementalEarthquakeCascade.ais",[],"",1,"Doedre's Ichor","Ichor de Doedre","Sekret Doedres","ドードリのイコル","도이드리의 영액","Ícore da Doedre","Сгусток Доэдре","Icor de Doedre","หนองของโดเอดรี","德瑞的血靈",153,102,1500,[],[],"","","","",0,[],[],[],"",1,4,71,0,0,71,36320,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1974,"Metadata/Monsters/BloodElemental/BloodElementalDoedre2Hellscape",446,16,3,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElementalEarthquakeCascade.ais",[],"",1,"Doedre's Ichor","Ichor de Doedre","Sekret Doedres","ドードリのイコル","도이드리의 영액","Ícore da Doedre","Сгусток Доэдре","Icor de Doedre","หนองของโดเอดรี","德瑞的血靈",153,102,1500,[],[],"","","","",0,[],[],[],"",1,4,71,0,0,71,6179,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","","",2
1975,"Metadata/Monsters/BloodElemental/PusElementalBelly",446,16,3,6,13,"[""Metadata/Monsters/WaterElemental/Pus/PusElemental.act""]","[""Metadata/Monsters/WaterElemental/Pus/PusElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElemental",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,796,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Aggravated Wound","Blessure aggravée","Schlimme Wunde","アグルヴェイティドウンド","가중된 상처","Ferimento Grave","Тяжёлая рана","Herida agravada","แผลลุกลาม","惡化傷口",153,102,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,49797,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1976,"Metadata/Monsters/BloodElemental/PusElementalBellyStandalone",446,16,3,6,13,"[""Metadata/Monsters/WaterElemental/Pus/PusElemental.act""]","[""Metadata/Monsters/WaterElemental/Pus/PusElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Aggravated Wound","Blessure aggravée","Schlimme Wunde","アグルヴェイティドウンド","가중된 상처","Ferimento Grave","Тяжёлая рана","Herida agravada","แผลลุกลาม","惡化傷口",153,102,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,60481,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1977,"Metadata/Monsters/BloodElemental/PusElementalChaosLeaderMinion",452,8,3,6,13,"[""Metadata/Monsters/WaterElemental/Pus/PusElementalNoBloodOnDeath.act""]","[""Metadata/Monsters/WaterElemental/Pus/PusElemental.ao""]","Metadata/Monsters/BloodElemental/PusElementalMinion",[4169],1,"","",65,3,6,1,11,0,"[175,819,74,780,774,126,816,764,120,30,29,765,794,125,801,55]",120,[],105,105,700,500,0,"[403,2599]","Metadata/Monsters/BloodElemental/PusElementalChaosLeaderMinion.ais",[],"",5,"Tainted Water","Eau contaminée","Unreines Wasser","汚染された水","더럽혀진 물","Água Envenenada","Заражённая вода","Agua contaminada","น้ำที่แปดเปื้อน","腐化惡水",102,102,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,23224,"","","F","N","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1978,"Metadata/Monsters/BloodElemental/PusElementalEmerge",446,16,3,6,13,"[""Metadata/Monsters/WaterElemental/Pus/PusElemental.act""]","[""Metadata/Monsters/WaterElemental/Pus/PusElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,796,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Aggravated Wound","Blessure aggravée","Schlimme Wunde","アグルヴェイティドウンド","가중된 상처","Ferimento Grave","Тяжёлая рана","Herida agravada","แผลลุกลาม","惡化傷口",153,102,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,4727,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1979,"Metadata/Monsters/BloodElemental/PusElementalEmergeHellscape",446,16,3,6,13,"[""Metadata/Monsters/WaterElemental/Pus/PusElemental.act""]","[""Metadata/Monsters/WaterElemental/Pus/PusElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,764,30,29,765,118,125,801,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Aggravated Wound","Blessure aggravée","Schlimme Wunde","アグルヴェイティドウンド","가중된 상처","Ferimento Grave","Тяжёлая рана","Herida agravada","แผลลุกลาม","惡化傷口",153,102,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,48831,"","","F","F","","","M","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,102,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueHellscape/HellscapeMonsterAddon""]",0,0,0,0,0,"","","",2
1980,"Metadata/Monsters/BloodElemental/PusElementalDegenAura",449,22,3,6,13,"[""Metadata/Monsters/WaterElemental/Pus/PusElementalNoBloodOnDeath.act""]","[""Metadata/Monsters/WaterElemental/Sewer/SewerElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge","[4064,13652]",1,"","",115,4,6,1,11,0,"[175,34,769,819,74,780,774,126,816,796,764,120,30,29,765,32,802,125,55]",120,[],105,105,700,500,0,"[403,5206]","Metadata/Monsters/BloodElemental/PusElemental.ais",[],"",5,"Mephitic Maiden","Vierge méphitique","Verpestete Magd","有毒な乙女","악취성 처녀","Donzela Mefítica","Ядовитая дева","Dama mefítica","สตรีกลิ่นโสมม","腐敗少女",153,144,1500,[],[],"","","","",0,[],[],[],"",1,4,71,0,0,71,7746,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,144,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1981,"Metadata/Monsters/BloodElemental/PusElementalSewer",448,22,3,6,13,"[""Metadata/Monsters/WaterElemental/Pus/PusElementalNoBloodOnDeath.act""]","[""Metadata/Monsters/WaterElemental/Sewer/SewerElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,796,764,120,30,29,765,802,125,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",5,"Noxious Maiden","Vierge néfaste","Widerliche Magd","有害な乙女","유독성 처녀","Donzela Tóxica","Отравленная дева","Dama tóxica","สตรีเปี่ยมภัย","歹毒少婦",153,120,1500,[],[],"","","","",0,[],[],[],"",4,4,71,0,0,71,49082,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,120,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1982,"Metadata/Monsters/BloodElemental/PusElementalDoedre",448,22,3,6,13,"[""Metadata/Monsters/WaterElemental/Pus/PusElementalNoBloodOnDeath.act""]","[""Metadata/Monsters/WaterElemental/Sewer/SewerElemental.ao""]","Metadata/Monsters/BloodElemental/BloodElementalEmerge",[],1,"","",100,3,6,1,11,0,"[175,819,74,780,774,126,816,796,764,120,30,29,765,802,125,55]",120,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",5,"Doedre's Vitriol","Vitrio de Doedre","Vitriol Doedres","ドードリの緑礬油","도이드리의 독설","Vitríolo da Doedre","Едкость Доэдре","Veneno de Doedre","คำเสียดสีของโอเอดรี","德瑞的尖語",153,120,1500,[],[],"","","","",0,[],[],[],"",2,4,71,0,0,71,2507,"","","M","N","","","M","FS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,120,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1983,"Metadata/Monsters/BloodElemental/BloodlinesCongealedRedBloodElemental",453,16,4,6,13,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodlinesCongealedBloodElemental","[4211,10403]",1,"","",130,4,6,1,11,0,"[34,819,74,766,780,774,797,141,816,764,30,29,765,118,772,801,55]",200,[],105,105,700,500,0,"[403,162,679,4263,3263,3290]","Metadata/Monsters/BloodElemental/BloodlinesCongealedRedBloodElemental.ais",[],"",1,"Congealed Blood","Sang coagulé","Erstarrtes Blut","コアギュレーティドブラッド","굳은 피","Sangue Congelado","Запёкшаяся кровь","Sangre coagulada","เลือดที่ข้นแข็ง","凝結之血",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,51586,"","","M","N","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,150,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1984,"Metadata/Monsters/BloodElemental/BloodlinesCongealedYellowBloodElemental",453,16,4,6,13,"[""Metadata/Monsters/WaterElemental/WaterElementalTwoStance.act""]","[""Metadata/Monsters/WaterElemental/YellowBlood/YellowBloodElemental.ao""]","Metadata/Monsters/BloodElemental/BloodlinesCongealedBloodElemental","[7450,7743,4064,4211,7471,10403,10367]",1,"","",130,4,6,1,11,0,"[34,769,819,74,780,774,121,797,141,816,764,30,29,765,32,801,55]",200,[],105,105,700,500,0,"[403,4650,43,2153]","Metadata/Monsters/BloodElemental/BloodlinesCongealedYellowBloodElemental.ais",[],"",7,"Congealed Blood","Sang coagulé","Erstarrtes Blut","コアギュレーティドブラッド","굳은 피","Sangue Congelado","Запёкшаяся кровь","Sangre coagulada","เลือดที่ข้นแข็ง","凝結之血",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,50014,"","","M","N","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,150,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1985,"Metadata/Monsters/BloodElemental/BloodlinesCongealedYellowBloodElemetnalMinion",456,16,3,6,13,"[""Metadata/Monsters/WaterElemental/WaterElemental.act""]","[""Metadata/Monsters/WaterElemental/YellowBlood/YellowBloodElemental.ao""]","Metadata/Monsters/BloodElemental/CongealedBloodElementalMinion","[6883,4207]",1,"","",65,2,6,1,11,0,"[819,74,780,774,121,816,764,30,29,765,794,801,55]",100,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",7,"Unstable Clot","Caillot instable","Instabiler Klumpen","不安定な凝血","불안정한 응고","Coágulo Instável","Нестабильный сгусток","Coágulo inestable","ก้อนเลือดที่ไม่เสถียร","不穩定的血塊",85,85,1500,[],[],"","","","",0,[],[37629],[],"",1,6,100,0,0,100,30001,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,85,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
1986,"Metadata/Monsters/BloodElemental/TormentedCharlatanBloodElementalMinion",464,16,3,6,9,"[""Metadata/Monsters/BloodElemental/BloodElemental.act""]","[""Metadata/Monsters/BloodElemental/BloodElemental.ao""]","Metadata/Monsters/BloodElemental/TormentedCharlatanElementalMinion","[6883,4207]",1,"","",65,2,6,1,11,0,"[819,74,780,774,816,764,30,29,765,118,794,801,55]",100,[],105,105,700,500,0,[403],"Metadata/Monsters/BloodElemental/BloodElemental.ais",[],"",1,"Purged Fluids","Fluides purgés","Gesäuberte Flüssigkeiten","取り除かれた流体","배출된 액체","Fluidos Purgados","Кровяной сгусток","Fluidos purgados","ของเหลวที่ถูกชำระ","淨化之水",85,85,1500,[],[],"","","","",0,[],[37629],[],"",1,6,100,0,0,100,1181,"","","MP","FP","","","MP","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,85,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",2
