"rownum","Id","MiscAnimated","i32_24","i32_28","i32_32","i32_36","i32_40","bool_44","i32_45","i32_49","i32_53","bool_57","[rid]_58","bool_74","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","Script","bool_104","i32_105","bool_109","i32_110","i32_114","bool_118","i32_119","MetadataIDs","ScriptCommand","string_147","string_155","string_163","string_171","i32_179","bool_183","bool_184","[rid]_185","i32_201","bool_205","i32_206","bool_210","i32_211","i32_215","i32_219"
70,"71",[],800,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuff( harvest_beast_roar_debuff, 4, 40 );","","","","",0,1,1,[],0,"",0,"",0,0,0
71,"74",[],0,1,4,60,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathOshabi""]","globals.oshabi.my_roots_for_cyan_bloom += triggerer;","","","","",0,"",1,[],0,"",0,"",0,0,0
72,"75",[],0,2,2,100,0,1,6,2,10,1,[],"",3,0,4,0,0,"","","",2,"",5,3,"",1,[],"triggerer.AddBuff( harvest_cat_grasping_vines_buff, infinity, -5, 10, 2, 1 );","","","","",0,1,1,[],0,"",120,"",0,0,0
73,"76",[],0,1,4,20,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathOshabi""]","triggerer.SetStateTo( oshabi_teleport_bloom, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
74,"77",[],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/MiscellaneousObjects/Heist/DemolitionistBarrel""]","triggerer.Transition(); triggerer.IfState( mini_explode, 0, () { this.TriggerSkill( GSHeistVinderiBarrelExplode, triggerer ); DoRandom( { PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Heist/demolition/scorched_grd/grd_decal1.ao\"", default, 1.0, 1.0, 0.0, inherit, 0.0, 0, 0, SelfLocation, permanentserver ); }, { PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Heist/demolition/scorched_grd/grd_decal2.ao\"", default, 1.0, 1.0, 0.0, inherit, 0.0, 0, 0, SelfLocation, permanentserver ); }, { PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Heist/demolition/scorched_grd/grd_decal3.ao\"", default, 1.0, 1.0, 0.0, inherit, 0.0, 0, 0, SelfLocation, permanentserver ); }, { PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Heist/demolition/scorched_grd/grd_decal4.ao\"", default, 1.0, 1.0, 0.0, inherit, 0.0, 0, 0, SelfLocation, permanentserver ); } ); }, () { this.TriggerSkill( GSHeistVinderiBarrelExplodeChest, triggerer ); PlayEffect( \""Metadata/Particles/monster_effects/League_Heist/demolition/scorchmark_chest.ao\"", default, 1.0, 1.0, 0.0, inherit, 0.0, 0, 0, SelfLocation, permanentserver ); } );","","","","",1,"","",[],0,"",0,"",0,0,0
75,"78",[],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,[],"triggerer.SetStateTo(heist_hidden, 0);","","","","",1,"","",[],0,"",0,"",0,0,0
76,"79",[],0,1,3,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( atlas_warlord_enrage, 3, 20, 20, 0, 20, 20 );","","","","",0,1,1,[],0,"",0,"",0,0,0
77,"80",[],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Leagues/Heist/Objects/Level/LeverAttachedTile""]","triggerer.Transition();","","","","",1,"","",[],0,"",0,"",0,0,0
78,"81",[4597],400,2,2,80,0,1,6,2,10,1,[],"",2,0,4,0,0,"","",1,2,"",1,4,1,4,"[""Metadata/Projectiles/HeistCultistCanisterRedTriggerNova""]","triggerer.Transition();","","","","",0,1,1,[],0,"",180,"",0,0,0
79,"82",[],1000,1,2,80,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.SetStateTo( awake, 1 );","","","","",0,"","",[],0,"",0,"",0,0,0
80,"83",[],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Leagues/Heist/Objects/Level/LeverAttachedTile""]","triggerer.Transition();","","","","",1,"","",[],0,"",0,"",0,0,0
81,"84",[4722],2000,1,2,60,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",1,3,1,1,[],"triggerer.PlayEffect(\""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/crucible/player_hit_audio.ao\""); TriggerSkill( EGHeistRobotCrucibleActivationWave, triggerer );","","","","",0,"","",[],100,"",0,"",0,0,0
82,"85",[],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Leagues/Heist/Objects/Level/LeverAttachedTile""]","triggerer.victim.DoAction( EGHeistPullLever, triggerer );","","","","",1,"","",[],0,"",0,"",0,0,0
83,"86",[4204],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",1,4,"",4,"[""Metadata/Terrain/Leagues/Heist/Objects/Level/Hazards/Demolition_LandmineMarker""]","triggerer.SetStateTo( heist_locked, 0 );","","","","",1,"","",[],0,"",0,"",0,0,0
84,"87",[],500,1,4,24,0,1,13,13,10,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Projectiles/HeistCultistCanisterYellowTriggerGas""]","triggerer.Transition();","","","","",0,1,1,[],0,"",0,"",0,0,0
85,"88",[4797],1000,1,5,35,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.IfState( is_robot, 1, { AddBuff( heist_robot_crucible_buff, 10, -50, 30 ); DoAction( ChangeToStance1 ); } );","","","","",0,"","",[],0,"",0,"",0,0,0
86,"89",[],0,1,2,2,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.IfState( bot_buff, 1, () { triggerer.skitterbot = this; SetStateTo( bot_buff, 2 ); } );","","triggerer.IfState( bot_buff, 1, () { AddAttached( \""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/skitterbot/SkitterbotAttached.ao\"", skitter_attachment, 0.5 ); } );","","",0,1,1,[],0,"",0,"",0,0,0
87,"90",[4722],2000,1,3,60,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",1,2,1,1,[],"triggerer.IfState( is_robot, 1, { DoAction( ChangeToStance1 ); } );","","","","",0,"","",[],0,"",0,"",0,0,0
88,"91",[4824],500,1,2,40,0,1,13,13,0,1,[],"",2,13,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.IfState( is_robot, 1, { IfState( fight, >0, { AddBuff( heist_robot_argus_buff, 7, 30, 20 ); } );  } );","","","","",0,1,1,[],0,"",0,"",0,0,0
89,"92",[],0,1,4,10,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,"",4,[],"triggerer.SetStateTo( perception_hidden, 0 );","","","","",0,1,1,[],0,"",0,"",0,0,0
90,"93",[4855],500,1,2,40,0,1,13,13,0,1,[],"",3,0,7,0,0,1,"","",2,"",1,3,"",1,[],"DispatchRulesetEvent( \""increase_alert 200\"" );","","","","",1,1,1,[],50,1,0,"",0,0,0
91,"94",[],500,1,2,37,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/LeagueHeist/Boss/VinnyVoxIceWall""]","triggerer.SetStateTo( explode, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
92,"95",[],2000,1,2,60,0,1,13,13,0,1,[],"",3,0,7,0,0,1,"",1,2,"",1,2,1,4,"[""Metadata/Monsters/LeagueHeist/Boss/FreidrichSlave"",""Metadata/Monsters/LeagueHeist/Boss/FreidrichSlave2""]","triggerer.SetStateTo( blood_extraction, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
93,"96",[4969],100,1,2,60,0,1,13,13,0,1,[],"",3,0,7,0,0,1,"",1,2,"",1,2,1,4,"[""Metadata/Monsters/LeagueHeist/Boss/FreidrichSlave"",""Metadata/Monsters/LeagueHeist/Boss/FreidrichSlave2""]","triggerer.SetStateTo( blood_bomb, 1 );","","","","",0,1,1,[],33,"",0,"",0,0,0
94,"97",[],0,1,2,35,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"","",2,"",1,3,"",1,[],"","","","","",0,1,1,[],0,"",0,"",0,0,0
95,"98",[],280,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/EndGame/MapCrimsonTownship/Objects/SmashableBench""]","triggerer.Transition();","","","","",0,1,1,[],0,"",0,"",0,0,0
96,"99",[],280,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/EndGame/MapCrimsonTownship/Objects/ExtinguishableCandles""]","triggerer.Transition();","","","","",0,1,1,[],0,"",0,"",0,0,0
97,"100",[],280,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/EndGame/MapCrimsonTownship/Objects/AmbientLight""]","triggerer.Transition();","","","","",0,1,1,[],0,"",0,"",0,0,0
98,"101",[4797],200,1,2,100,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",1,4,1,1,[],"triggerer.AddBuff(ritual_generic_speed_buff, 20, 10);","","","","",0,"","",[],0,"",0,"",0,0,0
99,"102",[5208],0,1,2,14,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",1,3,"",1,[],"triggerer.AddBuff( reaper_wraith_grasping_chains, infinity, -5, 10, 4, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
100,"103",[5177],1000,1,3,32,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",1,3,"",1,[],"triggerer.AddBuff(ritual_blood_totem_degen, 3, CalculateDamage( 1.75, 0.042 ));","","","","",0,1,1,[],50,"",0,"",0,0,0
101,"104",[5198],600,1,5,18,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"","",2,"",1,3,"",1,[],"triggerer.AddBuff( maven_map_space_vines, infinity, -5, 10, 3, 0 );","","","","",0,1,1,[],600,"",0,"",0,0,0
102,"105",[5262],600,1,2,200,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",1,4,1,1,"[""Metadata/Monsters/MavenBoss/MavenBrainOrbitDaemon""]","triggerer.SetStateTo( collapse, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
103,"106",[],0,3,3,161,37,1,4,3,100,1,[],"",1,0,4,0,0,"","",1,2,"",5,4,1,1,"[""Metadata/Monsters/MavenBoss/MavenBrainOrbitDaemon""]","triggerer.SetStateTo( explode_without_animation, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
104,"107",[],0,1,2,85,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,1,"[""Metadata/Monsters/MavenBoss/MavenBrainOrbitDaemon""]","triggerer.SetStateTo( explode_without_animation, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
105,"108",[3684],600,1,4,70,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",1,4,1,4,"[""Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionGeyserObjectInfluence""]","triggerer.Transition();","","","","",0,"","",[],0,"",0,"",0,0,0
106,"109",[5302],300,1,2,50,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.AddBuff(ultimatum_chieftain_buff, 10, 20);","","","","",0,1,1,[],0,"",0,"",0,0,0
107,"110",[],100,2,2,70,0,1,6,2,15,1,[],"",3,0,2,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/GoliathBloodBall""]","triggerer.Transition();","","","","",0,1,1,[],0,"",70,"",0,0,0
108,"111",[5446],500,3,3,68,37,1,6,3,100,1,[],"",3,0,2,0,0,"","","",2,"",1,2,"",1,[],"triggerer.AddBuff( onslaught, 6, 20, 20, 20 );","","","","",0,1,1,[],100,"",0,"",0,0,0
109,"112",[5503],400,1,2,50,0,1,13,13,0,"",[],"",2,10,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.pulse_buff_owner = this.owner;\r\ntriggerer.IfStat( monster_allies_cannot_take_damage_pulse_owner, 0, { AddBuffWithOwner( damage_immune_while_owner_lives, 5, pulse_buff_owner, 1 ); } );","","","","",0,"","",[],0,"",0,"",0,0,0
110,"113",[5449],300,1,2,33,0,1,13,13,0,"",[],"",2,14,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.AddBuff(ultimatum_physical_charge, 7, 0, 0, 20, 30, 500);","","","","",0,"","",[],100,"",0,"",0,0,0
111,"114",[5450],300,1,2,33,0,1,13,13,0,"",[],"",2,14,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.AddBuff(ultimatum_elemental_charge, 7, 0, 20, 30, 500);","","","","",0,"","",[],100,"",0,"",0,0,0
112,"115",[],100,2,2,70,0,1,6,2,15,1,[],"",3,0,2,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/GoliathBloodBallRuin""]","triggerer.Transition();","","","","",0,1,1,[],0,"",70,"",0,0,0
113,"116",[],300,1,2,33,0,1,13,13,0,"",[],"",2,14,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.IfType( \""Metadata/Terrain/Leagues/Ultimatum/Objects/UltimatumChallengeInteractable\"", {}, { AddBuff(ultimatum_physical_charge, 7, 600, 600, 40, 30, 500); } );","","","","",0,"","",[],100,"",0,"",0,0,0
114,"117",[],300,1,2,33,0,1,13,13,0,"",[],"",2,14,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.IfType( \""Metadata/Terrain/Leagues/Ultimatum/Objects/UltimatumChallengeInteractable\"", {}, { AddBuff(ultimatum_elemental_charge, 7, 900, 40, 30, 500); } );","","","","",0,"","",[],100,"",0,"",0,0,0
115,"118",[],500,3,3,68,37,1,6,3,100,1,[],"",3,0,2,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuff( cover_in_ash, 6, -20, 20 );","","","","",0,1,1,[],100,"",0,"",0,0,0
116,"119",[5711],1000,2,6,55,0,1,6,2,15,1,[],"",3,0,2,0,0,"","",1,2,"",1,4,1,4,"[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/armored_caster/LightningBall""]","triggerer.Transition();","","","","",0,1,1,[],0,"",140,"",0,0,0
117,"120",[],0,1,5,18,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/Skeletons/SkeletonMelee3"",""Metadata/Monsters/Skeletons/SkeletonBowLightning"",""Metadata/Monsters/Skeletons/SkeletonBowPuncture"",""Metadata/Monsters/Skeletons/SkeletonCasterLightning"",""Metadata/Monsters/Skeletons/SkeletonCasterCold""]","triggerer.AddBuff( necromancer_skeleton_buff, infinite, 100, 50 );","","","","",0,1,1,[],0,"",0,"",0,0,0
118,"121",[],500,1,2,40,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,1,1,"[""Metadata/Monsters/LeagueExpedition/Golem/ExpeditionSmallGolem""]","triggerer.Transition(); triggerer.DisableProximityTrigger();","","","","",0,1,1,[],100,"",0,"",0,0,0
119,"122",[],500,1,2,40,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,1,1,"[""Metadata/Monsters/Spiders/DelveSpiderPacksEmergeDrop_""]","triggerer.DisableProximityTrigger(); triggerer.DelayRandom( 0.2, 0.7, { Transition(); } );","","","","",0,1,1,[],100,"",0,"",0,0,0
120,"123",[],500,1,2,40,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarFodder2""]","triggerer.SetStateTo( howled, 1 );","","","","",0,1,1,[],100,"",0,"",0,0,0
121,"124",[],0,3,2,130,1,1,6,2,100,"",[],"",1,0,4,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBossWallBlock1"",""Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBossWallBlock2"",""Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBossWallBlock3"",""Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBossWallBlock4""]","triggerer.IfState( spawn_protected, 0, { SetStateTo( block, 0 ); } );","","","","",0,"","",[],0,"",0,"",0,0,0
122,"125",[],0,1,2,20,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,3,"",1,[],"triggerer.AddBuff( archnemesis_greed_debuff, 10,  20, -10 );","","","","",0,1,1,[],0,"",0,"",0,0,0
123,"126",[6369],1000,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.If( this.owner == triggerer, {}, { IfStat( monster_rarity, 3, { AddBuff( archnemesis_rejuvenation, 2, 300 ); }, { AddBuff( archnemesis_rejuvenation, 2, 1500 ); } ); } );","","","","",0,1,1,[],100,"",0,"",0,0,0
124,"127",[],1000,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuff( archnemesis_rejuvenation_debuff, 2, -60);","","","","",0,1,1,[],100,"",0,"",0,0,0
125,"128",[],0,2,2,100,0,1,6,2,10,1,[],"",3,0,4,0,0,"","","",2,"",5,3,"",1,[],"triggerer.AddBuff( harvest_cat_grasping_vines_buff, infinity, -5, 10, 7, 0 );","","","","",0,1,1,[],0,"",120,"",0,0,0
126,"129",[6740],600,1,2,110,0,1,13,13,0,"",[],"",3,10,7,0,0,"","","",2,"",1,2,1,1,[],"\t\ttriggerer.IfStat( is_hidden_monster, 0,\r\n\t\t{\r\n\t\t\tIfStat( is_totem_object, 0,\r\n\t\t\t{\r\n\t\t\t\tIf( this.dont_dupe != 1,\r\n\t\t\t\t{\r\n\t\t\t\t\tthis.dont_dupe = 1;\r\n\t\t\t\t\tthis.clone = CreateClone( this, copy_mods:true, disable_drops:false );\r\n\t\t\t\t\tthis.clone.dont_dupe = 1;\r\n\t\t\t\t\tthis.clone.SetLocation( FindRandomLocationNearLocation( 5, 25, this.GetLocation() ) );\r\n\t\t\t\t\tthis.clone.AddStat( dropped_items_are_duplicated, 1 );\r\n\t\t\t\t\tthis.clone.AddMonsterExplicitMod( MonsterTagMirrored );\r\n\t\t\t\t\tthis.clone.PlayEffect( LakeKalandraDuplicateSpawnIn );\r\n\t\t\t\t} );\r\n\t\t\t} );\r\n\t\t} );","","","","",0,"","",[],100,"",0,"",0,0,0
127,"130",[],0,2,2,100,0,1,6,2,10,1,[],"",3,0,4,0,0,"","","",2,"",5,3,"",1,[],"triggerer.AddBuff( cover_in_ash, 6, -20, 20 );","","","","",0,1,1,[],0,"",120,"",0,0,0
128,"131",[],400,1,2,90,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/LeagueSanctum/Fodder/GargoyleMediumEmerge_""]","triggerer.SetStateTo( statue, 1);","","","","",0,"","",[],0,"",0,"",0,0,0
129,"132",[],750,3,2,100,10,1,6,2,100,1,[],"",3,0,4,0,0,"","","",2,"",5,3,"",1,[],"this.pull_target = triggerer; this.SetStateTo(pulling, 1);","","this.Call(swap_beam,triggerer);","","",1,1,1,[],50,"",0,"",0,0,0
130,"133",[],750,3,2,100,10,1,6,2,100,1,[],"",3,0,4,0,0,"","","",2,"",5,2,"",1,[],"this.pull_target = triggerer; this.SetStateTo(pulling, 1); ","","this.Call(swap_beam,triggerer);","","",1,1,1,[],50,"",0,"",0,0,-5
131,"134",[7201],600,1,2,40,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",1,1,"",1,[],"triggerer.IfStat( is_frozen, 0, { this.AddBuff( frozen, 1, -100 ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
132,"135",[],0,1,4,30,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuffTemplate( AncestralJadeEncaseEnemy);triggerer.InterruptActions(0.1);","","","","",0,1,1,[],0,"",0,"",0,0,0
133,"136",[],0,1,2,60,0,1,13,13,0,1,[],"",3,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/MiscellaneousObjects/AncestralTrial/RespawnTotem"",""Metadata/MiscellaneousObjects/AncestralTrial/ChieftainTotem""]","triggerer.SetStateTo(invuln, 1);  this.my_invuln_tower += triggerer;","","","","",0,1,1,[],0,"",0,"",0,0,0
134,"137",[],0,1,3,40,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuffTemplate( AncestralJadeHornOnslaught);","","","","",0,1,1,[],0,"",0,"",0,0,0
135,"138",[],0,1,3,60,0,1,13,13,0,1,[],"",3,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/MiscellaneousObjects/AncestralTrial/RespawnTotem"",""Metadata/MiscellaneousObjects/AncestralTrial/ChieftainTotem""]","triggerer.my_monster.IfDead((){triggerer.Call( pause_totem_respawn, 5.0 ); AddBuffTemplate( AncestralHinekoraHornRespawnPause);});","","","","",0,1,1,[],0,"",0,"",0,0,0
136,"139",[],0,1,3,60,0,1,13,13,0,1,[],"",3,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/MiscellaneousObjects/AncestralTrial/RespawnTotem"",""Metadata/MiscellaneousObjects/AncestralTrial/ChieftainTotem""]","triggerer.my_monster.IfDead((){AddBuffTemplate( AncestralHinekorahornRespawnIncrease);triggerer.AddBuffTemplate( AncestralHinekorahornRespawnIncreaseTotem );});","","","","",0,1,1,[],0,"",0,"",0,0,0
137,"140",[],0,1,4,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuffTemplate( AncestralJadeEncaseEnemyFieldItem ); triggerer.InterruptActions(0.1);","","","","",0,1,1,[],0,"",0,"",0,0,0
138,"141",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/LeagueAzmeri/Babies/ExplodingBaby""]","If( triggerer != this, (){ triggerer.Call( chain_reaction_explosion ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
139,"142",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.If( HasNamedTask( VoodooKingDeathEffigyDebuffRemoval ), (){ triggerer.RemoveNamedTask( VoodooKingDeathEffigyDebuffRemoval ); } );\r\ntriggerer.AddBuffWithOwner( voodoo_king_death_effigy_multiplying_curse, 4.5, this );\r\ntriggerer.If( VariableExists( voodoo_death_curse ), (){ triggerer.voodoo_death_curse = triggerer.voodoo_death_curse + 1; }, (){ triggerer.voodoo_death_curse = 1; } );\r\ntriggerer.AddBuff( voodoo_king_death_effigy_multiplying_curse_damage, 0.5, CalculateDamage( Clamp( Pow( 2, triggerer.voodoo_death_curse ), 1, 1500000 ), 0.01 ) );\r\ntriggerer.AddNamedDelay( VoodooKingDeathEffigyDebuffRemoval, 5.0, { triggerer.voodoo_death_curse = null; } );","","triggerer.AddEffectPack( \""Metadata/Effects/Spells/monsters_effects/League_Azmeri/monster_fx/vodoo_king_boss/epk/marked_for_death_impact.epk\"", 1.5 );","","",0,1,1,[],0,"",0,"",0,0,0
140,"143",[],0,1,2,0,0,"",13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,2,"",2,[],"TriggerSkill(AzmeriStagVolatileCorpseExplode, triggerer); TriggerSkill(SSMAzmeriToxicVolatile, triggerer); ","","","","",1,"","",[],0,"",0,1,0,0,0
141,"144",[],0,1,5,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","HealPercent( 10 ); SetStateTo( empowered, 1 );",1,2,"",5,4,"",3,[],"triggerer.SpawnServerEffect( BoneCorpseExplosion ); triggerer.Delete();","","","","",1,1,1,[],0,"",0,"",0,0,0
142,"145",[4722],2000,1,3,60,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",1,2,1,1,[],"","","","","",0,"","",[],0,"",0,"",0,0,0
143,"146",[4824],500,1,2,40,0,1,13,13,0,1,[],"",2,13,7,0,0,"","","",2,"",1,2,"",1,[],"If( triggerer.HasTag( construct ), (){ triggerer.AddBuff( heist_robot_argus_buff, 7, 100, 30 );  } );","","","","",0,1,1,[],0,"",0,"",0,0,0
144,"147",[4855],500,1,2,40,0,1,13,13,0,1,[],"",3,0,7,0,0,1,"",1,2,"",1,4,"",4,"[""Metadata/Monsters/LeagueHeist/Boss/UnbreakablePylonStartInactive""]","triggerer.SetStateTo(enabled, 1);","","","","",0,1,1,[],50,1,0,"",0,0,0
145,"148",[4855],1000,1,2,60,0,1,13,13,0,1,[],"",2,10,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.AddBuff( sulphite_enrage, infinity, 50, 40, 40, 40, 20 );","","","","",100,1,1,[],0,"",0,"",0,0,0
146,"149",[7598],300,1,4,50,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",1,4,1,4,"[""Metadata/Projectiles/KalguurArcherBarrageAttachedArrow"",""Metadata/Projectiles/KalguurArcherStickyBomb""]","","","","","triggerer.IfState( armed, 1, (){ SetStateTo( explode, 1 ); } );",0,"","",[],0,"",0,"",0,0,0
147,"150",[],300,1,4,50,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,3,1,1,[],"","","","","triggerer.ForEachInRangeInVariableGroup( 10, globals.stuck_arrows, (){ SetStateTo(explode, 1 ); } );",0,"","",[],0,"",0,"",0,0,0
148,"151",[],0,3,2,100,10,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/LeagueKalguur/VerisiumGuardBoss/VerisiumGuardBossPillarLaserPhase""]","triggerer.IfState( cracked, <31, (){ ModifyState( cracked, +1 ); } );","","","","",1,1,1,[],0,"",0,"",30,0,0
149,"152",[],0,3,2,0,6,1,4,2,0,1,[],"",1,0,7,0,0,1,"","",2,"",5,4,"",1,[],"triggerer.IfState( inert, 1, {SetStateTo( inert, 0 ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
150,"153",[],0,3,2,150,5,1,4,2,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,4,1,1,"[""Metadata/Monsters/AtlasMemory/AngerBossOrbDaemon"",""Metadata/Monsters/AtlasMemory/AngerBossOrbDaemonUBER""]","triggerer.IfState( aimed, 0, {SetStateTo( aimed, 1 ); parent.SetStateTo( aimed, 1 ); } ); triggerer.StartStateTimer( aim_lost, 0.3 ); this.StartStateTimer( aim_lost, 0.3 );","","","","",0,1,1,[],0,"",0,"",0,0,0
151,"154",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,4,1,1,"[""Metadata/Monsters/AtlasMemory/AngerBossOrbDaemon"",""Metadata/Monsters/AtlasMemory/AngerBossOrbDaemonUBER""]","triggerer.IfState( primed, 0, {SetStateTo( primed, 1 ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
