"rownum","Id","MinimapIconRadius","LargemapIconRadius","bool_16","bool_17","MinimapIconPointerMaxDistance","i32_22","i32_26","i32_30"
423,"LootFilterMediumGreyKite",2,2,1,"",350,0,2,350
424,"LootFilterSmallGreyKite",2,2,1,"",350,0,2,350
425,"LootFilterLargeOrangeKite",2,2,1,"",350,0,2,350
426,"LootFilterMediumOrangeKite",2,2,1,"",350,0,2,350
427,"LootFilterSmallOrangeKite",2,2,1,"",350,0,2,350
428,"LootFilterLargePinkKite",2,2,1,"",350,0,2,350
429,"LootFilterMediumPinkKite",2,2,1,"",350,0,2,350
430,"LootFilterSmallPinkKite",2,2,1,"",350,0,2,350
431,"LootFilterLargePurpleKite",2,2,1,"",350,0,2,350
432,"LootFilterMediumPurpleKite",2,2,1,"",350,0,2,350
433,"LootFilterSmallPurpleKite",2,2,1,"",350,0,2,350
434,"LootFilterLargeBluePentagon",2,2,1,"",350,0,2,350
435,"LootFilterMediumBluePentagon",2,2,1,"",350,0,2,350
436,"LootFilterSmallBluePentagon",2,2,1,"",350,0,2,350
437,"LootFilterLargeGreenPentagon",2,2,1,"",350,0,2,350
438,"LootFilterMediumGreenPentagon",2,2,1,"",350,0,2,350
439,"LootFilterSmallGreenPentagon",2,2,1,"",350,0,2,350
440,"LootFilterLargeBrownPentagon",2,2,1,"",350,0,2,350
441,"LootFilterMediumBrownPentagon",2,2,1,"",350,0,2,350
442,"LootFilterSmallBrownPentagon",2,2,1,"",350,0,2,350
443,"LootFilterLargeRedPentagon",2,2,1,"",350,0,2,350
444,"LootFilterMediumRedPentagon",2,2,1,"",350,0,2,350
445,"LootFilterSmallRedPentagon",2,2,1,"",350,0,2,350
446,"LootFilterLargeWhitePentagon",2,2,1,"",350,0,2,350
447,"LootFilterMediumWhitePentagon",2,2,1,"",350,0,2,350
448,"LootFilterSmallWhitePentagon",2,2,1,"",350,0,2,350
449,"LootFilterLargeYellowPentagon",2,2,1,"",350,0,2,350
450,"LootFilterMediumYellowPentagon",2,2,1,"",350,0,2,350
451,"LootFilterSmallYellowPentagon",2,2,1,"",350,0,2,350
452,"LootFilterLargeCyanPentagon",2,2,1,"",350,0,2,350
453,"LootFilterMediumCyanPentagon",2,2,1,"",350,0,2,350
454,"LootFilterSmallCyanPentagon",2,2,1,"",350,0,2,350
455,"LootFilterLargeGreyPentagon",2,2,1,"",350,0,2,350
456,"LootFilterMediumGreyPentagon",2,2,1,"",350,0,2,350
457,"LootFilterSmallGreyPentagon",2,2,1,"",350,0,2,350
458,"LootFilterLargeOrangePentagon",2,2,1,"",350,0,2,350
459,"LootFilterMediumOrangePentagon",2,2,1,"",350,0,2,350
460,"LootFilterSmallOrangePentagon",2,2,1,"",350,0,2,350
461,"LootFilterLargePinkPentagon",2,2,1,"",350,0,2,350
462,"LootFilterMediumPinkPentagon",2,2,1,"",350,0,2,350
463,"LootFilterSmallPinkPentagon",2,2,1,"",350,0,2,350
464,"LootFilterLargePurplePentagon",2,2,1,"",350,0,2,350
465,"LootFilterMediumPurplePentagon",2,2,1,"",350,0,2,350
466,"LootFilterSmallPurplePentagon",2,2,1,"",350,0,2,350
467,"LootFilterLargeBlueUpsideDownHouse",2,2,1,"",350,0,2,350
468,"LootFilterMediumBlueUpsideDownHouse",2,2,1,"",350,0,2,350
469,"LootFilterSmallBlueUpsideDownHouse",2,2,1,"",350,0,2,350
470,"LootFilterLargeGreenUpsideDownHouse",2,2,1,"",350,0,2,350
471,"LootFilterMediumGreenUpsideDownHouse",2,2,1,"",350,0,2,350
472,"LootFilterSmallGreenUpsideDownHouse",2,2,1,"",350,0,2,350
473,"LootFilterLargeBrownUpsideDownHouse",2,2,1,"",350,0,2,350
474,"LootFilterMediumBrownUpsideDownHouse",2,2,1,"",350,0,2,350
475,"LootFilterSmallBrownUpsideDownHouse",2,2,1,"",350,0,2,350
476,"LootFilterLargeRedUpsideDownHouse",2,2,1,"",350,0,2,350
477,"LootFilterMediumRedUpsideDownHouse",2,2,1,"",350,0,2,350
478,"LootFilterSmallRedUpsideDownHouse",2,2,1,"",350,0,2,350
479,"LootFilterLargeWhiteUpsideDownHouse",2,2,1,"",350,0,2,350
480,"LootFilterMediumWhiteUpsideDownHouse",2,2,1,"",350,0,2,350
481,"LootFilterSmallWhiteUpsideDownHouse",2,2,1,"",350,0,2,350
482,"LootFilterLargeYellowUpsideDownHouse",2,2,1,"",350,0,2,350
483,"LootFilterMediumYellowUpsideDownHouse",2,2,1,"",350,0,2,350
484,"LootFilterSmallYellowUpsideDownHouse",2,2,1,"",350,0,2,350
485,"LootFilterLargeCyanUpsideDownHouse",2,2,1,"",350,0,2,350
486,"LootFilterMediumCyanUpsideDownHouse",2,2,1,"",350,0,2,350
487,"LootFilterSmallCyanUpsideDownHouse",2,2,1,"",350,0,2,350
488,"LootFilterLargeGreyUpsideDownHouse",2,2,1,"",350,0,2,350
489,"LootFilterMediumGreyUpsideDownHouse",2,2,1,"",350,0,2,350
490,"LootFilterSmallGreyUpsideDownHouse",2,2,1,"",350,0,2,350
491,"LootFilterLargeOrangeUpsideDownHouse",2,2,1,"",350,0,2,350
492,"LootFilterMediumOrangeUpsideDownHouse",2,2,1,"",350,0,2,350
493,"LootFilterSmallOrangeUpsideDownHouse",2,2,1,"",350,0,2,350
494,"LootFilterLargePinkUpsideDownHouse",2,2,1,"",350,0,2,350
495,"LootFilterMediumPinkUpsideDownHouse",2,2,1,"",350,0,2,350
496,"LootFilterSmallPinkUpsideDownHouse",2,2,1,"",350,0,2,350
497,"LootFilterLargePurpleUpsideDownHouse",2,2,1,"",350,0,2,350
498,"LootFilterMediumPurpleUpsideDownHouse",2,2,1,"",350,0,2,350
499,"LootFilterSmallPurpleUpsideDownHouse",2,2,1,"",350,0,2,350
500,"DeliriumBoss1",2,2,1,"",250,0,2,250
501,"DeliriumBossFinal",2,2,1,"",250,0,2,250
502,"HarvestSeedCache",2,2,"",1,250,0,2,250
503,"HarvestOshabiBoss",2,2,1,"",250,0,2,250
504,"HarvestCollectorNeutral",2,2,1,"",250,0,2,250
505,"HarvestCollectorPurple",2,2,1,"",250,0,2,250
506,"HarvestCollectorBlue",2,2,1,"",250,0,2,250
507,"HarvestCollectorYellow",2,2,1,"",250,0,2,250
508,"HarvestCondenserNeutral",2,2,1,"",250,0,2,250
509,"HarvestCondenserPurple",2,2,1,"",250,0,2,250
510,"HarvestCondenserBlue",2,2,1,"",250,0,2,250
511,"HarvestCondenserYellow",2,2,1,"",250,0,2,250
512,"HarvestStanchionNeutral",2,2,1,"",250,0,2,250
513,"HarvestStanchionPurple",2,2,1,"",250,0,2,250
514,"HarvestStanchionBlue",2,2,1,"",250,0,2,250
515,"HarvestStanchionYellow",2,2,1,"",250,0,2,250
516,"HarvestDisperserNeutral",2,2,1,"",250,0,2,250
517,"HarvestDisperserPurple",2,2,1,"",250,0,2,250
518,"HarvestDisperserBlue",2,2,1,"",250,0,2,250
519,"HarvestDisperserYellow",2,2,1,"",250,0,2,250
520,"HarvestHorticraftingStation",2,2,1,"",250,0,2,250
521,"HarvestPlantBoosterBlue",2,2,1,"",250,0,2,250
522,"HarvestPlantBoosterRed",2,2,1,"",250,0,2,250
523,"HarvestPlantBoosterGreen",2,2,1,"",250,0,2,250
524,"HarvestPlantBoosterWhite",2,2,1,"",250,0,2,250
525,"HeistAgility",2,2,1,"",250,0,2,250
526,"HeistBruteforce",2,2,1,"",250,0,2,250
527,"HeistCounterThaumaturge",2,2,1,"",250,0,2,250
528,"HeistDeception",2,2,1,"",250,0,2,250
529,"HeistDemolition",2,2,1,"",250,0,2,250
530,"HeistEngineering",2,2,1,"",250,0,2,250
531,"HeistLockpicking",2,2,1,"",250,0,2,250
532,"HeistPerception",2,2,1,"",250,0,2,250
533,"HeistTrapDisarmament",2,2,1,"",250,0,2,250
534,"HeistVaultBreaking",2,2,1,"",250,0,2,250
535,"HeistSumgglersCache",2,2,1,"",250,0,2,250
536,"HeistSpottedPatrol",2,2,1,"",250,0,2,250
537,"HeistSpottedMiniBoss",2,2,1,"",250,0,2,250
538,"HeistDisplayCase",3,4,1,1,100000,0,2,100000
539,"HeistEscapeRoute",2,3,1,"",250,0,2,250
540,"HeistPathChest",2,2,1,1,100000,0,1,100000
541,"RewardChestGeneric",3,3,1,1,100000,0,1,100000
542,"RewardChestCurrency",3,3,1,1,100000,0,1,100000
543,"RewardChestUnique",3,3,1,1,100000,0,1,100000
544,"RewardChestGems",3,3,1,1,100000,0,1,100000
545,"RewardChestMaps",3,3,1,1,100000,0,1,100000
546,"RewardChestTrinkets",3,3,1,1,100000,0,1,100000
547,"RewardChestArmour",3,3,1,1,100000,0,1,100000
548,"RewardChestWeapons",3,3,1,1,100000,0,1,100000
549,"RewardChestAbyss",3,3,1,1,100000,0,1,100000
550,"RewardChestPerandus",3,3,1,1,100000,0,1,100000
551,"RewardChestHarbinger",3,3,1,1,100000,0,1,100000
552,"RewardChestBreach",3,3,1,1,100000,0,1,100000
553,"RewardChestEssence",3,3,1,1,100000,0,1,100000
554,"RewardChestFragment",3,3,1,1,100000,0,1,100000
555,"RewardChestFossil",3,3,1,1,100000,0,1,100000
556,"RewardChestProphecy",3,3,1,1,100000,0,1,100000
557,"RewardChestDivination",3,3,1,1,100000,0,1,100000
558,"RewardChestTalisman",3,3,1,1,100000,0,1,100000
559,"RewardChestLabyrinth",3,3,1,1,100000,0,1,100000
560,"RewardChestLegion",3,3,1,1,100000,0,1,100000
561,"RewardChestDelirium",3,3,1,1,100000,0,1,100000
562,"RewardChestMetamorph",3,3,1,1,100000,0,1,100000
563,"RewardChestBlight",3,3,1,1,100000,0,1,100000
564,"RewardChestExpedition",3,3,1,1,100000,0,1,100000
565,"RewardChestHeist",3,3,1,1,100000,0,1,100000
566,"RewardChestRitual",3,3,1,1,100000,0,1,100000
567,"HeistStockpile",2,2,1,"",250,0,2,250
568,"RitualRune",2,2,"",1,250,0,2,250
569,"HarvestPortal",2,2,"",1,250,0,2,250
570,"RitualRuneFinished",2,2,1,"",250,0,2,250
571,"UltimatumAltar",2,2,1,"",250,0,2,250
572,"UltimatumCaptureRune",3,4,1,"",250,0,2,250
573,"FlaskFountainFull",2,2,"","",250,0,2,250
574,"FlaskFountainEmpty",2,2,"","",250,0,2,250
575,"ExpeditionStash",2,2,1,"",250,0,2,250
576,"ExpeditionDetonator",2,2,"",1,250,3,2,250
577,"ExpeditionDynamite",2,2,1,"",250,2,1,250
578,"ExpeditionChest1",2,2,1,"",250,2,1,250
579,"ExpeditionChest2",2,2,1,"",250,2,1,250
580,"ExpeditionChest3",2,2,1,"",250,2,1,250
581,"ExpeditionBoss",2,2,1,"",250,3,2,250
582,"ExpeditionRegularMonster",2,2,1,"",250,0,1,250
583,"ExpeditionLeagueSpecificMonster",2,2,1,"",250,0,1,250
584,"ExpeditionEliteMonster",2,2,1,"",250,1,1,250
585,"ExpeditionCavernEntrance",2,2,1,"",250,0,2,250
586,"HellscapePaleBoss",2,2,1,"",250,0,2,250
587,"HellscapeDemonBoss",2,2,1,"",250,0,2,250
588,"HellscapeFleshBoss",2,2,1,"",250,0,2,250
589,"RoyaleBrutusActive",3,3,1,"",100000,5,2,100000
590,"RoyaleBrutusDormant",3,3,1,"",100000,5,2,100000
591,"Archnemesis",2,2,1,"",150,0,2,150
592,"CleansingFireAltar",3,3,1,"",250,0,2,250
593,"TangleAltar",3,3,1,"",250,0,2,250
594,"BreachBoss",3,3,1,"",250,3,2,250
595,"Sentinel",2,2,1,"",150,0,2,150
596,"SentinelLocker",2,2,1,"",250,0,2,250
597,"LakeStampingDevice",2,2,1,"",150,0,2,150
598,"LakeReflectionDevice",2,2,1,"",150,0,2,150
599,"Sanctum",2,2,1,"",250,0,2,250
600,"SanctumDeferral",2,2,1,"",150,0,2,150
601,"SanctumPact",2,2,1,"",150,0,2,150
602,"SanctumFountain",2,2,1,"",150,0,2,150
603,"SanctumRelicCorruptionDevice",2,2,1,"",150,0,2,150
604,"SanctumMap",2,2,1,"",150,0,2,150
605,"SanctumRelicAltar",2,2,1,"",150,0,2,150
606,"SanctumRelicLocker",2,2,1,"",250,0,2,250
607,"Crucible",2,2,1,"",250,0,2,250
608,"CrucibleForge",2,2,1,"",150,0,2,150
609,"AncestralChieftainKiloava",2,2,1,"",150,0,2,150
610,"AncestralChieftainAkoya",2,2,1,"",150,0,2,150
611,"AncestralChieftainMaata",2,2,1,"",150,0,2,150
612,"AncestralChieftainRakiata",2,2,1,"",150,0,2,150
613,"AncestralChieftainKahuturoa",2,2,1,"",150,0,2,150
614,"AncestralChieftainAhuana",2,2,1,"",150,0,2,150
615,"AncestralChieftainKaom",2,2,1,"",150,0,2,150
616,"AncestralChieftainNavali",2,2,1,"",150,0,2,150
617,"AncestralChieftainUtula",2,2,1,"",150,0,2,150
618,"AncestralChieftainTawhanuku",2,2,1,"",150,0,2,150
619,"AncestralChieftainIkiaho",2,2,1,"",150,0,2,150
620,"AncestralArenaEntrance",2,2,1,"",300,0,2,300
621,"AncestralEnemyChieftainTotem",2,2,1,"",250,0,2,250
622,"AncestralAllyChieftainTotem",2,2,1,"",250,0,2,250
623,"AncestralAllyChieftainTotemAttacked",2,2,1,"",250,0,2,250
624,"AncestralFieldItem",2,2,1,"",250,0,2,250
625,"AncestralEnemyTotem",2,2,1,"",250,0,2,250
626,"AncestralAllyTotem",2,2,1,"",250,0,2,250
627,"AncesltralAllyTotemAttacked",2,2,1,"",250,0,2,250
628,"AncestralEnemyChieftainTotemAttacked",2,2,1,"",250,0,2,250
629,"AncesltralEnemyTotemAttacked",2,2,1,"",250,0,2,250
630,"WardenTrackerUniqueMonster",2,2,1,"",250,0,2,250
631,"WardenTrackerRareMonster",2,2,1,"",250,0,2,250
632,"AzmeriWoodsEntrance",2,2,"",1,250,0,2,250
633,"ValdoChest",2,2,"",1,250,0,2,250
634,"NecropolisCorpse",2,2,1,"",150,0,2,150
635,"NecropolisLocker",2,2,1,"",250,0,2,250
636,"Strongbox",2,2,"",1,150,0,2,150
637,"CorpseTypeUndead",2,2,1,"",150,0,2,150
638,"CorpseTypeHumanoid",2,2,1,"",150,0,2,150
639,"CorpseTypeEldritch",2,2,1,"",150,0,2,150
640,"CorpseTypeDemon",2,2,1,"",150,0,2,150
641,"CorpseTypeConstruct",2,2,1,"",150,0,2,150
642,"CorpseTypeBeast",2,2,1,"",150,0,2,150
643,"OreTypeVerisium",2,2,"",1,250,0,2,250
644,"OreTypePetrifiedWood",2,2,"",1,250,0,2,250
645,"OreTypeDemonCopper",2,2,"",1,250,0,2,250
646,"OreTypeCrimsonIron",2,2,"",1,250,0,2,250
647,"OreTypeBismuth",2,2,"",1,250,0,2,250
648,"VillageMining",2,2,1,"",250,0,2,250
649,"VillageFarming",2,2,1,"",250,0,2,250
650,"VillageSmelting",2,2,1,"",250,0,2,250
651,"VillageDisenchanting",2,2,1,"",250,0,2,250
652,"VillageShipping",2,2,1,"",250,0,2,250
653,"VillageMapping",2,2,1,"",250,0,2,250
654,"VillageTavern",2,2,1,"",250,0,2,250
655,"VillageRecombinating",2,2,1,"",250,0,2,250
656,"VillageRunesmithing",2,2,1,"",250,0,2,250
657,"VillageMapDevice",2,2,1,"",250,0,2,250
658,"VillageFarmingPlot",2,2,1,"",250,0,2,250
659,"RacetrackCyanRhoa",2,2,1,"",250,0,2,250
660,"RacetrackPurpleRhoa",2,2,1,"",250,0,2,250
661,"RacetrackYellowRhoa",2,2,1,"",250,0,2,250
662,"RacetrackRedRhoa",2,2,1,"",250,0,2,250
663,"RacetrackGreenRhoa",2,2,1,"",250,0,2,250
664,"RacetrackBlueRhoa",2,2,1,"",250,0,2,250
665,"VillageMiningInteractable",2,2,1,"",250,0,2,250
666,"VillageGambling",2,2,1,"",250,0,2,250
667,"VillageLostShipment",1,1,1,"",250,0,2,250
668,"MercenaryEncounter",2,2,"",1,250,0,2,250
669,"MemoryTear",2,2,"",1,250,0,2,250
670,"PhrecianMagistrateTombstone",2,2,1,"",250,0,2,250
671,"MercenaryEncounterSmall",1,1,1,"",250,0,2,250
672,"Recombinator",2,2,1,"",250,0,2,250
673,"SanctumGoldConvert",2,2,1,"",250,0,2,250
674,"ExpeditionSpecialRemnant",2,2,1,"",250,1,1,250
675,"DescensionShrine",2,2,1,"",250,0,2,250
676,"ChayulaTree",2,2,1,"",250,0,2,250
677,"ChayulaLocker",2,2,1,"",250,0,2,250
678,"ChayulaFortSpawnerActive",2,2,1,"",150,0,1,150
679,"ChayulaFortSpawnerInactive",2,2,1,"",150,0,1,150
680,"ChayulaBeanstalk",2,2,"",1,350,0,2,350
681,"ChayulaHiveBlockage",2,2,1,"",150,0,1,150
682,"FaridunHourglass",2,2,1,"",250,0,2,250
683,"ExpeditionFaridunComander",2,2,1,"",250,1,1,250
684,"Mirage",2,2,"",1,150,0,2,150
685,"AbyssPillar",2,2,1,"",250,0,2,250
686,"DeepwaterCursedTreasure",2,2,"",1,150,0,2,150
687,"DeepwaterLantern",2,2,"",1,250,0,2,250
688,"DeepwaterExtract",2,2,"",1,250,0,2,250
689,"DeepwaterCoral",2,2,"",1,150,0,2,150
690,"AbyssCrackActive",1,1,1,"",150,0,0,150
691,"AbyssCrackInactive",1,1,1,"",150,0,0,150
692,"AbyssPitActive",2,2,1,"",150,0,2,150
693,"AbyssPitInactive",2,2,1,"",150,0,2,150
694,"AbyssChestActive",2,2,"","",250,0,2,250
695,"AbyssChestInactive",2,2,"","",250,0,2,250
696,"BrinerotStores",2,2,"",1,150,0,2,150
697,"LegionCocoonCrystal",2,2,1,"",250,0,2,250
698,"ChartStorage",2,2,1,"",250,0,2,250
