"rownum","BaseItemTypesKey","ArtFile","Effects","MaskFile"
418,3506,"Art/2DItems/Divination/Images/AstralProtection",[0],""
419,3507,"Art/2DItems/Divination/Images/GemcuttersMercy",[],""
420,3508,"Art/2DItems/Divination/Images/Checkmate",[],""
421,3509,"Art/2DItems/Divination/Images/LetheanTemptation",[],""
422,3510,"Art/2DItems/Divination/Images/SomethingDark",[],""
423,3511,"Art/2DItems/Divination/Images/ManWithBear",[],""
424,3512,"Art/2DItems/Divination/Images/AliviasGrace",[],""
425,3513,"Art/2DItems/Divination/Images/AuspiciousAmbitions",[],""
426,3514,"Art/2DItems/Divination/Images/DivineBeauty",[],""
427,3515,"Art/2DItems/Divination/Images/TheWeddingGift",[],""
428,3516,"Art/2DItems/Divination/Images/TheInsaneCat",[],""
429,3517,"Art/2DItems/Divination/Images/EverChanging",[],""
430,3518,"Art/2DItems/Divination/Images/ADustyMemory",[],""
431,3519,"Art/2DItems/Divination/Images/TheReturnOfTheRat",[],""
432,3520,"Art/2DItems/Divination/Images/TheFinishingTouch",[],""
433,4811,"Art/2DItems/Divination/Images/BrotherGift",[],""
434,4812,"Art/2DItems/Divination/Images/SoulQuenched",[],""
435,4813,"Art/2DItems/Divination/Images/PoisonedFaith",[],""
436,4814,"Art/2DItems/Divination/Images/AChillingWind",[],""
437,4815,"Art/2DItems/Divination/Images/Matryoshka",[],""
438,4941,"Art/2DItems/Divination/Images/TheFortunate",[],""
439,4942,"Art/2DItems/Divination/Images/FireOfUnknownOrigin",[],""
440,4943,"Art/2DItems/Divination/Images/FathersLove",[],""
441,5082,"Art/2DItems/Divination/Images/WhoAsked",[],""
442,5083,"Art/2DItems/Divination/Images/EldritchPerfection",[],""
443,5084,"Art/2DItems/Divination/Images/AssassinsGift",[],""
444,5085,"Art/2DItems/Divination/Images/ISeeBrothers",[],""
445,5243,"Art/2DItems/Divination/Images/AvianPursuit",[],""
446,5244,"Art/2DItems/Divination/Images/Temperance",[],""
447,5245,"Art/2DItems/Divination/Images/LonelyWarrior",[],""
448,5246,"Art/2DItems/Divination/Images/ToxicTidings",[],""
449,5310,"Art/2DItems/Divination/Images/RunicLuck",[],""
450,5311,"Art/2DItems/Divination/Images/LastStand",[],""
451,5312,"Art/2DItems/Divination/Images/Damnation",[],""
452,5313,"Art/2DItems/Divination/Images/WhenCurrentsBlaze",[],""
453,5314,"Art/2DItems/Divination/Images/History",[],""
454,5357,"Art/2DItems/Divination/Images/TheLastLaugh",[],""
455,5358,"Art/2DItems/Divination/Images/TheLake",[],""
456,5359,"Art/2DItems/Divination/Images/OneLastScore",[],""
457,5360,"Art/2DItems/Divination/Images/BoundByFlame",[],""
458,5361,"Art/2DItems/Divination/Images/Outfoxed",[],""
459,5404,"Art/2DItems/Divination/Images/TheEverlasting",[6],"Art/2DArt/UIEffects/Divination/TheEverlasting_mask3.dds"
460,5405,"Art/2DItems/Divination/Images/LuckyBastion",[],""
461,5406,"Art/2DItems/Divination/Images/TheMiracle",[],""
462,5407,"Art/2DItems/Divination/Images/Apocalypse",[],""
463,5408,"Art/2DItems/Divination/Images/TheSlumberingBeast",[],""
464,5409,"Art/2DItems/Divination/Images/TheForbiddenFruit",[],""
465,5410,"Art/2DItems/Divination/Images/TheSillyBoy",[],""
466,5411,"Art/2DItems/Divination/Images/TheReflectionOfTheHeart",[],""
467,5447,"Art/2DItems/Divination/Images/PearlsBeforeSwine",[],""
468,5448,"Art/2DItems/Divination/Images/EnergySword",[],""
469,5449,"Art/2DItems/Divination/Images/DivineShard",[],""
