"rownum","Id","Name","GrantedEffect","SupportText","SupportName","GemTags","Consumed_Mod","ItemColor","[rid]","AdditionalGrantedEffects","bool","bool","[i32]","i32"
224,"CastWhenStunned","",230,"","","[11,24,48,49,25,42]","",3,[],"[241,706]",1,1,[],-1
225,"CastWhenDamageTaken","",229,"","","[9,11,24,48,49,25,42]","",3,[],"[240,706]",1,1,[],-1
226,"ExploitWeaknessSupport","",232,"Supports any skill that [HitDamage|Hits] enemies, causing them to deal more Damage against enemies with [ArmourBreak|Broken Armour] but preventing them from [ArmourBreak|Breaking Armour] themselves. Cannot support skills that [Consume|Consume] [ArmourBreak|Broken Armour].","","[16,52]","",3,[],[],"","",[],-1
227,"DevastateSupport","",233,"Supports any skill that [HitDamage|Hits] enemies, causing them to apply [ArmourBreak|Broken Armour] to enemies when causing a [HeavyStun|Heavy Stun] to enemies.","",[16],"",3,[],[],"","",[],-1
228,"Unknown1","",4953,"","","[11,24]","",3,[],[],"","",[],-1
229,"Unknown2","",4953,"","","[11,24]","",3,[],[],"","",[],-1
230,"Unknown3","",4953,"","","[11,24]","",3,[],[],"","",[],-1
231,"Unknown4","",4953,"","","[9,10,11,24]","",3,[],[],"","",[],-1
232,"Unknown5","",4953,"","","[11,24]","",3,[],[],"","",[],-1
233,"Unknown6","",4953,"","","[11,24]","",3,[],[],"","",[],-1
234,"Unknown7","",4953,"","","[11,24]","",3,[],[],"","",[],-1
235,"Unknown8","",4953,"","","[11,24]","",3,[],[],"","",[],-1
236,"Unknown9","",4953,"","","[11,24]","",3,[],[],"","",[],-1
237,"Unknown10","",4953,"","","[11,24]","",3,[],[],"","",[],-1
238,"Unknown11","",4953,"","","[11,24]","",3,[],[],"","",[],-1
239,"Unknown12","",4953,"","","[11,24]","",3,[],[],"","",[],-1
240,"Unknown13","",4953,"","","[11,24]","",3,[],[],"","",[],-1
241,"Unknown14","",4953,"","","[11,24]","",3,[],[],"","",[],-1
242,"Unknown15","",4953,"","","[11,24]","",3,[],[],"","",[],-1
243,"Unknown16","",4953,"","","[11,24]","",3,[],[],"","",[],-1
244,"Unknown17","",4953,"","","[11,24]","",3,[],[],"","",[],-1
245,"Unknown18","",4953,"","","[11,24]","",3,[],[],"","",[],-1
246,"Unknown19","",4953,"","","[11,24]","",3,[],[],"","",[],-1
247,"Unknown20","",4953,"","","[11,24]","",3,[],[],"","",[],-1
248,"Unknown21","",4953,"","","[11,24]","",3,[],[],"","",[],-1
249,"Unknown22","",4953,"","","[11,24]","",3,[],[],"","",[],-1
250,"Unknown23","",4953,"","","[11,24]","",3,[],[],"","",[],-1
251,"Unknown24","",4953,"","","[11,24]","",3,[],[],"","",[],-1
252,"Unknown25","",4953,"","","[11,24]","",3,[],[],"","",[],-1
253,"Unknown26","",4953,"","","[11,24]","",3,[],[],"","",[],-1
254,"Unknown27","",4953,"","","[11,24]","",3,[],[],"","",[],-1
255,"ReservationUnknown1","",4953,"","","[24,48,49]","",3,[],[],1,"",[],-1
256,"ReservationUnknown2","",4953,"","","[24,48,49]","",3,[],[],1,"",[],-1
257,"ReservationUnknown3","",4953,"","","[24,48,49]","",3,[],[],1,"",[],-1
258,"ReservationUnknown4","",4953,"","","[24,48,49]","",3,[],[],1,"",[],-1
259,"ReservationUnknown5","",4953,"","","[24,48,49]","",3,[],[],1,"",[],-1
260,"ReservationUnknown6","",4953,"","","[24,48,49]","",3,[],[],1,"",[],-1
261,"ReservationUnknown7","",4953,"","","[24,48,49]","",3,[],[],1,"",[],-1
262,"ReservationUnknown8","",4953,"","","[24,48,49]","",3,[],[],1,"",[],-1
263,"ReservationUnknown9","",4953,"","","[24,48,49]","",3,[],[],1,"",[],-1
264,"SupportUnknown1","",4953,"","",[24],"",3,[],[],"","",[],-1
265,"SupportUnknown2","",4953,"","",[24],"",3,[],[],"","",[],-1
266,"SupportUnknown3","",4953,"","",[24],"",3,[],[],"","",[],-1
267,"SupportUnknown4","",4953,"","",[24],"",3,[],[],"","",[],-1
268,"SupportUnknown5","",4953,"","",[24],"",3,[],[],"","",[],-1
269,"SupportUnknown6","",4953,"","",[24],"",3,[],[],"","",[],-1
270,"SupportUnknown7","",4953,"","",[24],"",3,[],[],"","",[],-1
271,"SupportUnknown8","",4953,"","",[24],"",3,[],[],"","",[],-1
272,"SupportUnknown9","",4953,"","",[24],"",3,[],[],"","",[],-1
273,"BarrierInvocation","",243,"","","[10,11,24,48,49,25,42]","",3,[],"[244,706]",1,1,[],-1
274,"CastOnDodge","",247,"","","[10,11,24,48,49,25,42]","",3,[],"[248,706]",1,1,[],-1
275,"CastWhileChannelling","",249,"","","[11,24,48,49,25,42]","",3,[],"[250,706]",1,1,[],-1
276,"CastOnMeleeStun","",251,"","","[9,24,48,49,25,42]","",3,[],"[252,706]",1,1,[],-1
277,"EnragedWarcrySupport","",470,"Supports [Warcry|Warcries], causing them to consume [Rage] to further boost [Empowered] [Attack|Attacks].","","[16,13,26]","",3,[],[],"","",[],-1
278,"LingeringIllusion","",260,"","","[10,11,24,48,49,15]","",3,[],[261],1,"",[],-1
279,"GhostDance","",262,"","","[10,11,24,48,49,15]","",3,[],[],1,"",[],-1
280,"BindSpectre","",263,"","","[11,24,8,49]","",3,[],[],"","",[],-1
281,"DominatingAura","",264,"","","[24,4,8,49,14,12,15]","",3,[],[],"","",[],-1
282,"Shroud","",265,"","","[24,4,48,49]","",3,[],[],1,"",[],-1
283,"SummonMercenaryCompanion","",5632,"","","[24,13,8,58,49,50,42]","",3,[],"[5633,266]","","",[],-1
284,"AncestralWarriorTotem","",105,"","","[9,24,13,19,14,7,30,15,42]","",3,[],[106],"",1,[],-1
285,"MetaSpellTotem","",107,"","","[24,19,15,42]","",3,[],[108],"",1,[],-1
286,"MetaBowTotem","",109,"","","[24,19,15,42]","",3,[],[110],"",1,[],-1
287,"ExplosiveGrenade","",267,"","","[9,10,24,13,14,5,53,0,47]","",3,[],[],"","",[],-1
288,"FlashGrenade","",268,"","","[9,10,24,13,14,5,53]","",3,[],[],"","",[],-1
289,"ToxicGrenade","",269,"","","[9,10,24,13,14,5,53,0,3,15]","",3,[],[],"","",[],-1
290,"OilGrenade","",270,"","","[9,10,24,13,14,5,53,0,15]","",3,[],[],"","",[],-1
291,"ShockGrenade","",271,"","","[9,10,24,13,14,5,53,2]","",3,[],[],"","",[],-1
292,"PainOffering","",272,"","","[11,24,8,48,14,15]","",3,[],[],"","",[],-1
293,"TempestFlurry","",278,"","","[10,11,24,13,14,7,32,2]","",3,[],[],"","",[],-1
294,"StaggeringPalm","",279,"","","[10,11,24,13,48,14,7,32,5,30,15]","",3,[],"[280,281]","","",[],-1
295,"ChargedStaff","",282,"","","[10,11,24,4,13,48,14,15,57]","",3,[],[283],"","",[],-1
296,"SiphoningStrike","",284,"","","[10,11,24,13,14,7,32,2,52]","",3,[],[],"","",[],-1
297,"TempestBell","",285,"","","[10,11,24,13,14,7,51,15,33,57]","",3,[],[],"","",[],-1
298,"Chaosbolt","",160,"","","[11,24,4,5,3]","",3,[],[],"","",[],-1
299,"FrozenLocus","",287,"","","[10,11,24,13,14,7,1,15,33]","",3,[],[288],"","","[1,0]",1
300,"Bonestorm","",289,"","","[11,24,4,14,5,51,30,28]","",3,[],[],"","",[],-1
301,"BoneCage","",290,"","","[11,24,4,14,30,15,33]","",3,[],[],"","",[],-1
302,"SpreadingFrost","",472,"Supports any skill that hits enemies, causing them to [Chill] enemies near enemies they [Freeze].","","[16,1]","",3,[],[],"","",[],-1
303,"NeuralOverload","",473,"Supports any skill that [HitDamage|Hits] enemies. Nearby enemies are marked when they are [PrimedElectrocution|Primed for Electrocution], and hitting a marked enemy with a supported skill will [Electrocute] them.","","[16,2]","",3,[],[],"","",[],-1
304,"PinpointCritical","",474,"Supports any skill that [HitDamage|Hits] Enemies, causing it to [Critical|Critically Hit] more often but deal less damage with [Critical|Critical Hits].","","[16,38]","",3,[],[],"","",[],-1
305,"PerpetualCharge","",475,"Supports skills that consume [Charges|Power, Frenzy or Endurance Charges] on use, giving them a chance not to remove each [Charges|Charge] while still gaining the benefits of consuming them.","",[16],"",3,[],[],"","",[],-1
306,"Corrosion","",476,"Supports any skill that [HitDamage|Hits] enemies, causing [Poison] it applies to also [ArmourBreak|Break] enemy [Armour|Armour]. Cannot support skills that [Consume] [ArmourBreak|Fully Broken] [Armour].","","[16,30,3]","",3,[],[],"","",[],-1
307,"Unearth","",291,"","","[11,24,4,8,14,30,15]","",3,[],[],"","",[],-1
308,"DetonatingArrow","",5651,"","","[10,24,13,14,5,0,28,47,56]","",3,[],[],"","",[],-1
309,"PoisonBurstArrow","",292,"","","[10,24,13,14,5,3,15]","",3,[],[],"","",[],-1
310,"ToxicGrowth","",5652,"","","[10,24,13,14,5,3]","",3,[],[],"","",[],-1
311,"StormcallerArrow","",293,"","","[10,24,13,14,5,2,15]","",3,[],[],"","",[],-1
312,"RipwireArrow","",294,"","","[24,13,5]","",3,[],[],"","",[],-1
313,"LightningRod","",295,"","","[10,24,13,14,5,51,2,15]","",3,[],[],"","",[],-1
314,"Snipe","",97,"","","[10,24,13,14,5,28]","",3,[],[],"","",[],-1
315,"GasArrow","",296,"","","[10,24,13,14,5,0,3,15]","",3,[],[],"","",[],-1
316,"SolarOrb","",5658,"","","[11,24,4,14,51,0,15,37]","",3,[],[],"","",[],-1
317,"Fireball","",5659,"","","[11,24,4,14,5,0]","",3,[],[],"","",[],-1
318,"ElectrocutingArrow","",298,"","","[10,24,13,5,2,15]","",3,[],[],"","",[],-1
319,"ColdSnap","",5661,"","","[11,24,4,14,1,52]","",3,[],[],"","",[],-1
320,"PerfectStrike","",299,"","","[9,24,13,14,7,32,0,15,28]","",3,[],[],"","",[],-1
321,"ShieldBlock","",300,"","","[24,13,14,7,30,28]","",3,[],[],"","",[],-1
322,"ResonatingShield","",301,"","","[9,24,13,14,7,51,30,28]","",3,[],[],"","",[],-1
323,"ManaRemnants","",5663,"","","[11,24,48,49,2,55]","",3,[],[],1,"",[],-1
324,"MagmaBarrier","",302,"","","[48,9,24,13,49,14,7,25,0,15]","",3,[],[303],1,"",[],-1
325,"FreezingShards","",5664,"","","[11,24,4,5,1]","",3,[],[],"","",[],-1
326,"VineArrow","",304,"","","[10,24,13,14,5,3,15]","",3,[],[],"","",[],-1
327,"RhoaMount","",305,"","","[10,24,8,48,58,49]","",3,[],[],1,"",[],-1
328,"SupportBurstingPlague","",477,"Supports skills that can [Poison|Poison] enemies, causing [Poison|Poisoned] enemies to gain Plague over time and explode in a Plague Burst on death. Cannot support the skills of [Minion|Minions].","","[16,24,14,25,30,3]","",3,[],[478],"","",[],-1
329,"CorpseCloud","",5666,"","","[11,24,4,14,0,3,15]","",3,[],[],"","",[],-1
330,"WallFortress","",479,"Supports skills that create walls in a line, causing them to be created in a circle instead but deal less [HitDamage|Hit] damage.","",[16],"",3,[],[],"","",[],-1
331,"FrostfireSupport","",5667,"Supports any skill that [HitDamage|Hits] enemies, causing it to [Consume|Consume] [Freeze] on [Ignite|Igniting] a [Frozen] enemy to boost the effect of the [Ignite].","","[16,1,0,52]","",3,[],[],"","",[],-1
332,"StormfireSupport","",5668,"Supports any skill that [HitDamage|Hits] enemies, prolonging [Shock|Shocks] they inflict on [Ignite|Ignited] enemies.","","[16,2,0]","",3,[],[],"","",[],-1
333,"IncreaseLimitSupport","",5669,"Supports skills which can have a [Limit|Limited] number of effects active at once, increasing that [Limit] at the cost of their duration. Only applies to restrictions that use the word \""[Limit]\"".","",[16],"",3,[],[],"","",[],-1
334,"ElectrocuteSupport","",5670,"Supports any Skill which can deal Damage. [Lightning] Damage from Supported Skills can inflict [Electrocute], but Supported Skills cannot inflict [Shock].","","[16,2]","",3,[],[],"","",[],-1
335,"RagingSpirits","",306,"","","[48,11,24,8,49,0,15]","",3,[],[],1,"",[],-1
336,"EnergyBarrierSupport","",5692,"Supports any skill that you can use, causing [EnergyShield|Energy Shield] recharge to begin immediately if you are [Stun|Stunned] while using it.","",[16],"",3,[],[],"","",[],-1
337,"KnockbackWaveSupport","",5693,"Supports any skill that you can use, triggering a blast of wind that [Knockback|Knocks Back] enemies if you are [Stun|Stunned] while using it.","","[16,24,14,25]","",3,[],[5699],"","",[],-1
338,"BitingFrostSupport","",5694,"Supports any skill that [HitDamage|Hits] enemies, causing them to deal more damage to [Frozen] enemies but consume their [Freeze]. Cannot support skills that [Consume|Consume] [Freeze|Freeze].","","[16,1,52]","",3,[],[],"","",[],-1
339,"ElementalDischarge","",480,"Supports any [Spell] that [HitDamage|Hits] enemies, causing it to consume [ElementalAilments|Elemental Ailments] on hit to trigger an Elemental Discharge. Cannot support the skills of [Minion|Minions].","","[16,24,4,25,2,1,0,52]","",3,[],[481],"","",[],-1
340,"HourglassSupport","",482,"Supports any damaging skill that you use yourself, causing it to deal significantly more damage but gain a long cooldown. Cannot support Skills which already have a cooldown.","",[16],"",3,[],[],"","",[],-1
341,"FieryDeathSupport","",483,"Supports any skill that [HitDamage|Hits] enemies, causing enemies it [Ignite|Ignites] to have a chance to explode on death.","","[16,24,4,0]","",3,[],[484],"","",[],-1
342,"Twister","",308,"","","[10,24,13,14,5,15]","",3,[],[],"","",[],-1
343,"DetonateMinion","",5643,"","","[10,24,4,14,0]","",3,[],[],"","",[],-1
344,"ExplosiveSpear","",309,"","","[10,24,13,14,5,0,15,47]","",3,[],[],"","",[],-1
345,"SpearWindVortex","",310,"","","[10,24,13,14,7]","",3,[],[],"","",[],-1
346,"ElementalSiphon","",311,"","","[10,24,13,7,32,2,1,0,15]","",3,[],[],"","",[],-1
347,"ThunderousLeap","",312,"","","[10,24,13,14,7,35,2,47,31]","",3,[],[],"","",[],-1
348,"WindDancer","",313,"","","[48,10,24,13,49,14,7,56]","",3,[],[314],1,"",[],-1
349,"DeadlyHeraldsSupport","",485,"Supports Herald Skills, making their triggered effects deal more damage at the expense of higher [Spirit] cost.","","[16,29]","",3,[],[],"","",[],-1
350,"BuffedHeraldSupport","",486,"Supports [Persistent] [Buff] Skills, making the [Buff] they grant more powerful.","","[16,48]","",3,[],[],"","",[],-1
351,"ManaFlareSupport","",487,"Supports any [Spell] that [HitDamage|Hits] enemies, causing it to trigger a Mana Flare on [Critical|Critical Hit]. The Mana Flare consumes your Mana to deal [Fire] damage. Cannot support the skills of [Minion|Minions].","","[16,24,4,25,0,38]","",3,[],[488],"","",[],-1
352,"LockdownSupport","",489,"Supports any skill that [HitDamage|Hits] enemies, causing any [Pinned|Pin] buildup it inflicts to be stronger the closer the enemy is to you.","",[16],"",3,[],[],"","",[],-1
353,"OverpowerSupport","",5700,"Supports any skill that hits enemies, causing it to build up [Stun|Stun] more quickly.","",[16],"",3,[],[],"","",[],-1
354,"MobilitySupport","",5701,"Supports skills that can be used while moving, allowing you to move faster while using them.","",[16],"",3,[],[],"","",[],-1
355,"PinSupport","",490,"Supports any skill that [HitDamage|Hits] enemies, allowing its [Physical] damage to [Pinned|Pin] enemies but making it unable to [Stun].","","[16,30]","",3,[],[],"","",[],-1
356,"AmbushSupport","",491,"Supports any skill that [HitDamage|Hits] enemies, making it more likely to [Critical|Critically Hit] enemies on full life.","","[16,38]","",3,[],[],"","",[],-1
357,"ProfaneRitual","",315,"","","[11,24,4,14,3,15]","",3,[],[],"","",[],-1
358,"SoulOffering","",316,"","","[11,24,8,48,15]","",3,[],[],"","",[],-1
359,"DarkEffigy","",317,"","","[11,24,4,19,14,5,3,15]","",3,[],[318],"","",[],-1
360,"ManaFlaskSupport","",5703,"Supports any skill that [HitDamage|Hits] enemies, causing enemies it kills to grant more Mana Flask charges.","",[16],"",3,[],[],"","",[],-1
361,"LifeFlaskSupport","",5704,"Supports any skill that [HitDamage|Hits] enemies, causing enemies it kills to grant more Life Flask charges.","",[16],"",3,[],[],"","",[],-1
362,"MinionInstabilitySupport","",319,"Supports skills which create [Minion|Minions], causing them to violently explode when reduced to [LowLife|Low Life].","","[16,8,0]","",3,[],[],"","",[],-1
363,"EnduranceChargeOnArmourBreakSupport","",5710,"Supports any skill that [HitDamage|Hits] enemies, giving it a chance to gain an [Charges|Endurance Charge] when it [ArmourBreak|Fully Breaks] an enemy's [Armour].","",[16],"",3,[],[],"","",[],-1
364,"CurseEffectSupport","",5712,"Supports [Curse] Skills, magnifying their power.","","[16,17]","",3,[],[],"","",[],-1
365,"CorpseConservationSupport","",5713,"Supports skills that consume [Corpse|Corpses], giving them a chance to take effect without destroying the [Corpse].","",[16],"",3,[],[],"","",[],-1
366,"DecayingHexSupport","",5717,"Supports [Curse] skills. Cursed enemies' bodies decay, taking [Chaos] damage over time.","","[16,3,17]","",3,[],[],"","",[],-1
367,"FocusedCurseSupport","",320,"Supports [Curse] skills, causing them to [Curse] enemies more quickly after being cast.","","[16,17]","",3,[],[],"","",[],-1
368,"RitualisticCurseSupport","",321,"Supports [Curse] skills, causing them to cover a larger area but take longer to [Curse] enemies.","","[16,17]","",3,[],[],"","",[],-1
369,"MinionPactSupport","",492,"Supports damaging skills you use yourself, draining the life from one of your [Minion|Minions] on use in order to boost the skill's damage. Only takes effect if you have a [Minion] with enough life to drain the full amount.","","[16,8]","",3,[],[],"","",[],-1
370,"LastGaspSupport","",493,"Supports skills that create [Persistent] [Minion|Minions], causing those [Minion|Minions] to fight on for a short duration before dying when they are fatally wounded.","","[16,8,49,15]","",3,[],[],"","",[],-1
371,"LifeOnCullSupport","",494,"Supports any skill that [HitDamage|Hits] enemies, causing you to recover Life when it [CullingStrike|Culls] an enemy.","",[16],"",3,[],[],"","",[],-1
372,"ManaOnCullSupport","",495,"Supports any skill that [HitDamage|Hits] enemies, causing you to recover Mana when it [CullingStrike|Culls] an enemy.","",[16],"",3,[],[],"","",[],-1
373,"GrimFeast","",5719,"","","[48,11,24,8,49,55]","",3,[],[],1,"",[],-1
374,"InnervateSupport","",496,"Supports [Attack|Attacks] you use yourself. Killing a [Shock|Shocked] enemy with supported skills infuses all of your [Attack|Attacks] with [Lightning] damage for a short time.","","[16,13,2,15]","",3,[],[],"","",[],-1
375,"CastOnMinionDeath","",5721,"","","[48,11,24,8,49,25,42]","",3,[],"[5722,706]",1,1,[],-1
376,"MultiplePoisonSupport","",497,"Supports any skill that [HitDamage|Hits] enemies, allowing it to inflict an extra [Poison] on enemies but shortening the duration of those [Poison|Poisons].","","[16,3]","",3,[],[],"","",[],-1
377,"MultipleChargesSupport","",498,"Supports skills that can generate [Charges], giving them a chance to generate an additional [Charges|Charge] when they do so.","",[16],"",3,[],[],"","",[],-1
378,"EmpoweredDamageSupport","",499,"Supports skills that can [Empowered|Empower] skills other than themselves, causing skills they [Empowered|Empower] to deal more damage.","",[16],"",3,[],[],"","",[],-1
379,"EmpoweredCullSupport","",500,"Supports skills that can [Empowered|Empower] skills other than themselves, causing skills they [Empowered|Empower] to [CullingStrike|Cull] enemies.","",[16],"",3,[],[],"","",[],-1
380,"ScavengedPlating","",5724,"","","[9,24,48,49,30,15]","",3,[],[],1,"",[],-1
381,"SpinningInferno","",322,"","","[9,24,13,14,7,32,0]","",3,[],[],"","",[],-1
382,"ManaDrain","",5725,"","","[11,24,4]","",3,[],[],"","",[],-1
383,"BoneBlast","",5726,"","","[11,24,4,14,30,15]","",3,[],[],"","",[],-1
384,"BlinkReservation","",5728,"","","[48,11,24,4,49,31]","",3,[],[347],1,1,[],-1
385,"MoltenBlast","",5729,"","","[9,24,13,14,5,0]","",3,[],[],"","",[],-1
386,"Malice","",5730,"","","[9,11,24,48,49,12,15,38]","",3,[],[],1,"",[],-1
387,"Hydra","",5731,"","","[11,24,8,48,49,25,42]","",3,[],[501],1,"",[],-1
388,"HammerOfTheGods","",5732,"","","[9,24,13,14,7,35,15,57]","",3,[],[],"","",[],-1
389,"LivingBombPlayer","",5734,"","","[11,24,4,14,0,15]","",3,[],[],"","",[],-1
390,"Stampede","",5735,"","","[9,24,13,14,7,35,15,31]","",3,[],[],"","",[],-1
391,"ShieldWall","",5736,"","","[9,24,13,14,7,30,15]","",3,[],[],"","",[],-1
392,"ShieldingCry","",5737,"","","[9,24,13,26,14,7,25,30,15]","",3,[],[5738],"","",[],-1
393,"BlazingCluster","",5739,"","","[11,24,4,14,5,0,15]","",3,[],[],"","",[],-1
394,"HighVelocityRounds","",145,"","","[9,10,24,13,50,5,30,52]","",3,[],[144],"","","[1,0]",-1
395,"FragmentationRounds","",147,"","","[9,10,24,13,50,5,52]","",3,[],[146],"","","[1,0]",-1
396,"SiegeCascade","",135,"","","[9,10,24,13,14,50,5,51,0,52]","",3,[],[134],"","","[1,0]",-1
397,"ArmourPiercingRounds","",183,"","","[9,10,24,13,50,5,30]","",3,[],[182],"","","[1,0]",-1
398,"ExplosiveShot","",141,"","","[9,10,24,13,14,50,5,0,47]","",3,[],[140],"","","[1,0]",-1
399,"IncendiaryShot","",143,"","","[9,10,24,13,14,50,5,0]","",3,[],[142],"","","[1,0]",-1
400,"RapidShot","",181,"","","[9,10,24,13,50,5,0]","",3,[],[180],"","","[1,0]",-1
401,"GlacialBolt","",149,"","","[9,10,24,13,14,50,5,1,15]","",3,[],[148],"","","[1,0]",-1
402,"PermafrostBolts","",151,"","","[9,10,24,13,14,50,5,1]","",3,[],[150],"","","[1,0]",-1
403,"HailstormRounds","",137,"","","[9,10,24,13,14,50,5,51,1]","",3,[],[136],"","","[1,0]",-1
404,"IceShards","",185,"","","[9,10,24,13,14,50,5,51,1,59]","",3,[],[184],"","","[1,0]",-1
405,"PlasmaBlast","",153,"","","[9,10,24,13,14,50,5,2,28]","",3,[],[152],"","","[1,0]",-1
406,"GalvanicShards","",155,"","","[9,10,24,13,50,5,2,18]","",3,[],[154],"","","[1,0]",-1
407,"StormblastBolts","",139,"","","[9,10,24,13,14,50,5,2,15]","",3,[],[138],"","","[1,0]",-1
408,"ShockburstRounds","",187,"","","[9,10,24,13,14,50,5,2,52]","",3,[],[186],"","","[1,0]",-1
409,"RagingCrySupport","",502,"Supports [Warcry] skills, causing them to grant you [Rage] on use depending on counted monster [Power].","","[16,26]","",3,[],[],"","",[],-1
410,"IncreasedArmourBreakSupport","",503,"Supports any skill, causing [ArmourBreak|Armour Break] it inflicts to be stronger.","","[16,4]","",3,[],[],"","",[],-1
411,"RageforgedSupport","",504,"Supports any damaging skill that you use or trigger yourself, causing it to consume [Rage] to deal more damage. If you don't have enough [Rage] to consume, the damage bonus will not apply.","",[16],"",3,[],[],"","",[],-1
412,"PlayerDefaultUnarmed","",1,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
413,"PlayerDefaultQuarterstaff","",2,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
414,"PlayerDefaultFlail","",3,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
415,"PlayerDefault1HSword","",4,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
416,"PlayerDefaultSwordSword","",5,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
417,"PlayerDefault2HSword","",6,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
418,"PlayerDefault1HAxe","",7,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
419,"PlayerDefaultAxeAxe","",8,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
420,"PlayerDefault2HAxe","",9,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
421,"PlayerDefault1HMace","",10,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
422,"PlayerDefaultMaceMace","",11,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
423,"PlayerDefault2HMace","",12,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
424,"PlayerDefaultClaw","",13,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
425,"PlayerDefaultClawClaw","",14,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
426,"PlayerDefaultDagger","",15,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
427,"PlayerDefaultDaggerDagger","",16,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
428,"PlayerDefaultSpear","",17,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
429,"PlayerDefaultSpearOffHand","",18,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
430,"PlayerDefaultSpearThrow","",36,"","","[24,13,14,5]","",3,[],[],"","",[],-1
431,"PlayerDefaultBow","",19,"","","[24,13,5]","",3,[],[],"","",[],-1
432,"PlayerDefaultCrossbow","",20,"","","[24,13,14,50,5]","",3,[],[266],"","",[],-1
433,"PlaytestAttack","",21,"","","[24,13,14,7,32]","",3,[],[],"","",[],-1
434,"PlaytestSlam","",22,"","","[24,13,14,7,35,31]","",3,[],[],"","",[],-1
435,"PlaytestSpell","",23,"","","[24,4,14,5,0]","",3,[],[],"","",[],-1
436,"AscendancyLifeRemnants","",5761,"","","[24,48,49,55]","",3,[],[],1,"",[],-1
437,"AscendancyExplosiveConcoction","",5770,"","","[24,13,14,5,0,15]","",3,[],[],"","",[],-1
438,"AscendancyFulminatingConcoction","",5771,"","","[24,13,14,5,2,15]","",3,[],[],"","",[],-1
439,"AscendancyShatteringConcoction","",5772,"","","[24,13,14,5,1,15]","",3,[],[],"","",[],-1
440,"AscendancyPoisonousConcoction","",5773,"","","[24,13,14,5,30,3]","",3,[],[],"","",[],-1
441,"AscendancyBleedingConcoction","",5774,"","","[24,13,14,5,30]","",3,[],[],"","",[],-1
442,"AscendancyMeditate","",5768,"","","[24,4,28]","",3,[],[],"","",[],-1
443,"AscendancyElementalStorm","",327,"","","[24,4,14,25,2,1,0,15,37]","",3,[],[],"","",[],-1
444,"ArmourExplosionSupport","",505,"Supports [Attack|Attacks], causing them to trigger a [Fire|Fiery] explosion when they [ArmourBreak|Fully Break] an enemy's [Armour].","","[16,24,13,14,25,0,52]","",3,[],[5743],"","",[],-1
445,"StompingGroundSupport","",506,"Supports [Travel] skills, causing your footsteps to crack the earth and emit damaging shockwaves while using the skill.","","[16,24,13,14,25,30]","",3,[],[5745],"","",[],-1
446,"CrescendoSupport","",5746,"Supports [Strike|Strikes] that perform a [FinalStrike|Final Strike] at the end of a combination of attacks, allowing you to use the [FinalStrike|Final Strike] twice in succession.","","[16,13,7,32]","",3,[],[],"","",[],-1
447,"FireExposureSupport","",5747,"Supports any skill that [HitDamage|Hits] enemies, causing it to inflict [Exposure|Fire Exposure] when it [Ignite|Ignites] an enemy.","","[16,0,15]","",3,[],[],"","",[],-1
448,"LightningExposureSupport","",5748,"Supports any skill that [HitDamage|Hits] enemies, causing it to inflict [Exposure|Lightning Exposure] when it [Shock|Shocks] an enemy.","","[16,2,15]","",3,[],[],"","",[],-1
449,"ColdExposureSupport","",5749,"Supports any skill that [HitDamage|Hits] enemies, causing it to inflict [Exposure|Cold Exposure] when it [Critical|Critically Hits] an enemy.","","[16,1,15,38]","",3,[],[],"","",[],-1
450,"DeadlyPoisonSupport","",5751,"Supports any skill that [HitDamage|Hits] enemies, causing it to deal less damage but inflict more potent [Poison].","","[16,3]","",3,[],[],"","",[],-1
451,"DeepCutsSupport","",5752,"Supports any skill that [HitDamage|Hits] enemies, causing it to deal less damage but inflict more potent [Bleeding].","","[16,30]","",3,[],[],"","",[],-1
452,"CorruptingCrySupport","",5753,"Supports [Warcry|Warcries], causing them to inflict [CorruptedBlood|Corrupted Blood] on enemies in their area of effect.","","[16,26,30,15]","",3,[],[],"","",[],-1
453,"WindowOfOpportunitySupport","",5754,"Supports [Channelling] skills that have special effects if released with [PerfectTiming|Perfect Timing], causing them to deal much more damage if released with [PerfectTiming|Perfect Timing] but reducing the [PerfectTiming|Perfect Timing] window.","","[16,28]","",3,[],[],"","",[],-1
454,"FireMasterySupport","",5755,"Supports [Fire] skills, granting them an additional level.","","[16,0]","",3,[],[],"","",[],-1
