"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool"
1252,"SpookyWraithProjectileExplosionCold","","[605,18634,488,18621]",[2846],[50],2.8,0.1,0.0175,[],""
1253,"QuillCrabSpikeBurstEmptyAction","",[],[17524],[30],1,0.055,0,[],""
1254,"QuillCrabSpikeBurst","","[488,11881,4430,6708,2408,16249]","[800,6472,1784,1100,2458]","[1000,0,20,40,13]",1,0.055,0,[],""
1255,"QuillCrabSpikeShrapnelAudio","","[488,11881,4430,6708,2408,16249,4400]","[800,6472,1784,1100,2458]","[1002,0,20,40,13]",1,0.055,0,[],""
1256,"QuillCrabSpikeShrapnel","","[488,11881,4430,6708,2408,16249]","[800,6472,1784,1100,2458]","[1003,0,20,40,18]",1,0.055,0,[],""
1257,"QuillCrabSpikeBurstPoison","","[488,11881,4430,6708,2408,2262,16249]","[800,6472,1784,2458]","[1004,0,20,13]",1,0.055,0,[],""
1258,"QuillCrabSpikeShrapnelAudioPoison","","[488,11881,4430,6708,2408,2262,16249]","[800,6472,1784]","[1005,0,20]",1,0.055,0,[],""
1259,"QuillCrabSpikeShrapnelPoison","","[488,11881,4430,6708,2408,2262,16249]","[800,6472,1784,2458]","[1005,0,20,0]",1,0.055,0,[],""
1260,"QuillCrabSpikeBurstTropical","","[488,11881,4430,6708,16249,2408]","[800,6472,1784,1101,2458]","[1049,0,20,40,13]",1,0.055,0,[],""
1261,"QuillCrabSpikeShrapnelTropical","","[488,11881,4430,6708,16249,2408]","[800,6472,1784,1101,2458]","[1049,0,20,40,18]",1,0.055,0,[],""
1262,"QuillCrabIntroTaunt","",[],[],[],1,0.055,0,[],""
1263,"TrialMasterBossOmegaProjectile","","[488,6708,4430,5637,13499,7250]","[800,166,12556,11186,11456,5844]","[189,4,100,500,250,1]",1,0.055,0,[],""
1264,"TrialMasterBossOmegaProjectileRuin","","[488,6708,4430,5637,13169,13499,7250]","[800,166,12556,11186,11456,5844]","[190,4,100,500,250,1]",1,0.055,0,[],""
1265,"TrialMasterBossFirecrackerSpikeProjectile","","[488,4430]",[800],[191],0.9,0.1,0.0175,[],""
1266,"TrialMasterBossThrowWeapon","","[488,11881,6708,4430,5637]","[1228,5844]","[50,1]",1,0.055,0,[],""
1267,"GPAExpeditionMedvedThrowWeaponHeal","","[488,11881,6708,4430,5637,6906,6907]","[1228,5844]","[50,1]",1,0.055,0,[],""
1268,"GPAExpeditionMedvedThrowWeaponEnrage","","[488,11881,6708,4430,5637,6906,6907]","[1228,5844]","[50,1]",1,0.055,0,[],""
1269,"GPAExpeditionMedvedThrowWeaponExplode","","[488,11881,6708,4430,5637,6906,6907]","[1228,5844]","[50,1]",1,0.055,0,[],""
1270,"GPAExpeditionMedvedThrowBoulder","","[488,11881,6708,4430,5637]",[5844],[1],1,0.055,0,[],""
1271,"GPSExpeditionVoranaVolatileProjectile","","[488,6708,4430]",[2458],[15],2.8,0.1,0.0175,[],""
1272,"GPSSanctumReaperVolatileProjectile","","[488,6708,4430]",[2458],[15],0.8,0.1,0.0175,[],""
1273,"MonsterPuncture","","[854,2320]",[],[],0,0.055,0,[],""
1274,"MonsterBurningArrow","","[854,488]","[18228,203,1100]","[25,25,100]",1,0.055,0,[],""
1275,"NecromancerReviveSkeleton","",[],[],[],1.87,0.055,0,[],""
1276,"WarcasterReviveGhost","",[],[],[],1.87,0.055,0,[],""
1277,"ReviveUrchin","",[],[],[],1.87,0.055,0,[],""
1278,"BetrayalZombieSuicideExplosion","","[1297,605]",[],[],2.2667,0.1,0.0175,[],""
1279,"HeistRobotSkitterSuicideExplode","","[605,1297]","[1100,1102]","[25,25]",3,0.1,0.0175,[],""
1280,"SanctumWispSuicideExplode","","[605,6905,6906,6907]",[],[],3.15,0.391,0.0127,[],""
1281,"TitanGrottoWispSuicideExplode","","[605,6905,6906,6907]",[],[],3.15,0.391,0.0127,[],""
1282,"TerracottaKamikazeSuicideExplode","","[605,6905,6906,6907]","[649,1103]","[100,20]",3,0.1,0.0175,[],""
1283,"PaleWalkerWaterCloneSuicideExplode","","[605,6905,6906,6907,11881,12817]","[649,444]","[200,25]",5,0.1,0.0175,[],""
1284,"SkitterbotCorneredSuicideExplode","","[605,6905,6906]",[5563],[35],6.25,0.1,0.0175,[],""
1285,"JellyfishNettlerSuicideExplode","","[605,6905,6906]",[18656],[100],2.6,0.1,0.0175,[],""
1286,"BlobSuicideExpolde","","[605,6905,6906]",[649],[150],4.5,0.1,0.0175,[],""
1287,"BogCorpseVolatileExplosion","","[605,6905,6906,11881]",[649],[-90],5.2,0.17,0.0175,[],""
1288,"SkitterMineDetonate","",[605],[649],[150],5,0.1,0.0175,[],""
1289,"DrownedCrewSuicideExplosion","","[605,6905,6906,6907,18634,18621]",[],[],5.5,0.1,0.0175,[],""
1290,"MonsterIceShot","","[854,4430,6708]","[1101,349]","[50,2500]",0.85,0.055,0,[],""
1291,"JellyfishNettlerArc","","[7533,8812]","[18656,166,8370,649,14789]","[50,100,150,-40,1655]",4,0.1,0.0175,[],""
1292,"BrutusHook","",[2322],"[621,5981,5168,5728]","[-35,20,-90,150]",0.85,0.055,0,[],""
1293,"HarvestSquidBallLightning","",[488],"[169,5563,17728,19110]","[-50,22,18,200]",0.5,0.1,0.0175,[],""
1294,"VaalStormcallerBallLightning","","[488,11881,6708,4430,6491]","[169,5563,17728,19110]","[-50,22,18,200]",0.5,0.1,0.0175,[],""
1295,"ChaosGodOwlBossBallLightning","","[488,11881,6708,4430,6491,18867,605,706]","[169,5563,17728,19110,9991,17387,18656]","[-50,0,15,200,2,35,50]",6,0.1,0.0175,[],""
1296,"DeliriumMinionLeapSlam","","[605,1113,11881]",[],[],1,0.1,0.0175,[],""
1297,"VultureConsumeCorpse","",[],[],[],1,0.055,0,[],""
1298,"RootSpiderBurrow","",[],"[349,649]","[2000,120]",1,0.055,0,[],""
1299,"ArchnemesisObeliskBurrow","",[1113],[349],[100],1,0.055,0,[],""
1300,"RootSpiderEmerge","",[],[621],[-10],1,0.055,0,[],""
1301,"ArchnemesisObeliskEmerge","","[1113,2899]",[],[],1,0.055,0,[],""
1302,"PhantasmSuicideExplosion","",[605],[],[],0.4,0.1,0.0175,[],""
1303,"UltimatumVolatileSuicideExplosionRare","",[605],"[5563,649]","[0,-95]",10.6,0.1,0.0175,[],""
1304,"UltimatumVolatileSuicideExplosion","",[605],"[5563,649]","[0,-95]",10.6,0.1,0.0175,[],""
1305,"DeliriumVolatileSuicideExplosion","",[605],"[1100,5563]","[50,-33]",1,0.1,0.0175,[],""
1306,"DjinnDemonVolatileSuicideExplosion","",[605],"[2641,5563]","[-70,25]",3.1111,0.1,0.0175,[],""
1307,"VoranaOrbSuicideExplosion","",[605],"[649,5563]","[100,50]",2.5,0.1,0.0175,[],""
1308,"SanctumReaperOrbSuicideExplosion","",[605],"[649,5563]","[100,50]",0.5,0.1,0.0175,[],""
1309,"ArchnemesisToxicVolatileSuicideExplosion","","[605,11758]",[5563],[-10],1.3,0.1,0.0175,[],""
1310,"ArchnemesisFireVolatileSuicideExplosion","",[605],[],[],3.8889,0.1,0.0175,[],""
1311,"MonsterLivingCrystal","",[605],[],[],6,0.1,0.0175,[],""
1312,"SanctumRelicExplosion","",[605],[],[],3,0.1,0.0175,[],""
1313,"UrchinSlingProjectile","","[488,4430,11881,16249]","[800,649]","[1001,-40]",1,0.055,0,[],""
1314,"ExpeditionUrchinSlingProjectile","","[488,4430,11881,16249]","[800,649]","[144,-40]",1,0.055,0,[],""
1315,"SkeletonProjectileBlack","","[488,4430]",[800],[33],1.27,0.1,0.0175,[],""
1316,"SkeletonProjectileBlackExpedition","","[488,4430]",[800],[202],1.27,0.1,0.0175,[],""
1317,"GodmodeGhostProjectileBlack","","[488,1772]","[800,167]","[33,7]",1.5,0.1,0.0175,[],""
1318,"MonsterProximityShield","",[],[349],[8000],1,0.055,0,[],""
1319,"EssieProximityShield","",[],[349],[6000],1,0.055,0,[],""
1320,"EssieProximityShieldStunned","",[1912],[],[],1,0.055,0,[],""
1321,"GhostPirateChampionSpectralThrow","",[488],"[621,167]","[-52,2]",1,0.055,0,[],""
1322,"GhostPirateChampionSpectralThrowSpectre","",[488],"[621,167]","[-52,2]",1,0.055,0,[],""
1323,"ReligiousTemplarWeaponThrow","",[488],"[169,621]","[20,-43]",1,0.055,0,[],""
1324,"ReligiousTemplarCultistWeaponThrow","",[488],"[169,621]","[30,-43]",1,0.055,0,[],""
1325,"ExpeditionMercurialThrownWeapon","","[488,1113,4430,6708,5637]","[316,800,11456]","[20,150,60]",1,0.055,0,[],""
1326,"DeliriumOnDeathFlameblast","",[605],[5563],[-20],3.8,0.1,0.0175,[],""
1327,"WarCasterRagingSpirit","",[],"[349,2086,210,888]","[6000,50,-10,1]",1,0.055,0,[],""
1328,"SlavedriverFlameWhip","",[605],"[210,5563]","[-65,33]",2.5,0.1,0.0175,[],""
1329,"ArchnemesisDesecrate","",[605],"[2074,2098,210,6442,5563]","[4,100,65,25,100]",1,0.055,0,[],""
1330,"IncursionSummonPipe","","[2416,2417,6905,6906,6907]",[888],[341],1,0.055,0,[],""
1331,"IncursionSummonHealingTotems","","[2416,2417,2453,4710]","[2127,888,4612]","[3,343,100]",1,0.055,0,[],""
1332,"IncursionSummonLightningStorm","","[2416,2417]","[2127,888,4612]","[1,344,50]",1,0.055,0,[],""
1333,"IncursionSummonLightningStorm2","","[2416,2417]","[888,4612]","[352,50]",1,0.055,0,[],""
1334,"ProtoVaalMapBossVolatileSummonSanctum","",[2417],"[2127,888,4612]","[1,618,-99]",1,0.1,0,[],""
1335,"IncursionSummonArmourSuit","","[2416,2417]","[2127,888,4612]","[2,345,-60]",1,0.055,0,[],""
1336,"IncursionSummonStormcallerGolem","","[2416,2417,2453,4710]","[888,2126]","[346,3]",1,0.055,0,[],""
1337,"IncursionSummonPhantasms","","[2416,2417]","[2127,888,4612]","[4,351,50]",1,0.055,0,[],""
1338,"IncursionSummonDemonDaemon","","[2416,2417,6905,2752]","[888,4612]","[353,50]",1,0.055,0,[],""
1339,"LegionHyrriSummonWaterSprouts","","[2416,2417,2453,4710]","[2127,888,4612]","[1,387,-95]",1,0.055,0,[],""
1340,"DeliriumDemonInvisibleCold","","[2416,2417]","[2127,888,4612]","[1,1061,-99]",1,0.1,0.0175,[],""
1341,"DeliriumDemonInvisibleColdUnique","","[2416,2417]","[2127,888,4612]","[1,1078,-99]",1,0.1,0.0175,[],""
1342,"DeliriumDaemonSummonDemonMinion1","",[],"[2127,888,4612]","[5,1062,-60]",1,0.055,0,[],""
1343,"DeliriumDaemonSummonDemonMinion2","",[],"[2127,888,4612]","[5,1065,-60]",1,0.055,0,[],""
1344,"DeliriumDaemonSummonDemonMinion3","",[],"[2127,888,4612]","[5,1066,-60]",1,0.055,0,[],""
1345,"DeliriumDaemonSummonDemonMinionMagic1","",[],"[2127,888,4612,2126]","[5,1062,-60,1]",1,0.055,0,[],""
1346,"DeliriumDaemonSummonDemonMinionMagic2","",[],"[2127,888,4612,2126]","[5,1065,-60,1]",1,0.055,0,[],""
1347,"DeliriumDaemonSummonDemonMinionMagic3","",[],"[2127,888,4612,2126]","[5,1066,-60,1]",1,0.055,0,[],""
1348,"DeliriumDoodadSummonPack1","",[],"[2127,888,4612]","[5,1062,-60]",1,0.1,0.0175,[],""
1349,"DeliriumDoodadSummonPack2","",[],"[2127,888,4612]","[5,1065,-60]",1,0.1,0.0175,[],""
1350,"DeliriumDoodadSummonPack3","",[],"[2127,888,4612]","[5,1066,-60]",1,0.1,0.0175,[],""
1351,"DeliriumDoodadSummonPackMagic1","",[],"[2127,888,4612,2126]","[5,1062,-60,1]",1,0.1,0.0175,[],""
1352,"DeliriumDoodadSummonPackMagic2","",[],"[2127,888,4612,2126]","[5,1065,-60,1]",1,0.1,0.0175,[],""
1353,"DeliriumDoodadSummonPackMagic3","",[],"[2127,888,4612,2126]","[5,1066,-60,1]",1,0.1,0.0175,[],""
1354,"DeliriumDoodadSummonPackRare1","",[],"[2127,888,4612,2126]","[2,1062,-60,2]",1,0.1,0.0175,[],""
1355,"DeliriumDoodadSummonPackRare2","",[],"[2127,888,4612,2126]","[2,1065,-60,2]",1,0.1,0.0175,[],""
1356,"DeliriumDoodadSummonPackRare3","",[],"[2127,888,4612,2126]","[2,1066,-60,2]",1,0.1,0.0175,[],""
1357,"DeliriumDoodadSummonVolatileSingle","",[],"[2127,888,4612]","[1,1063,-99]",1,0.1,0.0175,[],""
1358,"DeliriumDoodadSummonVolatileFew","",[],"[2127,888,4612]","[3,1063,-70]",1,0.1,0.0175,[],""
1359,"DeliriumDoodadSummonVolatilePack","",[],"[2127,888,4612]","[6,1063,-50]",1,0.1,0.0175,[],""
1360,"DeliriumDoodadSummonFodderSome","",[],"[2127,888,4612]","[3,1064,-70]",1,0.1,0.0175,[],""
1361,"DeliriumDoodadSummonFodderSomeMagic","",[],"[2127,888,4612,2126]","[3,1064,-70,1]",1,0.1,0.0175,[],""
1362,"DeliriumDoodadSummonFodderMany","",[],"[2127,888,4612]","[6,1064,-60]",1,0.1,0.0175,[],""
1363,"DeliriumDoodadSummonFodderManyMagic","",[],"[2127,888,4612,2126]","[6,1064,-60,1]",1,0.1,0.0175,[],""
1364,"UltimatumDaemonSummonVolatileRare","",[2417],"[2127,888,4612]","[1,1082,-99]",1,0.055,0,[],""
1365,"UltimatumDaemonSummonVolatile","",[2417],"[2127,888,4612]","[1,1081,-99]",1,0.055,0,[],""
1366,"DeliriumDaemonSummonVolatile","",[2417],"[2127,888,4612]","[1,1063,-99]",1,0.055,0,[],""
1367,"DeliriumMinionVomitile","","[2416,2417,11881]","[2127,888,4612]","[1,1060,-99]",1,0.1,0.0175,[],""
1368,"SSMHarvestChieftainVolatile","","[2416,2417]","[2127,888,4612]","[1,491,-99]",1,0.055,0,[],""
1369,"SSMHarvestVultureParasite","","[2416,2417]","[2127,888,4612,5299]","[1,507,-99,20]",1,0.055,0,[],""
1370,"SSMHeistCultistArcingMachinery","","[2416,2417]","[2127,888,4612,649]","[1,522,-30,-30]",1,0.055,0,[],""
1371,"SSMHeistRobotArgusItsRainingMannequins","","[2416,2417]","[2127,888,4612,208]","[2,523,50,4]",1,0.055,0,[],""
1372,"SSMBeehiveBehemothVinePoEM","","[2416,2417]","[2127,888,4612]","[1,1047,-80]",1,0.055,0,[],""
1373,"SSMFungusBehemothVine","","[2416,2417]","[2127,888,4612,2641]","[1,1057,-80,100]",1,0.055,0,[],""
1374,"SSMTrialmasterFirecrackerDaemon","","[2416,892,2453,4710]","[2127,888,4612]","[1,562,-99]",1,0.055,0,[],""
1375,"SSMExpeditionMedvedHeal","","[2416,892,2453,4710]","[2127,888,4612]","[1,569,-99]",1,0.055,0,[],""
1376,"SSMExpeditionMedvedEnrage","","[2416,892,2453,4710]","[2127,888,4612]","[1,570,-99]",1,0.055,0,[],""
1377,"SSMExpeditionMedvedExplode","","[2416,892,2453,4710]","[2127,888,4612]","[1,571,-99]",1,0.055,0,[],""
1378,"SSMExpeditionVoranaVolatile","","[2416,892,2453,4710]","[2127,888,4612]","[1,573,-99]",1,0.055,0,[],""
1379,"SSMArchnemesisToxicVolatile","","[2416,892]","[2127,888]","[3,577]",1,0.055,0,[],""
1380,"SSMArchnemesisPantheonLunaris","","[2416,892,2453,4710]","[2127,888,4612]","[1,578,-50]",1,0.055,0,[],""
1381,"SSMArchnemesisPantheonSolaris","","[2416,892,2453,4710]","[2127,888,4612]","[1,580,-50]",1,0.055,0,[],""
1382,"SSMArchnemesisPantheonArakaali","","[2416,892,2453,4710]","[2127,888,4612]","[1,581,-50]",1,0.055,0,[],""
1383,"SSMArchnemesisPantheonBrineKing","","[2416,892,2453,4710]","[2127,888,4612]","[1,582,-50]",1,0.055,0,[],""
1384,"SSMArchnemesisPantheonTukohama","","[2416,892,2453,4710]","[2127,888,4612]","[1,583,-50]",1,0.055,0,[],""
1385,"SSMArchnemesisPantheonAbberath","","[2416,892,2453,4710]","[2127,888,4612]","[1,584,-50]",1,0.055,0,[],""
1386,"SSMArchnemesisPantheonGarukhan","","[2416,892,2453,4710]","[2127,888,4612]","[1,585,-50]",1,0.055,0,[],""
1387,"SSMArchnemesisPantheonShakari","","[2416,892,2453,4710]","[2127,888,4612]","[1,586,-50]",1,0.055,0,[],""
1388,"SSMArchnemesisPantheonInnocence","","[2416,892,2453,4710]","[2127,888,4612]","[1,587,-50]",1,0.055,0,[],""
1389,"SSMArchnemesisPantheonKitava","","[2416,892,2453,4710]","[2127,888,4612]","[1,588,-50]",1,0.055,0,[],""
1390,"SSMArchnemesisHexerPole","","[2416,892,2453,4710]","[2127,888]","[1,592]",1,0.055,0,[],""
1391,"SSMJellyfishNettlerMinions","","[2416,892,2453,4710]","[2127,888,4612]","[9,589,15]",1,0.055,0,[],""
1392,"SSMArchnemesisHexerEnfeeble","","[2416,2453,4710]","[888,2127,4612]","[597,1,-50]",1,0.055,0,[],""
1393,"SSMArchnemesisHexerTemporalChains","","[2416,2453,4710]","[888,2127,4612]","[596,1,-50]",1,0.055,0,[],""
1394,"SSMArchnemesisHexerVulnerability","","[2416,2453,4710]","[888,2127,4612]","[595,1,-50]",1,0.055,0,[],""
1395,"SSMArchnemesisHexerPunishment","","[2416,2453,4710]","[888,2127,4612]","[594,1,-50]",1,0.055,0,[],""
1396,"SSMArchnemesisHexerElementalWeakness","","[2416,2453,4710]","[888,2127,4612]","[593,1,-50]",1,0.055,0,[],""
1397,"SSMArchnemesisVoodoDoll","",[],"[888,2127,4612]","[599,1,-90]",1,0.055,0,[],""
1398,"SSMArchnemesisLivingCrystal","","[2416,892,6513]","[888,2127,4612]","[600,1,-50]",1,0.055,0,[],""
1399,"SSMArchnemesisFireVolatile","","[2416,892]","[888,2127,4612]","[601,1,-99]",1,0.055,0,[],""
1400,"SSMArchnemesisSoulEaterPhantasm","","[2416,892,2453,4710]","[2127,888,4612]","[1,609,100]",1,0.055,0,[],""
1401,"SSMSanctumSummonReaperVolatiles","","[2416,892,2453,4710]","[2127,888,4612]","[1,617,-90]",1,0.1,0,[],""
1402,"SSMSanctumUnholyRelic","","[2416,892,2453,4710]","[2127,888,4612]","[3,620,-30]",1,0.1,0,[],""
1403,"SSMSanctumReaperSummonDivineFlare","","[2416,892,2453,4710]","[2127,888,4612]","[1,622,-99]",1,0.1,0,[],""
1404,"SSMSanctumGuardVolatileOnDeath","","[2416,892]","[888,2127,4612]","[623,1,-99]",1,0.1,0,[],""
1405,"SSMSanctumGuardGargoylePet","","[2416,892]","[888,2127,4612]","[624,1,-50]",1,0.1,0,[],""
1406,"SSMDredgeFiendShamanBossZombieOffense","","[2416,892,11881]","[888,2127,4612]","[1019,1,-99]",1,0.055,0,[],""
1407,"SSMDredgeFiendShamanBossZombieDefense","","[2416,892,11881]","[888,2127,4612]","[1020,1,-99]",1,0.055,0,[],""
1408,"SSMBaneSaplingAntRing","",[2416],"[888,2127,4612]","[1021,1,-99]",1,0.055,0,[],""
1409,"SSMCarverBogBoneWall","","[2416,892]","[888,2127,4612]","[1023,1,-99]",1,0.055,0,[],""
1410,"SSMSnakeLadySnakeStorm","","[2416,892]","[888,2127,4612]","[1024,1,-99]",1,0.055,0,[],""
1411,"SSMSnakeLadySnakeStormBig","","[2416,892]","[888,2127,4612]","[1025,1,-99]",1,0.055,0,[],""
1412,"SSMVaalArchivistJaguar","","[2416,892]","[888,2127,4612]","[1026,1,-99]",1,0.055,0,[],""
1413,"SSMTrenchHagDrowningOrb","","[2416,892]","[888,2127,4612]","[1027,1,-50]",1,0.055,0,[],""
1414,"SSMBloodElemental","","[2416,892,11881]","[888,2127,4612]","[1030,1,-99]",1,0.055,0,[],""
1415,"SSMCauldronCroneVulnerability","","[2416,892,11881]","[888,2127,4612,649]","[1031,1,-99,-40]",1,0.055,0,[],""
1416,"SSMCauldronCroneDespair","","[2416,892,11881]","[888,2127,4612,649]","[1032,1,-99,-40]",1,0.055,0,[],""
1417,"SSMCauldronCroneEnfeeble","","[2416,892,11881]","[888,2127,4612,649]","[1033,1,-99,-40]",1,0.055,0,[],""
1418,"SSMCauldronCroneTempChains","","[2416,892,11881]","[888,2127,4612,649]","[1034,1,-99,-40]",1,0.055,0,[],""
1419,"SSMCaptainRothDrownedCrew","","[2416,892,11881]","[888,2127,4612,6469]","[1035,1,-99,1]",1,0.055,0,[],""
1420,"SSMJellyfishNettlerPassive","",[892],"[888,2127,4612]","[1036,1,-99]",1,0.055,0,[],""
1421,"SSMKaruiSpiritSummon","","[2416,892,11881]","[888,2127,4612]","[1037,1,-99]",1,0.055,0,[],""
1422,"SSMRootedRootPrison","","[2416,892]","[888,2127,4612]","[1039,1,-95]",1,0.055,0,[],""
1423,"SSMIceCasterIceWall","","[2416,892]","[888,2127,4612]","[1040,1,-99]",1,0.055,0,[],""
1424,"SSMScientist4IceWall","","[2416,892]","[888,2127,4612]","[1041,1,-99]",1,0.055,0,[],""
1425,"SSMGoblinShamanPoeM","","[2416,892]","[888,2127,4612]","[649,5,-99]",1,0.055,0,[],""
1426,"SSMNecroBulletHellOrb","","[2416,892,11881,983,712,6905]","[888,2127,4612]","[1043,1,-99]",1,0.055,0,[],""
1427,"SSMNecroBulletHellOrbDeath","","[2416,892,11881,983,712,6905]","[888,2127,4612]","[1042,1,-99]",1,0.055,0,[],""
1428,"SSMNecroBulletHellOrbVolatile","","[2416,892,11881,983,712,6905]","[888,2127,4612]","[1044,1,-99]",1,0.055,0,[],""
1429,"SSMCaptainHartlinGhostCannonBarrage","","[2416,892,11881]","[888,2127,4612]","[1045,1,-99]",1,0.055,0,[],""
1430,"SSMMillerZombieHoardSpawn","","[2416,892,11881]","[888,2127,4612]","[1046,1,-99]",1,0.055,0,[],""
1431,"SSMTumourTentacleSmall","","[2416,892,11881]","[888,2127,4612]","[1048,1,-99]",1,0.055,0,[],""
1432,"SSMTumourTentacleLarge","","[2416,892,11881]","[888,2127,4612]","[1049,1,20]",1,0.055,0,[],""
1433,"SSMBoneGolemancerSkeletons","","[892,11881,2416]","[888,2127,4612,649]","[1050,3,20,-30]",1,0.055,0,[],""
1434,"SSMCarrionCroneRaiseWolves","","[2416,892,11881]","[888,2127,4612]","[1051,1,-99]",1,0.055,0,[],""
1435,"SSMWifeMonsterBoneWall","","[2416,892,11881]","[888,2127,4612]","[1052,1,-99]",1,0.055,0,[],""
1436,"SSMMudBurrowerGrubs","","[2416,892,11881]","[888,2127,4612]","[1053,4,0]",1,0.055,0,[],""
1437,"SSMQueenOfFilthVulnerability","","[892,11881]","[888,2127,4612,649]","[1054,1,-99,-20]",1,0.055,0,[],""
1438,"SSMQueenOfFilthEnfeeble","","[892,11881]","[888,2127,4612,649]","[1055,1,-99,-20]",1,0.055,0,[],""
1439,"SSMQueenOfFilthTempChains","","[892,11881]","[888,2127,4612,649]","[1079,1,-99,-20]",1,0.055,0,[],""
1440,"SSMGiantSnakeBossVomit","",[2416],"[2127,888,4612]","[1,1056,-99]",1,0.055,0,[],""
1441,"SSMGiantSnakeBossRagingSpirits","",[2416],"[2127,888,4612]","[1,1058,-99]",1,0.055,0,[],""
1442,"SSMEssenceCasterSummmonCold","","[2416,2417]","[2127,888,4612]","[1,1084,-99]",1,0.055,0,[],""
1443,"SSMEssenceCasterSummmonFire","","[2416,2417]","[2127,888,4612]","[1,1085,-99]",1,0.055,0,[],""
1444,"SSMEssenceCasterSummmonLightning","","[2416,2417]","[2127,888,4612]","[1,1086,-99]",1,0.055,0,[],""
1445,"SSMSaltGolemSanctumRockWall","",[],"[2127,888,4612]","[1,1087,-99]",1,0.055,0,[],""
1446,"SSMDefenseEssenceWall","","[2416,892,11881]","[888,2127,4612]","[1088,1,-99]",1,0.055,0,[],""
1447,"SSMEssenceSpeedSummonTimeWraith","","[2416,892,11881]","[888,2127,4612]","[1089,1,-99]",1,0.055,0,[],""
1448,"SSMEssenceTimePortal","","[2416,892,11881]","[888,2127,4612]","[1090,1,-99]",1,0.055,0,[],""
1449,"SSMHellscapeFleshBossTentacleField","","[2416,892]","[2127,888,4612]","[1,576,-99]",1,0.1,0.0175,[],""
1450,"SSMRagingFireSpiritsSanctum","","[2416,892]","[2127,888,4612]","[1,1091,-99]",1,0.055,0,[],""
1451,"SSMGuillotineExecutionSummonHelpSTANDALONE","","[2416,892]","[2127,888,4612]","[1,1092,-99]",1,0.055,0,[],""
1452,"SSMHysteriaEssenceOrbs","","[2416,892]","[2127,888,4612]","[1,1093,-99]",1,0.055,0,[],""
1453,"SSMFleshEliteOrb","","[2416,892]","[2127,888,4612]","[1,1094,-99]",1,0.055,0,[],""
1454,"SSMPrimateChieftainSummon","","[2416,892]","[2127,888,4612,6469]","[1,1095,-99,1]",1,0.055,0,[],""
1455,"SSMPrimateSpiritsSummon","","[2416,892]","[2127,888,4612]","[1,1096,-99]",1,0.055,0,[],""
1456,"SSMBearSpiritSummon","","[2416,892]","[2127,888,4612,6469]","[1,1097,-99,1]",1,0.055,0,[],""
1457,"SSMSpiritBoarExplode","","[2416,892]","[2127,888,4612,6469]","[1,1098,-99,1]",1,0.055,0,[],""
1458,"SSMSpiritOxSummon","","[2416,892]","[2127,888,4612,6469]","[1,1099,-99,1]",1,0.055,0,[],""
1459,"SSMSpiritOfTheCat","","[2416,892]","[2127,888,4612,6469]","[1,1100,-99,1]",1,0.055,0,[],""
1460,"SSMEssenceDeliriumDemons","","[2416,892]","[2127,888,4612,6469]","[1,1101,-50,1]",1,0.055,0,[],""
1461,"SSMOwlSpiritSummon","","[2416,892]","[2127,888,4612,6469]","[1,1102,-99,1]",1,0.055,0,[],""
1462,"SSMSpiritOfTheStag","","[2416,892]","[2127,888,4612,6469]","[1,1103,-99,1]",1,0.055,0,[],""
1463,"SSMSanctifiedSnakeSummonFloppy","","[2416,892]","[888,2127,4612]","[1104,1,-99]",1,0.055,0,[],""
1464,"SSMCorruptedEssenceHorrorReaper","","[2416,892]","[888,2127,4612]","[1106,1,-50]",1,0.055,0,[],""
1465,"SSMCorruptedEssenceDeliriumMinions1","","[2416,892]","[888,2127,4612]","[1107,5,-50]",1,0.055,0,[],""
1466,"SSMCorruptedEssenceDeliriumMinions2","","[2416,892]","[888,2127,4612]","[1108,5,-50]",1,0.055,0,[],""
1467,"SSMCorruptedEssenceDeliriumMinions3","","[2416,892]","[888,2127,4612]","[1109,5,-50]",1,0.055,0,[],""
1468,"SSMqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],[],[],1,0.055,0,[],""
1469,"RustKingSummonSkeleton","",[2416],"[2127,888,4612]","[1,1009,-99]",1,0.055,0,[],""
1470,"AttackEssenceSummonSkeleton","","[2416,11881,2417]","[2127,888,4612]","[1,1009,-99]",1,0.055,0,[],""
1471,"RustKingBossSummonSkeleton","","[2416,11881]","[2127,888,4612]","[1,1011,-99]",1,0.055,0,[],""
1472,"HeistSkeletonMoltenStrike","",[],"[1103,167,798,169]","[30,2,-65,-25]",0.7,0.055,0,[],""
1473,"HarvestParasitePoisonProjectileSingle","","[2262,488,11758]","[800,1103]","[108,10]",1,0.055,0,[],""
1474,"MPSHarvestGoatmanProjectile","","[488,6708,4430,5637]",[800],[144],1.6,0.1,0.0175,[],""
1475,"MPWHeistTemplarRangedSnipe","","[488,6708,4430,5637,1113,4400]","[800,1102,649]","[115,50,-40]",1,0.055,0,[],""
1476,"MPSHeistTemplarCasterProjectile","","[488,6708,4430,5637]","[800,649]","[153,-50]",3.5,0.1,0.0175,[],""
1477,"MPSHeistTemplarCasterProjectilePhys","","[488,6708,4430,5637]","[800,649]","[156,-50]",2.5,0.1,0.0175,[],""
