"rownum","Id","Description","Invisible","Removable","Name","Stats","CancelOnDeath","MergeMode","ShowCount","Maximum_Stat","Current_Stat","bool","i32","BuffVisual","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Implementation","IsRecovery","bool","MinStat","bool","UIStackMode","bool","IsSkillBuff","i32","[i32]","bool","bool","[rid]","bool","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
594,"occultist_non_chaos_to_chaos_damage","",1,"","","[1496,438,1494,1499]",1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[1496,438,1494,1499]",[],"","","","","",[],"",[],[],1,[]
595,"occultist_nearby_enemies_chaos_cold_resist_life_regen","You have no Life Regeneration and reduced Cold and Chaos Resistance while near an Occultist","","","Void Beacon","[144,2357,140]",1,3,"","","",1,29,555,1,"",2,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[144,2357,140]",[],"","","","","",[],"",[],[],1,[]
596,"no_energy_shield_recharge_delay","",1,"","",[2247],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[2247],[],"","","","","",[],"",[],[],1,[]
597,"charged_attack","Your Blade Flurry has more damage","","","Blade Flurry",[],1,4,1,14309,3835,1,29,615,1,"",6,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
598,"petrify_enrage","","","","WIP","[24,1895,171]",1,3,"","","",1,29,553,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[24,1895,171]",[],"","","","","",[],"",[],[],1,[]
599,"occultist_stacking_es_recovery_per_minute_percent","You are regenerating Energy Shield","","","Vile Bastion",[],1,3,1,"","",1,29,590,1,1,18,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
600,"offering_spirit","You have increased Critical Strike Chance and additional Critical Strike Multiplier","","","Spirit Offering","[543,95]",1,3,"","","",1,29,310,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[543,95]",[],"","","","","",[],"",[],[],1,[]
601,"totem_aura_chieftain","You deal less damage, and take increased Fire and Physical damage while near a Chieftain's totems","","","Moon's Presence","[4324,2028,534]",1,3,"","","","",29,574,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[4324,2028,534]",[],"","","","","",[],"",[],[],1,[]
602,"guardian_share_charges_with_party_members_in_aura","You share Charges with Party Members in this Aura","","","Harmony of Purpose",[4371],1,3,"","","",1,29,587,1,1,1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[4371],[],"","","","","",[],"",[],[],1,[]
603,"guardian_conduit_aura_enemies","You can't gain Charges","","","Harmony of Purpose",[3997],1,3,"","","",1,29,588,1,1,2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3997],[],"","","","","",[],"",[],[],1,[]
604,"guardian_dispel_cooldown","",1,"","",[],1,3,"","","","",29,0,1,"",18,"","","","",0,"","GuardianDispelBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
605,"guardian_life_regen","",1,"","",[439],1,3,"","","",1,29,599,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
606,"melee_ancestor_totem_attack_speed","You have more Attack Speed.","","","Ancestral Protector","[4251,70]","",3,"","","","",29,1916,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[16387],"[4251,70]",[],"","","","","",[],"",[],[],1,[]
607,"slash_ancestor_totem_phys_added_as_fire","",1,"","",[435],"",3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[16387],[435],[],"","","","","",[],"",[],[],1,[]
608,"slam_ancestor_totem_melee_damage","You deal more Melee Damage.","","","Ancestral Warchief","[4388,1357]","",3,"","","","",29,1917,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[16387],"[4388,1357]",[],"","","","","",[],"",[],[],1,[]
609,"guardian_cannot_be_stunned_aura","You are being granted Stun Immunity by a Guardian","","","Bastion of Hope",[712],"",3,"","","","",29,576,"","",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[712],[],"","","","","",[],"",[],[],1,[]
610,"lightning_golem_wrath","Grants additional Lightning Damage to Attacks and Spells","",1,"Lightning Golem Wrath","[59,60,1590,1591]",1,3,"","","","",29,598,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[59,60,1590,1591]",[],"","","","","",[],"",[],[],1,[]
611,"damage_increase_when_killed_bleeding_enemy","",1,"","",[24],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
612,"damage_increase_when_killed_cursed_enemy","",1,"","",[24],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
613,"increased_minion_attack_and_cast_speed","",1,"","","[2078,2079]",1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[2078,2079]",[],"","","","","",[],"",[],[],1,[]
614,"increased_attack_and_cast_speed","",1,"","",[1895],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1895],[],"","","","","",[],"",[],[],1,[]
615,"curse_enemy_chaos_resistance","",1,"","",[144],1,3,"","","",1,29,0,1,"",2,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[144],[],"","","","","",[],"",[],[],1,[]
616,"champion_aura_increased_damage_under_fortify","An Ascendant is granting you Increased Damage while they have Fortify","","","Inspirational",[24],1,3,"","","",1,29,589,1,1,18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
617,"enrage_buff","",1,"","","[1895,171,24]",1,3,"","","","",29,582,1,"",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[1895,171,24]",[],"","","","","",[],"",[],[],1,[]
618,"elemental_penetration_from_mine_detonation","",1,"","","[584,582,583]",1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[584,582,583]",[],"","","","","",[],"",[],[],1,[]
619,"have_killed_recently","",1,"","",[4312],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[4312],[],"","","","","",[],"",[],[],1,[]
620,"number_of_times_have_been_hit_recently","",1,"","",[],"",3,"","","",1,29,0,1,"",18,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
621,"have_been_crit_recently","",1,"","",[5851],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[5851],[],"","","","","",[],"",[],[],1,[]
622,"have_crit_recently","",1,"","",[4316],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[4316],[],"","","","","",[],"",[],[],1,[]
623,"have_taken_attack_damage_recently","",1,"","",[4448],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[4448],[],"","","","","",[],"",[],[],1,[]
624,"have_taken_spell_damage_recently","",1,"","",[4450],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[4450],[],"","","","","",[],"",[],[],1,[]
625,"have_used_a_warcry_recently","",1,"","",[4463],"",1,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[4463],[],"","","","","",[],"",[],[],1,[]
626,"have_been_savage_hit_recently","",1,"","",[4446],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[4446],[],"","","","","",[],"",[],[],1,[]
627,"have_hit_an_enemy_recently","",1,"","",[4704],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[4704],[],"","","","","",[],"",[],[],1,[]
628,"perandus_gold_spectre_buff","",1,"","",[],1,3,"","","","",29,597,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
629,"perandus_chest_protection","",1,"","Protection","[466,24]",1,3,"","","",1,29,609,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,24]",[],"","","","","",[],"",[],[],1,[]
630,"perandus_chest_fire_empowered","",1,"","Fire Empowered","[466,435]",1,3,"","","",1,29,610,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,435]",[],"","","","","",[],"",[],[],1,[]
631,"perandus_chest_cold_empowered","",1,"","Cold Empowered","[466,436]",1,3,"","","",1,29,611,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,436]",[],"","","","","",[],"",[],[],1,[]
632,"perandus_chest_lightning_empowered","",1,"","Lightning Empowered","[466,437]",1,3,"","","",1,29,612,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,437]",[],"","","","","",[],"",[],[],1,[]
633,"perandus_chest_physical_empowered","",1,"","Physical Empowered","[466,26]",1,3,"","","",1,29,613,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,26]",[],"","","","","",[],"",[],[],1,[]
634,"perandus_chest_revive_marker","",1,"","",[],"",3,"","","",1,29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
635,"active_offering","You have an active offering",1,"","Active Offering",[],"",1,"","","","",29,0,1,"",18,"",1,1,"",0,"","ActiveOffering","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
636,"vortex","You are taking cold damage from a Vortex.","","","Vortex",[1968],1,3,"","","","",29,631,"","",2,"",1,1,"",0,"","AilmentApplicationAura","","","","",7,"","",0,[],"","",[],"",[],[],[1968],[],"","","","","",[],"",[4396],[],1,[]
637,"aura_increased_damage_taken","You are taking increased damage from all sources","","","Endless Pain",[466],1,3,"","","",1,29,618,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
638,"aura_damage_on_movement_skill_use","You take Physical Damage whenever you use a movement skill","","","Endless Hazard","[4480,4481]",1,3,"","","",1,29,619,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[4480,4481]",[],"","","","","",[],"",[],[],1,[]
639,"savage_hit_life_regen","Grants Life regeneration","","","Rumblemarch Life Regen",[439],1,3,"","","",1,29,295,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
640,"overflowing_chalice","You gain increased Flask Charges while this flask is active","","","Overflowing Chalice",[4485],1,3,"","","",1,29,629,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[4485],[],"","","","","",[],"",[],[],1,[]
641,"have_killed_a_taunted_enemy_recently","",1,"","",[],"",2,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[],[4495],"","","","","",[],"",[],[],1,[]
642,"shavronne_torment_aura","Allies have Energy Shield that cannot be bypassed by Chaos Damage","","","Shavronne's Aura","[552,1199]",1,3,"","","",1,29,98,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[552,1199]",[],"","","","","",[],"",[],[],1,[]
643,"flask_bonus_flask_charges_gained","You gain increased Flask Charges while this flask is active",1,"","",[449],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[449],[],"","","","","",[],"",[],[],1,[]
644,"goddess_slow","You are slowed","","","Slow",[338],1,3,"","","",1,29,623,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
645,"have_pierced_recently","",1,"","",[4525],"",2,"","","",1,29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[4525],[],"","","","","",[],"",[],[],1,[]
646,"goddess_beam","You are taking Burning Damage","","","Goddess Beam",[1966],1,3,"","","",1,29,626,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
647,"have_killed_a_maimed_enemy_recently","",1,"","",[4536],"",2,"","","",1,29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[4536],[],"","","","","",[],"",[],[],1,[]
648,"have_taunted_an_enemy_recently","",1,"","",[],"",2,"","","",1,29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[4539],"","","","","",[],"",[],[],1,[]
649,"guardian_additional_block_chance","",1,"","Ascendancy Effect (Invisible)",[1082],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[1082],[],"","","","","",[],"",[],[],1,[]
650,"guardian_block_cooldown","",1,"","Ascendancy Effect (Invisible)",[],1,3,"","","",1,29,0,1,"",18,"","","","",0,"","GuardianBlockBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
651,"blocked_unique_enemy_hit_recently","",1,"","",[26],"",2,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[26],[],"","","","","",[],"",[],[],1,[]
652,"elementalist_increased_area_of_effect","",1,"","",[423],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[423],[],"","","","","",[],"",[],[],1,[]
653,"pale_court_invulnerability","",1,"","","[134,712,870,764,3092,983,607,171,388]",1,2,"","","","",29,630,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[134,712,870,764,3092,983,607,171,388]",[],"","","","","",[],"",[],[],1,[]
654,"pale_court_ghost_invulnerability","",1,"","","[134,712,870,764,3092,983,607,865,388]",1,2,"","","","",29,630,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[134,712,870,764,3092,983,607,865,388]",[],"","","","","",[],"",[],[],1,[]
655,"intimidated","You are Intimidated, increasing Damage taken and reducing Damage dealt","","","Intimidated","[466,24]",1,2,"","","","",29,1227,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,24]",[],"","","","","",[],"",[],[],2,[]
656,"number_of_corpses_consumed_recently","",1,"","",[],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
657,"flask_cannot_be_stunned","",1,"","",[712],1,3,"","","",1,29,0,1,"",4,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[712],[],"","","","","",[],"",[],[],1,[]
658,"kiaras_determination","You are immune to Freeze, Chill, Curses and Stun while this flask is active.","","","Kiara's Determination","[712,4757,4756,764]",1,3,"","","",1,29,632,1,"",4,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[712,4757,4756,764]",[],"","","","","",[],"",[],[],1,[]
659,"prophecy_stolen_mods_buff","You have taken the mods of a slain Rare Monster for yourself","","","Hunter's Lesson",[],1,1,1,"","","",29,294,1,"",15,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
660,"summon_specific_monsters_cannot_die","",1,"","Cannot Die",[388],1,3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[388],[],"","","","","",[],"",[],[],1,[]
661,"phoenix_firebomb","You have reduced Fire Resistance.","","","Phoenix Fire Bomb",[138],1,3,"","","",1,29,650,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[138],[],"","","","","",[],"",[],[],1,[]
662,"repeated_pulse_cold","You have reduced Cold Resistance.","","","Essence of Hatred",[140],1,3,"","","",1,29,633,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[140],[],"","","","","",[],"",[],[],1,[]
663,"repeated_pulse_lightning","You have reduced Lightning Resistance.","","","Essence of Wrath",[142],1,3,"","","",1,29,634,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[142],[],"","","","","",[],"",[],[],1,[]
664,"repeated_pulse_fire","You have reduced Fire Resistance.","","","Essence of Anger",[138],1,3,"","","",1,29,635,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[138],[],"","","","","",[],"",[],[],1,[]
665,"repeated_pulse_chaos","You are taking Chaos Damage over time.","","","Essence of Misery",[442],1,1,1,"","",1,29,636,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
666,"flask_elemental_penetration","Your damage penetrates enemy Elemental Resistances.",1,"","","[582,583,584]",1,3,"","","",1,29,0,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[582,583,584]",[],"","","","","",[],"",[],[],1,[]
667,"essence_elemental_damage_taken","",1,"","",[4658],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","ElementalDamageTakenEssence","","","","",7,"","",0,[],"","",[],"",[],[],[4658],[],"","","","","",[],"",[],[],1,[]
668,"essence_burning_ground","",1,"","",[],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","BurningGroundEssence","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
669,"essence_elemental_damage_taken_granted","",1,"","",[3379],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3379],[],"","","","","",[],"",[],[],1,[]
670,"curse_immunity","","","","Curse Immunity",[],1,13,"","","",1,29,637,1,"",1,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[764],[],[],"","","","","",[],"",[],[],1,[]
671,"essence_alternating_buffs_speed_dodge_alternator","",1,"","","[171,210,70,6987]",1,10,"","","","",29,0,1,"",18,"",1,1,"",0,"","GenericAlternatingBuff","","","","",7,"","",0,[],"","",[],"",[],[],"[171,210,70,6987]",[],"","","","","",[],"",[],[],1,[]
672,"essence_alternating_buffs_speed_dodge_1","",1,"","","[171,210,70]",1,3,"","","","",29,639,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[171,210,70]",[],"","","","","",[],"",[],[],1,[]
673,"essence_alternating_buffs_speed_dodge_2","",1,"","",[6987],1,3,"","","","",29,640,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[6987],[],"","","","","",[],"",[],[],1,[]
674,"essence_alternating_buffs_damage_alternator","",1,"","","[621,466]",1,10,"","","","",29,0,1,"",18,"",1,1,"",0,"","GenericAlternatingBuff","","","","",7,"","",0,[],"","",[],"",[],[],"[621,466]",[],"","","","","",[],"",[],[],1,[]
675,"essence_alternating_buffs_damage_1","",1,"","",[621],1,3,"","","","",29,641,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[621],[],"","","","","",[],"",[],[],1,[]
676,"essence_alternating_buffs_damage_2","",1,"","",[466],1,3,"","","","",29,638,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
677,"essence_alternating_buffs_crit_alternator","",1,"","","[97,340]",1,10,"","","","",29,0,1,"",18,"",1,1,"",0,"","GenericAlternatingBuff","","","","",7,"","",0,[],"","",[],"",[],[],"[97,340]",[],"","","","","",[],"",[],[],1,[]
678,"essence_alternating_buffs_crit_1","",1,"","",[97],1,3,"","","","",29,642,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[97],[],"","","","","",[],"",[],[],1,[]
679,"essence_alternating_buffs_crit_2","",1,"","",[340],1,3,"","","","",29,643,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[340],[],"","","","","",[],"",[],[],1,[]
680,"permanent_debuff_on_minion_death","",1,"","","[466,728,11,10]",1,1,"","","","",29,0,1,"",2,"",1,1,"",20,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,728,11,10]",[],"","","","","",[],"",[],[],1,[]
681,"have_blocked_attack_recently","",1,"","",[4679],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[4679],[],"","","","","",[],"",[],[],1,[]
682,"phoenix_stacking_debuff","You have reduced maximum Fire Resistance.","","","Heat",[947],1,3,1,"","","",29,647,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[947],[],"","","","","",[],"",[],[],1,[]
683,"fire_beam_damage_stacks","You are burning, taking fire damage over time from a Scorching Ray.","","","Scorching Ray",[4771],1,1,"","","",1,29,672,1,"",2,"",1,1,"",0,"","FireBeamBuff","","","","",7,"","",0,[],"","",[],"",[],[],[4771],[],"","","","","",[],"",[],[0],1,[]
684,"brain_scrambler_shock_effects","",1,"","Brain Scrambler","[210,171]",1,3,"","","","",29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[210,171]",[],"","","","","",[],"",[],[],1,[]
685,"shaper_immune","","","","","[388,134,712,764,870]","",3,"","","","",29,648,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[388,134,712,764,870]",[],"","","","","",[],"",[],[],1,[]
686,"shaper_beam","DESCRIBE ME",1,"","RENAME ME","[1966,1968,1970]",1,3,"","","","",29,658,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","","[165,177]","",[],[],"[1966,1968,1970]",[],"","","","","","[0,0]","",[],[],1,[]
687,"decay","You are taking Chaos Damage over time","","","Decay",[442],1,3,"","","",1,29,660,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[442],[],"","","",1,"",[],"",[],[2],2,[]
688,"endurance_frenzy_charge_essence","Gains Endurance and Frenzy Charges",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","EnduranceFrenzyChargeEssence","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
689,"remnant_of_corruption_aura","You are slowed and taking Physical Damage over time","","","Remnant of Corruption","[171,2521,2983]",1,3,"","","","",29,653,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[171,2521,2983]",[],"","","","","",[],"",[],[],1,[]
690,"chieftain_enrage_aura","","","","","[70,24,171,134]",1,3,"","","","",29,655,1,"",18,"",1,1,"",0,"","BeatChest","","","","",7,"","",0,[],"","",[],"",[],[],"[70,24,171,134]",[],"","","","","",[],"",[],[],1,[]
691,"chieftain_enrage_buff","","","","",[466],1,3,"","","","",29,654,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
692,"rhoa_map_boss_enrage_buff","","","","Rhoa Boss Enrage","[70,24,171,466,11,10,728,4062,3239]",1,1,"","","","",29,16,1,"",18,"",1,1,"",3,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[70,24,171,466,11,10,728,4062,3239]",[],"","","","","",[],"",[],[],1,[]
693,"monolith_monster_freedom","",1,"","",[466],1,2,"","","",1,29,656,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
694,"essence_random_charge","",1,"","",[],"",3,"","","","",29,0,1,"",18,1,1,1,"",0,"","EssenceRandomCharge","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
695,"essence_charge_max_and_duration","",1,"","","[2636,174,173,175]","",3,"","","","",29,0,1,"",18,1,1,1,"",0,"","EssenceHorrorChargesMaxAndDuration","","","","",7,"","",0,[],"","",[],"",[],[],"[2636,174,173,175]",[],"","","","","",[],"",[],[],1,[]
696,"minotaur_arctrap_debuff","You are slowed","","","Arc Trap",[338],1,3,"","","",1,29,6,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
697,"new_blade_vortex","You have blades in a Blade Vortex around you",1,"","Blade Vortex",[4771],1,1,1,"",4890,"",29,544,1,"",6,"",1,1,"",0,"","BladeVortexBuff",1,"","","",2,"","",0,[],"","",[],"",[],[],[4771],[],"","","","","",[],"",[],[],1,[]
698,"new_blade_vortex_effect","",1,"","","[3759,4771]",1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","BladeVortexBuffEffect",1,"","","",7,"","",0,[],"","",[],"",[],[],"[3759,4771]",[],"","","","","",[],"",[],[],1,[]
699,"zana_immune_buff","","","","TEMP","[2071,134,388]","",2,"","","","",29,659,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[2071,134,388]",[],"","","","","",[],"",[],[],1,[]
700,"hidden_monster_disable_minions","",1,"","","[134,712,865,1848,1301]","",2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[134,712,865,1848,1301]",[],"","","","","",[],"",[],[],1,[]
701,"aura_movement_speed_for_spiders","",1,"","","[4778,4843,5628]","",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[4778,4843,5628]",[],"","","","","",[],"",[],[],1,[]
702,"covered_in_spiders","You are covered in spiders! Burn them off! You move faster but Attack and Cast slower and deal less Damage.","","","Covered in Spiders","[171,4781,4782]",1,3,"","","","",29,664,1,"",2,"",1,1,"",0,"","CoveredInSpiders","","","","",7,"","",0,[],"","",[],"",[],[],"[171,4781,4782]",[],"","","","","",[],"",[],[],1,[]
703,"remove_covered_in_spiders","You are burning spiders and taking Fire Damage over time","","","Fire","[4473,4475,4477,4472,4474,4476,4687]",1,3,"","","","",29,516,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[4473,4475,4477,4472,4474,4476,4687]",[],"","","","","",[],"",[],[],1,[]
704,"restore","You are regenerating Life, Mana or Energy Shield","","","Restore","[439,123,1406]",1,3,"","","","",29,665,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[439,123,1406]",[],"","","","","",[],"",[],[],1,[]
705,"statue_alternating_buffs_item_rarity_alternator","",1,"","","[24,10,466,11]",1,10,"","","","",29,0,1,"",18,"",1,1,"",0,"","GenericAlternatingBuff","","","","",7,"","",0,[],"","",[],"",[],[],"[24,10,466,11]",[],"","","","","",[],"",[],[],1,[]
