"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantic","Text","bool","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool","HASH32","BelongsActiveSkills","Category","bool","bool","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
1180,"display_summons_water_elementals_text","","","",4,"","","","","",1,496575093,[],"","","","",[],[],""
1181,"shield_charge_remove_stun_and_knockback",1,"","",4,"","","","","",1,2996444970,[],"","","","",[],[],""
1182,"display_monster_uses_double_strike_text","","","",4,"","","","","",1,3719474129,[],"","","","",[],[],""
1183,"bleed_on_hit_base_duration","","","",3,"","","","","",1,1178697535,[],"","","",1,[],[],""
1184,"display_monster_uses_whirling_blades_text","","","",4,"","","","","",1,1575665163,[],"","","","",[],[],""
1185,"cannot_be_stunned",1,"","",4,"Cannot be Stunned",1,1,"","",1,352816358,[],"","","","",[0],[],""
1186,"cannot_be_stunned_when_on_low_life","","","",4,"","","","","",1,1981364640,[],"","","","",[],[],""
1187,"display_monster_casts_lightning_warp_text","","","",4,"","","","","",1,2780795094,[],"","","","",[],[],""
1188,"display_golden_radiance","","","",4,"","","","","",1,117732041,[],"","","","",[],[],""
1189,"display_monster_casts_frostbite_text","","","",4,"","","","","",1,3986366274,[],"","","","",[],[],""
1190,"cannot_be_converted_or_dominated",1,"","",4,"","","","","",1,1387686352,[],"","","","",[],[],""
1191,"map_hidden_monster_life_+%_times_6_final",1,"","",1,"","","","","",1,3379769040,[],"","","",1,[],[],""
1192,"map_hidden_monster_damage_+%_squared_final",1,"","",1,"","","","","",1,1294906782,[],"","","",1,[],[],""
1193,"regenerate_energy_shield_instead_of_life","","","",1,"","","","","",1,1260997558,[],"","","",1,[],[],""
1194,"damage_not_from_skill_user","","","",4,"","",1,"","","",2229057258,[],"","","","",[1],[],""
1195,"deal_no_damage_yourself","","","",4,"","","","","",1,2794819240,[],"","","","",[],[],""
1196,"deal_no_damage","","","",4,"","",1,"","",1,3735296594,[],"","","","",[30],[],""
1197,"disable_skill_if_melee_attack",1,"","",4,"",1,"","","",1,4246124458,[],"",1,"","",[],[],""
1198,"display_disable_melee_weapons","","","",4,"","",1,"","",1,1161266705,[],"","","","",[1],[],""
1199,"base_chaos_damage_does_not_damage_energy_shield_extra_hard",1,"","",4,"",1,"","","",1,399618512,[],9,"","","",[],[],""
1200,"cannot_cast_spells","","","",4,"","","","","",1,200703996,[],"",1,"","",[],[],""
1201,"piety_transform_debuff_time_ms",1,"","",3,"","","","","",1,643362710,[],"",1,"",1,[],[],""
1202,"cheat_override_blood_effect_level",1,"","",3,"","","","","",1,877928200,[],"","","",1,[],[],""
1203,"map_undead_monsters_get_up_after_X_seconds",1,"","",3,"","","","","",1,520870315,[],"","","",1,[],[],""
1204,"local_stun_threshold_reduction_+%","",1,1,1,"","","",1205,1206,1,3253871787,[],"","","",1,[],[],""
1205,"main_hand_local_stun_threshold_reduction_+%","",1,"",1,"","","","","",1,3129252229,[],"","","",1,[],[],1
1206,"off_hand_local_stun_threshold_reduction_+%","",1,"",1,"","","","","",1,938119948,[],"","","",1,[],[],1
1207,"intermediary_maximum_life_including_chaos_innoculation",1,"","",3,"","",1,"","","",3160120923,[],"","","",1,[0],[],""
1208,"light_radius_+%",1,"","",1,"Light Radius +%","","","","",1,699856495,[],18,"","",1,[],[],""
1209,"active_skill_cast_speed_+%_final","","","",1,"",1,"","","",1,3977537788,[],"",1,"",1,[],[],""
1210,"map_has_X_waves_of_monsters",1,"","",3,"","","","","",1,2323117756,[],"","","",1,[],[],""
1211,"map_has_X_seconds_between_waves",1,"","",3,"","","","","",1,1832649386,[],"","","",1,[],[],""
1212,"map_num_initial_wave_monsters","","","",3,"","","","","",1,1827373311,[],"","","",1,[],[],""
1213,"map_wave_monster_increment","","","",3,"","","","","",1,572831725,[],"","","",1,[],[],""
1214,"flamethrower_damage_+%_per_stage_final",1,"","",1,"",1,"","","",1,2054377699,[],"","","",1,[],[],""
1215,"ground_tar_on_take_crit_base_area_of_effect_radius",1,"","",3,"","","","","",1,19962822,[],"","","",1,[],[],""
1216,"ground_tar_on_take_crit_duration_ms",1,"","",3,"","","","","",1,2968375682,[],"","","",1,[],[],""
1217,"ground_tar_on_take_crit_monvement_speed_pluspercent",1,"","",1,"","","","","",1,427962640,[],"","","",1,[],[],""
1218,"curse_on_hit_%_enfeeble",1,"","",1,"","","","","",1,1064828226,[],"","","",1,[],[],""
1219,"totem_art_variation","","","",3,"","","","","",1,2277157907,[],"","","","",[],[],""
1220,"spells_have_culling_strike",1,"","",4,"",1,"","","",1,1083166598,[],"","","","",[],[],""
1221,"map_monsters_immune_to_a_random_status_ailment_or_stun","","","",4,"","","","","",1,152290457,[],"","","","",[],[],""
1222,"map_monster_melee_attacks_apply_random_curses","","","",4,"","","","","",1,3180992389,[],"","","","",[],[],""
1223,"map_monster_melee_attacks_apply_random_curses_%_chance","","","",1,"","","","","",1,3799285632,[],"","","",1,[],[],""
1224,"map_monsters_reflect_curses","","","",4,"","","","","",1,3435421665,[],"","","","",[],[],""
1225,"curse_on_melee_hit_%_random_curse","","","",1,"","","","","",1,3657345538,[],"","","",1,[],[],""
1226,"main_hand_maximum_attack_distance",1,"","",3,"",1,1,"","",1,3705618157,[],"","","",1,[1],[],""
1227,"off_hand_maximum_attack_distance",1,"","",3,"",1,1,"","",1,1229830077,[],"","","",1,[1],[],""
1228,"melee_range_+","","","",3,"","","","","",1,297439715,[],6,"","",1,[],[],""
1229,"active_skill_movement_speed_+%_final",1,"","",1,"",1,"","","",1,3058827795,[],"","","",1,[],[],""
1230,"local_display_socketed_gems_get_added_fire_damage_level","",1,"",3,"","","","","",1,3649301307,[],"","","","",[],[],""
1231,"local_display_socketed_gems_get_cold_to_fire_level","",1,"",3,"","","","","",1,2881251403,[],"","","","",[],[],""
1232,"local_display_socketed_gems_get_fire_penetration_level","",1,"",3,"","","","","",1,219562676,[],"","","","",[],[],""
1233,"evasion_rating_+%_when_on_low_life","","","",1,"","","","","",1,3604941689,[],"","","",1,[],[],""
1234,"life_leech_is_instant",1,"","",4,"","",1,"","","",1619936780,[],"","","","",[19],[],""
1235,"base_life_leech_is_instant","","","",4,"","","","","",1,3688757499,[],"","","","",[],[],""
1236,"support_multiple_attacks_melee_attack_speed_+%_final","","","",1,"",1,"","","",1,741538946,[],"","","",1,[],[],""
1237,"map_item_drop_rarity_+%",1,"","",1,"","","","","",1,1931879469,[],"","","",1,[],[],""
1238,"life_gain_per_target",1,"","",3," ","",1,"","",1,530267118,[],"","","",1,[19],[],""
1239,"local_life_leech_is_instant","",1,1,4,"","","",1240,1241,1,3857292626,[],"","","","",[],[],""
1240,"main_hand_local_life_leech_is_instant","",1,"",4,"","","","","",1,1323839827,[],"","","","",[],[],1
1241,"off_hand_local_life_leech_is_instant","",1,"",4,"","","","","",1,2624152921,[],"","","","",[],[],1
1242,"avoid_ignite_%_when_on_low_life","","","",1,"","","","","",1,1131527639,[],"","","",1,[],[],""
1243,"fire_damage_resistance_%_when_on_low_life","","","",1,"","","","","",1,1034114971,[],"","","",1,[],[],""
1244,"local_display_socketed_gems_get_elemental_proliferation_level","",1,"",3,"","","","","",1,2993761859,[],"","","","",[],[],""
1245,"melee_splash","","","",4,"","","","","",1,2879798600,[],6,"","","",[],[],""
1246,"support_melee_splash_damage_+%_final",1,"","",3,"",1,"","","",1,2081551524,[],"","","",1,[],[],""
1247,"support_melee_splash_damage_+%_final_for_splash",1,"","",3,"",1,"","","",1,1775754280,[],"","","",1,[],[],""
1248,"add_power_charge_on_critical_strike_%",1,"","",1,"",1,"","","",1,1479057381,[],16,"","",1,[],[],""
1249,"base_melee_attack_repeat_count","","","",3,"Additional Melee Targets","","","","",1,564703681,[],"","","",1,[],[],""
1250,"attack_repeat_count",1,"","",3,"Additional Targets",1,1,"","",1,3030442015,[],"","","",1,[1],[],""
1251,"display_map_larger_maze",1,"","",3,"","","","","",1,1579821850,[],"","","",1,[],[],""
1252,"display_map_restless_dead",1,"","",3,"","","","","",1,3455734970,[],"","","",1,[],[],""
1253,"display_map_two_bosses",1,"","",3,"","","","","",1,3873887638,[],"","","",1,[],[],""
1254,"display_map_large_chest",1,"","",3,"","","","","",1,828645731,[],"","","",1,[],[],""
1255,"local_socketed_movement_gem_level_+","",1,"",3,"","","","","",1,2527053224,[],"","","",1,[],[],""
1256,"map_projectile_speed_+%",1,"","",1,"","","","","",1,4242840134,[],"","","",1,[],[],""
1257,"map_player_projectile_damage_+%_final",1,"","",1,"","","","","",1,576412259,[],"","","",1,[],[],""
1258,"projectile_damage_+%_final_from_map","","","",1,"","","","","",1,4227351494,[],"","","",1,[],[],""
1259,"support_multiple_attack_damage_+%_final","","","",1,"","","","","",1,2326185369,[],"","","",1,[],[],""
1260,"necromancer_revivable_even_if_corpse_unusable",1,"","",4,"",1,"","","",1,2970802845,[],"","","","",[],[],""
1261,"local_six_linked_white_sockets","",1,"",4,"","","","","",1,2350362699,[],"","","","",[],[],""
1262,"area_of_effect_+%_per_20_int","","","",1,"","","","","",1,4161188022,[],"","","",1,[],[],""
1263,"attack_speed_+%_per_20_dex","","","",1,"","","","","",1,3571436413,[],3,"","",1,[],[],""
1264,"physical_weapon_damage_+%_per_10_str","","","",1,"","","","","",1,4097512073,[],"","","",1,[],[],""
1265,"spell_suppression_chance_%_per_frenzy_charge","","","",1,"Dodge chance per Frenzy Charge","","","","",1,400872818,[],"","","",1,[],[],""
1266,"gain_power_charge_per_enemy_you_crit",1,"","",4,"","","","","",1,1485101334,[],"","","","",[],[],""
1267,"local_unique_tabula_rasa_no_requirement_or_energy_shield",1,1,"",4,"","","","","",1,2126190438,[],"","","","",[],[],""
1268,"map_wave_magic_increase","",1,"",3,"","","","","",1,2973744271,[],"","","",1,[],[],""
1269,"local_display_socketed_gems_get_spell_totem_level","",1,"",3,"","","","","",1,1842004203,[],"","","","",[],[],""
1270,"cannot_increase_quantity_of_dropped_items","","","",4,"","","","","",1,3141357700,[],"","","","",[],[],""
1271,"cannot_increase_rarity_of_dropped_items","","","",4,"","","","","",1,3800312333,[],"","","","",[],[],""
1272,"killed_monster_dropped_item_rarity_+%",1,"","",1,"","",1,"","",1,1427330921,[],"","","",1,[],[],""
1273,"killed_monster_dropped_item_quantity_+%",1,"","",1,"","",1,"","",1,1242755356,[],"","","",1,[],[],""
1274,"burning_damage_taken_+%",1,"","",1,"",1,"","","",1,203563207,[],"","","",1,[],[],""
1275,"curse_effect_on_self_+%",1,"","",1,"","","","","",1,3993755140,[],18,"","",1,[],[],""
1276,"randomly_cursed_when_totems_die_curse_level",1,"","",3,"","","","","",1,1076485565,[],"","","",1,[],[],""
1277,"maximum_physical_damage_to_return_when_hit",1,"","",3,"Physical Damage Reflected to any Enemy Hit","","","","",1,799824055,[],6,"","",1,[],[],""
1278,"maximum_fire_damage_to_return_when_hit",1,"","",3,"Fire Damage Reflected to any Enemy Hit","","","","",1,3759998014,[],"","","",1,[],[],""
1279,"maximum_cold_damage_to_return_when_hit",1,"","",3,"Cold Damage Reflected to any Enemy Hit","","","","",1,637959103,[],"","","",1,[],[],""
1280,"maximum_lightning_damage_to_return_when_hit",1,"","",3,"Lightning Damage Reflected to any Enemy Hit","","","","",1,188941061,[],"","","",1,[],[],""
1281,"maximum_chaos_damage_to_return_when_hit",1,"","",3,"Chaos Damage Reflected to any Enemy Hit","","","","",1,245382438,[],"","","",1,[],[],""
1282,"minimum_physical_damage_to_return_when_hit",1,"","",3,"Physical Damage Reflected to any Enemy Hit","","","","",1,769594372,[],6,"","",1,[],[],""
1283,"minimum_fire_damage_to_return_when_hit",1,"","",3,"Fire Damage Reflected to any Enemy Hit","","","","",1,2759836734,[],"","","",1,[],[],""
1284,"minimum_cold_damage_to_return_when_hit",1,"","",3,"Cold Damage Reflected to any Enemy Hit","","","","",1,1530526273,[],"","","",1,[],[],""
1285,"minimum_lightning_damage_to_return_when_hit",1,"","",3,"Lightning Damage Reflected to any Enemy Hit","","","","",1,4171608391,[],"","","",1,[],[],""
1286,"minimum_chaos_damage_to_return_when_hit",1,"","",3,"Chaos Damage Reflected to any Enemy Hit","","","","",1,388775236,[],"","","",1,[],[],""
1287,"local_display_socketed_gems_get_increased_duration_level","",1,"",3,"","","","","",1,660738568,[],"","","","",[],[],""
1288,"summon_fire_resistance_+","","","",3,"","","","","",1,2844522515,[],"","","",1,[],[],""
1289,"summon_cold_resistance_+","","","",3,"","","","","",1,318664392,[],"","","",1,[],[],""
1290,"summon_lightning_resistance_+","","","",3,"","","","","",1,445680025,[],"","","",1,[],[],""
1291,"melee_weapon_critical_strike_multiplier_+","","","",3,"","","","","",1,3919422521,[],4,"","",1,[],[],""
1292,"map_monster_skills_chain_X_additional_times",1,"","",3,"","","","","",1,1893612035,[],"","","",1,[],[],""
1293,"local_ring_disable_other_ring",1,1,"",4,"","","","","",1,1745078165,[],"","","","",[],[],""
1294,"disable_ring_slot_1",1,"","",4,"","","","","",1,1995769871,[],"","","","",[],[],""
1295,"disable_ring_slot_2",1,"","",4,"","","","","",1,1770724395,[],"","","","",[],[],""
1296,"global_item_attribute_requirements_+%",1,"","",1,"","","","","",1,2975698090,[],0,"","",1,[],[],""
1297,"grant_kill_to_target_when_exploding_self",1,"","",4,"","","","","",1,182775970,[],"","","","",[],[],""
1298,"mana_gain_per_target",1,"","",3,"Mana gained on Hit","","","","",1,4105539260,[],6,"","",1,[],[],""
1299,"animation_effect_variation",1,"","",3,"",1,"","","",1,2991164345,[],"","","","",[],[],""
1300,"enemy_hits_roll_low_damage",1,"","",4,"","","","","",1,2255853098,[],"","","","",[],[],""
1301,"minions_take_no_actions",1,"","",4,"","","","","",1,182634798,[],"","","","",[],[],""
1302,"unique_loris_lantern_golden_light",1,"","",4,"","","","","",1,3705772458,[],"","","","",[],[],""
1303,"chaos_damage_resistance_%_when_on_low_life","","","",1,"","","","","",1,3774056664,[],"","","",1,[],[],""
1304,"gain_power_charge_for_each_quarter_life_removed",1,"","",4,"","","","","",1,3847458353,[],"","","","",[],[],""
1305,"enemy_extra_damage_rolls",1,"","",3,"","",1,"","","",3771830673,[],"","","",1,[0],[],""
1306,"enemy_extra_damage_rolls_when_on_low_life","","","",3,"","","","","",1,440306847,[],"","","",1,[],[],""
1307,"map_fixed_seed","","","",3,"","","","","",1,383486568,[],"","","","",[],[],""
1308,"map_fixed_league_seed","","","",3,"","","","","",1,2911351164,[],"","","","",[],[],""
1309,"map_checkpoint_spawn_index","","","",3,"","","","","",1,2644665365,[],"","","","",[],[],""
1310,"map_monsters_drop_ground_fire_on_death_base_radius",1,"","",3,"","","","","",1,1755870975,[],"","","",1,[],[],""
1311,"map_monsters_drop_ground_fire_on_death_duration_ms",1,"","",3,"","","","","",1,1370909546,[],"","","",1,[],[],""
1312,"map_monsters_drop_ground_fire_on_death_%_max_damage_to_deal_per_minute",1,"","",1,"","","","","",1,4089824368,[],"","","",1,[],[],""
1313,"local_display_socketed_gems_have_chance_to_flee_%","",1,"",1,"","","","","",1,2675041401,[],"","","","",[],[],""
1314,"map_no_refills_in_town",1,"","",4,"","","","","",1,2775475974,[],"","","","",[],[],""
1315,"base_minimum_lightning_damage_on_charge_expiry","","","",3,"","","","","",1,3879463064,[],"","","",1,[],[],""
1316,"base_maximum_lightning_damage_on_charge_expiry","","","",3,"","","","","",1,3091263635,[],"","","",1,[],[],""
1317,"item_drops_on_death","",1,"",4,"","","","","",1,964415386,[],"","","","",[],[],""
1318,"map_minimap_revealed","","","",4,"","","","","",1,3212325232,[],"","","","",[],[],""
1319,"explode_on_death_%_main_hand_damage_to_deal_as_fire",1,"","",1,"","","","","",1,1005289867,[],"","","",1,[],[],""
1320,"explode_on_death_%_main_hand_damage_to_deal_as_lightning",1,"","",1,"","","","","",1,3381950922,[],"","","",1,[],[],""
1321,"explode_on_death_%_main_hand_damage_to_deal_as_cold",1,"","",1,"","","","","",1,2357385358,[],"","","",1,[],[],""
1322,"explode_on_death_%_main_hand_damage_to_deal_as_chaos",1,"","",1,"","","","","",1,199820436,[],"","","",1,[],[],""
1323,"never_shock",1,"","",4,"Never Shock Targets","","","","",1,2833269780,[],"","","","",[],[],""
1324,"never_freeze",1,"","",4,"Never Freeze Targets","","","","",1,2892483545,[],"","","","",[],[],""
1325,"faster_burn_%",1,"","",1,"","","","","",1,451038134,[],2,"","",1,[],[],""
1326,"disable_chest_slot",1,"","",4,"","","","","",1,1062708114,[],"","","","",[],[],""
1327,"local_display_socketed_gems_get_faster_attacks_level","",1,"",3,"","","","","",1,3683221562,[],"","","","",[],[],""
1328,"local_display_socketed_gems_get_melee_physical_damage_level","",1,"",3,"","","","","",1,593962778,[],"","","","",[],[],""
1329,"flasks_dispel_burning",1,"","",4,"","","","","",1,2772278430,[],"","","","",[],[],""
1330,"physical_claw_damage_+%_when_on_low_life","","","",1,"","","","","",1,1040455099,[],"","","",1,[],[],""
1331,"accuracy_rating_+%_when_on_low_life","","","",1,"","","","","",1,3758031512,[],"","","",1,[],[],""
1332,"cannot_leech","","","",4,"","",1,"","","",3137948136,[],"","","","",[19],[],""
1333,"cannot_leech_when_on_low_life","","","",4,"","","","","",1,3297330670,[],"","","","",[],[],""
1334,"base_cannot_leech_life","","","",4,"","","","","",1,400199138,[],"","","","",[],[],""
1335,"base_cannot_leech_mana","","","",4,"","","","","",1,4292329124,[],"","","","",[],[],""
1336,"cannot_leech_life",1,"","",4,"","",1,"","",1,1519018171,[],"","","","",[19],[],""
1337,"cannot_leech_mana",1,"","",4,"","",1,"","",1,866812223,[],"","","","",[19],[],""
1338,"base_energy_shield_gained_on_enemy_death",1,"","",3,"","","","","",1,3482334904,[],9,"","",1,[],[],""
1339,"summon_totem_cast_speed_+%",1,"","",1,"",1,"","","",1,3824376908,[],13,"","",1,[],[],""
1340,"consecrate_on_block_%_chance_to_create",1,"","",1,"","","","","",1,666121860,[],"","","",1,[],[],""
1341,"consecrate_on_block_%_life_regen_per_minute",1,"","",1,"","","","","",1,214906331,[],"","","",1,[],[],""
1342,"consecrate_on_block_base_radius",1,"","",3,"","","","","",1,2297081695,[],"","","",1,[],[],""
1343,"consecrate_on_block_duration_ms",1,"","",3,"","","","","",1,2095101362,[],"","","",1,[],[],""
1344,"desecrate_on_block_%_chance_to_create",1,"","",1,"","","","","",1,423721719,[],"","","",1,[],[],""
1345,"desecrate_on_block_base_chaos_damage_to_deal_per_minute",1,"","",1,"","","","","",1,621874432,[],"","","",1,[],[],""
1346,"desecrate_on_block_base_radius",1,"","",3,"","","","","",1,1100548314,[],"","","",1,[],[],""
1347,"desecrate_on_block_duration_ms",1,"","",3,"","","","","",1,1628046833,[],"","","",1,[],[],""
1348,"add_frenzy_charge_on_kill_%_chance",1,"","",1,"","","","","",1,3904607854,[],16,"","",1,[],[],""
1349,"local_socketed_elemental_gem_level_+","",1,"",3,"","","","","",1,448002239,[],"","","",1,[],[],""
1350,"melee_critical_strike_chance_+%","","","",1,"","","","","",1,1635284354,[],4,"","",1,[],[],""
1351,"melee_critical_strike_chance_+%_when_on_full_life","","","",1,"","","","","",1,2252759233,[],4,"","",1,[],[],""
1352,"cannot_be_killed_by_elemental_reflect",1,"","",4,"","","","","",1,1977516042,[],"","","","",[],[],""
1353,"local_display_socketed_gems_get_added_lightning_damage_level","",1,"",3,"","","","","",1,3698000940,[],"","","","",[],[],""
1354,"map_is_unidentified",1,"","",4,"","","","","",1,1278181209,[],"","","","",[],[],""
1355,"melee_attacks_usable_without_mana_cost",1,"","",4,"","","","","",1,318434812,[],"","","","",[],[],""
1356,"melee_attack_mana_cost_+",1,"","",3,"","","","","",1,2652865555,[],"","","",1,[],[],""
1357,"melee_damage_+%","","","",1,"Melee Damage +%","","","","",1,3051435112,[],1,"","",1,[],[],""
1358,"melee_damage_taken_+%","","","",1,"","","","","",1,4253469623,[],9,"","",1,[],[],""
1359,"map_experience_gain_+%",1,"","",1,"","","","","",1,59734715,[],"","","",1,[],[],""
1360,"life_gained_on_block",1,"","",3,"","","","","",1,1422177136,[],11,"","",1,[],[],""
1361,"mana_gained_on_block",1,"","",3,"","","","","",1,2461460169,[],8,"","",1,[],[],""
1362,"minimum_physical_damage_to_return_on_block",1,"","",3,"","","","","",1,1980431135,[],"","","",1,[],[],""
1363,"maximum_physical_damage_to_return_on_block",1,"","",3,"","","","","",1,2834062805,[],"","","",1,[],[],""
1364,"footstep_effect_variation","","","",3,"",1,"","","",1,2556974611,[],"","","","",[],[],""
1365,"footstep_effect_disabled",1,"","",4,"",1,"","","",1,2709466676,[],"","","",1,[],[],""
1366,"zombie_maximum_life_+",1,"","",3,"","","","","",1,638711453,[],"","","",1,[],[],""
1367,"number_of_zombies_allowed_+%",1,"","",1,"","","","","",1,4121774005,[],"","","",1,[],[],""
1368,"zombie_chaos_elemental_damage_resistance_%",1,"","",1,"","","","","",1,550328818,[],"","","",1,[],[],""
1369,"chill_and_freeze_duration_based_on_%_energy_shield",1,"","",4,"","","","","",1,1570331358,[],"","","","",[],[],""
1370,"number_of_equipped_uniques","","","",3,"","","","","",1,83988856,[],"","","",1,[],[],""
1371,"intelligence_+%_per_equipped_unique","","","",1,"","","","","",1,3616832229,[],"","","",1,[],[],""
1372,"ignited_enemies_explode_on_kill",1,"","",4,"","","","","",1,1135737792,[],18,"","","",[],[],""
1373,"additional_scroll_of_wisdom_drop_chance_%",1,"","",1,"","","","","",1,1520561746,[],"","","",1,[],[],""
1374,"explode_on_kill_%_fire_damage_to_deal","","","",1,"","","","","",1,3295429207,[],"","","",1,[],[],""
1375,"zombie_explode_on_kill_%_fire_damage_to_deal",1,"","",1,"","","","","",1,431929472,[],"","","",1,[],[],""
1376,"local_unique_flask_item_rarity_+%_while_healing","",1,"",1,"","","","","",1,3075109781,[],"","","",1,[],[],""
1377,"local_unique_flask_item_quantity_+%_while_healing","",1,"",1,"","","","","",1,1942856514,[],"","","",1,[],[],""
1378,"local_unique_flask_light_radius_+%_while_healing","",1,"",1,"","","","","",1,980660961,[],"","","",1,[],[],""
1379,"local_unique_flask_resist_all_elements_%_during_flask_effect","",1,"",5,"","","","","",1,4005264012,[],"","","",1,[],[],""
1380,"additional_strength_and_intelligence","","","",3,"Additional Strength And Intelligence","","","","",1,2705806547,[],0,"","",1,[],[],""
1381,"additional_strength_and_dexterity","","","",3,"Additional Strength And Dexterity","","","","",1,3623112974,[],0,"","",1,[],[],""
1382,"additional_dexterity_and_intelligence","","","",3,"Additional Dexterity And Intelligence","","","","",1,2118566739,[],0,"","",1,[],[],""
1383,"curse_effect_+%",1,"","",1,"","","","","",1,1845297819,[],6,"","",1,[],[],""
1384,"nonfunctional_old_stat_map_monster_movement_velocity_cap",1,"","",3,"","","","","",1,2397860254,[],"","","",1,[],[],""
1385,"movement_velocity_+%_while_cursed","","","",1,"","","","","",1,2265732641,[],"","","",1,[],[],""
1386,"map_spawn_exile_per_area_%","","","",1,"","","","","",1,3830382298,[],"","","",1,[],[],""
1387,"cyclone_extra_distance",1,"","",3,"",1,"","","",1,3424094298,[],"","","",1,[],[],""
1388,"zombie_boss_extract_life_%_to_gain",1,"","",1,"","","","","",1,261655123,[],"","","",1,[],[],""
1389,"life_regeneration_rate_per_minute_%_per_frenzy_charge",1,"","",1,"","","","","",1,4229380139,[],"","","",1,[],[],""
1390,"enemy_on_low_life_damage_taken_+%_per_frenzy_charge","","","",1,"","","","","",1,151080651,[],"","","",1,[],[],""
1391,"enemy_on_low_life_damage_taken_+%",1,"","",1,"","",1,"","","",1857892805,[],"","","",1,[0],[],""
1392,"add_power_charge_on_kill_%_chance",1,"","",1,"","","","","",1,3772241799,[],16,"","",1,[],[],""
1393,"gain_endurance_charge_on_power_charge_expiry",1,"","",4,"","","","","",1,4071478090,[],"","","","",[],[],""
1394,"melee_damage_+%_when_on_full_life","","","",1,"","","","","",1,919672249,[],1,"","",1,[],[],""
1395,"consecrate_on_crit_%_chance_to_create",1,"","",1,"","","","","",1,2483356503,[],18,"","",1,[],[],""
1396,"projectile_speed_+%",1,"","",1,"Projectile speed increase",1,1,"","",1,636892934,[],"","","",1,[32],[],""
1397,"projectile_speed_+%_per_frenzy_charge","","","",1,"Projectile Speed increase per Frenzy Charge","","","","",1,1833891004,[],"","","",1,[],[],""
1398,"projectile_damage_+%_per_power_charge","","","",1,"Projectile Damage increase per Power Charge","","","","",1,3877786918,[],"","","",1,[],[],""
1399,"killed_monster_dropped_item_rarity_+%_on_crit",1,"","",1,"","","","","",1,921091703,[],"","","",1,[],[],""
1400,"onslaught_buff_duration_on_kill_ms",1,"","",3,"","","","","",1,3730789477,[],6,"","",1,[],[],""
1401,"local_right_ring_slot_no_mana_regeneration","",1,"",4,"","","","","",1,3331475366,[],"","","","",[],[],""
1402,"local_right_ring_slot_base_energy_shield_regeneration_rate_per_minute_%","",1,"",1,"","","","","",1,3853264534,[],"","","",1,[],[],""
1403,"local_left_ring_slot_mana_regeneration_rate_+%","",1,"",1,"","","","","",1,1813997456,[],"","","",1,[],[],""
1404,"local_left_ring_slot_no_energy_shield_recharge_or_regeneration","",1,"",4,"","","","","",1,2351642096,[],"","","","",[],[],""
1405,"no_energy_shield_recharge_or_regeneration","","","",4,"","","","","",1,778830153,[],"","","","",[],[],""
1406,"base_energy_shield_regeneration_rate_per_minute_%",1,"","",1,"","","","","",1,3442491954,[],9,"","",1,[],[],""
1407,"character_sheet_monster_level",1,"","",3,"","",1,"","","",481101773,[],"","","",1,[],[],""
1408,"base_recovery_per_minute_from_life_leech","","","",3,"","","","","",1,3513107287,[],"","","",1,[],[],""
1409,"base_recovery_per_minute_from_mana_leech","","","",3,"","","","","",1,1284672551,[],"","","",1,[],[],""
1410,"base_recovery_per_minute_from_energy_shield_leech","","","",3,"","","","","",1,894009853,[],"","","",1,[],[],""
1411,"life_recovery_per_minute",1,"","",3,"",1,1,"","",1,35776821,[],"","","",1,[0],[],""
1412,"mana_recovery_per_minute",1,"","",3,"",1,1,"","",1,16875185,[],"","","",1,[0],[],""
1413,"energy_shield_recovery_per_minute",1,"","",3,"",1,1,"","",1,958471241,[],"","","",1,[0],[],""
1414,"extra_critical_rolls",1,"","",3,"","","","","",1,3417442039,[],"","","",1,[],[],""
1415,"combined_all_damage_+%","","","",1,"","",1,"","",1,3837634173,[],"","","",1,[10],[],""
1416,"combined_all_damage_+%_final","","","",1,"","",1,"","",1,1840854064,[],"","","",1,[11],[],""
1417,"combined_spell_all_damage_+%","","","",1,"","",1,"","",1,3513226795,[],"","","",1,"[12,14]",[],""
1418,"combined_spell_all_damage_+%_final","","","",1,"","",1,"","",1,2543140348,[],"","","",1,[13],[],""
1419,"combined_attack_all_damage_+%","","","",1,"","",1,"","","",2545099070,[],"","","",1,[14],[],""
1420,"combined_attack_all_damage_+permyriad_final","","","",7,"","",1,"","","",2476872282,[],"","","",1,[15],[],""
1421,"combined_main_hand_attack_all_damage_+%","","","",1,"","",1,"","",1,2936183168,[],"","","",1,[14],[],""
1422,"combined_off_hand_attack_all_damage_+%","","","",1,"","",1,"","",1,2030397819,[],"","","",1,[14],[],""
1423,"combined_physical_damage_+%","","","",1,"","",1,"","",1,799166318,[],"","","",1,[10],[],""
1424,"combined_physical_damage_+%_final","","","",1,"","",1,"","",1,1039788950,[],"","","",1,[11],[],""
1425,"combined_attack_physical_damage_+%","","","",1,"","",1,"","","",854243985,[],"","","",1,[14],[],""
1426,"combined_attack_physical_damage_+%_final","","","",1,"","",1,"","","",4042796892,[],"","","",1,[15],[],""
1427,"combined_main_hand_attack_physical_damage_+%","","","",1,"","",1,"","",1,3647933786,[],"","","",1,[14],[],""
1428,"combined_off_hand_attack_physical_damage_+%","","","",1,"","",1,"","",1,3715495048,[],"","","",1,[14],[],""
