"rownum","Id","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","Tier","Command","Parameters","[rid]","HASH16","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","IsEnchant","LifeforceType","LifeforceCost","SacredCost","bool","Achievements","i32"
52,"WeaponAttackSpeedEnchant","<white>{Enchant} a <white>{Weapon}. Quality does not increase its Physical Damage, has <enchanted>{1% increased Attack Speed per 8% Quality}","<white>{Enchante} une <white>{Arme}. Sa qualité ne lui donne plus de Dégâts physiques, mais <enchanted>{1% d'Augmentation de Vitesse d'attaque tous les 8% de qualité}","<white>{Verzaubert} eine <white>{Waffe}. Qualität erhöht nicht den physischen Schaden. Die Waffe hat <enchanted>{1% erhöhte Angriffsgeschwindigkeit pro 8% Qualität}","<white>{武器}を<white>{エンチャント}する。品質は武器の物理ダメージを増加させず、<enchanted>{品質8%ごとにアタックスピードを1%増加}させる","<white>{무기} 1개 <white>{인챈트}. 퀄리티가 물리 피해를 증가시키지 않으며, <enchanted>{퀄리티 8%당 공격 속도 1% 증가}","<white>{Encanta} uma <white>{Arma Corpo a Corpo}. Qualidade não aumenta seu Dano Físico, concede <enchanted>{1% de aumento da Velocidade de Ataque por cada 8% de Qualidade}","<white>{Зачаровать оружие}. Качество не повышает его физический урон, но дарует <enchanted>{1% повышение скорости атаки за 8% качества}","<white>{Encanta} un <white>{arma}. La calidad no aumenta su daño físico, tiene <enchanted>{velocidad de ataque aumentada un 1% por cada 8% de calidad}","<white>{ใส่​เอนแชนท์} ให้​กับ <white>{อาวุธ}: ค่าคุณภาพ​จะ​ไม่​เพิ่ม​ความ​เสีย​หาย​กายภาพ​ของอาวุธ​, <enchanted>{​เพิ่ม​ความเร็ว​ใน​การ​โจมตี 1% ต่อ​ค่าคุณภาพ 8%}","<white>{附魔} 1 個 <white>{武器}。品質不會增加物理傷害，<enchanted>{每 8% 品質增加 1% 攻擊速度} ",2,"add_enchant_to_class","Claw Dagger Wand One_Hand_Sword Thrusting_One_Hand_Sword One_Hand_Axe One_Hand_Mace Bow Staff Two_Hand_Sword Two_Hand_Axe Two_Hand_Mace Rune_Dagger Warstaff Sceptre ENCHANTS HarvestAlternateWeaponQualityLocalIncreasedAttackSpeed",[],54520,"Enchant a Weapon. Quality does not increase its Physical Damage, has 1% increased Attack Speed per 8% Quality","Enchante une Arme. Sa qualité ne lui donne plus de Dégâts physiques, mais 1% d'Augmentation de Vitesse d'attaque tous les 8% de qualité","Verzaubert eine Waffe. Qualität erhöht nicht den physischen Schaden. Die Waffe hat 1% erhöhte Angriffsgeschwindigkeit pro 8% Qualität","武器をエンチャントする。品質は武器の物理ダメージを増加させず、品質8%ごとにアタックスピードを1%増加させる","무기 1개 인챈트. 퀄리티가 물리 피해를 증가시키지 않으며, 퀄리티 8%당 공격 속도 1% 증가","Encanta uma Arma Corpo a Corpo. Qualidade não aumenta seu Dano Físico, concede 1% de aumento da Velocidade de Ataque por cada 8% de Qualidade","Зачаровать оружие. Качество не повышает его физический урон, но дарует 1% повышение скорости атаки за 8% качества","Encanta un arma. La calidad no aumenta su daño físico, tiene velocidad de ataque aumentada un 1% por cada 8% de calidad","ใส่เอนแชนท์ ให้กับ อาวุธ: ค่าคุณภาพจะไม่เพิ่มความเสียหายกายภาพของอาวุธ, เพิ่มความเร็วในการโจมตี 1% ต่อค่าคุณภาพ 8%","附魔 1 個 武器。品質不會增加物理傷害，每 8% 品質增加 1% 攻擊速度 ",1,2,5000,0,"",[9370],0
53,"WeaponCriticalEnchant","<white>{Enchant} a <white>{Weapon}. Quality does not increase its Physical Damage, has <enchanted>{1% increased Critical Strike Chance per 4% Quality}","<white>{Enchante} une <white>{Arme}. Sa qualité ne lui donne plus de Dégâts physiques, mais <enchanted>{1% d'Augmentation de Chances de crit. tous les 4% de qualité}","<white>{Verzaubert} eine <white>{Waffe}. Qualität erhöht nicht den physischen Schaden. Die Waffe hat <enchanted>{1% erhöhte kritische Trefferchance pro 4% Qualität}","<white>{武器}を<white>{エンチャント}する。品質は武器の物理ダメージを増加させず、<enchanted>{品質4%ごとにクリティカル率を1%増加}させる","<white>{무기} 1개 <white>{인챈트}. 퀄리티가 물리 피해를 증가시키지 않으며, <enchanted>{퀄리티 4%당 치명타 확률 1% 증가}","<white>{Encanta} uma <white>{Arma Corpo a Corpo}. Qualidade não aumenta seu Dano Físico, concede <enchanted>{1% de aumento da Chance de Crítico por cada 4% de Qualidade}","<white>{Зачаровать оружие}. Качество не повышает его физический урон, но дарует <enchanted>{1% повышение шанса критического удара за 4% качества}","<white>{Encanta} un <white>{arma}. La calidad no aumenta su daño físico, tiene <enchanted>{probabilidad de golpe crítico aumentada un 1% por cada 4% de calidad}","<white>{ใส่​เอนแชนท์} ให้​กับ <white>{อาวุธ}: ค่าคุณภาพ​จะ​ไม่​เพิ่ม​ความ​เสีย​หาย​กายภาพ​ของอาวุธ, <enchanted>{เพิ่มโอกาส​คริติคอล 1% ต่อ​ค่า​คุณภาพ 4%}","<white>{附魔} 1 個 <white>{武器}。品質不會增加物理傷害，<enchanted>{每 4% 品質增加 1% 暴擊率} ",2,"add_enchant_to_class","Claw Dagger Wand One_Hand_Sword Thrusting_One_Hand_Sword One_Hand_Axe One_Hand_Mace Bow Staff Two_Hand_Sword Two_Hand_Axe Two_Hand_Mace Rune_Dagger Warstaff Sceptre ENCHANTS HarvestAlternateWeaponQualityLocalCriticalStrikeChance__",[],22104,"Enchant a Weapon. Quality does not increase its Physical Damage, has 1% increased Critical Strike Chance per 4% Quality","Enchante une Arme. Sa qualité ne lui donne plus de Dégâts physiques, mais 1% d'Augmentation de Chances de crit. tous les 4% de qualité","Verzaubert eine Waffe. Qualität erhöht nicht den physischen Schaden. Die Waffe hat 1% erhöhte kritische Trefferchance pro 4% Qualität","武器をエンチャントする。品質は武器の物理ダメージを増加させず、品質4%ごとにクリティカル率を1%増加させる","무기 1개 인챈트. 퀄리티가 물리 피해를 증가시키지 않으며, 퀄리티 4%당 치명타 확률 1% 증가","Encanta uma Arma Corpo a Corpo. Qualidade não aumenta seu Dano Físico, concede 1% de aumento da Chance de Crítico por cada 4% de Qualidade","Зачаровать оружие. Качество не повышает его физический урон, но дарует 1% повышение шанса критического удара за 4% качества","Encanta un arma. La calidad no aumenta su daño físico, tiene probabilidad de golpe crítico aumentada un 1% por cada 4% de calidad","ใส่เอนแชนท์ ให้กับ อาวุธ: ค่าคุณภาพจะไม่เพิ่มความเสียหายกายภาพของอาวุธ, เพิ่มโอกาสคริติคอล 1% ต่อค่าคุณภาพ 4%","附魔 1 個 武器。品質不會增加物理傷害，每 4% 品質增加 1% 暴擊率 ",1,3,5000,0,"",[9370],0
54,"WeaponElementalEnchant","<white>{Enchant} a <white>{Weapon}. Quality does not increase its Physical Damage, grants <enchanted>{1% increased Elemental Damage per 2% Quality}","<white>{Enchante} une <white>{Arme}. Sa qualité ne lui donne plus de Dégâts physiques, mais <enchanted>{1% d'Augmentation de Dégâts élémentaires tous les 2% de qualité}","<white>{Verzaubert} eine <white>{Waffe}. Qualität erhöht nicht den physischen Schaden. Die Waffe hat <enchanted>{1% erhöhten Elementarschaden pro 2% Qualität}","<white>{武器}を<white>{エンチャント}する。品質は武器の物理ダメージを増加させず、<enchanted>{品質2%ごとに元素ダメージを1%増加}させる","<white>{무기} 1개 <white>{인챈트}. 퀄리티가 물리 피해를 증가시키지 않으며, <enchanted>{퀄리티 2%당 원소 피해 1% 증가}","<white>{Encanta} uma <white>{Arma Corpo a Corpo}. Qualidade não aumenta seu Dano Físico, concede <enchanted>{1% de aumento do Dano Elemental por cada 2% de Qualidade}","<white>{Зачаровать оружие}. Качество не повышает его физический урон, но дарует <enchanted>{1% увеличение урона от стихий за 2% качества}","<white>{Encanta} un <white>{arma}. La calidad no aumenta su daño físico, otorga <enchanted>{daño elemental aumentado un 1% por cada 2% de calidad}","<white>{ใส่​เอนแชนท์} ให้​กับ <white>{อาวุธ}: ค่าคุณภาพ​จะ​ไม่​เพิ่ม​ความ​เสียหาย​กายภาพ​ของ​อาวุธ, มอบ​ม็อด <enchanted>{เพิ่ม​ความ​เสีย​หาย​ ธาตุ 1% ต่อ​ค่าคุณภาพ 2%}","<white>{附魔} 1 個 <white>{武器}。品質不會增加物理傷害，<enchanted>{每 2% 品質增加 1% 元素傷害} ",2,"add_enchant_to_class","Claw Dagger Wand One_Hand_Sword Thrusting_One_Hand_Sword One_Hand_Axe One_Hand_Mace Bow Staff Two_Hand_Sword Two_Hand_Axe Two_Hand_Mace Rune_Dagger Warstaff Sceptre ENCHANTS HarvestAlternateWeaponQualityElementalDamagePercent",[],52258,"Enchant a Weapon. Quality does not increase its Physical Damage, grants 1% increased Elemental Damage per 2% Quality","Enchante une Arme. Sa qualité ne lui donne plus de Dégâts physiques, mais 1% d'Augmentation de Dégâts élémentaires tous les 2% de qualité","Verzaubert eine Waffe. Qualität erhöht nicht den physischen Schaden. Die Waffe hat 1% erhöhten Elementarschaden pro 2% Qualität","武器をエンチャントする。品質は武器の物理ダメージを増加させず、品質2%ごとに元素ダメージを1%増加させる","무기 1개 인챈트. 퀄리티가 물리 피해를 증가시키지 않으며, 퀄리티 2%당 원소 피해 1% 증가","Encanta uma Arma Corpo a Corpo. Qualidade não aumenta seu Dano Físico, concede 1% de aumento do Dano Elemental por cada 2% de Qualidade","Зачаровать оружие. Качество не повышает его физический урон, но дарует 1% увеличение урона от стихий за 2% качества","Encanta un arma. La calidad no aumenta su daño físico, otorga daño elemental aumentado un 1% por cada 2% de calidad","ใส่เอนแชนท์ ให้กับ อาวุธ: ค่าคุณภาพจะไม่เพิ่มความเสียหายกายภาพของอาวุธ, มอบม็อด: เพิ่มความเสียหาย ธาตุ 1% ต่อค่าคุณภาพ 2%","附魔 1 個 武器。品質不會增加物理傷害，每 2% 品質增加 1% 元素傷害 ",1,3,5000,0,"",[9370],0
55,"ReforgeWhiteSocket","<white>{Reforge} the colour of a random <white>{socket} on an item, turning it <white>{White}","<white>{Recolore} en <white>{Blanc} une <white>{châsse} prise au hasard sur un objet","<white>{Verändert} die Farbe einer zufälligen Fassung eines Gegenstands zu <white>{weiß}","アイテム上のランダムな<white>{ソケット}を1個<white>{リフォージ}し、<white>{白}にする","아이템의 <white>{무작위 홈 1개}의 색상을 <white>{하얀색}으로 <white>{재련}","<white>{Reforja} a cor de um <white>{encaixe} aleatório em um item, tornando-o <white>{Branco}","<white>{Перековать} цвет случайного <white>{гнезда} на предмете, превращая его в <white>{белый}","<white>{Reforja} el color de un <white>{engarce} aleatorio de un objeto y lo vuelve <white>{blanco}","<white>{สุ่มเปลี่ยนสีรู}​​ บน​ไอ​เทม <white>{1 รู} ​ให้​กลาย​เป็น <white>{​​สีขาว​}","<white>{重鑄} 物品上 1 個隨機 <white>{插槽} 的顏色，使之改變為 <white>{白色}",2,"modify_socket_colors","W",[],29639,"Reforge the colour of a random socket on an item, turning it White","Recolore en Blanc une châsse prise au hasard sur un objet","Verändert die Farbe einer zufälligen Fassung eines Gegenstands zu weiß","アイテム上のランダムなソケットを1個リフォージし、白にする","아이템의 무작위 홈 1개의 색상을 하얀색으로 재련","Reforja a cor de um encaixe aleatório em um item, tornando-o Branco","Перековать цвет случайного гнезда на предмете, превращая его в белый","Reforja el color de un engarce aleatorio de un objeto y lo vuelve blanco","สุ่มเปลี่ยนสีรู บนไอเทม 1 รู ให้กลายเป็น สีขาว","重鑄 物品上 1 個隨機 插槽 的顏色，使之改變為白色","",1,12500,1,"",[9370],1
56,"AugmentFire","<white>{Add} a new <craftingfire>{Fire} modifier and <white>{remove} another random modifier from a non-Influenced item","<white>{Ajoute} un nouveau modificateur de <craftingfire>{feu} à un objet non Influencé et lui <white>{enlève} un autre modificateur pris au hasard ","<white>{Ergänzt} einen nicht beeinflussten Gegenstand durch einen neuen <craftingfire>{Feuer}modifikator und <white>{entfernt} einen zufälligen Modifikator","非インフルエンスアイテムに新しい<craftingfire>{火}モッドを1個追加し、ランダムな他のモッドを1個<white>{取り除く}","영향을 받지 않은 아이템에 새로운 <craftingfire>{화염} 속성 1개를 <white>{부여}하고 다른 속성을 무작위로 1개 <white>{제거}","<white>{Adiciona} um novo modificador de <craftingfire>{Fogo} e <white>{remove} outro modificador aleatório de um item não-Influenciado","<white>{Добавить} новое свойство <craftingfire>{огня} и <white>{удалить} другое случайное свойство с предмета без влияния","<white>{Agrega} un nuevo modificador de <craftingfire>{fuego} y <white>{elimina} otro modificador aleatorio de un objeto no influenciado","<white>{เพิ่มม็อด} <craftingfire>{ไฟ} ลง​ไป 1 อย่าง จากนั้น<white>{ลบม็อด}อื่น 1 อย่างแบบ​สุ่ม ​ออก​จาก​ไอเทม​ที่​ไม่มี อิทธิพล","從非勢力物品上 <white>{增加} 1 個新<craftingfire>{火焰} 詞綴並 <white>{移除} 其它隨機詞綴",2,"remove_type_and_add_type_mod","ANY FOR fire noinfluence",[],18538,"Add a new Fire modifier and remove another random modifier from a non-Influenced item","Ajoute un nouveau modificateur de feu à un objet non Influencé et lui enlève un autre modificateur pris au hasard ","Ergänzt einen nicht beeinflussten Gegenstand durch einen neuen Feuermodifikator und entfernt einen zufälligen Modifikator","非インフルエンスアイテムに新しい火モッドを1個追加し、ランダムな他のモッドを1個取り除く","영향을 받지 않은 아이템에 새로운 화염 속성 1개를 부여하고 다른 속성을 무작위로 1개 제거","Adiciona um novo modificador de Fogo e remove outro modificador aleatório de um item não-Influenciado","Добавить новое свойство огня и удалить другое случайное свойство с предмета без влияния","Agrega un nuevo modificador de fuego y elimina otro modificador aleatorio de un objeto no influenciado","เพิ่มม็อด ไฟ ลงไป 1 อย่าง จากนั้นลบม็อดอื่น 1 อย่างแบบสุ่ม ออกจากไอเทมที่ไม่มี อิทธิพล","從非勢力物品上 增加 1 個新火焰詞綴並移除其它隨機詞綴","",1,15000,1,"",[9370],0
57,"AugmentCold","<white>{Add} a new <craftingcold>{Cold} modifier and <white>{remove} another random modifier from a non-Influenced item","<white>{Ajoute} un nouveau modificateur de <craftingcold>{froid} à un objet non Influencé et lui <white>{enlève} un autre modificateur pris au hasard ","<white>{Ergänzt} einen nicht beeinflussten Gegenstand durch einen neuen <craftingcold>{Kälte}modifikator und <white>{entfernt} einen zufälligen Modifikator","非インフルエンスアイテムに新しい<craftingcold>{冷気}モッドを1個追加し、ランダムな他のモッドを1個<white>{取り除く}","영향을 받지 않은 아이템에 새로운 <craftingcold>{냉기} 속성 1개를 <white>{부여}하고 다른 속성을 무작위로 1개 <white>{제거}","<white>{Adiciona} um novo modificador de <craftingcold>{Gelo} e <white>{remove} outro modificador aleatório de um item não-Influenciado","<white>{Добавить} новое свойство <craftingcold>{холода} и <white>{удалить} другое случайное свойство с предмета без влияния","<white>{Agrega} un nuevo modificador de <craftingcold>{hielo} y <white>{elimina} otro modificador aleatorio de un objeto no influenciado","<white>{เพิ่มม็อด} <craftingcold>{น้ำแข็ง} ลง​ไป 1 อย่าง จากนั้น<white>{ลบม็อด}อื่น 1 อย่างแบบ​สุ่ม ​ออก​จาก​ไอเทม​ที่​ไม่มี อิทธิพล","從非勢力物品上 <white>{增加} 1 個新<craftingcold>{冰冷} 詞綴並 <white>{移除} 其它隨機詞綴",2,"remove_type_and_add_type_mod","ANY FOR cold noinfluence",[],5398,"Add a new Cold modifier and remove another random modifier from a non-Influenced item","Ajoute un nouveau modificateur de froid à un objet non Influencé et lui enlève un autre modificateur pris au hasard ","Ergänzt einen nicht beeinflussten Gegenstand durch einen neuen Kältemodifikator und entfernt einen zufälligen Modifikator","非インフルエンスアイテムに新しい冷気モッドを1個追加し、ランダムな他のモッドを1個取り除く","영향을 받지 않은 아이템에 새로운 냉기 속성 1개를 부여하고 다른 속성을 무작위로 1개 제거","Adiciona um novo modificador de Gelo e remove outro modificador aleatório de um item não-Influenciado","Добавить новое свойство холода и удалить другое случайное свойство с предмета без влияния","Agrega un nuevo modificador de hielo y elimina otro modificador aleatorio de un objeto no influenciado","เพิ่มม็อด น้ำแข็ง ลงไป 1 อย่าง จากนั้นลบม็อดอื่น 1 อย่างแบบสุ่ม ออกจากไอเทมที่ไม่มี อิทธิพล","從非勢力物品上 增加 1 個新冰冷詞綴並移除其它隨機詞綴","",2,15000,1,"",[9370],0
58,"AugmentLightning","<white>{Add} a new <craftinglightning>{Lightning} modifier and <white>{remove} another random modifier from a non-Influenced item","<white>{Ajoute} un nouveau modificateur de <craftinglightning>{foudre} à un objet non Influencé et lui <white>{enlève} un autre modificateur pris au hasard ","<white>{Ergänzt} einen nicht beeinflussten Gegenstand durch einen neuen <craftinglightning>{Blitz}modifikator und <white>{entfernt} einen zufälligen Modifikator","非インフルエンスアイテムに新しい<craftinglightning>{雷}モッドを1個追加し、ランダムな他のモッドを1個<white>{取り除く}","영향을 받지 않은 아이템에 새로운 <craftinglightning>{번개} 속성 1개를 <white>{부여}하고 다른 속성을 무작위로 1개 <white>{제거}","<white>{Adiciona} um novo modificador de <craftinglightning>{Raio} e <white>{remove} outro modificador aleatório de um item não-Influenciado","<white>{Добавить} новое свойство <craftinglightning>{молнии} и <white>{удалить} другое случайное свойство с предмета без влияния","<white>{Agrega} un nuevo modificador de <craftinglightning>{rayo} y <white>{elimina} otro modificador aleatorio de un objeto no influenciado","<white>{เพิ่มม็อด} <craftinglightning>{สายฟ้า} ลง​ไป 1 อย่าง จากนั้น<white>{ลบม็อด}อื่น 1 อย่างแบบ​สุ่ม ​ออก​จาก​ไอเทม​ที่​ไม่มี อิทธิพล","從非勢力物品上 <white>{增加} 1 個新<craftinglightning>{閃電} 詞綴並 <white>{移除} 其它隨機詞綴",2,"remove_type_and_add_type_mod","ANY FOR lightning noinfluence",[],33912,"Add a new Lightning modifier and remove another random modifier from a non-Influenced item","Ajoute un nouveau modificateur de foudre à un objet non Influencé et lui enlève un autre modificateur pris au hasard ","Ergänzt einen nicht beeinflussten Gegenstand durch einen neuen Blitzmodifikator und entfernt einen zufälligen Modifikator","非インフルエンスアイテムに新しい雷モッドを1個追加し、ランダムな他のモッドを1個取り除く","영향을 받지 않은 아이템에 새로운 번개 속성 1개를 부여하고 다른 속성을 무작위로 1개 제거","Adiciona um novo modificador de Raio e remove outro modificador aleatório de um item não-Influenciado","Добавить новое свойство молнии и удалить другое случайное свойство с предмета без влияния","Agrega un nuevo modificador de rayo y elimina otro modificador aleatorio de un objeto no influenciado","เพิ่มม็อด สายฟ้า ลงไป 1 อย่าง จากนั้นลบม็อดอื่น 1 อย่างแบบสุ่ม ออกจากไอเทมที่ไม่มี อิทธิพล","從非勢力物品上 增加 1 個新閃電詞綴並移除其它隨機詞綴","",3,15000,1,"",[9370],0
59,"AugmentPhysical","<white>{Add} a new <craftingphysical>{Physical} modifier and <white>{remove} another random modifier from a non-Influenced item","<white>{Ajoute} un nouveau modificateur <craftingphysical>{physique} à un objet non Influencé et lui <white>{enlève} un autre modificateur pris au hasard ","<white>{Ergänzt} einen nicht beeinflussten Gegenstand durch einen neuen <craftingphysical>{physischen} Modifikator und <white>{entfernt} einen zufälligen Modifikator","非インフルエンスアイテムに新しい<craftingphysical>{物理}モッドを1個追加し、ランダムな他のモッドを1個<white>{取り除く}","영향을 받지 않은 아이템에 새로운 <craftingphysical>{물리} 속성 1개를 <white>{부여}하고 다른 속성을 무작위로 1개 <white>{제거}","<white>{Adiciona} um novo modificador <craftingphysical>{Físico} e <white>{remove} outro modificador aleatório de um item não-Influenciado","<white>{Добавить} новое <craftingphysical>{физическое} свойство и <white>{удалить} другое случайное свойство с предмета без влияния","<white>{Agrega} un nuevo modificador <craftingphysical>{físico} y <white>{elimina} otro modificador aleatorio de un objeto no influenciado","<white>{เพิ่มม็อด} <craftingphysical>{กายภาพ} ลง​ไป 1 อย่าง จากนั้น<white>{ลบม็อด}อื่น 1 อย่างแบบ​สุ่ม ​ออก​จาก​ไอเทม​ที่​ไม่มี อิทธิพล","從非勢力物品上 <white>{增加} 1 個新<craftingphysical>{物理} 詞綴並 <white>{移除} 其它隨機詞綴",2,"remove_type_and_add_type_mod","ANY FOR physical noinfluence",[],30284,"Add a new Physical modifier and remove another random modifier from a non-Influenced item","Ajoute un nouveau modificateur physique à un objet non Influencé et lui enlève un autre modificateur pris au hasard ","Ergänzt einen nicht beeinflussten Gegenstand durch einen neuen physischen Modifikator und entfernt einen zufälligen Modifikator","非インフルエンスアイテムに新しい物理モッドを1個追加し、ランダムな他のモッドを1個取り除く","영향을 받지 않은 아이템에 새로운 물리 속성 1개를 부여하고 다른 속성을 무작위로 1개 제거","Adiciona um novo modificador Físico e remove outro modificador aleatório de um item não-Influenciado","Добавить новое физическое свойство и удалить другое случайное свойство с предмета без влияния","Agrega un nuevo modificador físico y elimina otro modificador aleatorio de un objeto no influenciado","เพิ่มม็อด กายภาพ ลงไป 1 อย่าง จากนั้นลบม็อดอื่น 1 อย่างแบบสุ่ม ออกจากไอเทมที่ไม่มี อิทธิพล","從非勢力物品上 增加 1 個新物理詞綴並移除其它隨機詞綴","",2,15000,1,"",[9370],0
60,"AugmentLife","<white>{Add} a new <craftinglife>{Life} modifier and <white>{remove} another random modifier from a non-Influenced item","<white>{Ajoute} un nouveau modificateur de <craftinglife>{vie} à un objet non Influencé et lui <white>{enlève} un autre modificateur pris au hasard ","<white>{Ergänzt} einen nicht beeinflussten Gegenstand durch einen neuen <craftinglife>{Lebens}modifikator und <white>{entfernt} einen zufälligen Modifikator","非インフルエンスアイテムに新しい<craftinglife>{ライフ}モッドを1個追加し、ランダムな他のモッドを1個<white>{取り除く}","영향을 받지 않은 아이템에 새로운 <craftinglife>{생명력} 속성 1개를 <white>{부여}하고 다른 속성을 무작위로 1개 <white>{제거}","<white>{Adiciona} um novo mod}ificador de <craftinglife>{Vida} e <white>{remove} outro modificador aleatório de um item não-Influenciado","<white>{Добавить} новое свойство <craftinglife>{здоровья} и <white>{удалить} другое случайное свойство с предмета без влияния","<white>{Agrega} un nuevo modificador de <craftinglife>{vida} y <white>{elimina} otro modificador aleatorio de un objeto no influenciado","<white>{เพิ่มม็อด} <craftinglife>{พลังชีวิต} ลง​ไป 1 อย่าง จากนั้น<white>{ลบม็อด}อื่น 1 อย่างแบบ​สุ่ม ​ออก​จาก​ไอเทม​ที่​ไม่มี อิทธิพล","從非勢力物品上 <white>{增加} 1 個新<ccraftinglife>{生命} 詞綴並 <white>{移除} 其它隨機詞綴",2,"remove_type_and_add_type_mod","ANY FOR life noinfluence",[],20827,"Add a new Life modifier and remove another random modifier from a non-Influenced item","Ajoute un nouveau modificateur de Vie à un objet non Influencé et lui enlève un autre modificateur pris au hasard ","Ergänzt einen nicht beeinflussten Gegenstand durch einen neuen Lebensmodifikator und entfernt einen zufälligen Modifikator","非インフルエンスアイテムに新しいライフモッドを1個追加し、ランダムな他のモッドを1個取り除く","영향을 받지 않은 아이템에 새로운 생명력 속성 1개를 부여하고 다른 속성을 무작위로 1개 제거","Adiciona um novo modificador de Vida e remove outro modificador aleatório de um item não-Influenciado","Добавить новое свойство здоровья и удалить другое случайное свойство с предмета без влияния","Agrega un nuevo modificador de vida y elimina otro modificador aleatorio de un objeto no influenciado","เพิ่มม็อด พลังชีวิต ลงไป 1 อย่าง จากนั้นลบม็อดอื่น 1 อย่างแบบสุ่ม ออกจากไอเทมที่ไม่มี อิทธิพล","從非勢力物品上 增加 1 個新生命 詞綴並移除其它隨機詞綴","",1,17500,1,"",[9370],0
61,"AugmentDefences","<white>{Add} a new <craftingdefences>{Defence} modifier and <white>{remove} another random modifier from a non-Influenced item","<white>{Ajoute} un nouveau modificateur de <craftingdefences>{défense} à un objet non Influencé et lui <white>{enlève} un autre modificateur pris au hasard ","<white>{Ergänzt} einen nicht beeinflussten Gegenstand durch einen neuen <craftingdefences>{Defensiv}modifikator und <white>{entfernt} einen zufälligen Modifikator","非インフルエンスアイテムに新しい<craftingdefences>{防御力}モッドを1個追加し、ランダムな他のモッドを1個<white>{取り除く}","영향을 받지 않은 아이템에 새로운 <craftingdefences>{방어} 속성 1개를 <white>{부여}하고 다른 속성을 무작위로 1개 <white>{제거}","<white>{Adiciona} um novo mod}ificador de <craftingdefenses>{Defesa} e <white>{remove} outro modificador aleatório de um item não-Influenciado","<white>{Добавить} новое свойство <craftingdefences>{защиты} и <white>{удалить} другое случайное свойство с предмета без влияния","<white>{Agrega} un nuevo modificador de <craftingdefences>{defensa} y <white>{elimina} otro modificador aleatorio de un objeto no influenciado","<white>{เพิ่มม็อด} <craftingdefences>{ป้องกัน} ลง​ไป 1 อย่าง จากนั้น<white>{ลบม็อด}อื่น 1 อย่างแบบ​สุ่ม ​ออก​จาก​ไอเทม​ที่​ไม่มี อิทธิพล","從非勢力物品上 <white>{增加} 1 個新<craftingdefences>{防禦} 詞綴並 <white>{移除} 其它隨機詞綴",2,"remove_type_and_add_type_mod","ANY FOR defences noinfluence",[],40450,"Add a new Defence modifier and remove another random modifier from a non-Influenced item","Ajoute un nouveau modificateur de défense à un objet non Influencé et lui enlève un autre modificateur pris au hasard ","Ergänzt einen nicht beeinflussten Gegenstand durch einen neuen Defensivmodifikator und entfernt einen zufälligen Modifikator","非インフルエンスアイテムに新しい防御力モッドを1個追加し、ランダムな他のモッドを1個取り除く","영향을 받지 않은 아이템에 새로운 방어 속성 1개를 부여하고 다른 속성을 무작위로 1개 제거","Adiciona um novo modificador de Defesa e remove outro modificador aleatório de um item não-Influenciado","Добавить новое свойство защиты и удалить другое случайное свойство с предмета без влияния","Agrega un nuevo modificador de defensa y elimina otro modificador aleatorio de un objeto no influenciado","เพิ่มม็อด ป้องกัน ลงไป 1 อย่าง จากนั้นลบม็อดอื่น 1 อย่างแบบสุ่ม ออกจากไอเทมที่ไม่มี อิทธิพล","從非勢力物品上 增加 1 個新防禦 詞綴並移除其它隨機詞綴","",3,17500,1,"",[9370],0
