"rownum","Id","Base_ENVFile","Corrupted_ENVFile","rid","rid","[rid]","EnvironmentTransitionsKey","PreloadGroup"
298,"11_endgame_town","Metadata/EnvironmentSettings/2_11_endgame_town.env","","","",[],"",""
299,"11_endgame_town_underground","Metadata/EnvironmentSettings/2_11_endgame_town_underground.env","Metadata/EnvironmentSettings/2_11_endgame_town.env","","",[],0,""
300,"SideBeach1","Metadata/EnvironmentSettings/SideBeach1.env","","","",[],"",""
301,"SideCaves1","Metadata/EnvironmentSettings/SideCaves1.env","","","",[],"",""
302,"SideCaves2","Metadata/EnvironmentSettings/SideCaves2.env","","","",[],"",""
303,"SideCliff1","Metadata/EnvironmentSettings/SideCliff1.env","","","",[],"",""
304,"SideLedge1","Metadata/EnvironmentSettings/SideLedge1.env","","","",[],"",""
305,"SidePrison1","Metadata/EnvironmentSettings/SidePrison1.env","","","",[],"",""
306,"SideForestCliff1","Metadata/EnvironmentSettings/SideForestCliff1.env","","","",[],"",""
307,"SideThickforest1","Metadata/EnvironmentSettings/SideThickForest1.env","","","",[],"",""
308,"SideForestCave1","Metadata/EnvironmentSettings/SideForestCave1.env","","","",[],"",""
309,"SideForestCliff2","Metadata/EnvironmentSettings/SideForestCliff2.env","","","",[],"",""
310,"SideChurch1","Metadata/EnvironmentSettings/SideChurch1.env","","","",[],"",""
311,"SideChamber1","Metadata/EnvironmentSettings/SideChamber1.env","","","",[],"",""
312,"SideThicket1","Metadata/EnvironmentSettings/SideThicket1.env","","","",[],"",""
313,"SideInca1","Metadata/EnvironmentSettings/SideInca1.env","","","",[],"",""
314,"SideChurch2","Metadata/EnvironmentSettings/SideChurch2.env","","","",[],"",""
315,"SideDock1","Metadata/EnvironmentSettings/SideDock1.env","","","",[],"",""
316,"SideGarden1","Metadata/EnvironmentSettings/SideGarden1.env","","","",[],"",""
317,"SideTower1","Metadata/EnvironmentSettings/SideTower1.env","","","",[],"",""
318,"SideJail1","Metadata/EnvironmentSettings/SideJail1.env","","","",[],"",""
319,"SideLibrary1","Metadata/EnvironmentSettings/SideLibrary1.env","","","",[],"",""
320,"SideScepter1","Metadata/EnvironmentSettings/SideScepter1.env","","","",[],"",""
321,"SideSewer1","Metadata/EnvironmentSettings/SideSewer1.env","","","",[],"",""
322,"SideTemple1","Metadata/EnvironmentSettings/SideTemple1.env","","","",[],"",""
323,"SideTemple2","Metadata/EnvironmentSettings/SideTemple2.env","","","",[],"",""
324,"SideLunarisPart2","Metadata/EnvironmentSettings/SideLunarisPart2.env","","","",[],"",""
325,"SideWarehouse1","Metadata/EnvironmentSettings/SideWarehouse1.env","","","",[],"",""
326,"SideWarehouse2","Metadata/EnvironmentSettings/SideWarehouse2.env","","","",[],"",""
327,"SideWarehouse3","Metadata/EnvironmentSettings/SideWarehouse3.env","","","",[],"",""
328,"SideSewer4","Metadata/EnvironmentSettings/SideSewer4.env","","","",[],"",""
329,"SideChurch4","Metadata/EnvironmentSettings/SideChurch4.env","","","",[],"",""
330,"SideCaves4","Metadata/EnvironmentSettings/SideCaves4.env","","","",[],"",""
331,"SideMines4","Metadata/EnvironmentSettings/SideMines4.env","","","",[],"",""
332,"SideDriedLake","Metadata/EnvironmentSettings/SideDriedLake.env","","","",[],"",""
333,"SideAscent","Metadata/EnvironmentSettings/SideAscent.env","","","",[],"",""
334,"SideUpperSlavePens","Metadata/EnvironmentSettings/SideUpperSlavePens.env","","","",[],"",""
335,"SideOriathSquare","Metadata/EnvironmentSettings/SideOriathSquare.env","","","",[],"",""
336,"SideOriathCanals","Metadata/EnvironmentSettings/SideOriathCanals.env","","","",[],"",""
337,"SideTemplarCourts","Metadata/EnvironmentSettings/SideTemplarCourts.env","","","",[],"",""
338,"SideTorchedCourts","Metadata/EnvironmentSettings/SideTorchedCourts.env","","","",[],"",""
339,"SideInnocence","Metadata/EnvironmentSettings/SideInnocence.env","","","",[],"",""
340,"SideOssuary","Metadata/EnvironmentSettings/SideOssuary.env","","","",[],"",""
341,"SideReliquary","Metadata/EnvironmentSettings/SideReliquary.env","","","",[],"",""
342,"SideCathedralRoof","Metadata/EnvironmentSettings/SideCathedralRoof.env","","","",[],"",""
343,"SideRadiantPools","Metadata/EnvironmentSettings/SideRadiantPool.env","","","",[],"",""
344,"SideRidge","Metadata/EnvironmentSettings/SideRidge.env","","","",[],"",""
345,"SideScriptorium","Metadata/EnvironmentSettings/SideScriptorium.env","","","",[],"",""
346,"SideCauseway","Metadata/EnvironmentSettings/SideCauseway.env","","","",[],"",""
347,"SideSpiderGod","Metadata/EnvironmentSettings/SideSpiderGod.env","","","",[],"",""
348,"SidePromenade","Metadata/EnvironmentSettings/SidePromenade.env","","","",[],"",""
349,"SideBathHouse","Metadata/EnvironmentSettings/SideBathHouse.env","","","",[],"",""
350,"SideDesert","Metadata/EnvironmentSettings/SideDesert.env","","","",[],"",""
351,"SideFoothills","Metadata/EnvironmentSettings/SideFoothills.env","","","",[],"",""
352,"SideRefinery","Metadata/EnvironmentSettings/SideRefinery.env","","","",[],"",""
353,"SideBoilingLake","Metadata/EnvironmentSettings/SideBoilingLake.env","","","",[],"",""
354,"SideLawlessCourts","Metadata/EnvironmentSettings/SideLawlessCourts.env","","","",[],"",""
355,"SideFissure","Metadata/EnvironmentSettings/SideFissure.env","","","",[],"",""
356,"SideGlacier","Metadata/EnvironmentSettings/SideGlacier.env","","","",[],"",""
357,"SideIceForest","Metadata/EnvironmentSettings/SideIceForest.env","","","",[],"",""
358,"LeagueAbyss","Metadata/EnvironmentSettings/LeagueAbyss.env","","","",[],"",""
359,"LeagueAbyssBoss","Metadata/EnvironmentSettings/LeagueAbyssBoss.env","","","",[],"",""
360,"LeagueBestiary_TigerBoss","Metadata/EnvironmentSettings/LeagueBestiary_TigerBoss.env","","","",[],"",""
361,"LeagueBestiary_TigerBoss_Spirit","Metadata/EnvironmentSettings/LeagueBestiary_TigerBoss_Spirit.env","","","",[],"",""
362,"LeagueBestiary_CrabBoss","Metadata/EnvironmentSettings/LeagueBestiary_CrabBoss.env","","","",[],"",""
363,"LeagueBestiary_CrabBossCave","Metadata/EnvironmentSettings/LeagueBestiary_CrabBossCave.env","","","",[],"",""
364,"LeagueBestiary_ScorpBossUpper","Metadata/EnvironmentSettings/LeagueBestiary_ScorpBossUpper.env","","","",[],"",""
365,"LeagueBestiary_ScorpBossLower","Metadata/EnvironmentSettings/LeagueBestiary_ScorpBossLower.env","","","",[],"",""
366,"LeagueBestiary_BirdsBoss","Metadata/EnvironmentSettings/LeagueBestiary_BirdsBoss.env","","","",[],"",""
367,"Talisman_Rigwald","Metadata/EnvironmentSettings/Talisman_Rigwald.env","","","",[],"",""
368,"Prophecy_PaleCourt","Metadata/EnvironmentSettings/Prophecy_PaleCourt.env","","","",[],"",""
369,"Labyrinth_Airlock","Metadata/EnvironmentSettings/Labyrinth_Airlock.env","","","",[],"",""
370,"Labyrinth_AirlockClean","Metadata/EnvironmentSettings/Labyrinth_AirlockClean.env","","","",[],"",""
371,"Labyrinth_ElegantHouse","Metadata/EnvironmentSettings/Labyrinth_Eleganthouse.env","","","",[],"",""
372,"Labyrinth_OutdoorHouse","Metadata/EnvironmentSettings/Labyrinth_OutdoorHouse.env","","","",[],"",""
373,"Labyrinth_DryGarden","Metadata/EnvironmentSettings/Labyrinth_DryGarden.env","","","",[],"",""
374,"Labyrinth_Crypt","Metadata/EnvironmentSettings/Labyrinth_Crypt.env","","","",[],"",""
375,"Labyrinth_Prison","Metadata/EnvironmentSettings/Labyrinth_Prison.env","","","",[],"",""
376,"Labyrinth_BossPlaza","Metadata/EnvironmentSettings/Labyrinth_Boss_Plaza.env","","","",[],"",""
377,"Labyrinth_BossPre","Metadata/EnvironmentSettings/Labyrinth_Boss_Arena.env","","","",[],"",""
378,"Labyrinth_BossEnv","Metadata/EnvironmentSettings/Labyrinth_Boss.env","","","",[],"",""
379,"Labyrinth_BossSilent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
380,"Labyrinth_BossProphecy","Metadata/EnvironmentSettings/Labyrinth_Eleganthouse_prophecy.env","","","",[],"",""
381,"Labyrinth_RuinedTemple","Metadata/EnvironmentSettings/Labyrinth_RuinedTemple.env","","","",[],"",""
382,"MapManor_Perandus","Metadata/EnvironmentSettings/Map2Tier10_5Unique.env","","","",[],"",""
383,"MapPlaza","Metadata/EnvironmentSettings/MapPlaza.env","","","",[],"",""
384,"FFA","Metadata/EnvironmentSettings/FFA.env","","","",[],"",""
385,"PvPBeach","Metadata/EnvironmentSettings/pvpBeach.env","","","",[],"",""
386,"PvPForest","Metadata/EnvironmentSettings/pvpForest.env","","","",[],"",""
387,"PvPChurch","Metadata/EnvironmentSettings/pvpChurch.env","","","",[],"",""
388,"PvPPrison","Metadata/EnvironmentSettings/pvpPrison.env","","","",[],"",""
389,"PvPSewers","Metadata/EnvironmentSettings/pvpSewers.env","","","",[],"",""
390,"PvPSlums","Metadata/EnvironmentSettings/pvpSlums.env","","","",[],"",""
391,"PvPDocks","Metadata/EnvironmentSettings/pvpDocks.env","","","",[],"",""
392,"PvPBattlefront","Metadata/EnvironmentSettings/pvpBattlefront.env","","","",[],"",""
393,"PvPColosseum","Metadata/EnvironmentSettings/pvpColosseum.env","","","",[],"",""
394,"PvPTemple","Metadata/EnvironmentSettings/pvpTemple.env","","","",[],"",""
395,"EndGameAcidCaverns","Metadata/EnvironmentSettings/EndgameAcidCavens.env","","","",[],"",""
396,"EndGameAcidCaverns_synthesis","Metadata/EnvironmentSettings/EndgameAcidCavens_synthesis.env","","","",[],"",""
397,"EndGameFields","Metadata/EnvironmentSettings/EndGameFields.env","","","",[],"",""
398,"EndGameFields_boss","Metadata/EnvironmentSettings/EndGameFieldsBoss.env","","","",[],"",""
399,"EndGameFields_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
400,"EndGameAtlasPhoenix","Metadata/EnvironmentSettings/EndGameAtlasPhoenix.env","","","",[],"",""
401,"EndGameAtlasPhoenix_Boss","Metadata/EnvironmentSettings/EndGameAtlasPhoenix_Boss.env","","","",[],"",""
402,"EndGameAtlasPhoenix_End","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
403,"EndGameAtlasHydra","Metadata/EnvironmentSettings/EndGameAtlasHydra.env","","","",[],"",""
404,"EndGameAtlasHydra_Boss","Metadata/EnvironmentSettings/EndGameAtlasHydra_Boss.env","","","",[],"",""
405,"EndGameAtlasHydra_End","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
406,"EndGameAtlasMinotaur","Metadata/EnvironmentSettings/EndGameAtlasMinotaur.env","","","",[],"",""
407,"EndGameAtlasMinotaur_Boss","Metadata/EnvironmentSettings/EndGameAtlasMinotaur_Boss.env","","","",[],"",""
408,"EndGameAtlasMinotaur_End","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
409,"EndGameAtlasChimera","Metadata/EnvironmentSettings/EndGameAtlasChimera.env","","","",[],"",""
410,"EndGameAtlasChimera_Boss","Metadata/EnvironmentSettings/EndGameAtlasChimera_Boss.env","","","",[],"",""
411,"EndGameAtlasChimera_End","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
412,"EndGameAtlasShaper","Metadata/EnvironmentSettings/EndGameAtlasShaper.env","","","",[],"",""
413,"EndGameAtlasShaper_Boss","Metadata/EnvironmentSettings/EndGameAtlasShaper_boss.env","","","",[],"",""
414,"EndGameAtlasShaper_End","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
415,"EndGameAtlasShaperPrison","Metadata/EnvironmentSettings/EndGameAtlasShaperPrison.env","","","",[],"",""
416,"EndGameAtlasShaperPits","Metadata/EnvironmentSettings/EndGameAtlasShaperPits.env","","","",[],"",""
417,"EndGameAtlasShaperForest","Metadata/EnvironmentSettings/EndGameAtlasShaperForest.env","","","",[],"",""
418,"EndGameAtlasShaperBelly","Metadata/EnvironmentSettings/EndGameAtlasShaperBelly.env","","","",[],"",""
419,"EndGameAtlasShaperHouse","Metadata/EnvironmentSettings/EndGameAtlasShaperHouse.env","","","",[],"",""
420,"EndGameAtlasShaperDungeon","Metadata/EnvironmentSettings/EndGameAtlasShaperDungeon.env","","","",[],"",""
421,"EndGameAtlasShaperSceptre","Metadata/EnvironmentSettings/EndGameAtlasShaperSceptre.env","","","",[],"",""
422,"EndGameAtlasShaperBellyBosses","Metadata/EnvironmentSettings/EndGameAtlasShaperBellyBosses.env","","","",[],"",""
423,"EndGameAtlasShaperShadowBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperShadowBoss.env","","","",[],"",""
424,"EndGameAtlasShaperMerveil","Metadata/EnvironmentSettings/EndGameAtlasShaperMerveil.env","","","",[],"",""
425,"EndGameAtlasShaperPitBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperPitBoss.env","","","",[],"",""
426,"EndGameAtlasShaperRigwald","Metadata/EnvironmentSettings/EndGameAtlasShaperRigwald.env","","","",[],"",""
427,"EndGameAtlasShaperBruteBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperBruteBoss.env","","","",[],"",""
428,"EndGameAtlasShaperGoddess","Metadata/EnvironmentSettings/EndGameAtlasShaperGoddess.env","","","",[],"",""
429,"EndGameAtlasShaperKaom","Metadata/EnvironmentSettings/EndGameAtlasShaperKaom.env","","","",[],"",""
430,"EndGameAtlasShaperAxisGeneral","Metadata/EnvironmentSettings/EndGameAtlasShaperAxisGeneral.env","","","",[],"",""
431,"EndGameAtlasShaperWeaver","Metadata/EnvironmentSettings/EndGameAtlasShaperWeaver.env","","","",[],"",""
432,"EndGameAtlasShaperSeaWitchSpark","Metadata/EnvironmentSettings/EndGameAtlasShaperSeaWitchSpark.env","","","",[],"",""
433,"EndGameAtlasShaperSeaWitchFire","Metadata/EnvironmentSettings/EndGameAtlasShaperSeaWitchFire.env","","","",[],"",""
434,"EndGameAtlasShaperPiety","Metadata/EnvironmentSettings/EndGameAtlasShaperPiety.env","","","",[],"",""
435,"EndGamePortal","Metadata/EnvironmentSettings/EndGamePortal.env","","","",[],"",""
436,"EndGamePrison1","Metadata/EnvironmentSettings/EndGamePrison.env","","","",[],"",""
437,"EndGamePrison1_synthesis","Metadata/EnvironmentSettings/EndGamePrison_synthesis.env","","","",[],"",""
438,"EndGameForest1","Metadata/EnvironmentSettings/EndGameForest.env","","","",[],"",""
439,"EndGameForestUnderground","Metadata/EnvironmentSettings/EndGameForestUndergound.env","","","",[],"",""
440,"EndGameReef","Metadata/EnvironmentSettings/EndGameReef.env","","","",[],"",""
441,"EndGameReef_synthesis","Metadata/EnvironmentSettings/EndGameReef_synthesis.env","","","",[],"",""
442,"EndGameReefPreboss","Metadata/EnvironmentSettings/EndGameReef_boss.env","","","",[],"",""
443,"EndGameReefBoss","Metadata/EnvironmentSettings/EndGameReef_boss.env","","","",[],"",""
444,"EndGameReefBoss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
445,"EndGameLedge","Metadata/EnvironmentSettings/EndGameLedge.env","","","",[],"",""
446,"EndGameLedge2","Metadata/EnvironmentSettings/EndGameLedge2.env","","","",[],"",""
447,"EndGameLedge2_synthesis","Metadata/EnvironmentSettings/EndGameLedge2_synthesis.env","","","",[],"",""
448,"EndGameSwampFetid","Metadata/EnvironmentSettings/EndGameSwampFetid.env","","","",[],"",""
449,"EndGameSwampBog","Metadata/EnvironmentSettings/EndGameSwampBog.env","","","",[],"",""
450,"EndGameSwampBog_synthesis","Metadata/EnvironmentSettings/EndGameSwampBog_synthesis.env","","","",[],"",""
451,"EndGameSwampBog2","Metadata/EnvironmentSettings/EndGameSwampBog2.env","","","",[],"",""
452,"EndGameCaveRiver","Metadata/EnvironmentSettings/EndGameCaveRiver.env","","","",[],"",""
453,"EndGameCrystalOre","Metadata/EnvironmentSettings/EndGameCrystalOre.env","","","",[],"",""
454,"EndGameCaveTunnels","Metadata/EnvironmentSettings/EndGameCaveTunnels.env","","","",[],"",""
455,"EndGameRuinedTempleForest","Metadata/EnvironmentSettings/EndGameRuinedTempleForest.env","","","",[],"",""
456,"EndGameOvergrownRuin_boss","Metadata/EnvironmentSettings/EndGameOvergrownRuinBoss.env","","","",[],"",""
457,"EndGameOvergrownRuin_boss_silent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
458,"EndGameIncaPyramid","Metadata/EnvironmentSettings/EndGameIncaPyramid.env","","","",[],"",""
459,"EndGameIncaVault","Metadata/EnvironmentSettings/EndGameIncaVault.env","","","",[],"",""
460,"EndGameCovesIsland","Metadata/EnvironmentSettings/EndGameCovesIsland.env","","","",[],"",""
461,"EndGameRockyClimb","Metadata/EnvironmentSettings/EndGameRockyClimb.env","","","",[],"",""
462,"EndGameGraveyard","Metadata/EnvironmentSettings/EndGameGraveyard.env","","","",[],"",""
463,"EndGameGraveyard_synthesis","Metadata/EnvironmentSettings/EndGameGraveyard_synthesis.env","","","",[],"",""
464,"EndGameGraveyardInside","Metadata/EnvironmentSettings/EndGameGraveyardInside.env","","","",[],"",""
465,"EndGameGraveyardBoss","Metadata/EnvironmentSettings/EndGameGraveyardBoss.env","","","",[],"",""
466,"EndGameAct3church","Metadata/EnvironmentSettings/EndGameAct3church.env","","","",[],"",""
467,"EndGameAct3church_synthesis","Metadata/EnvironmentSettings/EndGameAct3church_synthesis.env","","","",[],"",""
468,"EndGameJail","Metadata/EnvironmentSettings/EndGameJail.env","","","",[],"",""
469,"EndGameWaterfallCave","Metadata/EnvironmentSettings/EndGameWaterfallCave.env","","","",[],"",""
470,"EndGameWaterfallCave_synthesis","Metadata/EnvironmentSettings/EndGameWaterfallCave_synthesis.env","","","",[],"",""
471,"EndGameThicket","Metadata/EnvironmentSettings/EndGameThicket.env","","","",[],"",""
472,"EndGameThicket_synthesis","Metadata/EnvironmentSettings/EndGameThicket_synthesis.env","","","",[],"",""
473,"EndGamePoolsStreams","Metadata/EnvironmentSettings/EndGamePoolsStreams.env","","","",[],"",""
474,"EndGamePoolsStreams_synthesis","Metadata/EnvironmentSettings/EndGamePoolsStreams_synthesis.env","","","",[],"",""
475,"EndGameShipGraveyard","Metadata/EnvironmentSettings/EndGameShipGraveyard.env","","","",[],"",""
476,"EndGameDunes","Metadata/EnvironmentSettings/EndGameTerraces.env","","","",[],"",""
477,"EndGameDryForest","Metadata/EnvironmentSettings/EndGameDryForest.env","","","",[],"",""
478,"EndGameAct2Church","Metadata/EnvironmentSettings/EndGameAct2Church.env","","","",[],"",""
479,"EndGameAct2ChurchBoss","Metadata/EnvironmentSettings/EndGameAct2ChurchBoss.env","","","",[],"",""
480,"EndGameSaltFlats","Metadata/EnvironmentSettings/EndGameSaltFlats.env","","","",[],"",""
481,"EndGameDarkForest","Metadata/EnvironmentSettings/EndGameDarkForest.env","","","",[],"",""
482,"EndGameDarkForest_synthesis","Metadata/EnvironmentSettings/EndGameDarkForest_synthesis.env","","","",[],"",""
483,"EndGameSpiderGrove","Metadata/EnvironmentSettings/EndGameSpiderGrove.env","","","",[],"",""
484,"EndGameSpiderGrove_synthesis","Metadata/EnvironmentSettings/EndGameSpiderGrove_synthesis.env","","","",[],"",""
485,"EndGameSpiderLair","Metadata/EnvironmentSettings/EndGameSpiderLair.env","","","",[],"",""
486,"EndGameSpiderLair_synthesis","Metadata/EnvironmentSettings/EndGameSpiderLair_synthesis.env","","","",[],"",""
487,"EndGameSewers","Metadata/EnvironmentSettings/EndGameSewers.env","","","",[],"",""
488,"EndGameSewers_synthesis","Metadata/EnvironmentSettings/EndGameSewers_synthesis.env","","","",[],"",""
489,"EndGameBeachStrand","Metadata/EnvironmentSettings/EndGameBeachStrand.env","","","",[],"",""
490,"EndGameIndustrialDocks","Metadata/EnvironmentSettings/EndGameIndustrialDocks.env","","","",[],"",""
491,"EndGameColonnade","Metadata/EnvironmentSettings/EndGameColonnade.env","","","",[],"",""
492,"EndGameDam","Metadata/EnvironmentSettings/EndGameDam.env","","","",[],"",""
493,"EndGameWaterfallCaveSea","Metadata/EnvironmentSettings/EndGameWaterfallCaveSea.env","","","",[],"",""
494,"EndGameCaveMine","Metadata/EnvironmentSettings/EndGameCaveMine.env","","","",[],"",""
495,"EndGameCaveMine_synthesis","Metadata/EnvironmentSettings/EndGameCaveMine_synthesis.env","","","",[],"",""
496,"EndGameCemetery","Metadata/EnvironmentSettings/EndGameCemetery.env","","","",[],"",""
497,"EndGameCemetary_Prophecy","Metadata/EnvironmentSettings/EndGameCemetery_prophecy.env","","","",[],"",""
498,"EndGameCemeteryIndoors","Metadata/EnvironmentSettings/EndGameCemeteryIndoors.env","","","",[],"",""
499,"EndGameCemeteryIndoorsSilent","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
500,"EndGameAshenWood","Metadata/EnvironmentSettings/EndGameDryForest2.env","","","",[],"",""
501,"EndGameAshenWood_synthesis","Metadata/EnvironmentSettings/EndGameDryForest2_synthesis.env","","","",[],"",""
502,"EndGameSewers2","Metadata/EnvironmentSettings/EndGameSewers.env","","","",[],"",""
503,"EndGameSewers2Boss","Metadata/EnvironmentSettings/EndGameSewers2Boss.env","","","",[],"",""
504,"EndGameForest2","Metadata/EnvironmentSettings/EndGameForest.env","","","",[],"",""
505,"EndGameSpiderForest","Metadata/EnvironmentSettings/EndGameDarkForest.env","","","",[],"",""
506,"EndGamePrison2","Metadata/EnvironmentSettings/EndGamePrison2.env","","","",[],"",""
507,"EndGamePrison2_synthesis","Metadata/EnvironmentSettings/EndGamePrison2_synthesis.env","","","",[],"",""
508,"EndGamePrimevalCity","Metadata/EnvironmentSettings/EndGamePrimevalCity.env","","","",[],"",""
509,"EndGamePrimevalCityBoss","Metadata/EnvironmentSettings/EndGamePrimevalCityBoss.env","","","",[],"",""
510,"EndGameJail2","Metadata/EnvironmentSettings/EndGameJail2.env","","","",[],"",""
511,"EndGameIncaMaze","Metadata/EnvironmentSettings/EndGameIncaMaze.env","","","",[],"",""
512,"EndGameIncaMaze_synthesis","Metadata/EnvironmentSettings/EndGameIncaMaze_synthesis.env","","","",[],"",""
513,"EndGameAct2ChurchNecropolis","Metadata/EnvironmentSettings/EndGameAct2Church.env","","","",[],"",""
514,"EndGameRuinedTempleForest2","Metadata/EnvironmentSettings/EndGameRuinedTempleForest.env","","","",[],"",""
515,"EndGameRuinedTempleForest2_synthesis","Metadata/EnvironmentSettings/EndGameRuinedTempleForest2_synthesis.env","","","",[],"",""
516,"EndGameRuinedTempleForest2_maligaro","Metadata/EnvironmentSettings/EndGameRuinedTempleForest_maligaro.env","","","",[],"",""
517,"EndGameRockyClimb2","Metadata/EnvironmentSettings/EndGameRockyClimb.env","","","",[],"",""
518,"EndGameWarehouses","Metadata/EnvironmentSettings/EndGameWarehouses.env","","","",[],"",""
519,"EndGameWarehousesBoss","Metadata/EnvironmentSettings/EndGameWarehousesBoss.env","","","",[],"",""
520,"EndGameMarketArcade","Metadata/EnvironmentSettings/EndGameMarketArcade.env","","","",[],"",""
521,"EndGameSlumPrecinct","Metadata/EnvironmentSettings/EndGameSlumsPrecinct.env","","","",[],"",""
522,"EndGameSlumPrecinct_synthesis","Metadata/EnvironmentSettings/EndGameSlumsPrecinct_synthesis.env","","","",[],"",""
523,"EndGameSlumGhetto","Metadata/EnvironmentSettings/EndGameSlumGhetto.env","","","",[],"",""
524,"EndGameMarketBazaar","Metadata/EnvironmentSettings/EndGameMarketBazaar.env","","","",[],"",""
525,"EndGameMarketBazaar_synthesis","Metadata/EnvironmentSettings/EndGameMarketBazaar_synthesis.env","","","",[],"",""
526,"EndGameMarketBazaarBoss","Metadata/EnvironmentSettings/EndGameMarketBazaarBoss.env","","","",[],"",""
527,"EndGameSolaris","Metadata/EnvironmentSettings/EndGameSolaris.env","","","",[],"",""
528,"EndGameSolaris_synthesis","Metadata/EnvironmentSettings/EndGameSolaris_synthesis.env","","","",[],"",""
529,"EndGameLunaris","Metadata/EnvironmentSettings/EndGameLunaris.env","","","",[],"",""
530,"EndGameLunaris_boss","Metadata/EnvironmentSettings/EndGameLunarisBoss.env","","","",[],"",""
531,"EndGameIndustrialDocks2","Metadata/EnvironmentSettings/EndGameIndustrialDocks2.env","","","",[],"",""
532,"EndGamePier","Metadata/EnvironmentSettings/EndGamePier.env","","","",[],"",""
533,"EndGamePier_synthesis","Metadata/EnvironmentSettings/EndGamePier_synthesis.env","","","",[],"",""
534,"EndGameMalformation","Metadata/EnvironmentSettings/EndGameMalformation.env","","","",[],"",""
535,"EndGamePhantasmagoria","Metadata/EnvironmentSettings/EndGamePhantasmagoria.env","","","",[],"",""
536,"EndGamePhantasmagoria_synthesis","Metadata/EnvironmentSettings/EndGamePhantasmagoria_synthesis.env","","","",[],"",""
537,"EndGameCore","Metadata/EnvironmentSettings/EndGameCore.env","","","",[],"",""
538,"EndGameCore_boss1","Metadata/EnvironmentSettings/EndGameCore_boss1.env","","","",[],"",""
539,"EndGameCore_boss2","Metadata/EnvironmentSettings/EndGameCore_boss2.env","","","",[],"",""
540,"EndGameHarvest","Metadata/EnvironmentSettings/EndGameHarvest.env","","","",[],"",""
541,"EndGameMaelstromOfChaos","Metadata/EnvironmentSettings/EndGameMaelstromOfChaos.env","","","",[],"",""
542,"EndGameMaelstromOfChaosInside","Metadata/EnvironmentSettings/EndGameMaelstromOfChaosInside.env","","","",[],"",""
543,"EndGameMusicBox","Metadata/EnvironmentSettings/EndGameMusicBox.env","","","",[],"",""
544,"EndGameMusicBox2","Metadata/EnvironmentSettings/no_music.env","","","",[],"",""
545,"EndGamePromenade","Metadata/EnvironmentSettings/EndGamePromenade.env","","","",[],"",""
546,"EndGameUndeadSiege","Metadata/EnvironmentSettings/EndGameUndeadSiege.env","","","",[],"",""
547,"EndGameCowardsTrial","Metadata/EnvironmentSettings/EndGameCowardsTrial.env","","","",[],"",""
548,"EndGameCowardsTrial_Abyssal","Metadata/EnvironmentSettings/EndGameCowardsTrial_Abyssal.env","","","",[],"",""
549,"EndGameCowardsTrial_Crypt","Metadata/EnvironmentSettings/EndGameCowardsTrial_Crypt.env","","","",[],"",""
550,"EndGameCowardsTrial_Vaal","Metadata/EnvironmentSettings/EndGameCowardsTrial_Vaal.env","","","",[],"",""
551,"EndGameAsylum","Metadata/EnvironmentSettings/EndGameAsylum.env","","","",[],"",""
552,"EndGameChurchFire","Metadata/EnvironmentSettings/EndGameChurchFire.env","","","",[],"",""
553,"EndGameTreasureIsland","Metadata/EnvironmentSettings/EndGameTreasureIsland.env","","","",[],"",""
554,"EndGameAqueduct","Metadata/EnvironmentSettings/EndGameAqueduct.env","","","",[],"",""
555,"EndGameChannel","Metadata/EnvironmentSettings/EndGameChannel.env","","","",[],"",""
556,"EndGamePantheon","Metadata/EnvironmentSettings/EndGamePantheon.env","","","",[],"",""
557,"EndGameOba1","Metadata/EnvironmentSettings/EndGameOba1.env","","","",[],"",""
558,"EndGameOba2","Metadata/EnvironmentSettings/EndGameOba2.env","","","",[],"",""
559,"EndGameOba3","Metadata/EnvironmentSettings/EndGameOba3.env","","","",[],"",""
560,"EndGameLegends","Metadata/EnvironmentSettings/EndGameIncaLegends.env","","","",[],"",""
561,"EndGameParadise","Metadata/EnvironmentSettings/EndGameParadise.env","","","",[],"",""
562,"EndGameParadiseInside","Metadata/EnvironmentSettings/EndGameParadiseInside.env","","","",[],"",""
563,"EndGameBlackguard","Metadata/EnvironmentSettings/EndGameBlackguard.env","","","",[],"",""
564,"EndGameKaomVolcano","Metadata/EnvironmentSettings/EndGameKaomVolcano.env","","","",[],"",""
565,"EndGameKaomAbyss_outside","Metadata/EnvironmentSettings/EndGameKaomAbyss_outside.env","","","",[],"",""
566,"EndGameKaomAbyss_synthesis","Metadata/EnvironmentSettings/EndGameKaomAbyss_synthesis.env","","","",[],"",""
