"rownum","QuestKey","i32","QuestStates","[i32]","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool","Message (English)","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","MapPinsKeys1","i32","MapPinsTexts (English)","MapPinsTexts (French)","MapPinsTexts (German)","MapPinsTexts (Japanese)","MapPinsTexts (Korean)","MapPinsTexts (Portuguese)","MapPinsTexts (Russian)","MapPinsTexts (Spanish)","MapPinsTexts (Thai)","MapPinsTexts (Traditional Chinese)","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)"
603,59,21,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe du Seigneur.","Besteht alle Aszendenzprüfungen, damit Euch der Zugang zum Labyrinth des Herrschers gewährt wird.","このエリア内にあるアセンダンシーの試練全てに挑み、皇帝のラビリンスに入ろう。","군주의 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto do Lorde.","Завершите все испытания Восхождения, чтобы войти в Лабиринт правителя.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto del Señor.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว","完成所有的昇華試煉以進入帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[264],10,"",216,236,246,106,114,212,196,218,214,100
604,59,22,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe Cruel.","Besteht alle Aszendenzprüfungen, damit Ihr Zugang zum grausamen Labyrinth erhaltet.","このエリア内にあるアセンダンシーの試練全てに挑み、残酷なラビリンスに入ろう。","잔혹한 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto Cruel.","Завершите все испытания Восхождения, чтобы войти в Жестокий Лабиринт.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto Cruel.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทางไป​ยัง​เขา​วงกต​โหดร้าย","完成所有的昇華試煉以進入殘酷帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[269],10,"",216,236,246,106,114,212,196,218,214,100
605,59,23,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe Cruel.","Besteht alle Aszendenzprüfungen, damit Ihr Zugang zum grausamen Labyrinth erhaltet.","このエリア内にあるアセンダンシーの試練全てに挑み、残酷なラビリンスに入ろう。","잔혹한 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto Cruel.","Завершите все испытания Восхождения, чтобы войти в Жестокий Лабиринт.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto Cruel.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทางไป​ยัง​เขา​วงกต​โหดร้าย","完成所有的昇華試煉以進入殘酷帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[270],10,"",216,236,246,106,114,212,196,218,214,100
606,59,24,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe Cruel.","Besteht alle Aszendenzprüfungen, damit Ihr Zugang zum grausamen Labyrinth erhaltet.","このエリア内にあるアセンダンシーの試練全てに挑み、残酷なラビリンスに入ろう。","잔혹한 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto Cruel.","Завершите все испытания Восхождения, чтобы войти в Жестокий Лабиринт.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto Cruel.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทางไป​ยัง​เขา​วงกต​โหดร้าย","完成所有的昇華試煉以進入殘酷帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[271],10,"",216,236,246,106,114,212,196,218,214,100
607,59,25,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe Impitoyable.","Besteht alle Aszendenzprüfungen, damit Ihr Zugang zum gnadenlosen Labyrinth erhaltet.","このエリア内にあるアセンダンシーの試練全てに挑み、無慈悲なラビリンスに入ろう。","무자비한 미궁에 진입하기 위하여 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto Impiedoso.","Завершите все испытания Восхождения, чтобы войти в Безжалостный Лабиринт.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto Despiadado.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทางไป​ยัง​เขา​วงกต​ไร้ปรานี","完成所有的昇華試煉以進入無情帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[273],10,"",216,236,246,106,114,212,196,218,214,100
608,59,26,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe Impitoyable.","Besteht alle Aszendenzprüfungen, damit Ihr Zugang zum gnadenlosen Labyrinth erhaltet.","このエリア内にあるアセンダンシーの試練全てに挑み、無慈悲なラビリンスに入ろう。","무자비한 미궁에 진입하기 위하여 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto Impiedoso.","Завершите все испытания Восхождения, чтобы войти в Безжалостный Лабиринт.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto Despiadado.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทางไป​ยัง​เขา​วงกต​ไร้ปรานี","完成所有的昇華試煉以進入無情帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[274],10,"",216,236,246,106,114,212,196,218,214,100
609,59,27,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe Impitoyable.","Besteht alle Aszendenzprüfungen, damit Ihr Zugang zum gnadenlosen Labyrinth erhaltet.","このエリア内にあるアセンダンシーの試練全てに挑み、無慈悲なラビリンスに入ろう。","무자비한 미궁에 진입하기 위하여 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto Impiedoso.","Завершите все испытания Восхождения, чтобы войти в Безжалостный Лабиринт.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto Despiadado.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทางไป​ยัง​เขา​วงกต​ไร้ปรานี","完成所有的昇華試煉以進入無情帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[273],10,"",216,236,246,106,114,212,196,218,214,100
610,60,0,[937],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Merciless Labyrinth.","Accomplissez l'Épreuve d'Ascendance qui se trouve dans cette zone. Terminez-les toutes afin d'obtenir l'accès au Labyrinthe Impitoyable.","Besteht die Aszendenzprüfung in diesem Gebiet. Besteht alle Prüfungen, damit Euch der Zugang zum gnadenlosen Labyrinth gewährt wird.","このエリア内にあるアセンダンシーの試練に挑もう。試練を全てクリアし、無慈悲なラビリンスに入ろう。","이 지역의 전직 시험을 통과하십시오. 무자비한 미궁에 진입하기 위하여 모든 전직 시험을 완료하십시오.","Complete a provação de Ascensão nesta Área. Complete todas as Provações para acessar o Labirinto Impiedoso.","Пройдите испытание Восхождения в этой области. Завершите все испытания, чтобы войти в Безжалостный Лабиринт.","Resuelve la Prueba de Ascendencia en esta Área. Completa todas las Pruebas para acceder al Laberinto Despiadado.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ใน​ด่าน​นี้​ให้​เสร็จ​สิ้น ผ่าน​บท​ทดสอบ​ทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยังเขา​วงกต​ไร้ปรานี","完成此區域的昇華試煉。完成所有試煉後以進入無情帝王迷宮。","","Solve the Trial of Ascendancy in this Area","Accomplissez l'Épreuve d'Ascendance de cette zone","Besteht die Aszendenzprüfung in diesem Gebiet","このエリア内にあるアセンダンシーの試練に挑め","이 지역의 전직 시험을 통과하십시오","Complete a Provação de Ascensão nesta Área","Завершите испытание Восхождения в этой области","Resuelve la Prueba de Ascendencia en esta Área","ผ่าน​บททดสอบ​ครองอำนาจ​ใน​ด่านนี้","完成此區域的昇華試煉",[],0,"[""Solve the Trial of Ascendancy in this Area""]","[""Accomplissez l'Épreuve d'Ascendance de cette zone.""]","[""Besteht die Aszendenzprüfung in diesem Gebiet.""]","[""このエリア内にあるアセンダンシーの試練に挑め""]","[""이 지역의 전직 시험 통과하기""]","[""Complete a Provação de Ascensão nesta Área""]","[""Завершите испытание Восхождения в этой области""]","[""Resuelve la Prueba de Ascendencia en esta Área""]","[""ผ่าน​บททดสอบ​ครองอำนาจ​ใน​ด่านนี้""]","[""完成此區域的昇華試煉""]",[],[156],"",[],[274],10,"",216,236,246,106,114,212,196,218,214,100
611,60,1,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","Vous avez accompli toutes les Épreuves d'Ascendance. Vous avez désormais accès au Labyrinthe du Seigneur, depuis le Campement de Sarn.","Ihr habt alle Aszendenzprüfungen bewältigt. Euch ist nun der Zugang zum Labyrinth des Herrschers im Lager von Sarn gewährt.","アセンダンシーの試練を全てクリアした。サーンの野営地から皇帝のラビリンスに入れるようになった。","모든 전직 시험을 통과했습니다. 이제 사안 야영지에서 군주의 미궁에 진입할 수 있습니다.","Você completou todas as Provações de Ascensão. Você já pode acessar o Labirinto do Lorde no Acampamento de Sarn.","Вы прошли все испытания Восхождения. Теперь вы можете войти в Лабиринт правителя из Лагеря Сарна.","Has resuelto todas las Pruebas de Ascendencia. Ya puedes acceder al Laberinto del Señor desde el Campamento de Sarn.","คุณ​ได้​ผ่านบท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​แล้ว คุณ​สามารถ​เปิด​ทางไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว​ได้​จาก​ภายใน​ค่าย​ซาร์น","你已經完成所有昇華試煉。你現在可以從薩恩營地進入帝王迷宮。","","Enter the Labyrinth","Entrez dans le Labyrinthe","Betretet das Labyrinth","ラビリンスに入れ","미궁에 들어가십시오","Entre no Labirinto","Войдите в Лабиринт","Entra al Laberinto","เข้าเขาวงกต","進入帝王迷宮",[],0,"[""Enter the Labyrinth""]","[""Entrez dans le Labyrinthe.""]","[""Betretet das Labyrinth.""]","[""ラビリンスに入れ""]","[""미궁 진입하기""]","[""Entre no Labirinto""]","[""Войдите в Лабиринт""]","[""Entra al Laberinto""]","[""เข้า​เขาวงกต""]","[""進入帝王迷宮""]",[],[156],"","[268,266,265,267,263,264]",[],10,"",216,236,246,106,114,212,196,218,214,100
612,60,2,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","Vous avez accompli toutes les Épreuves d'Ascendance. Vous avez désormais accès au Labyrinthe du Seigneur, depuis le Campement de Sarn.","Ihr habt alle Aszendenzprüfungen bewältigt. Euch ist nun der Zugang zum Labyrinth des Herrschers im Lager von Sarn gewährt.","アセンダンシーの試練を全てクリアした。サーンの野営地から皇帝のラビリンスに入れるようになった。","모든 전직 시험을 통과했습니다. 이제 사안 야영지에서 군주의 미궁에 진입할 수 있습니다.","Você completou todas as Provações de Ascensão. Você já pode acessar o Labirinto do Lorde no Acampamento de Sarn.","Вы прошли все испытания Восхождения. Теперь вы можете войти в Лабиринт правителя из Лагеря Сарна.","Has resuelto todas las Pruebas de Ascendencia. Ya puedes acceder al Laberinto del Señor desde el Campamento de Sarn.","คุณ​ได้​ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​แล้ว คุณ​สามารถ​เปิด​ทาง​ไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว​ได้​จาก​ภายใน​ค่าย​ซาร์น","你已經完成所有昇華試煉。你現在可以從薩恩營地進入帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"","[268,266,265,267,263,264]",[],10,"",216,236,246,106,114,212,196,218,214,100
613,60,3,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe du Seigneur.","Besteht alle Aszendenzprüfungen, damit Euch der Zugang zum Labyrinth des Herrschers gewährt wird.","このエリア内にあるアセンダンシーの試練全てに挑み、皇帝のラビリンスに入ろう。","군주의 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto do Lorde.","Завершите все испытания Восхождения, чтобы войти в Лабиринт правителя.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto del Señor.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทางไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว","完成所有的昇華試煉以進入帝王迷宮。","","Solve the Trials of Ascendancy","Accomplissez les Épreuves d'Ascendance","Besteht die Aszendenzprüfungen","アセンダンシーの試練に挑め","전직 시험을 통과하십시오","Complete as Provaçãos de Ascensão","Завершите испытания Восхождения","Resuelve las Pruebas de Ascendencia","ผ่าน​บททดสอบ​ครองอำนาจ​ให้ครบ","完成昇華試煉",[],0,"[""Solve the Trials of Ascendancy""]","[""Accomplissez les Épreuves d'Ascendance.""]","[""Besteht die Aszendenzprüfungen.""]","[""アセンダンシーの試練に挑め""]","[""전직 시험 통과하기""]","[""Complete as Provaçãos de Ascensão""]","[""Завершите испытания Восхождения""]","[""Resuelve las Pruebas de Ascendencia""]","[""ผ่าน​บททดสอบ​ครองอำนาจ​ให้ครบ""]","[""完成昇華試煉""]",[],[156],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
614,60,4,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe du Seigneur.","Besteht alle Aszendenzprüfungen, damit Euch der Zugang zum Labyrinth des Herrschers gewährt wird.","このエリア内にあるアセンダンシーの試練全てに挑み、皇帝のラビリンスに入ろう。","군주의 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto do Lorde.","Завершите все испытания Восхождения, чтобы войти в Лабиринт правителя.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto del Señor.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยังเขา​วงกต​นาย​เหนือ​หัว","完成所有的昇華試煉以進入帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
615,60,5,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","Vous avez désormais accès au Labyrinthe du Seigneur, depuis le Campement de Sarn. Terminez-le afin d'acquérir votre Ascendance.","Ihr habt Zugang zum Labyrinth des Herrschers im Lager von Sarn erhalten. Schließt es ab und verdient Euch Eure Aszendenz.","サーンの野営地から残酷なラビリンスに入れるようになった。クリアしてアセンダンシーを得よう。","사안 야영지에서 군주의 미궁에 진입했습니다. 전직하려면 미궁을 완료하십시오.","Você ganhou acesso ao Labirinto do Lorde no Acampamento de Sarn. Complete-o para ganhar sua Ascensão.","Вы открыли доступ в Лабиринт правителя из Лагеря Сарна. Пройдите лабиринт и заслужите свое Восхождение.","Has ganado acceso al Laberinto del Señor desde el Campamento de Sarn. Complétalo para ganar tu Ascendencia.","คุณ​ได้​เปิด​ทาง​ไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว​จาก​ค่าย​ซาร์น​แล้ว ผ่าน​เขา​วงกต​นี้​ให้​เสร็จ​สิ้น​เพื่อ​ครอบครอง​​คลาส​เสริม​ของ​คุณ","你可以從薩恩營地前往帝王迷宮。完成它可以獲得昇華職業。","","Complete the Labyrinth","Terminez le Labyrinthe","Schließt das Labyrinth ab","ラビリンスをクリアしろ","미궁을 완료하십시오","Complete o Labirinto","Пройдите Лабиринт","Completa el Laberinto","ผ่าน​เขาวงกต​ให้​เสร็จสิ้น","完成帝王迷宮",[],0,"[""Complete the Labyrinth""]","[""Terminez le Labyrinthe.""]","[""Schließt das Labyrinth ab.""]","[""ラビリンスをクリアしろ""]","[""미궁 완료하기""]","[""Complete o Labirinto""]","[""Пройдите Лабиринт""]","[""Completa el Laberinto""]","[""ผ่าน​เขาวงกต​​ให้​เสร็จสิ้น""]","[""完成帝王迷宮""]",[],[156],"","[268,266,265,267,263,264]",[],10,"",216,236,246,106,114,212,196,218,214,100
616,60,6,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","Vous avez désormais accès au Labyrinthe du Seigneur, depuis le Campement de Sarn. Terminez-le afin d'acquérir votre Ascendance.","Ihr habt Zugang zum Labyrinth des Herrschers im Lager von Sarn erhalten. Schließt es ab und verdient Euch Eure Aszendenz.","サーンの野営地から残酷なラビリンスに入れるようになった。クリアしてアセンダンシーを得よう。","사안 야영지에서 군주의 미궁에 진입했습니다. 전직하려면 미궁을 완료하십시오.","Você ganhou acesso ao Labirinto do Lorde no Acampamento de Sarn. Complete-o para ganhar sua Ascensão.","Вы открыли доступ в Лабиринт правителя из Лагеря Сарна. Пройдите лабиринт и заслужите свое Восхождение.","Has ganado acceso al Laberinto del Señor desde el Campamento de Sarn. Complétalo para ganar tu Ascendencia.","คุณ​ได้​เปิด​ทาง​ไป​ยังเขา​วงกต​นาย​เหนือ​หัว​จาก​ค่าย​ซาร์น​แล้ว ผ่าน​เขา​วงกต​นี้​ให้​เสร็จ​สิ้น​เพื่อ​ครอบครอง​​คลาส​เสริม​ของ​คุณ","你可以從薩恩營地前往帝王迷宮。完成它可以獲得昇華職業。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"","[268,266,265,267,263,264]",[],10,"",216,236,246,106,114,212,196,218,214,100
617,60,7,"[937,0]",[899],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe du Seigneur.","Besteht alle Aszendenzprüfungen, damit Euch der Zugang zum Labyrinth des Herrschers gewährt wird.","このエリア内にあるアセンダンシーの試練全てに挑み、皇帝のラビリンスに入ろう。","군주의 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto do Lorde.","Завершите все испытания Восхождения, чтобы войти в Лабиринт правителя.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto del Señor.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว","完成所有的昇華試煉以進入帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[],10,"",216,236,246,106,114,212,196,218,214,100
618,60,8,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","Vous avez désormais accès au Labyrinthe Cruel, depuis le Campement de Sarn. Terminez-le afin d'obtenir des points d'Ascendance supplémentaires.","Ihr habt Zugang zum grausamen Labyrinth im Lager von Sarn erhalten. Schließt es ab, um zusätzliche Aszendenzpunkte zu erhalten.","サーンの野営地から残酷なラビリンスに入れるようになった。クリアして追加アセンダンシーポイントを得よう。","사안 야영지에서 잔혹한 미궁에 진입했습니다. 추가 전직 포인트를 획득하려면 미궁을 완료하십시오.","Você ganhou acesso ao Labirinto Cruel no Acampamento de Sarn. Complete-o para conseguir Pontos de Ascensão adicionais.","Вы открыли доступ в Жестокий Лабиринт из Лагеря Сарна. Пройдите Лабиринт, чтобы получить дополнительные очки Восхождения.","Has ganado acceso al Laberinto Cruel desde el Campamento de Sarn. Complétalo para ganar Puntos de Ascendencia adicionales.","คุณ​ได้​เปิด​ทาง​ไป​ยัง​เขา​วงกต​โหดร้าย​จาก​ค่าย​ซาร์น​แล้ว ผ่าน​เขา​วงกต​นี้​เพื่อ​รับ​แต้ม​คลาส​เสริม​เพิ่ม​เติม","你可以從薩恩營地前往殘酷帝王迷宮。完成它可以獲得昇華天賦。","","Complete the Labyrinth","Terminez le Labyrinthe","Schließt das Labyrinth ab","ラビリンスをクリアしろ","미궁을 완료하십시오","Complete o Labirinto","Пройдите Лабиринт","Completa el Laberinto","ผ่าน​เขาวงกต​ให้​เสร็จสิ้น","完成帝王迷宮",[],0,"[""Complete the Labyrinth""]","[""Terminez le Labyrinthe.""]","[""Schließt das Labyrinth ab.""]","[""ラビリンスをクリアしろ""]","[""미궁 완료하기""]","[""Complete o Labirinto""]","[""Пройдите Лабиринт""]","[""Completa el Laberinto""]","[""ผ่าน​ เขาวงกต​ ให้​เสร็จสิ้น""]","[""完成帝王迷宮""]",[],[156],"","[268,266,265,267,263,264,269,270,271]",[],10,"",216,236,246,106,114,212,196,218,214,100
619,60,9,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","Vous avez désormais accès au Labyrinthe Cruel, depuis le Campement de Sarn. Terminez-le afin d'obtenir des points d'Ascendance supplémentaires.","Ihr habt Zugang zum grausamen Labyrinth im Lager von Sarn erhalten. Schließt es ab, um zusätzliche Aszendenzpunkte zu erhalten.","サーンの野営地から残酷なラビリンスに入れるようになった。クリアして追加アセンダンシーポイントを得よう。","사안 야영지에서 잔혹한 미궁에 진입했습니다. 추가 전직 포인트를 획득하려면 미궁을 완료하십시오.","Você ganhou acesso ao Labirinto Cruel no Acampamento de Sarn. Complete-o para conseguir Pontos de Ascensão adicionais.","Вы открыли доступ в Жестокий Лабиринт из Лагеря Сарна. Пройдите Лабиринт, чтобы получить дополнительные очки Восхождения.","Has ganado acceso al Laberinto Cruel desde el Campamento de Sarn. Complétalo para ganar Puntos de Ascendencia adicionales.","คุณ​ได้​เปิด​ทางไป​ยัง​เขา​วงกต​โหดร้าย​จาก​ค่าย​ซาร์น​แล้ว ผ่าน​เขา​วงกต​นี้​เพื่อ​รับ​แต้ม​คลาส​เสริม​เพิ่ม​เติม","你可以從薩恩營地前往殘酷帝王迷宮。完成它可以獲得昇華天賦。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,"",216,236,246,106,114,212,196,218,214,100
620,60,10,[899],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe Cruel.","Besteht alle Aszendenzprüfungen, damit Ihr Zugang zum grausamen Labyrinth erhaltet.","このエリア内にあるアセンダンシーの試練全てに挑み、残酷なラビリンスに入ろう。","잔혹한 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto Cruel.","Завершите все испытания Восхождения, чтобы войти в Жестокий Лабиринт.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto Cruel.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยัง​เขา​วงกต​โหดร้าย","完成所有的昇華試煉以進入殘酷帝王迷宮。","","Solve the Trials of Ascendancy","Accomplissez les Épreuves d'Ascendance","Besteht die Aszendenzprüfungen","アセンダンシーの試練に挑め","전직 시험을 통과하십시오","Complete as Provaçãos de Ascensão","Завершите испытания Восхождения","Resuelve las Pruebas de Ascendencia","ผ่าน​บททดสอบ​ครองอำนาจ​ให้ครบ","完成昇華試煉",[],0,"[""Solve the Trials of Ascendancy""]","[""Accomplissez les Épreuves d'Ascendance.""]","[""Besteht die Aszendenzprüfungen.""]","[""アセンダンシーの試練に挑め""]","[""전직 시험 통과하기""]","[""Complete as Provaçãos de Ascensão""]","[""Завершите испытания Восхождения""]","[""Resuelve las Pruebas de Ascendencia""]","[""ผ่าน​บททดสอบ​ครองอำนาจ​ให้ครบ""]","[""完成昇華試煉""]",[],[156],"","[268,266,265,267,263,264]",[],10,"",216,236,246,106,114,212,196,218,214,100
621,60,11,[899],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe Cruel.","Besteht alle Aszendenzprüfungen, damit Ihr Zugang zum grausamen Labyrinth erhaltet.","このエリア内にあるアセンダンシーの試練全てに挑み、残酷なラビリンスに入ろう。","잔혹한 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto Cruel.","Завершите все испытания Восхождения, чтобы войти в Жестокий Лабиринт.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto Cruel.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยังเขา​วงกต​โหดร้าย","完成所有的昇華試煉以進入殘酷帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"","[268,266,265,267,263,264]",[],10,"",216,236,246,106,114,212,196,218,214,100
