"rownum","Id","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","BestiaryRecipeComponentKeys","Notes (English)","Notes (French)","Notes (German)","Notes (Japanese)","Notes (Korean)","Notes (Portuguese)","Notes (Russian)","Notes (Spanish)","Notes (Thai)","Notes (Traditional Chinese)","Category","bool","Achievements","bool","i32","i32","i32","FlaskMod"
58,"EinharMasterCraft49","Add a Mod to a Rare Map","en ajoutant un mod à une Carte rare","Fügt einer seltenen Karte einen Modifikator hinzu","レアマップにモッドを追加","희귀 지도에 속성 부여 추가","Adiciona um Mod em um Mapa Raro","Добавляет свойство на редкую карту","Agrega un mod. a un mapa raro","เพิ่มม็อด 1 อย่าง ให้กับ แผนที่แรร์","增加 1 個詞綴至稀有地圖","[33,18]","Only works on rare maps","Ne fonctionne qu'avec les Cartes rares","Funktioniert nur mit seltenen Karten","レアマップにのみ適用可能","희귀 지도에만 적용","Só funciona em mapas","Работает только на редких картах","Solo funciona en mapas raros","เฉพาะแผนที่แรร์เท่านั้น","只能使用於稀有地圖",7,"",[8667],"",0,2,1,""
59,"EinharMasterCraft50","A Stack of 2 Orbs of Binding","un Ensemble de 2 Orbes de liaison","Ein Stapel von 2 Bindungssphären","連結のオーブ2個","속박의 오브 2개 중첩","Uma Pilha com 2 Orbes da Ligação","Стопка из 2 сфер сплетения","Una pila de 2 Orbes de vinculación","Orb of Binding 2 ชิ้น","1 個堆疊 2 個的束縛石","[31,32]","","","","","","","","","","",0,"",[8667],"",0,2,1,""
60,"EinharMasterCraft51","A Stack of 3 Orbs of Horizons","un Ensemble de 3 Orbes des horizons","Ein Stapel von 3 Sphären der Horizonte","地平のオーブ3個","지평의 오브 3개 중첩","Uma Pilha com 3 Orbes dos Horizontes","Стопка из 3 сфер горизонтов","Una pila de 3 Orbes de horizontes","Orb of Horizons 3 ชิ้น","1 個堆疊 3 個的地平石","[2,10]","","","","","","","","","","",0,"",[8667],"",0,2,1,""
61,"EinharMasterCraftMemoryLine1","Add a crafted Meta-modifier to a non-Unique Item","un méta-modificateur d'artisanat à un Objet non-unique","Fügt einem Gegenstand (einzigartige ausgenommen) einen anfertigbaren Meta-Modifikator hinzu","非ユニークアイテムにクラフトメタモッドを追加","비-고유 아이템에 제작한 메타 속성 추가","Adiciona um modificador Meta forjado em um Item não Único","Добавляет ремесленное мета-свойство на неуникальный предмет","Agrega un metamod. de fabricación a un objeto que no sea único","ใส่ ม็อดคราฟท์เมต้า 1 อย่าง ให้กับ ไอเทมที่ไม่ใช่ยูนิค","增加 1 個強勢詞綴至 1 件非傳奇物品",[185],"","","","","","","","","","",7,"",[],"",0,1,1,""
62,"EinharMasterCraftMemoryLine2","Reroll a Watcher's Eye Modifier","le tirage au sort d'un des Modificateurs de l'Œil du Guetteur","Ändert die Modifikatoren eines Auge des Wächters","見つめる者の目のモッドをリロール","감시자의 눈 속성 1개 무작위 변경","Re-rola o Modificador de um Olho do Vigia","Меняет свойство на Глазе хранителя","Aleatoriza un modificador de un Ojo del observador","สุ่ม ม็อด 1 อย่างของ Watcher's Eye","重骰 1 個看守之眼詞綴",[186],"Cannot reroll Maximum Life, Mana or Energy Shield modifiers","Ne peut pas tirer au sort les Modificateurs de Vie, Mana et Bouclier d'énergie","Kann keine Modifikatoren für maximales Leben, Mana und Energieschild ändern.","最大ライフ、マナおよびエナジーシールドのモッドはリロールできない","최대 생명력, 최대 마나, 최대 에너지 보호막 속성은 무작위 변경할 수 없습니다.","Não pode Re-rolar os modificadores de Máximo de Vida, Mana ou Escudo de Energia","Не может менять свойства здоровья, маны и энергетического щита","No puede generar mods. de vida, maná o escudo de energía máximos","ไม่สามารถสุ่มม็อด พลังชีวิต, มานา หรือ โล่พลังงานสูงสุด ได้","不能重骰最大生命、魔力或能量護盾詞綴",7,"",[],"",0,1,1,""
63,"EinharMasterCraftMemoryLine3","Increase level of non-Corrupted Awakened Gem by 1","l'augmentation du niveau d'une Gemme éveillée non-corrompue de 1","Erhöht die Stufe einer erweckten Gemme (verderbte ausgenommen) um 1","コラプト状態でない覚醒のジェムのレベルを1上げる","비-타락 각성한 젬의 레벨 1 증가","Aumenta o nível de uma gema Desperta não Corrompida em 1","Повысить уровень неоскверненного пробужденного камня на 1","Aumenta en 1 el nivel de una gema despertada que no esté corrupta","เพิ่ม 1 เลเวลให้กับ หินจุติที่ไม่มีมลทิน","增加非已汙染覺醒寶石 1 等級",[187],"","","","","","","","","","",6,"",[],"",0,1,1,""
64,"EinharMasterCraftMemoryLine4","Reroll an Awakened Support Gem","le tirage au sort d'une Gemme de soutien éveillée","Ändert eine erweckte Unterstützungsgemme","覚醒のサポートジェムをリロール","각성한 보조 젬 무작위 변경","Re-rola uma Gema de Suporte Desperta","Меняет пробужденный камень поддержки","Aleatoriza una gema de asistencia despertada","สุ่ม หินเสริมจุติ","重骰 1 顆覺醒輔助寶石",[188],"Cannot result in Awakened Empower, Enhance or Enlighten","Ne peut pas fournir les Gemmes de soutien éveillées suivantes : Amélioration, Illumination, Valorisation","Von der möglichen Änderung ausgeschlossen sind Erweckte Ermächtigung, Erleuchtung und Aufwertung.","覚醒の強化、改質、啓発を得ることはできない","각성한 강화, 각성한 향상, 각성한 계몽은 등장하지 않습니다.","Não pode resultar em uma gema Maximizar, Melhorar ou Iluminar Despertas","Нельзя получить Пробужденные версии Усилителя, Улучшителя и Наставника","No puede dar como resultado las asistencias despertadas de Empoderar, Mejorar o Iluminar","ไม่สามารถสุ่มเป็น หินเสริมจุติ Empower, Enhance หรือ Enlighten ได้","不會產出覺醒．賦予、增幅或啟蒙",6,"",[],"",0,1,1,""
65,"EinharMasterCraftMemoryLine5","Reroll a Synthesis Implicit Modifier","le tirage au sort d'un Modificateur implicite de Synthèse","Ändert einen impliziten Synthesis-Modifikator","シンセシス暗黙モッドをリロール","결합 고정 속성 1개 무작위 변경","Re-rola um Modificador Sintetizado Implícito","Меняет собственное синтезированное свойство","Aleatoriza un modificador implícito de Synthesis","สุ่ม ม็อดแฝงสังเคราะห์ 1 อย่าง","重骰 1 個追憶固定詞綴",[189],"","","","","","","","","","",6,"",[],"",0,1,1,""
66,"EinharMasterCraftMemoryLine6","Shaper Guardian, Elder Guardian or Conqueror Map","une Carte de Gardien du Façonneur, de Gardien de l'Ancien ou de Conquérant","Wächterkarte des Schöpfers, des Ältesten oder Eroberer-Karte","シェイパーの守護者、エルダーの守護者または征服者のマップ","쉐이퍼 수호자, 엘더 수호자 또는 정복자 지도","Mapa de Guardião do Criador, Guardião do Ancião ou de Conquistador","Карта хранителя Создателя, хранителя Древнего или Завоевателя","Mapa de guardián del Creador, guardián del Antiguo o Conquistador","แผนที่ องครักษ์เชปเปอร์, องครักษ์เอลเดอร์ หรือ ผู้พิชิต","塑者守護者、尊師守護者或征服者地圖",[190],"","","","","","","","","","",3,"",[],"",0,1,1,""
67,"EinharMasterCraftMemoryLine7","Synthesis Unique Map","une Carte unique de Synthesis","Einzigartige Synthesis-Karte","シンセシスユニークマップ","결합 고유 지도","Mapa Único Sintetizado","Уникальная карта Синтеза","Mapa único de Synthesis","แผนที่ยูนิคสังเคราะห์","追憶傳奇地圖",[191],"","","","","","","","","","",3,"",[],"",0,1,1,""
68,"EinharMasterCraftMemoryLine8","Gain a free use of each Map Crafting Option","une utilisation gratuite de chaque option du Dispositif cartographique","Erhalte eine kostenlose Nutzung jeder Karten-Anfertigungsoption","無料の各マップクラフトオプションを1ずつ獲得","모든 지도 제작 옵션 무료 사용 1회 획득","Ganha um uso grátis de cada Opção de Forja de Mapas","Дарует бесплатное использование каждого свойства Машины картоходца","Ganas un uso gratis de todas las opciones de fabricación de mapas","ได้รับการใช้ ตัวเลือกการคราฟท์แผนที่ แต่ละแบบได้ฟรี 1 ครั้ง","獲得 1 次免費使用每個地圖工藝的選項",[192],"","","","","","","","","","",14,"",[],"",0,1,1,""
69,"EinharMasterCraftMemoryLine9","Gain one of each Atlas Mission","une mission d'Atlas de chaque type","Erhalte eine Atlas-Mission jedes Meisters","各アトラスミッションを1ずつ獲得","모든 아틀라스 임무 1개 획득","Ganha uma de cada Missão do Atlas","Дарует по одному заданию Атласа","Obtienes una misión de Atlas de cada maestro","ได้รับ ภารกิจสมุดแผนที่ แต่ละชนิด 1 อย่าง","獲得每種輿圖任務 1 個",[193],"Colour of Mission is based on Level of Red Beast","La couleur des missions dépend du niveau de la Bête rouge","Farbe der Mission basiert auf der Stufe der roten Bestie","ミッションの色は赤ビーストのレベルに基づく","임무의 색상은 붉은 야수의 레벨에 따라 결정됩니다.","A Cor da Missão é baseada no Nível da Besta Vermelha","Сложность задания зависит от уровня красного зверя","El color de la misión depende del nivel de la bestia roja","สีของ ภารกิจ ขึ้นอยู่กับเลเวลของ สัตว์ร้ายแดง","任務顏色根據紅色野獸等級",14,"",[],"",0,1,1,""
70,"EinharMasterCraftHardModeFlask1","Adds \""Used when an adjacent Flask is used\""","l'Enchantement \""Utilisé quand un Flacon adjacent est utilisé\""","Fügt 'Wird benutzt, wenn ein benachbartes Fläschchen benutzt wird' hinzu","「隣のフラスコが使用された時に使用される」を追加","\""인접한 플라스크 사용 시 사용\"" 추가","Adiciona: \""Usado quando um Frasco adjacente é usado\""","Добавляет \""Используется при использовании соседнего флакона\""","Agrega \""Se usa cuando usas un frasco adyacente\""","เพิ่มม็อด \""ใช้งานเมื่อขวดยาข้างเคียงถูกใช้งาน\""","增加 \""當相鄰的藥劑被使用時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
71,"EinharMasterCraftHardModeFlask2","Adds \""Reused at the end of this Flask's effect\""","l'Enchantement \""Réutilisé à la fin de l'effet du Flacon\""","Fügt 'Wiederverwendet am Ende der Fläschchenwirkung' hinzu","「フラスコ効果終了時に再使用される」を追加","\""이 플라스크 효과가 끝나면 재사용\"" 추가","Adiciona: \""Reutilizado no término do efeito deste Frasco\""","Добавляет \""Используется повторно по окончании действия эффекта\""","Agrega \""Se vuelve a usar cuando acaba el efecto del frasco\""","เพิ่มม็อด \""ใช้งานซ้ำเมื่อหมดผลของขวดยานี้\""","增加 \""此藥劑效果結束時再次使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
72,"EinharMasterCraftHardModeFlask3","Adds \""Used when Charges reach full\""","l'Enchantement \""Utilisé quand les Charges de Flacon sont pleines\""","Fügt 'Wird benutzt, wenn die Füllungen voll sind' hinzu","「チャージがフルになった時に使用される」を追加","\""충전이 가득 차면 사용\"" 추가","Adiciona: \""Usado quando as Cargas se Encherem\""","Добавляет \""Используется при накоплении максимума зарядов\""","Agrega \""Se usa cuando las cargas se llenan\""","เพิ่มม็อด \""ใช้งานเมื่อชาร์จเต็ม\""","增加 \""當充能全滿時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
73,"EinharMasterCraftHardModeFlask4","Adds \""Used when you Use a Guard Skill\""","l'Enchantement \""Utilisé quand vous utilisez une Aptitude de protection\""","Fügt 'Wird benutzt, wenn Ihr eine Wächter-Fertigkeit benutzt' hinzu","「ガードスキル使用時に使用される」を追加","\""수호 스킬 사용 시 사용\"" 추가","Adiciona: \""Usado quando você usar uma Habilidade de Guarda\""","Добавляет \""Используется при использовании вами умения Обороны\""","Agrega \""Se usa cuando usas una habilidad de protección\""","เพิ่มม็อด \""ใช้งานเมื่อคุณใช้ สกิลตั้งรับ\""","增加 \""當你使用守護技能時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
74,"EinharMasterCraftHardModeFlask5","Adds \""Used when you Use a Travel Skill\""","l'Enchantement \""Utilisé quand vous utilisez une Aptitude de trajet\""","Fügt 'Wird benutzt, wenn Ihr eine Fortbewegungsfertigkeit benutzt' hinzu","「トラベルスキル使用時に使用される」を追加","\""이동 전용 스킬 사용 시 사용\"" 추가","Adiciona: \""Usado quando você usar uma Habilidade de Deslocamento\""","Добавляет \""Используется при использовании вами умения Смещения\""","Agrega \""Se usa cuando usas una habilidad de viaje\""","เพิ่มม็อด \""ใช้งานเมื่อคุณใช้ สกิลเดินทาง\""","增加 \""當你使用快行技能時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
75,"EinharMasterCraftHardModeFlask6","Adds \""Used when you Hit a Rare or Unique Enemy, if not already in effect\""","l'Enchantement \""Utilisé quand vous Touchez un Ennemi rare ou unique, si pas déjà en effet\""","Fügt 'Wird benutzt, wenn Ihr einen seltenen oder einzigartigen Gegner trefft, falls nicht bereits im Gange' hinzu","「プレイヤーがレアまたはユニークの敵にヒットを与えた時に既に効果中でなければ使用される」を追加","\""효과가 적용 중이지 않을 때 희귀 또는 고유 적 명중 시 사용\"" 추가","Adiciona: \""Usado quando você Acertar um Inimigo Raro ou Único, caso não esteja em uso\""","Добавляет \""Используется, когда вы наносите удар по редкому или уникальному врагу, если уже не действует\""","Agrega \""Se usa cuando golpeas a un enemigo raro o único, si su efecto aún no está activo\""","เพิ่มม็อด \""ใช้งานเมื่อคุณปะทะ ศัตรูแรร์หรือยูนิค หากยังไม่มีผล\""","增加 \""當你擊中稀有或傳奇敵人時，若效果沒生效則使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
76,"EinharMasterCraftHardModeFlask7","Adds \""Used when you become Frozen\""","l'Enchantement \""Utilisé quand vous devenez Gelé\""","Fügt 'Wird benutzt, wenn Ihr eingefroren werdet' hinzu","「凍結すると使用される」を追加","\""플레이어 동결 시 사용\"" 추가","Adiciona: \""Usado quando você for Congelado\""","Добавляет \""Используется, когда вы получаете заморозку\""","Agrega \""Se usa cuando estás congelado\""","เพิ่มม็อด \""ใช้งานเมื่อคุณติดสถานะ แช่แข็ง\""","增加 \""當你被冰凍時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
77,"EinharMasterCraftHardModeFlask8","Adds \""Used when you become Chilled\""","l'Enchantement \""Utilisé quand vous devenez Frigorifié\""","Fügt 'Wird benutzt, wenn Ihr unterkühlt werdet' hinzu","「冷却すると使用される」を追加","\""플레이어 냉각 시 사용\"" 추가","Adiciona: \""Usado quando você for Resfriado\""","Добавляет \""Используется, когда вы получаете охлаждение\""","Agrega \""Se usa cuando estás escarchado\""","เพิ่มม็อด \""ใช้งานเมื่อคุณติดสถานะ หนาวเย็น\""","增加 \""當你被冰緩時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
78,"EinharMasterCraftHardModeFlask9","Adds \""Used when you become Shocked\""","l'Enchantement \""Utilisé quand vous devenez Électrocuté\""","Fügt 'Wird benutzt, wenn Ihr geschockt werdet' hinzu","「感電すると使用される」を追加","\""플레이어 감전 시 사용\"" 추가","Adiciona: \""Usado quando você for Eletrizado\""","Добавляет \""Используется, когда вы получаете шок\""","Agrega \""Se usa cuando estás electrocutado\""","เพิ่มม็อด \""ใช้งานเมื่อคุณติดสถานะ ช็อค\""","增加 \""當你被感電時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
79,"EinharMasterCraftHardModeFlask10","Adds \""Used when you become Ignited\""","l'Enchantement \""Utilisé quand vous devenez Embrasé\""","Fügt 'Wird benutzt, wenn Ihr entzündet werdet' hinzu","「発火すると使用される」を追加","\""플레이어 점화 시 사용\"" 추가","Adiciona: \""Usado quando você for Incendiado\""","Добавляет \""Используется, когда вы получаете поджог\""","Agrega \""Se usa cuando estás quemado\""","เพิ่มม็อด \""ใช้งานเมื่อคุณติดสถานะ ลุกไหม้\""","增加 \""當你被點燃時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
80,"EinharMasterCraftHardModeFlask11","Adds \""Used when you start Bleeding\""","l'Enchantement \""Utilisé quand vous devenez atteint de Saignement\""","Fügt 'Wird benutzt, wenn bei Euch Bluten verursacht wird' hinzu","「出血すると使用される」を追加","\""출혈 시작 시 사용\"" 추가","Adiciona: \""Usado quando você começar a sangrar\""","Добавляет \""Используется при наложении на вас кровотечения\""","Agrega \""Se usa cuando tienes sangrado\""","เพิ่มม็อด \""ใช้งานเมื่อคุณติดสถานะ เลือดไหล\""","增加 \""當你開始流血時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
81,"EinharMasterCraftHardModeFlask12","Adds \""Used when you become Poisoned\""","l'Enchantement \""Utilisé quand vous devenez Empoisonné\""","Fügt 'Wird benutzt, wenn Ihr vergiftet werdet' hinzu","「毒を受けると使用される」を追加","\""플레이어 중독 시 사용\"" 추가","Adiciona: \""Usado quando você for Envenenado\""","Добавляет \""Используется, когда вы получаете отравление\""","Agrega \""Se usa cuando te envenenan\""","เพิ่มม็อด \""ใช้งานเมื่อคุณติดสถานะ พิษ\""","增加 \""當你被中毒時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
82,"EinharMasterCraftHardModeFlask13","Adds \""Used when you Block\""","l'Enchantement \""Utilisé quand vous Bloquez\""","Fügt 'Wird benutzt, wenn Ihr blockt' hinzu","「ブロックすると使用される」を追加","\""막아낼 시 사용\"" 추가","Adiciona: \""Usado quando você Bloquear\""","Добавляет \""Используется при блокировании вами удара\""","Agrega \""Se usa cuando bloqueas\""","เพิ่มม็อด \""ใช้งานเมื่อคุณบล็อค\""","增加 \""當你格擋時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
83,"EinharMasterCraftHardModeFlask14","Adds \""Used when you take a Savage Hit\""","l'Enchantement \""Utilisé quand vous subissez un Coup brutal\""","Fügt 'Wird benutzt, wenn Ihr einen schweren Treffer erleidet' hinzu","「サベージヒットを受けた時に使用される」を追加","\""야만적인 타격에 피격 시 사용\"" 추가","Adiciona: \""Usado quando você sofrer um Golpe Selvagem\""","Добавляет \""Используется, когда вы получаете Жестокий удар\""","Agrega \""Se usa cuando recibes un golpe salvaje\""","เพิ่มม็อด \""ใช้งานเมื่อคุณได้รับ การปะทะที่ร้ายแรง\""","增加 \""當你承受殘暴之擊時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
84,"EinharMasterCraftHardModeFlask15","Adds \""Used when you use a Life Flask\""","l'Enchantement \""Utilisé quand vous utilisez un Flacon de Vie\""","Fügt 'Wird benutzt, wenn Ihr ein Lebensfläschchen benutzt' hinzu","「ライフフラスコ使用時に使用される」を追加","\""생명력 플라스크 사용 시 사용\"" 추가","Adiciona: \""Usado quando você usar um Frasco de Vida\""","Добавляет \""Используется при использовании вами флакона жизни\""","Agrega \""Se usa cuando usas un frasco de vida\""","เพิ่มม็อด \""ใช้งานเมื่อคุณใช้ ขวดยาพลังชีวิต\""","增加 \""當你使用生命藥劑時使用\""",[184],"Replaces any existing Enchantment","Remplace tout Enchantement existant","Ersetzt jede bestehende Verzauberung","既存のエンチャントは置き換えられる","기존 인챈트를 대체합니다.","Substitui um Encantamento existente","Заменяет любое существующее зачарование","Reemplaza todos los encantamientos existentes","มันจะมาแทนที่เอนแชนท์เดิมที่มีอยู่","取代任何現有附魔",15,"",[],"",0,0,2,""
85,"EinharMasterCraft1HardMode","Breakrib Talisman","un Talisman de Brise-côtes","Rippenbruch-Talisman","折れし肋骨のタリスマン","골절늑골 부적","Talismã da Costela Quebrada","Талисман ребролома","Talismán rompecostillas","Breakrib Talisman","碎骨魔符",[16],"","","","","","","","","","",16,"",[],1,0,1,2,""
86,"EinharMasterCraft2HardMode","Ashscale Talisman","un Talisman de Cendrécaille","Aschenschuppe-Talisman","灰鱗のタリスマン","재비늘 부적","Talismã da Escama de Cinzas","Талисман пепельного чешуйника","Talismán de escamas de ceniza","Ashscale Talisman","灰燼魔符",[32],"","","","","","","","","","",16,"",[],1,0,1,2,""
87,"EinharMasterCraft3HardMode","Lone Antler Talisman","un Talisman de Bois reclus","Talisman des einsamen Geweihs","一本の枝角のタリスマン","외가지뿔 부적","Talismã da Galhada Solitária","Талисман оленерога-одиночки","Talismán de cuerno solitario","Lone Antler Talisman","孤角魔符",[31],"","","","","","","","","","",16,"",[],1,0,1,2,""
88,"EinharMasterCraft4HardMode","Deep One Talisman","un Talisman du Profond","Talisman des Tiefen","深き者のタリスマン","심해의 존재 부적","Talismã das Profundezas","Талисман глубинника","Talismán del profundo","Deep One Talisman","深淵魔符",[33],"","","","","","","","","","",16,"",[],1,0,1,2,""
89,"EinharMasterCraft5HardMode","Chrysalis Talisman","un Talisman Chrysalide","Kokon-Talisman","蛹のタリスマン","번데기 부적","Talismã Crisálida","Талисман кокона","Talismán de crisálida","Chrysalis Talisman","蟲蛹魔符",[1],"","","","","","","","","","",16,"",[],1,0,1,2,""
90,"EinharMasterCraft6HardMode","Writhing Talisman","un Talisman Tortillant","Gekrümmter Talisman","悶えるタリスマン","꿈틀거리는 부적","Talismã Contorcido","Талисман личинок","Talismán retorcido","Writhing Talisman","狂癲魔符",[4],"","","","","","","","","","",16,"",[],1,0,1,2,""
91,"EinharMasterCraft7HardMode","Mandible Talisman","un Talisman Mandibule","Mandibel-Talisman","下顎のタリスマン","아래턱 부적","Talismã da Mandíbula","Талисман мандибулы","Talismán de mandíbula","Mandible Talisman","巨顎魔符",[5],"","","","","","","","","","",16,"",[],1,0,1,2,""
92,"EinharMasterCraft8HardMode","Bonespire Talisman","un Talisman de Pointe d'os","Knochentrum-Talisman","尖った骨のタリスマン","뼈 첨탑 부적","Talismã da Espiral de Ossos","Талисман костешипа","Talismán de huesos en espiral","Bonespire Talisman","脊骨魔符",[6],"","","","","","","","","","",16,"",[],1,0,1,2,""
93,"EinharMasterCraft9HardMode","Deadhand Talisman","un Talisman de Mortemain","Tothand-Talisman","死手のタリスマン","죽은 손 부적","Talismã da Mão Morta","Талисман смерторука","Talismán de mano muerta","Deadhand Talisman","亡手魔符",[10],"","","","","","","","","","",16,"",[],1,0,1,2,""
94,"EinharMasterCraft10HardMode","Undying Flesh Talisman","un Talisman de Chair immortelle","Talisman des Unvergänglichen Fleischs","不死肉のタリスマン","산 송장 살점 부적","Talismã da Carne Imperecível","Талисман бессмертной плоти","Talismán de carne imperecedera","Undying Flesh Talisman","不朽魔符",[11],"","","","","","","","","","",16,"",[],1,0,1,2,""
95,"EinharMasterCraft11HardMode","Black Maw Talisman","un Talisman de Gueule noire","Schwarzschlund-Talisman","黒い口のタリスマン","검은 턱 부적","Talismã da Bocarra Negra","Талисман чёрной пасти","Talismán de fauces negras","Black Maw Talisman","黑牙魔符",[14],"","","","","","","","","","",16,"",[],1,0,1,2,""
96,"EinharMasterCraft12HardMode","Splitnewt Talisman","un Talisman du Triton dépiécé","Spaltmolch-Talisman","バラバラのトカゲのタリスマン","분할도롱뇽 부적","Talismã da Salamandra Partida","Талисман колотритона","Talismán de tritón dividido","Splitnewt Talisman","斷螈魔符",[26],"","","","","","","","","","",16,"",[],1,0,1,2,""
97,"EinharMasterCraft13HardMode","Clutching Talisman","un Talisman Griffu","Klammernder Talisman","握る手のタリスマン","움켜잡는 부적","Talismã da Ninhada","Сжимающий талисман","Talismán apresante","Clutching Talisman","咒箍魔符",[29],"","","","","","","","","","",16,"",[],1,0,1,2,""
98,"EinharMasterCraft14HardMode","Horned Talisman","un Talisman Cornu","Gehörnter Talisman","角のタリスマン","뿔 달린 부적","Talismã do Chifre","Талисман рогов","Talismán astado","Horned Talisman","尖角魔符",[30],"","","","","","","","","","",16,"",[],1,0,1,2,""
