"rownum","Id","i32","bool","bool"
721,"ThaumaturgistMarkNova",121075,"",""
722,"AilmentBearer",111341,1,""
723,"HandOfChayula",118905,"",""
724,"PlaceBanner",128104,"",""
725,"FreezingWord",95121,"",""
726,"FreezingWordExplosion",126943,"",""
727,"ResetCooldowns",120623,1,1
728,"TimeStop",111693,"",""
729,"DemonTransformation",104587,1,1
730,"BannerReservation",108558,"",""
731,"TimeOfNeed",130776,"",""
732,"EncaseInJade",69494,1,""
733,"CrossbowGlacialBolt",74218,"",""
734,"SummonTotemDefender",106392,"",""
735,"ElementalInvocation",87038,"",""
736,"CrossbowStormCascade",74974,"",""
737,"BreachWalk",78207,1,""
738,"CrossbowStormBurst",104297,"",""
739,"CrossbowGalvanicShards",97058,"",""
740,"Attrition",98694,"",""
741,"ElementalConflux",72449,"",""
742,"EmergencyReload",76187,"",""
743,"CrossbowIceStorm",111727,"",""
744,"LightningCloneRetaliation",78067,"",""
745,"PilotRowBoat",128277,1,""
746,"ChargeMastery",128425,"",""
747,"ShardDespoiler",128133,"",""
748,"AfflictionSplit",111721,1,""
749,"TriggerOilGround",66861,1,""
750,"MtxSitOnTheThrone",84721,"",""
751,"OverwhelmingPressure",130990,1,""
752,"AlchemistBoon",82306,"",""
753,"MeleeKillInvocation",70056,"",""
754,"Harvester",70785,"",""
755,"Archmage",128120,"",""
756,"TriggeredBurningRunes",130276,1,""
757,"MagneticSalvo",79899,"",""
758,"FreezingSalvo",80292,"",""
759,"TriggeredGasCloud",80251,"",""
760,"TriggeredDetonation",90261,"",""
761,"Berserk",96548,"",""
762,"HeraldOfAgony",117078,"",""
763,"HeraldOfBlood",119628,"",""
764,"WitheringPresence",123347,"",""
765,"CombatFrenzy",98868,"",""
766,"CastOnBlock",118663,"",""
767,"GatheringStorm",94809,"",""
768,"WindBlast",84207,"",""
769,"Ascend",16854810,"",""
770,"FakeDeath",16880837,"",""
