"rownum","Quest","Order","FlagsPresent","FlagsMissing","Text","bool","Message","MapPinsKeys1","i32","string","rid","[rid]","bool","[i32]","[rid]","i32","rid","row","[rid]"
132,17,12,[2916],[],"The Faridun may already be feeding the Honoured Dead to the Beast. Travel through the Path of Mourning and confront them.","","Travel through the Path of Mourning",[161],0,"Travel through the Path of Mourning",161,[],"",[],[],11,"",228,[]
133,17,13,[2915],[],"The Faridun may already be feeding the Honoured Dead to the Beast. Ascend Deshar and confront them.","","Ascend Deshar",[156],0,"Ascend Deshar",156,[],"",[],[],11,"",228,[]
134,17,14,[3469],[],"The Faridun may already be feeding the Honoured Dead at the Maraketh Burial Spires to the Beast. Use the Desert Map to travel there and confront them.","","Use the Desert Map to travel to Deshar",[100],0,"Use the Desert Map to travel to Deshar","",[],"",[],[],11,"",228,[]
135,17,15,[4565],[],"You have sounded the Horn of the Vastiri and dispelled Jamanra, the Risen King's sandstorm. Speak to Asala.","","Speak to Asala",[107],0,"Speak to Asala","",[],"",[],[],11,"",228,[]
136,17,16,[4566],[],"You have returned to the Sandstorm. Use the Horn of the Vastiri to dispel it.","","Use the Horn of the Vastiri",[184],0,"Use the Horn of the Vastiri to clear the Sandstorm","",[],"",[],[],11,"",228,[2615]
137,17,17,[4344],[],"You and Zarka have recreated the Horn of the Vastiri. Use the Desert Map to return to the Sandstorm to dispel it.","","Use the Desert Map to return to the Sandstorm",[95],0,"Use the Desert Map to return to the Sandstorm at the Halani Gates","",[],"",[],[],11,"",228,[2615]
138,17,18,"[4335,4337,3188]",[],"You have provided everything required to recreate the Horn of the Vastiri. Speak to Zarka to obtain it.","","Take the Horn of the Vastiri",[107],0,"Return to Zarka to obtain the Horn of the Vastiri","",[],"",[],[],11,"",228,[2615]
139,17,19,[2683],[],"Zarka has determined that only recreating the Horn of the Vastiri will serve to dispel Jamanra, the Risen King's sandstorm. Retrace the legendary Orbala's footsteps to make a Horn of your own.","","Recreate the Horn of the Vastiri",[107],0,"Retrace the legendary Orbala's path to recreate the Horn of the Vastiri","",[],"",[],[],11,"",228,[2615]
140,17,20,[1527],[],"Zarka has determined that only recreating the Horn of the Vastiri will serve to dispel Jamanra, the Risen King's sandstorm. Speak to Asala to learn about Orbala's footsteps.","","Speak to Asala",[107],0,"Speak to Asala to learn about Orbala's footsteps","",[],"",[],[],11,"",228,[]
141,17,21,[4562],[],"You have found a desert sandstorm that is blocking the path forward. Return to the caravan and speak to Zarka to find out how to proceed.","","Return to the Caravan",[107],0,"Return to the Caravan and speak to Zarka","",[],"",[],[],11,"",228,[]
142,17,22,[3173],[],"A Corrupted leader known as Jamanra, the Risen King has united the Faridun and attacked the Maraketh. Help Asala defeat him.","","Defeat Jamanra, the Risen King",[112],0,"Help Asala slay the Corrupted leader of the Faridun",112,[],"",[],[],11,"",228,[]
143,17,23,[3700],[],"The third Gate mechanism has been destroyed. Fight your way forward.","","Press on with Asala",[112],0,"Fight your way forward",112,[],"",[],[],11,"",228,[]
144,17,24,[3698],[],"The Ardura Maraketh have run into some trouble. Assist Sekhema Asala in fighting the enemy and opening the Gates.","","Open the third Gate",[112],0,"Fight your way to the third Gate and open it",112,[],"",[],[],11,"",228,[]
145,17,25,[3697],[],"The Ardura Maraketh have run into some trouble. Assist Sekhema Asala in fighting the enemy and opening the Gates.","","Open the second Gate",[112],0,"Fight your way to the second Gate and open it",112,[],"",[],[],11,"",228,[]
146,17,26,[2909],[],"The Ardura Maraketh have run into some trouble. Assist Sekhema Asala in fighting the enemy and opening the Gates.","","Assist Asala in opening the Gates",[112],0,"Find a way to open the Gates with Asala",112,[],"",[],[],11,"",228,[]
147,17,27,[2908],[],"Risu, a defector of the Faridun, has informed you of a way to the top of the gates. Ascend Traitor's Passage to reach them.","","Ascend Traitor's Passage",[108],0,"Ascend Traitor's Passage to reach the top of the Gates",108,[],"",[],[],11,"",228,[]
148,17,28,"[1524,2682]",[],"Use the Desert Map to travel to Traitor's Passage.","","Use the Desert Map to travel to Traitor's Passage",[95],0,"Use the Desert Map to travel to Traitor's Passage","",[],"",[],[],11,"",228,[]
149,17,29,[1524],[],"Talk to Asala about Risu's information.","","Talk to Asala about Risu's information",[107],0,"Talk to Asala about Risu's information","",[],"",[],[],11,"",228,[]
150,17,30,"[3199,2673]",[1524],"Return to town and talk to Risu about the locked Halani Gates.","","Talk to Risu about the closed Gates",[107],0,"Return to the caravan and talk to Risu about the closed Gates","",[],"",[],[],11,"",228,[]
151,17,31,[3186],[3199],"Use the Desert Map to travel to the Halani Gates.","","Use the Desert Map to travel to the Halani Gates",[94],0,"Use the Desert Map to travel to the Halani Gates","",[],"",[],[],11,"",228,[]
152,17,32,[3186],[],"Return to town and find Asala at the lead cart to question the Defector about Jamanra, the Risen King's destinations.","","Return to the Caravan with the Defector",[107],0,"Return to the Caravan's lead cart to question the Defector there","",[],"",[],[],11,"",228,[]
153,17,33,[3722],[],"You have found a Faridun defector. Question her.","","Talk to the Defector",[172],0,"Question the Faridun Defector",172,[],"",[],[],11,"",228,[]
154,17,34,[3721],[],"Destroy Rudja, Dread Engineer.","","Defeat Rudja, Dread Engineer",[172],0,"Defeat Rudja, Dread Engineer",172,[],"",[],[],11,"",228,[]
155,17,35,[2918],[],"You have discovered a foundry run by the Faridun, which now seems to be abandoned. Investigate it.","","Investigate Mawdun Mine",[172],0,"Investigate Mawdun Mine",172,[],"",[],[],11,"",228,[]
156,17,36,[4769],[],"Enter Mawdun Mine and continue your search for the Beast.","","Enter Mawdun Mine",[172],0,"Enter Mawdun Mine",169,[],"",[],[],11,"",228,[]
157,17,37,[2917],[],"Explore Mawdun Quarry in your search for the Beast.","","Explore the area",[169],0,"Explore Mawdun Quarry",169,[],"",[],[],11,"",228,[]
158,17,38,[1525],[],"Use the Desert Map to travel to Mawdun Quarry in search of the Faridun, who may have closed the Halani Gates.","","Use the Desert Map to travel to Mawdun Quarry",[93],0,"Use the Desert Map to travel to Mawdun Quarry","",[],"",[],[],11,"",228,[]
159,17,39,[3199],[],"The Halani Gates are unexpectedly closed. Ask Asala what to do next.","","Talk to Asala","[107,117]",0,"Talk to Asala about the closed Gates","",[],"",[],[],11,"",228,[]
160,17,40,[3461],[],"Scouts have reported Corruption in two areas. Use the Desert Map to travel to either in search of the Beast.","","Investigate areas of Corruption","[93,94]",0,"Travel with the Ardura Caravan to areas of reported Corruption","",[],"",[],[],11,"",228,[]
161,17,41,[3163],[],"Consult with Asala to learn more about the Beast.","","Consult with Asala",[107],0,"Consult with Asala about the Beast","",[],"",[],[],11,"",228,[]
162,17,42,[3334],[],"The Hooded One believes the Ardura will aid in the pursuit of the Seed of Corruption. Speak with the Sekhema to request their support.","","Speak to the Sekhema",[107],0,"Talk to the Sekhema of the Ardura","",[],"",[],[],11,"",228,[]
163,17,43,[2907],[],"You have boarded the Ardura Caravan. Speak to the Hooded One for information on what your next move should be.","","Speak to the Hooded One",[107],0,"Speak to the Hooded One","",[],"",[],[],11,"",228,[]
164,20,0,[4568],[],"Quest Complete - The Flame Ruby has been retrieved from the Titan Grotto and given to Zarka.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
165,20,1,[4569],[],"Zarka has offered you a reward for defeating Zalmarath, the Colossus. Take it.","","Take the reward from Zarka",[107],0,"Zarka has offered you a reward for defeating Zalmarath, the Colossus","",[],"",[],[],11,"",228,[]
166,20,2,[3189],[],"Take the Flame Ruby to the Ardura Caravan. Zarka will know what to do with it.","","Take the Flame Ruby to town",[107],0,"Give the Flame Ruby to Zarka","",[],"",[],[],11,"",228,[2619]
167,20,3,[3416],[],"You have defeated Zalmarath, the Colossus and it has dropped a Flame Ruby. Pick it up.","","Pick up the Flame Ruby",[150],0,"Pick up the Flame Ruby",150,[],"",[],[],11,"",228,[2619]
168,20,4,[3650],[],"You have found the altar and invoked the Rite of Flame. Defeat Zalmarath, the Colossus to prove yourself.","","Defeat Zalmarath, the Colossus",[150],0,"Defeat Zalmarath, the Colossus and retrieve the Flame Ruby",150,[],"",[],[],11,"",228,[2619]
169,20,5,[2914],[],"You must invoke the Rite of Flame at a cerulean altar. Find it.","","Search for the Rite of Flame altar",[150],0,"Search for the Rite of Flame altar somewhere in the Titan Grotto",150,[],"",[],[],11,"",228,[2619]
170,20,6,[4564],[],"You have opened the way into the Titan Grotto. Enter it.","","Enter the Titan Grotto at the Clasped Entry",[143],0,"Enter the Titan Grotto at the Clasped Entry","",[],"",[],[],11,"",228,[2619]
171,20,7,[4563],[],"Find and activate additional Ancient Seals.","","Find and activate additional Ancient Seals",[143],0,"Find and activate additional Ancient Seals","",[],"",[],[],11,"",228,[2619]
172,20,8,[2913],[],"According to Maraketh knowledge of the Third Pact, there is some way under Valley of the Titans. Find it.","","Find a way into the Titan Grotto",[143],0,"Find a way to access the Titan Grotto beneath Valley of the Titans",143,[],"",[],[],11,"",228,[2619]
173,20,9,[2683],[],"Use the Desert Map to travel to Valley of the Titans.","","Use the Desert Map to travel to Valley of the Titans",[99],0,"Use the Desert Map to travel to Valley of the Titans","",[],"",[],[],11,"",228,[2619]
174,18,0,[4571],[],"Quest Complete - You have found the Essence of Water at the heart of Keth.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
175,18,1,[4570],[],"Zarka has offered you a reward for bringing back the Essence of Water.","","Take the reward",[107],0,"Take the reward for returning the Essence of Water","",[],"",[],[],11,"",228,[]
176,18,2,[4336],[],"You have burned the Water Goddess alive at her request. Return to the Ardura Caravan.","","Talk to Zarka",[107],0,"Return to the Ardura Caravan and talk to Zarka","",[],"",[],[],11,"",228,[2620]
177,18,3,[4731],[],"Pick up the Essence of Water.","","Pick up the Essence of Water",[129],0,"Pick up the Essence of Water",129,[],"",[],[],11,"",228,[2620]
178,18,4,[3217],[],"You have used the Everburning Cinders to put the Water Goddess to rest. She will soon be at peace.","","Witness the Water Goddess being put to rest",[129],0,"Witness the Water Goddess being put to rest",129,[],"",[],[],11,"",228,[2620]
179,18,5,[3414],[],"The Water Goddess has requested you end her suffering. Use the nearby Everburning Cinders to grant her request.","","End the Water Goddess' suffering",[129],0,"Use the Everburning Cinders to let the Water Goddess rest",129,[],"",[],[],11,"",228,[2620]
180,18,6,[3215],[],"There is a Water Goddess lying in a shrine at the heart of Keth. Talk to her to see if you can render aid.","","Talk to the Water Goddess",[129],0,"Speak with the Water Goddess to see if you can render aid",129,[],"",[],[],11,"",228,[2620]
181,18,7,[3214],[],"Destroy Azarian, the Forsaken Son to access the shrine that supposedly holds the Essence of Water.","","Defeat Azarian, the Forsaken Son",[129],0,"Destroy Azarian, the Forsaken Son to gain access to the Essence of Water",129,[],"",[],[],11,"",228,[2620]
182,18,8,[3586],[],"According to Zarka, the Essence of Water was kept in a shrine at the center of Keth Sanctum. Find it.","","Search for the Essence of Water",[129],0,"Find the Essence of Water somewhere in Keth Sanctum",129,[],"",[],[],11,"",228,[2620]
183,18,9,[3213],[],"According to Zarka, the Essence of Water can be found in a Sanctum at the heart of Keth. Find it.","","Search for the Buried Shrines",[123],0,"Find the Sanctum at the heart of Keth",123,[],"",[],[],11,"",228,[2620]
184,18,10,[3212],[],"Keth has been buried by centuries of shifting sands. Find a way to access the city proper.","","Search for access to Keth",[118],0,"Find the entrance to Keth buried somewhere in the sands",118,[],"",[],[],11,"",228,[2620]
185,18,11,[2683],[],"Use the Desert Map to travel to Keth.","","Use the Desert Map to travel to Keth",[97],0,"Use the Desert Map to travel to Keth","",[],"",[],[],11,"",228,[2620]
186,19,0,[4573],[],"Quest Complete - You have returned the Mastodon Tusks to the Ardura for safekeeping.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
187,19,1,[4572],[],"Zarka is offering you a reward for the securing the Mastodon Tusks. Take it.","","Take the Reward",[107],0,"Take the reward for the Mastodon Tusks from Zarka","",[],"",[],[],11,"",228,[]
188,19,2,[3187],[],"Return to the Ardura Caravan and give the Mastodon Tusks to Zarka for safekeeping.","","Talk to Zarka",[107],0,"Return to the Ardura Caravan and talk to Zarka","",[],"",[],[],11,"",228,[2618]
189,19,3,"[3225,4400]",[],"You have defeated Ekbab, Ancient Steed. Retrieve the Mastodon Tusks.","","Pick up the Mastodon Tusks",[140],0,"Retrieve the Tusks",140,[],"",[],[],11,"",228,[2618]
190,19,4,[3224],[],"Ekbab, Ancient Steed is a guardian of the Mastodon Tusks. He is assisted by Iktab, the Deathlord. Destroy them both and retrieve the Tusks.","","Defeat Ekbab, Ancient Steed and Iktab, the Deathlord",[140],0,"Defeat Ekbab, Ancient Steed and Iktab, the Deathlord, then retrieve the Tusks",140,[],"",[],[],11,"",228,[2618]
191,19,5,[2912],[],"The Mastodon Tusks are somewhere in the Bone Pits. Find them.","","Search the Bone Pits for the Mastodon Tusks",[140],0,"Search the Bone Pits for the Mastodon Tusks",140,[],"",[],[],11,"",228,[2618]
192,19,6,[2911],[],"Jamanra, the Risen King seeks to retrieve powerful Mastodon Tusks that may grant him and his minions lightning abilities. Search the Mastodon Badlands to find the entrance to the Bone Pits.","","Search for the entrance to the Bone Pits",[137],0,"Search the Mastodon Badlands for the entrance to the Bone Pits",137,[],"",[],[],11,"",228,[2618]
193,19,7,[2683],[],"Use the Desert Map to travel to the Mastodon Badlands.","","Use the Desert Map to travel to the Mastodon Badlands",[98],0,"Use the Desert Map to travel to the Mastodon Badlands","",[],"",[],[],11,"",228,[2618]
194,23,0,[4333],[],"Quest Complete - You searched Deshar and found a final letter. Shambrin burned it without reading it, but intends to secretly remember the person that wrote it.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
195,23,1,[4332],[],"You have returned the final letter to Shambrin and she has given you a Book of Specialisation.","","Use the Book of Specialisation",[107],0,"Use the Book of Specialisation","",[],"",[],[],11,"",228,[]
196,23,2,[3244],[],"You have returned the final letter to Shambrin. Speak to her for your reward.","","Speak to Shambrin",[107],0,"Speak to Shambrin","",[],"",[],[],11,"",228,[]
197,23,3,"[3242,3241]",[],"You found a recent corpse and a final letter that has no named recipient. Return it to Shambrin.","","Return the Final Letter",[107],0,"Return the Final Letter to Shambrin","",[],"",[],[],11,"",228,[2630]
198,23,4,"[2915,3241]",[],"Shambrin has asked you to search for the possible corpse of someone she cared about. Check the base of each tower.","","Search for evidence of Lailuma's fate",[156],0,"Find Lailuma's body somewhere in Deshar",156,[],"",[],[],11,"",228,[]
199,23,5,[3241],[],"Shambrin has asked you to travel to Deshar and search for the possible corpse of someone she cared about.","","Travel to Deshar",[156],0,"Travel to Deshar",156,[],"",[],[],11,"",228,[]
200,23,6,[3242],[],"You found a final letter that has no named recipient. Return to the Ardura Caravan and ask about it.","","Return to the Caravan",[107],0,"Return the letter to someone in the Ardura Caravan","",[],"",[],[],11,"",228,[2630]
201,23,7,[3408],[],"An abandoned rhoa you passed on the way into Deshar indicates that someone Maraketh may have run into trouble here.","","Search for a recent corpse",[156],0,"Look for the owner of the abandoned rhoa in Deshar",156,[],"",[],[],11,"",228,[]
202,24,0,"[4339,4341]",[],"You have inserted the Sun Clan and Kabala Clan Relics and can now choose to side with one of the Clans and receive a permanent reward.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
203,24,1,"[4716,4717,4340]",[],"Insert the Sun Clan Relic.","","Insert the Sun Clan Relic",[143],0,"Insert the Sun Clan Relic","",[],"",[],[],11,"",228,[]
204,24,2,"[4716,4717,4338]",[],"Insert the Kabala Clan Relic.","","Insert the Kabala Clan Relic",[143],0,"Insert the Kabala Clan Relic","",[],"",[],[],11,"",228,[]
205,24,3,"[4716,4338,4340]",[],"You have found something that looks like it would hold the Relics. Insert them.","","Insert the Relics",[143],0,"Insert the Relics","",[],"",[],[],11,"",228,[]
206,24,4,"[4338,4340]",[4716],"You have found two mysterious Relics. Find a use for them.","","Find a use for the Relics",[],0,"Find a use for the Relics","",[],"",[],[],11,"",228,[]
207,24,5,[4715],[4716],"You have found a mysterious Relic. Find a use for it.","","Find a use for the Relic",[],0,"Find a use for the Relic","",[],"",[],[],11,"",228,[]
208,24,6,"[4716,4717]","[4338,4340]","You have placed one Relic into the altar but it looks like it can hold one more. Find it.","","Find another Relic",[143],0,"Find another Relic that can be placed in the altar","",[],"",[],[],11,"",228,[]
209,24,7,"[4716,4715]",[],"Place the Relic in the altar that you found.","","Place the Relic in the altar that you found",[143],0,"Place the Relic in the altar that you found","",[],"",[],[],11,"",228,[]
210,24,8,[4716],"[4338,4340]","Find something that can be placed in the altar.","","Find something that can be placed in the altar",[143],0,"Find something that can be placed in the altar","",[],"",[],[],11,"",228,[]
211,25,0,"[4606,4939]",[2721],"Quest Complete - You have completed the Trial of the Sekhemas and have chosen an Ascendancy as a reward.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
212,25,1,"[4606,4939,2721]",[],"Quest Complete - You have completed the Trial of the Sekhemas and have obtained Ascendancy Passive Points as a reward.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
213,25,2,"[4606,4938]",[4939],"Use the Altar of Ascendancy to obtain Ascendancy Passive Skill Points.","","Use the Altar of Ascendancy to obtain Ascendancy Passive Skill Points",[180],0,"Use the Altar of Ascendancy to obtain Ascendancy Passive Skill Points","",[],"",[],[],11,"",228,[]
214,25,3,[4606],[4938],"Use the Altar of Ascendancy to choose your Ascendancy.","","Use the Altar of Ascendancy to choose your Ascendancy",[180],0,"Use the Altar of Ascendancy to choose your Ascendancy","",[],"",[],[],11,"",228,[]
215,25,4,[4988],[],"Defeat Rattlecage, the Earthbreaker.","","Defeat Rattlecage, the Earthbreaker",[180],0,"Defeat Rattlecage, the Earthbreaker","",[],"",[],[],11,"",228,[]
216,25,5,[4987],[],"Complete the Trial of the Sekhemas.","","Complete the Trial of the Sekhemas",[180],0,"Complete the Trial of the Sekhemas","",[],"",[],[],11,"",228,[]
217,25,6,[2777],[],"Begin your Test of Strength.","","Begin your Test of Strength",[180],0,"Begin your Test of Strength",180,[],"",[],[],11,"",228,[]
218,25,7,[4539],[],"Place your Key into the Relic Altar to begin the Trial of the Sekhemas.","","Use the Relic Altar",[180],0,"Use the Relic Altar to start the Trial",180,[],"",[],[],11,"",228,[1656]
219,25,8,[4883],[],"Speak to Balbala, the Released.","","Speak to Balbala",[180],0,"Speak to Balbala, the Released",180,[],"",[],[],11,"",228,[1656]
220,25,9,[2775],[],"You have found the Relic Altar. Place your Barya into it.","","Place your Barya into the Relic Altar",[180],0,"Place your Barya into the Relic Altar",180,[],"",[],[],11,"",228,[1656]
221,25,10,[2921],[],"Find a Relic Altar in the Trial of the Sekhemas to place your Barya into.","","Find a Relic Altar",[180],0,"Find a Relic Altar to place your Barya into",180,[],"",[],[],11,"",228,[1656]
222,25,11,[4882],[],"Use the Desert Map to travel to the Trial of the Sekhemas.","","Use the Desert Map to travel to the Trial of the Sekhemas",[107],0,"Use the Desert Map to travel to the Trial of the Sekhemas","",[],"",[],[],11,"",228,[1656]
223,25,12,[2161],[],"Return to the Ardura Caravan and speak to Zarka about what you have just found.","","Return to the Ardura Caravan",[107],0,"Return to the Ardura Caravan and speak to Zarka","",[],"",[],[],11,"",228,[1656]
224,25,13,[2162],[],"Search Traitor's Passage for more information on the Barya you found.","","Search Traitor's Passage",[108],0,"Search Traitor's Passage",108,[],"",[],[],11,"",228,[]
225,26,0,[4650],[],"Quest Complete - You have captured the foremost Vaal expert on the Beast, and brought him to the present to aid you now.",1,"Quest Complete",[],0,"","",[],"",[],[],11,"",228,[]
226,26,1,"[4845,4621]",[],"Quest Complete - You have captured the foremost Vaal expert on the Beast, and brought him to the present to aid you now.",1,"Quest Complete",[],16000,"","",[],"",[],[],11,"",228,[]
227,26,2,"[3907,4621]",[],"Speak to Doryani in Ziggurat Encampment.","","Speak to Doryani in Ziggurat Encampment",[201],0,"Speak to Doryani in Ziggurat Encampment","",[],"",[],[],11,"",228,[]
228,26,3,[3907],[4621],"Travel through the Time Portal in Town to enter Cruel Difficulty.","","Travel to Cruel Difficulty",[201],0,"Enter the Time Portal in Town to travel to Cruel Difficulty","",[],"",[],[],11,"",228,[]
229,26,4,[3906],[],"Doryani was the Vaal's foremost expert on the Beast and corruption. Capture him, so that you may interrogate him.","","Capture Doryani",[275],0,"Capture Doryani for his knowledge of the Beast",275,[],"",[],[],11,"",228,[]
230,26,5,[3812],[],"Doryani was the Vaal's foremost expert on the Beast and corruption. Find him and free Alva.","","Find Doryani in the Black Chambers",[275],0,"Find Doryani in the Black Chambers",275,[],"",[],[],11,"",228,[]
231,26,6,[3811],[],"Fight your way through Aggorat and find the Black Chambers to free Alva.","","Fight through Aggorat",[268],0,"Fight through Aggorat and find the Black Chambers",268,[],"",[],[],11,"",228,[]
232,26,7,[4648],[],"You have found Aggorat. Enter it and seek out the Black Chambers to free Alva.","","Enter Aggorat",[268],0,"Enter Aggorat and search for the Black Chambers",261,[],"",[],[],11,"",228,[]
233,26,8,[4819],[],"Alva has been taken to Aggorat. Find her before it's too late.","","Rescue Alva",[268],0,"Rescue Alva from Doryani","",[],"",[],[],11,"",228,[]
234,26,9,[4818],[],"Viper Napuatzi has had Alva taken to Doryani. Defeat Viper Napuatzi to open the path forward and free Alva.","","Defeat Viper Napuatzi",[261],0,"Defeat Viper Napuatzi",261,[],"",[],[],11,"",228,[]
235,26,10,[3809],[],"You have somehow traveled to the past! You are no longer looking for an ancient repository. Search for knowledge about the Beast from the living Vaal themselves.","","Explore Utzaal in the past",[261],0,"Search Utzaal for knowledge about the Beast",261,[],"",[],[],11,"",228,[]
236,26,11,[4647],[],"You have entered the Time Portal and have been taken back in time. Enter Utzaal.","","Enter Utzaal in the past",[201],0,"Enter Utzaal in the past",201,[],"",[],[],11,"",228,[]
237,26,12,[4646],[],"Enter the Time Portal to go back in time to the past.","","Enter the Time Portal",[201],0,"Enter the Gateway",201,[],"",[],[],11,"",228,[]
238,26,13,[4680],[],"Alva has activated an elevator that appears to go up into Ziggurat Encampment. Ride it up.","","Ride the Elevator",[257],17000,"Ride the Elevator","",[],"",[],[],11,"",228,[]
239,26,14,[4816],[],"Speak to Alva about the significance of this chamber.","","Speak to Alva",[257],0,"Speak to Alva",257,[],"",[],[],11,"",228,[]
240,26,15,[3816],[],"Alva may have an interest in what happened in the Temple of Kopec. Summon her and let her know.","","Summon Alva",[257],0,"Summon Alva and tell her what happened",257,[],"",[],[],11,"",228,[]
241,26,16,[4645],[],"Defeat Ketzuli, High Priest of the Sun.","","Defeat Ketzuli, High Priest of the Sun",[257],0,"Defeat Ketzuli, High Priest of the Sun",257,[],"",[],[],11,"",228,[]
242,26,17,[3807],[],"You have finally gained access to the Temple of Kopec. Explore it in search of the Vaal repository of knowledge.","","Explore the Temple of Kopec",[257],0,"Explore the Temple of Kopec in search of the Vaal repository of knowledge",257,[],"",[],[],11,"",228,[]
243,26,18,[3853],[],"You have used the key to open the entrance to the Temple of Kopec. Enter it and seek out the Vaal repository of knowledge.","","Enter the Temple of Kopec",[201],0,"Enter the Temple of Kopec underneath the treasure hunter encampment","",[],"",[],[],11,"",228,[]
244,26,19,[4828],[],"You have shown the Temple Door Idol to Alva. She wants you to open the door to the Temple of Kopec.","","Open the door to the Temple of Kopec",[201],0,"Open the door to the Temple of Kopec","",[],"",[],[],11,"",228,[2653]
245,26,20,[3896],[],"You have found a key to the Temple of Kopec underneath the treasure hunter encampment. Open the door and enter it.","","Return to Alva with the Temple Door Idol",[201],0,"Return to Alva with the Temple Door Idol","",[],"",[],[],11,"",228,[2653]
246,26,21,[4644],[],"You have defeated the Queen of Filth and she has dropped a Temple Door Idol. It looks like it would fit into the door to the Temple of the Sun God. Pick it up.","","Pick up the Temple Door Idol",[252],0,"Pick up the Temple Door Idol",252,[],"",[],[],11,"",228,[2653]
247,26,22,[4643],[],"You have found the Queen of Filth. Defeat her as she may contain the key you are looking for.","","Defeat the Queen of Filth",[252],0,"Defeat the Queen of Filth",252,[],"",[],[],11,"",228,[2653]
248,26,23,[3806],[],"Explore Aggorat in search of a key to unlock the entrance to the Temple of the Sun God.","","Explore the Apex of Filth",[252],0,"Explore the Apex of Filth and search for a key",252,[],"",[],[],11,"",228,[2653]
249,26,24,[4642],[],"You have found the entrance to Aggorat. Enter it and seek out a key to unlock the entrance to the Temple of the Sun God.","","Enter the Apex of Filth",[252],0,"Enter the Apex of Filth and search for a key",243,[],"",[],[],11,"",228,[2653]
250,26,25,[3768],[],"The entrance to the Temple of the Sun God is locked. Search for a key in the Aggorat beyond The Drowned City.","","Explore The Drowned City",[243],0,"Explore The Drowned City and search for Aggorat",243,[],"",[],[],11,"",228,[2653]
251,26,26,[3848],[],"The entrance to the Temple of the Sun God is locked. Search for a key in the Aggorat beyond The Drowned City.","","Enter The Drowned City",[243],0,"Enter The Drowned City and search for Aggorat",201,[],"",[],[],11,"",228,[2653]
252,26,27,[3765],[],"You have lowered the water and revealed the Sunken City of Utzaal. Return to town and go down the southwestern stairs to enter it.","","Talk to Alva",[201],0,"Return to the Encampment and find Alva at the base of the Ziggurat","",[],"",[],[],11,"",228,[]
253,26,28,[3804],[],"You have gained access to The Matlan Waterways. Find the control mechanisms and drain the area.","","Activate The Matlan Waterways",[205],0,"Find the control mechanisms and activate The Matlan Waterways to drain the area",205,[],"",[],[],11,"",228,[]
254,26,29,[3854],[],"You have gained access to The Matlan Waterways. Enter the area, find the control mechanisms and drain the area.","","Enter The Matlan Waterways",[202],0,"Enter The Matlan Waterways and find the control mechanisms",202,[],"",[],[],11,"",228,[]
255,26,30,[3764],[],"You have retrieved the large Soul Core. Return to Infested Barrens and activate the Stone Altar to gain passage to The Matlan Waterways.","","Return to Infested Barrens",[202],0,"Return to Infested Barrens and activate the Stone Altar","",[],"",[],[],11,"",228,[2651]
256,26,31,[3763],[],"You have defeated Zicoatl, Warden of the Core. Pick up the Large Soul Core.","","Pick up the Large Soul Core",[234],0,"Pick up the Large Soul Core",234,[],"",[],[],11,"",228,[2651]
257,26,32,[3762],[],"Defeat Zicoatl, Warden of the Core to obtain the Large Soul Core.","","Defeat Zicoatl",[234],0,"Defeat Zicoatl, Warden of the Core",234,[],"",[],[],11,"",228,[2651]
258,26,33,[3915],[],"The Large Soul Core near Alva is now retrievable. Collect it.","","Retrieve the Large Soul Core",[234],0,"Retrieve the Large Soul Core near Alva",234,[],"",[],[],11,"",228,[2651]
259,26,34,[3843],[],"To retrieve the large Soul Core you need, Alva has advised you that you must find two medium Soul Cores and use them to activate two Generators in Jiquani's Sanctum.","","Activate two Generators",[234],0,"Search Jiquani's Sanctum for two medium Soul Cores and use them to activate two Generators",234,[],"",[],[],11,"",228,"[2649,2650]"
260,26,35,[4640],[],"You've found a mysterious symbol on the floor. Speak to Alva to learn more about what is going on here.","","Speak to Alva",[234],0,"Speak to Alva",234,[],"",[],[],11,"",228,[]
261,26,36,[3839],[],"You've found a mysterious symbol on the floor. Summon Alva to learn more about what is going on here.","","Summon Alva",[234],0,"Summon Alva and speak to her",234,[],"",[],[],11,"",228,[]
262,26,37,[3754],[],"You have found Jiquani's Sanctum. Explore it in search of the large Soul Core.","","Explore Jiquani's Sanctum",[234],0,"Explore Jiquani's Sanctum",234,[],"",[],[],11,"",228,[2651]
263,26,38,[3916],[],"You have found a small Soul Core and opened the door of the Machinarium. Proceed deeper into the ruin.","","Find Jiquani's Sanctum",[230],0,"Proceed deeper into the Machinarium",230,[],"",[],[],11,"",228,[]
264,26,39,[3913],[],"You have found a small Soul Core. Take it to the Stone Altar to proceed deeper into the ruin.","","Activate the Stone Altar",[230],0,"Place the small Soul Core into the Stone Altar",230,[],"",[],[],11,"",228,[2645]
