"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","i32","i32","i32","i32","i32","string","bool","rid","bool","rid","bool","[rid]","rid","i32","i32","i32","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","[rid]","i32","[rid]","bool","rid","bool","bool","rid","bool","rid","i32"
1886,"cast_speed5","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105303355,1,0,0,-1092747264,1,0,"","","","","","",[],0,-1092747264,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1887,"cast_speed6","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105275564,1,0,0,-1089994752,1,0,"","","","","","",[],0,-1089994752,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1888,"cast_speed7","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105277628,1,0,0,-1087242240,1,0,"","","","","","",[],0,-1087242240,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1889,"cast_speed8","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105303580,1,0,0,-1084489728,1,0,"","","","","","",[],0,-1084489728,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1890,"cast_speed9","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105292331,1,0,0,-1081737216,1,0,"","","","","","",[],0,-1081737216,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1891,"cast_speed10","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105300674,1,0,0,-1078853632,1,0,"","","","","","",[],0,-1078853632,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1892,"cast_speed11","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105273473,1,0,0,-1075970048,1,0,"","","","","","",[],0,-1075970048,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1893,"cast_speed12","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105269084,1,0,0,-1073086464,1,0,"","","","","","",[],0,-1073086464,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1894,"cast_speed13","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105308024,1,0,0,-1070202880,1,0,"","","","","","",[],0,-1070202880,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1895,"cast_speed14","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105301337,1,0,0,-1067319296,1,0,"","","","","","",[],0,-1067319296,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1896,"cast_speed15_","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105282869,1,0,0,-1064304640,1,0,"","","","","","",[],0,-1064304640,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1897,"cast_speed16","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105273414,1,0,0,-1061421056,1,0,"","","","","","",[],0,-1061421056,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1898,"cast_speed17","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105307104,1,0,0,-1058537472,1,0,"","","","","","",[],0,-1058537472,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1899,"cast_speed18","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105314872,1,0,0,-1055653888,1,0,"","","","","","",[],0,-1055653888,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1900,"cast_speed19","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105306306,1,0,0,-1052770304,1,0,"","","","","","",[],0,-1052770304,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1901,"cast_speed20_","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105276998,1,0,0,-1049755648,1,0,"","","","","","",[],0,-1049755648,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1902,"cast_speed21","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105300642,1,0,0,-1046872064,1,0,"","","","","","",[],0,-1046872064,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1903,"cast_speed22","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105276435,1,0,0,-1043988480,1,0,"","","","","","",[],0,-1043988480,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1904,"cast_speed23","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105271740,1,0,0,-1041104896,1,0,"","","","","","",[],0,-1041104896,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1905,"cast_speed24","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105328633,1,0,0,-1038221312,1,0,"","","","","","",[],0,-1038221312,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1906,"cast_speed25","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105271246,1,0,0,-1035337728,1,0,"","","","","","",[],0,-1035337728,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1907,"cast_speed26","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105277747,1,0,0,-1032454144,1,0,"","","","","","",[],0,-1032454144,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1908,"cast_speed27","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105323882,1,0,0,-1029570560,1,0,"","","","","","",[],0,-1029570560,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1909,"cast_speed28__","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],3,0,0,0,-1105325329,1,0,0,-1026424832,1,0,"","","","","","",[],0,-1026424832,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1910,"cast_speed29","Art/2DArt/SkillIcons/passives/castspeed.dds",[],0,0,0,0,-1105316080,1,0,0,-1024589824,1,0,"","","","","","",[],0,-1024589824,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1911,"cast_speed30","Art/2DArt/SkillIcons/passives/castspeed.dds","[573,572]",-10,20,0,0,-1020654665,1,0,0,-1018691584,1,16777216,"","","","","","",[],0,-1018691584,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1912,"cast_speed31","Art/2DArt/SkillIcons/passives/castspeed.dds","[17066,25]",6,-15,0,0,-1014715419,1,0,0,-1012531200,1,16777216,"","","","","","",[],0,-1012531200,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1913,"cast_speed32","Art/2DArt/SkillIcons/passives/castspeed.dds",[17066],4,0,0,0,-1009614523,1,0,0,-1007812608,1,16777216,"","","","","","",[],0,-1007812608,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1914,"cast_speed33","Art/2DArt/SkillIcons/passives/castspeed.dds","[210,207]",16,-15,0,0,-1003870153,1,0,0,-1002176512,1,16777216,"","","","","","",[],0,-1002176512,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1915,"cast_speed34","Art/2DArt/SkillIcons/passives/castspeed.dds","[210,144]",10,7,0,0,-998229418,1,0,0,-995753984,1,16777216,"","","","","","",[],0,-995753984,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1916,"cast_speed35","Art/2DArt/SkillIcons/passives/castspeed.dds","[210,114]",8,15,0,0,-991804570,1,0,0,-990117888,1,16777216,"","","","","","",[],0,-990117888,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1917,"cast_speed36_","Art/2DArt/SkillIcons/passives/castspeed.dds",[210],6,0,0,0,-987066930,1,0,0,-984875008,1,16777216,"","","","","","",[],0,-984875008,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1918,"cast_speed37","Art/2DArt/SkillIcons/passives/castspeed.dds","[6420,541]",16,-10,0,0,-980922816,1,0,0,-979369984,1,16777216,"","","","","","",[],0,-979369984,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1919,"cast_speed38","Art/2DArt/SkillIcons/passives/castspeed.dds","[210,124,563]",5,15,10,0,-974372782,1,0,0,-972161024,1,16777216,"","","","","","",[],0,-972161024,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1920,"cast_speed39","Art/2DArt/SkillIcons/passives/castspeed.dds",[],0,0,0,0,-970261979,1,0,0,-966918144,1,16777216,"","","","","","",[],0,-966918144,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1921,"cast_speed40","Art/2DArt/SkillIcons/passives/castspeed.dds",[],0,0,0,0,-970281723,1,0,0,-965083136,1,16777216,"","","","","","",[],0,-965083136,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1922,"stun1","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957418203,1,0,0,-955645952,1,0,"","","","","","",[],0,-955645952,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1923,"stun2","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957470913,1,0,0,-953679872,1,0,"","","","","","",[],0,-953679872,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1924,"stun3__","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957434219,1,0,0,-951451648,1,0,"","","","","","",[],0,-951451648,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1925,"stun4_","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957441379,1,0,0,-949354496,1,0,"","","","","","",[],0,-949354496,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1926,"stun5","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957474121,1,0,0,-947388416,1,0,"","","","","","",[],0,-947388416,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1927,"stun6","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957473756,1,0,0,-945422336,1,0,"","","","","","",[],0,-945422336,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1928,"stun7","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957459290,1,0,0,-943456256,1,0,"","","","","","",[],0,-943456256,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1929,"stun8_","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957470709,1,0,0,-941359104,1,0,"","","","","","",[],0,-941359104,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1930,"stun9","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957451602,1,0,0,-939393024,1,0,"","","","","","",[],0,-939393024,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1931,"stun10","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925107093,1,0,0,-937295872,1,0,"","","","","","",[],0,-937295872,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1932,"stun11","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957436891,1,0,0,-935198720,1,0,"","","","","","",[],0,-935198720,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1933,"stun12_","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957436554,1,0,0,-932970496,1,0,"","","","","","",[],0,-932970496,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1934,"stun13","Art/2DArt/SkillIcons/passives/stunstr.dds","[17918,560]",30,15,0,0,-929820095,1,0,0,-927858688,1,16777216,"","","","","","",[],0,-927858688,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1935,"stun14","Art/2DArt/SkillIcons/passives/stunstr.dds","[17918,3337,1986]",30,30,5,0,-923599224,1,0,0,-922484736,1,16777216,"","","","","","",[],0,-922484736,1,0,0,"","",1124073472,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1936,"stun15","Art/2DArt/SkillIcons/passives/stunstr.dds","[17918,19612]",30,1,0,0,-919275557,1,0,0,-917241856,1,16777216,"","","","","","",[],0,-917241856,1,0,0,"","",1124073472,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1937,"stun16","Art/2DArt/SkillIcons/passives/stunstr.dds","[17918,19988]",30,1,0,0,-914035724,1,0,0,-911343616,1,16777216,"","","","","","",[],0,-911343616,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1938,"stun17","Art/2DArt/SkillIcons/passives/stunstr.dds",[19617],50,0,0,0,-909192937,1,0,0,-907018240,1,16777216,"","","","","","",[],0,-907018240,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1939,"stun18","Art/2DArt/SkillIcons/passives/stunstr.dds",[19615],20,0,0,0,-904916103,1,0,0,-902692864,1,16777216,"","","","","","",[],0,-902692864,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1940,"stun19","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957423114,1,0,0,-900595712,1,0,"","","","","","",[],0,-900595712,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1941,"stun20","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957460269,1,0,0,-898498560,1,0,"","","","","","",[],0,-898498560,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1942,"stun21","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957416435,1,0,0,-896401408,1,0,"","","","","","",[],0,-896401408,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1943,"stun22","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957439221,1,0,0,-894304256,1,0,"","","","","","",[],0,-894304256,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1944,"stun23","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957460413,1,0,0,-892207104,1,0,"","","","","","",[],0,-892207104,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1945,"stun24_","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957447620,1,0,0,-889978880,1,0,"","","","","","",[],0,-889978880,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1946,"stun25_","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957435633,1,0,0,-887750656,1,0,"","","","","","",[],0,-887750656,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1947,"stun26_","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957429693,1,0,0,-885522432,1,0,"","","","","","",[],0,-885522432,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1948,"stun27","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957469074,1,0,0,-883425280,1,0,"","","","","","",[],0,-883425280,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1949,"stun28","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957426170,1,0,0,-881328128,1,0,"","","","","","",[],0,-881328128,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1950,"stun29","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957452480,1,0,0,-879230976,1,0,"","","","","","",[],0,-879230976,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1951,"stun30","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957428279,1,0,0,-877133824,1,0,"","","","","","",[],0,-877133824,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1952,"stun31","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957419935,1,0,0,-875036672,1,0,"","","","","","",[],0,-875036672,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1953,"stun32","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957421765,1,0,0,-872939520,1,0,"","","","","","",[],0,-872939520,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1954,"stun33","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957422753,1,0,0,-870842368,1,0,"","","","","","",[],0,-870842368,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1955,"stun34","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957465446,1,0,0,-868745216,1,0,"","","","","","",[],0,-868745216,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1956,"stun35","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957476978,1,0,0,-866648064,1,0,"","","","","","",[],0,-866648064,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1957,"stun36","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957473037,1,0,0,-864550912,1,0,"","","","","","",[],0,-864550912,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1958,"stun37","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957479435,1,0,0,-862453760,1,0,"","","","","","",[],0,-862453760,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1959,"stun38","Art/2DArt/SkillIcons/passives/stunstr.dds",[17918],15,0,0,0,-957436895,1,0,0,-860356608,1,0,"","","","","","",[],0,-860356608,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1960,"rage1","Art/2DArt/SkillIcons/passives/Rage.dds",[7043],2,0,0,0,-853095275,1,0,0,-851312640,1,0,"","","","","","",[],0,-851312640,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1961,"rage2","Art/2DArt/SkillIcons/passives/Rage.dds",[7043],2,0,0,0,-853131301,1,0,0,-849346560,1,0,"","","","","","",[],0,-849346560,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1962,"rage3","Art/2DArt/SkillIcons/passives/Rage.dds",[7043],2,0,0,0,-853095092,1,0,0,-847380480,1,0,"","","","","","",[],0,-847380480,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1963,"rage4","Art/2DArt/SkillIcons/passives/Rage.dds",[19593],2,0,0,0,-845358058,1,0,0,-843448320,1,0,"","","","","","",[],0,-843448320,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1964,"rage5","Art/2DArt/SkillIcons/passives/Rage.dds","[19593,19644]",3,2,0,0,-840426323,1,0,0,-838729728,1,16777216,"","","","","","",[],0,-838729728,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1965,"rage6","Art/2DArt/SkillIcons/passives/Rage.dds",[7043],8,0,0,0,-836726372,1,0,0,-834797568,1,16777216,"","","","","","",[],0,-834797568,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
