"rownum","Id","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[string]","bool","i32","i32","i32","i32","i32","i16","bool"
3724,"MonsterImplicitAuraAccuracyAndCritsSextant",27198764,65536,5505024,0,0,0,35454976,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,-1416757248,6,196608,65536,0,-1396572160,6,2949120,2949120,6553600,6553600,0,0,0,0,0,0,2899443712,4849664,0,0,0,-1395523584,6,0,0,2899443712,-1395523584,6,4849664,0,0,0,-1395523584,6,0,0,-1395523584,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,2899443712,2899443712,2899443712,4849664,0,0,0,-1395523584,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[319,572]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,-16843010,-16843010,-2009756391,[],"",0,0,-234881024,1708,50331648,0,""
3725,"MonsterTotemAuraEnemyLifeDegen1",27321666,65536,28835840,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1389101056,6,15728640,15728640,0,0,0,0,0,0,0,0,2906914816,4849664,0,0,0,-1388052480,6,0,0,2906914816,-1388052480,6,4849664,0,0,0,-1388052480,6,0,0,-1388052480,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,2906914816,2906914816,2906914816,4849664,0,0,0,-1388052480,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[653,579,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,-16843010,-16843010,400683683,[],"",0,0,1946157056,1709,50331648,0,""
3726,"MonsterAuraEnemyLifeDegen1",27284897,65536,28835840,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1381236736,6,15728640,15728640,0,0,0,0,0,0,0,0,2914779136,4849664,0,0,0,-1380188160,6,0,0,2914779136,-1380188160,6,4849664,0,0,0,-1380188160,6,0,0,-1380188160,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,2914779136,2914779136,2914779136,4849664,0,0,0,-1380188160,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[653,579,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,-16843010,-16843010,1655977749,[],"",0,0,-335544320,1709,50331648,0,""
3727,"MonsterAuraEnemyLifeDegen2_",27272071,65536,28835840,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1373241344,6,23592960,23592960,0,0,0,0,0,0,0,0,2922774528,4849664,0,0,0,-1372192768,6,0,0,2922774528,-1372192768,6,4849664,0,0,0,-1372192768,6,0,0,-1372192768,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,2922774528,2922774528,2922774528,4849664,0,0,0,-1372192768,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[653,579,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,-16843010,-16843010,354367128,[],"",0,0,1711276032,1710,50331648,0,""
3728,"MonsterAuraEssenceEnemyLifeDegen1",27324798,65536,28835840,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,720896,65536,0,-1364459520,6,15728640,15728640,0,0,0,0,0,0,0,0,2931556352,4849664,0,0,0,-1363410944,6,0,0,2931556352,-1363410944,6,4849664,0,0,0,-1363410944,6,0,0,-1363410944,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,2931556352,2931556352,2931556352,4849664,0,0,0,-1363410944,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[653,579,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,-16843010,-16843010,-131790501,[],"",0,0,-335544320,1710,50331648,0,""
3729,"MonsterAuraEnemyLifeDegenDexMission",27281308,65536,28835840,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1355415552,6,15728640,15728640,0,0,0,0,0,0,0,0,2940600320,4849664,0,0,0,-1354366976,6,0,0,2940600320,-1354366976,6,4849664,0,0,0,-1354366976,6,0,0,-1354366976,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,2940600320,2940600320,2940600320,4849664,0,0,0,-1354366976,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[653,579,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,-16843010,-16843010,1617831922,[],"",0,0,1979711488,1711,50331648,0,""
3730,"MonsterAuraEnemyLifeDegenCold",27459408,65536,243597312,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1347158016,6,58982400,58982400,0,0,0,0,0,0,0,0,2948857856,4849664,0,0,0,-1346109440,6,0,0,2948857856,-1346109440,6,4849664,0,0,0,-1346109440,6,0,0,-1346109440,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,2948857856,2948857856,2948857856,4849664,0,0,0,-1346109440,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,-16843010,-16843010,181728644,[],"",0,0,67108864,1712,50331648,0,""
3731,"MonsterAuraEnemyLifeDegenFire",27480779,65536,161153024,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1337851904,6,58982400,58982400,0,0,0,0,0,0,0,0,2958163968,4849664,0,0,0,-1336803328,6,0,0,2958163968,-1336803328,6,4849664,0,0,0,-1336803328,6,0,0,-1336803328,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,2958163968,2958163968,2958163968,4849664,0,0,0,-1336803328,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,-16843010,-16843010,517819414,[],"",0,0,-1845493760,1712,50331648,0,""
3732,"MonsterAuraEnemyLifeDegenLightning",27580188,65536,243662848,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1327890432,6,58982400,58982400,0,0,0,0,0,0,0,0,2968125440,4849664,0,0,0,-1326841856,6,0,0,2968125440,-1326841856,6,4849664,0,0,0,-1326841856,6,0,0,-1326841856,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,2968125440,2968125440,2968125440,4849664,0,0,0,-1326841856,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[605,579,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,-16843010,-16843010,-2081401620,[],"",0,0,704643072,1713,50331648,0,""
3733,"MonsterAuraElementalDamage1",27391354,65536,31129600,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1318846464,6,3276800,3276800,0,0,0,0,0,0,0,0,2977169408,4849664,0,0,0,-1317797888,6,0,0,2977169408,-1317797888,6,4849664,0,0,0,-1317797888,6,0,0,-1317797888,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,2977169408,2977169408,2977169408,4849664,0,0,0,-1317797888,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[605,579,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,-16843010,-16843010,-550950317,[],"",0,0,-1543503872,1713,50331648,0,""
3734,"MonsterThornsPhysical1",181176116,2621440,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,-1311506432,6,262144,65536,0,-1309278208,6,655360,655360,0,0,0,0,0,0,0,0,2986737664,4849664,0,0,0,-1308229632,6,0,0,2986737664,-1308229632,6,-1308229632,6,0,0,-1300234240,6,0,0,-1300234240,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,2994733056,2994733056,2994733056,4849664,0,0,0,-1300234240,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-16843010,-16843010,1187103221,[],"",0,0,-2147483648,1714,50331648,0,""
3735,"MonsterThornsElemental1",181236551,2621440,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,-1296957440,6,262144,65536,0,-1294598144,6,1310720,1310720,0,0,0,0,0,0,0,0,3001417728,4849664,0,0,0,-1293549568,6,0,0,3001417728,-1293549568,6,-1293549568,6,0,0,-1285423104,6,0,0,-1285423104,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3009544192,3009544192,3009544192,4849664,0,0,0,-1285423104,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,-16843010,-16843010,-379807205,[],"",0,0,1644167168,1715,50331648,0,""
3736,"MonsterThornsPhysical1Large",181143663,2621440,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,-1311506432,6,262144,65536,0,-1281622016,6,655360,655360,0,0,0,0,0,0,0,0,3014393856,4849664,0,0,0,-1280573440,6,0,0,3014393856,-1280573440,6,-1308229632,6,0,0,-1280573440,6,0,0,-1280573440,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3014393856,3014393856,3014393856,4849664,0,0,0,-1280573440,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,-16843010,-16843010,-1470259150,[],"",0,0,-1409286144,1715,50331648,0,""
3737,"MonsterThornsElemental1Large",181225026,2621440,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,-1296957440,6,262144,65536,0,-1276641280,6,655360,655360,0,0,0,0,0,0,0,0,3019374592,4849664,0,0,0,-1275592704,6,0,0,3019374592,-1275592704,6,-1293549568,6,0,0,-1275592704,6,0,0,-1275592704,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3019374592,3019374592,3019374592,4849664,0,0,0,-1275592704,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,-16843010,-16843010,-1992503426,[],"",0,0,-134217728,1715,50331648,0,""
3738,"StrIntMissionAuraElementalDamage1",27366970,65536,31129600,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1271005184,6,3276800,3276800,0,0,0,0,0,0,0,0,3025010688,4849664,0,0,0,-1269956608,6,0,0,3025010688,-1269956608,6,4849664,0,0,0,-1269956608,6,0,0,-1269956608,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3025010688,3025010688,3025010688,4849664,0,0,0,-1269956608,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[605,579,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,-16843010,-16843010,1429455625,[],"",0,0,2113929216,1716,50331648,0,""
3739,"MonsterPoEMFlaskCharge",23189823,65536,1067581440,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1263665152,6,1310720,1310720,0,0,0,0,0,0,0,0,3032350720,4849664,0,0,0,-1262616576,6,0,0,3032350720,-1262616576,6,4849664,0,0,0,-1262616576,6,0,0,-1262616576,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3032350720,3032350720,3032350720,4849664,0,0,0,-1262616576,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1356597964,[],"",0,0,-838860800,1716,50331648,0,""
3740,"MonsterMagic1",14976345,65536,589824,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1259601920,6,16384000,16384000,0,0,0,0,0,0,0,0,3036413952,4849664,0,0,0,-1258553344,6,0,0,3036413952,-1258553344,6,4849664,0,0,0,-1258553344,6,0,0,-1258553344,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3036413952,3036413952,3036413952,4849664,0,0,0,-1258553344,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1724703637,[],"",0,0,-67108864,1716,50331648,0,""
3741,"MonsterMagic2",175529433,65536,180355072,0,0,0,483065856,0,0,0,1180303360,0,0,0,1203765248,0,0,0,196608,4849664,0,196608,65536,0,-1256587264,6,9699328,9699328,0,0,1703936,1703936,1376256,1376256,0,0,3039428608,4849664,0,0,0,-1255538688,6,0,0,3039428608,-1255538688,6,4849664,0,0,0,-1255538688,6,0,0,-1255538688,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3039428608,3039428608,3039428608,4849664,0,0,0,-1255538688,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[607,316,322]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1673150052,[],"",0,0,1509949440,1717,50331648,0,""
3742,"MonsterMagic3",15140810,65536,720896,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1250426880,6,26214400,26214400,0,0,0,0,0,0,0,0,3045588992,4849664,0,0,0,-1249378304,6,0,0,3045588992,-1249378304,6,4849664,0,0,0,-1249378304,6,0,0,-1249378304,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3045588992,3045588992,3045588992,4849664,0,0,0,-1249378304,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,274798507,[],"",0,0,-2013265920,1717,50331648,0,""
3743,"MonsterMagic4",15087103,65536,655360,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1247412224,6,9830400,9830400,0,0,0,0,0,0,0,0,3048603648,4849664,0,0,0,-1246363648,6,0,0,3048603648,-1246363648,6,4849664,0,0,0,-1246363648,6,0,0,-1246363648,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3048603648,3048603648,3048603648,4849664,0,0,0,-1246363648,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1010174410,[],"",0,0,-1241513984,1717,50331648,0,""
3744,"MonsterMagic5",14840006,65536,462880768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1244397568,6,0,0,0,0,0,0,0,0,0,0,3051618304,4849664,0,0,0,-1243348992,6,0,0,3051618304,-1243348992,6,4849664,0,0,0,-1243348992,6,0,0,-1243348992,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3051618304,3051618304,3051618304,4849664,0,0,0,-1243348992,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1881997547,[],"",0,0,-469762048,1717,50331648,0,""
3745,"MonsterMagic6",23140183,65536,1067581440,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1241382912,6,3276800,3276800,0,0,0,0,0,0,0,0,3054632960,4849664,0,0,0,-1240334336,6,0,0,3054632960,-1240334336,6,4849664,0,0,0,-1240334336,6,0,0,-1240334336,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3054632960,3054632960,3054632960,4849664,0,0,0,-1240334336,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-687226786,[],"",0,0,570425344,1718,50331648,0,""
3746,"MonsterMagic7",23435033,65536,33030144,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1237319680,6,3276800,3276800,0,0,0,0,0,0,0,0,3058696192,4849664,0,0,0,-1236271104,6,0,0,3058696192,-1236271104,6,4849664,0,0,0,-1236271104,6,0,0,-1236271104,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3058696192,3058696192,3058696192,4849664,0,0,0,-1236271104,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-153460285,[],"",0,0,1342177280,1718,50331648,0,""
3747,"MonsterMagic8",10269550,65536,11206656,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1234305024,6,0,0,0,0,0,0,0,0,0,0,3061710848,4849664,0,0,0,-1233256448,6,0,0,3061710848,-1233256448,6,4849664,0,0,0,-1233256448,6,0,0,-1233256448,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3061710848,3061710848,3061710848,4849664,0,0,0,-1233256448,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,746299157,[],"",0,0,-1912602624,1718,50331648,0,""
3748,"MonsterMagic9",111685351,65536,129105920,0,0,0,1349910528,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1230241792,6,0,0,0,0,0,0,0,0,0,0,3065774080,4849664,0,0,0,-1229193216,6,0,0,3065774080,-1229193216,6,4849664,0,0,0,-1229193216,6,0,0,-1229193216,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3065774080,3065774080,3065774080,4849664,0,0,0,-1229193216,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1755869501,[],"",0,0,-1140850688,1718,50331648,0,""
3749,"MonsterMagic10",505287344,65536,722796544,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1227096064,6,-5898240,-5832705,65535,0,0,0,0,0,0,0,3068919808,4849664,0,0,0,-1226047488,6,0,0,3068919808,-1226047488,6,4849664,0,0,0,-1226047488,6,0,0,-1226047488,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3068919808,3068919808,3068919808,4849664,0,0,0,-1226047488,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,376584341,[],"",0,0,-67108864,1718,50331648,0,""
3750,"MonsterMagic11",726449288,65536,23724032,0,0,0,124190720,0,0,0,1244790784,0,0,0,-16908288,-16843010,-16843010,-16843010,261886,4849664,0,196608,0,0,-1222901760,6,655360,655360,655360,655360,655360,655360,0,0,0,0,3072065536,4849664,0,0,0,-1222901760,6,0,0,3072065536,-1222901760,6,4849664,0,0,0,-1222901760,6,0,0,-1222901760,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3072065536,3072065536,3072065536,4849664,0,0,0,-1222901760,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,490868722,[],"",0,0,469762048,1719,50331648,0,""
3751,"MonsterMagic12",726508976,65536,1244856320,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,0,0,-1220804608,6,-983040,-917505,65535,0,0,0,0,0,0,0,3074162688,4849664,0,0,0,-1220804608,6,0,0,3074162688,-1220804608,6,4849664,0,0,0,-1220804608,6,0,0,-1220804608,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3074162688,3074162688,3074162688,4849664,0,0,0,-1220804608,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2075027090,[],"",0,0,1006632960,1719,50331648,0,""
3752,"MonsterRare1",14946342,65536,589824,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1218969600,6,26214400,26214400,0,0,0,0,0,0,0,0,3077046272,4849664,0,0,0,-1217921024,6,0,0,3077046272,-1217921024,6,4849664,0,0,0,-1217921024,6,0,0,-1217921024,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3077046272,3077046272,3077046272,4849664,0,0,0,-1217921024,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1704162741,[],"",0,0,1744830464,1719,50331648,0,""
3753,"MonsterRare2",175557845,65536,180355072,0,0,0,483065856,0,0,0,1180303360,0,0,0,1203765248,0,0,0,196608,4849664,0,196608,65536,0,-1216086016,6,45875200,45875200,65536,65536,8192000,8192000,6553600,6553600,0,0,3079929856,4849664,0,0,0,-1215037440,6,0,0,3079929856,-1215037440,6,4849664,0,0,0,-1215037440,6,0,0,-1215037440,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3079929856,3079929856,3079929856,4849664,0,0,0,-1215037440,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[607,316,322]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-523555810,[],"",0,0,-1006632960,1719,50331648,0,""
3754,"MonsterRare3",15172982,65536,720896,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1210056704,6,157286400,157286400,0,0,0,0,0,0,0,0,3085959168,4849664,0,0,0,-1209008128,6,0,0,3085959168,-1209008128,6,4849664,0,0,0,-1209008128,6,0,0,-1209008128,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3085959168,3085959168,3085959168,4849664,0,0,0,-1209008128,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1306118319,[],"",0,0,-268435456,1719,50331648,0,""
3755,"MonsterRare4",15116449,65536,655360,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1207173120,6,65536000,65536000,0,0,0,0,0,0,0,0,3088842752,4849664,0,0,0,-1206124544,6,0,0,3088842752,-1206124544,6,4849664,0,0,0,-1206124544,6,0,0,-1206124544,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3088842752,3088842752,3088842752,4849664,0,0,0,-1206124544,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1944443717,[],"",0,0,469762048,1720,50331648,0,""
3756,"MonsterRare5",14812760,65536,462880768,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,261886,4849664,0,196608,65536,0,-1204289536,6,0,0,0,0,0,0,0,0,0,0,3091726336,4849664,0,0,0,-1203240960,6,0,0,3091726336,-1203240960,6,4849664,0,0,0,-1203240960,6,0,0,-1203240960,6,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,3091726336,3091726336,3091726336,4849664,0,0,0,-1203240960,6,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,544548397,[],"",0,0,1207959552,1720,50331648,0,""
