"rownum","Id","DGRFile","i32","i32","i32","[i32]","[i32]"
203,"Canopy_E_N","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyE_N.dgr",100,50,65,[1],[8]
204,"Canopy_E_S","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyE_S.dgr",100,50,65,[1],[8]
205,"Canopy_E_W","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyE_W.dgr",100,50,65,[1],[8]
206,"Canopy_N_E","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyN_E.dgr",100,50,65,[2],[8]
207,"Canopy_N_S","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyN_S.dgr",100,50,65,[2],[8]
208,"Canopy_N_W","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyN_W.dgr",100,50,65,[2],[8]
209,"Canopy_S_E","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyS_E.dgr",100,50,65,[0],[8]
210,"Canopy_S_N","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyS_N.dgr",100,50,65,[0],[8]
211,"Canopy_S_W","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyS_W.dgr",100,50,65,[0],[8]
212,"Canopy_W_E","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyW_E.dgr",100,50,65,[3],[8]
213,"Canopy_W_N","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyW_N.dgr",100,50,65,[3],[8]
214,"Canopy_W_S","Metadata/Terrain/Gallows/Act1/1_12/Graphs/CanopyW_S.dgr",100,50,65,[3],[8]
215,"VillageRoad_S_N_1","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_01.dgr",100,50,70,"[0,2]",[8]
216,"VillageRoad_S_N_2","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_02.dgr",100,50,70,"[0,2]",[8]
217,"VillageRoad_S_N_3","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_03.dgr",100,50,70,"[0,2]",[8]
218,"VillageRoad_S_N_4","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_04.dgr",100,50,70,"[0,2]",[8]
219,"VillageRoad_S_N_5","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_05.dgr",100,50,70,"[0,2]",[8]
220,"VillageRoad_S_N_6","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_06.dgr",100,50,70,"[0,2]",[8]
221,"VillageRoad_S_N_7","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_07.dgr",100,50,70,"[0,2]",[8]
222,"VillageRoad_S_N_8","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_08.dgr",100,50,70,"[0,2]",[8]
223,"VillageRoad_S_N_9","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_09.dgr",100,50,70,"[0,2]",[8]
224,"VillageRoad_S_N_10","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_10.dgr",100,50,70,"[0,2]",[8]
225,"VillageRoad_S_N_11","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_11.dgr",100,50,70,"[0,2]",[8]
226,"VillageRoad_S_N_12","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_12.dgr",100,50,70,"[0,2]",[8]
227,"VillageRoad_S_N_13","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_13.dgr",100,50,70,"[0,2]",[8]
228,"VillageRoad_S_N_14","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_14.dgr",100,50,70,"[0,2]",[8]
229,"VillageRoad_S_N_15","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_15.dgr",100,50,70,"[0,2]",[8]
230,"VillageRoad_S_N_16","Metadata/Terrain/Gallows/Act1/1_13_1/Graphs/VillageRoad_S_N_16.dgr",100,50,70,"[0,2]",[8]
231,"Village_E_N","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_EN.dgr",100,50,70,"[1,8]","[0,3]"
232,"Village_E_S","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_ES.dgr",100,50,70,"[1,8]","[1,2]"
233,"Village_E_W","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_EW.dgr",100,50,70,"[1,8]","[2,3]"
234,"Village_N_E","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_NE.dgr",100,50,70,"[2,8]","[0,1]"
235,"Village_N_S","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_NS.dgr",100,50,70,"[2,8]","[1,2]"
236,"Village_N_W","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_NW.dgr",100,50,70,"[2,8]","[2,3]"
237,"Village_S_E","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_SE.dgr",100,50,70,"[0,8]","[0,1]"
238,"Village_S_N","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_SN.dgr",100,50,70,"[0,8]","[0,3]"
239,"Village_S_W","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_SW.dgr",100,50,70,"[0,8]","[2,3]"
240,"Village_W_E","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_WE.dgr",100,50,70,"[3,8]","[0,1]"
241,"Village_W_N","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_WN.dgr",100,50,70,"[3,8]","[0,3]"
242,"Village_W_S","Metadata/Terrain/Gallows/Act1/1_13/Graphs/village_WS.dgr",100,50,70,"[3,8]","[1,2]"
243,"Courtyard_W_E","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_WE.dgr",100,50,65,"[3,1]",[0]
244,"Courtyard_W_N","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_WN.dgr",100,50,65,"[3,2]",[0]
245,"Courtyard_W_S","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_WS.dgr",100,50,65,"[3,0]",[0]
246,"Courtyard_S_N","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_SN.dgr",100,50,65,"[0,2]",[0]
247,"Courtyard_S_W","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_SW.dgr",100,50,65,"[0,3]",[0]
248,"Courtyard_S_E","Metadata/Terrain/Gallows/Act1/1_14/Graphs/courtyard_SE.dgr",100,50,65,"[0,1]",[0]
249,"Manor_N_1","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_N_1.dgr",100,50,80,[2],[0]
250,"Manor_N_2","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_N_2.dgr",100,50,80,[2],[0]
251,"Manor_N_3","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_N_3.dgr",100,50,80,[2],[0]
252,"Manor_N_4","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_N_4.dgr",100,50,80,[2],[0]
253,"Manor_S_1","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_S_1.dgr",100,50,80,[0],[0]
254,"Manor_S_2","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_S_2.dgr",100,50,80,[0],[0]
255,"Manor_S_3","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_S_3.dgr",100,50,80,[0],[0]
256,"Manor_S_4","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_S_4.dgr",100,50,80,[0],[0]
257,"Manor_E_1","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_E_1.dgr",100,50,80,[1],[0]
258,"Manor_E_2","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_E_2.dgr",100,50,80,[1],[0]
259,"Manor_E_3","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_E_3.dgr",100,50,80,[1],[0]
260,"Manor_E_4","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_E_4.dgr",100,50,80,[1],[0]
261,"Manor_W_1","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_W_1.dgr",100,50,80,[3],[0]
262,"Manor_W_2","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_W_2.dgr",100,50,80,[3],[0]
263,"Manor_W_3","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_W_3.dgr",100,50,80,[3],[0]
264,"Manor_W_4","Metadata/Terrain/Gallows/Act1/1_15/Graphs/manor_W_4.dgr",100,50,80,[3],[0]
265,"G2Town","Metadata/Terrain/Gallows/Act2/2_town/Graphs/town_1.dgr",100,50,100,[],[0]
266,"G2_1_N_01","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_01.tgr",115,100,70,[7],[8]
267,"G2_1_N_02","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_02.tgr",115,100,70,[7],[8]
268,"G2_1_N_03","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_03.tgr",115,100,70,[7],[8]
269,"G2_1_N_04","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_04.tgr",115,100,70,[7],[8]
270,"G2_1_N_05","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_05.tgr",115,100,70,[7],[8]
271,"G2_1_N_06","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_06.tgr",115,100,70,[7],[8]
272,"G2_1_N_07","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_07.tgr",115,100,70,[7],[8]
273,"G2_1_N_08","Metadata/Terrain/Gallows/Act2/2_1/Graphs/VastiriOutskirts_N_08.tgr",115,100,70,[7],[8]
274,"G2_1_towncinematic","Metadata/Terrain/Gallows/Act2/2_1_cinematic/VastiriOutskirts_towncinematic.tgr",100,50,100,[],[0]
275,"G2_2_EW","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_EW.dgr",100,50,50,"[8,3]","[0,7]"
276,"G2_2_EW_Alt_1","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_EW_Alt_1.dgr",100,50,50,"[8,3]","[0,7]"
277,"G2_2_EW_Alt_2","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_EW_Alt_2.dgr",100,50,50,"[8,3]","[0,7]"
278,"G2_2_NS","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_NS.dgr",100,50,50,"[8,0]","[0,7]"
279,"G2_2_NS_Alt_1","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_NS_Alt_1.dgr",100,50,50,"[8,0]","[0,7]"
280,"G2_2_NS_Alt_2","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_NS_Alt_2.dgr",100,50,50,"[8,0]","[0,7]"
281,"G2_2_SN","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_SN.dgr",100,50,50,"[8,2]","[0,7]"
282,"G2_2_WE","Metadata/Terrain/Gallows/Act2/2_2/Graphs/CavePath_WE.dgr",100,50,50,"[8,1]","[0,7]"
283,"G2_3a","Metadata/Terrain/Gallows/Act2/2_3a/Graphs/Canyon_Gates_01.dgr",100,50,100,[],[0]
284,"G2_3_EW_1","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_EW_1.dgr",100,50,100,[1],[0]
285,"G2_3_EW_2","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_EW_2.dgr",100,50,100,[1],[0]
286,"G2_3_EW_3","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_EW_3.dgr",100,50,100,[1],[0]
287,"G2_3_WE_1","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_WE_1.dgr",100,50,100,[3],[0]
288,"G2_3_WE_2","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_WE_2.dgr",100,50,100,[3],[0]
289,"G2_3_WE_3","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_WE_3.dgr",100,50,100,[3],[0]
290,"G2_3_NS_1","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_NS_1.dgr",100,50,100,[2],[0]
291,"G2_3_NS_2","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_NS_2.dgr",100,50,100,[2],[0]
292,"G2_3_NS_3","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_NS_3.dgr",100,50,100,[2],[0]
293,"G2_3_SN_1","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_SN_1.dgr",100,50,100,[0],[0]
294,"G2_3_SN_2","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_SN_2.dgr",100,50,100,[0],[0]
295,"G2_3_SN_3","Metadata/Terrain/Gallows/Act2/2_3/Graphs/gates_SN_3.dgr",100,50,100,[0],[0]
296,"G2_4_1_EW","Metadata/Terrain/Gallows/Act2/2_4/Graphs/buried_city_EW.dgr",100,50,50,"[8,3]","[0,6]"
297,"G2_4_1_NS","Metadata/Terrain/Gallows/Act2/2_4/Graphs/buried_city_NS.dgr",100,50,50,"[8,0]","[0,4]"
298,"G2_4_1_SE","Metadata/Terrain/Gallows/Act2/2_4/Graphs/buried_city_SE.dgr",100,50,50,"[8,1]","[0,4]"
299,"G2_4_1_WE","Metadata/Terrain/Gallows/Act2/2_4/Graphs/buried_city_WE.dgr",100,50,50,"[8,1]","[0,6]"
300,"G2_4_2_WE","Metadata/Terrain/Gallows/Act2/2_4_1/Graphs/UpperDungeon_WE.dgr",100,50,50,"[3,1]",[8]
301,"G2_4_2_EW","Metadata/Terrain/Gallows/Act2/2_4_1/Graphs/UpperDungeon_EW.dgr",100,50,50,"[1,3]",[8]
302,"G2_4_2_NS","Metadata/Terrain/Gallows/Act2/2_4_1/Graphs/UpperDungeon_NS.dgr",100,50,50,"[2,0]",[8]
303,"G2_4_2_SN","Metadata/Terrain/Gallows/Act2/2_4_1/Graphs/UpperDungeon_SN.dgr",100,50,50,"[0,2]",[8]
304,"G2_4_3_N1","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_N_01.dgr",100,50,50,[2],"[0,6]"
305,"G2_4_3_N2","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_N_02.dgr",100,50,50,[2],"[0,6]"
306,"G2_4_3_E1","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_E_01.dgr",100,50,50,[1],"[0,6]"
307,"G2_4_3_E2","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_E_02.dgr",100,50,50,[1],"[0,6]"
308,"G2_4_3_S1","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_S_01.dgr",100,50,50,[0],"[0,6]"
309,"G2_4_3_S2","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_S_02.dgr",100,50,50,[0],"[0,6]"
310,"G2_4_3_W1","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_W_01.dgr",100,50,50,[3],"[0,6]"
311,"G2_4_3_W2","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_W_02.dgr",100,50,50,[3],"[0,6]"
312,"G2_5_E1","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_E_1.dgr",100,50,70,"[8,6]",[8]
313,"G2_5_E2","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_E_2.dgr",100,50,70,"[8,7]",[8]
314,"G2_5_E3","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_E_3.dgr",100,50,70,"[8,4]",[8]
315,"G2_5_N1","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_N_1.dgr",100,50,70,"[8,6]",[8]
316,"G2_5_N2","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_N_2.dgr",100,50,70,"[8,5]",[8]
317,"G2_5_N3","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_N_3.dgr",100,50,70,"[8,6]",[8]
318,"G2_5_S1","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_S_1.dgr",100,50,70,"[8,7]",[8]
319,"G2_5_S2","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_S_2.dgr",100,50,70,"[8,7]",[8]
320,"G2_5_S3","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_S_3.dgr",100,50,70,"[8,6]",[8]
321,"G2_5_W1","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_W_1.dgr",100,50,70,"[8,5]",[8]
322,"G2_5_W2","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_W_2.dgr",100,50,70,"[8,4]",[8]
323,"G2_5_W3","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_W_3.dgr",100,50,70,"[8,4]",[8]
324,"G2_5_2_N1","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_N_1.dgr",100,50,70,[7],[8]
325,"G2_5_2_N2","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_N_2.dgr",100,50,70,[6],[8]
326,"G2_5_2_S1","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_S_1.dgr",100,50,70,[4],[8]
327,"G2_5_2_S2","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_S_2.dgr",100,50,70,[5],[8]
328,"G2_6_E1","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_E_1.tgr",100,50,100,"[8,8]",[0]
329,"G2_6_E2","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_E_2.tgr",100,50,100,"[8,8]",[0]
330,"G2_6_E3","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_E_3.tgr",100,50,100,"[8,8]",[0]
331,"G2_6_N1","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_N_1.tgr",100,50,100,"[8,8]",[0]
332,"G2_6_N2","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_N_2.tgr",100,50,100,"[8,8]",[0]
333,"G2_6_N3","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_N_3.tgr",100,50,100,"[8,8]",[0]
334,"G2_6_S1","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_S_1.tgr",100,50,100,"[8,8]",[0]
335,"G2_6_S2","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_S_2.tgr",100,50,100,"[8,8]",[0]
336,"G2_6_S3","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_S_3.tgr",100,50,100,"[8,8]",[0]
337,"G2_6_W1","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_W_1.tgr",100,50,100,"[8,8]",[0]
338,"G2_6_W2","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_W_2.tgr",100,50,100,"[8,8]",[0]
339,"G2_6_W3","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_W_3.tgr",100,50,100,"[8,8]",[0]
340,"G2_7_E1","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_E1.dgr",100,50,50,[8],"[0,7]"
341,"G2_7_E2","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_E2.dgr",100,50,50,[8],"[0,7]"
342,"G2_7_N1","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_N1.dgr",100,50,50,[8],"[0,7]"
343,"G2_7_N2","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_N2.dgr",100,50,50,[8],"[0,7]"
344,"G2_7_S1","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_S1.dgr",100,50,50,[8],"[0,7]"
345,"G2_7_S2","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_S2.dgr",100,50,50,[8],"[0,7]"
346,"G2_7_W1","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_W1.dgr",100,50,50,[8],"[0,7]"
347,"G2_7_W2","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_W2.dgr",100,50,50,[8],"[0,7]"
348,"G2_7_arenacinematic","Metadata/Terrain/Gallows/Act2/2_7_cinematic/titan_grotto_arena_cinematic.dgr",100,50,60,[],[0]
349,"G2_8_EW","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_EW.dgr",100,50,60,[],[0]
350,"G2_8_NS","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_NS.dgr",100,50,60,[],[0]
351,"G2_8_SN","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_SN.dgr",100,50,60,[],[0]
352,"G2_8_WE","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_WE.dgr",100,50,60,[],[0]
353,"G2_9_1_EN","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_EN.dgr",100,50,50,"[1,2]",[0]
354,"G2_9_1_ES","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_ES.dgr",100,50,50,"[1,0]",[0]
355,"G2_9_1_EW","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_EW.dgr",100,50,50,"[1,3]",[0]
356,"G2_9_1_NE","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_NE.dgr",100,50,50,"[2,1]",[0]
357,"G2_9_1_NS","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_NS.dgr",100,50,50,"[2,0]",[0]
358,"G2_9_1_NW","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_NW.dgr",100,50,50,"[2,3]",[0]
359,"G2_9_1_SE","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_SE.dgr",100,50,50,"[0,1]",[0]
360,"G2_9_1_SN","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_SN.dgr",100,50,50,"[0,2]",[0]
361,"G2_9_1_SW","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_SW.dgr",100,50,50,"[0,3]",[0]
362,"G2_9_1_WE","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_WE.dgr",100,50,50,"[3,1]",[0]
363,"G2_9_1_WN","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_WN.dgr",100,50,50,"[3,2]",[0]
364,"G2_9_1_WS","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_WS.dgr",100,50,50,"[3,0]",[0]
365,"G2_9_2_E","Metadata/Terrain/Gallows/Act2/2_9_2/Graphs/PillarTops_E.dgr",100,40,75,[1],[0]
366,"G2_9_2_N","Metadata/Terrain/Gallows/Act2/2_9_2/Graphs/PillarTops_N.dgr",100,40,75,[2],[0]
367,"G2_9_2_S","Metadata/Terrain/Gallows/Act2/2_9_2/Graphs/PillarTops_S.dgr",100,40,75,[0],[0]
368,"G2_9_2_W","Metadata/Terrain/Gallows/Act2/2_9_2/Graphs/PillarTops_W.dgr",100,40,75,[3],[0]
369,"G2_10_1_E1","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_E_1.dgr",85,40,100,"[1,8]",[8]
370,"G2_10_1_E2","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_E_2.dgr",85,40,100,"[1,8]",[8]
371,"G2_10_1_N1","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_N_1.dgr",85,40,100,"[2,8]",[8]
372,"G2_10_1_N2","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_N_2.dgr",85,40,100,"[2,8]",[8]
373,"G2_10_1_S1","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_S_1.dgr",85,40,100,"[0,8]",[8]
374,"G2_10_1_S2","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_S_2.dgr",85,40,100,"[0,8]",[8]
375,"G2_10_1_W1","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_W_1.dgr",85,40,100,"[3,8]",[8]
376,"G2_10_1_W2","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_W_2.dgr",85,40,100,"[3,8]",[8]
377,"G2_10_2_1","Metadata/Terrain/Gallows/Act2/2_10_2/Graphs/foundry_01.dgr",100,50,100,[],"[0,7]"
378,"G2_10_2_2","Metadata/Terrain/Gallows/Act2/2_10_2/Graphs/foundry_02.dgr",100,50,100,[],"[0,7]"
379,"G2_10_2_3","Metadata/Terrain/Gallows/Act2/2_10_2/Graphs/foundry_03.dgr",100,50,100,[],"[0,7]"
380,"G2_10_2_4","Metadata/Terrain/Gallows/Act2/2_10_2/Graphs/foundry_04.dgr",100,50,100,[],"[0,7]"
381,"G2_11","Metadata/Terrain/Gallows/Act2/2_11/Graphs/dreadnought_wake_1.dgr",100,50,100,[],[0]
382,"G2_12_1_SN_1","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/dreadnought_SN_1.dgr",100,50,100,"[8,2]",[0]
383,"G2_12_1_SN_2","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/dreadnought_SN_2.dgr",100,50,100,"[8,2]",[0]
384,"G2_12_1_SN_3","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/dreadnought_SN_3.dgr",100,50,100,"[8,2]",[0]
385,"G2_12_1_SN_4","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/dreadnought_SN_4.dgr",100,50,100,"[8,2]",[0]
386,"G2_12_1_WE_1","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/dreadnought_WE_1.dgr",100,50,100,"[8,1]",[0]
387,"G2_12_1_WE_2","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/dreadnought_WE_2.dgr",100,50,100,"[8,1]",[0]
388,"G2_12_1_WE_3","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/dreadnought_WE_3.dgr",100,50,100,"[8,1]",[0]
389,"G2_12_1_WE_4","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/dreadnought_WE_4.dgr",100,50,100,"[8,1]",[0]
390,"G2_12_2_SN_1","Metadata/Terrain/Gallows/Act2/2_12_2/Graphs/vanguard_SN_1.dgr",100,50,100,[8],[0]
391,"G2_12_2_WE_1","Metadata/Terrain/Gallows/Act2/2_12_2/Graphs/vanguard_WE_1.dgr",100,50,100,[8],[1]
392,"G2_13","Metadata/Terrain/Gallows/Act2/2_13/Level_1/Graphs/hub.dgr",100,50,100,[],[0]
393,"G2_13_1","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Graphs/level1.dgr",100,50,100,[],[0]
394,"G2_13_1_Foyer_1","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Graphs/airlock_1.dgr",100,50,100,[],[0]
395,"G2_13_1_Foyer_2","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Graphs/airlock_2.dgr",100,50,100,[],[0]
396,"G2_13_1_Foyer_3","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Graphs/airlock_3.dgr",100,50,100,[],[0]
397,"G2_13_2","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Graphs/level2.dgr",100,50,100,[],[0]
398,"G2_13_2_Foyer_1","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Graphs/airlock_1.dgr",100,50,100,[],[0]
399,"G2_13_2_Foyer_2","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Graphs/airlock_2.dgr",100,50,100,[],[0]
400,"G2_13_2_Foyer_3","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Graphs/airlock_3.dgr",100,50,100,[],[0]
