"rownum","Id","i32","i32","i16"
620,"TheWatcher",-23179028,1,0
621,"TheIncantation",-3348515,1,0
622,"CovetedPossession",11296924,2,0
623,"TheKingsHeart",19029855,2,0
624,"AbandonedWealth",38710362,2,0
625,"TheWind",51044469,2,0
626,"ThePact",67693424,2,0
627,"GemcuttersPromise",83141985,2,0
628,"TheCelestialJusticar",106975853,2,0
629,"TheChainsThatBind",120496255,2,0
630,"TheArtist",136772480,2,0
631,"TheInventor",149973693,2,0
632,"ThePackLeader",161021651,2,0
633,"JackInTheBox",168087209,2,0
634,"TheUnion",180656609,2,0
635,"TheQueen",193125324,2,0
636,"Humility",200824589,2,0
637,"TheExplorer",202958847,2,0
638,"TheSpoiledPrince",211948292,2,0
639,"TheBetrayal",222316859,2,0
640,"TheFlorasGift",235295681,2,0
641,"TheSiren",248811490,2,0
642,"TheOneWithAll",272016912,2,0
643,"TheLastOneStanding",298982039,2,0
644,"DoedresMadness",317093775,2,0
645,"TheEncroachingDarkness",327990265,2,0
646,"TheWrath",338574951,2,0
647,"TheKingsBlade",359805325,2,0
648,"UniqueBootsDexInt4",393759450,2,0
649,"UniqueBootsStrDex5",408819316,2,0
650,"UniqueBootsStr3",423802026,2,0
651,"UniqueShieldStr5",446451048,2,0
652,"UniqueTwoHandMace8",465178975,2,0
653,"UniqueHelmetDexInt6",481074742,2,0
654,"QuestMalachaisHeart",493682616,2,0
655,"QuestMalachaisLungs",511243438,2,0
656,"QuestMalachaisEntrails",528409000,2,0
657,"QuestTukohamasTooth",543481309,2,0
658,"QuestValakosJaw",555509992,2,0
659,"QuestHinekorasHair",567816774,2,0
660,"UniqueHelmetInt10",578461645,2,0
661,"UniqueRing38",593911866,2,0
662,"UniqueRing38x_",601152495,2,0
663,"UniqueClaw10",623930183,2,0
664,"UniqueClaw10x",653826891,2,0
665,"WIP",676748521,2,0
666,"UniqueBootsInt6",681369167,2,0
667,"UniqueShieldStrInt8",699546454,2,0
668,"UniqueRing39",705334734,2,0
669,"UniqueFlask10",715800397,2,0
670,"Talisman1_1",729865394,2,0
671,"Talisman1_2",750274500,2,0
672,"Talisman1_3",775206877,2,0
673,"Talisman1_4",796030133,2,0
674,"Talisman1_5",819212744,2,0
675,"Talisman1_6",847261521,2,0
676,"Talisman1_7",869027269,2,0
677,"Talisman1_8",893174082,2,0
678,"Talisman1_9",919889986,2,0
679,"UniqueAmulet24",941262450,2,0
680,"UniqueJewel56",951463345,2,0
681,"UniqueJewel57",979537294,2,0
682,"UniqueJewel58",1001537489,2,0
683,"UniqueJewel59",1024346450,2,0
684,"UniqueJewel60",1046396437,2,0
685,"UniqueBelt15",1066856546,2,0
686,"UniqueBelt16",1088317518,2,0
687,"UniqueBelt17",1108240850,2,0
688,"TheTrial",1130167065,2,0
689,"TheGentleman",1143665424,2,0
690,"HouseOfMirrors",1159883562,2,0
691,"WealthAndPower",1166200840,2,0
692,"TheCatalyst",1188722230,2,0
693,"TheVast",1196954720,2,0
694,"GiftOfTheGemlingQueen",1217407722,2,0
695,"TheDragonsHeart",1230510168,2,0
696,"TheFox",1246681368,2,0
697,"TheDoppelganger",1264070195,2,0
698,"TheSurvivalist",1275210645,2,0
699,"Death",1285187269,2,0
700,"GraveKnowledge",1305753727,2,0
701,"TheJester",1317851866,2,0
702,"TheMercenary",1339723965,2,0
703,"TheInoculated",1350346275,2,0
704,"Loyalty",1363972278,2,0
705,"PrideBeforeTheFall",1371818549,2,0
706,"Audacity",1392523538,2,0
707,"AssassinsFavor",1414294688,2,0
708,"HuntersResolve",1430258442,2,0
709,"ScholarOfTheSeas",1446541516,2,0
710,"TheConduit",1462539209,2,0
711,"TheTower",1471317907,2,0
712,"UniqueAmulet25",1485841109,2,0
713,"UniqueTwoHandAxe10",1496096781,2,0
714,"UniqueFlask11",1505007293,2,0
715,"UniqueShieldInt6",1516526620,2,0
716,"UniqueBootsInt7",1543152022,2,0
717,"UniqueJewel61",1559817941,2,0
718,"UniqueJewel61x",1569596790,2,0
719,"UniqueBow13",1581837405,2,0
720,"UniqueGlovesStr6",1600672929,2,0
721,"UniqueFlask12",1621638502,2,0
722,"UniqueJewel62",1632410411,2,0
723,"UniqueJewel63",1655982337,2,0
724,"UniqueJewel64",1676206397,2,0
725,"UniqueJewel65",1698752601,2,0
726,"UniqueStaff15",1722325826,2,0
727,"TestingRing1_",1741339887,2,0
728,"TestingAxe1",1743663657,2,0
729,"TestingRing2",1746178098,2,0
730,"TestingRing3",1748655768,2,0
731,"TestingRing4",1751130361,2,0
732,"UniqueWand11",1753639628,2,0
733,"UniqueGlovesStrDex7",1769522193,2,0
734,"UniqueSceptre11",1793372586,2,0
735,"UniqueJewel66",1823121042,2,0
736,"TheTwins",1844595276,2,0
737,"AnarchysPrice",1856117258,2,0
738,"TheLich",1877665706,2,0
739,"TheThaumaturgist",1888795404,2,0
740,"TheAesthete",1910643744,2,0
741,"TheEnlightended",1929906495,2,0
742,"HuntersReward",1943281207,2,0
743,"TheFletcher",1951680859,2,0
744,"TheSurveyor",1958272085,2,0
745,"BowyersDream",1972169848,2,0
746,"TheSurgeon",1979482652,2,0
747,"VolatilePower",1993668038,2,0
748,"LastHope",2004096836,2,0
749,"Hubris",2026919649,2,0
750,"BlindVenture",2043066301,2,0
751,"MercilessArmament",2059985151,2,0
752,"TheCartographer",2077023110,2,0
753,"UniqueOneHandSword14",2094563938,2,0
754,"UniqueOneHandClaw11",2111627616,2,0
755,"UniqueAmulet26",2124579669,2,0
756,"UniqueTwoHandSword9",2136133162,2,0
757,"UniqueJewel67",-2141295825,2,0
758,"UniqueJewel68",-2119302762,2,0
759,"UniqueJewel69",-2095148814,2,0
760,"UniqueJewel70",-2070262913,2,0
761,"UniqueBow14",-2050334157,2,0
762,"UniqueBow14x",-2033411072,2,0
763,"UniqueWand12",-2015100642,2,0
764,"UniqueWand13",-2004034402,2,0
765,"UniqueSceptre12",-1989759579,2,0
766,"UniqueSceptre13",-1968900470,2,0
767,"UniqueSceptre14",-1958580190,2,0
768,"UniqueSceptre14x",-1950328665,2,0
769,"UniqueBelt18",-1929856909,2,0
770,"TheWarlord",-1906023987,2,0
771,"TheDemoness",-1892774236,2,0
772,"TheTraitor",-1885178827,2,0
773,"TheOffering",-1865635915,2,0
774,"LostWorlds",-1852167293,2,0
775,"TheLordInBlack",-1827128769,2,0
776,"AMothersPartingGift",-1803618486,2,0
777,"TheBody",-1790038688,2,0
778,"TurnTheOtherCheek",-1776115868,2,0
779,"GlimmerOfHope",-1764068856,2,0
780,"TheEthereal",-1752116137,2,0
781,"UniqueTalisman1",-1729060880,2,0
782,"Talisman2_3",-1703924731,2,0
783,"Talisman3_1",-1678841298,2,0
784,"Talisman2_5",-1656348777,2,0
785,"Talisman2_6",-1633886127,2,0
786,"UniqueRing40",-1604259698,2,0
787,"UniqueAmulet27",-1577025812,2,0
788,"UniqueTalisman2",-1554891527,2,0
789,"UniqueTalisman3",-1525488043,2,0
790,"UniqueTalisman4",-1502026476,2,0
791,"UniqueTalisman5",-1477254230,2,0
792,"Talisman2_1",-1454578891,2,0
793,"Talisman2_2",-1433998867,2,0
794,"Talisman2_4",-1409012345,2,0
795,"Talisman2_7",-1390276159,2,0
796,"Talisman3_2",-1361928858,2,0
797,"Talisman3_3",-1339276475,2,0
798,"Talisman3_4",-1314753012,2,0
799,"Talisman3_5",-1290077499,2,0
800,"Talisman3_6",-1268087608,2,0
801,"Talisman3_7",-1241742628,2,0
802,"UniqueRing41",-1218699990,2,0
803,"UniqueOneHandAxe9",-1201244846,2,0
804,"UniqueOneHandSword15",-1186982718,2,0
805,"UniqueQuiver10",-1170453100,2,0
806,"UniqueMap2_14",-1149471084,2,0
807,"Talisman4",-1134788039,2,0
808,"UniqueAmulet28",-1113950976,2,0
809,"Talisman1_10",-1102967418,2,0
810,"UniqueBodyDemigods",-1081048264,2,0
811,"Prosperity",-1071055577,2,0
812,"TheSigil",-1064556513,2,0
813,"TheDapperProdigy",-1042249289,2,0
814,"TheRabidRhoa",-1025880812,2,0
815,"TheSoul",-1011070191,2,0
816,"TheLion",-1002788647,2,0
817,"TheDragon",-981061347,2,0
818,"Rats",-962716324,2,0
819,"TheRisk",-952437057,2,0
820,"Tranquillity",-937111606,2,0
821,"UniqueFlask13",-925450921,2,0
822,"UniqueTwoHandAxe14",-904105800,2,0
823,"UniqueShieldInt7",-883524239,2,0
824,"Talisman1_12",-871350807,2,0
825,"UniqueFlask14",-845491886,2,0
826,"Talisman2_8",-840123736,2,0
827,"Talisman1_11",-812075079,2,0
828,"UniqueSceptre15",-787068310,2,0
829,"UniqueBelt19",-784971253,2,0
830,"UniqueAmulet29",-1113934647,2,0
831,"UniqueAmulet29x",-767278654,2,0
832,"UniqueOneHandClaw12",-746161546,2,0
833,"UniqueOneHandClaw12x",-727307138,2,0
834,"HerMask",-708965266,2,0
835,"TreasureHunter",-698306083,2,0
836,"EarthDrinker",-688494134,2,0
837,"TheWolfsShadow",-679344453,2,0
838,"TheArenaChampion",-668314313,2,0
839,"UniqueStaff16",-656651738,2,0
840,"UniqueChest4",-624660708,2,0
841,"UniqueChest5",-604452085,2,0
842,"UniqueChest6",-589135149,2,0
843,"UniqueChest7",-570161583,2,0
844,"UniqueChest8",-551486502,2,0
845,"UniqueChest9",-530911012,2,0
846,"UniqueChest10",-511573887,2,0
847,"UniqueChest12",-497620236,2,0
848,"UniqueTwoHandMace10",-487319736,2,0
849,"UniqueTwoHandMace10x",-463326214,2,0
850,"UniqueDagger13",-451369771,2,0
851,"UniqueOneHandMace9",-442188388,2,0
852,"UniqueOneHandMace10",-429079394,2,0
853,"UniqueOneHandMace10x",-413114908,2,0
854,"UniqueOneHandSword16",-392931015,2,0
855,"UniqueOneHandSword16x",-379002850,2,0
856,"UniqueRapier4",-362927883,2,0
857,"UniqueWand14",-344523947,2,0
858,"UniqueFishingRod2",-328947782,2,0
859,"UniqueFlask15",-320070803,2,0
860,"UniqueFlask15x",-314530086,2,0
861,"UniqueBodyStrInt7",-293440422,2,0
862,"UniqueSceptre16_",-283083470,2,0
863,"UniqueOneHandSword17",-272959333,2,0
864,"UniqueBodyStrDex6",-252295664,2,0
865,"UniqueBootsDex10",-244126693,2,0
866,"UniqueBodyInt10",-225948390,2,0
867,"UniqueFlask16",-210488368,2,0
868,"UniqueClaw13",-189907431,2,0
869,"UniqueJewel71",-180855339,2,0
870,"UniqueJewel71x",-170358942,2,0
871,"UniqueShieldDexInt3",-158825957,2,0
872,"UniqueJewel72",-145724764,2,0
873,"UniqueBow15",-132866330,2,0
874,"UniqueJewel73",-121573887,2,0
875,"UniqueJewel74",-111126182,2,0
876,"UniqueJewel74x",-101826876,2,0
877,"UniqueHelmetDexInt7",-76640975,2,0
878,"UniqueJewelLabyrinth1",-54766438,2,0
879,"UniqueJewelLabyrinth2",-43772468,2,0
880,"UniqueJewelLabyrinth3",-31191374,2,0
881,"UniqueJewelLabyrinth4",-22151097,2,0
882,"UniqueBelt20",-9515088,2,0
883,"LabyrinthBaneOfTheLoyal",4088689,3,0
884,"LabyrinthHeartOfTheGargoyle",20247127,3,0
885,"LabyrinthCubeOfAbsorption",34273988,3,0
886,"LabyrinthOrbOfElementalEssence",44448575,3,0
887,"LabyrinthRodOfDetonation",52739141,3,0
888,"LabyrinthSandOfEternity",61008236,3,0
889,"LabyrinthCogsOfDisruption",70666325,3,0
890,"LabyrinthPortalShredder",84196236,3,0
891,"UniqueShieldStrInt9",96620234,3,0
892,"UniqueShieldStrInt9x",105810787,3,0
893,"UniqueMap2_15",126225089,3,0
894,"UniqueOneHandSword18",138569356,3,0
895,"UniqueOneHandSword18x",166526122,3,0
896,"TheSephirot",191944775,3,0
897,"TheVisionary",201075255,3,0
898,"ThunderousSkies",216946234,3,0
899,"DyingAnguish",238458294,3,0
900,"TheImmortal",259944149,3,0
901,"BoundlessRealms",282515565,3,0
902,"TheThrone",293889053,3,0
903,"TheDevastator",300294319,3,0
904,"DestinedToCrumble",308938739,3,0
905,"ShardOfFate",328006345,3,0
906,"Heterochromia",337307054,3,0
907,"RainTempter",357620283,3,0
908,"TheVoid",361904564,3,0
909,"TheTyrant",369010614,3,0
910,"TheWeb",376864203,3,0
911,"TheHarvester",396011622,3,0
912,"TheLunarisPriestess",416439875,3,0
913,"EmperorOfPurity",428668161,3,0
914,"TheCursedKing",445410075,3,0
915,"TheStormcaller",456679163,3,0
916,"LysahsRespite",469411955,3,0
917,"CartographersDelight",484866202,3,0
918,"LuckyDeck",500457768,3,0
919,"LightAndTruth",512376052,3,0
920,"LuckOfTheVaal",524845644,3,0
921,"TheEndurance",533603035,3,0
922,"ThePenitent",552736490,3,0
923,"TheWolf",579636907,3,0
924,"DiallasSubjugation",602173098,3,0
925,"TheCalling",623647745,3,0
926,"TheValkyrie",634263172,3,0
927,"TheFormlessSea",660133132,3,0
928,"UniqueAmulet30",672562409,3,0
929,"UniqueDagger14",672581090,3,0
930,"UniqueBootsDex9",686457465,3,0
931,"UniqueBootsDex9x",699443433,3,0
932,"UniqueShieldStr6",672556150,3,0
933,"UniqueBodyInt11",717364919,3,0
934,"UniqueJewel75",734571500,3,0
935,"UniqueJewel76",743200385,3,0
936,"UniqueJewel77",750944562,3,0
937,"UniqueHelmetInt11",758667669,3,0
938,"UniqueAmulet31",768113432,3,0
939,"UniqueHelmetStrInt6",776478308,3,0
940,"UniqueOneHandSword19",806765905,3,0
941,"UniqueFlask17",831539808,3,0
942,"UniqueQuiver11",837448762,3,0
943,"UniqueGlovesStr7",864044864,3,0
944,"UniqueBodyDex8",883206255,3,0
945,"UniqueBootsStr5",672531095,3,0
946,"UniqueJewel78",902071177,3,0
947,"UniqueClaw14",909951924,3,0
948,"UniqueBodyStrInt8",928123670,3,0
949,"UniqueTwoHandSword10",949261184,3,0
950,"UniqueRapier5",968379834,3,0
951,"UniqueShieldStr7",976908615,3,0
952,"UniqueJewel79",984543543,3,0
953,"UniqueHelmStrInt7",1005862491,3,0
954,"UniqueHelmStrInt8",1015567826,3,0
955,"UniqueBodyDex9",1024622400,3,0
956,"OfferingToTheGoddess",1042957599,3,0
957,"UniqueAmulet32",1057028935,3,0
958,"UniqueQuiver12",1064628218,3,0
959,"UniqueAmulet33",1082571897,3,0
960,"UniqueGlovesInt7",1098561521,3,0
961,"UniqueGlovesInt7x",1110720830,3,0
962,"UniqueFlask18",1127876588,3,0
963,"UniqueBodyDexInt5",1143763450,3,0
964,"UniqueBootsStrInt4",1153619384,3,0
965,"UniqueBow16",1167260841,3,0
966,"UniqueScepter17",1174692071,3,0
967,"FatedUnique1",1183212309,3,0
968,"FatedUnique2",1195547905,3,0
969,"FatedUnique3",1201718688,3,0
970,"FatedUnique4",1209965717,3,0
971,"FatedUnique5",1223317396,3,0
972,"FatedUnique6",1242484659,3,0
973,"FatedUnique7",1250447387,3,0
974,"FatedUnique8",1257920881,3,0
975,"FatedUnique9",1268411102,3,0
976,"FatedUnique10",1283221274,3,0
977,"FatedUnique11",1293608958,3,0
978,"FatedUnique12",1305271995,3,0
979,"FatedUnique13",1314184215,3,0
980,"FatedUnique14",1320294867,3,0
981,"FatedUnique15",1326092654,3,0
982,"FatedUnique16",1334626430,3,0
983,"FatedUnique17",1344285068,3,0
984,"FatedUnique18",1352666374,3,0
985,"FatedUnique19_",1359521403,3,0
986,"FatedUnique20",1379274634,3,0
987,"FatedUnique21",1385327322,3,0
988,"FatedUnique22",1397784937,3,0
989,"FatedUnique23",1410003142,3,0
990,"FatedUnique24",1415905279,3,0
991,"FatedUnique25",1431205905,3,0
992,"FatedUnique26",1459522833,3,0
993,"FatedUnique27",1471832071,3,0
994,"FatedUnique28",1483137099,3,0
995,"FatedUnique29_",1496739057,3,0
996,"FatedUnique30",1506026756,3,0
997,"FatedUnique31",1510226480,3,0
998,"FatedUnique32",1526382336,3,0
999,"FatedUnique33",1541691098,3,0
1000,"FatedUnique34",1549040307,3,0
1001,"FatedUnique35",1559924371,3,0
1002,"FatedUnique36",1571428072,3,0
1003,"FatedUnique37",1584681412,3,0
1004,"FatedUnique38",1598561758,3,0
1005,"FatedUnique39",1615991957,3,0
1006,"FatedUnique40",1629251979,3,0
1007,"FatedUnique41",1639859260,3,0
1008,"FatedUnique42",1661394635,3,0
1009,"FatedUnique43",1680089734,3,0
1010,"FatedUnique44",1694241255,3,0
1011,"FatedUnique45",1701353274,3,0
1012,"FatedUnique46",1710382015,3,0
1013,"FatedUnique47",1721513971,3,0
1014,"FatedUnique48",1732654713,3,0
1015,"FatedUnique49",1737503790,3,0
1016,"FatedUnique50",1749550543,3,0
1017,"FatedUnique51",1765200262,3,0
1018,"FatedUnique52",1779056220,3,0
1019,"FatedUnique53",1795489659,3,0
1020,"FatedUnique54",1811821195,3,0
1021,"FatedUnique55",1819162466,3,0
1022,"FatedUnique56",1835325680,3,0
1023,"FatedUnique57",1852760354,3,0
1024,"FatedUnique58",1869648045,3,0
1025,"FatedUnique59_",1879591917,3,0
1026,"FatedUnique60",1888911771,3,0
1027,"FatedUnique61",1905309247,3,0
1028,"ProphecyWickedKingChest",1913658173,3,0
1029,"UniqueRing42",1920341576,3,0
1030,"UniqueTwoHandSword11",1943973669,3,0
1031,"UniqueRing43",1973477407,3,0
1032,"UniqueBodyStr7",1981346241,3,0
1033,"UniqueTwoHandMace11",1990078464,3,0
1034,"UniqueOneHandSword20",2000175661,3,0
1035,"UniqueAmulet35",2012522178,3,0
1036,"UniqueBow17",2037972296,3,0
1037,"UniqueHelmetDex7",2049094893,3,0
1038,"UniqueRing44",2058401643,3,0
1039,"UniqueClaw15",2068740804,3,0
1040,"UniqueOneHandSword21",2081069120,3,0
1041,"UniqueTwoHandSword12",2099925920,3,0
1042,"UniqueJewel80",2107121998,3,0
1043,"UniqueBootsDexInt5",2125651241,3,0
1044,"UniqueBootsDexInt5x",2134952341,3,0
1045,"UniqueGlovesStrInt5",-2133708524,3,0
1046,"UniqueRing45",-2114813067,3,0
1047,"UniqueFlask19",-2097908305,3,0
1048,"UniqueFlask20",-2068567681,3,0
1049,"UniqueMap3_16",-2057551058,3,0
1050,"AtzirisVessel",-2044299712,3,0
1051,"UniqueMap3_17",-2035385721,3,0
1052,"UniqueJewel81",-2012172424,3,0
1053,"UniqueJewel82",-1999575978,3,0
1054,"UniqueJewel82x",-1985969498,3,0
1055,"UniqueJewel83",-1965940532,3,0
1056,"TheOath",-1952045998,3,0
1057,"TheScavenger",-1936397081,3,0
1058,"MawrBlaidd",-1926847406,3,0
1059,"BeachBox",-1913251201,3,0
1060,"UniqueBow18",-1908607656,3,0
1061,"UniqueBow19",-1893984027,3,0
1062,"UniqueHelmetStr4",-1886475003,3,0
1063,"UniqueHelmetStr5",-1865780795,3,0
1064,"UniqueAmulet37",-1859088700,3,0
1065,"UniqueAmulet38",-1841551544,3,0
1066,"UniqueWand15",-1831429229,3,0
1067,"UniqueWand16",-1808247398,3,0
1068,"UniqueWand16x",-1793934773,3,0
1069,"UniqueBodyDex10",-1776678443,3,0
1070,"UniqueBodyDex11",-1755834035,3,0
1071,"UniqueBodyDex11x",-1741230213,3,0
1072,"UniqueAmulet39",-1721100572,3,0
1073,"UniqueAmulet40",-1702566607,3,0
1074,"UniqueClaw16",-1690245979,3,0
1075,"UniqueClaw16Royale",-1669958281,3,0
1076,"UniqueClaw17",-1659046947,3,0
1077,"UniqueShieldInt8",-1643508503,3,0
1078,"UniqueShieldInt9",-1620511114,3,0
1079,"UniqueAmulet41",-1607156593,3,0
1080,"UniqueAmulet42",-1587645186,3,0
1081,"UniqueBootsStr6",-1573877148,3,0
1082,"UniqueBootsStr7",-1554632643,3,0
1083,"UniqueBootsStr7x",-1543754014,3,0
1084,"UniqueTwoHandAxe11",-1516307878,3,0
1085,"UniqueTwoHandAxe12",-1496532274,3,0
1086,"UniqueShieldStr8",-1487911653,3,0
1087,"UniqueShieldStr9",-1465628807,3,0
1088,"UniqueOneHandSword22",-1452083632,3,0
1089,"UniqueOneHandSword23",-1431532659,3,0
1090,"UniqueBodyInt13",-1420540116,3,0
1091,"UniqueBodyInt14",-1398866895,3,0
1092,"UniqueJewel85",-1388043507,3,0
1093,"UniqueJewel86",-1364138857,3,0
1094,"UniqueJewel87",-1354092538,3,0
1095,"UniqueJewel88_",-1331499420,3,0
1096,"UniqueJewel89",-1321042072,3,0
1097,"UniqueJewel90",-1299048810,3,0
1098,"UniqueShieldStr10",-1287889293,3,0
1099,"UniqueShieldStr10x",-1273348138,3,0
1100,"UniqueRing46",-1256312379,3,0
1101,"UniqueWand17",-1242935301,3,0
1102,"UniqueHelmetStrInt8",-1234948405,3,0
1103,"UniqueFlask21",-1218014717,3,0
1104,"UniqueShieldInt10",-1203879521,3,0
1105,"UniqueTwoHandAxe13",-1196393958,3,0
1106,"UniqueStaff17",-1171906331,3,0
1107,"UniqueStaff17x",-1144646031,3,0
1108,"UniqueBelt22",-1123490864,3,0
1109,"UniqueDagger15",-1105846847,3,0
1110,"UniqueBodyStrDex7",-1100164293,3,0
1111,"UniqueAmulet43",-1093752888,3,0
1112,"ThePorcupine",-1086526543,3,0
1113,"TheComingStorm",-1076461184,3,0
1114,"ThePolymath",-1063341210,3,0
1115,"TheWolverine",-1058232974,3,0
1116,"Mitts",-1041982554,3,0
1117,"TheWretched",-1028385705,3,0
1118,"TheWolvenKingsBite",-1016979657,3,0
1119,"TheStandoff",-994699293,3,0
1120,"TheForsaken",-983774363,3,0
1121,"TheGarishPower",-965169880,3,0
1122,"LingeringRemnants",-950100278,3,0
1123,"TheSparkAndTheFlame",-936854272,3,0
1124,"TheSaintsTreasure",-923523152,3,0
1125,"CallToTheFirstOnes",-900067274,3,0
1126,"TheValleyOfSteelBoxes",-889669919,3,0
1127,"UniqueChest11",-876080978,3,0
1128,"UniqueBootsDex11",-873041469,3,0
1129,"UniqueBodyStr8",-864414302,3,0
1130,"UniqueAmulet36",-852844653,3,0
1131,"UniqueBelt23",-834648742,3,0
1132,"UniqueTwoHandMace12",-814998421,3,0
1133,"UniqueJewel91",-791932214,3,0
1134,"UniqueJewel92",-768838520,3,0
1135,"UniqueJewel93",-748227439,3,0
1136,"UniqueJewel94",-721392786,3,0
1137,"UniqueJewel95",-699232261,3,0
1138,"UniqueJewel96",-676660895,3,0
1139,"UniqueJewel97",-654911036,3,0
1140,"UniqueJewel98",-634760345,3,0
1141,"UniqueJewel99",-605234858,3,0
1142,"UniqueJewel100",-581793502,3,0
1143,"UniqueJewel101",-557922152,3,0
1144,"UniqueJewel102",-537119941,3,0
1145,"UniqueJewel103",-520427035,3,0
1146,"UniqueJewel104",-492132396,3,0
1147,"UniqueJewel105",-475902277,3,0
1148,"UniqueJewel106",-457407215,3,0
1149,"UniqueJewel107",-430539066,3,0
1150,"UniqueJewel108",-399367578,3,0
1151,"UniqueStaff18",-375863390,3,0
1152,"UniqueGlovesStrDex8",-363932277,3,0
1153,"UniqueHelmetStr6",-342432380,3,0
1154,"UniqueBodyDexInt7",-324084917,3,0
1155,"UniqueOneHandSword24",-313114195,3,0
1156,"UniqueHelmetStrInt9",-280309533,3,0
1157,"UniqueHelmetStrInt7",-250024195,3,0
1158,"UniqueBodyDexInt6",-231848610,3,0
1159,"UniqueSceptre17",-215693913,3,0
1160,"UniqueTwoHandAxe15",-190562578,3,0
1161,"UniqueBodyInt12",-173275741,3,0
1162,"UniqueClaw18",-137358028,3,0
1163,"UniqueDagger16",-125151416,3,0
1164,"UniqueAmulet44",-116868537,3,0
1165,"UniqueBodyDexInt8",-88834534,3,0
1166,"UniqueGlovesDexInt7",-72057211,3,0
1167,"UniqueGlovesInt8",-51727067,3,0
1168,"UniqueGlovesInt8x",-22767325,3,0
1169,"UniqueBootsInt8",-4130052,3,0
1170,"UniqueBootsInt8x",6821103,4,0
1171,"UniqueGlovesStrInt6",30844713,4,0
1172,"UniqueGlovesStrInt6x",49684001,4,0
1173,"UniqueHelmetInt12",70706586,4,0
1174,"UniqueBodyDex12",92556347,4,0
1175,"UniqueBodyInt16",116012344,4,0
1176,"UniqueGlovesDexInt8",137952702,4,0
1177,"UniqueClassicMap1",145801814,4,0
1178,"Unique340Reliquary",157167615,4,0
1179,"UniqueVaalReliquary",175559400,4,0
1180,"UberVenariusKey",192431940,4,0
1181,"UberEaterOfWorldsKey",202645194,4,0
1182,"UberMavenKey",219448665,4,0
1183,"UberSearingExarchKey",235198792,4,0
1184,"UberSirusKey",245801890,4,0
1185,"UberShaperKey",257614476,4,0
1186,"UberUberElderKey",278716178,4,0
1187,"CelestialVaultKey",284620775,4,0
1188,"ChestForgottenReliquary",305976431,4,0
1189,"ChestForgottenReliquary2",319444739,4,0
1190,"ChestForgottenReliquaryVaal",341733763,4,0
1191,"ChestForgottenReliquaryVenarius",364145825,4,0
1192,"ChestForgottenReliquaryEaterOfWorlds",378298902,4,0
1193,"ChestForgottenReliquaryMaven",384105873,4,0
1194,"ChestForgottenReliquarySearingExarch",401132618,4,0
1195,"ChestForgottenReliquarySirus",418314670,4,0
1196,"ChestForgottenReliquaryUberShaper",438235379,4,0
1197,"ChestForgottenReliquaryUberUberElder",450122067,4,0
1198,"ChestForgottenReliquaryCosmic",458276266,4,0
1199,"UniqueBelt24",466408089,4,0
1200,"UniqueBelt21",477802916,4,0
1201,"UniqueBelt21x",502200668,4,0
1202,"UniqueShieldStrDex4",522727815,4,0
1203,"UniqueShieldStrInt11",531819323,4,0
1204,"MightIsRight",544491506,4,0
1205,"TheOpulecent",554567175,4,0
1206,"StruckByLightning",561971135,4,0
1207,"AtzirisArsenal",574809065,4,0
1208,"TheRuthlessCeinture",590140397,4,0
1209,"NoTraces",600838415,4,0
1210,"TheRealm",610979038,4,0
1211,"TheEyeOfTheDragon",623658286,4,0
1212,"TheBlazingFire",633394787,4,0
1213,"LeftToFate",643454205,4,0
1214,"Rebirth",656978722,4,0
1215,"TheInsatiable",669565943,4,0
1216,"TheObscured",689859850,4,0
1217,"TheIronBard",702455846,4,0
1218,"ForbiddenPower",729456514,4,0
1219,"TheBreach",739422434,4,0
1220,"TheDreamer",747120374,4,0
1221,"TheWorldEater",769017091,4,0
1222,"TheDeceiver",778216221,4,0
1223,"BlessingofGod",794848462,4,0
1224,"ThePuzzle",804168428,4,0
1225,"TheWitch",817024311,4,0
1226,"ImmortalResolve",838907950,4,0
1227,"TheJewellersBoon",847178381,4,0
1228,"TheDarkestDream",861551358,4,0
1229,"TheMaster",872471314,4,0
1230,"TheFathomlessDepths",886714505,4,0
1231,"TheUndaunted",896726413,4,0
1232,"TheAdmirer",915288220,4,0
1233,"TheSwordKingsSalute",932209723,4,0
1234,"TheArmyOfBlood",955288636,4,0
1235,"TheCelestialStone",977855926,4,0
1236,"Perfection",988448925,4,0
1237,"TheDreamland",1004067428,4,0
1238,"HarmonyOfSouls",1011764819,4,0
1239,"TheSamuraisEye",1029087902,4,0
1240,"TheHaleHeart",1048243475,4,0
1241,"TheMayor",1058833682,4,0
1242,"TheUndisputed",1072187581,4,0
1243,"TheRiteOfElements",1083762110,4,0
1244,"ThreeVoices",1103107286,4,0
1245,"TheProfessor",1118878055,4,0
1246,"TheBeast",1134735010,4,0
1247,"TheInnocent",1143099801,4,0
1248,"TheWiltedRose",1156084469,4,0
1249,"TheEndlessDarkness",1169185616,4,0
1250,"BeautyThroughDeath",1178766052,4,0
1251,"ThePriceOfProtection",1189125865,4,0
1252,"BoonOfTheFirstOnes",1203952772,4,0
1253,"TheTwilightMoon",1221906570,4,0
1254,"TheCacophony",1233549322,4,0
1255,"DivinationCardTheSacrifice",1251871602,4,0
1256,"DivinationCardADabOfInk",1261739490,4,0
1257,"DivinationCardTheNurse",1270012753,4,0
1258,"DivinationCardTheMasterArtisan",1280346285,4,0
