"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","i32","CastTime","ActiveSkill","IgnoreMinionTypes","bool","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","SupportWeaponRestrictions","RegularVariant","bool","i32","i32","i32","bool","StatSet","AdditionalStatSets","string","CostTypes","bool","[i32]","i32"
1441,"MMAHeistThugTrapperEnsnaringTotemMortar","",[],"",[],[],"",0,"",2,1995,193,"","",[],27,"","",[],"","",153,0,0,"",1507,[],"",[],1,[],-1
1442,"MMSHeistRobotClockworkGolemMortarSpectre","",[],"",[],[],"",0,"",2,1000,192,"","",[],30,"","",[],"","",156,0,0,"",1508,[],"",[],1,[],-1
1443,"MMSSwampBehemothProjectile","",[],"",[],[],"",0,"",2,1183,192,"","",[],22,"","",[],"","",169,0,0,"",1509,[],"",[],1,[],-1
1444,"MMSFungusBehemothProjectile","",[],"",[],[],"",0,"",2,1183,192,"","",[],22,"","",[],"","",1079,0,0,"",1510,[],"",[],1,[],-1
1445,"MMSTrialMasterBossFireMortar","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",177,0,0,"",1511,[],"",[],1,[],-1
1446,"MMSTrialMasterBossColdMortar","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",178,0,0,"",1512,[],"",[],1,[],-1
1447,"MMSTrialMasterBossLightningMortar","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",179,0,0,"",1513,[],"",[],1,[],-1
1448,"MMSTrialMasterBossSpikeMortar","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",180,0,0,"",1514,[],"",[],1,[],-1
1449,"MMSExpeditionTujenGrenade","",[],"",[],[],"",0,"",2,2000,192,"","",[],46,"","",[],"","",188,0,0,"",1515,[],"",[],1,[],-1
1450,"MMSMonsterModBombardier","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",200,0,0,"",1516,[],"",[],1,[],-1
1451,"MMSManorGargoyleCandleProjectile","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",204,0,0,"",1517,[],"",[],1,[],-1
1452,"MMSDredgeFiendMortar","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","",[],"","",0,0,0,"",1518,[],"",[],1,[],-1
1453,"MMSDredgeFiendShamanBossMortar","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","",[],"","",0,0,0,"",1519,[],"",[],1,[],-1
1454,"MMSBaneSapling","",[],"",[],[],"",0,"",2,1770,173,"","",[],21,"","",[],"","",0,0,0,"",1520,[],"",[],1,[],-1
1455,"MMAVaalSavageSpearThrow","",[],"",[],[],"",0,"",2,1000,193,"","",[],21,"","",[],"","",1033,0,0,"",1521,[],"",[],1,[],-1
1456,"MMSCannibalShamanSwapMortar","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","",[],"","",0,0,0,"",1522,[],"",[],1,[],-1
1457,"MMSBoneRabbleMortar","",[],"",[],[],"",0,"",2,1000,192,"","",[],27,"","",[],"","",1038,0,0,"",1523,[],"",[],1,[],-1
1458,"MMSUndeadVaalGuardGrenade","",[],"",[],[],"",0,"",2,1500,192,"","",[],46,"","",[],"","",1039,0,0,"",1524,[],"",[],1,[],-1
1459,"MMASpittingSnakeMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],28,"","",[],"","",1040,0,0,"",1525,[],"",[],1,[],-1
1460,"MMSConstrictorCorpseMortar","",[],"",[],[],"",0,"",2,1400,44,"","",[],21,"","",[],"","",0,0,0,"",1526,[],"",[],1,[],-1
1461,"MMSSnakeLadyFlaskThrow","",[],"",[],[],"",0,"",2,1000,192,"","",[],46,"","",[],"","",1042,0,0,"",1527,[],"",[],1,[],-1
1462,"MMASnakeLadySnakeSpit","",[],"",[],[],"",0,"",2,1000,193,"","",[],21,"","",[],"","",1043,0,0,"",1528,[],"",[],1,[],-1
1463,"MMASnakeLadySnakeChargedSpit","",[],"",[],[],"",0,"",2,1000,193,"","",[],21,"","",[],"","",1044,0,0,"",1529,[],"",[],1,[],-1
1464,"MMASpittingSnakeVomitMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],28,"","",[],"","",1045,0,0,"",1530,[],"",[],1,[],-1
1465,"MMSVaalGuardGrenade","",[],"",[],[],"",0,"",2,1500,680,"","",[],46,"","",[],"","",0,2,0,"",1531,[],"",[],1,[],-1
1466,"MMSVaalGuardGrenadeDeath","",[],"",[],[],"",0,"",2,1500,681,"","",[],46,"","",[],"","",0,2,0,"",1532,[],"",[],1,[],-1
1467,"MMSVaalGuardOilTrap","",[],"",[],[],"",0,"",2,1500,684,"","",[],46,"","",[],"","",3,1,0,"",1533,[],"",[],1,[],-1
1468,"MMSVaalGuardOilTrapDeath","",[],"",[],[],"",0,"",2,1500,685,"","",[],46,"","",[],"","",3,1,0,"",1534,[],"",[],1,[],-1
1469,"MMSFishParasiteWaterMortar","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","",[],"","",0,0,0,"",1535,[],"",[],1,[],-1
1470,"MMSEelBossMortar","",[],"",[],[],"",0,"",2,1000,192,"","",[],21,"","",[],"","",1049,0,0,"",1536,[],"",[],1,[],-1
1471,"MMACenobiteStoneThrow","",[],"",[],[],"",0,"",2,1000,44,"","",[],46,"","",[],"","",1050,0,0,"",1537,[],"",[],1,[],-1
1472,"MMSVaalZealotBloodMortar","",[],"",[],[],"",0,"",2,1200,173,"","",[],21,"","",[],"","",1118,0,0,"",1538,[],"",[],1,[],-1
1473,"MMSVaalZealotChaosMortar","",[],"",[],[],"",0,"",2,1200,173,"","",[],21,"","",[],"","",1119,0,0,"",1539,[],"",[],1,[],-1
1474,"MMSCenobiteMortarPoison","",[],"",[],[],"",0,"",2,2330,173,"","",[],28,"","",[],"","",0,0,0,"",1540,[],"",[],1,[],-1
1475,"MMSCenobiteMortarExplode","",[],"",[],[],"",0,"",2,2330,173,"","",[],25,"","",[],"","",0,0,0,"",1541,[],"",[],1,[],-1
1476,"MMSCenobiteMortarHeal","",[],"",[],[],"",0,"",2,2300,173,"","",[],21,"","",[],"","",0,0,0,"",1542,[],"",[],1,[],-1
1477,"MMSBootyBlasterSoulRelease","",[],"",[],[],"",0,"",2,1000,192,"","",[],21,"","",[],"","",1064,0,0,"",1543,[],"",[],1,[],-1
1478,"MMSBootyBlasterSoulReleaseFlinch","",[],"",[],[],"",0,"",2,1000,192,"","",[],21,"","",[],"","",1064,0,0,"",1544,[],"",[],1,[],-1
1479,"MPWPirateGrenade","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","",[],"","",0,0,0,"",1545,[],"",[],1,[],-1
1480,"MPWPirateGrenadeBounced","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","",[],"","",0,0,0,"",1546,[],"",[],1,[],-1
1481,"MPWPirateGrenadeOnDeath","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","",[],"","",0,0,0,"",1547,[],"",[],1,[],-1
1482,"MMSCaptainRothSoulMortar","",[],"",[],[],"",0,"",2,1000,192,"","",[],26,"","",[],"","",1069,0,0,"",1548,[],"",[],1,[],-1
1483,"MMSUndeadVaalGuardGrenadeDeath","",[],"",[],[],"",0,"",2,1500,192,"","",[],46,"","",[],"","",1039,0,0,"",1524,[],"",[],1,[],-1
1484,"MMSGargoyleCandleProjectilePoEM","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",1073,0,0,"",1549,[],"",[],1,[],-1
1485,"MMSFountainStatueBossSkullBarrage","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",1074,0,0,"",1550,[],"",[],1,[],-1
1486,"MMSCreepyHagDebuffProjectile","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",1075,0,0,"",1551,[],"",[],1,[],-1
1487,"MMSWifeMonsterSpiritMortar","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",1076,0,0,"",1552,[],"",[],1,[],-1
1488,"MMASpikerDeathSpike","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","",[],"","",1126,0,0,"",1553,[],"",[],1,[],-1
1489,"MMSMarakethSanctumSentinelsStatueDaemonFireMortar","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","",[],"","",0,0,0,"",1555,[],"",[],1,[],-1
1490,"MMSRitualRatTornadoRatMortar","",[],"",[],[],"",0,"",2,1000,386,"","",[],"","","",[],"","",1054,0,0,"",1556,[],"",[],1,[],-1
1491,"MMSHellscapeFleshBossMortar","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",195,0,0,"",1557,[],"",[],1,[],-1
1492,"MMASpikerDeathSpikeSanctum","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","",[],"","",1153,0,0,"",1558,[],"",[],1,[],-1
1493,"MMAPorcupineAntSpikeballSanctum","",[],"",[],[],"",0,"",2,1200,193,"","",[],53,"","",[],"","",1078,0,0,"",1559,[],"",[],1,[],-1
1494,"MMSMundaneMagiMortarSanctum","",[],"",[],[],"",0,"",2,1000,192,"","",[],26,"","",[],"","",1081,0,0,"",1560,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1
1495,"MMSqwe_MMAqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","",[],"","",0,0,0,"",1561,[],"",[],1,[],-1
1496,"MonsterClusterBurst","",[],"",[],[],"",0,"",2,1000,194,"","",[],"","","",[],"","",0,0,0,"",1562,[],"",[],1,[],-1
1497,"RisenArbalestMultiShot","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","",[],"","",0,0,0,"",1563,[],"",[],1,[],-1
1498,"RisenArbalestBasicProjectile","",[],"",[],[],"",0,"",2,1000,44,"","",[],1,"","",[],"","",0,0,0,"",1564,[],"",[],1,[],-1
1499,"IceCrashIceGoblin","",[],"",[],[],"",0,"",2,1000,198,"","",[],"","","",[],"","",0,0,0,"",1565,[],"",[],1,[],-1
1500,"DeathExplodeBloodWorm","",[],"",[],[],"",0,"",2,1000,199,"","",[],"","","",[],"","",0,2,0,"",1566,[],"",[],1,[],-1
1501,"MinerExcavateElemental","",[],"",[],[],"",0,"",2,1000,200,"","",[],"","","",[],"","",0,0,0,"",1567,[],"",[],1,[],-1
1502,"SkeletonCannonMortar","",[],"",[],[],"",0,"",2,1500,192,"","",[],"","","",[],"","",9,0,0,"",1568,[],"",[],1,[],-1
1503,"MonsterWaitShort","",[],"",[],[],"",0,"",2,1000,201,"","",[],"","","",[],"","",0,0,0,"",1569,[],"",[],1,[],-1
1504,"MonsterWaitVeryShort","",[],"",[],[],"",0,"",2,1000,201,"","",[],"","","",[],"","",0,0,0,"",1570,[],"",[],1,[],-1
1505,"MonsterWaitVeryShortWithLongerCooldown","",[],"",[],[],"",0,"",2,1000,201,"","",[],"","","",[],"","",0,0,0,"",1571,[],"",[],1,[],-1
1506,"ExpeditionApparitionColdBeam","",[],"",[],[],"",0,"",2,9000,204,"","",[],23,"",1,[],"","",0,1,0,"",1572,[],"",[],1,[],-1
1507,"GoatmanWait","",[],"",[],[],"",0,"",2,1000,201,"","",[],"","","",[],"","",0,0,0,"",1573,[],"",[],1,[],-1
1508,"GoatmanWait2","",[],"",[],[],"",0,"",2,1000,201,"","",[],"","","",[],"","",0,0,0,"",1574,[],"",[],1,[],-1
1509,"SkeletonFrostBlades","",[],"",[],[],"",0,"",2,1000,206,"","",[],1,"","",[],"","",0,0,0,"",1575,[],"",[],1,[],-1
1510,"RisenArbalestSnipe","",[],"",[],[],"",0,"",2,2000,44,"","",[],53,"","",[],"","",0,0,0,"",1576,[],"",[],1,[],-1
1511,"RisenArbalestSnipeSanctum","",[],"",[],[],"",0,"",2,2000,44,"","",[],53,"","",[],"","",0,0,0,"",1576,[],"",[],1,[],-1
1512,"LegionKaruiArcherSnipe","",[],"",[],[],"",0,"",2,2500,44,"","",[],53,"","",[],"","",0,0,0,"",1579,[],"",[],1,[],-1
1513,"SanctumRinSnipe","",[],"",[],[],"",0,"",2,2500,44,"","",[],53,"","",[],"","",0,0,0,"",1578,[],"",[],1,[],-1
1514,"SlaveCatcherNetThrow","",[],"",[],[],"",0,"",2,1000,213,"","",[],"","","",[],"","",0,5,0,"",1580,[],"",[],1,[],-1
1515,"GhostPirateBladeVortex","",[],"",[],[],"",0,"",2,500,258,"","",[],"","","",[],"","",0,0,0,"",1581,[],"",[],1,[],-1
1516,"GhostPirateBladeVortexSpectre","",[],"",[],[],"",0,"",2,500,258,"","",[],"","","",[],"","",0,0,0,"",1582,[],"",[],1,[],-1
1517,"LbRetractableTrap","",[],"",[],[],"",0,"",2,1000,221,"","",[],"","","",[],"","",0,0,0,"",1583,[],"",[],1,[],-1
1518,"BoneStalkerEarthquake","",[],"",[],[],"",0,"",2,1000,224,"","",[],"","","",[],"","",0,4,0,"",1584,[],"",[],1,[],-1
1519,"TombStalkerEarthquake","",[],"",[],[],"",0,"",2,1000,224,"","",[],"","","",[],"","",0,4,0,"",1585,[],"",[],1,[],-1
1520,"NessaCrabTriggeredEarthquake","",[],"",[],[],"",0,"",2,1000,227,"","",[],"","","",[],"","",0,0,0,"",1586,[],"",[],1,[],-1
1521,"ReviveAfterDuration","",[],"",[],[],"",0,"",2,1000,232,"","",[],"","","",[],"","",0,0,0,"",1587,[],"",[],1,[],-1
1522,"SummonAnimatedSwordIncursion","",[],"",[],[],"",0,"",2,1270,173,"","",[],"","","",[],"","",0,0,0,"",1588,[],"",[],1,[],-1
1523,"BetrayalOriathSunder","",[],"",[],[],"",0,"",2,2130,235,"","",[],"","","",[],"","",1,4,0,"",1590,[],"",[],1,[],-1
1524,"IncursionPipeCausticGround","",[],"",[],[],"",0,"",2,500,237,"","",[],"","","",[],"","",0,2,0,"",1591,[],"",[],1,[],-1
1525,"BetrayalTotemCastGroundEffect","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,5,0,"",1592,[],"",[],1,[],-1
1526,"BarrelCastGroundEffectBurningGroundSmall","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,0,0,"",1593,[],"",[],1,[],-1
1527,"DeliriumLightningDemonShockedGroundUnique","",[],"",[],[],"",0,"",2,500,237,"","",[],"","","",[],"","",0,7,0,"",1594,[],"",[],1,[],-1
1528,"HarvestVultureCausticGroundOnSummon","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,2,0,"",1595,[],"",[],1,[],-1
1529,"HeistSnipeAttachedPoisonGas","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1596,[],"",[],1,[],-1
1530,"HeistCultistYellowCanisterGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,3,0,"",1597,[],"",[],1,[],-1
1531,"HeistMilitaryMinibossFlameWallGroundInner","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1598,[],"",[],1,[],-1
1532,"HeistMilitaryMinibossFlameWallGroundOuter","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1599,[],"",[],1,[],-1
1533,"HeistMilitaryMinibossFlameWallGroundCenter","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1600,[],"",[],1,[],-1
1534,"CGEHeistThugTarGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,27,0,"",1601,[],"",[],1,[],-1
1535,"CGEHeistRobotGolemBurningGround","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,0,0,"",1602,[],"",[],1,[],-1
1536,"CGEExpeditionZombie","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,8,0,"",1603,[],"",[],1,[],-1
1537,"CGEArchnemesisShockedGround","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,7,0,"",1604,[],"",[],1,[],-1
1538,"CGEArchnemesisShockedGroundParent","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,7,0,"",1605,[],"",[],1,[],-1
1539,"CGEArchnemesisBurningGround","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,0,0,"",1606,[],"",[],1,[],-1
1540,"CGEArchnemesisBurningGroundParent","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,0,0,"",1607,[],"",[],1,[],-1
1541,"CGEArchnemesisColdSnapGround","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,8,0,"",1608,[],"",[],1,[],-1
1542,"CGEArchnemesisColdSnapGroundParent","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,8,0,"",1609,[],"",[],1,[],-1
1543,"CGEArchnemesisCausticGround","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,2,0,"",1610,[],"",[],1,[],-1
1544,"CGEArchnemesisFlameWalkerGround","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,0,0,"",1611,[],"",[],1,[],-1
1545,"CGEArchnemesisFrostWalkerGround","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,1,0,"",1612,[],"",[],1,[],-1
1546,"CGEArchnemesisLightningWalkerGround","",[],"",[],[],"",0,"",2,100,237,"","",[],"","","",[],"","",0,7,0,"",1613,[],"",[],1,[],-1
1547,"CGEMonsterModGlacialPrison","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,1,0,"",1614,[],"",[],1,[],-1
1548,"CGEConsumeBossOrbDrippings","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,7,0,"",1615,[],"",[],1,[],-1
1549,"CGEWetaColdSnapGround","",[],"",[],[],"",0,"",2,100,238,"","",[],"","","",[],"","",0,8,0,"",1616,[],"",[],1,[],-1
1550,"CGECannibalShamanSwampGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1617,[],"",[],1,[],-1
1551,"CGESnakeLadySnakeChargedSpit","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1618,[],"",[],1,[],-1
1552,"CGETrenchHagVortex","",[],"",[],[],"",0,"",2,2000,238,"","",[],34,"","",[],"","",0,8,0,"",1619,[],"",[],1,[],-1
1553,"CGELegionaireSmokeGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,4,0,"",1620,[],"",[],1,[],-1
1554,"CGELegionaireCausticGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1621,[],"",[],1,[],-1
1555,"CGEVaalZealotBloodGround","",[],"",[],[],"",0,"",2,2000,238,"","",[],23,"","",[],"","",0,15,0,"",1622,[],"",[],1,[],-1
1556,"CGEViperNapuatziSnakeGroundDegen","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,2,0,"",1623,[],"",[],1,[],-1
1557,"CGEBloodBatherFireGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1624,[],"",[],1,[],-1
1558,"CGEBloodPriestBoilingBlood","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,15,0,"",1625,[],"",[],1,[],-1
1559,"CGECenobiteMushroomCloud","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1626,[],"",[],1,[],-1
1560,"CGEVaalHumanoidCannonNapalm","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1627,[],"",[],1,[],-1
1561,"CGEVaalHumanoidCannonNapalmSmall","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1628,[],"",[],1,[],-1
1562,"CGEQuillCrabTropicalChill","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,1,0,"",1629,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1
1563,"CGESpittingSnakeCaustic","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1630,[],"",[],1,[],-1
1564,"CGEIllFatedCausticPollen","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1631,[],"",[],1,[],-1
1565,"CGEPlantCausticPollen","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1632,[],"",[],1,[],-1
1566,"CGEGoblinGiantBossSulphiteVomit","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,41,0,"",1633,[],"",[],1,[],-1
1567,"CGEArenaBeastBossSulpurGas","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,41,0,"",1634,[],"",[],1,[],-1
1568,"CGESirenBossGeyser","",[],"",[],[],"",0,"",2,3532,238,"","",[],31,"","",[],"","",0,8,0,"",1635,[],"",[],1,[],-1
1569,"CGESudokuTotemColdSnap","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,8,0,"",1636,[],"",[],1,[],-1
1570,"CGESudokuTotemMoltenPopGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1637,[],"",[],1,[],-1
1571,"GCEBloodFeverDrunkStuned","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1638,[],"",[],1,[],-1
1572,"GCEBloodFeverDrunkDeath","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1639,[],"",[],1,[],-1
1573,"CGEParasiteHostVomit","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1640,[],"",[],1,[],-1
1574,"CGEBloodFeverBloaterPustules","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1641,[],"",[],1,[],-1
1575,"CGEBagLadyCausticGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1642,[],"",[],1,[],-1
1576,"CGEBaronBossHumanExpandingSwordZone","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,8,0,"",1643,[],"",[],1,[],-1
1577,"CGERootedSporeLightning","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,41,0,"",1644,[],"",[],1,[],-1
1578,"CGERootedSporeLightningStun","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,41,0,"",1645,[],"",[],1,[],-1
1579,"CGECreepingHumanVomit","",[],"",[],[],"",0,"",2,1000,238,"","",[],21,"","",[],"","",0,2,0,"",1646,[],"",[],1,[],-1
1580,"CGECocoonSporeRelease","",[],"",[],[],"",0,"",2,1000,238,"","",[],24,"","",[],"","",0,41,0,"",1647,[],"",[],1,[],-1
1581,"CGEWormsMaggotPool","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,33,0,"",1648,[],"",[],1,[],-1
1582,"CGEIceWendigoColdBreath","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,1,0,"",1649,[],"",[],1,[],-1
1583,"CGEForsakenSonBurningGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1650,[],"",[],1,[],-1
1584,"CGEChimeraBossFireSpray","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1651,[],"",[],1,[],-1
1585,"CGEChimeraBossIceBreath","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,8,0,"",1652,[],"",[],1,[],-1
1586,"CGEChimeraBossLightningBreath","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,7,0,"",1653,[],"",[],1,[],-1
1587,"CGEChimeraUltimatumBossLightningBreath","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,7,0,"",1654,[],"",[],1,[],-1
1588,"CGEChimeraBossPoisonSpray","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1655,[],"",[],1,[],-1
1589,"CGEMutantBirdPeckDetritus","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,15,0,"",1656,[],"",[],1,[],-1
1590,"CGEStarFishSpitCausticGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1657,[],"",[],1,[],-1
1591,"CGEFallenGodBossFireBeam","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1658,[],"",[],1,[],-1
1592,"CGEFallenGodBossExaltSkybeam","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,0,0,"",1659,[],"",[],1,[],-1
1593,"CGEFountainStatueBossGoop","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,41,0,"",1660,[],"",[],1,[],-1
1594,"CGEFountainStatueBossGoopExpanding","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,41,0,"",1661,[],"",[],1,[],-1
1595,"CGEFallenFireBeam","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1662,[],"",[],1,[],-1
1596,"CGEFallenGodBossChaosChargeFire","",[],"",[],[],"",0,"",2,1000,237,"","",[],"","","",[],"","",0,0,0,"",1663,[],"",[],1,[],-1
1597,"CGEExecratusAlchemistGround1","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1664,[],"",[],1,[],-1
1598,"CGEExecratusAlchemistGround2","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1665,[],"",[],1,[],-1
1599,"CGEBabyBossWalkVomit","",[],"",[],[],"",0,"",2,1000,238,"","",[],23,"","",[],"","",0,2,0,"",1666,[],"",[],1,[],-1
1600,"CGERudjaPoisonGas","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1667,[],"",[],1,[],-1
1601,"CGERudjaTar","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,27,0,"",1668,[],"",[],1,[],-1
1602,"CGEWifeGhostflameBurning","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1669,[],"",[],1,[],-1
1603,"CGETitanBossFissureFire","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1670,[],"",[],1,[],-1
1604,"GCEInfectedMercIncendiaryBolt","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1671,[],"",[],1,[],-1
1605,"CGEGiantSnakeBossVomit","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1672,[],"",[],1,[],-1
1606,"GCEGiantSnakeBossHeadSlamBurningGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1673,[],"",[],1,[],-1
1607,"GCEGiantSnakeBossBurningGround","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,0,0,"",1674,[],"",[],1,[],-1
1608,"CGEViperNapuatziSpear","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,2,0,"",1675,[],"",[],1,[],-1
1609,"CGEWitchHutHagIceRune","",[],"",[],[],"",0,"",2,1000,238,"","",[],"","","",[],"","",0,8,0,"",1676,[],"",[],1,[],-1
1610,"CGEGiantSkeletonSnakeBossFlameGeyser","",[],"",[],[],"",0,"",2,3532,238,"","",[],31,"","",[],"","",0,0,0,"",1677,[],"",[],1,[],-1
