"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","f32","[rid]","bool"
1366,"MPSVoodooKing2SpellProjectile","","[488,4415,6698,11885,5627,10057]","[762,645,2615]","[1121,-40,400]",4.5,0.1,0.0175,[],""
1367,"MPSVoodooKing3SpellProjectile","","[488,4415,6698,11885,6480,2378,10057,16268]","[762,6703,169,645,2615]","[1123,50,0,-40,60]",4.5,0.1,0.0175,[],""
1368,"MMSSummonScarabs","","[488,4415,6698,11885]",[762],[1124],1,0.055,0,[],""
1369,"MPWBalbalaKnifeSummon","","[488,4415,6698,11885,2876]","[762,645,167,2428]","[1131,-30,2,20]",1,0.055,0,[],""
1370,"MPWBalbalaPoisonKnife","","[488,4415,6698,11885,2231]","[762,2615]","[1132,80]",1,0.055,0,[],""
1371,"MPSPlagueNymphRailGun","","[488,4415,6698,11885,4385]","[762,1067,645,2615]","[1125,60,-50,-60]",3.25,0.22,0.013,[],""
1372,"MPWProcessionBowFireArrow","","[488,4415,6698,11885,4385,16268]","[762,1065,645]","[1133,70,-40]",1,0.055,0,[],""
1373,"MPSVaalHumanoidPyramidHandsGrenade","","[488,4415,5627,11885,2876,16268,18431]","[762,645,2428,17911]","[1126,-30,9,3000]",1,0.055,0,[],""
1374,"MPSVaalHumanoidShieldLegsGrenade","","[488,4415,5627,11885,2876,16268,18431]","[762,645,2428,17911,6703]","[1127,-30,20,3000,25]",1,0.055,0,[],""
1375,"MPSVaalHumanoidCannonNapalmMiniBlob","","[488,16271]","[762,167,2428,6703,166]","[1128,2,15,25,1]",1.5,0.1,0.0175,[],""
1376,"MPSUndeadMarakethPriestMagmaOrb","","[488,16271,5627,4415,6698,11885,6480,2378,10057]","[762,167,2428,6703,166]","[1129,2,15,25,3]",1,0.055,0,[],""
1377,"MPAMudBurrowerVomitProj","","[488,4415,6480,11885,2876,16268]",[762],[1118],1,0.055,0,[],""
1378,"MPSBloodBatherFlailFireBall","","[488,4415,6480,11885,16268,2876,7898]","[762,2428,645,167]","[1130,6,-40,4]",1,0.055,0,[],""
1379,"MPSVaalStormcallerBouncingLightning","","[488,4415,11885,18431,5627,16268,7898]","[762,17911,2428,645,167]","[1131,15000,20,-50,81]",1,0.055,0,[],""
1380,"MPSCauldronCroneBasic","","[488,4415,10057]","[762,645,3086]","[1132,-20,15]",2.5,0.1,0.0175,[],""
1381,"MPSChimeraWetlandsBossLightningBreath","","[488,4415,11885,16268,4385,6698,18431]","[762,645]","[1134,-20]",3,0.1,0.0175,[],""
1382,"MPSChimeraWetlandsBossChaosSpray","","[488,4415,11885,16268,6698,2876]","[762,645,17911]","[1135,-35,2000]",1,0.055,0,[],""
1383,"MPSChimeraWetlandsBossChaosSprayPillar","","[488,4415,11885,16268,6698,19136]","[762,645]","[1135,0]",1,0.1,0.0175,[],""
1384,"MPAVaalGoliathLivingCannisterCrystal","","[488,4415,5627,11885,2876,16268,18431]","[762,17911,6703]","[1134,1381,0]",1,0.055,0,[],""
1385,"MPAVaalAxeThrowerAxe","","[488,4415,5627,11885,16271]","[762,17911,6703,645]","[1135,1981,0,-15]",1,0.055,0,[],""
1386,"MPADoryaniCrabLegToss","","[488,4415,11885,2876,16271]",[762],[1136],1,0.055,0,[],""
1387,"MPSDoryaniCrabLightningCage","",[488],"[762,167,2428,6703,18258]","[1138,2,40,20,60]",6,0.1,0.0175,[],""
1388,"MPSDoryaniCrabLightningCageCorrupt","",[488],"[762,167,2428,6703,18258]","[1138,2,40,20,60]",7.5,0.1,0.0175,[],""
1389,"ViperNapuatziLightningSpearSecondary","",[488],"[762,1067,10102,167]","[1137,60,200,3]",1,0.055,0,"[1067,10102,13643]",""
1390,"MPSTheTrialMasterFireProjectile","","[488,4415,5627,11885,16268]",[762],[1348],3,0.1,0.0175,[],""
1391,"MPSTheTrialMasterColdProjectile","","[488,4415,5627,11885,16268]",[762],[1349],3,0.1,0.0175,[],""
1392,"MPSTheTrialMasterLightningProjectile","","[488,4415,5627,11885,16268]",[762],[1350],3,0.1,0.0175,[],""
1393,"SilentSpiresApparitionThrowLightning","","[488,4415,11885]","[5625,5626,17546,1264,5624]","[250,1000,65,11,5]",1,0.1,0.0175,[],""
1394,"SilentSpiresApparitionThrowLightningLeft","","[488,4415,11885]","[5625,5626,17546,1264,5624]","[250,1000,65,11,5]",1,0.1,0.0175,[],""
1395,"MPSSilentSpiresApparitionPortalBallLightningLeft","","[488,6480,4415,6698,18903]","[762,11459,3086,2428]","[1352,300,35,3]",4.5,0.1,0.0175,[],""
1396,"MPSSilentSpiresApparitionTemporalChainsLightning","","[488,4415,6698,2876]",[762],[1353],1,0.1,0.0175,[],""
1397,"MPSSilentSpiresApparitionPortalBallLightningSingle","","[488,6480,4415,18903]","[762,11459,3086,2428]","[1352,300,35,3]",4.5,0.1,0.0175,[],""
1398,"SOSilentSpiresApparitionElipticalOrbitBall","",[],[],[],1,0.1,0.0175,[],""
1399,"MPSViperNapuatziPoisonSpray","","[488,2231,16268]","[762,2428]","[1357,4]",3,0.1,0.0175,[],""
1400,"MPSTheTrialMasterOmegaBolt","","[488,6480,4415,6698]","[762,6466,10173]","[1358,300,30]",6,0.1,0.0175,[],""
1401,"MPSTheTrialMasterOmegaBoltTriggered","","[488,6480,4415,6698]","[762,6466,10173]","[1358,300,30]",4,0.1,0.0175,[],""
1402,"MPSBreachEliteFallenLunarisMonsterChaosSpark","","[488,4415,5627,11885,16268,18431,7898]","[762,167,2428]","[1360,5,12]",3.25,0.1,0.0175,[],""
1403,"MPWScorpionBossPoisonSpray","","[488,2231,4415,6698,16271,19127,2378]","[762,2428]","[1138,6]",1,0.055,0,[],""
1404,"MPSBreachEliteBoneProjectile","","[488,4415,5627,11885]","[762,645]","[1361,-30]",3,0.1,0.0175,[],""
1405,"MPSBreachElitePaleEliteSpiritBomb","","[488,6480,4415,6698,2876,18672,18659]","[762,11459]","[1362,300]",1,0.055,0,[],""
1406,"MPSBreachBossFlickProjectile","","[488,4415,5627,11885,16268,4385]",[762],[1364],1,0.055,0,[],""
1407,"MPSDemonClawBossFireball","","[488,11885,10057,5627,6698,6480,19127,4415,2876]",[762],[1365],1,0.1,0.0175,[],""
1408,"MPSDemonClawBossWingBombMega","","[488,11885,10057,4415,5627,6698]",[762],[1366],1,0.1,0.0175,[],""
1409,"MPSDemonClawBossWingBombsMini","","[488,11885,10057]","[762,11459]","[1367,250]",4.5,0.1,0.0175,[],""
1410,"MPSViperNapuatziProjectileBarrage","","[488,4415,6698,2231,7898]","[762,167,645]","[1038,10,-20]",3,0.1,0.0175,[],""
1411,"MPSBreachBossTulProjectile","","[488,4415,6698]",[762],[1368],4.5,0.1,0.0175,[],""
1412,"MPSBreachBossMultiFlick","","[488,4415,6698,16271,17270]","[762,645,17911,10173]","[1369,-20,1,30]",15,0.1,0.0175,[],""
1413,"MPSChaosGodTriHeadLizardBasicProjectile","","[488,4415,5627,11885,16271,7898]","[762,645,167,2428,3086]","[1370,-30,2,16,10]",3,0.1,0.0175,[],""
1414,"MPWScorpionBossPoisonDartTrap","","[488,2231,18903,6698,4415]","[762,11459]","[1143,250]",1,0.055,0,[],""
1415,"MPWSanctumDartTrap","","[488,2231,18903,6698,4415]","[762,11459]","[1143,250]",1,0.055,0,[],""
1416,"MPSRattlecageVolcano","","[488,11885,10057,5627,4415,13268,16271,2378]",[762],[1371],4.5,0.1,0.0175,[],""
1417,"MPSChimeraWetlandsBossFireballPillar","","[488,11885,4415,5627,6698,2378,7898,16271,6698]",[762],[1372],4,0.1,0.0175,[],""
1418,"MPSTheTrialMasterOmegaBoltNormal","","[488,6480,4415,6698]","[762,6466,10173]","[1358,300,30]",6,0.1,0.0175,[],""
1419,"MPSBreachBossHeadFireball","","[488,4415,6698,16268,2876]",[762],[1373],1,0.055,0,[],""
1420,"MPSUltimatumTurretFireProjectile","","[488,6480,4415,6698]","[762,18257]","[1374,200]",3,0.1,0.0175,[],""
1421,"MPSRattlecageVolcanoNova","","[488,11885,10057,5627,4415,13268,1738,16268,2378]","[762,167,6703]","[1371,9,80]",4.5,0.1,0.0175,[],""
1422,"GSSilentSpiresApparitionTemporalChainsLightningImpact","","[603,11885,488]",[],[],9,0.1,0.0175,[],""
1423,"MPSShrineCold","","[488,4415,5627,11885,16268,7898,6698]","[762,17630]","[1375,200]",4,0.1,0.0175,[],""
1424,"MPSShrineColdPlayer","","[488,4415,5627,11885,16268,7898,6698]","[762,17630]","[1375,200]",1,0.1,0.04,[],""
1425,"MPSDemonClawBossPulsingBall","","[488,10057,18903,2378,2722]","[762,167,11459]","[1376,59,250]",10,0.1,0.0175,[],""
1426,"MPWMonsterLightningArrow","","[488,4415,6698,11885,16268,2876]","[762,1067,645,18258]","[1145,70,-40,100]",1,0.055,0,[],""
1427,"MPWTriHeadLizardPosionSpray","","[488,4415,5627,11885,2876,16268,18431,13643,4385,2876]","[762,645,2428,18425]","[1146,-30,2,1]",1,0.055,0,[],""
1428,"MPWBreachBatSpineProjectile","","[488,4415,5627,11885,16268,7898,6698,2876]","[762,645,2428,18425,3086]","[1147,-30,7,4,20]",1,0.055,0,[],""
1429,"MPSMonsterModBombardier","","[488,11885,16271,2378,2378]","[762,17911]","[1379,100]",2,0.1,0.0175,[],""
1430,"MPSUltimatumTurretLightningProjectile","","[488,6480,4415,6698]","[762,18258]","[1380,200]",3,0.1,0.0175,[],""
1431,"MPSUltimatumTurretLightningProjectileUpgraded","","[488,6480,4415,6698]","[762,167,3086,18258]","[1380,4,20,200]",3,0.1,0.0175,[],""
1432,"MPSUltimatumTurretFireballPrimary","","[488,6480,4415,6698,11885,5627,16268,2876]","[762,17911,6703]","[1381,450,25]",1,0.055,0,[],""
1433,"MPSUltimatumTurretFireballSecondary","","[488,11885,16271]","[762,2428,17911,11459,6703,5834]","[1382,0,981,150,0,1]",4.5,0.1,0.0175,[],""
1434,"MPSDruidicFungusZombieTreeHollowProjectile","","[488,11885,10057,4415,5627,6698,6480,16268,18684,18431,2378,7898,19127,18903,2378,2876]","[762,2428,3086]","[1383,15,15]",1,0.055,0,[],""
1435,"MPSDruidicFungusZombieTreeHollowBarrage","","[488,11885,10057,4415,5627,6698,6480,16268,18684,18431,2378,19127,18903,2378,2876,7898]","[762,2428,3086,167]","[1383,25,100,7]",1,0.055,0,[],""
1436,"MPWBreachBossSpiderWeb","","[488,11885,16271,6480,4415,6698,19136]","[762,2428,17911,11459,6703,5834]","[1149,0,981,150,0,1]",1,0.055,0,[],""
1437,"MPSColdEssenceProjectileNova","","[488,6698,4415,11885,18903,1738]","[167,762,2019]","[50,1385,70]",5,0.1,0.0175,[],""
1438,"MPSColdEssenceDeliveryProjectile","","[488,11885,10057,4415,5627,6698,6480,16271,18684,18431,2378,7898,19127,18903,2378,2876]",[762],[1386],3,0.1,0.0175,[],""
1439,"MPSSanctumHazardPortalProjectile","","[488,6480,4415,6698]","[762,11459]","[1387,300]",4,0.1,0.0175,[],""
1440,"MPWBlackStriderWebProjectile","","[488,11885,16271,6480,4415,6698,2876]","[762,17911]","[1150,1500]",1,0.055,0,[],""
1441,"MPWBlackStriderWebProjectileSanctum","","[488,11885,16271,6480,4415,6698,7898]","[762,17911,167,2428]","[1151,1300,3,20]",1,0.055,0,[],""
1442,"MPSAttributeEssenceCrystalProj","","[488,4415,6698,11885,2876]","[762,645]","[1152,-30]",1.3,0.1,0.0175,[],""
1443,"MPSTheTrialMasterOmegaBoltTimeStop","","[488,6480,4415,6698]","[762,6466,10173]","[1358,300,30]",6,0.1,0.0175,[],""
1444,"MPSSanctumShellMonsterVolcano","","[488,11885,10057,5627,4415,13268,16271,2378]",[762],[1388],2,0.1,0.0175,[],""
1445,"MPSAncestralTotemSpiritSoulCasterProjectile","","[488,4415,6698]","[762,645]","[1389,-40]",1,0.055,0,[],""
1446,"MPSOmnitectTurretProj","","[488,11885,10057,4415,5627,6698,6480,16268,16271,18684,18431,2378,7898,19127,18903,2378,12824,2876]",[762],[1390],1,0.055,0,[],""
1447,"MPWHellscapePaleBossSnipe","","[488,4415,6698,11885,6480,4385]","[762,1193,5834,645]","[155,50,1,-40]",1,0.055,0,[],""
1448,"MPWHellscapePaleBossAxeToss","","[488,4415,6698,11885,4385]","[762,5834]","[154,1]",1,0.055,0,[],""
1449,"MPWHellscapePaleBossAxeToss2","","[488,4415,6698,11885,4385]","[762,5834]","[156,1]",1,0.055,0,[],""
1450,"MPSSanctumWispProj","","[6698,4415,488]","[762,645]","[1393,-45]",1,0.391,0.0127,[],""
1451,"MPWSpiresBurrowerSpitSanctum","","[488,4415,5627,11885,2876,16271]","[762,17911,2428]","[1154,0,3]",1,0.055,0,[],""
1452,"MPSStrongboxChaosProjectile","","[488,4415,5627,11885,7898,17969]","[762,645,17911]","[1394,-30,0]",2.25,0.1,0.0175,[],""
1453,"MPWqwe_MPSqwe_MPAqwe_NEW_ENTRIES_GO_ABOVE_ME","","[488,11885,10057,4415,5627,6698,6480,16268,16271,18684,18431,2378,7898,19127,18903,2378]",[762],[1000],1,0.055,0,[],""
1454,"BrutusSpikedGround","","[603,1886]",[2615],[-30],0.42,0.1,0.0175,[],""
1455,"BrutusGroundSlam","","[603,191]","[619,17749,19121,19122,19123]","[120,100,200,8,3]",1,0.055,0,[],""
1456,"Heal","",[],"[349,439]","[1000,600]",1,0.055,0,[],""
1457,"ArchnemesisConsecrate","",[8409],"[349,439,5553]","[6000,120,30]",1,0.055,0,[],""
1458,"ArchnemesisPoachersMark","",[],"[349,1001,2360,2361,2359,5553]","[8800,-20,9,9,100,24]",1,0.055,0,[],""
1459,"TreasureGolemSummonAnimatedWeapon","","[2386,2423,2387]","[850,2096]","[176,4]",1,0.055,0,[],""
1460,"BatScreech","",[603],[],[],1.625,0.1,0.0175,[],""
1461,"BatScreechGeometrySpell","",[603],[18693],[20],2.2666,0.1,0.0175,[],""
1462,"CorpseWheelCharge","","[1808,675,610,1146,13799]","[171,452,453,13761]","[176,10,32,33]",1,0.055,0,[],""
1463,"IncursionMapDeviceWaterVortex","","[603,488]","[1750,1067,5834,5553]","[30,75,1,-25]",1.5,0.1,0.0175,[],""
1464,"DesertLeaperDodgeLeftShort","",[],"[2554,1194]","[12,-25]",1,0.055,0,[],""
1465,"DesertLeaperDodgeLeftMedium","",[],"[2554,1194]","[18,-25]",1,0.055,0,[],""
1466,"DesertLeaperDodgeLeftFar","",[],"[2554,1194]","[24,-25]",1,0.055,0,[],""
1467,"DesertLeaperDodgeRightShort","",[],"[2419,2554,1194]","[1,12,-25]",1,0.055,0,[],""
1468,"DesertLeaperDodgeRightMedium","",[],"[2419,2554,1194]","[1,18,-25]",1,0.055,0,[],""
1469,"DesertLeaperDodgeRightFar","",[],"[2419,2554,1194]","[1,24,-25]",1,0.055,0,[],""
1470,"KaruiSpiritDodgeLeft","",[],[2554],[20],1,0.055,0,[],""
1471,"KaruiSpiritDodgeRight","",[],"[2419,2554]","[1,20]",1,0.055,0,[],""
1472,"FallenGodBossDodgeFwd","",[12824],"[2419,2554]","[2,30]",1,0.055,0,[],""
1473,"FallenGodBossDodgeBwd","",[12824],"[2419,2554]","[3,30]",1,0.055,0,[],""
1474,"FallenGodBossDodgeLeft","",[12824],"[2419,2554]","[0,30]",1,0.055,0,[],""
1475,"FallenGodBossDodgeRight","",[12824],"[2419,2554]","[1,30]",1,0.055,0,[],""
1476,"EAADemonClawBossDodgeForwards","","[12824,11885,19136]",[],[],1,0.055,0,[],""
1477,"EAADemonClawBossDodgeBackwards","","[12824,11885,19136]",[],[],1,0.055,0,[],""
1478,"EAADemonClawBossDodgeLeft","","[11885,19136]",[],[],1,0.055,0,[],""
1479,"EAADemonClawBossDodgeRight","","[11885,19136]",[],[],1,0.055,0,[],""
1480,"VaalincursionMortar","","[603,488,4415]","[2428,645,5851,3085,5553]","[10,-40,5,10,-40]",1.955,0.1,0.0175,[],""
1481,"IncursionGrenadeMortar","","[603,488,4415]","[2428,3085,1065,5834]","[5,20,50,1]",2.7,0.1,0.0175,[],""
1482,"IncursionGrenadeMortarSecondary","","[603,488,1738,6460]","[2428,3085,167,6467]","[8,20,8,20]",2.7,0.1,0.0175,[],""
1483,"DelveMonkeyAzuriteMortar","","[603,488,4415,2876]","[3085,5553]","[15,-75]",2,0.1,0.0175,[],""
1484,"DeliriumDemonPhysWeaponToss","","[603,488,6698,4415,8394]","[1816,3085,5834,5553]","[50,30,1,-30]",1,0.1,0.0175,[],""
1485,"DeliriumDemonPhysWeaponTossUnique","","[603,488,6698,4415,8394,191]","[1816,3085,5834,5553]","[50,30,1,-30]",1,0.1,0.0175,[],""
1486,"DeliriumBossPhysMortarSpray","","[603,488,4415,4385,11762,11885]","[167,2428,3085,645]","[1,10,15,0]",1,0.1,0.0175,[],""
1487,"DeliriumMinionVomitMortar","","[603,488,4415,6480,4385,2876,11885,16271]","[2428,169,762]","[15,15,1140]",1,0.1,0.0175,[],""
1488,"DeliriumLightningBallBombard","","[603,488,4415,6480,4385,18671,18658]","[3085,2428,644]","[12,13,100]",2.5,0.1,0.0175,[],""
1489,"DeliriumLightningBallBombardTriggered","","[603,488,4415,6480,4385,18671,18658]","[3085,2428,644]","[12,13,100]",2.5,0.1,0.0175,[],""
1490,"DeliriumLightningBallBombardUnique","","[603,488,4415,6480,4385,18671,18658]","[3085,2428,644]","[12,13,100]",2.75,0.1,0.0175,[],""
1491,"DeliriumLightningBallBombardTriggeredUnique","","[603,488,4415,6480,4385,18671,18658]","[3085,2428,644]","[12,13,100]",2.75,0.1,0.0175,[],""
1492,"DeliriumCorpseMortar","","[603,488,4415,4385,6698,8394]","[5834,3085]","[1,25]",1,0.1,0.0175,[],""
1493,"DeliriumSpikerDeathSpike","","[603,488,4415,1738]","[167,2428,10930,1066]","[5,30,200,50]",1,0.1,0.0175,[],""
1494,"BlackStriderWebProjectile","","[603,488,4415,6698,2876]","[3085,5834]","[15,1]",1,0.055,0,[],""
1495,"BlackStriderMassMortar","","[603,488,4415,6698,2876]","[3085,5834]","[5,1]",1,0.055,0,[],""
1496,"HarvestChieftainVolatileMortar","","[603,488,4415,6698,8394]","[3085,5834]","[5,1]",1,0.055,0,[],""
1497,"MMAHarvestSandspitterMortar","","[603,488,4415,6698,9939,5627,8394]","[2428,3085,1193]","[3,50,15]",1,0.055,0,[],""
1498,"MMAHarvestChieftainMoltenStrike","","[603,488,4415,6698]",[],[],1,0.055,0,[],""
1499,"MMSHeistThugTNTThrow","","[603,488,4415,2876,6698]","[3085,645,5553]","[15,-50,-75]",2,0.1,0.0175,[],""
1500,"MMSHeistThugTNTThrowSpectre","","[603,488,4415,2876,6698]","[3085,645,5553]","[15,-50,-75]",1,0.1,0.0175,[],""
1501,"MMSHeistThugTNTThrowTrapper","","[603,488,4415,2876,6698]","[3085,645,5553]","[15,-50,-75]",2,0.1,0.0175,[],""
1502,"MMSHeistThugTNTThrowTrapperSpectre","","[603,488,4415,2876,6698]","[3085,645,5553]","[15,-50,-75]",1,0.1,0.0175,[],""
1503,"MMSHeistThugVolatileThrow","","[603,488,4415,2876,6698]","[3085,167,645,2428]","[15,1,-50,20]",0,0.055,0,[],""
1504,"MMSHeistThugOilVase","","[603,488,4415,6698,2876]",[3085],[15],1.5,0.1,0.0175,[],""
1505,"MMSHeistTrapperEliteTNTThrow","","[603,488,4415,2876,6698]","[3085,5553]","[15,-75]",2,0.1,0.0175,[],""
1506,"MMAHeistThugTrapperLightningGridMine","","[603,488,4415,2876,6698]","[3085,5834]","[15,1]",1,0.055,0,[],""
1507,"MMAHeistThugTrapperEnsnaringTotemMortar","","[603,488,4415,2876,6698,1078]","[2428,6467,5834]","[20,10,1]",1,0.055,0,[],""
1508,"MMSHeistRobotClockworkGolemMortarSpectre","","[603,488,4415,6698]",[645],[-35],2,0.1,0.0175,[],""
1509,"MMSSwampBehemothProjectile","","[603,488,4415,6698]","[1068,2428,5834]","[20,10,1]",1.9,0.1,0.0175,[],""
1510,"MMSFungusBehemothProjectile","","[603,488,4415,6698]","[2428,167,2615]","[15,2,50]",4.75,0.1,0.0175,[],""
1511,"MMSTrialMasterBossFireMortar","","[603,488,4415]",[2428],[15],2.5,0.1,0.0175,[],""
1512,"MMSTrialMasterBossColdMortar","","[603,488,4415]",[2428],[15],2.5,0.1,0.0175,[],""
1513,"MMSTrialMasterBossLightningMortar","","[603,488,4415]",[2428],[15],2.5,0.1,0.0175,[],""
1514,"MMSTrialMasterBossSpikeMortar","","[603,488,4415,1738]","[167,2428,10930]","[5,30,200]",0.7,0.1,0.0175,[],""
1515,"MMSExpeditionTujenGrenade","","[603,488,4415,2876,6698]","[2428,5834,645,5553]","[8,1,-50,-75]",1,0.1,0.0175,[],""
1516,"MMSMonsterModBombardier","","[603,488,4415,6698]",[],[],5,0.1,0.0175,[],""
1517,"MMSManorGargoyleCandleProjectile","","[603,488]",[2615],[20],5,0.1,0.0175,[],""
1518,"MMSDredgeFiendMortar","","[488,4415,6480,11885,7898,6698,16271]","[2428,167,645,762,17911]","[8,1,-40,1133,981]",1,0.055,0,[],""
1519,"MMSDredgeFiendShamanBossMortar","","[488,4415,6480,11885,16268,7898]","[2428,167,645,762]","[15,2,-30,1136]",1,0.055,0,[],""
1520,"MMSBaneSapling","","[603,488,4415,6698,16271]","[2428,1068,645,762]","[5,40,-40,1340]",1.5,0.1,0.0175,[],""
1521,"MMAVaalSavageSpearThrow","","[603,488,4415,6698,11885]",[1193],[50],1,0.055,0,[],""
1522,"MMSCannibalShamanSwapMortar","","[603,488,4415,6698,11885,16268,2876]","[2428,645,762]","[10,-30,1344]",1,0.055,0,[],""
1523,"MMSBoneRabbleMortar","","[603,488,4415,6698,11885]","[2428,166,13644,645,6467,18693]","[12,3,90,-55,23,50]",3.5,0.1,0.0175,[],""
1524,"MMSUndeadVaalGuardGrenade","","[488,4415,6698,11885]","[2428,166,13644,645]","[5,1,90,-60]",3,0.1,0.0175,[],""
1525,"MMASpittingSnakeMortar","","[603,488,4415,6698,10057,11885,11762,4385]","[2428,645,1193,3085,3246,13256]","[2,-40,50,15,50,1002]",3,0.1,0.0175,[],""
1526,"MMSConstrictorCorpseMortar","","[488,10057,11885,4415,6698,7898,16268]","[645,762,167]","[-40,1141,1]",1,0.055,0,[],""
1527,"MMSSnakeLadyFlaskThrow","","[603,488,4415,6698,5627,6480,11885]",[],[],2,0.1,0.0175,[],""
1528,"MMASnakeLadySnakeSpit","","[603,488,4415,6698,5627,6480,11885]",[],[],1.5,0.1,0.0175,[],""
1529,"MMASnakeLadySnakeChargedSpit","","[603,488,4415,6698,5627,6480,11885]",[],[],3,0.1,0.0175,[],""
1530,"MMASpittingSnakeVomitMortar","","[603,488,4415,6698,5627,6480,11885]","[2428,6467,3246,13256]","[7,15,50,1002]",2.7,0.1,0.0175,[],""
1531,"MMSVaalGuardGrenade","","[488,16268,4415,603,18431]","[349,1065,1193]","[1500,20,40]",3,0.1,0.0175,[],""
1532,"MMSVaalGuardGrenadeDeath","","[488,16268,4415,603,18431]","[349,1065,1193,169]","[1500,20,40,-60]",3,0.1,0.0175,[],""
1533,"MMSVaalGuardOilTrap","","[488,16268,4415,603,18431]","[15226,349,3070,1193]","[2002,1300,7000,40]",2.5,0.1,0.0175,[],""
1534,"MMSVaalGuardOilTrapDeath","","[488,16268,4415,603,18431]","[15226,349,3070,1193,169]","[2002,1300,7000,40,-60]",2.5,0.1,0.0175,[],""
1535,"MMSFishParasiteWaterMortar","","[488,4415,6698,11885,16271,2876]","[645,762]","[-35,1137]",2,0.1,0.0175,[],""
1536,"MMSEelBossMortar","","[488,4415,6698,11885]",[],[],3,0.1,0.0175,[],""
1537,"MMACenobiteStoneThrow","","[488,11885,4415,6698,16268]","[762,645,2428]","[1050,-40,5]",1,0.1,0.0175,[],""
1538,"MMSVaalZealotBloodMortar","","[488,4415,5627,11885,16268,6698]","[762,645,6703,2428,18425]","[1118,-35,15,5,1]",3.3,0.1,0.0175,[],""
1539,"MMSVaalZealotChaosMortar","","[488,4415,5627,11885,16268,6698]","[762,645,6703,2428,18425,3246]","[1119,-30,15,5,1,100]",3.1,0.1,0.0175,[],""
1540,"MMSCenobiteMortarPoison","","[2876,488,4415,6698,11885,16271]","[2428,645,762]","[5,-35,1341]",2,0.1,0.0175,[],""
1541,"MMSCenobiteMortarExplode","","[2876,488,4415,6698,11885,16271]","[2428,645,762]","[5,-35,1342]",2.55,0.1,0.0175,[],""
1542,"MMSCenobiteMortarHeal","","[2876,488,4415,6698,11885,16271]","[2428,645,762]","[5,-35,1343]",2,0.1,0.0175,[],""
1543,"MMSBootyBlasterSoulRelease","","[2876,488,4415,6698,11885]","[2428,645]","[10,-35]",2.25,0.1,0.0175,[],""
1544,"MMSBootyBlasterSoulReleaseFlinch","","[2876,488,4415,6698,11885]",[645],[-35],2.25,0.1,0.0175,[],""
1545,"MPWPirateGrenade","","[2876,488,4415,6698,11885,16271]","[2428,645,762,18011,166]","[5,-40,1043,5,1]",1,0.055,0,[],""
1546,"MPWPirateGrenadeBounced","","[2876,488,4415,6698,11885,16271,2378]","[2428,645,762,18011,166]","[5,-40,1085,5,1]",1,0.055,0,[],""
1547,"MPWPirateGrenadeOnDeath","","[2876,488,4415,6698,11885,16268]","[2428,166,645,762]","[5,1,-40,1044]",1,0.055,0,[],""
1548,"MMSCaptainRothSoulMortar","","[603,488,4415,6698]","[2428,645,1065]","[10,-30,50]",2.75,0.1,0.0175,[],""
1549,"MMSGargoyleCandleProjectilePoEM","",[],[],[],1.5,0.1,0.0175,[],""
1550,"MMSFountainStatueBossSkullBarrage","","[603,488,4415,6698]","[2428,645,1065]","[10,-30,50]",2.75,0.1,0.0175,[],""
1551,"MMSCreepyHagDebuffProjectile","","[603,488,4415,6698]",[7001],[20],3,0.1,0.0175,[],""
1552,"MMSWifeMonsterSpiritMortar","","[603,488,4415,6698,11885]","[2428,645,1065,2615]","[10,0,60,40]",5,0.1,0.0175,[],""
1553,"MMASpikerDeathSpike","","[488,6480,4415,6698,11885,16268]","[762,2428,17911,3086,1750]","[1126,15,981,25,25]",1,0.055,0,[],""
1554,"MMSMarakethSanctumSentinelsStatueDaemonIceMortar","","[603,488,4385,16271]","[1066,762]","[35,1355]",17.5,0.1,0.0175,[],""
1555,"MMSMarakethSanctumSentinelsStatueDaemonFireMortar","","[603,488,4385,16271]","[1065,762]","[35,1356]",17.5,0.1,0.0175,[],""
1556,"MMSRitualRatTornadoRatMortar","","[603,488,4385,16271]",[],[],17.5,0.1,0.0175,[],""
1557,"MMSHellscapeFleshBossMortar","","[488,4415,6698,8394]",[2615],[-60],1.69,0,0.0279,[],""
1558,"MMASpikerDeathSpikeSanctum","","[488,6480,4415,6698,11885,16268]","[762,2428,17911,3086,1750,3246]","[1153,15,981,25,25,100]",1,0.055,0,[],""
1559,"MMAPorcupineAntSpikeballSanctum","","[488,11885,2378]","[5834,1193,2428,3246]","[1,60,5,100]",1,0.055,0,[],""
1560,"MMSMundaneMagiMortarSanctum","","[603,488,4415,6698]","[3085,7430]","[20,15]",1.1,0.391,0.0127,[],""
1561,"MMSqwe_MMAqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],[],[],1,0.055,0,[],""
1562,"MonsterClusterBurst","","[488,817]","[2433,2455,2615,5553]","[4,-55,-25,-29]",1,0.055,0,[],""
1563,"RisenArbalestMultiShot","",[488],"[762,167,6461]","[1022,2,15]",1,0.055,0,[],""
1564,"RisenArbalestBasicProjectile","",[488],[762],[1023],1,0.055,0,[],""
1565,"IceCrashIceGoblin","",[603],"[1066,1878,2637,5553]","[50,-66,-25,20]",1,0.055,0,[],""
1566,"DeathExplodeBloodWorm","","[603,1788]","[1742,5553]","[100,-50]",2.1111,0.1,0.0175,[],""
