"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","[rid]","i32","i32","i32"
79,153,"","","","","","","","","","","","","",3011,3011,3015,3531,3015,9205,"","",5898,-417900903,0,0,[12558],13,7,0,3972,"","","","",6474,"",6474,6474,9205,3015,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,3972,12455,0,3531,3011,3015,"",5898,"","",[12566],0,0,0
80,154,"","","","","","","","","","","","","",173,"","","","","","","","",-2072698540,48,100,"[12555,12569]",14,4,612,"","",8757,8761,"",173,"",173,173,173,173,8761,8757,8761,8761,8761,8761,8757,8757,8757,8757,8757,8757,8757,12509,75,173,173,173,173,173,173,"","[12563,12569]",553,48,100
81,155,"","","","","","","","","","","","","",174,"","","","","","","","",-19953861,68,100,"[12556,12569]",14,5,673,"","",8758,8762,"",174,"",174,174,174,174,8762,8758,8762,8762,8762,8762,8758,8758,8758,8758,8758,8758,8758,12510,0,174,174,174,174,174,174,1,"[12564,12569]",37,68,100
82,156,"","","","","","","","","","","","","",176,"","","","","","","","",-1542366365,0,0,"[12557,12569]",14,6,0,"","",8759,8763,"",176,"",176,176,176,176,8763,8759,8763,8763,8763,8763,8759,8759,8759,8759,8759,8759,8759,12511,0,176,176,176,176,176,176,"","[12565,12569]",0,0,0
83,157,"","","","","","","","","","","","","",179,"","","","","","","","",473094408,0,0,"[12558,12569]",14,7,0,"","",8760,8764,"",179,"",179,179,179,179,8764,8760,8764,8764,8764,8764,8760,8760,8760,8760,8760,8760,8760,12512,0,179,179,179,179,179,179,"","[12566,12569]",0,0,0
84,158,"","","","","","","","","","","","","",2795,2591,2591,20239,2786,2158,9675,21105,3503,-355385139,48,100,[12555],15,4,612,"",2676,"","","",3503,2680,21105,9675,2158,2786,2680,2680,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,2676,12448,75,20239,2591,2591,"",3503,"","",[12563],553,48,100
85,159,"","","","","","","","","","","","","",2796,2592,2592,20240,2788,2159,9676,21106,3504,839378797,68,100,[12556],15,5,673,"",2677,"","","",3504,2681,21106,9676,2159,2788,2681,2681,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,12449,0,20240,2592,2592,"",3504,"",1,[12564],37,68,100
86,160,"","","","","","","","","","","","","",2797,2594,2610,20241,2789,2160,9677,21107,3505,-1822562206,0,0,[12557],15,6,0,"",2678,"","","",3505,2682,21107,9677,2160,2789,2682,2682,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678,12450,0,20241,2594,2610,"",3505,"","",[12565],0,0,0
87,161,"","","","","","","","","","","","","",2798,2595,2611,20242,2790,2162,9678,21108,3506,1492393166,0,0,[12558],15,7,0,"",2679,"","","",3506,2683,21108,9678,2162,2790,2683,2683,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,12451,0,20242,2595,2611,"",3506,"","",[12566],0,0,0
88,162,"","","","","","","","","","","","","",2500,"","",4699,"","","","",2928,-760080401,68,100,[12556],16,5,586,"","",2596,2604,"",539,"",539,539,539,539,2604,2596,2604,2604,2604,2604,2596,2596,2596,2596,2596,2596,2596,12417,0,4699,2928,2928,2928,2928,"",1,[12564],32,68,100
89,163,"","","","","","","","","","","","","",2501,"","",4700,"","","","",2929,557934500,0,0,[12557],16,6,0,"","",2597,2605,"",541,"",541,541,541,541,2605,2597,2605,2605,2605,2605,2597,2597,2597,2597,2597,2597,2597,12418,0,4700,2929,2929,2929,2929,"","",[12565],0,0,0
90,164,"","","","","","","","","","","","","",2502,"","",4701,"","","","",2930,-1973061961,0,0,[12558],16,7,0,"","",2598,2606,"",544,"",544,544,544,544,2606,2598,2606,2606,2606,2606,2598,2598,2598,2598,2598,2598,2598,12419,0,4701,2930,2930,2930,2930,"","",[12566],0,0,0
91,165,"","","","","","","","","","","",3567,4296,3567,1969,2066,2062,"","",2089,2094,2100,2086905859,68,100,[12556],17,5,586,"","",23607,"",23610,2097,"",2094,2089,2097,2097,4296,3567,23610,23610,23610,23610,23607,23607,23607,23607,23607,23607,23607,12487,0,2062,1969,2066,"",2100,"",1,[12564],32,68,100
92,166,"","","","","","","","","","","",3568,4297,3568,1972,2067,2063,"","",2091,2095,2101,330229883,0,0,[12557],17,6,0,"","",23608,"",23611,2098,"",2095,2091,2098,2098,4297,3568,23611,23611,23611,23611,23608,23608,23608,23608,23608,23608,23608,12488,0,2063,1972,2067,"",2101,"","",[12565],0,0,0
93,167,"","","","","","","","","","","",3569,4297,3569,1973,2068,2065,"","",2093,2096,2102,1669260288,0,0,[12558],17,7,0,"","",23609,"",23612,2099,"",2096,2093,2099,2099,4297,3569,23612,23612,23612,23612,23609,23609,23609,23609,23609,23609,23609,12489,0,2065,1973,2068,"",2102,"","",[12566],0,0,0
94,168,"","","","","","","","","","","","","",3464,3464,3474,2977,"","",9695,"",3550,122642368,68,100,[12556],18,5,586,3550,"","","","",9692,"",9692,9695,9692,9692,3550,3550,3550,3550,3550,3550,3550,3550,3550,3550,3550,3550,3550,12456,0,2977,3464,3474,"",3550,"",1,[12564],32,68,100
95,169,"","","","","","","","","","","","","",3465,3465,3475,2978,"","",9696,"",3551,-1016206409,0,0,[12557],18,6,0,3551,"","","","",9693,"",9693,9696,9693,9693,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,3551,12457,0,2978,3465,3475,"",3551,"","",[12565],0,0,0
96,170,"","","","","","","","","","","","","",3473,3473,3476,2979,"","",9697,"",3552,1247641969,0,0,[12558],18,7,0,3552,"","","","",9694,"",9694,9697,9694,9694,3552,3552,3552,3552,3552,3552,3552,3552,3552,3552,3552,3552,3552,12458,0,2979,3473,3476,"",3552,"","",[12566],0,0,0
97,171,"","","","","","","","","","","","","",12273,"","",3315,"","","","","",-1691201624,68,100,"[12556,3801]",19,5,586,"","",9795,9799,"",3315,"",3315,3315,3315,3315,9799,9795,9799,9799,9799,9799,9795,9795,9795,9795,9795,9795,9795,12445,0,3315,8241,8241,8241,3315,"",1,"[12564,3801]",32,68,100
98,172,"","","","","","","","","","","","","",12274,"","",3316,"","","","","",-718463325,0,0,"[12557,3801]",19,6,0,"","",9796,9800,"",3316,"",3316,3316,3316,3316,9800,9796,9800,9800,9800,9800,9796,9796,9796,9796,9796,9796,9796,12446,0,3316,8242,8242,8242,3316,"","","[12565,3801]",0,0,0
99,173,"","","","","","","","","","","","","",12275,"","",3317,"","","","","",692127728,0,0,"[12558,3801]",19,7,0,"","",9797,9801,"",3317,"",3317,3317,3317,3317,9801,9797,9801,9801,9801,9801,9797,9797,9797,9797,9797,9797,9797,12447,0,3317,8243,8243,8243,3317,"","","[12566,3801]",0,0,0
100,174,"","","","","","","","","","","","","",12536,8251,12535,12571,12526,12532,12599,12551,12549,-306989797,0,0,[12559],20,8,0,12590,"","","","","","",12551,12599,12532,12526,12590,12590,12590,12590,12590,12590,12590,12590,12590,12590,12590,12590,12590,12515,0,12571,8251,12535,"",12549,"","",[12567],0,0,0
101,175,"","","","","","","","","","","","","",10043,12577,12573,12546,12528,12611,12601,12529,12574,-1454947071,0,0,"[12559,12598]",21,8,0,12597,"","","","","","",12529,12601,12611,12528,12597,12597,12597,12597,12597,12597,12597,12597,12597,12597,12597,12597,12597,12516,0,12546,12577,12573,"",12574,"","","[12567,12598]",0,0,0
102,176,"","","","","","","","","","","","","",12548,12579,12547,12580,12544,12531,12533,12530,12575,-2010504687,0,0,"[12559,12520]",22,8,0,12586,"","","","","","",12530,12533,12531,12544,12586,12586,12586,12586,12586,12586,12586,12586,12586,12586,12586,12586,12586,12517,0,12580,12579,12547,"",12575,"","","[12567,12520]",0,0,0
103,177,"","","","","","","","","","","","","",12606,12608,18113,7310,12602,11998,12542,12589,12603,-1499847665,0,0,"[12559,12481,12609]",23,8,0,12607,"","","","","","",12589,12542,11998,12602,12607,12607,12607,12607,12607,12607,12607,12607,12607,12607,12607,12607,12607,12518,0,7310,12608,18113,"",12603,"","","[12567,12481,12609]",0,0,0
104,178,"","","","","","","","","","","","","","","","","","","","","","",411361590,32,100,"[12592,12593,12594]",24,0,0,"","","","","","","","","","","","","","","","","","","","","","","","",12422,0,"","","","","","","","[12592,12593,12594]",0,32,100
