"rownum","HeistAreasKey","Id","ARMFile","HeistJobsKey1","HeistJobsKey2","i32","i32","i32","string","f32","bool","bool"
188,3,39,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Entrances/EscapeRoom1.arm","","",5,1,1,"",1,"",""
189,3,40,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/BlueprintGoals/BlueprintGoal_Major.arm","","",1,3,3,"",2,1,""
190,3,41,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/BlueprintGoals/BlueprintGoal_Minor.arm","","",1,3,3,"",2,1,""
191,3,42,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/BlueprintGoals/BlueprintGoal_Major_engineering.arm",8,"",1,3,3,"",2,1,""
192,3,43,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/BlueprintGoals/BlueprintGoal_Major_engineering_flip.arm",8,"",1,3,3,"",2,1,""
193,3,44,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/BlueprintGoals/BlueprintGoal_Minor_engineering.arm",8,"",1,3,3,"",2,1,""
194,3,45,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/BlueprintGoals/BlueprintGoal_Minor_engineering_flip.arm",8,"",1,3,3,"",2,1,""
195,3,46,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Quest/TibbsPileOfWealth.arm","","",1,1,1,"",1,"",1
196,3,47,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Quest/TullinaMerveilWeddingDress.arm","","",1,1,1,"",1,"",1
197,3,48,"Metadata/Terrain/Leagues/Heist/Reliquary/Rooms/Goals/GoalNashtaBossEntry1.arm",2,"",1,3,3,"",1,"",1
198,4,0,"Metadata/Terrain/Leagues/Heist/Library/Rooms/1x1/1x1_cnr1_01.arm","","",2,1,1,"",1,"",""
199,4,1,"Metadata/Terrain/Leagues/Heist/Library/Rooms/1x1/1x1_cnr1_02.arm","","",2,1,1,"",1,"",""
200,4,2,"Metadata/Terrain/Leagues/Heist/Library/Rooms/1x1/1x1_end1_01.arm","","",2,1,1,"",1,"",""
201,4,3,"Metadata/Terrain/Leagues/Heist/Library/Rooms/1x1/1x1_st1_01.arm","","",2,1,1,"",1,"",""
202,4,4,"Metadata/Terrain/Leagues/Heist/Library/Rooms/1x1/1x1_st1_02.arm","","",2,1,1,"",1,"",""
203,4,5,"Metadata/Terrain/Leagues/Heist/Library/Rooms/1x1/1x1_tri1_01.arm","","",2,1,1,"",1,"",""
204,4,6,"Metadata/Terrain/Leagues/Heist/Library/Rooms/1x1/1x1_var1_01.arm","","",2,1,1,"",1,"",""
205,4,7,"Metadata/Terrain/Leagues/Heist/Library/Rooms/2x2/2x2_var1.arm","","",2,2,2,"",2,"",""
206,4,8,"Metadata/Terrain/Leagues/Heist/Library/Rooms/2x2/2x2_var2.arm","","",2,2,2,"",2,"",""
207,4,9,"Metadata/Terrain/Leagues/Heist/Library/Rooms/2x2/2x2_var3.arm","","",2,2,2,"",2,"",""
208,4,10,"Metadata/Terrain/Leagues/Heist/Library/Rooms/2x2/2x2_var4.arm","","",2,2,2,"",2,"",""
209,4,11,"Metadata/Terrain/Leagues/Heist/Library/Rooms/2x2/2x2_var5.arm","","",2,2,2,"",2,"",""
210,4,12,"Metadata/Terrain/Leagues/Heist/Library/Rooms/2x2/2x2_var6.arm","","",2,2,2,"",2,"",""
211,4,13,"Metadata/Terrain/Leagues/Heist/Library/Rooms/2x2/2x2_var7.arm","","",2,2,2,"",2,"",""
212,4,14,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Entrances/Entrance1.arm","","",0,2,2,"",2,"",""
213,4,15,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Goals/GoalLockpicking.arm",0,"",1,2,2,"",2,"",""
214,4,16,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Goals/GoalPerception.arm",2,"",1,2,2,"",2,"",""
215,4,17,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Goals/GoalCounterThaumaturge.arm",4,"",1,2,2,"",2,"",""
216,4,18,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Goals/GoalDeception.arm",7,"",1,2,2,"",2,"",""
217,4,19,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Goals/VaultEngineering.arm",8,"",1,2,2,"",2,"",""
218,4,20,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Goals/VaultEngineering_flip.arm",8,"",1,2,2,"",2,"",""
219,4,21,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Sides/side1.arm","","",3,1,1,"",1,"",""
220,4,22,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Sides/side2.arm","","",3,1,1,"",1,"",""
221,4,23,"Metadata/Terrain/Leagues/Heist/Library/Rooms/NPC/GapCross/2x2_GapCross_01.arm",8,"",2,2,2,"",2,"",""
222,4,24,"Metadata/Terrain/Leagues/Heist/Library/Rooms/NPC/GapCross/2x2_GapCross_02.arm",8,"",2,2,2,"",2,"",""
223,4,25,"Metadata/Terrain/Leagues/Heist/Library/Rooms/NPC/GapCross/2x2_GapCross_03.arm",8,"",2,2,2,"",2,"",""
224,4,26,"Metadata/Terrain/Leagues/Heist/Library/Rooms/NPC/EngineeringTurrets/2x2_turrets1.arm","",8,2,2,2,"",2,"",""
225,4,27,"Metadata/Terrain/Leagues/Heist/Library/Rooms/NPC/EngineeringTurrets/2x2_turrets2.arm","",8,2,2,2,"",2,"",""
226,4,28,"Metadata/Terrain/Leagues/Heist/Library/Rooms/NPC/Perception/2x2_Perception_01.arm",2,"",2,2,2,"",2,"",""
227,4,29,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Entrances/EscapeRoom1.arm","","",5,1,1,"",1,"",""
228,4,30,"Metadata/Terrain/Leagues/Heist/Library/Rooms/BlueprintGoal/BlueprintGoal_Major.arm","","",1,3,3,"",2,1,""
229,4,31,"Metadata/Terrain/Leagues/Heist/Library/Rooms/BlueprintGoal/BlueprintGoal_Minor.arm","","",1,3,3,"",2,1,""
230,4,32,"Metadata/Terrain/Leagues/Heist/Library/Rooms/NPC/CounterThaumaturgy/2x2_magic1.arm","",4,2,2,2,"",2,"",""
231,4,33,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Entrances/Entrance2.arm","","",0,2,2,"",2,"",""
232,4,34,"Metadata/Terrain/Leagues/Heist/Library/Rooms/Goals/GoalJamanraBossEntry.arm",7,"",1,2,2,"",2,"",1
233,5,0,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/1x1/1x1_cnr1_01.arm","","",2,1,1,"",1,"",""
234,5,1,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/1x1/1x1_cnr1_02.arm","","",2,1,1,"",1,"",""
235,5,2,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/1x1/1x1_end1_01.arm","","",2,1,1,"",1,"",""
236,5,3,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/1x1/1x1_st1_01.arm","","",2,1,1,"",1,"",""
237,5,4,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/1x1/1x1_st1_02.arm","","",2,1,1,"",1,"",""
238,5,5,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/1x1/1x1_tri1_01.arm","","",2,1,1,"",1,"",""
239,5,6,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/1x1/1x1_var1_01.arm","","",2,1,1,"",1,"",""
240,5,7,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var1.arm","","",2,2,2,"",2,"",""
241,5,8,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var2.arm","","",2,2,2,"",2,"",""
242,5,9,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var3.arm","","",2,2,2,"",2,"",""
243,5,10,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var4.arm","","",2,2,2,"",2,"",""
244,5,11,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var5.arm","","",2,2,2,"",2,"",""
245,5,12,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var6.arm","","",2,2,2,"",1,"",""
246,5,13,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var7.arm","","",2,2,2,"",1,"",""
247,5,14,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var8.arm","","",2,2,2,"",1,"",""
248,5,15,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var9.arm","","",2,2,2,"",1,"",""
249,5,16,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var10.arm","","",2,2,2,"",1,"",""
250,5,17,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var11.arm","","",2,2,2,"",1,"",""
251,5,18,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/2x2/2x2_var12.arm","","",2,2,2,"",1,"",""
252,5,19,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Entrances/Entrance1.arm","","",0,2,2,"",1,"",""
253,5,20,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Entrances/Entrance2.arm","","",0,2,2,"",1,"",""
254,5,21,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Entrances/Entrance3.arm","","",0,2,2,"",1,"",""
255,5,22,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Goals/GoalBruteForce1.arm",1,"",1,2,2,"",2,"",""
256,5,23,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Goals/GoalCounterThaumaturge1.arm",4,"",1,2,2,"",2,"",""
257,5,24,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Goals/GoalTrapDisarmament1.arm",5,"",1,2,2,"",2,"",""
258,5,25,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Goals/VaultDemolition1.arm",3,"",1,2,2,"",2,"",""
259,5,26,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Goals/VaultEngineering1.arm",8,"",1,2,2,"",2,"",""
260,5,27,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Goals/VaultLockpicking1.arm",0,"",1,2,2,"",2,"",""
261,5,28,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Goals/GoalAgility1.arm",6,"",1,2,2,"",2,"",""
262,5,29,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Sides/side1.arm","","",3,1,1,"",1,"",""
263,5,30,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Sides/side2.arm","","",3,1,1,"",1,"",""
264,5,31,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Sides/side3.arm","","",3,1,1,"",1,"",""
265,5,32,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/BruteForce/2x2_bruteforce1.arm",1,"",2,2,2,"",2,"",""
266,5,33,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/BruteForce/2x2_bruteforce2.arm",1,"",2,2,2,"",2,"",""
267,5,34,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/BruteForce/2x2_bruteforce3.arm",1,"",2,2,2,"",2,"",""
268,5,35,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/Demolition/2x2_demolition1.arm",3,"",2,2,2,"",2,"",""
269,5,36,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/Demolition/2x2_demolition2.arm",3,"",2,2,2,"",2,"",""
270,5,37,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/Demolition/2x2_demolition3.arm",3,"",2,2,2,"",2,"",""
271,5,38,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/TrapDisarmament/2x2_disarmament_1.arm",5,"",2,2,2,"",2,"",""
272,5,39,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/TrapDisarmament/2x2_disarmament_2.arm",5,"",2,2,2,"",2,"",""
273,5,40,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/TrapDisarmament/2x2_disarmament_3.arm",5,"",2,2,2,"",2,"",""
274,5,41,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/TrapDisarmament/2x2_disarmament_out1.arm","",5,2,2,2,"",2,"",""
275,5,42,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/TrapDisarmament/2x2_disarmament_out2.arm","",5,2,2,2,"",2,"",""
276,5,43,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/TrapDisarmament/2x2_disarmament_out3.arm","",5,2,2,2,"",2,"",""
277,5,44,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/Agility/2x2_agility1.arm",6,"",2,2,2,"",2,"",""
278,5,45,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/Agility/2x2_agilityout1.arm","",6,2,2,2,"",2,"",""
279,5,46,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/Engineering/2x2_engineering1.arm",8,"",2,2,2,"",2,"",""
280,5,47,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/Engineering/2x2_engineering2.arm",8,"",2,2,2,"",2,"",""
281,5,48,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/Engineering/2x2_engineering3.arm",8,"",2,2,2,"",2,"",""
282,5,49,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/Engineering/2x2_engineering4.arm",8,"",2,2,2,"",2,"",""
283,5,50,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/NPC/CounterThaumaturge/2x2_magic1.arm","",4,2,2,2,"",2,"",""
284,5,51,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Entrances/EscapeRoom1.arm","","",5,1,1,"",1,"",""
285,5,52,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/BlueprintGoal/BlueprintGoal_Major.arm","","",1,3,3,"",2,1,""
286,5,53,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/BlueprintGoal/BlueprintGoal_Minor.arm","","",1,3,3,"",2,1,""
287,5,54,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Quest/HuckEnochCrematedRemains.arm","","",1,1,1,"",1,"",1
288,5,55,"Metadata/Terrain/Leagues/Heist/RobotTunnels/Rooms/Quest/IslaUnbreakableBlueprints.arm","","",1,1,1,"",1,"",1
289,6,0,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/1x1/1x1_cnr1_01.arm","","",2,1,1,"",1,"",""
290,6,1,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/1x1/1x1_cnr1_02.arm","","",2,1,1,"",1,"",""
291,6,2,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/1x1/1x1_end1_01.arm","","",2,1,1,"",1,"",""
292,6,3,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/1x1/1x1_st1_01.arm","","",2,1,1,"",1,"",""
293,6,4,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/1x1/1x1_st1_02.arm","","",2,1,1,"",1,"",""
294,6,5,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/1x1/1x1_tri1_01.arm","","",2,1,1,"",1,"",""
295,6,6,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/1x1/1x1_var1_01.arm","","",2,1,1,"",1,"",""
296,6,7,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/2x2/2x2_var1.arm","","",2,2,2,"",2,"",""
297,6,8,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/2x2/2x2_var2.arm","","",2,2,2,"",2,"",""
298,6,9,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/2x2/2x2_var3.arm","","",2,2,2,"",2,"",""
299,6,10,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/2x2/2x2_var4.arm","","",2,2,2,"",2,"",""
300,6,11,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/2x2/2x2_var5.arm","","",2,2,2,"",2,"",""
301,6,12,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/2x2/2x2_var6.arm","","",2,2,2,"",2,"",""
302,6,13,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Sides/side1.arm","","",3,1,1,"",1,"",""
303,6,14,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Sides/side2.arm","","",3,1,1,"",1,"",""
304,6,15,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Sides/side3.arm","","",3,1,1,"",1,"",""
305,6,16,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Entrances/Entrance1.arm","","",0,2,2,"",2,"",""
306,6,17,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Entrances/Entrance2.arm","","",0,2,2,"",2,"",""
307,6,18,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Entrances/Entrance3.arm","","",0,2,2,"",2,"",""
308,6,19,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Goals/GoalAgility1.arm",6,"",1,2,2,"",2,"",""
309,6,20,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Goals/GoalDeception1.arm",7,"",1,2,2,"",2,"",""
310,6,21,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Goals/GoalBruteForce1.arm",1,"",1,2,2,"",2,"",""
311,6,22,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Goals/GoalDemolition1.arm",3,"",1,2,2,"",2,"",""
312,6,23,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Goals/GoalEngineering1.arm",8,"",1,2,2,"",2,"",""
313,6,24,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/GapCross/2x2_GapCross_01.arm",8,"",2,2,2,"",2,"",""
314,6,25,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/GapCross/2x2_GapCross_02.arm",8,"",2,2,2,"",2,"",""
315,6,26,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/GapCross/2x2_GapCross_03.arm",8,"",2,2,2,"",2,"",""
316,6,27,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/Demolition/2x2_demolition1.arm",3,"",2,2,2,"",2,"",""
317,6,28,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/Demolition/2x2_demolition2.arm",3,"",2,2,2,"",2,"",""
318,6,29,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/Demolition/2x2_demolition3.arm",3,"",2,2,2,"",2,"",""
319,6,30,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/Agility/2x2_agility1.arm",6,"",2,2,2,"",2,"",""
320,6,31,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/Agility/2x2_agilityout1.arm","",6,2,2,2,"",2,"",""
321,6,32,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/BruteForce/2x2_bruteforce1.arm",1,"",2,2,2,"",2,"",""
322,6,33,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/BruteForce/2x2_bruteforce2.arm",1,"",2,2,2,"",2,"",""
323,6,34,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/EngineeringTurrets/2x2_turrets1.arm",8,"",2,2,2,"",2,"",""
324,6,35,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/NPC/EngineeringTurrets/2x2_turrets2.arm","",8,2,2,2,"",2,"",""
325,6,36,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Entrances/EscapeRoom1.arm","","",5,1,1,"",1,"",""
326,6,37,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/Entrances/EscapeRoom2.arm","","",5,1,1,"",1,"",""
327,6,38,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/BlueprintGoal/BlueprintGoal_Major.arm","","",1,3,3,"",2,1,""
328,6,39,"Metadata/Terrain/Leagues/Heist/Sewers/Rooms/BlueprintGoal/BlueprintGoal_Minor.arm","","",1,3,3,"",2,1,""
329,7,0,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/1x1/1x1_cnr1_01.arm","","",2,1,1,"",1,"",""
330,7,1,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/1x1/1x1_cnr1_02.arm","","",2,1,1,"",1,"",""
331,7,2,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/1x1/1x1_end1_01.arm","","",2,1,1,"",1,"",""
332,7,3,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/1x1/1x1_end1_02.arm","","",2,1,1,"",1,"",""
333,7,4,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/1x1/1x1_st1_01.arm","","",2,1,1,"",1,"",""
334,7,5,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/1x1/1x1_st1_02.arm","","",2,1,1,"",1,"",""
335,7,6,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/1x1/1x1_tri1_01.arm","","",2,1,1,"",1,"",""
336,7,7,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/1x1/1x1_var1_01.arm","","",2,1,1,"",1,"",""
337,7,8,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/1x1/1x1_var1_02.arm","","",2,1,1,"",1,"",""
338,7,9,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/2x2/2x2_var1.arm","","",2,2,2,"",2,"",""
339,7,10,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/2x2/2x2_var2.arm","","",2,2,2,"",2,"",""
340,7,11,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/2x2/2x2_var3.arm","","",2,2,2,"",2,"",""
341,7,12,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/2x2/2x2_var4.arm","","",2,2,2,"",2,"",""
342,7,13,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/2x2/2x2_var5.arm","","",2,2,2,"",2,"",""
343,7,14,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/2x2/2x2_var6.arm","","",2,2,2,"",2,"",""
344,7,15,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/2x2/2x2_var7.arm","","",2,2,2,"",2,"",""
345,7,16,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/2x2/2x2_var8.arm","","",2,2,2,"",2,"",""
346,7,17,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Entrances/Entrance1.arm","","",0,2,2,"",2,"",""
347,7,18,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Entrances/Entrance2.arm","","",0,2,2,"",2,"",""
348,7,19,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Goals/GoalDemolition1.arm",3,"",1,2,2,"",2,"",""
349,7,20,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Goals/GoalLockpicking1.arm",0,"",1,2,2,"",2,"",""
350,7,21,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Goals/GoalDeception1.arm",7,"",1,2,2,"",2,"",""
351,7,22,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Goals/GoalCounterThaumaturge1.arm",4,"",1,2,2,"",2,"",""
352,7,23,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Goals/GoalDisarmament1.arm",5,"",1,2,2,"",2,"",""
353,7,24,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Goals/GoalBruteForce1.arm",1,"",1,2,2,"",2,"",""
354,7,25,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Sides/side1.arm","","",3,1,1,"",2,"",""
355,7,26,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Sides/side2.arm","","",3,1,1,"",1,"",""
356,7,27,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Sides/side3.arm","","",3,1,1,"",1,"",""
357,7,28,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/NPC/BruteForce/2x2_bruteforce1.arm",1,"",2,2,2,"",2,"",""
358,7,29,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/NPC/BruteForce/2x2_bruteforce2.arm",1,"",2,2,2,"",2,"",""
359,7,30,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/NPC/Demolition/2x2_demolition1.arm",3,"",2,2,2,"",2,"",""
360,7,31,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/NPC/Demolition/2x2_demolition2.arm",3,"",2,2,2,"",2,"",""
361,7,32,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/NPC/Demolition/2x2_demolition3.arm",3,"",2,2,2,"",2,"",""
362,7,33,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/NPC/Demolition/2x2_demolition4.arm",3,"",2,2,2,"",2,"",""
363,7,34,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/NPC/TrapDisarmament/2x2_disarm1.arm",5,"",2,2,2,"",2,"",""
364,7,35,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/NPC/TrapDisarmament/2x2_disarm2.arm",5,"",2,2,2,"",2,"",""
365,7,36,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/NPC/TrapDisarmament/2x2_disarm_out1.arm","",5,2,2,2,"",2,"",""
366,7,37,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/NPC/TrapDisarmament/2x2_disarm_out2.arm","",5,2,2,2,"",2,"",""
367,7,38,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/NPC/CounterThaumaturge/2x2_magic1.arm","",4,2,2,2,"",2,"",""
368,7,39,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Entrances/EscapeRoom1.arm","","",5,1,1,"",1,"",""
369,7,40,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/BlueprintGoal/BlueprintGoal_Major.arm","","",1,3,3,"",2,1,""
370,7,41,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/BlueprintGoal/BlueprintGoal_Minor.arm","","",1,3,3,"",2,1,""
371,7,42,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Quest/GiannaPlayScript.arm","","",1,1,1,"",1,"",1
372,7,43,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Quest/IslaPrototypeBlueprints.arm","","",1,1,1,"",1,"",1
373,7,44,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Quest/IslaPrototypeSet.arm","","",1,1,1,"",1,"",1
374,7,45,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Quest/NenetJamanraBook.arm","","",1,1,1,"",1,"",1
375,7,46,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Quest/TibbsOpalRecords.arm","","",1,1,1,"",1,"",1
376,7,47,"Metadata/Terrain/Leagues/Heist/Courts/Rooms/Quest/WhakanoSlaverRecords.arm","","",1,1,1,"",1,"",1
377,8,0,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/1x1/1x1_cnr1_01.arm","","",2,1,1,"",1,"",""
378,8,1,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/1x1/1x1_cnr1_02.arm","","",2,1,1,"",1,"",""
379,8,2,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/1x1/1x1_end1_01.arm","","",2,1,1,"",1,"",""
380,8,3,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/1x1/1x1_st1_01.arm","","",2,1,1,"",1,"",""
381,8,4,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/1x1/1x1_st1_02.arm","","",2,1,1,"",1,"",""
382,8,5,"Metadata/Terrain/Leagues/Heist/Mansion/Rooms/1x1/1x1_tri1_01.arm","","",2,1,1,"",1,"",""
