"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold","bool"
1323,790,1,1,"grant_micro","","","Adds the Hydra Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],381,"","","",""
1324,791,1,1,"grant_micro","","","Adds the Chimera Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],381,"","","",""
1325,792,1,1,"grant_micro","","","Adds the Phoenix Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],381,"","","",""
1326,793,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Lunaris helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],383,"","","",""
1327,794,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Lunaris boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],383,"","","",""
1328,795,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Lunaris gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],383,"","","",""
1329,796,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Lunaris body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],383,"","","",""
1330,797,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Minotaur helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],381,"","","",""
1331,798,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Minotaur boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],381,"","","",""
1332,799,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Minotaur gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],381,"","","",""
1333,800,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Minotaur body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],381,"","","",""
1334,801,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Hydra helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],381,"","","",""
1335,802,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Hydra boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],381,"","","",""
1336,803,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Hydra gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],381,"","","",""
1337,804,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Hydra body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],381,"","","",""
1338,805,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Chimera helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],381,"","","",""
1339,806,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Chimera boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],381,"","","",""
1340,807,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Chimera gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],381,"","","",""
1341,808,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Chimera body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],381,"","","",""
1342,809,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Phoenix helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],381,"","","",""
1343,810,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Phoenix boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],381,"","","",""
1344,811,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Phoenix gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],381,"","","",""
1345,812,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Phoenix body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],381,"","","",""
1346,813,20,1,"grant_micro","","","Adds the Minotaur effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",381,"","","",""
1347,814,20,1,"grant_micro","","","Adds the Hydra effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",381,"","","",""
1348,815,20,1,"grant_micro","","","Adds the Chimera effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",381,"","","",""
1349,816,20,1,"grant_micro","","","Adds the Phoenix effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",381,"","","",""
1350,817,1,1,"grant_micro","","","Adds the Essence Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],374,"","","",""
1351,818,1,1,"modify_portal_variation","","","This character's portals use the Essence effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],374,"","","",""
1352,819,20,1,"grant_micro","","","Adds essence footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],374,"","","",""
1353,820,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Carnage helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],414,"","","",""
1354,821,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Carnage boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],414,"","","",""
1355,822,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Carnage gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],414,"","","",""
1356,823,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Carnage body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],414,"","","",""
1357,824,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Carnage shield.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[],0,[4],414,"","","",""
1358,825,1,1,"grant_micro","","","Adds the Hydra Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],383,"","","",""
1359,826,1,1,"grant_micro","","","Adds the Vampiric Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],357,"","","",""
1360,827,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Bear Hood helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],372,"","","",""
1361,828,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Boar Hood helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],372,"","","",""
1362,829,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Stag Hood helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],372,"","","",""
1363,830,1,1,"grant_micro","","","Adds the Carnage Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],414,"","","",""
1364,831,1,1,"modify_portal_variation","","","This character's portals use the Gore effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],348,"","","",""
1365,832,20,1,"grant_micro","","","Your Shock Nova becomes a nova of purple rift worms.",[],"","Shock Nova Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],364,"","","",""
1366,833,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Thrasher gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",0,[],[],[],8,[11],372,"","","",""
1367,834,20,1,"grant_micro","","","Your Frostbolt becomes a flying black hole.",[],"","Frostbolt Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],367,"","","",""
1368,835,20,1,"grant_micro","","","Your Vortex becomes a stationary black hole.",[],"","Vortex Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],367,"","","",""
1369,836,20,1,"grant_micro","","","Your Spell or Ballista totem becomes a golden dragon.",[],"","Totem Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],351,"","","",""
1370,837,20,1,"grant_micro","","","Your aura effect becomes the green imp demon effect.",[],"","Aura Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],349,"","","",""
1371,838,20,1,"grant_micro","","","Your aura effect becomes the red carnage effect.",[],"","Aura Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],352,"","","",""
1372,839,20,1,"grant_micro","","","Your aura effect becomes the elemental trinity effect.",[],"","Aura Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],383,"","","",""
1373,840,20,1,"grant_micro","","","Adds celestial footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",0,[],[],[],10,[13],367,"","","",""
1374,841,1,1,"grant_micro","","","Adds the Dragon Banners Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],351,"","","",""
1375,842,20,1,"grant_micro","","","Your Summon Raging Spirits become Blood Ravens.",[],"","Summon Raging Spirits Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],348,"","","",""
1376,843,20,1,"grant_micro","","","Adds a purple Phoenix crest to your headdress",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",383,"","","",""
1377,844,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Demon Hand gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],352,"","","",""
1378,845,1,1,"grant_micro","","","A swarm of bats possess your character.",[],"","Apparition Effect","",[],[],0,"",0,"",0,[],[],[],15,[14],357,"","","",""
1379,846,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Axe, Sword or Mace to the WuQi Axe.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",383,"","","",""
1380,847,1,1,"grant_micro","","","Adds the Demonic Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],352,"","","",""
1381,848,20,1,"grant_micro","","","Your Tornado Shot becomes an Ebony Effect.",[],"","Tornado Shot Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],350,"","","",""
1382,849,20,1,"grant_micro","","","Adds the Breach effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",346,"","","",""
1383,850,1,1,"grant_micro","","","Adds the Blackguard Cape Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","","",""
1384,851,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Dun shield.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],383,"","","",""
1385,852,1,1,"grant_micro","","","Adds the Hive Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],402,"","","",""
1386,853,1,1,"grant_micro","","","Adds the Breachspawn Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],346,"","","",""
1387,854,1,1,"grant_micro","","","Adds the Breachlord Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],346,"","","",""
1388,855,1,1,"grant_micro","","","Adds the Breachspawn Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],346,"","","",""
1389,856,1,1,"grant_micro","","","Adds the Breachlord Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],346,"","","",""
1390,857,1,1,"modify_portal_variation","","","This character's portals use the Breach effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],346,"","","",""
1391,858,20,1,"grant_micro","","","Your Spell or Ballista totem becomes an Arcane Tome.",[],"","Totem Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],355,"","","",""
1392,859,1,1,"grant_micro","","","Adds the Ghostflame Backpack Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],349,"","","",""
1393,860,1,1,"grant_micro","","","Attaches the Stormcaller Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",0,[],[],[],16,[15],364,"","","",""
1394,861,1,1,"grant_micro","","","Attaches the Infernal Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",1,[],[],[],16,[15],344,"","","",""
1395,862,1,1,"grant_micro","","","Attaches the Arctic Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",1,[],[],[],16,[15],354,"","","",""
1396,863,1,1,"grant_micro","","","Attaches the Ghostflame Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],349,"","","",""
1397,864,1,1,"grant_micro","","","Attaches the Arcane Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",1,[],[],[],16,[15],355,"","","",""
1398,865,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Stormcaller helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],364,"","","",""
1399,866,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Stormcaller boots.",[],"","Boots Skin","",[],[],0,"",0,"",0,[],[],[],9,[12],364,"","","",""
1400,867,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Stormcaller gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",0,[],[],[],8,[11],364,"","","",""
1401,868,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Stormcaller body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],364,"","","",""
1402,869,1,1,"grant_micro","","","Adds the Battery Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],364,"","","",""
1403,870,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Deicide body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],353,"","","",""
1404,871,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Deicide gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],353,"","","",""
1405,872,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Deicide boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],353,"","","",""
1406,873,1,1,"grant_micro","","","Adds the Deicide Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],353,"","","",""
1407,874,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Deicide Flame helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],353,"","","",""
1408,875,1,1,"modify_portal_variation","","","This character's portals use the Breachlord effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],346,"","","",""
1409,876,20,1,"grant_micro","","","Adds breach footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",1,[],[],[],10,[13],346,"","","",""
1410,877,1,1,"grant_micro","","","Adds the Mana Wurm Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],355,"","","",""
1411,878,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Yeti mask.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],354,"","","",""
1412,879,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Celestial hood.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],367,"","","",""
1413,880,1,1,"grant_micro","","","Adds the Infernal Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],344,"","","",""
1414,881,1,1,"grant_micro","","","Changes the appearance of any equipped Claw to the Demonhand Claw.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",352,"","","",""
1415,882,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Divine shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],363,"","","",""
1416,883,1,1,"modify_portal_variation","","","This character's portals use the Kaom effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],383,"","","",""
1417,884,1,1,"modify_portal_variation","","","This character's portals use the Daresso effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],383,"","","",""
1418,885,1,1,"grant_micro","","","Adds the Phoenix Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],383,"","","",""
1419,886,20,1,"grant_micro","","","Adds the Celestial effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",367,"","","",""
1420,887,1,1,"grant_micro","","","Adds the Verdant Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],358,"","","",""
1421,888,1,1,"grant_micro","","","Adds the Eldritch Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","","",""
1422,889,1,1,"modify_portal_variation","","","This character's portals use the Legacy effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],374,"","","",""
1423,890,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Classic Lightning body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],364,"","","",""
1424,891,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Classic Lightning gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],364,"","","",""
1425,892,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Classic Lightning boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],364,"","","",""
1426,893,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Classic Lightning helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],364,"","","",""
1427,894,1,1,"modify_portal_variation","","","This character's portals use a Classic Purple effect.",[],"","Portal Modification","",[],[],0,"",0,"",0,[],[],[],11,[20],369,"","","",""
1428,895,20,1,"grant_micro","","","Adds an arcane Phoenix crest to your headdress",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",355,"","","",""
1429,896,20,1,"grant_micro","","","Adds a detailed glowing pattern to your headdress",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",369,"","","",""
1430,897,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Classic Necrotic helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],369,"","","",""
1431,898,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Classic Necrotic boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],369,"","","",""
1432,899,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Classic Necrotic gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],369,"","","",""
1433,900,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Classic Necrotic body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],369,"","","",""
1434,901,20,1,"grant_micro","","","Adds a sparking effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",369,"","","",""
1435,902,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a burning purple skull",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],369,"","","",""
1436,903,1,1,"grant_micro","","","Attaches the Legacy Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],347,"","","",""
1437,904,1,1,"grant_micro","","","Adds the Arcane Seraph Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],355,"","","",""
1438,905,20,1,"grant_micro","","","Adds a pair of arcane wings to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",355,"","","",""
1439,906,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a divine skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],363,"","","",""
1440,907,1,1,"grant_micro","","","Adds the Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],383,"","","",""
1441,908,1,1,"grant_micro","","","Adds the Black Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","","",""
1442,909,1,1,"grant_micro","","","Adds the Cyan Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","","",""
1443,910,1,1,"grant_micro","","","Adds the Gold Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","","",""
1444,911,1,1,"grant_micro","","","Adds the Green Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","","",""
1445,912,1,1,"grant_micro","","","Adds the Navy Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","","",""
1446,913,1,1,"grant_micro","","","Adds the Purple Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","","",""
1447,914,1,1,"grant_micro","","","Adds the Red Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","","",""
1448,915,1,1,"grant_micro","","","Adds the White Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","","",""
1449,916,1,1,"grant_micro","","","Adds the Classic Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],347,"","","",""
1450,917,1,1,"grant_micro","","","Adds the Legacy Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],347,"","","",""
1451,918,20,1,"grant_micro","","","Adds the Classic effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",347,"","","",""
1452,919,20,1,"grant_micro","","","Adds an Arcane Visage to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",355,"","","",""
1453,920,20,1,"grant_micro","","","Adds a Divine Ice Crown to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",363,"","","",""
1454,921,20,1,"grant_micro","","","Adds a pair of Fiery Eyes to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",344,"","","",""
1455,922,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a bleached skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],383,"","","",""
1456,923,20,1,"grant_micro","","","Adds an Arcane Halo to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",355,"","","",""
1457,924,1,1,"grant_micro","","","Adds the Gore Raven Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],348,"","","",""
1458,925,20,1,"grant_micro","","","Adds a pair of twisted bone horns to your headdress",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",372,"","","",""
1459,926,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Legacy helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],347,"","","",""
1460,927,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Legacy boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],347,"","","",""
1461,928,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Legacy gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],347,"","","",""
1462,929,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Legacy body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],347,"","","",""
1463,930,1,1,"grant_micro","","","Adds the Classic Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],347,"","","",""
1464,931,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Standard Brimmed hat.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],383,"","","",""
1465,932,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Legacy Brimmed hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],347,"","","",""
1466,933,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the crown of bleached demon horns",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],352,"","","",""
1467,934,20,1,"grant_micro","","","Adds legacy footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"","",[],[],[],10,[13],374,"","","",""
1468,935,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Bleached Demon King helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],352,"","","",""
1469,936,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Bleached Demon King boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],352,"","","",""
1470,937,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Bleached Demon King gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],352,"","","",""
1471,938,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Bleached Demon King body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],352,"","","",""
1472,939,20,1,"grant_micro","","","Your Arc becomes a Purple Effect.",[],"","Arc Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],369,"","","",""
1473,940,20,1,"grant_micro","","","Adds the Legacy effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",374,"","","",""
1474,941,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Arcane shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],355,"","","",""
1475,942,20,1,"grant_micro","","","Your Herald of Ash, Thunder or Ice becomes a divine effect.",[],"","Herald Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],383,"","","",""
1476,943,20,1,"grant_micro","","","Your Herald of Ash, Thunder or Ice becomes a purple effect.",[],"","Herald Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],369,"","","",""
